node_from	node_to	weight
chr15:66132080-66136708	chr15:66064271-66067391	1
chr15:66132080-66136708	chr15:66111184-66112279	1
chr15:66132080-66136708	chr15:66145872-66150672	1
chr15:66132080-66136708	chr15:66158164-66161156	1
chr15:66793401-66796501	chr15:65905148-65907018	1
chr15:66793401-66796501	chr15:66586927-66591430	1
chr15:66793401-66796501	chr15:66594779-66606414	1
chr15:66793401-66796501	chr15:66614657-66615948	1
chr15:67663027-67667391	chr15:67212445-67220988	1
chr15:67663027-67667391	chr15:67222520-67226294	1
chr15:67663027-67667391	chr15:67226295-67232764	1
chr15:67663027-67667391	chr15:67233830-67235291	1
chr15:67663027-67667391	chr15:67235427-67244829	1
chr15:67663027-67667391	chr15:68079919-68083543	1
chr15:68498110-68511931	chr15:68146592-68146872	1
chr15:68498110-68511931	chr15:68149499-68164092	1
chr15:68498110-68511931	chr15:68166097-68169247	1
chr15:69215322-69225603	chr15:68756126-68758658	1
chr15:69215322-69225603	chr15:68785294-68785868	1
chr15:69215322-69225603	chr15:68813706-68820016	1
chr15:69215322-69225603	chr15:68827886-68831011	1
chr15:69215322-69225603	chr15:68831012-68835045	1
chr15:69215322-69225603	chr15:69319296-69321636	1
chr15:69617541-69620590	chr15:69317605-69319278	1
chr15:69617541-69620590	chr15:69327882-69328973	1
chr15:69617541-69620590	chr15:69345090-69349421	1
chr15:69617541-69620590	chr15:69350024-69354031	1
chr15:70017141-70023265	chr15:69865188-69869291	1
chr15:70017141-70023265	chr15:69869926-69874264	1
chr15:70017141-70023265	chr15:69876925-69882005	1
chr15:70017141-70023265	chr15:69882486-69883811	1
chr15:70017141-70023265	chr15:70334932-70340070	1
chr15:70017141-70023265	chr15:70340071-70344623	1
chr15:70017141-70023265	chr15:70348630-70350161	1
chr15:70017141-70023265	chr15:70350741-70357179	1
chr15:70017141-70023265	chr15:70369699-70379374	1
chr15:70017141-70023265	chr15:70379651-70382050	1
chr15:70017141-70023265	chr15:70383421-70384702	1
chr15:70017141-70023265	chr15:70534849-70539239	1
chr15:70017141-70023265	chr15:70712918-70714030	1
chr15:70017141-70023265	chr15:70726474-70726927	1
chr15:70017141-70023265	chr15:70726928-70731162	1
chr15:70017141-70023265	chr15:70732616-70736778	1
chr15:70017141-70023265	chr15:70743761-70749023	1
chr15:70017141-70023265	chr15:70805476-70814669	1
chr15:70017141-70023265	chr15:70814670-70819463	1
chr15:70069866-70077900	chr15:70017141-70023265	1
chr15:70069866-70077900	chr15:70369699-70379374	1
chr15:70369699-70379374	chr15:69753254-69754676	1
chr15:70369699-70379374	chr15:69757602-69759317	1
chr15:70369699-70379374	chr15:69759318-69761990	1
chr15:70369699-70379374	chr15:69761991-69774194	1
chr15:70369699-70379374	chr15:69774195-69776364	1
chr15:70369699-70379374	chr15:69776365-69778702	1
chr15:70369699-70379374	chr15:69794109-69797545	1
chr15:70369699-70379374	chr15:69800048-69804911	1
chr15:70369699-70379374	chr15:69813847-69824534	1
chr15:70369699-70379374	chr15:69824535-69828047	1
chr15:70369699-70379374	chr15:69828089-69830034	1
chr15:70369699-70379374	chr15:69831682-69833622	1
chr15:70369699-70379374	chr15:69833623-69847406	1
chr15:70369699-70379374	chr15:69847407-69851388	1
chr15:70369699-70379374	chr15:69851389-69854239	1
chr15:70369699-70379374	chr15:69855591-69856196	1
chr15:70369699-70379374	chr15:69856197-69859210	1
chr15:70369699-70379374	chr15:69865188-69869291	1
chr15:70369699-70379374	chr15:69869926-69874264	1
chr15:70369699-70379374	chr15:69876925-69882005	1
chr15:70369699-70379374	chr15:69882486-69883811	1
chr15:70369699-70379374	chr15:69898160-69907027	1
chr15:70369699-70379374	chr15:69956158-69964644	1
chr15:70369699-70379374	chr15:70003738-70006290	1
chr15:70369699-70379374	chr15:70014794-70016593	1
chr15:70369699-70379374	chr15:70017141-70023265	1
chr15:70369699-70379374	chr15:70023266-70030764	1
chr15:70369699-70379374	chr15:70048379-70049060	1
chr15:70369699-70379374	chr15:70049061-70050692	1
chr15:70369699-70379374	chr15:70677031-70680945	1
chr15:70369699-70379374	chr15:70712918-70714030	1
chr15:70369699-70379374	chr15:70726928-70731162	1
chr15:70369699-70379374	chr15:70732616-70736778	1
chr15:70369699-70379374	chr15:70736779-70739748	1
chr15:70369699-70379374	chr15:70743761-70749023	1
chr15:70369699-70379374	chr15:70749024-70761506	1
chr15:70369699-70379374	chr15:70805476-70814669	1
chr15:70369699-70379374	chr15:70814670-70819463	1
chr15:71381535-71392776	chr15:71729437-71732607	1
chr15:71766077-71779026	chr15:72021734-72025030	1
chr15:72081788-72087735	chr15:72428684-72432708	1
chr15:72081788-72087735	chr15:72432709-72443278	1
chr15:72081788-72087735	chr15:72455286-72461427	1
chr15:72081788-72087735	chr15:72461428-72468973	1
chr15:72561391-72563887	chr15:72496308-72500504	1
chr15:72561391-72563887	chr15:72512004-72512408	1
chr15:72561391-72563887	chr15:72512502-72514354	1
chr15:72561391-72563887	chr15:72754028-72757110	1
chr15:72685914-72696022	chr15:72754028-72757110	1
chr15:72879076-72880721	chr15:72577620-72583350	1
chr15:72879076-72880721	chr15:72583351-72604594	1
chr15:72879076-72880721	chr15:72633408-72634454	1
chr15:72879076-72880721	chr15:72634761-72642802	1
chr15:72879076-72880721	chr15:72645559-72646531	1
chr15:74465827-74476023	chr15:74532547-74535596	1
chr15:74465827-74476023	chr15:74602016-74605208	1
chr15:74465827-74476023	chr15:78045650-78047285	1
chr15:74656462-74662334	chr15:74734796-74735934	1
chr15:74656462-74662334	chr15:74775439-74784480	1
chr15:74656462-74662334	chr15:74787620-74791870	1
chr15:74656462-74662334	chr15:74899261-74905521	1
chr15:74656462-74662334	chr15:74910232-74917930	1
chr15:74656462-74662334	chr15:74917931-74923137	1
chr15:74656462-74662334	chr15:74923138-74924879	1
chr15:74656462-74662334	chr15:74924880-74937117	1
chr15:74656462-74662334	chr15:75043197-75043512	1
chr15:74656462-74662334	chr15:75043513-75049285	1
chr15:74656462-74662334	chr15:75051630-75058175	1
chr15:74656462-74662334	chr15:75058176-75061167	1
chr15:74656462-74662334	chr15:75065330-75067515	1
chr15:74775439-74784480	chr15:74662335-74665650	1
chr15:74775439-74784480	chr15:74734796-74735934	1
chr15:74775439-74784480	chr15:74895057-74899260	1
chr15:74775439-74784480	chr15:74917931-74923137	1
chr15:74775439-74784480	chr15:74923138-74924879	1
chr15:74775439-74784480	chr15:75051630-75058175	1
chr15:74775439-74784480	chr15:75058176-75061167	1
chr15:74899261-74905521	chr15:74656462-74662334	1
chr15:74899261-74905521	chr15:74662335-74665650	1
chr15:74899261-74905521	chr15:74682941-74689983	1
chr15:74899261-74905521	chr15:74709093-74714072	1
chr15:74899261-74905521	chr15:74731660-74734795	1
chr15:74899261-74905521	chr15:74734796-74735934	1
chr15:74899261-74905521	chr15:74735935-74739411	1
chr15:74899261-74905521	chr15:74739412-74742554	1
chr15:74899261-74905521	chr15:74775439-74784480	1
chr15:74899261-74905521	chr15:74787620-74791870	1
chr15:74899261-74905521	chr15:75058176-75061167	1
chr15:74899261-74905521	chr15:75065330-75067515	1
chr15:75033394-75043196	chr15:74465827-74476023	1
chr15:75033394-75043196	chr15:74509301-74513919	1
chr15:75033394-75043196	chr15:74656462-74662334	1
chr15:75033394-75043196	chr15:74775439-74784480	1
chr15:75033394-75043196	chr15:74899261-74905521	1
chr15:75033394-75043196	chr15:75103674-75108141	1
chr15:75103674-75108141	chr15:74662335-74665650	1
chr15:75103674-75108141	chr15:74734796-74735934	1
chr15:75103674-75108141	chr15:74910232-74917930	1
chr15:75103674-75108141	chr15:74917931-74923137	1
chr15:75103674-75108141	chr15:74923138-74924879	1
chr15:75103674-75108141	chr15:74924880-74937117	1
chr15:75103674-75108141	chr15:74940968-74949988	1
chr15:75103674-75108141	chr15:75065330-75067515	1
chr15:75103674-75108141	chr15:75111799-75117542	1
chr15:75486963-75493861	chr15:75252427-75257130	1
chr15:75486963-75493861	chr15:75304313-75313061	1
chr15:75486963-75493861	chr15:75337340-75345343	1
chr15:75486963-75493861	chr15:75353463-75354628	1
chr15:75486963-75493861	chr15:75405499-75407845	1
chr15:75486963-75493861	chr15:75418329-75421917	1
chr15:75486963-75493861	chr15:75422023-75427868	1
chr15:75486963-75493861	chr15:75430084-75435210	1
chr15:75486963-75493861	chr15:75436911-75446495	1
chr15:75645819-75651814	chr15:75252427-75257130	1
chr15:75645819-75651814	chr15:75913224-75916250	1
chr15:75645819-75651814	chr15:75938893-75968994	1
chr15:75645819-75651814	chr15:75968995-75969901	1
chr15:75938893-75968994	chr15:75645819-75651814	1
chr15:75938893-75968994	chr15:75663289-75671636	1
chr15:75938893-75968994	chr15:75672580-75674613	1
chr15:75938893-75968994	chr15:75722839-75725573	1
chr15:75938893-75968994	chr15:75738439-75740982	1
chr15:75938893-75968994	chr15:75753171-75756982	1
chr15:75938893-75968994	chr15:75762816-75765492	1
chr15:75938893-75968994	chr15:75767371-75772583	1
chr15:75938893-75968994	chr15:75785416-75798625	1
chr15:75938893-75968994	chr15:75798626-75801245	1
chr15:75969902-75982214	chr15:75645819-75651814	1
chr15:75969902-75982214	chr15:75672580-75674613	1
chr15:75969902-75982214	chr15:75798626-75801245	1
chr15:76109206-76112420	chr15:74775439-74784480	1
chr15:76109206-76112420	chr15:75645819-75651814	1
chr15:76109206-76112420	chr15:75938893-75968994	1
chr15:76109206-76112420	chr15:75969902-75982214	1
chr15:78378333-78384010	chr15:78279811-78299755	1
chr15:78378333-78384010	chr15:78303228-78311918	1
chr15:78378333-78384010	chr15:78311919-78324665	1
chr15:78378333-78384010	chr15:78387014-78391233	1
chr15:78378333-78384010	chr15:78540268-78544299	1
chr15:78498248-78537992	chr15:78419251-78421403	1
chr15:78550621-78556853	chr15:78378333-78384010	1
chr15:79184131-79195581	chr15:79172762-79181122	1
chr15:79184131-79195581	chr15:79470948-79474469	1
chr15:79268847-79273009	chr15:79172762-79181122	1
chr15:79268847-79273009	chr15:79195647-79200927	1
chr15:79268847-79273009	chr15:79200928-79216922	1
chr15:79268847-79273009	chr15:79274549-79291882	1
chr15:79268847-79273009	chr15:79317669-79319590	1
chr15:79268847-79273009	chr15:79470948-79474469	1
chr15:80099049-80117290	chr15:79617716-79621818	1
chr15:80099049-80117290	chr15:79646307-79654347	1
chr15:80099049-80117290	chr15:79699544-79701369	1
chr15:80099049-80117290	chr15:79702977-79705787	1
chr15:80099049-80117290	chr15:79743011-79747374	1
chr15:80099049-80117290	chr15:79755232-79756606	1
chr15:80099049-80117290	chr15:80474275-80479772	1
chr15:80099049-80117290	chr15:80479773-80485107	1
chr15:80433509-80436886	chr15:80099049-80117290	1
chr15:80736621-80739050	chr15:80955192-80958098	1
chr15:80736621-80739050	chr15:81259724-81260796	1
chr15:80736621-80739050	chr15:81260797-81269873	1
chr15:80955192-80958098	chr15:81259724-81260796	1
chr15:80955192-80958098	chr15:81260797-81269873	1
chr15:81124420-81139785	chr15:80773479-80774892	1
chr15:81666096-81671115	chr15:82477942-82479950	1
chr15:82465098-82467522	chr15:81687399-81691307	1
chr15:82465098-82467522	chr15:81691857-81696751	1
chr15:82465098-82467522	chr15:81704562-81714433	1
chr15:82465098-82467522	chr15:81718168-81720746	1
chr15:82465098-82467522	chr15:81732943-81735856	1
chr15:82465098-82467522	chr15:81772931-81773759	1
chr15:82465098-82467522	chr15:81782329-81792891	1
chr15:83422619-83427009	chr15:83622111-83627370	1
chr15:83422619-83427009	chr15:83651898-83653798	1
chr15:83422619-83427009	chr15:83661724-83669215	1
chr15:83474155-83475438	chr15:83216005-83218179	1
chr15:83474155-83475438	chr15:83220027-83221900	1
chr15:83474155-83475438	chr15:83221901-83230689	1
chr15:83474155-83475438	chr15:83230690-83235537	1
chr15:83474155-83475438	chr15:83240951-83242001	1
chr15:83474155-83475438	chr15:83242002-83244562	1
chr15:83474155-83475438	chr15:83302905-83308734	1
chr15:83474155-83475438	chr15:83419795-83422618	1
chr15:83474155-83475438	chr15:83457439-83473248	1
chr15:83474155-83475438	chr15:83613163-83620657	1
chr15:83474155-83475438	chr15:83622111-83627370	1
chr15:83474155-83475438	chr15:83627371-83638147	1
chr15:83474155-83475438	chr15:83638148-83651897	1
chr15:83474155-83475438	chr15:83651898-83653798	1
chr15:83474155-83475438	chr15:83661724-83669215	1
chr15:83474155-83475438	chr15:83681884-83689675	1
chr15:83474155-83475438	chr15:83689676-83691783	1
chr15:83474155-83475438	chr15:83691784-83699537	1
chr15:83474155-83475438	chr15:83736753-83738761	1
chr15:83474155-83475438	chr15:83782749-83784536	1
chr15:83474155-83475438	chr15:83788782-83790857	1
chr15:83474155-83475438	chr15:83859419-83863360	1
chr15:83474155-83475438	chr15:83863361-83865038	1
chr15:83474155-83475438	chr15:83865039-83869290	1
chr15:83474155-83475438	chr15:83870249-83875406	1
chr15:84383155-84386338	chr15:84647930-84652419	1
chr15:84383155-84386338	chr15:84652681-84659759	1
chr15:84383155-84386338	chr15:84659760-84662893	1
chr15:84652681-84659759	chr15:84231397-84234351	1
chr15:85144861-85164197	chr15:85323567-85326625	1
chr15:85144861-85164197	chr15:85352129-85361541	1
chr15:85144861-85164197	chr15:85394012-85408269	1
chr15:85323567-85326625	chr15:85178941-85181318	1
chr15:85323567-85326625	chr15:85181398-85191377	1
chr15:85323567-85326625	chr15:85204746-85206515	1
chr15:85323567-85326625	chr15:85208881-85212739	1
chr15:85323567-85326625	chr15:85212740-85212928	1
chr15:85323567-85326625	chr15:85212929-85222694	1
chr15:85323567-85326625	chr15:85222695-85231254	1
chr15:85323567-85326625	chr15:85246189-85250293	1
chr15:85323567-85326625	chr15:85339046-85349049	1
chr15:85323567-85326625	chr15:85361542-85362429	1
chr15:85323567-85326625	chr15:85408270-85413393	1
chr15:85323567-85326625	chr15:85433705-85436660	1
chr15:85323567-85326625	chr15:85436661-85455897	1
chr15:85323567-85326625	chr15:85624842-85629573	1
chr15:85323567-85326625	chr15:85657567-85660521	1
chr15:85352129-85361541	chr15:85178941-85181318	1
chr15:85352129-85361541	chr15:85181398-85191377	1
chr15:85352129-85361541	chr15:85204746-85206515	1
chr15:85352129-85361541	chr15:85208881-85212739	1
chr15:85352129-85361541	chr15:85212740-85212928	1
chr15:85352129-85361541	chr15:85212929-85222694	1
chr15:85352129-85361541	chr15:85222695-85231254	1
chr15:85352129-85361541	chr15:85246189-85250293	1
chr15:85352129-85361541	chr15:85339046-85349049	1
chr15:85352129-85361541	chr15:85364296-85368147	1
chr15:85352129-85361541	chr15:85369143-85374429	1
chr15:85352129-85361541	chr15:85408270-85413393	1
chr15:85352129-85361541	chr15:85433705-85436660	1
chr15:85352129-85361541	chr15:85436661-85455897	1
chr15:85352129-85361541	chr15:85587325-85587965	1
chr15:85352129-85361541	chr15:85603588-85607547	1
chr15:85352129-85361541	chr15:85607548-85612601	1
chr15:85352129-85361541	chr15:85612602-85620095	1
chr15:85352129-85361541	chr15:85624842-85629573	1
chr15:85394012-85408269	chr15:85178941-85181318	1
chr15:85394012-85408269	chr15:85181398-85191377	1
chr15:85394012-85408269	chr15:85204746-85206515	1
chr15:85394012-85408269	chr15:85208881-85212739	1
chr15:85394012-85408269	chr15:85212740-85212928	1
chr15:85394012-85408269	chr15:85212929-85222694	1
chr15:85394012-85408269	chr15:85222695-85231254	1
chr15:85394012-85408269	chr15:85246189-85250293	1
chr15:85394012-85408269	chr15:85361542-85362429	1
chr15:85394012-85408269	chr15:85364296-85368147	1
chr15:85394012-85408269	chr15:85586057-85587324	1
chr15:85394012-85408269	chr15:85587325-85587965	1
chr15:85394012-85408269	chr15:85603588-85607547	1
chr15:85394012-85408269	chr15:85624842-85629573	1
chr15:85413394-85433704	chr15:85178941-85181318	1
chr15:85413394-85433704	chr15:85204746-85206515	1
chr15:85413394-85433704	chr15:85208881-85212739	1
chr15:85413394-85433704	chr15:85212740-85212928	1
chr15:85413394-85433704	chr15:85212929-85222694	1
chr15:85413394-85433704	chr15:85222695-85231254	1
chr15:85413394-85433704	chr15:85246189-85250293	1
chr15:85413394-85433704	chr15:85323567-85326625	1
chr15:85413394-85433704	chr15:85339046-85349049	1
chr15:85413394-85433704	chr15:85352129-85361541	1
chr15:85413394-85433704	chr15:85361542-85362429	1
chr15:85413394-85433704	chr15:85364296-85368147	1
chr15:85413394-85433704	chr15:85369143-85374429	1
chr15:85413394-85433704	chr15:85381577-85388759	1
chr15:85413394-85433704	chr15:85394012-85408269	1
chr15:85467539-85484297	chr15:85323567-85326625	1
chr15:85467539-85484297	chr15:85352129-85361541	1
chr15:85467539-85484297	chr15:85394012-85408269	1
chr15:85467539-85484297	chr15:86361602-86367573	1
chr15:85931167-85936675	chr15:85859310-85859883	1
chr15:85931167-85936675	chr15:86019830-86022833	1
chr15:85931167-85936675	chr15:86189905-86197622	1
chr15:86189905-86197622	chr15:45936658-45940954	1
chr15:86189905-86197622	chr15:81596834-81604221	1
chr15:86189905-86197622	chr15:85212740-85212928	1
chr15:86189905-86197622	chr15:85222695-85231254	1
chr15:86189905-86197622	chr15:85840043-85851550	1
chr15:86189905-86197622	chr15:85851551-85859309	1
chr15:86189905-86197622	chr15:85859310-85859883	1
chr15:86189905-86197622	chr15:85882381-85884348	1
chr15:86189905-86197622	chr15:85937252-85939732	1
chr15:86189905-86197622	chr15:85943335-85953715	1
chr15:86189905-86197622	chr15:85961833-85962939	1
chr15:86189905-86197622	chr15:85971019-85974732	1
chr15:86189905-86197622	chr15:85983304-85984489	1
chr15:86189905-86197622	chr15:85996997-86003464	1
chr15:86189905-86197622	chr15:86010028-86015686	1
chr15:86189905-86197622	chr15:86015687-86019829	1
chr15:86189905-86197622	chr15:86019830-86022833	1
chr15:86189905-86197622	chr15:86030590-86032448	1
chr15:86189905-86197622	chr15:86032449-86039504	1
chr15:86189905-86197622	chr15:86039505-86040643	1
chr15:86189905-86197622	chr15:86041826-86045975	1
chr15:86189905-86197622	chr15:86053444-86062812	1
chr15:86189905-86197622	chr15:86062813-86071599	1
chr15:86189905-86197622	chr15:86075556-86081184	1
chr15:86189905-86197622	chr15:86083903-86087333	1
chr15:86189905-86197622	chr15:86087334-86088291	1
chr15:86189905-86197622	chr15:86129339-86132528	1
chr15:86189905-86197622	chr15:86132529-86134236	1
chr15:86189905-86197622	chr15:86135068-86135538	1
chr15:86189905-86197622	chr15:86135539-86144746	1
chr15:86189905-86197622	chr15:86160974-86162081	1
chr15:86189905-86197622	chr15:86170437-86172784	1
chr15:86189905-86197622	chr15:86204018-86222580	1
chr15:86189905-86197622	chr15:86222581-86223320	1
chr15:86189905-86197622	chr15:86223451-86225829	1
chr15:86189905-86197622	chr15:86230191-86232298	1
chr15:86189905-86197622	chr15:86234114-86234736	1
chr15:86189905-86197622	chr15:86235116-86242993	1
chr15:86189905-86197622	chr15:86242994-86246122	1
chr15:86189905-86197622	chr15:86259231-86266497	1
chr15:86189905-86197622	chr15:86266498-86283202	1
chr15:86189905-86197622	chr15:86283203-86299145	1
chr15:86189905-86197622	chr15:86299146-86300707	1
chr15:86189905-86197622	chr15:86380590-86381648	1
chr15:86189905-86197622	chr15:89005108-89008319	1
chr15:86189905-86197622	chr15:89015108-89021400	1
chr15:86189905-86197622	chr15:89640694-89645282	1
chr15:86189905-86197622	chr15:89648005-89651056	1
chr15:86189905-86197622	chr15:89693606-89693781	1
chr15:86189905-86197622	chr15:89707486-89710450	1
chr15:86189905-86197622	chr15:89848894-89850535	1
chr15:86189905-86197622	chr15:93525229-93533576	1
chr15:86189905-86197622	chr15:93533577-93541365	1
chr15:86313461-86315179	chr15:85971019-85974732	1
chr15:86313461-86315179	chr15:86010028-86015686	1
chr15:86313461-86315179	chr15:86015687-86019829	1
chr15:86313461-86315179	chr15:86030590-86032448	1
chr15:86313461-86315179	chr15:86380590-86381648	1
chr15:86313461-86315179	chr15:88786712-88789073	1
chr15:86313461-86315179	chr15:88794203-88795200	1
chr15:86313461-86315179	chr15:88795201-88797695	1
chr15:86313461-86315179	chr15:88803465-88812576	1
chr15:86313461-86315179	chr15:88812577-88815992	1
chr15:86313461-86315179	chr15:88815993-88819967	1
chr15:86313461-86315179	chr15:88921504-88926992	1
chr15:86313461-86315179	chr15:88927458-88933713	1
chr15:86313461-86315179	chr15:89002514-89005107	1
chr15:86313461-86315179	chr15:89005108-89008319	1
chr15:86313461-86315179	chr15:89015108-89021400	1
chr15:86313461-86315179	chr15:89040074-89049022	1
chr15:86313461-86315179	chr15:89114616-89119320	1
chr15:86313461-86315179	chr15:89150519-89152634	1
chr15:86313461-86315179	chr15:89154319-89157942	1
chr15:86313461-86315179	chr15:89157943-89161101	1
chr15:86313461-86315179	chr15:89424045-89426818	1
chr15:86361602-86367573	chr15:86015687-86019829	1
chr15:86361602-86367573	chr15:86030590-86032448	1
chr15:86361602-86367573	chr15:86299146-86300707	1
chr15:86361602-86367573	chr15:88786712-88789073	1
chr15:86361602-86367573	chr15:88794203-88795200	1
chr15:86361602-86367573	chr15:88795201-88797695	1
chr15:86361602-86367573	chr15:88803465-88812576	1
chr15:86361602-86367573	chr15:88812577-88815992	1
chr15:86361602-86367573	chr15:88815993-88819967	1
chr15:86361602-86367573	chr15:88927458-88933713	1
chr15:86361602-86367573	chr15:89002514-89005107	1
chr15:86361602-86367573	chr15:89005108-89008319	1
chr15:86361602-86367573	chr15:89040074-89049022	1
chr15:89150519-89152634	chr15:86299146-86300707	1
chr15:89150519-89152634	chr15:86313461-86315179	1
chr15:89150519-89152634	chr15:86315180-86321617	1
chr15:89150519-89152634	chr15:86380590-86381648	1
chr15:89150519-89152634	chr15:86432863-86438485	1
chr15:89150519-89152634	chr15:86441119-86446924	1
chr15:89150519-89152634	chr15:89002514-89005107	1
chr15:89150519-89152634	chr15:89005108-89008319	1
chr15:89150519-89152634	chr15:89015108-89021400	1
chr15:89150519-89152634	chr15:89021401-89039833	1
chr15:89150519-89152634	chr15:89040074-89049022	1
chr15:89150519-89152634	chr15:89378843-89381204	1
chr15:89150519-89152634	chr15:89381205-89388711	1
chr15:89150519-89152634	chr15:89424045-89426818	1
chr15:89154319-89157942	chr15:86315180-86321617	1
chr15:89154319-89157942	chr15:86336330-86337251	1
chr15:89154319-89157942	chr15:86380590-86381648	1
chr15:89154319-89157942	chr15:86432863-86438485	1
chr15:89154319-89157942	chr15:89002514-89005107	1
chr15:89154319-89157942	chr15:89005108-89008319	1
chr15:89154319-89157942	chr15:89015108-89021400	1
chr15:89154319-89157942	chr15:89021401-89039833	1
chr15:89154319-89157942	chr15:89040074-89049022	1
chr15:89154319-89157942	chr15:89378843-89381204	1
chr15:89154319-89157942	chr15:89381205-89388711	1
chr15:89154319-89157942	chr15:89424045-89426818	1
chr15:89154319-89157942	chr15:89546387-89549311	1
chr15:89660809-89666040	chr15:89594731-89600746	1
chr15:89660809-89666040	chr15:89608064-89611976	1
chr15:89660809-89666040	chr15:89640694-89645282	1
chr15:89660809-89666040	chr15:89648005-89651056	1
chr15:89660809-89666040	chr15:89707486-89710450	1
chr15:89660809-89666040	chr15:89710451-89714872	1
chr15:89660809-89666040	chr15:89714873-89719762	1
chr15:89760022-89770985	chr15:89581865-89584215	1
chr15:90217180-90224838	chr15:90626682-90629056	1
chr15:90217180-90224838	chr15:90629492-90634521	1
chr15:90891287-90893302	chr15:91001828-91013168	1
chr15:90891287-90893302	chr15:91020020-91024799	1
chr15:90891287-90893302	chr15:91024800-91031917	1
chr15:90891287-90893302	chr15:91031918-91033245	1
chr15:90891287-90893302	chr15:91040797-91042902	1
chr15:90891287-90893302	chr15:91104587-91105100	1
chr15:90891287-90893302	chr15:91129288-91138153	1
chr15:90891287-90893302	chr15:91138154-91142491	1
chr15:90891287-90893302	chr15:91296749-91301998	1
chr15:90891287-90893302	chr15:91301999-91307014	1
chr15:91296749-91301998	chr15:91024800-91031917	1
chr15:91296749-91301998	chr15:91031918-91033245	1
chr15:91296749-91301998	chr15:91351648-91356269	1
chr15:91296749-91301998	chr15:91356270-91358839	1
chr15:91296749-91301998	chr15:91431750-91455049	1
chr15:91431750-91455049	chr15:91040797-91042902	1
chr15:91431750-91455049	chr15:91104587-91105100	1
chr15:91431750-91455049	chr15:91138154-91142491	1
chr15:91431750-91455049	chr15:91164326-91173520	1
chr15:91431750-91455049	chr15:91173521-91183350	1
chr15:91431750-91455049	chr15:91183351-91193004	1
chr15:91431750-91455049	chr15:91196099-91203580	1
chr15:91431750-91455049	chr15:91214466-91218824	1
chr15:91431750-91455049	chr15:91221077-91221535	1
chr15:91431750-91455049	chr15:91221536-91226209	1
chr15:91431750-91455049	chr15:91245204-91251005	1
chr15:91431750-91455049	chr15:91254435-91257962	1
chr15:91431750-91455049	chr15:91465449-91469071	1
chr15:91431750-91455049	chr15:91469072-91472837	1
chr15:91509387-91510054	chr15:89850568-89860260	1
chr15:91509387-91510054	chr15:91789366-91796681	1
chr15:91509387-91510054	chr15:91806169-91808916	1
chr15:91509387-91510054	chr15:91809071-91812228	1
chr15:91509387-91510054	chr15:91822657-91823802	1
chr15:91509387-91510054	chr15:91833933-91835055	1
chr15:91509387-91510054	chr15:92625859-92626842	1
chr15:91509387-91510054	chr15:93486015-93490800	1
chr15:92378210-92391490	chr15:91829336-91833932	1
chr15:92378210-92391490	chr15:91833933-91835055	1
chr15:92378210-92391490	chr15:91835056-91841256	1
chr15:92378210-92391490	chr15:91841257-91849012	1
chr15:92378210-92391490	chr15:92525786-92528077	1
chr15:92378210-92391490	chr15:92618437-92625858	1
chr15:92378210-92391490	chr15:92625859-92626842	1
chr15:92378210-92391490	chr15:92626843-92630283	1
chr15:92378210-92391490	chr15:92633086-92636491	1
chr15:92712510-92716710	chr15:91833933-91835055	1
chr15:92712510-92716710	chr15:91835056-91841256	1
chr15:93827543-93831528	chr15:94623753-94628327	1
chr15:94623753-94628327	chr15:93581512-93596447	1
chr15:94623753-94628327	chr15:93596448-93602516	1
chr15:94623753-94628327	chr15:93617944-93620227	1
chr15:94623753-94628327	chr15:93620228-93620832	1
chr15:94623753-94628327	chr15:93622210-93624280	1
chr15:94623753-94628327	chr15:93624281-93626555	1
chr15:94623753-94628327	chr15:93627079-93627612	1
chr15:94623753-94628327	chr15:93664526-93666721	1
chr15:94623753-94628327	chr15:93672012-93673593	1
chr15:94623753-94628327	chr15:93873424-93874645	1
chr15:96278762-96289157	chr15:95844743-95846845	1
chr15:97320301-97328917	chr15:95016570-95018450	1
chr15:98459874-98468865	chr15:98673044-98675294	1
chr15:98459874-98468865	chr15:98675295-98677674	1
chr15:98459874-98468865	chr15:98684717-98689246	1
chr15:98459874-98468865	chr15:98708155-98709521	1
chr15:98459874-98468865	chr15:98709522-98712220	1
chr15:98459874-98468865	chr15:98712323-98717625	1
chr15:98459874-98468865	chr15:98828646-98829893	1
chr15:99027403-99039668	chr15:101082439-101087953	1
chr15:100257875-100263888	chr15:99808166-99810377	1
chr15:100257875-100263888	chr15:99827544-99838049	1
chr15:100287393-100293370	chr15:99793745-99794613	1
chr15:100287393-100293370	chr15:99794837-99795772	1
chr15:100287393-100293370	chr15:99808166-99810377	1
chr15:100287393-100293370	chr15:99827544-99838049	1
chr15:100287393-100293370	chr15:99900771-99910065	1
chr15:100287393-100293370	chr15:99942184-99948442	1
chr15:101082439-101087953	chr15:100885380-100888623	1
chr15:101082439-101087953	chr15:100891244-100891546	1
chr15:101082439-101087953	chr15:100891547-100894783	1
chr15:101088150-101110299	chr15:100885380-100888623	1
chr15:101088150-101110299	chr15:100891244-100891546	1
chr15:101088150-101110299	chr15:100891547-100894783	1
chr15:102011293-102047461	chr15:101873345-101878427	1
chr15:102011293-102047461	chr15:102002015-102009624	1
chr15:102011293-102047461	chr15:102181817-102190383	1
chr15:102181817-102190383	chr15:101552224-101559595	1
chr15:102181817-102190383	chr15:101561702-101565767	1
