A	B	nOverlap
cell fate commitment	response to BMP	3
cell fate commitment	cellular response to BMP stimulus	3
cell fate commitment	anterior/posterior axis specification	2
cell fate commitment	macrophage differentiation	2
cell fate commitment	regulation of epithelial to mesenchymal transition	2
cell fate commitment	response to radiation	3
cell fate commitment	anterior/posterior pattern specification	5
cell fate commitment	negative regulation of immune system process	4
cell fate commitment	cardiac muscle tissue growth	2
cell fate commitment	muscle cell proliferation	3
cell fate commitment	cardiac muscle cell differentiation	4
cell fate commitment	striated muscle cell differentiation	4
cell fate commitment	epithelial tube morphogenesis	5
cell fate commitment	glandular epithelial cell differentiation	3
cell fate commitment	negative regulation of locomotion	2
cell fate commitment	myelination	2
cell fate commitment	reproductive structure development	5
cell fate commitment	negative regulation of cell motility	2
cell fate commitment	tissue morphogenesis	8
cell fate commitment	endocrine pancreas development	2
cell fate commitment	amacrine cell differentiation	2
cell fate commitment	branching involved in prostate gland morphogenesis	2
cell fate commitment	cellular response to estrogen stimulus	2
cell fate commitment	positive regulation of cardiocyte differentiation	2
cell fate commitment	regulation of digestive system process	2
cell fate commitment	reproductive system development	5
cell fate commitment	epithelial tube formation	3
cell fate commitment	ensheathment of neurons	2
cell fate commitment	axon ensheathment	2
cell fate commitment	neuron fate commitment	5
cell fate commitment	behavior	3
cell fate commitment	regulation of ossification	2
cell fate commitment	embryonic morphogenesis	9
cell fate commitment	morphogenesis of embryonic epithelium	3
cell fate commitment	aortic valve morphogenesis	2
cell fate commitment	positive regulation of BMP signaling pathway	2
cell fate commitment	positive regulation of programmed cell death	3
cell fate commitment	muscle tissue development	7
cell fate commitment	response to mechanical stimulus	2
cell fate commitment	sensory organ morphogenesis	4
cell fate commitment	skeletal system development	5
cell fate commitment	gland development	8
cell fate commitment	heart growth	2
cell fate commitment	olfactory bulb development	2
cell fate commitment	olfactory lobe development	2
cell fate commitment	ERBB2 signaling pathway	2
cell fate commitment	epithelial cell fate commitment	2
cell fate commitment	negative regulation of cell migration	2
cell fate commitment	nephron epithelium development	2
cell fate commitment	muscle structure development	6
cell fate commitment	regulation of B cell differentiation	2
cell fate commitment	retinoic acid receptor signaling pathway	2
cell fate commitment	retina development in camera-type eye	2
cell fate commitment	negative regulation of lymphocyte differentiation	3
cell fate commitment	metanephros development	2
cell fate commitment	heart development	8
cell fate commitment	ameboidal-type cell migration	2
cell fate commitment	positive regulation of apoptotic process	3
cell fate commitment	regulation of osteoblast differentiation	2
cell fate commitment	regulation of protein secretion	2
cell fate commitment	regulation of protein transport	3
cell fate commitment	nephron development	3
cell fate commitment	regulation of stress-activated MAPK cascade	2
cell fate commitment	neural tube development	3
cell fate commitment	regulation of peptidyl-tyrosine phosphorylation	3
cell fate commitment	trachea development	2
cell fate commitment	negative regulation of MAP kinase activity	2
cell fate commitment	tube formation	3
cell fate commitment	gliogenesis	2
cell fate commitment	regulation of stress-activated protein kinase signaling cascade	2
cell fate commitment	regulation of leukocyte differentiation	4
cell fate commitment	aortic valve development	2
cell fate commitment	eye morphogenesis	2
cell fate commitment	smooth muscle cell proliferation	2
cell fate commitment	GABA-ergic synapse	2
cell fate commitment	heparin binding	2
cell fate commitment	growth factor activity	2
cell fate commitment	glycosaminoglycan binding	2
cell fate commitment	sulfur compound binding	2
cell fate commitment	E-box binding	3
cell fate commitment	cytokine activity	2
negative regulation of transforming growth factor beta receptor signaling pathway	BMP signaling pathway	3
negative regulation of transforming growth factor beta receptor signaling pathway	regulation of cellular response to transforming growth factor beta stimulus	6
negative regulation of transforming growth factor beta receptor signaling pathway	regulation of BMP signaling pathway	2
negative regulation of transforming growth factor beta receptor signaling pathway	transmembrane receptor protein serine/threonine kinase signaling pathway	6
negative regulation of transforming growth factor beta receptor signaling pathway	body morphogenesis	2
negative regulation of transforming growth factor beta receptor signaling pathway	respiratory system development	2
negative regulation of transforming growth factor beta receptor signaling pathway	response to BMP	3
negative regulation of transforming growth factor beta receptor signaling pathway	cellular response to BMP stimulus	3
negative regulation of transforming growth factor beta receptor signaling pathway	regulation of epithelial to mesenchymal transition	2
negative regulation of transforming growth factor beta receptor signaling pathway	muscle cell proliferation	2
negative regulation of transforming growth factor beta receptor signaling pathway	face morphogenesis	2
negative regulation of transforming growth factor beta receptor signaling pathway	negative regulation of locomotion	2
negative regulation of transforming growth factor beta receptor signaling pathway	negative regulation of cell motility	2
negative regulation of transforming growth factor beta receptor signaling pathway	positive regulation of epithelial to mesenchymal transition	2
negative regulation of transforming growth factor beta receptor signaling pathway	embryonic morphogenesis	2
negative regulation of transforming growth factor beta receptor signaling pathway	face development	2
negative regulation of transforming growth factor beta receptor signaling pathway	positive regulation of programmed cell death	2
negative regulation of transforming growth factor beta receptor signaling pathway	skeletal system development	2
negative regulation of transforming growth factor beta receptor signaling pathway	transforming growth factor beta receptor signaling pathway	6
negative regulation of transforming growth factor beta receptor signaling pathway	negative regulation of cell migration	2
negative regulation of transforming growth factor beta receptor signaling pathway	head morphogenesis	2
negative regulation of transforming growth factor beta receptor signaling pathway	positive regulation of apoptotic process	2
negative regulation of transforming growth factor beta receptor signaling pathway	negative regulation of osteoblast differentiation	2
negative regulation of transforming growth factor beta receptor signaling pathway	regulation of osteoblast differentiation	2
negative regulation of transforming growth factor beta receptor signaling pathway	negative regulation of cellular response to growth factor stimulus	2
negative regulation of transforming growth factor beta receptor signaling pathway	cytokine receptor binding	2
negative regulation of transforming growth factor beta receptor signaling pathway	transforming growth factor beta receptor binding	2
protein autophosphorylation	blood vessel endothelial cell migration	2
protein autophosphorylation	platelet aggregation	2
protein autophosphorylation	positive regulation of protein autophosphorylation	3
protein autophosphorylation	positive regulation of MAP kinase activity	3
protein autophosphorylation	negative regulation of locomotion	2
protein autophosphorylation	negative regulation of cell motility	2
protein autophosphorylation	epithelial cell migration	2
protein autophosphorylation	epithelium migration	2
protein autophosphorylation	bone resorption	2
protein autophosphorylation	calcium-mediated signaling	3
protein autophosphorylation	tissue migration	2
protein autophosphorylation	Rap protein signal transduction	2
protein autophosphorylation	lysosome localization	2
protein autophosphorylation	vacuolar localization	2
protein autophosphorylation	adaptive immune response	2
protein autophosphorylation	myeloid leukocyte activation	2
protein autophosphorylation	response to tumor necrosis factor	2
protein autophosphorylation	regulation of lipid metabolic process	2
protein autophosphorylation	negative regulation of cell migration	2
protein autophosphorylation	reactive oxygen species metabolic process	2
protein autophosphorylation	ameboidal-type cell migration	3
protein autophosphorylation	small molecule biosynthetic process	4
protein autophosphorylation	sprouting angiogenesis	2
protein autophosphorylation	regulation of peptidyl-tyrosine phosphorylation	5
protein autophosphorylation	regulation of ion transmembrane transport	3
protein autophosphorylation	regulation of mast cell activation	2
protein autophosphorylation	positive regulation of cation transmembrane transport	2
protein autophosphorylation	carboxylic acid biosynthetic process	3
protein autophosphorylation	organic acid biosynthetic process	3
protein autophosphorylation	activation of protein kinase activity	2
protein autophosphorylation	positive regulation of transmembrane transport	2
protein autophosphorylation	recycling endosome	2
protein autophosphorylation	recycling endosome membrane	2
protein autophosphorylation	tertiary granule	2
protein autophosphorylation	side of membrane	2
protein autophosphorylation	non-membrane spanning protein tyrosine kinase activity	2
regionalization	male sex differentiation	2
regionalization	columnar/cuboidal epithelial cell differentiation	4
regionalization	embryonic epithelial tube formation	4
regionalization	BMP signaling pathway	4
regionalization	kidney epithelium development	2
regionalization	regulation of cellular response to transforming growth factor beta stimulus	2
regionalization	regulation of BMP signaling pathway	4
regionalization	response to xenobiotic stimulus	4
regionalization	smoothened signaling pathway	4
regionalization	positive regulation of neuron differentiation	3
regionalization	response to vitamin	2
regionalization	transmembrane receptor protein serine/threonine kinase signaling pathway	5
regionalization	muscle cell differentiation	4
regionalization	body morphogenesis	2
regionalization	biomineralization	2
regionalization	embryonic skeletal system morphogenesis	3
regionalization	prostate gland morphogenesis	2
regionalization	respiratory system development	4
regionalization	response to BMP	4
regionalization	cellular response to BMP stimulus	4
regionalization	anterior/posterior axis specification	4
regionalization	regulation of epithelial to mesenchymal transition	3
regionalization	anterior/posterior pattern specification	11
regionalization	negative regulation of immune system process	2
regionalization	somatic stem cell population maintenance	2
regionalization	cardiac muscle tissue growth	3
regionalization	muscle cell proliferation	3
regionalization	cardiac muscle cell differentiation	2
regionalization	striated muscle cell differentiation	3
regionalization	epithelial tube morphogenesis	5
regionalization	glandular epithelial cell differentiation	2
regionalization	negative regulation of locomotion	3
regionalization	reproductive structure development	5
regionalization	negative regulation of cell motility	3
regionalization	tissue morphogenesis	7
regionalization	endocrine pancreas development	2
regionalization	heart valve formation	2
regionalization	tripartite regional subdivision	2
regionalization	anterior/posterior axis specification, embryo	2
regionalization	telencephalon regionalization	2
regionalization	branching involved in prostate gland morphogenesis	2
regionalization	positive regulation of cardiocyte differentiation	2
regionalization	epithelial cell migration	2
regionalization	regulation of digestive system process	2
regionalization	reproductive system development	5
regionalization	epithelial tube formation	4
regionalization	positive regulation of stress-activated MAPK cascade	2
regionalization	epithelium migration	2
regionalization	regulation of ossification	2
regionalization	tissue migration	2
regionalization	regulation of biomineral tissue development	2
regionalization	embryonic morphogenesis	11
regionalization	positive regulation of stress-activated protein kinase signaling cascade	2
regionalization	neural crest formation	2
regionalization	regulation of biomineralization	2
regionalization	morphogenesis of embryonic epithelium	4
regionalization	aortic valve morphogenesis	3
regionalization	positive regulation of BMP signaling pathway	2
regionalization	regulation of DNA binding	3
regionalization	positive regulation of programmed cell death	3
regionalization	muscle tissue development	6
regionalization	response to mechanical stimulus	2
regionalization	sensory organ morphogenesis	4
regionalization	skeletal system development	7
regionalization	gland development	3
regionalization	heart growth	3
regionalization	blastoderm segmentation	2
regionalization	transforming growth factor beta receptor signaling pathway	2
regionalization	negative regulation of cell migration	3
regionalization	muscle structure development	7
regionalization	regulation of fibroblast proliferation	2
regionalization	retina development in camera-type eye	3
regionalization	negative regulation of lymphocyte differentiation	2
regionalization	biomineral tissue development	2
regionalization	pulmonary valve morphogenesis	2
regionalization	metanephros development	2
regionalization	heart development	5
regionalization	ameboidal-type cell migration	2
regionalization	positive regulation of apoptotic process	3
regionalization	negative regulation of osteoblast differentiation	2
regionalization	sprouting angiogenesis	2
regionalization	regulation of osteoblast differentiation	4
regionalization	regulation of protein secretion	2
regionalization	regulation of protein transport	3
regionalization	regulation of stress-activated MAPK cascade	3
regionalization	neural tube development	4
regionalization	negative regulation of cellular response to growth factor stimulus	3
regionalization	negative regulation of MAP kinase activity	2
regionalization	tube formation	4
regionalization	gliogenesis	2
regionalization	regulation of stress-activated protein kinase signaling cascade	3
regionalization	regulation of leukocyte differentiation	2
regionalization	aortic valve development	3
regionalization	regulation of JNK cascade	2
regionalization	eye morphogenesis	3
regionalization	heparin binding	2
regionalization	glycosaminoglycan binding	2
regionalization	sulfur compound binding	2
regionalization	E-box binding	2
regionalization	DNA-binding transcription repressor activity	3
regulation of blood pressure	response to xenobiotic stimulus	2
regulation of blood pressure	muscle cell differentiation	2
regulation of blood pressure	protein maturation	2
regulation of blood pressure	response to radiation	3
regulation of blood pressure	muscle cell proliferation	2
regulation of blood pressure	negative regulation of binding	2
regulation of blood pressure	response to oxidative stress	2
regulation of blood pressure	behavior	2
regulation of blood pressure	gland development	2
regulation of blood pressure	reactive oxygen species metabolic process	2
regulation of blood pressure	muscle structure development	2
regulation of blood pressure	entrainment of circadian clock	2
regulation of blood pressure	negative regulation of protein binding	2
regulation of blood pressure	cellular response to reactive oxygen species	2
regulation of blood pressure	rhythmic process	2
regulation of blood pressure	heart development	3
regulation of blood pressure	aging	2
regulation of blood pressure	cellular response to chemical stress	2
regulation of blood pressure	regulation of protein binding	2
regulation of blood pressure	gliogenesis	2
regulation of blood pressure	smooth muscle cell proliferation	2
regulation of blood pressure	ficolin-1-rich granule	2
regulation of blood pressure	lytic vacuole	4
regulation of blood pressure	lysosome	4
male sex differentiation	columnar/cuboidal epithelial cell differentiation	2
male sex differentiation	response to estrogen	2
male sex differentiation	embryonic epithelial tube formation	2
male sex differentiation	BMP signaling pathway	2
male sex differentiation	kidney epithelium development	2
male sex differentiation	regulation of BMP signaling pathway	2
male sex differentiation	regulation of lipid biosynthetic process	2
male sex differentiation	response to xenobiotic stimulus	2
male sex differentiation	response to vitamin	3
male sex differentiation	transmembrane receptor protein serine/threonine kinase signaling pathway	2
male sex differentiation	muscle cell differentiation	2
male sex differentiation	response to vitamin A	2
male sex differentiation	response to BMP	2
male sex differentiation	cellular response to BMP stimulus	2
male sex differentiation	anterior/posterior pattern specification	2
male sex differentiation	negative regulation of immune system process	2
male sex differentiation	regulation of steroid biosynthetic process	2
male sex differentiation	regulation of steroid metabolic process	2
male sex differentiation	cardiac muscle cell differentiation	2
male sex differentiation	striated muscle cell differentiation	2
male sex differentiation	epithelial tube morphogenesis	3
male sex differentiation	reproductive structure development	9
male sex differentiation	tissue morphogenesis	3
male sex differentiation	cellular response to estrogen stimulus	2
male sex differentiation	regulation of gonad development	2
male sex differentiation	reproductive system development	9
male sex differentiation	epithelial tube formation	2
male sex differentiation	response to oxidative stress	3
male sex differentiation	hormone metabolic process	3
male sex differentiation	embryonic morphogenesis	3
male sex differentiation	male sex determination	2
male sex differentiation	morphogenesis of embryonic epithelium	2
male sex differentiation	face development	2
male sex differentiation	positive regulation of programmed cell death	2
male sex differentiation	muscle tissue development	2
male sex differentiation	skeletal system development	3
male sex differentiation	gland development	3
male sex differentiation	regulation of lipid metabolic process	2
male sex differentiation	muscle structure development	2
male sex differentiation	retinoic acid receptor signaling pathway	2
male sex differentiation	cellular response to reactive oxygen species	2
male sex differentiation	rhythmic process	2
male sex differentiation	cellular response to prostaglandin stimulus	2
male sex differentiation	heart development	2
male sex differentiation	positive regulation of apoptotic process	2
male sex differentiation	cellular response to chemical stress	3
male sex differentiation	steroid metabolic process	3
male sex differentiation	neural tube development	2
male sex differentiation	tube formation	2
male sex differentiation	regulation of leukocyte differentiation	2
columnar/cuboidal epithelial cell differentiation	embryonic epithelial tube formation	2
columnar/cuboidal epithelial cell differentiation	BMP signaling pathway	2
columnar/cuboidal epithelial cell differentiation	kidney epithelium development	2
columnar/cuboidal epithelial cell differentiation	regulation of BMP signaling pathway	2
columnar/cuboidal epithelial cell differentiation	response to xenobiotic stimulus	3
columnar/cuboidal epithelial cell differentiation	columnar/cuboidal epithelial cell development	4
columnar/cuboidal epithelial cell differentiation	negative regulation of striated muscle cell apoptotic process	2
columnar/cuboidal epithelial cell differentiation	positive regulation of neuron differentiation	3
columnar/cuboidal epithelial cell differentiation	response to vitamin	2
columnar/cuboidal epithelial cell differentiation	transmembrane receptor protein serine/threonine kinase signaling pathway	3
columnar/cuboidal epithelial cell differentiation	muscle cell differentiation	4
columnar/cuboidal epithelial cell differentiation	striated muscle cell apoptotic process	2
columnar/cuboidal epithelial cell differentiation	respiratory system development	2
columnar/cuboidal epithelial cell differentiation	response to vitamin A	2
columnar/cuboidal epithelial cell differentiation	response to BMP	2
columnar/cuboidal epithelial cell differentiation	cellular response to BMP stimulus	2
columnar/cuboidal epithelial cell differentiation	anterior/posterior pattern specification	3
columnar/cuboidal epithelial cell differentiation	negative regulation of immune system process	2
columnar/cuboidal epithelial cell differentiation	cardiac muscle cell differentiation	3
columnar/cuboidal epithelial cell differentiation	striated muscle cell differentiation	4
columnar/cuboidal epithelial cell differentiation	epithelial tube morphogenesis	3
columnar/cuboidal epithelial cell differentiation	glandular epithelial cell differentiation	5
columnar/cuboidal epithelial cell differentiation	reproductive structure development	3
columnar/cuboidal epithelial cell differentiation	tissue morphogenesis	3
columnar/cuboidal epithelial cell differentiation	endocrine pancreas development	4
columnar/cuboidal epithelial cell differentiation	telencephalon regionalization	2
columnar/cuboidal epithelial cell differentiation	positive regulation of cardiocyte differentiation	2
columnar/cuboidal epithelial cell differentiation	epithelial cell migration	2
columnar/cuboidal epithelial cell differentiation	type B pancreatic cell differentiation	3
columnar/cuboidal epithelial cell differentiation	reproductive system development	3
columnar/cuboidal epithelial cell differentiation	epithelial tube formation	2
columnar/cuboidal epithelial cell differentiation	epithelium migration	2
columnar/cuboidal epithelial cell differentiation	calcium-mediated signaling	2
columnar/cuboidal epithelial cell differentiation	tissue migration	2
columnar/cuboidal epithelial cell differentiation	embryonic morphogenesis	4
columnar/cuboidal epithelial cell differentiation	morphogenesis of embryonic epithelium	2
columnar/cuboidal epithelial cell differentiation	aortic valve morphogenesis	2
columnar/cuboidal epithelial cell differentiation	positive regulation of BMP signaling pathway	2
columnar/cuboidal epithelial cell differentiation	positive regulation of programmed cell death	2
columnar/cuboidal epithelial cell differentiation	muscle tissue development	3
columnar/cuboidal epithelial cell differentiation	skeletal system development	2
columnar/cuboidal epithelial cell differentiation	gland development	2
columnar/cuboidal epithelial cell differentiation	epithelial cell fate commitment	2
columnar/cuboidal epithelial cell differentiation	muscle structure development	4
columnar/cuboidal epithelial cell differentiation	heart development	3
columnar/cuboidal epithelial cell differentiation	ameboidal-type cell migration	2
columnar/cuboidal epithelial cell differentiation	positive regulation of apoptotic process	2
columnar/cuboidal epithelial cell differentiation	sprouting angiogenesis	2
columnar/cuboidal epithelial cell differentiation	regulation of protein transport	2
columnar/cuboidal epithelial cell differentiation	neural tube development	2
columnar/cuboidal epithelial cell differentiation	trachea development	2
columnar/cuboidal epithelial cell differentiation	tube formation	2
columnar/cuboidal epithelial cell differentiation	regulation of leukocyte differentiation	2
columnar/cuboidal epithelial cell differentiation	aortic valve development	2
nucleotide catabolic process	nucleoside monophosphate metabolic process	3
nucleotide catabolic process	ribonucleotide catabolic process	4
nucleotide catabolic process	nucleoside phosphate catabolic process	5
nucleotide catabolic process	ribonucleoside monophosphate catabolic process	2
nucleotide catabolic process	acyl-CoA metabolic process	2
nucleotide catabolic process	thioester metabolic process	2
nucleotide catabolic process	ribonucleoside monophosphate metabolic process	2
nucleotide catabolic process	organophosphate catabolic process	5
nucleotide catabolic process	small molecule biosynthetic process	2
nucleotide catabolic process	mitochondrial matrix	2
nucleotide catabolic process	lytic vacuole	2
nucleotide catabolic process	lysosome	2
nucleotide catabolic process	phosphoric ester hydrolase activity	2
nucleotide catabolic process	phosphatase activity	2
response to estrogen	embryonic epithelial tube formation	2
response to estrogen	BMP signaling pathway	2
response to estrogen	kidney epithelium development	2
response to estrogen	response to xenobiotic stimulus	2
response to estrogen	response to vitamin	2
response to estrogen	transmembrane receptor protein serine/threonine kinase signaling pathway	2
response to estrogen	respiratory system development	2
response to estrogen	response to BMP	2
response to estrogen	cellular response to BMP stimulus	2
response to estrogen	regulation of epithelial to mesenchymal transition	2
response to estrogen	negative regulation of immune system process	4
response to estrogen	epithelial tube morphogenesis	2
response to estrogen	reproductive structure development	2
response to estrogen	tissue morphogenesis	2
response to estrogen	cellular response to estrogen stimulus	2
response to estrogen	reproductive system development	2
response to estrogen	epithelial tube formation	2
response to estrogen	regulation of ossification	2
response to estrogen	embryonic morphogenesis	3
response to estrogen	morphogenesis of embryonic epithelium	2
response to estrogen	face development	2
response to estrogen	negative regulation of osteoclast differentiation	2
response to estrogen	positive regulation of programmed cell death	2
response to estrogen	skeletal system development	4
response to estrogen	gland development	3
response to estrogen	positive regulation of apoptotic process	2
response to estrogen	regulation of tissue remodeling	2
response to estrogen	regulation of protein secretion	2
response to estrogen	regulation of protein transport	2
response to estrogen	neural tube development	2
response to estrogen	regulation of bone remodeling	2
response to estrogen	negative regulation of bone remodeling	2
response to estrogen	tube formation	2
response to estrogen	regulation of leukocyte differentiation	3
response to estrogen	cytokine activity	2
positive regulation of protein localization to cell periphery	blood vessel endothelial cell migration	2
positive regulation of protein localization to cell periphery	protein kinase A signaling	2
positive regulation of protein localization to cell periphery	regulation of calcium ion import across plasma membrane	2
positive regulation of protein localization to cell periphery	epithelial cell migration	2
positive regulation of protein localization to cell periphery	epithelium migration	2
positive regulation of protein localization to cell periphery	calcium-mediated signaling	2
positive regulation of protein localization to cell periphery	tissue migration	2
positive regulation of protein localization to cell periphery	positive regulation of calcium ion transmembrane transport	3
positive regulation of protein localization to cell periphery	positive regulation of protein localization to plasma membrane	4
positive regulation of protein localization to cell periphery	regulation of synaptic plasticity	2
positive regulation of protein localization to cell periphery	ameboidal-type cell migration	2
positive regulation of protein localization to cell periphery	regulation of protein transport	3
positive regulation of protein localization to cell periphery	regulation of ion transmembrane transport	3
positive regulation of protein localization to cell periphery	positive regulation of cation transmembrane transport	3
positive regulation of protein localization to cell periphery	positive regulation of transmembrane transport	3
positive regulation of protein localization to cell periphery	recycling endosome	2
positive regulation of protein localization to cell periphery	lytic vacuole	2
positive regulation of protein localization to cell periphery	lysosome	2
embryonic epithelial tube formation	BMP signaling pathway	3
embryonic epithelial tube formation	kidney epithelium development	3
embryonic epithelial tube formation	regulation of BMP signaling pathway	3
embryonic epithelial tube formation	columnar/cuboidal epithelial cell development	2
embryonic epithelial tube formation	smoothened signaling pathway	2
embryonic epithelial tube formation	positive regulation of neuron differentiation	2
embryonic epithelial tube formation	response to vitamin	2
embryonic epithelial tube formation	transmembrane receptor protein serine/threonine kinase signaling pathway	3
embryonic epithelial tube formation	muscle cell differentiation	3
embryonic epithelial tube formation	body morphogenesis	2
embryonic epithelial tube formation	embryonic skeletal system morphogenesis	3
embryonic epithelial tube formation	prostate gland morphogenesis	2
embryonic epithelial tube formation	respiratory system development	3
embryonic epithelial tube formation	regulation of establishment of planar polarity involved in neural tube closure	2
embryonic epithelial tube formation	response to BMP	3
embryonic epithelial tube formation	cellular response to BMP stimulus	3
embryonic epithelial tube formation	anterior/posterior axis specification	2
embryonic epithelial tube formation	regulation of epithelial to mesenchymal transition	3
embryonic epithelial tube formation	anterior/posterior pattern specification	4
embryonic epithelial tube formation	negative regulation of immune system process	3
embryonic epithelial tube formation	somatic stem cell population maintenance	2
embryonic epithelial tube formation	muscle cell proliferation	2
embryonic epithelial tube formation	cardiac muscle cell differentiation	2
embryonic epithelial tube formation	striated muscle cell differentiation	3
embryonic epithelial tube formation	epithelial tube morphogenesis	8
embryonic epithelial tube formation	glandular epithelial cell differentiation	2
embryonic epithelial tube formation	negative regulation of locomotion	2
embryonic epithelial tube formation	myelination	2
embryonic epithelial tube formation	reproductive structure development	3
embryonic epithelial tube formation	negative regulation of cell motility	2
embryonic epithelial tube formation	tissue morphogenesis	8
embryonic epithelial tube formation	branching involved in prostate gland morphogenesis	2
embryonic epithelial tube formation	cellular response to estrogen stimulus	2
embryonic epithelial tube formation	establishment of planar polarity involved in neural tube closure	2
embryonic epithelial tube formation	reproductive system development	3
embryonic epithelial tube formation	epithelial tube formation	8
embryonic epithelial tube formation	ensheathment of neurons	2
embryonic epithelial tube formation	axon ensheathment	2
embryonic epithelial tube formation	regulation of ossification	2
embryonic epithelial tube formation	embryonic morphogenesis	8
embryonic epithelial tube formation	neural crest formation	2
embryonic epithelial tube formation	morphogenesis of embryonic epithelium	8
embryonic epithelial tube formation	face development	2
embryonic epithelial tube formation	positive regulation of programmed cell death	2
embryonic epithelial tube formation	muscle tissue development	3
embryonic epithelial tube formation	sensory organ morphogenesis	3
embryonic epithelial tube formation	skeletal system development	6
embryonic epithelial tube formation	gland development	3
embryonic epithelial tube formation	negative regulation of cell migration	2
embryonic epithelial tube formation	muscle structure development	4
embryonic epithelial tube formation	regulation of fibroblast proliferation	2
embryonic epithelial tube formation	negative regulation of lymphocyte differentiation	2
embryonic epithelial tube formation	establishment of planar polarity of embryonic epithelium	2
embryonic epithelial tube formation	heart development	4
embryonic epithelial tube formation	positive regulation of apoptotic process	2
embryonic epithelial tube formation	negative regulation of osteoblast differentiation	2
embryonic epithelial tube formation	regulation of osteoblast differentiation	3
embryonic epithelial tube formation	regulation of protein transport	2
embryonic epithelial tube formation	regulation of stress-activated MAPK cascade	2
embryonic epithelial tube formation	neural tube development	8
embryonic epithelial tube formation	negative regulation of cellular response to growth factor stimulus	3
embryonic epithelial tube formation	trachea development	2
embryonic epithelial tube formation	negative regulation of MAP kinase activity	2
embryonic epithelial tube formation	tube formation	8
embryonic epithelial tube formation	regulation of stress-activated protein kinase signaling cascade	2
embryonic epithelial tube formation	regulation of leukocyte differentiation	3
embryonic epithelial tube formation	eye morphogenesis	2
embryonic epithelial tube formation	heparin binding	2
embryonic epithelial tube formation	endopeptidase activity	2
embryonic epithelial tube formation	glycosaminoglycan binding	2
embryonic epithelial tube formation	sulfur compound binding	2
embryonic epithelial tube formation	Wnt-protein binding	2
embryonic epithelial tube formation	DNA-binding transcription repressor activity	2
BMP signaling pathway	kidney epithelium development	3
BMP signaling pathway	regulation of cellular response to transforming growth factor beta stimulus	3
BMP signaling pathway	regulation of BMP signaling pathway	6
BMP signaling pathway	response to xenobiotic stimulus	2
BMP signaling pathway	positive regulation of neuron differentiation	2
BMP signaling pathway	response to vitamin	2
BMP signaling pathway	transmembrane receptor protein serine/threonine kinase signaling pathway	8
BMP signaling pathway	muscle cell differentiation	3
BMP signaling pathway	body morphogenesis	2
BMP signaling pathway	biomineralization	2
BMP signaling pathway	embryonic skeletal system morphogenesis	2
BMP signaling pathway	prostate gland morphogenesis	2
BMP signaling pathway	respiratory system development	3
BMP signaling pathway	response to BMP	8
BMP signaling pathway	cellular response to BMP stimulus	8
BMP signaling pathway	anterior/posterior axis specification	2
BMP signaling pathway	positive regulation of ossification	2
BMP signaling pathway	regulation of epithelial to mesenchymal transition	4
BMP signaling pathway	anterior/posterior pattern specification	4
BMP signaling pathway	negative regulation of immune system process	3
BMP signaling pathway	somatic stem cell population maintenance	2
BMP signaling pathway	cardiac muscle tissue growth	2
BMP signaling pathway	muscle cell proliferation	3
BMP signaling pathway	cardiac muscle cell differentiation	2
BMP signaling pathway	face morphogenesis	2
BMP signaling pathway	positive regulation of p38MAPK cascade	2
BMP signaling pathway	striated muscle cell differentiation	3
BMP signaling pathway	epithelial tube morphogenesis	5
BMP signaling pathway	myelination	2
BMP signaling pathway	reproductive structure development	3
BMP signaling pathway	tissue morphogenesis	5
BMP signaling pathway	branching involved in prostate gland morphogenesis	2
BMP signaling pathway	positive regulation of cardiocyte differentiation	2
BMP signaling pathway	reproductive system development	3
BMP signaling pathway	epithelial tube formation	3
BMP signaling pathway	ensheathment of neurons	2
BMP signaling pathway	axon ensheathment	2
BMP signaling pathway	positive regulation of stress-activated MAPK cascade	2
BMP signaling pathway	positive regulation of epithelial to mesenchymal transition	3
BMP signaling pathway	regulation of ossification	3
BMP signaling pathway	regulation of biomineral tissue development	2
BMP signaling pathway	embryonic morphogenesis	5
BMP signaling pathway	positive regulation of stress-activated protein kinase signaling cascade	2
BMP signaling pathway	regulation of biomineralization	2
BMP signaling pathway	morphogenesis of embryonic epithelium	3
BMP signaling pathway	face development	2
BMP signaling pathway	aortic valve morphogenesis	2
BMP signaling pathway	positive regulation of BMP signaling pathway	3
BMP signaling pathway	positive regulation of programmed cell death	3
BMP signaling pathway	muscle tissue development	3
BMP signaling pathway	sensory organ morphogenesis	2
BMP signaling pathway	skeletal system development	5
BMP signaling pathway	gland development	3
BMP signaling pathway	response to tumor necrosis factor	2
BMP signaling pathway	heart growth	2
BMP signaling pathway	transforming growth factor beta receptor signaling pathway	3
BMP signaling pathway	p38MAPK cascade	2
BMP signaling pathway	nephron epithelium development	2
BMP signaling pathway	muscle structure development	3
BMP signaling pathway	positive regulation of pathway-restricted SMAD protein phosphorylation	3
BMP signaling pathway	head morphogenesis	2
BMP signaling pathway	regulation of fibroblast proliferation	2
BMP signaling pathway	negative regulation of lymphocyte differentiation	2
BMP signaling pathway	biomineral tissue development	2
BMP signaling pathway	metanephros development	2
BMP signaling pathway	heart development	4
BMP signaling pathway	ameboidal-type cell migration	2
BMP signaling pathway	positive regulation of apoptotic process	3
BMP signaling pathway	negative regulation of osteoblast differentiation	3
BMP signaling pathway	regulation of osteoblast differentiation	5
BMP signaling pathway	regulation of protein secretion	2
