A	B	nOverlap
sensory organ development	cell morphogenesis involved in neuron differentiation	6
sensory organ development	positive regulation of biomineral tissue development	2
sensory organ development	maintenance of cell polarity	2
sensory organ development	axonogenesis	5
sensory organ development	positive regulation of biomineralization	2
sensory organ development	primary neural tube formation	2
sensory organ development	animal organ formation	2
sensory organ development	nephron development	2
sensory organ development	blood vessel morphogenesis	2
sensory organ development	positive regulation of cell development	3
sensory organ development	embryonic organ morphogenesis	5
sensory organ development	camera-type eye development	10
sensory organ development	regulation of biomineral tissue development	2
sensory organ development	neural crest cell migration	2
sensory organ development	protein kinase B signaling	3
sensory organ development	regulation of biomineralization	2
sensory organ development	regulation of nervous system development	4
sensory organ development	positive regulation of ossification	2
sensory organ development	stem cell development	2
sensory organ development	regulation of binding	2
sensory organ development	circadian rhythm	2
sensory organ development	mesenchymal cell migration	2
sensory organ development	positive regulation of cell death	4
sensory organ development	peptidyl-threonine phosphorylation	2
sensory organ development	odontogenesis of dentin-containing tooth	2
sensory organ development	mechanoreceptor differentiation	2
sensory organ development	positive regulation of apoptotic process	4
sensory organ development	morphogenesis of a branching epithelium	2
sensory organ development	neural crest cell differentiation	2
sensory organ development	dendrite	2
sensory organ development	dendritic tree	2
sensory organ development	DNA-binding transcription factor binding	2
sensory organ development	DNA-binding transcription activator activity, RNA polymerase II-specific	5
sensory organ development	DNA-binding transcription activator activity	5
sensory organ development	transmembrane receptor protein kinase activity	3
response to toxic substance	cellular response to growth factor stimulus	2
response to toxic substance	circulatory system process	2
response to toxic substance	removal of superoxide radicals	2
response to toxic substance	cellular response to oxygen radical	2
response to toxic substance	cellular response to superoxide	2
response to toxic substance	response to superoxide	2
response to toxic substance	response to oxygen radical	2
response to toxic substance	receptor serine/threonine kinase binding	2
response to toxic substance	glutathione peroxidase activity	2
response to toxic substance	peroxidase activity	3
response to toxic substance	oxidoreductase activity, acting on peroxide as acceptor	3
pyridine nucleotide metabolic process	nicotinamide nucleotide metabolic process	4
pyridine nucleotide metabolic process	pyridine-containing compound metabolic process	4
nicotinamide nucleotide metabolic process	pyridine-containing compound metabolic process	4
cardiac ventricle formation	cardiac chamber formation	2
cardiac ventricle formation	heart development	2
cardiac ventricle formation	cardiac right ventricle morphogenesis	2
cardiac ventricle formation	regulation of binding	2
cardiac ventricle formation	DNA-binding transcription factor binding	2
SMAD protein complex assembly	cellular response to growth factor stimulus	2
SMAD protein complex assembly	response to BMP	2
SMAD protein complex assembly	cellular response to BMP stimulus	2
SMAD protein complex assembly	regulation of cellular response to growth factor stimulus	2
SMAD protein complex assembly	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2
SMAD protein complex assembly	heart valve development	2
SMAD protein complex assembly	transmembrane receptor protein serine/threonine kinase signaling pathway	2
SMAD protein complex assembly	heart development	2
SMAD protein complex assembly	regulation of miRNA transcription	2
SMAD protein complex assembly	miRNA transcription	2
SMAD protein complex assembly	regulation of transforming growth factor beta receptor signaling pathway	2
SMAD protein complex assembly	cardiac septum morphogenesis	2
SMAD protein complex assembly	regulation of cellular response to transforming growth factor beta stimulus	2
SMAD protein complex assembly	regulation of pathway-restricted SMAD protein phosphorylation	2
SMAD protein complex assembly	regulation of miRNA metabolic process	2
SMAD protein complex assembly	atrioventricular valve morphogenesis	2
SMAD protein complex assembly	cardiac septum development	2
SMAD protein complex assembly	pathway-restricted SMAD protein phosphorylation	2
SMAD protein complex assembly	outflow tract septum morphogenesis	2
SMAD protein complex assembly	atrioventricular valve development	2
SMAD protein complex assembly	I-SMAD binding	2
SMAD protein complex assembly	R-SMAD binding	2
cerebral cortex GABAergic interneuron differentiation	GABAergic neuron differentiation	2
cerebral cortex GABAergic interneuron differentiation	limbic system development	2
protoporphyrinogen IX metabolic process	porphyrin-containing compound biosynthetic process	2
protoporphyrinogen IX metabolic process	tetrapyrrole biosynthetic process	2
protoporphyrinogen IX metabolic process	heme metabolic process	2
protoporphyrinogen IX metabolic process	porphyrin-containing compound metabolic process	2
protoporphyrinogen IX metabolic process	tetrapyrrole metabolic process	2
positive regulation of brown fat cell differentiation	regulation of brown fat cell differentiation	2
negative regulation of sprouting angiogenesis	cellular response to vascular endothelial growth factor stimulus	2
negative regulation of sprouting angiogenesis	cellular response to growth factor stimulus	2
negative regulation of sprouting angiogenesis	regulation of cellular response to growth factor stimulus	2
negative regulation of sprouting angiogenesis	regulation of sprouting angiogenesis	2
negative regulation of sprouting angiogenesis	chemotaxis	2
negative regulation of sprouting angiogenesis	taxis	2
negative regulation of sprouting angiogenesis	blood vessel morphogenesis	2
positive regulation of hepatocyte proliferation	branching morphogenesis of an epithelial tube	2
positive regulation of hepatocyte proliferation	regulation of hepatocyte proliferation	2
positive regulation of hepatocyte proliferation	chemotaxis	2
positive regulation of hepatocyte proliferation	taxis	2
positive regulation of hepatocyte proliferation	blood vessel morphogenesis	2
positive regulation of hepatocyte proliferation	morphogenesis of a branching epithelium	2
positive regulation of hepatocyte proliferation	hepatocyte proliferation	2
positive regulation of hepatocyte proliferation	epithelial cell proliferation involved in liver morphogenesis	2
positive regulation of hepatocyte proliferation	glycosaminoglycan binding	2
positive regulation of hepatocyte proliferation	heparin binding	2
cellular response to vascular endothelial growth factor stimulus	cellular response to growth factor stimulus	4
cellular response to vascular endothelial growth factor stimulus	regulation of cellular response to growth factor stimulus	4
cellular response to vascular endothelial growth factor stimulus	regulation of sprouting angiogenesis	2
cellular response to vascular endothelial growth factor stimulus	regulation of protein kinase B signaling	2
cellular response to vascular endothelial growth factor stimulus	regulation of Ras protein signal transduction	2
cellular response to vascular endothelial growth factor stimulus	chemotaxis	2
cellular response to vascular endothelial growth factor stimulus	taxis	2
cellular response to vascular endothelial growth factor stimulus	blood vessel morphogenesis	3
cellular response to vascular endothelial growth factor stimulus	protein kinase B signaling	2
homophilic cell adhesion via plasma membrane adhesion molecules	regulation of protein kinase B signaling	2
homophilic cell adhesion via plasma membrane adhesion molecules	positive regulation of programmed cell death	2
homophilic cell adhesion via plasma membrane adhesion molecules	chemotaxis	3
homophilic cell adhesion via plasma membrane adhesion molecules	taxis	3
homophilic cell adhesion via plasma membrane adhesion molecules	cell morphogenesis involved in neuron differentiation	2
homophilic cell adhesion via plasma membrane adhesion molecules	axonogenesis	2
homophilic cell adhesion via plasma membrane adhesion molecules	positive regulation of cell development	2
homophilic cell adhesion via plasma membrane adhesion molecules	protein kinase B signaling	2
homophilic cell adhesion via plasma membrane adhesion molecules	regulation of nervous system development	2
homophilic cell adhesion via plasma membrane adhesion molecules	positive regulation of cell death	2
homophilic cell adhesion via plasma membrane adhesion molecules	positive regulation of apoptotic process	2
homophilic cell adhesion via plasma membrane adhesion molecules	dendrite	2
homophilic cell adhesion via plasma membrane adhesion molecules	dendritic tree	2
cellular response to growth factor stimulus	regulation of animal organ formation	2
cellular response to growth factor stimulus	negative regulation of muscle hypertrophy	2
cellular response to growth factor stimulus	negative regulation of neuron apoptotic process	3
cellular response to growth factor stimulus	endothelial cell differentiation	3
cellular response to growth factor stimulus	muscle system process	2
cellular response to growth factor stimulus	response to BMP	7
cellular response to growth factor stimulus	cellular response to BMP stimulus	7
cellular response to growth factor stimulus	regulation of cellular response to growth factor stimulus	11
cellular response to growth factor stimulus	metanephros development	2
cellular response to growth factor stimulus	positive regulation of cell junction assembly	2
cellular response to growth factor stimulus	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	9
cellular response to growth factor stimulus	metanephric mesenchyme development	2
cellular response to growth factor stimulus	regulation of sprouting angiogenesis	3
cellular response to growth factor stimulus	regulation of protein kinase B signaling	5
cellular response to growth factor stimulus	positive regulation of programmed cell death	4
cellular response to growth factor stimulus	cytokine-mediated signaling pathway	2
cellular response to growth factor stimulus	regulation of bone mineralization	2
cellular response to growth factor stimulus	kidney morphogenesis	3
cellular response to growth factor stimulus	heart valve development	2
cellular response to growth factor stimulus	neurotrophin signaling pathway	3
cellular response to growth factor stimulus	kidney mesenchyme development	2
cellular response to growth factor stimulus	circulatory system process	2
cellular response to growth factor stimulus	positive regulation of bone mineralization	2
cellular response to growth factor stimulus	regulation of Ras protein signal transduction	3
cellular response to growth factor stimulus	transmembrane receptor protein serine/threonine kinase signaling pathway	11
cellular response to growth factor stimulus	heart development	5
cellular response to growth factor stimulus	regulation of epithelial to mesenchymal transition	3
cellular response to growth factor stimulus	regulation of muscle system process	2
cellular response to growth factor stimulus	cardiocyte differentiation	3
cellular response to growth factor stimulus	appendage development	3
cellular response to growth factor stimulus	branching morphogenesis of an epithelial tube	4
cellular response to growth factor stimulus	limb development	3
cellular response to growth factor stimulus	embryonic morphogenesis	5
cellular response to growth factor stimulus	regulation of miRNA transcription	3
cellular response to growth factor stimulus	synapse assembly	2
cellular response to growth factor stimulus	chemotaxis	7
cellular response to growth factor stimulus	taxis	7
cellular response to growth factor stimulus	miRNA transcription	3
cellular response to growth factor stimulus	positive regulation of synapse assembly	2
cellular response to growth factor stimulus	branch elongation of an epithelium	2
cellular response to growth factor stimulus	regulation of peptidyl-threonine phosphorylation	2
cellular response to growth factor stimulus	regulation of transforming growth factor beta receptor signaling pathway	6
cellular response to growth factor stimulus	regulation of synapse assembly	2
cellular response to growth factor stimulus	positive regulation of phosphatidylinositol 3-kinase signaling	2
cellular response to growth factor stimulus	cardiac septum morphogenesis	3
cellular response to growth factor stimulus	cell morphogenesis involved in neuron differentiation	6
cellular response to growth factor stimulus	regulation of striated muscle cell apoptotic process	2
cellular response to growth factor stimulus	positive regulation of biomineral tissue development	2
cellular response to growth factor stimulus	regulation of muscle cell differentiation	2
cellular response to growth factor stimulus	regulation of muscle cell apoptotic process	2
cellular response to growth factor stimulus	nephron tubule morphogenesis	2
cellular response to growth factor stimulus	regulation of cellular response to transforming growth factor beta stimulus	6
cellular response to growth factor stimulus	axonogenesis	6
cellular response to growth factor stimulus	regulation of pathway-restricted SMAD protein phosphorylation	3
cellular response to growth factor stimulus	positive regulation of biomineralization	2
cellular response to growth factor stimulus	animal organ formation	2
cellular response to growth factor stimulus	nephron epithelium morphogenesis	2
cellular response to growth factor stimulus	nephron development	3
cellular response to growth factor stimulus	blood vessel morphogenesis	6
cellular response to growth factor stimulus	activin receptor signaling pathway	2
cellular response to growth factor stimulus	embryonic organ morphogenesis	3
cellular response to growth factor stimulus	camera-type eye development	4
cellular response to growth factor stimulus	renal tubule morphogenesis	2
cellular response to growth factor stimulus	regulation of biomineral tissue development	2
cellular response to growth factor stimulus	regulation of miRNA metabolic process	3
cellular response to growth factor stimulus	neural crest cell migration	2
cellular response to growth factor stimulus	striated muscle cell apoptotic process	2
cellular response to growth factor stimulus	protein kinase B signaling	5
cellular response to growth factor stimulus	atrioventricular valve morphogenesis	2
cellular response to growth factor stimulus	cardiac septum development	3
cellular response to growth factor stimulus	regulation of biomineralization	2
cellular response to growth factor stimulus	regulation of nervous system development	4
cellular response to growth factor stimulus	positive regulation of ossification	2
cellular response to growth factor stimulus	pathway-restricted SMAD protein phosphorylation	3
cellular response to growth factor stimulus	cellular response to external stimulus	2
cellular response to growth factor stimulus	stem cell development	2
cellular response to growth factor stimulus	regulation of binding	2
cellular response to growth factor stimulus	circadian rhythm	3
cellular response to growth factor stimulus	muscle cell development	2
cellular response to growth factor stimulus	outflow tract septum morphogenesis	2
cellular response to growth factor stimulus	mesenchymal cell migration	2
cellular response to growth factor stimulus	positive regulation of cell death	4
cellular response to growth factor stimulus	negative regulation of protein ubiquitination	2
cellular response to growth factor stimulus	peptidyl-threonine phosphorylation	2
cellular response to growth factor stimulus	feeding behavior	2
cellular response to growth factor stimulus	odontogenesis of dentin-containing tooth	3
cellular response to growth factor stimulus	mechanoreceptor differentiation	2
cellular response to growth factor stimulus	positive regulation of apoptotic process	3
cellular response to growth factor stimulus	morphogenesis of a branching epithelium	4
cellular response to growth factor stimulus	atrioventricular valve development	2
cellular response to growth factor stimulus	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	2
cellular response to growth factor stimulus	neural crest cell differentiation	3
cellular response to growth factor stimulus	dendrite	3
cellular response to growth factor stimulus	dendritic tree	3
cellular response to growth factor stimulus	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
cellular response to growth factor stimulus	DNA-binding transcription repressor activity	2
cellular response to growth factor stimulus	receptor serine/threonine kinase binding	3
cellular response to growth factor stimulus	DNA-binding transcription factor binding	2
cellular response to growth factor stimulus	glycosaminoglycan binding	3
cellular response to growth factor stimulus	DNA-binding transcription activator activity, RNA polymerase II-specific	3
cellular response to growth factor stimulus	I-SMAD binding	2
cellular response to growth factor stimulus	transmembrane receptor protein serine/threonine kinase binding	2
cellular response to growth factor stimulus	DNA-binding transcription activator activity	3
cellular response to growth factor stimulus	fibroblast growth factor receptor binding	2
cellular response to growth factor stimulus	R-SMAD binding	2
cellular response to growth factor stimulus	transmembrane receptor protein kinase activity	3
cellular response to growth factor stimulus	heparin binding	3
regulation of animal organ formation	metanephros development	2
regulation of animal organ formation	kidney morphogenesis	3
regulation of animal organ formation	appendage development	2
regulation of animal organ formation	branching morphogenesis of an epithelial tube	3
regulation of animal organ formation	limb development	2
regulation of animal organ formation	embryonic morphogenesis	2
regulation of animal organ formation	chemotaxis	2
regulation of animal organ formation	taxis	2
regulation of animal organ formation	specification of animal organ identity	2
regulation of animal organ formation	nephron tubule morphogenesis	2
regulation of animal organ formation	animal organ formation	3
regulation of animal organ formation	nephron epithelium morphogenesis	2
regulation of animal organ formation	nephron development	3
regulation of animal organ formation	embryonic organ morphogenesis	2
regulation of animal organ formation	renal tubule morphogenesis	2
regulation of animal organ formation	morphogenesis of a branching epithelium	3
regulation of animal organ formation	glycosaminoglycan binding	2
regulation of animal organ formation	heparin binding	2
negative regulation of muscle hypertrophy	endothelial cell differentiation	2
negative regulation of muscle hypertrophy	muscle system process	3
negative regulation of muscle hypertrophy	regulation of cellular response to growth factor stimulus	2
negative regulation of muscle hypertrophy	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2
negative regulation of muscle hypertrophy	positive regulation of programmed cell death	2
negative regulation of muscle hypertrophy	cytokine-mediated signaling pathway	2
negative regulation of muscle hypertrophy	heart valve development	2
negative regulation of muscle hypertrophy	transmembrane receptor protein serine/threonine kinase signaling pathway	2
negative regulation of muscle hypertrophy	heart development	3
negative regulation of muscle hypertrophy	regulation of muscle system process	3
negative regulation of muscle hypertrophy	cardiocyte differentiation	2
negative regulation of muscle hypertrophy	regulation of miRNA transcription	2
negative regulation of muscle hypertrophy	miRNA transcription	2
negative regulation of muscle hypertrophy	regulation of transforming growth factor beta receptor signaling pathway	2
negative regulation of muscle hypertrophy	regulation of muscle cell differentiation	2
negative regulation of muscle hypertrophy	regulation of cellular response to transforming growth factor beta stimulus	2
negative regulation of muscle hypertrophy	regulation of miRNA metabolic process	2
negative regulation of muscle hypertrophy	cellular response to external stimulus	2
negative regulation of muscle hypertrophy	regulation of binding	2
negative regulation of muscle hypertrophy	muscle cell development	2
negative regulation of muscle hypertrophy	positive regulation of cell death	2
negative regulation of muscle hypertrophy	positive regulation of apoptotic process	2
negative regulation of muscle hypertrophy	DNA-binding transcription factor binding	2
negative regulation of muscle hypertrophy	DNA-binding transcription activator activity, RNA polymerase II-specific	2
negative regulation of muscle hypertrophy	DNA-binding transcription activator activity	2
negative regulation of neuron apoptotic process	positive regulation of cell junction assembly	2
negative regulation of neuron apoptotic process	regulation of protein kinase B signaling	2
negative regulation of neuron apoptotic process	multicellular organismal response to stress	2
negative regulation of neuron apoptotic process	neurotrophin signaling pathway	2
negative regulation of neuron apoptotic process	synapse assembly	2
negative regulation of neuron apoptotic process	chemotaxis	3
negative regulation of neuron apoptotic process	taxis	3
negative regulation of neuron apoptotic process	positive regulation of synapse assembly	2
negative regulation of neuron apoptotic process	regulation of synapse assembly	2
negative regulation of neuron apoptotic process	positive regulation of phosphatidylinositol 3-kinase signaling	3
negative regulation of neuron apoptotic process	cell morphogenesis involved in neuron differentiation	3
negative regulation of neuron apoptotic process	axonogenesis	3
negative regulation of neuron apoptotic process	blood vessel morphogenesis	3
negative regulation of neuron apoptotic process	positive regulation of cell development	2
negative regulation of neuron apoptotic process	protein kinase B signaling	2
negative regulation of neuron apoptotic process	regulation of nervous system development	3
negative regulation of neuron apoptotic process	circadian rhythm	2
negative regulation of neuron apoptotic process	mechanoreceptor differentiation	2
negative regulation of neuron apoptotic process	dendrite	2
negative regulation of neuron apoptotic process	dendritic tree	2
negative regulation of neuron apoptotic process	transmembrane receptor protein kinase activity	2
endothelial cell differentiation	muscle system process	2
endothelial cell differentiation	response to BMP	3
endothelial cell differentiation	cellular response to BMP stimulus	3
endothelial cell differentiation	regulation of cellular response to growth factor stimulus	2
endothelial cell differentiation	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	3
endothelial cell differentiation	positive regulation of programmed cell death	2
endothelial cell differentiation	cytokine-mediated signaling pathway	3
endothelial cell differentiation	heart valve development	2
endothelial cell differentiation	circulatory system process	2
endothelial cell differentiation	transmembrane receptor protein serine/threonine kinase signaling pathway	3
endothelial cell differentiation	heart development	3
endothelial cell differentiation	regulation of muscle system process	2
endothelial cell differentiation	embryonic morphogenesis	2
endothelial cell differentiation	chemotaxis	2
endothelial cell differentiation	taxis	2
endothelial cell differentiation	positive regulation of I-kappaB kinase/NF-kappaB signaling	2
endothelial cell differentiation	regulation of tumor necrosis factor-mediated signaling pathway	2
endothelial cell differentiation	activin receptor signaling pathway	2
endothelial cell differentiation	positive regulation of cell death	2
endothelial cell differentiation	positive regulation of apoptotic process	2
endothelial cell differentiation	regulation of systemic arterial blood pressure	2
muscle system process	regulation of cellular response to growth factor stimulus	2
muscle system process	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2
muscle system process	regulation of myotube differentiation	2
muscle system process	negative regulation of binding	2
muscle system process	positive regulation of programmed cell death	3
muscle system process	cytokine-mediated signaling pathway	2
muscle system process	heart valve development	2
muscle system process	circulatory system process	8
muscle system process	transmembrane receptor protein serine/threonine kinase signaling pathway	2
muscle system process	heart development	5
muscle system process	heart contraction	6
muscle system process	regulation of muscle system process	8
muscle system process	cardiocyte differentiation	3
muscle system process	regulation of heart contraction	5
muscle system process	regulation of miRNA transcription	2
muscle system process	miRNA transcription	2
muscle system process	phospholipase C-activating G protein-coupled receptor signaling pathway	2
muscle system process	regulation of transforming growth factor beta receptor signaling pathway	2
muscle system process	heart process	6
muscle system process	regulation of muscle cell differentiation	4
muscle system process	regulation of cellular response to transforming growth factor beta stimulus	2
muscle system process	myofibril assembly	2
muscle system process	vascular process in circulatory system	2
muscle system process	regulation of miRNA metabolic process	2
muscle system process	striated muscle cell development	2
muscle system process	cellular response to external stimulus	3
muscle system process	regulation of binding	4
muscle system process	muscle cell development	4
muscle system process	positive regulation of cell death	3
muscle system process	feeding behavior	2
muscle system process	positive regulation of apoptotic process	3
muscle system process	dendrite	2
muscle system process	dendritic tree	2
muscle system process	DNA-binding transcription factor binding	3
muscle system process	DNA-binding transcription activator activity, RNA polymerase II-specific	3
muscle system process	DNA-binding transcription activator activity	3
response to BMP	cellular response to BMP stimulus	7
response to BMP	regulation of cellular response to growth factor stimulus	3
response to BMP	metanephros development	2
response to BMP	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	5
response to BMP	metanephric mesenchyme development	2
response to BMP	positive regulation of programmed cell death	2
response to BMP	regulation of bone mineralization	2
response to BMP	kidney morphogenesis	2
response to BMP	heart valve development	2
response to BMP	kidney mesenchyme development	2
response to BMP	positive regulation of bone mineralization	2
response to BMP	transmembrane receptor protein serine/threonine kinase signaling pathway	7
response to BMP	heart development	4
response to BMP	regulation of epithelial to mesenchymal transition	2
response to BMP	cardiocyte differentiation	2
response to BMP	appendage development	3
response to BMP	branching morphogenesis of an epithelial tube	2
response to BMP	limb development	3
response to BMP	embryonic morphogenesis	4
response to BMP	regulation of miRNA transcription	2
response to BMP	chemotaxis	3
response to BMP	taxis	3
response to BMP	miRNA transcription	2
response to BMP	regulation of transforming growth factor beta receptor signaling pathway	2
response to BMP	cardiac septum morphogenesis	3
response to BMP	cell morphogenesis involved in neuron differentiation	3
response to BMP	regulation of striated muscle cell apoptotic process	2
response to BMP	positive regulation of biomineral tissue development	2
response to BMP	regulation of muscle cell apoptotic process	2
response to BMP	regulation of cellular response to transforming growth factor beta stimulus	2
response to BMP	axonogenesis	3
response to BMP	regulation of pathway-restricted SMAD protein phosphorylation	3
response to BMP	positive regulation of biomineralization	2
response to BMP	nephron development	2
response to BMP	activin receptor signaling pathway	2
response to BMP	embryonic organ morphogenesis	2
response to BMP	camera-type eye development	2
response to BMP	regulation of biomineral tissue development	2
response to BMP	regulation of miRNA metabolic process	2
response to BMP	striated muscle cell apoptotic process	2
response to BMP	atrioventricular valve morphogenesis	2
response to BMP	cardiac septum development	3
response to BMP	regulation of biomineralization	2
response to BMP	positive regulation of ossification	2
response to BMP	pathway-restricted SMAD protein phosphorylation	3
response to BMP	outflow tract septum morphogenesis	2
response to BMP	positive regulation of cell death	2
response to BMP	odontogenesis of dentin-containing tooth	2
response to BMP	positive regulation of apoptotic process	2
response to BMP	morphogenesis of a branching epithelium	2
response to BMP	atrioventricular valve development	2
response to BMP	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	2
response to BMP	neural crest cell differentiation	2
response to BMP	receptor serine/threonine kinase binding	2
response to BMP	glycosaminoglycan binding	2
response to BMP	DNA-binding transcription activator activity, RNA polymerase II-specific	2
response to BMP	I-SMAD binding	2
response to BMP	transmembrane receptor protein serine/threonine kinase binding	2
response to BMP	DNA-binding transcription activator activity	2
response to BMP	R-SMAD binding	2
response to BMP	heparin binding	2
cellular response to BMP stimulus	regulation of cellular response to growth factor stimulus	3
cellular response to BMP stimulus	metanephros development	2
cellular response to BMP stimulus	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	5
cellular response to BMP stimulus	metanephric mesenchyme development	2
cellular response to BMP stimulus	positive regulation of programmed cell death	2
cellular response to BMP stimulus	regulation of bone mineralization	2
cellular response to BMP stimulus	kidney morphogenesis	2
cellular response to BMP stimulus	heart valve development	2
cellular response to BMP stimulus	kidney mesenchyme development	2
cellular response to BMP stimulus	positive regulation of bone mineralization	2
cellular response to BMP stimulus	transmembrane receptor protein serine/threonine kinase signaling pathway	7
cellular response to BMP stimulus	heart development	4
cellular response to BMP stimulus	regulation of epithelial to mesenchymal transition	2
cellular response to BMP stimulus	cardiocyte differentiation	2
cellular response to BMP stimulus	appendage development	3
cellular response to BMP stimulus	branching morphogenesis of an epithelial tube	2
cellular response to BMP stimulus	limb development	3
cellular response to BMP stimulus	embryonic morphogenesis	4
cellular response to BMP stimulus	regulation of miRNA transcription	2
cellular response to BMP stimulus	chemotaxis	3
cellular response to BMP stimulus	taxis	3
cellular response to BMP stimulus	miRNA transcription	2
cellular response to BMP stimulus	regulation of transforming growth factor beta receptor signaling pathway	2
cellular response to BMP stimulus	cardiac septum morphogenesis	3
cellular response to BMP stimulus	cell morphogenesis involved in neuron differentiation	3
cellular response to BMP stimulus	regulation of striated muscle cell apoptotic process	2
cellular response to BMP stimulus	positive regulation of biomineral tissue development	2
cellular response to BMP stimulus	regulation of muscle cell apoptotic process	2
cellular response to BMP stimulus	regulation of cellular response to transforming growth factor beta stimulus	2
cellular response to BMP stimulus	axonogenesis	3
cellular response to BMP stimulus	regulation of pathway-restricted SMAD protein phosphorylation	3
cellular response to BMP stimulus	positive regulation of biomineralization	2
cellular response to BMP stimulus	nephron development	2
cellular response to BMP stimulus	activin receptor signaling pathway	2
cellular response to BMP stimulus	embryonic organ morphogenesis	2
cellular response to BMP stimulus	camera-type eye development	2
cellular response to BMP stimulus	regulation of biomineral tissue development	2
cellular response to BMP stimulus	regulation of miRNA metabolic process	2
cellular response to BMP stimulus	striated muscle cell apoptotic process	2
cellular response to BMP stimulus	atrioventricular valve morphogenesis	2
cellular response to BMP stimulus	cardiac septum development	3
cellular response to BMP stimulus	regulation of biomineralization	2
cellular response to BMP stimulus	positive regulation of ossification	2
cellular response to BMP stimulus	pathway-restricted SMAD protein phosphorylation	3
cellular response to BMP stimulus	outflow tract septum morphogenesis	2
cellular response to BMP stimulus	positive regulation of cell death	2
cellular response to BMP stimulus	odontogenesis of dentin-containing tooth	2
cellular response to BMP stimulus	positive regulation of apoptotic process	2
cellular response to BMP stimulus	morphogenesis of a branching epithelium	2
cellular response to BMP stimulus	atrioventricular valve development	2
cellular response to BMP stimulus	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	2
cellular response to BMP stimulus	neural crest cell differentiation	2
cellular response to BMP stimulus	receptor serine/threonine kinase binding	2
cellular response to BMP stimulus	glycosaminoglycan binding	2
cellular response to BMP stimulus	DNA-binding transcription activator activity, RNA polymerase II-specific	2
cellular response to BMP stimulus	I-SMAD binding	2
cellular response to BMP stimulus	transmembrane receptor protein serine/threonine kinase binding	2
cellular response to BMP stimulus	DNA-binding transcription activator activity	2
cellular response to BMP stimulus	R-SMAD binding	2
cellular response to BMP stimulus	heparin binding	2
regulation of cellular response to growth factor stimulus	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	7
regulation of cellular response to growth factor stimulus	regulation of sprouting angiogenesis	3
regulation of cellular response to growth factor stimulus	regulation of protein kinase B signaling	3
regulation of cellular response to growth factor stimulus	positive regulation of programmed cell death	2
regulation of cellular response to growth factor stimulus	cytokine-mediated signaling pathway	2
regulation of cellular response to growth factor stimulus	kidney morphogenesis	2
regulation of cellular response to growth factor stimulus	heart valve development	2
regulation of cellular response to growth factor stimulus	regulation of Ras protein signal transduction	2
regulation of cellular response to growth factor stimulus	transmembrane receptor protein serine/threonine kinase signaling pathway	7
regulation of cellular response to growth factor stimulus	heart development	3
regulation of cellular response to growth factor stimulus	regulation of epithelial to mesenchymal transition	2
regulation of cellular response to growth factor stimulus	regulation of muscle system process	2
regulation of cellular response to growth factor stimulus	cardiocyte differentiation	2
regulation of cellular response to growth factor stimulus	branching morphogenesis of an epithelial tube	3
regulation of cellular response to growth factor stimulus	embryonic morphogenesis	2
regulation of cellular response to growth factor stimulus	regulation of miRNA transcription	3
regulation of cellular response to growth factor stimulus	chemotaxis	4
regulation of cellular response to growth factor stimulus	taxis	4
regulation of cellular response to growth factor stimulus	miRNA transcription	3
regulation of cellular response to growth factor stimulus	branch elongation of an epithelium	2
regulation of cellular response to growth factor stimulus	regulation of transforming growth factor beta receptor signaling pathway	6
regulation of cellular response to growth factor stimulus	cardiac septum morphogenesis	2
regulation of cellular response to growth factor stimulus	cell morphogenesis involved in neuron differentiation	2
regulation of cellular response to growth factor stimulus	regulation of muscle cell differentiation	2
regulation of cellular response to growth factor stimulus	nephron tubule morphogenesis	2
regulation of cellular response to growth factor stimulus	regulation of cellular response to transforming growth factor beta stimulus	6
regulation of cellular response to growth factor stimulus	axonogenesis	2
regulation of cellular response to growth factor stimulus	regulation of pathway-restricted SMAD protein phosphorylation	2
regulation of cellular response to growth factor stimulus	nephron epithelium morphogenesis	2
regulation of cellular response to growth factor stimulus	nephron development	2
regulation of cellular response to growth factor stimulus	blood vessel morphogenesis	5
regulation of cellular response to growth factor stimulus	renal tubule morphogenesis	2
regulation of cellular response to growth factor stimulus	regulation of miRNA metabolic process	3
regulation of cellular response to growth factor stimulus	protein kinase B signaling	3
regulation of cellular response to growth factor stimulus	atrioventricular valve morphogenesis	2
regulation of cellular response to growth factor stimulus	cardiac septum development	2
regulation of cellular response to growth factor stimulus	pathway-restricted SMAD protein phosphorylation	2
regulation of cellular response to growth factor stimulus	regulation of binding	2
regulation of cellular response to growth factor stimulus	muscle cell development	2
regulation of cellular response to growth factor stimulus	outflow tract septum morphogenesis	2
regulation of cellular response to growth factor stimulus	positive regulation of cell death	2
