"K562_111_S31"	"K562_119_S32"	"K562_S30"	"MOLM13_108_S28"	"MOLM13_115_S29"	"MOLM13_S27"	"TUH162_S40"	"TUH167_S35"	"TUH215_S34"	"TUH219_S33"	"TUH90_S41"	"TUH93_S37"	"TUH96.METAML_S39"	"TUH96.VDM_S38"	"TUH99_S36"
"ENSG00000286370"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286371"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286372"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286373"	14	4	14	14	18	7	0	1	13	3	4	0	3	6	2
"ENSG00000286374"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286375"	0	0	0	4	6	0	0	0	0	1	1	1	1	0	0
"ENSG00000286376"	0	0	0	0	0	0	1	2	0	0	3	0	1	6	3
"ENSG00000286377"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"ENSG00000286378"	1	0	1	0	0	0	0	5	0	0	0	7	0	1	0
"ENSG00000286379"	20	18	18	5	2	0	6	3	0	0	3	38	16	33	4
"ENSG00000286380"	13	6	6	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286381"	50	8	8	0	0	0	0	0	0	3	0	2	0	0	0
"ENSG00000286382"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286383"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286384"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286385"	17	6	15	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286386"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286387"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000286388"	1840	1501	1340	163	288	54	269	104	24	462	115	245	304	199	193
"ENSG00000286389"	17	7	3	5	0	0	2	3	0	5	1	7	0	3	14
"ENSG00000286390"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286391"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000286393"	18	8	1	0	0	0	1	0	0	2	0	0	6	6	0
"ENSG00000286394"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286395"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286396"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286398"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286401"	14	19	34	0	1	0	0	1	0	0	1	0	0	1	0
"ENSG00000286402"	0	0	0	0	0	0	3	6	0	0	0	7	0	0	5
"ENSG00000286403"	2	5	25	5	38	0	3	1	0	0	3	6	3	4	1
"ENSG00000286404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286405"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286406"	41.48	34.56	31.23	3.08	0	0	13.13	0	0	1.04	1.08	0	1.31	2.19	9.83
"ENSG00000286407"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286408"	74	68	66	19	41	0	73	16	29	32	31	182	54	23	81
"ENSG00000286409"	0	0	0	0	0	0	10	1	0	3	1	3	11	5	4
"ENSG00000286410"	0	0	1	0	0	0	21	29	0	3	0	10	1	2	0
"ENSG00000286411"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286412"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000286413"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286414"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286415"	3	2	0	3	0	0	2	3	0	0	0	1	1	3	2
"ENSG00000286416"	43	22	34	25	31	13	54	12	34	49	22	61	57	25	43
"ENSG00000286417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286418"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286419"	1	2	0	1	5	0	3	1	0	2	23	8	4	2	5
"ENSG00000286420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286423"	0	0	0	65	23	0	0	1	0	73	106	227	156	343	0
"ENSG00000286424"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286425"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286426"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286427"	36	21	22	0	0	0	0	0	0	0	0	0	0	0	3
"ENSG00000286428"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286429"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"ENSG00000286430"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000286431"	2	3	3	3	4	0	8	20	2	10	5	10	23	21	23
"ENSG00000286432"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286433"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000286434"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286435"	3	6	2	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000286436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286437"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286438"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"ENSG00000286439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286442"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000286443"	4	0	0	0	0	0	0	2	3	1	4	0	3	1	4
"ENSG00000286444"	2	0	0	1	1	0	6	1	10	1	0	7	4	0	2
"ENSG00000286445"	21	17	14	1	2	0	5	2	0	2	1	28	13	4	3
"ENSG00000286446"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286447"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286448"	63	35	13	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286449"	232	0	0	0	0	0	0	7	0	0	0	2	0	0	0
"ENSG00000286450"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000286451"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286453"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286455"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286457"	3	0	0	2	0	0	4	5	0	1	2	3	8	10	10
"ENSG00000286458"	7	0	1	0	0	2	1	5	0	1	0	4	5	1	1
"ENSG00000286459"	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
"ENSG00000286460"	11	7	9	0	2	0	1	0	0	0	0	0	0	0	0
"ENSG00000286461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286462"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286463"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286464"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286466"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286467"	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286470"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286471"	0	0	0	66	44	0	0	1	0	0	0	0	2	1	0
"ENSG00000286472"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286473"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286474"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286475"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286476"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286477"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286478"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286479"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000286480"	0	0	2	0	4	0	0	0	0	0	0	0	1	0	0
"ENSG00000286481"	79	11	17	0	1	0	30	1	0	4	4	0	0	0	10
"ENSG00000286482"	30	28	32	41	51	0	60	51	21	87	85	144	78	81	97
"ENSG00000286483"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286484"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286485"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286486"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286487"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286488"	27	4	2	0	3	0	2	21	8	8	4	8	15	8	51
"ENSG00000286489"	0	0	0	3	2	0	2	5	0	2	0	5	6	5	2
"ENSG00000286490"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286492"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286493"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286494"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
"ENSG00000286495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286496"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000286497"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286498"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286499"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286501"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000286502"	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0
"ENSG00000286503"	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0
"ENSG00000286504"	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"ENSG00000286505"	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000286506"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286507"	0	0	0	0	0	0	0	0	0	1	0	2	4	0	5
"ENSG00000286508"	0	0	0	0	0	0	5	18	0	30	5	0	7	3	29
"ENSG00000286509"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286510"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"ENSG00000286511"	1	0	0	0	0	0	4	2	0	0	0	2	0	1	7
"ENSG00000286512"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286513"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286514"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286516"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286517"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286518"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286519"	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
"ENSG00000286520"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286521"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286522"	17704	24004	26249	38904	44017	1059	1531	1660	16469	3300	6649	3460	183	992	5062
"ENSG00000286523"	3	0	5	0	0	0	14	59	0	1	2	5	30	36	4
"ENSG00000286524"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286525"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286526"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286527"	6	2	17	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000286528"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286529"	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
"ENSG00000286530"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286532"	77	68	101	38	50	0	129	57	24	109	40	112	33	33	102
"ENSG00000286533"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286534"	3	0	0	0	0	0	0	0	0	0	5	2	0	0	0
"ENSG00000286535"	40	27	32	10	15	3	26	4	10	64	33	29	24	11	43
"ENSG00000286536"	3	0	0	0	8	0	0	0	0	0	0	0	1	0	1
"ENSG00000286537"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286538"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286539"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000286540"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000286541"	0	0	0	0	4	0	6	33	9	1	0	18	3	7	8
"ENSG00000286542"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000286543"	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286544"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286545"	0	0	0	0	0	0	0	8	0	0	0	0	2	3	0
"ENSG00000286546"	0	0	0	1	3	0	0	0	0	27	0	0	0	0	0
"ENSG00000286547"	0	0	0	0	0	0	1	3	0	0	0	1	0	1	0
"ENSG00000286548"	16	4	3	10	11	0	62	196	10	44	82	57	76	85	161
"ENSG00000286549"	12	4	1	1	1	0	3	3	0	1	3	10	3	1	2
"ENSG00000286550"	0	0	0	0	0	0	30	1	0	0	0	18	1	0	0
"ENSG00000286551"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286553"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286556"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"ENSG00000286557"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286558"	3	0	0	1	0	0	2	9	14	0	2	5	7	13	0
"ENSG00000286559"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286561"	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0
"ENSG00000286562"	0	0	0	2	3	0	6	0	0	1	0	1	1	0	0
"ENSG00000286563"	1	0	2	12	1	0	6	3	0	0	11	3	4	6	4
"ENSG00000286564"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286565"	5	0	2	2	0	0	5	19	0	3	2	4	0	2	7
"ENSG00000286566"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286568"	0	0	0	0	0	0	0	0	0	0	0	6	1	2	0
"ENSG00000286569"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"ENSG00000286570"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286572"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286573"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286575"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286576"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286577"	0	1	1	0	2	0	5	1	6	8	2	7	2	0	5
"ENSG00000286578"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286579"	13	17	13	2	9	0	3	38	0	5	15	22	4	34	14
"ENSG00000286580"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000286581"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286582"	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
"ENSG00000286583"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"ENSG00000286584"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286585"	8	4	4	0	0	0	2	6	0	1	2	0	0	0	2
"ENSG00000286586"	1	0	0	1	3	0	0	0	0	0	3	0	6	4	3
"ENSG00000286587"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286588"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286590"	40	1	1	4	2	0	0	7	0	2	1	3	3	0	2
"ENSG00000286591"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
"ENSG00000286592"	5	0	0	2	1	0	0	0	0	0	0	2	0	0	0
"ENSG00000286593"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286594"	11	0	0	0	7	0	8	14	0	0	2	4	0	0	6
"ENSG00000286595"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286596"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286597"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286598"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286599"	0	0	0	1	0	0	13	38	0	8	15	2	43	26	137
"ENSG00000286600"	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286601"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286602"	6	0	1	0	2	0	0	2	4	0	0	1	0	0	0
"ENSG00000286603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286607"	32	59	113	0	3	0	0	0	0	2	0	0	0	0	3
"ENSG00000286608"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286610"	14	12	13	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286612"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286613"	3	1	0	3	2	0	3	14	0	0	3	6	9	7	4
"ENSG00000286614"	115.14	106.53	72.73	0	0	0	0	244.26	0	0	93.35	0	0	0	0
"ENSG00000286615"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4
"ENSG00000286616"	0	0	0	0	0	0	0	4	0	2	0	3	1	3	1
"ENSG00000286617"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286618"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286619"	59	37	52	0	0	0	1	30	4	53	3	6	0	6	0
"ENSG00000286620"	6	0	1	0	0	0	0	0	0	0	0	0	4	1	0
"ENSG00000286621"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286622"	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0
"ENSG00000286623"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286624"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286626"	5	0	5	1	1	0	2	4	0	12	1	6	4	5	1
"ENSG00000286627"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286628"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000286629"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000286630"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286631"	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286632"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"ENSG00000286633"	0	0	0	0	0	0	0	0	61	18	1	9	3	0	1
"ENSG00000286634"	18	20	19	14	12	0	60	77	13	26	38	109	46	68	74
"ENSG00000286635"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286636"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286637"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286638"	1	1	0	0	0	0	4	0	1	5	0	3	0	0	4
"ENSG00000286639"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286640"	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
"ENSG00000286641"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286642"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286643"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286644"	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000286645"	0	0	0	0	6	0	1	0	0	0	4	53	20	22	3
"ENSG00000286646"	6	0	2	513	869	89	145	142	227	283	390	373	337	197	150
"ENSG00000286647"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"ENSG00000286648"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286649"	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286650"	6	7	5	2	4	0	22	12	0	8	13	41	9	11	2
"ENSG00000286651"	7	0	0	0	0	0	0	0	0	2	0	1.43	1	2	0
"ENSG00000286652"	9	0	1	0	0	0	2	13	0	1	0	1	1	6	11
"ENSG00000286653"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286656"	35	42	26	34	58	13	119	57	43	45	79	119	123	119	71
"ENSG00000286657"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286659"	2	0	3	3	3	0	0	0	0	2	0	1	1	0	0
"ENSG00000286660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286661"	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
"ENSG00000286662"	39	2	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286663"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
"ENSG00000286664"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286665"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286666"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286667"	7	1	1	0	0	0	0	0	0	0	0	1.01	0	0	0
"ENSG00000286668"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000286669"	23	21	21	1	8	0	15	2	0	6	4	13	3	1	6
"ENSG00000286670"	2	0	0	1	2	0	0	0	0	0	0	1	0	5	1
"ENSG00000286671"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286672"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286675"	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0
"ENSG00000286676"	13	20	13	19	9	0	19	50	26	15	19	87	28	101	45
"ENSG00000286677"	6	3	2	3	0	10	3	26	0	2	16	8	17	21	3
"ENSG00000286678"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286679"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286680"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286681"	44	14	16	47	57	0	28	45	5	14	31	57	36	61	46
"ENSG00000286682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286683"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286684"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286685"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286686"	0	0	0	1	0	0	0	1	0	3	1	0	1	0	0
"ENSG00000286687"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286688"	3	0	0	0	0	0	0	10	4	3	9	4	1	10	2
"ENSG00000286689"	9	0	0	0	2	0	8	11	5	1	0	3	2	7	6
"ENSG00000286690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286691"	0	0	0	0	1	0	15	17	1	24	5	10	17	11	12
"ENSG00000286692"	1	0	0	0	0	0	0	0	0	0	1	4	0	0	1
"ENSG00000286693"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286694"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286695"	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286696"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286697"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286698"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
"ENSG00000286699"	55	43	65	6	12	5	96	36.39	23	36	145	151	93	161	73
"ENSG00000286700"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286701"	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286703"	12	11	5	1	4	11	9	1	1	10	0	15	1	0	3
"ENSG00000286704"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286705"	2	0	0	0	0	0	0	0	0	1	0	1	0	0	4
"ENSG00000286707"	2	1	4	9	3	3	10	51	0	27	8	29	16	21	28
"ENSG00000286708"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286709"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286710"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000286711"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
