Gene1	Gene2	Annotation	Direction	Score	weight	Scaled_weight
SNRPD2	WDR77	catalyzed by	<-	1	3511.42682482962	0.847187471490656
RPL21	RPS16	catalyze; catalyzed by; complex; input	<->	1	3511.39557540814	0.847186547965682
HNRNPA0	SRSF2	complex; input	-	1	3511.35883878727	0.847185462265095
PSMB4	PSMC2	complex; predicted	-	1	3511.30583565605	0.847183895810023
PSMD3	PSMD6	complex; predicted	-	1	3511.24117693227	0.847181984853435
EEFSEC	RPS13	complex; input	-	1	3511.15392924858	0.847179406235536
NUP54	NUP98	catalyze; catalyzed by; complex; input	<->	1	3511.15174380115	0.847179341643499
RPL21	RPL6	catalyze; catalyzed by; complex; input	<->	1	3511.12550756464	0.847178566214723
PRPF3	SNRNP70	complex; input	-	1	3510.99130789858	0.847174599767013
RPS10	RPS19	catalyze; catalyzed by; complex; input	<->	1	3510.9294352963	0.847172770989777
APEX1	TMX1	predicted	-	0.92	3510.79049251712	0.847168664120999
RPL9	SEC11A	catalyzed by	<-	1	3510.3307136756	0.847155072825342
PSMC5	PSMD6	complex; predicted	-	1	3509.87625083843	0.84714163692394
RPS4Y1	SEC61B	complex; input	-	1	3509.73949235568	0.847137593406853
EXOSC4	EXOSC7	complex; predicted	-	1	3509.44657580761	0.847128932258038
CDC5L	DDX17	predicted	-	0.64	3509.35499670146	0.847126224238561
CPSF1	SF3A1	complex; input	-	1	3509.29440193818	0.847124432395816
RPL9	RPSA	catalyze; catalyzed by; complex; input	<->	1	3509.25024512086	0.847123126618727
HSP90AA1	HSPH1	predicted	-	0.65	3509.10521188076	0.847118837673131
RPS26	RPS7	catalyze; catalyzed by; complex; input	<->	1	3508.95073737549	0.847114269334015
MAGOH	RPL34	complex; input	-	1	3508.79608441938	0.847109695516032
TBCA	TUBB4B	complex; input	-	1	3508.48709265897	0.847100556567228
PSMC5	RAD23B	predicted	-	1	3508.38370004136	0.847097498377685
PRPF19	SF3B5	complex; input	-	1	3508.12055618879	0.847089714593538
PABPC1	RPS11	complex; input	-	1	3507.78793400492	0.847079874807767
PSMC1	UBXN1	complex	-	1	3507.51127656873	0.847071689886668
DYNLL2	PRKAA1	catalyzed by	<-	1	3507.1598689384	0.847061292547288
DYNLL1	UBB	complex; input	-	1	3507.09469001362	0.847059363939053
PRKDC	SNRPA	predicted	-	0.58	3506.88749309632	0.847053232859103
RPL12	RPL37	catalyze; catalyzed by; complex; input	<->	1	3505.72874775027	0.847018938216469
ALYREF	NUP62	activated by; catalyzed by; complex; input	<-	1	3505.72309877842	0.84701877099971
RPL23A	SRP72	complex; input	-	1	3505.10008392302	0.847000327312966
PCBP1	PLRG1	complex; input	-	1	3504.92051512307	0.846995010762579
PPP2R2A	RPL21	complex; input	-	1	3504.91984940807	0.846994991052037
BAG6	SGTA	complex; input	-	1	3504.63683087946	0.846986611078153
HSP90AA1	NUMA1	complex; input	-	1	3504.5759802427	0.846984809246429
SF3B2	SRSF4	complex; input	-	1	3504.38768736588	0.846979233558861
PSMA5	PSMC3	complex; predicted	-	1	3504.34853486575	0.84697807414595
ISY1	SNRPA1	complex; input	-	1	3504.25385485409	0.84697527035759
CUL1	UBB	catalyze; catalyzed by; complex; input	<->	1	3503.81592628449	0.846962300858302
PSMA5	PSMD4	complex	-	1	3503.7255401988	0.84695962382206
RPL18A	SPCS2	catalyzed by	<-	1	3503.54920340567	0.846954400916889
NUP205	NUP50	catalyze; catalyzed by; complex; input	<->	1	3503.24422643363	0.846945367208185
HSPA8	HSPD1	predicted	-	0.98	3502.97477816978	0.846937385239323
HNRNPA3	XAB2	complex; input	-	1	3502.44489426766	0.846921686494976
RPL32	SRP19	complex; input	-	1	3502.32193450164	0.84691804325572
NCBP2	POLR2C	complex; input	-	1	3501.88412660424	0.846905070177831
PCNP	SEC62	predicted	-	0.59	3501.42546723763	0.846891477491658
RPL24	RPS6KB2	predicted	-	0.64	3501.19800322227	0.846884735778438
EEF1A1	RPS23	catalyzed by; complex; input	<-	1	3500.99186233851	0.846878625674484
AP2S1	UQCRFS1	predicted	-	0.59	3500.98073018318	0.846878295702401
ALYREF	NUP214	activated by; catalyzed by; complex; input	<-	1	3500.72662083515	0.846870763273597
EIF3D	RPS23	complex; input	-	1	3500.43992614701	0.846862264278362
RPL22	RPL9	catalyze; catalyzed by; complex; input	<->	1	3499.84445024411	0.846844609313494
RAE1	THOC1	activate; input	->	1	3499.81499130984	0.846843735822425
MED10	NCOR1	input	-	1	3499.6875107491	0.846839955793352
CPSF2	PABPN1	complex; input	-	1	3499.50694078265	0.846834601331779
ATF1	POLG2	expression regulates	->	1	3499.39278112353	0.846831215999982
HSP90AA1	TUFM	predicted	-	0.66	3499.30274278284	0.84682854589258
RPL29	UPF3B	complex; input	-	1	3499.29314816629	0.846828261358001
PCNT	TUBG1	complex; input	-	1	3498.89360456607	0.846816411940563
EIF3C	RPS11	complex; input	-	1	3498.70559279825	0.846810835535442
MAGOH	NUP50	activated by; catalyzed by; complex; input	<-	1	3498.69906594144	0.846810641944317
HSP90AA1	MTOR	complex; input	-	1	3498.67306096805	0.846809870615084
COPS7B	CUL4A	catalyze; complex	->	1	3498.55892057322	0.846806485047825
CWC15	PRPF8	complex; input	-	1	3498.3651764602	0.846800738067629
SDHB	SLC25A3	predicted	-	0.78	3498.36326555492	0.846800681383367
RPS16	XPO1	predicted	-	0.73	3498.31686146302	0.846799304863111
RPL6	XPO1	predicted	-	0.73	3498.04779952729	0.846791323112152
CUL4B	DCAF7	complex	-	1	3498.00831922046	0.846790151872996
CDC5L	POLR2G	complex; input	-	1	3497.98863147876	0.846789567803347
LSM3	XRN2	predicted	-	0.64	3497.93239583149	0.846787899461098
CSTF3	EIF4A3	complex; input	-	1	3497.8881221359	0.846786585975051
NUDT21	RBM22	complex; input	-	1	3497.82089868039	0.846784591597193
CCT5	CCT6A	complex	-	1	3497.69322430868	0.846780803662876
ATP5B	RUVBL2	predicted	-	0.6	3497.45263437235	0.84677366529327
UBE2N	XRCC5	input	-	1	3497.28799959906	0.846768780251263
PHF5A	POLR2C	complex; input	-	1	3497.19731544724	0.846766089373433
HNRNPH1	PRPF6	complex; input	-	1	3497.19525013908	0.846766028088572
CD2BP2	PPIH	complex; input	-	1	3497.1444434768	0.846764520467176
PPIL1	SF3B5	complex; input	-	1	3497.01033517049	0.846760540872997
SNAP29	STX4	predicted	-	1	3496.56916632095	0.84674744834015
PPIH	WBP11	complex; input	-	1	3496.53269433201	0.846746365889909
PRPF19	SRSF1	complex; input	-	1	3496.43685876971	0.846743521537484
DHX38	PPIH	complex; input	-	1	3496.33170074142	0.846740400409138
NUP85	PAFAH1B1	complex; input	-	1	3496.28504453638	0.846739015606018
RPLP0	SEC11A	catalyzed by	<-	1	3496.2757238307	0.846738738955879
CPSF1	THOC3	complex; input	-	1	3495.98344817373	0.84673006347661
RPL13	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	3495.85129576914	0.846726140621544
RPL11	RUVBL2	activated by; inhibit	<-|	1	3495.80469861144	0.846724757380959
HNRNPA1	RBM8A	complex; input	-	1	3495.63941526747	0.846719850782158
POLR2B	YY1	complex; input	-	1	3495.45414281219	0.846714350511118
IDH3B	KPNA3	predicted	-	0.66	3495.42301018025	0.846713426233334
CWC15	SF3A1	complex; input	-	1	3495.41569116833	0.846713208942443
ACTR1A	TMED10	complex; input	-	1	3495.29423674267	0.846709603069575
RPLP0	RPSA	catalyze; catalyzed by; complex; input	<->	1	3495.19958135683	0.846706792749264
GRSF1	RPL17	activate	->	1	3495.13566043515	0.84670489489276
CWC22	HNRNPK	complex; input	-	1	3494.6819649883	0.846691423362687
NFKB1	PSMC2	catalyzed by	<-	1	3494.56144258495	0.846687844409928
CDC40	NUP133	activated by; input	<-	1	3494.51764143891	0.84668654368978
ARFGAP2	SEC22B	complex; input	-	1	3493.86808609004	0.846667252560807
PRKRA	SYNCRIP	predicted	-	0.98	3493.53263512573	0.846657288606147
EIF4A2	RPS4Y1	complex; input	-	1	3493.39576789892	0.846653222941786
RPL23A	RPL27	catalyze; catalyzed by; complex; input	<->	1	3493.34400234356	0.846651685195602
EIF3I	RPS17	complex; input	-	1	3493.28247250188	0.846649857362154
UQCRC2	UQCRFS1	complex	-	1	3493.25935553543	0.84664917063072
RPL12	RPS6	catalyze; catalyzed by; complex; input	<->	1	3492.80912385141	0.846635794775342
CSTF1	SART1	input	-	1	3492.68129443817	0.846631996799113
NUP107	NUP93	catalyze; catalyzed by; complex; input	<->	1	3492.52407814956	0.846627325510418
DCTN3	USO1	complex; input	-	1	3492.23247573545	0.846618660717467
IGBP1	RPL23	predicted	-	0.65	3492.12884174279	0.846615581120523
CAPZA2	PAFAH1B1	complex	-	1	3492.03235585879	0.846612713855257
DHX15	SRSF4	complex; input	-	1	3491.83975844647	0.846606990212521
RPL7	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1	3491.74953077988	0.846604308702749
RPL28	SRP72	complex; input	-	1	3491.57686764077	0.84659917706916
XAB2	YBX1	complex; input	-	1	3491.30272901176	0.846591029012675
ETF1	PABPC1	complex; input	-	1	3491.2083117646	0.846588222557882
RBBP6	UBB	catalyze; catalyzed by; complex; input	<->	1	3490.95616057676	0.846580727253196
GPKOW	SRSF3	complex; input	-	1	3490.62067138535	0.846570753850395
COPB1	GBF1	complex; input	-	1	3490.42581602879	0.846564960761843
NUP43	NUP98	catalyze; catalyzed by; complex; input	<->	1	3490.09693171494	0.84655518223208
CPSF1	DHX9	complex; input	-	1	3489.93609798304	0.846550399918943
NDUFS3	NDUFV1	complex; input	-	1	3489.57058110303	0.84653953063187
NCBP1	RPS19	complex; input	-	1	3489.547931002	0.846538857053832
LSM3	PTBP1	complex; input	-	1	3489.46739181813	0.846536461910982
DNAJC8	PRPF8	complex; input	-	1	3489.03374906791	0.846523564923305
SRSF2	THOC7	complex; input	-	1	3488.67424755898	0.846512871758142
TBK1	TRIM25	complex; input	-	1	3488.47796139883	0.846507032874375
BCAS2	SART1	complex; input	-	1	3488.23576032401	0.846499827716329
CPSF1	HNRNPF	complex; input	-	1	3487.50271309688	0.846478017492893
DDX23	SART1	complex	-	1	3487.21537060815	0.846469466992349
CPSF2	SRSF6	complex; input	-	1	3486.75846792234	0.846455869408494
DDX46	TRA2B	complex; input	-	1	3486.68932009209	0.846453811389628
CPSF2	SYMPK	complex; predicted	-	1	3486.43791155932	0.846446328475313
RPL11	SPCS3	catalyzed by	<-	1	3486.41558318439	0.846445663868294
HSP90AA1	ROCK1	activate; catalyzed by; complex; input	<->	1	3486.33656231365	0.846443311767487
MAGOH	RPL14	complex; input	-	1	3486.30136178812	0.846442263986818
DNAJC8	SF3A1	complex; input	-	1	3486.09213113879	0.84643603579812
ALYREF	NUP88	activated by; catalyzed by; complex; input	<-	1	3486.06244295801	0.846435152036927
NFKB1	PPP2CA	PPrel: activation	->	1	3486.06140723196	0.846435121205179
LSM6	U2SURP	complex; input	-	1	3485.87961988095	0.846429709572578
ARPC4	HSPA8	complex; input	-	1	3485.84137341418	0.846428570976534
RPL22	RPLP0	catalyze; catalyzed by; complex; input	<->	1	3485.83144627976	0.846428275444031
PRPF19	SNRPA	complex; input	-	1	3485.60855326643	0.846421639658979
PPIL1	SRSF1	complex; input	-	1	3485.36364003185	0.846414347816943
PSMA1	UCHL5	complex; input	-	1	3485.02645173526	0.846404307815921
PSMD5	UBB	catalyze	->	1	3484.54312521122	0.846389914759767
RBM8A	THOC5	complex; input	-	1	3484.5009251077	0.846388657981522
HNRNPD	PRPF19	complex; input	-	1	3484.28184624307	0.846382133261169
RPL21	SRP68	complex; input	-	1	3484.09158064397	0.84637646633956
MAGOH	RPS4X	complex; input	-	1	3483.92102458688	0.846371386189183
CKAP5	SMC1A	complex; input	-	1	3483.75110948191	0.84636632488278
NCBP2	RPL10A	complex; input	-	1	3483.31750853133	0.84635340797716
DHX9	XPO1	predicted	-	0.64	3483.30607659284	0.846353067399717
PPIE	SART1	complex; input	-	1	3483.06584496412	0.846345910220749
NAP1L1	RPL17	predicted	-	0.59	3483.05634053345	0.846345627046755
DYNC1H1	DYNLL2	complex; input	-	1	3483.04452133342	0.846345274905691
RPS12	SSR4	complex; input	-	1	3482.74360286831	0.846336308943034
DDX5	POLR2H	complex; input	-	1	3482.19366976148	0.846319921507164
HNRNPA2B1	POLR2J	complex; input	-	1	3481.91895140805	0.846311734215966
COPB2	SPTBN1	complex; input	-	1	3481.41691593453	0.846296770639383
CCT3	GNB1	complex; input	-	1	3481.32966193669	0.846294169742739
RPL17	UPF2	complex; input	-	1	3480.96966028032	0.846283438002381
RPS20	SEC11A	catalyzed by	<-	1	3480.87203121001	0.846280527463815
BANF1	NUP37	complex; input	-	1	3480.85446223872	0.846280003685247
CRNKL1	SART1	complex; input	-	1	3480.77162559565	0.846277534065178
POLR2A	WDR5	catalyzed by; complex; input; reaction	<-	1	3480.71394383455	0.846275814356304
PSMC6	RELA	catalyze	->	1	3480.61845930363	0.846272967542945
RPL27A	RPS2	catalyze; catalyzed by; complex; input	<->	1	3480.54883140274	0.846270891580085
CSTF2	PRPF6	complex; input	-	1	3480.4824670575	0.846268912881808
EIF3J	RPS20	complex; input	-	1	3480.46075416779	0.846268265488981
EEFSEC	RPL26	complex; input	-	1	3480.44005852065	0.846267648422561
CAMK2G	SLC25A6	PPrel: activation, indirect effect	->	1	3480.42597877335	0.846267228615313
G3BP1	SND1	predicted	-	0.64	3480.03968187201	0.846255709973389
RPL27	RPL28	catalyze; catalyzed by; complex; input	<->	1	3479.86614283574	0.846250534951796
COPS5	RBBP7	catalyze	->	1	3479.82711997892	0.846249371234982
RPS20	RPSA	catalyze; catalyzed by; complex; input	<->	1	3479.80062994342	0.846248581257199
GPKOW	U2AF2	complex; input	-	1	3479.62432510753	0.846243323394794
COPS6	CUL4B	catalyze; complex	->	1	3479.21624126929	0.846231152266023
EIF3E	RPS19	complex; input	-	1	3478.81736455209	0.846219254360571
RPL3	SRP19	complex; input	-	1	3478.60767443981	0.846212999066022
PSMA3	PSMD12	complex	-	1	3478.5303509336	0.846210692322726
HSP90AA1	MAPK1	catalyzed by; predicted	<-	1	3478.49106477967	0.846209520304078
NUP54	NUP93	catalyze; catalyzed by; complex; input	<->	1	3478.32628998221	0.84620460445509
CD2BP2	PRPF3	complex; input	-	1	3478.22363111125	0.846201541638961
DDX5	RNPS1	complex; input	-	1	3477.680174008	0.846185326149919
PRPF3	WBP11	complex; input	-	1	3477.61519174991	0.846183387061694
EEF1A1	RPS27	catalyzed by; complex; input	<-	1	3477.51751002464	0.846180472144319
DYNLL1	HSP90AA1	activate; complex	->	1	3477.50050221845	0.846179964606525
POLR2C	WDR33	complex; input	-	1	3477.42489946369	0.846177708479789
DHX38	PRPF3	complex; input	-	1	3477.41528560712	0.846177421580923
RPL27A	RPS25	catalyze; catalyzed by; complex; input	<->	1	3477.40472861824	0.846177106535977
ARF3	COPA	predicted	-	0.56	3477.38699037319	0.846176577183597
NEK9	NUP107	catalyze	->	1	3476.99436500703	0.846164859596222
EIF3D	RPS27	complex; input	-	1	3476.96927459713	0.846164110748197
CSTF2	THOC1	complex; input	-	1	3476.67448491581	0.846155312054722
RPS7	SSR4	complex; input	-	1	3476.66881702403	0.846155142875811
HSD17B10	RDX	predicted	-	0.78	3476.54774584837	0.846151528998939
GPKOW	NCBP1	complex; input	-	1	3476.50240857871	0.846150175685645
CPSF2	PRPF4	input	-	1	3476.26074419973	0.846142961728574
CWC15	DHX9	complex; input	-	1	3476.13394627916	0.846139176465569
POLDIP3	SRSF3	complex; input	-	1	3476.06842000688	0.846137220273901
RPL18A	SRP14	complex; input	-	1	3475.98080793263	0.846134604685083
RPL10A	SRP54	complex; input	-	1	3475.26971891019	0.846113373248408
EIF4G1	RPS11	complex; input	-	1	3475.17801862685	0.846110634978565
RPS23	RPS27	catalyze; catalyzed by; complex; input; reaction	<->	1	3474.76504600819	0.846098302273109
PPIL1	SNRPA	complex; input	-	1	3474.56962778203	0.846092465938438
ARPC2	CLTC	complex; input	-	1	3474.42800589927	0.846088236073036
CSTF1	HNRNPK	complex; input	-	1	3474.1369171613	0.846079541492556
RPL24	RPS16	catalyze; catalyzed by; complex; input	<->	1	3473.94402791565	0.846073779648586
RFC5	USP7	complex; input	-	1	3473.8046984678	0.846069617504019
CWC15	HNRNPF	complex; input	-	1	3473.71018504982	0.84606679403952
RPL24	RPL6	catalyze; catalyzed by; complex; input	<->	1	3473.67684053903	0.846065797897627
EIF3F	PSMC1	predicted	-	0.66	3473.47336552831	0.846059719029259
DCTN3	RAB3GAP2	activated by	<-	1	3473.41402674568	0.846057946200774
HNRNPD	PPIL1	complex; input	-	1	3473.24712244103	0.846052959540629
EIF3H	EIF4A2	complex; input	-	1	3473.21346367332	0.846051953876443
SMC1A	UBE2I	complex; input	-	1	3472.97623588758	0.846044865655215
RPS16	UPF1	complex; input	-	1	3472.93043783347	0.846043497181594
RPL6	UPF1	complex; input	-	1	3472.66332841391	0.846035515430635
INTS4	RPRD2	catalyzed by; complex; input	<-	1	3472.6097365098	0.846033913925962
BUB3	PSMD8	catalyzed by	<-	1	3472.42930509977	0.846028521852509
ALYREF	U2SURP	complex; input	-	1	3472.22477355808	0.846022409223725
RNPS1	RPL31	complex; input	-	1	3472.22117916666	0.846022301798539
CWC22	HNRNPA3	complex; input	-	1	3471.91506780889	0.846013152673591
RANBP2	STAG1	complex; input	-	1	3471.81257916504	0.846010089289756
EEF1A1	RPL4	catalyzed by; complex; input	<-	1	3471.67046488978	0.846005841346827
NDUFA12	NDUFV1	complex; input	-	1	3471.65569524495	0.846005399856865
RAB11B	RAB5A	predicted	-	0.64	3471.57446025985	0.846002971570554
SUMO3	TPR	catalyzed by	<-	1	3471.46970863468	0.845999840238026
IGBP1	RPS3A	predicted	-	0.59	3471.36538622964	0.845996721642233
SRP68	XPO1	predicted	-	0.99	3471.11456447952	0.845989223236988
HSPA8	VAMP2	complex; input	-	1	3471.09864162271	0.845988747199242
CWC27	SNRPD2	complex; input	-	1	3470.58490742368	0.845973387170983
RPL22	RPS20	catalyze; catalyzed by; complex; input	<->	1	3470.47376846275	0.845970063951966
CTNNBL1	POLR2C	complex; input	-	1	3470.27304237062	0.845964061675773
PABPC1	RPS10	complex; input	-	1	3470.03149031976	0.845956838127987
DHX9	XRCC5	predicted	-	0.64	3470.02416152539	0.845956618954544
HNRNPUL1	U2SURP	complex; input	-	1	3469.78873861861	0.845949578198382
BCAS2	HNRNPK	complex; input	-	1	3469.71498659262	0.845947372409772
NUP153	POLDIP3	activate; catalyze; complex; input	->	1	3469.45532185059	0.845939605937686
NUP62	SRSF1	activate; input	->	1	3469.06661898949	0.845927978898936
RPL4	RPS23	catalyze; catalyzed by; complex; input	<->	1	3468.92262882454	0.845923671475617
PRPF8	SRRT	complex; input	-	1	3468.72535036354	0.845917769658336
LSM6	SF3A3	complex; input	-	1	3468.71188656482	0.84591736686072
DDX23	HNRNPK	complex; input	-	1	3468.70001463186	0.845917011685791
CAND1	WDR5	complex; input	-	1	3468.49765980969	0.845910957610238
PSMD2	PTEN	catalyze	->	1	3467.85908646681	0.845891850381052
LSM6	SNW1	complex; input	-	1	3467.66084218574	0.845885917850386
DARS	MARS	complex; predicted	-	1	3467.60576664496	0.845884269635026
PPP2R2A	RPL24	complex; input	-	1	3467.53737016911	0.84588222273494
HNRNPA0	HNRNPU	complex; input	-	1	3467.28862495552	0.845874778201031
KPNA1	NFKB1	PPrel: activation	->	1	3467.28655694927	0.845874716306777
POLR2E	USP39	complex; input	-	1	3467.21113098699	0.845872458825277
DHX9	DNAJC8	complex; input	-	1	3466.86181775929	0.845862003321246
EIF3L	RPS4Y1	complex; input	-	1	3466.63043694781	0.845855077143171
PPP2R2A	UPF1	complex; input	-	1	3466.52564935272	0.845851940267949
RPL12	SRPRB	complex; input	-	1	3466.41869514777	0.845848738436265
POLR2G	PRPF19	complex; input	-	1	3465.99913278202	0.845836177264808
SF3A1	SRRT	complex; input	-	1	3465.80085452438	0.84583024053315
EEFSEC	RPL35	complex; input	-	1	3465.72722699006	0.845828035934091
CCT3	PSMA5	predicted	-	0.58	3465.66017389579	0.845826028150044
MTA1	SUMO2	input	-	1	3465.15788668308	0.8458109868293
NELFE	WDR61	complex; input	-	1	3465.15224517317	0.845810817878196
POLDIP3	U2AF2	complex; input	-	1	3465.11791703613	0.845809789818299
CHMP6	HSPA8	activate	->	1	3464.78251481031	0.845799744648229
HNRNPK	PPIE	complex; input	-	1	3464.57252087753	0.845793454914191
POLR2C	SRSF7	complex; input	-	1	3464.4480407343	0.845789726307477
DNAJC8	HNRNPF	complex; input	-	1	3464.44452159315	0.845789620895197
AP2M1	VAMP7	complex; input	-	1	3464.38642926058	0.845787880783215
EEF2	RPL13A	input	-	1	3464.24402621142	0.84578361508391
NUP214	SRSF1	activate; input	->	1	3464.12238513041	0.845779971172823
BET1	SEC24C	input	-	1	3463.91833217705	0.845773858223413
DARS	PSMC3	predicted	-	0.66	3463.81019451505	0.845770618525898
RPL10A	RPS14	catalyze; catalyzed by; complex; input	<->	1	3463.11268374467	0.845749719361844
NDUFB1	PRKACB	PPrel: inhibited by	|-	1	3463.10525325198	0.845749496703074
GTF2H4	USP7	complex; input	-	1	3463.08950857965	0.845749024903792
PDS5A	PDS5B	predicted	-	0.64	3463.07742137912	0.845748662701561
NEK9	NUP54	catalyze	->	1	3462.85970813743	0.845742138540895
DNMT1	SUMO1	catalyzed by; complex; input	<-	1	3462.71199399477	0.84573771179293
CRNKL1	HNRNPK	complex; input	-	1	3462.29048265757	0.845725078758621
NCBP2	RPS17	complex; input	-	1	3462.05727682317	0.845718088731054
NCBP1	POLDIP3	complex; input	-	1	3462.00901564656	0.84571664210915
BAG6	GABPA	expression regulated by	<-	1	3461.81692940945	0.845710884151646
GTF2F2	RPRD1B	complex; input	-	1	3461.40697282136	0.845698594266018
BUB3	RPA2	predicted	-	0.58	3461.33156745998	0.845696333567528
SNX3	USP10	complex	-	1	3461.07684443601	0.845688696452504
EIF3C	RPS10	complex; input	-	1	3461.04690784615	0.845687798855662
HNRNPR	SART1	complex; input	-	1	3461.01053201189	0.84568670817877
CWC22	YBX1	complex; input	-	1	3460.87002567182	0.84568249519129
RAB4A	RUFY1	PPrel: binding/association; complex; input	-	1	3460.77100093811	0.845679525898941
WDR61	XPO1	predicted	-	0.73	3460.38560268638	0.84566796878453
NDUFB10	PRKACB	PPrel: inhibited by	|-	1	3460.34062963767	0.845666620073195
COPG2	TMED9	complex; input	-	1	3460.15750409595	0.845661128080958
ELAVL1	POLR2C	complex; input	-	1	3459.565865586	0.845643382670438
NDUFA9	NDUFV1	complex; input	-	1	3459.29001427042	0.845635107839616
STAG1	ZW10	complex; input	-	1	3458.92664735283	0.845624206758424
POLDIP3	ZC3H11A	complex; input	-	1	3458.84383242279	0.845621722133494
EIF4G1	ETF1	complex; input	-	1	3458.75252773325	0.845618982728679
RPL13A	RPS19	catalyze; catalyzed by; complex; input	<->	1	3458.65884892316	0.845616172018219
EIF5B	RPS16	complex; input	-	1	3457.71658169433	0.84558789628481
HNRNPD	PSMA1	catalyzed by	<-	1	3457.64387897343	0.845585714287604
NUP43	NUP93	catalyze; catalyzed by; complex; input	<->	1	3457.46831751224	0.845580445043672
EIF5B	RPL6	complex; input	-	1	3457.45064240022	0.845579914533851
RPL23	RPS13	catalyze; catalyzed by; complex; input	<->	1	3457.2698060746	0.84557448666438
POLR2C	SF3B1	complex; input	-	1	3456.93825441567	0.84556453428072
TUBB4B	TUBGCP3	complex; input	-	1	3456.6963549774	0.845557272438895
GOT1	WDR82	predicted	-	0.78	3456.0407905355	0.845537589783213
RNASEH2A	RNASEH2C	predicted	-	0.98	3455.51622249252	0.845521837471994
CDC40	HNRNPA1	complex; input	-	1	3455.40771107171	0.845518578672163
NIP7	RPS13	reaction	-	1	3455.29996165495	0.845515342655467
LAMTOR5	SEC13	activated by; inhibited by	-	1	3455.26598259399	0.845514322148192
ALYREF	SF3A3	complex; input	-	1	3455.12428948338	0.845510066511867
POLR2G	PPIL1	complex; input	-	1	3455.02231035027	0.845507003544267
CPSF7	EIF4A3	catalyze; complex; input	->	1	3454.97086257581	0.845505458263774
PSMB1	UBB	catalyze	->	1	3454.75003678942	0.845498825299955
GTF2F2	TIAL1	activate; complex; inhibit; input	-	1	3454.62507641564	0.845495071666231
EXOC4	SNAP29	predicted	-	0.64	3454.52594439281	0.84549209378323
COPS5	RPS13	predicted	-	0.64	3454.18021796625	0.845481707642478
DDX46	SRRM2	complex; input	-	1	3454.1115502444	0.84547964463731
ALYREF	SNW1	complex; input	-	1	3454.07736224289	0.845478617501532
RPS17	SRP54	complex; input	-	1	3454.05860643151	0.845478054002302
SART1	SRRM1	complex; input	-	1	3453.40152195635	0.845458310637557
CCT3	VCP	predicted	-	0.78	3453.2721531021	0.845454423059314
CSTF3	HNRNPH1	complex; input	-	1	3453.16664626665	0.84545125243506
NCBP2	USP39	complex; input	-	1	3452.91200900071	0.84544359983899
HNRNPUL1	SF3A3	complex; input	-	1	3452.70025185958	0.845437235486523
RAB14	RAB5A	complex; input	-	1	3452.64668628422	0.845435625513427
CAPZB	DYNC1H1	complex; input	-	1	3452.55916511837	0.845432994913447
HSPA8	SCARB2	complex; input	-	1	3452.45937708441	0.845429995530175
NR3C1	UBE3A	predicted	-	0.64	3452.25691163926	0.845423909649647
PRKAR2B	TUBG1	complex; input	-	1	3452.03956458877	0.845417376047774
HNRNPK	PSMA3	predicted	-	0.65	3451.93795408326	0.845414321424957
GTF2F1	SUPT5H	activated by; complex; input	<-	1	3451.70481256913	0.845407312367012
HNRNPUL1	SNW1	complex; input	-	1	3451.65405911973	0.845405786476189
CSTF1	HNRNPA3	complex; input	-	1	3451.50386534925	0.84540127080346
PNO1	RPS13	complex	-	1	3451.47361233686	0.845400361203323
PPIH	SNRPD1	complex; input	-	1	3451.46840911965	0.845400204760344
MAPRE1	SMC1A	complex; input	-	1	3450.72444649297	0.845377833915848
LSM6	SF3B2	complex; input	-	1	3450.6168070912	0.845374596815811
PSMD2	PSME1	complex	-	1	3450.47710491332	0.845370395323363
ALYREF	NUP37	activated by; catalyzed by; complex; input	<-	1	3450.28089299061	0.845364494033539
PPP2R5D	RANGAP1	predicted	-	0.64	3450.27418531645	0.845364292286914
HSP90AA1	TMEM30A	predicted	-	0.66	3450.0235386505	0.84535675330935
NUP88	SRSF1	activate; input	->	1	3449.61153857033	0.845344359936154
GTF2F2	HNRNPM	activate; complex; inhibit; input	-	1	3449.4750852999	0.845340254959427
NCBP1	PABPC1	complex; input	-	1	3448.89905385842	0.845322924192042
DYNC1I2	RAE1	input	-	1	3448.80905989967	0.845320216327772
TUBG1	YWHAG	complex; input	-	1	3448.39690577127	0.845307813954225
PHF5A	USP39	complex; input	-	1	3448.29074057982	0.845304619034591
EPN1	HSPA8	complex; input	-	1	3448.21324305122	0.845302286773271
EIF4E	SUMO1	predicted	-	0.98	3447.99491653872	0.845295716030535
PRPF6	SRSF4	complex; input	-	1	3447.77521582169	0.845289103509806
SF3B5	U2SURP	complex	-	1	3447.40002776116	0.845277810179005
DEK	POLR2E	complex; input	-	1	3447.11479892751	0.845269223839345
BCAS2	HNRNPA3	complex; input	-	1	3447.1107424488	0.845269101720676
ARHGEF2	RHOT1	catalyze	->	1	3446.93778327326	0.845263894720186
RPL24	SRP68	complex; input	-	1	3446.93124980158	0.845263698022463
ANAPC1	PSMD10	catalyzed by	<-	1	3446.85201077685	0.845261312410277
CPSF1	POLR2B	complex; input	-	1	3446.81329015058	0.845260146646579
DHX9	SRRT	complex; input	-	1	3446.68247381719	0.845256208056277
EIF3H	EIF3L	complex	-	1	3446.6027633704	0.845253808077828
