	Gene1	Gene2	Annotation	Direction	Score
6602	IL12B	STAT3	GErel: repressed, indirect effect; activate; complex; input	|->	1
6603	IL12RB1	STAT3	GErel: expression by; PPrel: activation; activate; complex; expression regulated by; input	<->	1
6604	IL12RB2	STAT3	activate; complex; input	->	1
6605	IL13	STAT3	complex; input	-	1
6606	IL13RA1	STAT3	complex; input	-	1
6607	IL15	STAT3	complex; input	-	1
6608	IL15	STAT5B	predicted	-	0.99
6609	IL15RA	STAT3	complex; input	-	1
6610	IL17A	STAT3	GErel: expression by	<-	1
6611	IL17A	STAT5B	predicted	-	0.54
6612	IL17F	STAT3	GErel: expression by	<-	1
6613	IL17F	STAT5B	predicted	-	0.54
6614	IL18R1	STAT3	activate	->	1
6615	IL19	STAT3	complex; input	-	1
6616	IL1B	STAT3	predicted	-	0.64
6617	IL1RAP	PTPN11	activate	->	1
6618	IL1RAP	SRC	activate	->	1
6619	IL1RL1	PTPN11	activate	->	1
6620	IL1RL1	SRC	activate	->	1
6621	IL1RL2	MICAL1	predicted	-	0.64
6622	IL2	PTPN11	activate; complex; inhibited by; input	|->	1
6623	IL2	STAT3	activate	->	1
6624	IL2	STAT5B	GErel: expression by; activate; complex; input	<->	1
6625	IL20	STAT3	complex; input	-	1
6626	IL20RA	STAT3	complex; input	-	1
6627	IL20RB	STAT3	complex; input	-	1
6628	IL21	STAT3	GErel: expression by; complex; input	<-	1
6629	IL21R	STAT3	PPrel: activation; complex; input	->	1
6630	IL22	PTPN11	complex; input	-	1
6631	IL22	STAT3	GErel: expression by; activate; complex; input	<->	1
6632	IL22RA1	PTPN11	complex; input	-	1
6633	IL22RA1	STAT3	complex; input	-	1
6634	IL23A	STAT3	activate; complex; input	->	1
6635	IL23R	STAT3	GErel: expression by; PPrel: activated, indirect effect; PPrel: activation; activate; complex; expression regulated by; input	<->	1
6636	IL24	STAT3	complex; expression regulated by; input	<-	1
6637	IL26	STAT3	complex; input	-	1
6638	IL26	STAT5B	predicted	-	0.54
6639	IL27	STAT3	activate; complex; input	->	1
6640	IL27RA	STAT3	activate; complex; input	->	1
6641	IL2RA	PTPN11	complex; input	-	1
6642	IL2RA	STAT3	activate; expression regulated by	<->	1
6643	IL2RA	STAT5B	GErel: expression by; PPrel: activation; activate; complex; expression regulated by; input	<->	1
6644	IL2RB	PTPN11	activate; complex; inhibited by; input	|->	1
6645	IL2RB	STAT3	activate; complex; input	->	1
6646	IL2RB	STAT5B	PPrel: activation; activate; complex; inhibit; input	-	1
6647	IL2RG	PTPN11	activate; complex; inhibited by; input	|->	1
6648	IL2RG	STAT3	PPrel: activation; activate; complex; input	->	1
6649	IL2RG	STAT5B	PPrel: activation; activate; complex; input	->	1
6650	IL3	PTPN11	complex; inhibited by; input	|-	1
6651	IL3	STAT5B	activate; complex; input	->	1
6652	IL33	PTPN11	activate	->	1
6653	IL33	SRC	activate	->	1
6654	IL37	STAT3	activate	->	1
6655	IL3RA	PTPN11	complex; inhibited by; input	|-	1
6656	IL3RA	STAT5B	activate; complex; input	->	1
6657	IL4	STAT3	complex; input	-	1
6658	IL4	STAT5B	GErel: expression by; activate	<->	1
6659	IL4R	STAT3	complex; expression regulated by; input	<-	1
6660	IL4R	STAT5B	GErel: expression by; activate	<->	1
6661	IL5	PTPN11	complex; input	-	1
6662	IL5	STAT5B	activate; complex; input	->	1
6663	IL5RA	PTPN11	complex; input	-	1
6664	IL5RA	STAT5B	activate; complex; input	->	1
6665	IL6	PTPN11	activate; complex; inhibit; input	-	1
6666	IL6	STAT3	PPrel: activation, indirect effect; activate; catalyze; catalyzed by; complex; expression regulated by; inhibit; input	<-	1
6667	IL6R	LRPPRC	complex	-	1
6668	IL6R	PTPN11	activate; complex; inhibit; input	-	1
6669	IL6R	SRC	PPrel: activation	->	1
6670	IL6R	STAT3	PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; catalyzed by; complex; inhibit; input	<-	1
6671	IL6ST	PTPN11	activate; complex; inhibit; input	-	1
6672	IL6ST	SGTA	predicted	-	0.64
6673	IL6ST	STAT3	PPrel: activation; activate; catalyze; catalyzed by; complex; expression regulated by; inhibit; input	<-	1
6674	IL6ST	STAT5B	expression regulated by	<-	1
6675	IL7	STAT5B	complex; input	-	1
6676	IL7R	PRDX2	predicted	-	0.64
6677	IL7R	STAT3	complex; input	-	1
6678	IL7R	STAT5B	complex; input	-	1
6679	IL9	STAT3	complex; input	-	1
6680	IL9	STAT5B	complex; input	-	1
6681	IL9R	STAT3	complex; input	-	1
6682	IL9R	STAT5B	complex; input	-	1
6683	ILK	ILKAP	activated by	<-	1
6684	ILK	IQGAP1	activate	->	1
6685	ILK	IRS4	predicted	-	0.64
6686	ILK	ITGA5	PPrel: activated by	<-	1
6687	ILK	ITGAV	activated by	<-	1
6688	ILK	ITGB1	PPrel: activated by; PPrel: binding/association; complex; input	<-	1
6689	ILK	ITGB2	predicted	-	0.99
6690	ILK	ITGB3	activated by	<-	1
6691	ILK	ITGB4	predicted	-	0.5
6692	ILK	ITGB5	predicted	-	0.5
6693	ILK	ITGB6	predicted	-	0.5
6694	ILK	ITGB7	predicted	-	0.5
6695	ILK	ITGB8	predicted	-	0.5
6696	ILK	ITGBL1	predicted	-	0.5
6697	ILK	JUN	activate	->	1
6698	ILK	LASP1	predicted	-	0.64
6699	ILK	LIMS1	complex; input; predicted; reaction	-	1
6700	ILK	LIMS2	complex; input; predicted	-	1
6701	ILK	LIMS4	predicted	-	0.65
6702	ILK	MAGED1	predicted	-	0.64
6703	ILK	MIF	predicted	-	0.64
6704	ILK	MMS19	predicted	-	0.64
6705	ILK	MTOR	predicted	-	0.64
6706	ILK	MYL9	activate	->	1
6707	ILK	NACA	activate	->	1
6708	ILK	NCK2	complex; input	-	1
6709	ILK	NOTCH1	predicted	-	0.64
6710	ILK	PAK1	predicted	-	0.64
6711	ILK	PARP1	activate	->	1
6712	ILK	PARVA	PPrel: binding/association; activate; complex; input; predicted	->	1
6713	ILK	PARVB	PPrel: binding/association; complex; input; predicted	-	1
6714	ILK	PARVG	PPrel: binding/association; complex; input; predicted	-	1
6715	ILK	PCID2	predicted	-	0.64
6716	ILK	PIK3CA	PPrel: compound	-	1
6717	ILK	PIK3CA VARIANT PROTEIN	PPrel: compound	-	1
6718	ILK	PIK3CB	PPrel: compound	-	1
6719	ILK	PIK3CD	PPrel: compound	-	1
6720	ILK	PIK3R1	PPrel: compound	-	1
6721	ILK	PIK3R2	PPrel: compound	-	1
6722	ILK	PIK3R3	PPrel: compound	-	1
6723	ILK	PPARD	GErel: expression by	<-	1
6724	ILK	PPP1R12A	activate	->	1
6725	ILK	PPP1R14A	activate	->	1
6726	ILK	PPP1R14B	activate	->	1
6727	ILK	PPP1R14C	activate	->	1
6728	ILK	PRKCA	PPrel: activated by, phosphorylation	<-	1
6729	ILK	PRKDC	predicted	-	0.64
6730	ILK	PXN	PPrel: binding/association; PPrel: phosphorylation; complex; input	->	1
6731	ILK	RAC1	activate	->	1
6732	ILK	RAF1	predicted	-	0.98
6733	ILK	RHOG	complex; input	-	1
6734	ILK	RICTOR	complex; input	-	1
6735	ILK	RUVBL1	activated by	<-	1
6736	ILK	RUVBL2	activated by	<-	1
6737	ILK	RXRA	GErel: expression by	<-	1
6738	ILK	RXRB	GErel: expression by	<-	1
6739	ILK	RXRG	GErel: expression by	<-	1
6740	ILK	SHC1	predicted	-	0.64
6741	ILK	SMO	predicted	-	0.64
6742	ILK	SOX2	predicted	-	0.64
6743	ILK	SPARC	predicted	-	0.77
6744	ILK	SPINT2	predicted	-	0.64
6745	ILK	SSR1	predicted	-	0.64
6746	ILK	STUB1	predicted	-	0.77
6747	ILK	TACC3	activate	->	1
6748	ILK	TMSB4X	predicted	-	0.64
6749	ILK	TNS1	complex; input	-	1
6750	ILK	TRIM27	predicted	-	0.64
6751	ILK	TRIM28	predicted	-	0.64
6752	ILK	TWF2	predicted	-	0.64
6753	ILK	VTN	activated by	<-	1
6754	ILK	XPO1	activated by	<-	1
6755	ILK	ZBTB48	predicted	-	0.64
6756	ILK	ZYX	complex; input	-	1
6757	IMPACT	RPL13	complex; input	-	1
6758	INCENP	PEBP1	activated by	<-	1
6759	INCENP	SUMO2	input	-	1
6760	ING1	SMARCC1	predicted	-	0.64
6761	INIP	INTS3	predicted	-	0.64
6762	INPP4A	PIK3C3	ECrel: compound	-	1
6763	INPP4B	PIK3C3	ECrel: compound	-	1
6764	INPP5B	PIP4K2B	ECrel: compound	-	1
6765	INPP5D	ITGB2	predicted	-	0.98
6766	INPP5D	PTPN11	complex; input	-	1
6767	INPP5E	PIP4K2B	ECrel: compound	-	1
6768	INPP5F	PIK3C3	ECrel: compound	-	1
6769	INPPL1	SRC	predicted	-	0.98
6770	INS	PTPN11	complex; input	-	1
6771	INS	PURA	predicted	-	0.65
6772	INS	RAB27A	catalyzed by	<-	1
6773	INS	STAT3	GErel: expression by	<-	1
6774	INS	STAT5B	GErel: expression by	<-	1
6775	INSR	PTPN11	PPrel: activation; PPrel: inhibited by; complex; input	|->	1
6776	INSR	SRC	predicted	-	0.97
6777	INSR	STAT3	predicted	-	0.98
6778	INSR	STAT5B	predicted	-	0.98
6779	INTS1	INTS3	complex	-	1
6780	INTS1	SSU72	activated by	<-	1
6781	INTS10	INTS3	complex	-	1
6782	INTS10	SSU72	activated by	<-	1
6783	INTS11	INTS3	complex	-	1
6784	INTS11	SSU72	activated by	<-	1
6785	INTS12	INTS3	complex	-	1
6786	INTS12	SSU72	activated by	<-	1
6787	INTS13	INTS3	complex	-	1
6788	INTS13	SSU72	activated by	<-	1
6789	INTS14	INTS3	complex	-	1
6790	INTS14	SSU72	activated by	<-	1
6791	INTS2	INTS3	complex	-	1
6792	INTS2	SSU72	activated by	<-	1
6793	INTS3	INTS4	complex	-	1
6794	INTS3	INTS5	complex	-	1
6795	INTS3	INTS6	complex	-	1
6796	INTS3	INTS7	complex	-	1
6797	INTS3	INTS8	complex	-	1
6798	INTS3	INTS9	complex	-	1
6799	INTS3	NABP1	complex	-	1
6800	INTS3	NABP2	complex	-	1
6801	INTS3	NBN	predicted	-	0.64
6802	INTS3	NCBP1	complex; input	-	1
6803	INTS3	NCBP2	complex; input	-	1
6804	INTS3	PCF11	activated by	<-	1
6805	INTS3	PHAX	complex; input	-	1
6806	INTS3	POLR2A	catalyzed by; complex; input	<-	1
6807	INTS3	POLR2B	catalyzed by; complex; input	<-	1
6808	INTS3	POLR2C	catalyzed by; complex; input	<-	1
6809	INTS3	POLR2D	catalyzed by; complex; input	<-	1
6810	INTS3	POLR2E	catalyzed by; complex; input	<-	1
6811	INTS3	POLR2F	catalyzed by; complex; input	<-	1
6812	INTS3	POLR2G	catalyzed by; complex; input	<-	1
6813	INTS3	POLR2H	catalyzed by; complex; input	<-	1
6814	INTS3	POLR2I	catalyzed by; complex; input	<-	1
6815	INTS3	POLR2J	catalyzed by; complex; input	<-	1
6816	INTS3	POLR2K	catalyzed by; complex; input	<-	1
6817	INTS3	POLR2L	catalyzed by; complex; input	<-	1
6818	INTS3	POU2F1	catalyzed by; complex; input	<-	1
6819	INTS3	POU2F2	catalyzed by; complex; input	<-	1
6820	INTS3	RPAP2	catalyzed by; complex; input	<-	1
6821	INTS3	RPRD1A	catalyzed by; complex; input	<-	1
6822	INTS3	RPRD1B	catalyzed by; complex; input	<-	1
6823	INTS3	RPRD2	catalyzed by; complex; input	<-	1
6824	INTS3	SNAPC1	catalyzed by; complex; input	<-	1
6825	INTS3	SNAPC2	catalyzed by; complex; input	<-	1
6826	INTS3	SNAPC3	catalyzed by; complex; input	<-	1
6827	INTS3	SNAPC4	catalyzed by; complex; input	<-	1
6828	INTS3	SNAPC5	catalyzed by; complex; input	<-	1
6829	INTS3	SP1	catalyzed by; complex; input	<-	1
6830	INTS3	SRRT	complex; input	-	1
6831	INTS3	SSU72	activated by	<-	1
6832	INTS3	SUPT4H1	activated by	<-	1
6833	INTS3	SUPT5H	activated by	<-	1
6834	INTS3	TAF11	catalyzed by; complex; input	<-	1
6835	INTS3	TAF13	catalyzed by; complex; input	<-	1
6836	INTS3	TAF5	catalyzed by; complex; input	<-	1
6837	INTS3	TAF6	catalyzed by; complex; input	<-	1
6838	INTS3	TAF8	catalyzed by; complex; input	<-	1
6839	INTS3	TAF9	catalyzed by; complex; input	<-	1
6840	INTS3	TBP	catalyzed by; complex; input	<-	1
6841	INTS3	ZC3H8	complex; input	-	1
6842	INTS3	ZNF143	catalyzed by; complex; input	<-	1
6843	INTS4	SSU72	activated by	<-	1
6844	INTS5	SSU72	activated by	<-	1
6845	INTS6	SSU72	activated by	<-	1
6846	INTS7	SSU72	activated by	<-	1
6847	INTS8	SSU72	activated by	<-	1
6848	INTS9	SSU72	activated by	<-	1
6849	IQGAP1	MBNL1	predicted	-	0.59
6850	IQGAP1	PRKAR1A	complex	-	1
6851	IQGAP1	SRC	activated by	<-	1
6852	IQGAP1	STAT3	expression regulated by	<-	1
6853	IRAK1	PTPN11	activate	->	1
6854	IRAK1	SRC	activate	->	1
6855	IRAK1	STAT3	predicted	-	0.64
6856	IRAK1	TAB1	PPrel: activation; complex; input	->	1
6857	IRAK2	TAB1	complex; input	-	1
6858	IRAK3	STAT3	predicted	-	0.64
6859	IRAK4	PTPN11	activate	->	1
6860	IRAK4	SRC	activate	->	1
6861	IRAK4	TAB1	PPrel: activation	->	1
6862	IRAK4	ZAP70	predicted	-	0.97
6863	IRF1	STAT3	GErel: expression by; expression regulated by	<-	1
6864	IRF1	STAT5B	GErel: expression by	<-	1
6865	IRF2	IRF2BP1	predicted	-	0.64
6866	IRF2	STAT3	expression regulated by	<-	1
6867	IRF2BP1	IRF2BP2	predicted	-	0.64
6868	IRF2BP1	IRF2BPL	predicted	-	0.64
6869	IRF2BP1	IRF9	predicted	-	0.64
6870	IRF2BP1	JDP2	predicted	-	0.64
6871	IRF2BP1	SOX2	predicted	-	0.64
6872	IRF2BP2	STAT3	expression regulated by	<-	1
6873	IRF3	PTPN11	inhibited by	|-	1
6874	IRF3	SGTA	predicted	-	0.64
6875	IRF3	SUMO2	predicted	-	0.54
6876	IRF6	STAT3	expression regulated by	<-	1
6877	IRF7	PTPN11	inhibited by	|-	1
6878	IRF7	STAT3	predicted	-	0.54
6879	IRF7	STAT5B	predicted	-	0.54
6880	IRF7	SUMO2	predicted	-	0.54
6881	IRF8	LYZ	predicted	-	0.54
6882	IRF8	SMARCC1	expression regulated by	<-	1
6883	IRF8	VEZF1	predicted	-	0.54
6884	IRF9	STAT3	PPrel: binding/association; expression regulated by	<-	1
6885	IRF9	STAT5B	PPrel: binding/association	-	1
6886	IRGM	STAT3	predicted	-	0.54
6887	IRGM	STAT5B	predicted	-	0.54
6888	IRS1	PTPN11	PPrel: inhibited by, dephosphorylation; activate; complex; inhibited by; input	|->	1
6889	IRS2	STAT5B	complex; input	-	1
6890	IRS4	LGALS3BP	predicted	-	0.64
6891	ISCA1	ISCA2	complex	-	1
6892	ISG15	STAT3	predicted	-	0.54
6893	ISG15	STAT5B	predicted	-	0.54
6894	ISG20	ITGB2	predicted	-	0.59
6895	ISL1	LDB1	complex; predicted	-	1
6896	ISL1	STAT3	predicted	-	0.54
6897	ISL1	STAT5B	predicted	-	0.54
6898	ISL2	LDB1	predicted	-	0.99
6899	ISL2	STAT3	predicted	-	0.54
6900	ISL2	STAT5B	predicted	-	0.54
6901	ISY1	PPIE	complex; input	-	1
6902	ITGA1	ITGB2	complex	-	1
6903	ITGA1	SRC	PPrel: activation	->	1
6904	ITGA10	ITGB2	complex	-	1
6905	ITGA10	SRC	PPrel: activation	->	1
6906	ITGA11	ITGB2	complex	-	1
6907	ITGA11	SRC	PPrel: activation	->	1
6908	ITGA2	ITGB2	complex	-	1
6909	ITGA2	SRC	PPrel: activation	->	1
6910	ITGA2B	ITGB2	complex	-	1
6911	ITGA2B	SRC	PPrel: activation; catalyzed by; complex; input	<->	1
6912	ITGA3	ITGB2	complex	-	1
6913	ITGA3	SRC	PPrel: activation	->	1
6914	ITGA4	ITGB2	complex	-	1
6915	ITGA4	PRKAR1A	activate; activated by	<->	1
6916	ITGA4	SRC	PPrel: activation; activate	->	1
6917	ITGA5	ITGB2	complex	-	1
6918	ITGA5	LGALS3BP	predicted	-	0.64
6919	ITGA5	SRC	PPrel: activation	->	1
6920	ITGA6	ITGB2	complex	-	1
6921	ITGA6	SRC	PPrel: activation	->	1
6922	ITGA7	ITGB2	complex	-	1
6923	ITGA7	SRC	PPrel: activation	->	1
6924	ITGA7 VARIANT PROTEIN	SRC	PPrel: activation	->	1
6925	ITGA8	ITGB2	complex; input	-	1
6926	ITGA8	SRC	PPrel: activation	->	1
6927	ITGA9	ITGB2	complex	-	1
6928	ITGA9	SRC	PPrel: activation; activate	->	1
6929	ITGAD	ITGB2	complex	-	1
6930	ITGAD	SRC	PPrel: activation	->	1
6931	ITGAE	ITGB2	complex	-	1
6932	ITGAE	SRC	PPrel: activation	->	1
6933	ITGAL	ITGB2	complex	-	1
6934	ITGAL	SRC	PPrel: activation	->	1
6935	ITGAL	STAT3	expression regulated by	<-	1
6936	ITGAM	ITGB2	complex	-	1
6937	ITGAM	SELPLG	complex; input	-	1
6938	ITGAM	SRC	PPrel: activation	->	1
6939	ITGAV	ITGB2	complex	-	1
6940	ITGAV	SRC	PPrel: activation; activate; catalyze; catalyzed by; complex; input	<->	1
6941	ITGAX	ITGB2	complex	-	1
6942	ITGAX	PURA	predicted	-	0.64
6943	ITGAX	SRC	PPrel: activation	->	1
6944	ITGAX	STAT3	expression regulated by	<-	1
6945	ITGB1	PRKAR1A	activate; activated by; inhibited by	->	1
6946	ITGB1	SRC	PPrel: activation; activate	->	1
6947	ITGB1BP1	SMARCC1	expression regulated by	<-	1
6948	ITGB2	JAM2	input	-	1
6949	ITGB2	JAM3	PPrel: binding/association; complex; input	-	1
6950	ITGB2	KNG1	complex; input	-	1
6951	ITGB2	LAMB2	predicted	-	0.54
6952	ITGB2	LAPTM5	predicted	-	0.59
6953	ITGB2	LAT2	predicted	-	0.59
6954	ITGB2	LCP2	predicted	-	0.59
6955	ITGB2	LGALS3	predicted	-	0.54
6956	ITGB2	LIMS1	input	-	1
6957	ITGB2	LIMS2	input	-	1
6958	ITGB2	LPA	complex; input	-	1
6959	ITGB2	LRP1	complex; input	-	1
6960	ITGB2	LRP1B	predicted	-	0.54
6961	ITGB2	LTA	predicted	-	0.54
6962	ITGB2	LTB	predicted	-	0.98
6963	ITGB2	LY86	predicted	-	0.65
6964	ITGB2	LYN	predicted	-	0.58
6965	ITGB2	MAPK1	predicted	-	0.54
6966	ITGB2	MAPK8IP1	predicted	-	0.98
6967	ITGB2	MICALL1	complex; input	-	1
6968	ITGB2	MMP2	complex; input	-	1
6969	ITGB2	MMP9	complex; input	-	1
6970	ITGB2	MST1	activated by	<-	1
6971	ITGB2	MST1R	activated by	<-	1
6972	ITGB2	NCF1	predicted	-	0.98
6973	ITGB2	NFKB1	activate	->	1
6974	ITGB2	NME2	predicted	-	0.54
6975	ITGB2	PARVA	input	-	1
6976	ITGB2	PARVB	input	-	1
6977	ITGB2	PARVG	predicted	-	0.5
6978	ITGB2	PIK3CA	PPrel: activation	->	1
6979	ITGB2	PIK3CA VARIANT PROTEIN	PPrel: activation	->	1
6980	ITGB2	PIK3CB	PPrel: activation	->	1
6981	ITGB2	PIK3CD	PPrel: activation	->	1
6982	ITGB2	PIK3R1	PPrel: activation	->	1
6983	ITGB2	PIK3R2	PPrel: activation	->	1
6984	ITGB2	PIK3R3	PPrel: activation	->	1
6985	ITGB2	PLA2G4B	predicted	-	0.54
6986	ITGB2	PLA2G4C	predicted	-	0.54
6987	ITGB2	PLAT	complex; input	-	1
6988	ITGB2	PLAU	complex; input	-	1
6989	ITGB2	PLAUR	complex; input	-	1
6990	ITGB2	PLG	activate; complex; input	->	1
6991	ITGB2	POTEKP	complex; input	-	1
6992	ITGB2	PRKCA	predicted	-	0.54
6993	ITGB2	PRKCB	predicted	-	1
6994	ITGB2	PRKCH	predicted	-	0.98
6995	ITGB2	PRKD1	PPrel: activated by	<-	1
6996	ITGB2	PRKD2	PPrel: activated by	<-	1
6997	ITGB2	PRKD3	PPrel: activated by	<-	1
6998	ITGB2	PROC	complex; input	-	1
6999	ITGB2	PTGS2	PPrel: activation, indirect effect	->	1
7000	ITGB2	PTK2	PPrel: activation; catalyzed by; complex; input	<->	1
7001	ITGB2	PTK2B	PPrel: activation; PPrel: indirect effect; catalyzed by; complex; input	<->	1
7002	ITGB2	PXN	complex; input	-	1
7003	ITGB2	RAC2	predicted	-	0.98
7004	ITGB2	RACK1	predicted	-	0.99
7005	ITGB2	RAP1A	PPrel: activated by; activate	<->	1
7006	ITGB2	RAP1B	PPrel: activated by; activate	<->	1
7007	ITGB2	RASSF5	PPrel: activated by	<-	1
7008	ITGB2	RDX	predicted	-	0.64
7009	ITGB2	RGS14	PPrel: activated by	<-	1
7010	ITGB2	RHOA	activate	->	1
7011	ITGB2	RNASE6	predicted	-	0.59
7012	ITGB2	SELP	complex; input	-	1
7013	ITGB2	SELPLG	complex; input	-	1
7014	ITGB2	SEMA7A	predicted	-	0.54
7015	ITGB2	SLA	predicted	-	0.59
7016	ITGB2	SPI1	expression regulated by	<-	1
7017	ITGB2	SPON2	complex; input	-	1
7018	ITGB2	SRC	PPrel: activation	->	1
7019	ITGB2	SYK	predicted	-	0.99
7020	ITGB2	TGFB1	predicted	-	0.65
7021	ITGB2	TGFBI	complex; input	-	1
7022	ITGB2	TGFBR3	predicted	-	0.54
7023	ITGB2	THY1	PPrel: binding/association; complex; input	-	1
7024	ITGB2	TLN1	complex; input	-	1
7025	ITGB2	TLN2	predicted	-	0.64
7026	ITGB2	TNF	predicted	-	0.54
7027	ITGB2	TNFSF10	predicted	-	0.98
7028	ITGB2	TNFSF11	predicted	-	0.54
7029	ITGB2	TNFSF14	predicted	-	0.54
7030	ITGB2	TNFSF15	predicted	-	0.54
7031	ITGB2	TRAF6	predicted	-	0.54
7032	ITGB2	TSPAN3	predicted	-	0.54
7033	ITGB2	TYROBP	predicted	-	0.98
7034	ITGB2	VAV1	PPrel: activation	->	1
7035	ITGB2	VAV2	PPrel: activation	->	1
7036	ITGB2	VAV3	PPrel: activation	->	1
7037	ITGB2	VCAM1	complex; input	-	1
7038	ITGB2	VCL	complex; input	-	1
7039	ITGB2	VEGFB	predicted	-	0.54
7040	ITGB2	WAS	predicted	-	1
7041	ITGB2	WASL	predicted	-	0.54
7042	ITGB2	WWTR1	GErel: expression by	<-	1
7043	ITGB2	YAP1	GErel: expression by	<-	1
7044	ITGB3	PTPN11	predicted	-	0.64
7045	ITGB3	SRC	PPrel: activation; activate; catalyze; catalyzed by; complex; input	<->	1
7046	ITGB3BP	MTA1	predicted	-	0.64
7047	ITGB3BP	NCSTN	catalyzed by	<-	1
7048	ITGB4	SRC	PPrel: activation	->	1
7049	ITGB5	SRC	PPrel: activation; complex; input	->	1
7050	ITGB6	SRC	PPrel: activation	->	1
7051	ITGB7	SRC	PPrel: activation	->	1
7052	ITGB8	SRC	PPrel: activation	->	1
7053	ITGBL1	SRC	predicted	-	0.54
7054	ITK	SRC	PPrel: activated by; complex; input	<-	1
7055	ITK	ZAP70	complex; input; reaction	-	1
7056	ITPKC	STAT3	expression regulated by	<-	1
7057	ITPR1	STAT3	expression regulated by	<-	1
7058	ITSN1	VAMP8	complex; input	-	1
7059	IVL	KRT1	predicted	-	0.64
7060	IWS1	NELFA	complex; input	-	1
7061	JAGN1	SEC61A1	predicted	-	0.99
7062	JAK1	LRPPRC	complex; input	-	1
7063	JAK1	PTPN11	PPrel: activation, phosphorylation; activate; catalyzed by; complex; inhibit; inhibited by; input	-	1
7064	JAK1	STAT3	PPrel: activation; PPrel: activation, phosphorylation; activate; catalyze; catalyzed by; complex; inhibit; input	<-	1
7065	JAK1	STAT5B	PPrel: activation; PPrel: activation, phosphorylation; activate; complex; inhibit; input	-	1
7066	JAK2	LRPPRC	complex; input	-	1
7067	JAK2	NCK1	complex; reaction	-	1
7068	JAK2	PRKAR1A	activate; inhibited by	|->	1
7069	JAK2	PTPN11	PPrel: activation, phosphorylation; activate; activated by; catalyzed by; complex; inhibited by; input	->	1
7070	JAK2	SRC	activated by; complex; input; reaction	<-	1
7071	JAK2	STAT3	PPrel: activation; PPrel: activation, phosphorylation; activate; activated by; catalyze; catalyzed by; complex; inhibit; input	<-	1
7072	JAK2	STAT5B	PPrel: activation; PPrel: activation, phosphorylation; activate; complex; input	->	1
7073	JAK3	LRPPRC	complex; reaction	-	1
7074	JAK3	PTPN11	PPrel: activation, phosphorylation; complex; input; reaction	->	1
7075	JAK3	STAT3	PPrel: activation; PPrel: activation, phosphorylation; activate; complex; input; reaction	->	1
7076	JAK3	STAT5B	PPrel: activation; PPrel: activation, phosphorylation; activate; catalyze; complex; input	->	1
7077	JMJD6	PRPF38B	predicted	-	0.64
7078	JUN	MAFG	predicted	-	0.98
7079	JUN	MAPRE2	expression regulates	->	1
7080	JUN	MTA1	reaction	-	1
7081	JUN	SATB1	predicted	-	0.64
7082	JUN	SMARCC1	predicted	-	0.64
7083	JUN	SRC	PPrel: activated by, phosphorylation	<-	1
7084	JUN	STAT3	expression regulated by; reaction	<-	1
7085	JUNB	MAFG	predicted	-	0.98
7086	JUNB	SMARCC1	expression regulated by	<-	1
7087	JUNB	STAT3	GErel: expression by; expression regulated by	<-	1
7088	JUNB	STAT5B	GErel: expression by	<-	1
7089	JUND	PRDX2	expression regulates	->	1
7090	JUND	SSBP2	expression regulates	->	1
7091	JUND	STAT3	expression regulates	->	1
7092	JUND	STAT5B	expression regulates	->	1
7093	JUP	SRC	activated by	<-	1
7094	KAT2A	POLR1D	complex; input	-	1
7095	KAT2B	POLR1D	complex; input	-	1
7096	KAT2B	SATB1	predicted	-	0.64
7097	KAT5	SUMO2	catalyze; complex; input	->	1
7098	KCNA5	SRC	predicted	-	0.64
7099	KCNH1	RABEP1	predicted	-	0.77
7100	KCTD20	PPP1CB	predicted	-	0.7
7101	KDM1A	RCOR1	complex; input	-	1
7102	KDM1A	STAT3	predicted	-	0.64
7103	KDM3A	SMARCC1	PPrel: binding/association	-	1
7104	KDM3B	PPARG	PPrel: binding/association	-	1
7105	KDM3B	PRKACA	PPrel: activated by, phosphorylation	<-	1
7106	KDM3B	PRKACB	PPrel: activated by, phosphorylation	<-	1
7107	KDM3B	PRKACG	PPrel: activated by, phosphorylation	<-	1
7108	KDM3B	SMARCA2	PPrel: binding/association	-	1
7109	KDM3B	SMARCA4	PPrel: binding/association	-	1
7110	KDM3B	SMARCB1	PPrel: binding/association	-	1
7111	KDM3B	SMARCC1	PPrel: binding/association	-	1
7112	KDM3B	SMARCC2	PPrel: binding/association	-	1
7113	KDM3B	SMARCD1	PPrel: binding/association	-	1
7114	KDM3B	SMARCD2	PPrel: binding/association	-	1
7115	KDM3B	SMARCD3	PPrel: binding/association	-	1
7116	KDM3B	SMARCE1	PPrel: binding/association	-	1
7117	KDM3B	UCP1	GErel: expression	->	1
7118	KDM5B	SMARCC1	expression regulated by	<-	1
7119	KDM6B	SMARCC1	predicted	-	0.54
7120	KDR	NCK1	complex; input	-	1
7121	KDR	PTPN11	activate	->	1
7122	KDR	SRC	PPrel: activation; activate; catalyze; catalyzed by; complex; input	<->	1
7123	KEL	PM20D2	predicted	-	0.64
7124	KHDRBS1	NCK1	predicted	-	0.77
7125	KHDRBS1	PPP1CB	predicted	-	0.58
7126	KHDRBS1	RBM7	predicted	-	0.64
7127	KHDRBS1	SRC	predicted	-	0.99
7128	KHDRBS1	STAT3	predicted	-	0.64
7129	KHSRP	PARN	complex; input	-	1
7130	KIAA0142	SRC	PPrel: activated by, phosphorylation	<-	1
