	Gene1	Gene2	Annotation	Direction	Score	edge
106236	ELAVL1	SNRNP40	complex; input	-	1	ELAVL1_SNRNP40
106251	ELAVL1	SNW1	complex; input	-	1	ELAVL1_SNW1
106259	ELAVL1	SRSF4	complex; input	-	1	ELAVL1_SRSF4
106261	ELAVL1	SRSF6	complex; input	-	1	ELAVL1_SRSF6
106265	ELAVL1	SYF2	complex; input	-	1	ELAVL1_SYF2
106296	ELAVL2	HNRNPA3	complex; input	-	1	ELAVL2_HNRNPA3
106351	ELAVL2	PRPF4	complex; input	-	1	ELAVL2_PRPF4
106376	ELAVL2	SMNDC1	complex; input	-	1	ELAVL2_SMNDC1
106379	ELAVL2	SNRNP40	complex; input	-	1	ELAVL2_SNRNP40
106394	ELAVL2	SNW1	complex; input	-	1	ELAVL2_SNW1
106402	ELAVL2	SRSF4	complex; input	-	1	ELAVL2_SRSF4
106404	ELAVL2	SRSF6	complex; input	-	1	ELAVL2_SRSF6
106409	ELAVL2	SYF2	complex; input	-	1	ELAVL2_SYF2
106496	ELF3	SNW1	reaction	-	1	ELF3_SNW1
106508	ELF4	MAVS	predicted	-	0.64	ELF4_MAVS
106511	ELF4	TBK1	predicted	-	0.64	ELF4_TBK1
106584	ELK3	PIAS1	predicted	-	0.64	ELK3_PIAS1
106586	ELK3	SP3	predicted	-	0.65	ELK3_SP3
106644	ELL	INTS12	complex; input	-	1	ELL_INTS12
106694	ELL	RTF1	complex; input	-	1	ELL_RTF1
106739	ELL2	INTS12	complex; input	-	1	ELL2_INTS12
106805	ELL3	INTS12	complex; input	-	1	ELL3_INTS12
106866	ELMO1	GNAI2	activated by	<-	1	ELMO1_GNAI2
106867	ELMO1	HCK	PPrel: activated by, phosphorylation; activated by	<-	1	ELMO1_HCK
107124	ELOA	RTF1	complex; input	-	1	ELOA_RTF1
107168	ELOA2	RTF1	complex; input	-	1	ELOA2_RTF1
107213	ELOA3	RTF1	complex; input	-	1	ELOA3_RTF1
107330	ELOB	RTF1	complex; input	-	1	ELOB_RTF1
107459	ELOC	RTF1	complex; input	-	1	ELOC_RTF1
107559	EMD	STX5	catalyze; catalyzed by; input	<->	1	EMD_STX5
107584	EME1	KAT5	catalyze	->	1	EME1_KAT5
107619	EMG1	EXOSC8	catalyzed by	<-	1	EMG1_EXOSC8
107620	EMG1	EXOSC9	catalyzed by	<-	1	EMG1_EXOSC9
107627	EMG1	KRR1	complex	-	1	EMG1_KRR1
107648	EMG1	RPS15A	activated by	<-	1	EMG1_RPS15A
107915	ENO2	PLS3	predicted	-	0.73	ENO2_PLS3
108121	EP300	GNAS	expression regulates	->	1	EP300_GNAS
108211	EP300	HSPA5	expression regulates	->	1	EP300_HSPA5
108215	EP300	HTT	complex; input	-	1	EP300_HTT
108285	EP300	KAT5	reaction	-	1	EP300_KAT5
108301	EP300	KMT2A	complex; input	-	1	EP300_KMT2A
108402	EP300	MPG	input	-	1	EP300_MPG
108458	EP300	NLE1	expression regulates	->	1	EP300_NLE1
108511	EP300	PDK1	GErel: expression	->	1	EP300_PDK1
108555	EP300	POLR1C	complex; input	-	1	EP300_POLR1C
108651	EP300	RTN3	expression regulates	->	1	EP300_RTN3
108727	EP300	SNW1	complex; input	-	1	EP300_SNW1
108739	EP300	SP3	predicted	-	0.98	EP300_SP3
108880	EP300	USF2	complex; input	-	1	EP300_USF2
108965	EP400	KAT5	complex	-	1	EP400_KAT5
109184	EPC1	KAT5	complex	-	1	EPC1_KAT5
109204	EPC2	KAT5	predicted	-	0.64	EPC2_KAT5
109258	EPGN	SH3KBP1	complex; input	-	1	EPGN_SH3KBP1
109291	EPHA1	HCK	activated by; reaction	<-	1	EPHA1_HCK
109354	EPHA2	HCK	activated by; reaction	<-	1	EPHA2_HCK
109416	EPHA3	HCK	activated by; complex; input; reaction	<-	1	EPHA3_HCK
109437	EPHA4	HCK	activated by; complex; input; reaction	<-	1	EPHA4_HCK
109460	EPHA5	HCK	complex; input	-	1	EPHA5_HCK
109477	EPHA6	HCK	complex; input	-	1	EPHA6_HCK
109493	EPHA7	HCK	complex; input	-	1	EPHA7_HCK
109520	EPHB1	HCK	activate; activated by; complex	<->	1	EPHB1_HCK
109529	EPHB1	MMP9	catalyzed by	<-	1	EPHB1_MMP9
109552	EPHB1	SDCBP	complex; input	-	1	EPHB1_SDCBP
109565	EPHB2	HCK	activate; activated by; complex	<->	1	EPHB2_HCK
109576	EPHB2	MMP9	catalyzed by	<-	1	EPHB2_MMP9
109597	EPHB2	SDCBP	complex; input	-	1	EPHB2_SDCBP
109611	EPHB3	MMP9	catalyzed by	<-	1	EPHB3_MMP9
109626	EPHB3	SDCBP	complex; input	-	1	EPHB3_SDCBP
109634	EPHB4	MMP9	catalyzed by	<-	1	EPHB4_MMP9
109652	EPHB4	SDCBP	complex; input	-	1	EPHB4_SDCBP
109657	EPHB6	MMP9	catalyzed by	<-	1	EPHB6_MMP9
109669	EPHB6	SDCBP	complex; input	-	1	EPHB6_SDCBP
109671	EPHX1	GSTA1	ECrel: compound	-	1	EPHX1_GSTA1
109672	EPHX1	GSTA2	ECrel: compound	-	1	EPHX1_GSTA2
109673	EPHX1	GSTA3	ECrel: compound	-	1	EPHX1_GSTA3
109674	EPHX1	GSTA4	ECrel: compound	-	1	EPHX1_GSTA4
109675	EPHX1	GSTA5	ECrel: compound	-	1	EPHX1_GSTA5
109676	EPHX1	GSTK1	ECrel: compound	-	1	EPHX1_GSTK1
109677	EPHX1	GSTM1	ECrel: compound	-	1	EPHX1_GSTM1
109678	EPHX1	GSTM2	ECrel: compound	-	1	EPHX1_GSTM2
109679	EPHX1	GSTM3	ECrel: compound	-	1	EPHX1_GSTM3
109680	EPHX1	GSTM4	ECrel: compound	-	1	EPHX1_GSTM4
109681	EPHX1	GSTM5	ECrel: compound	-	1	EPHX1_GSTM5
109682	EPHX1	GSTO1	ECrel: compound	-	1	EPHX1_GSTO1
109683	EPHX1	GSTO2	ECrel: compound	-	1	EPHX1_GSTO2
109684	EPHX1	GSTP1	ECrel: compound	-	1	EPHX1_GSTP1
109685	EPHX1	GSTT1	ECrel: compound	-	1	EPHX1_GSTT1
109686	EPHX1	GSTT2	ECrel: compound	-	1	EPHX1_GSTT2
109687	EPHX1	GSTT2B	ECrel: compound	-	1	EPHX1_GSTT2B
109688	EPHX1	HPGDS	ECrel: compound	-	1	EPHX1_HPGDS
109689	EPHX1	MGST1	ECrel: compound	-	1	EPHX1_MGST1
109691	EPHX1	MGST3	ECrel: compound	-	1	EPHX1_MGST3
109746	EPN1	SH3KBP1	complex; input	-	1	EPN1_SH3KBP1
109794	EPN2	SH3KBP1	complex; input	-	1	EPN2_SH3KBP1
110031	EPRS	HUWE1	predicted	-	0.73	EPRS_HUWE1
110093	EPS15	IGF2R	complex; input	-	1	EPS15_IGF2R
110122	EPS15	SH3KBP1	complex; input	-	1	EPS15_SH3KBP1
110182	EPS15L1	SH3KBP1	complex; input	-	1	EPS15L1_SH3KBP1
110202	EPS8	PLS3	predicted	-	0.65	EPS8_PLS3
110215	ERAL1	GADD45GIP1	catalyze; complex; input	->	1	ERAL1_GADD45GIP1
110216	ERAL1	GFM1	complex; input	-	1	ERAL1_GFM1
110217	ERAL1	GFM2	complex; input	-	1	ERAL1_GFM2
110218	ERAL1	MRPL1	catalyze; complex; input	->	1	ERAL1_MRPL1
110219	ERAL1	MRPL10	catalyze; complex; input	->	1	ERAL1_MRPL10
110220	ERAL1	MRPL11	catalyze; complex; input	->	1	ERAL1_MRPL11
110221	ERAL1	MRPL12	catalyze; complex; input	->	1	ERAL1_MRPL12
110222	ERAL1	MRPL13	catalyze; complex; input	->	1	ERAL1_MRPL13
110223	ERAL1	MRPL14	catalyze; complex; input	->	1	ERAL1_MRPL14
110224	ERAL1	MRPL15	catalyze; complex; input	->	1	ERAL1_MRPL15
110225	ERAL1	MRPL16	catalyze; complex; input	->	1	ERAL1_MRPL16
110226	ERAL1	MRPL17	catalyze; complex; input	->	1	ERAL1_MRPL17
110227	ERAL1	MRPL18	catalyze; complex; input	->	1	ERAL1_MRPL18
110228	ERAL1	MRPL19	catalyze; complex; input	->	1	ERAL1_MRPL19
110229	ERAL1	MRPL2	catalyze; complex; input	->	1	ERAL1_MRPL2
110230	ERAL1	MRPL20	catalyze; complex; input	->	1	ERAL1_MRPL20
110231	ERAL1	MRPL21	catalyze; complex; input	->	1	ERAL1_MRPL21
110232	ERAL1	MRPL22	catalyze; complex; input	->	1	ERAL1_MRPL22
110233	ERAL1	MRPL23	catalyze; complex; input	->	1	ERAL1_MRPL23
110234	ERAL1	MRPL24	catalyze; complex; input	->	1	ERAL1_MRPL24
110235	ERAL1	MRPL27	catalyze; complex; input	->	1	ERAL1_MRPL27
110236	ERAL1	MRPL28	catalyze; complex; input	->	1	ERAL1_MRPL28
110237	ERAL1	MRPL3	catalyze; complex; input	->	1	ERAL1_MRPL3
110238	ERAL1	MRPL30	catalyze; complex; input	->	1	ERAL1_MRPL30
110239	ERAL1	MRPL32	catalyze; complex; input	->	1	ERAL1_MRPL32
110240	ERAL1	MRPL33	catalyze; complex; input	->	1	ERAL1_MRPL33
110241	ERAL1	MRPL34	catalyze; complex; input	->	1	ERAL1_MRPL34
110242	ERAL1	MRPL35	catalyze; complex; input	->	1	ERAL1_MRPL35
110243	ERAL1	MRPL36	catalyze; complex; input	->	1	ERAL1_MRPL36
110244	ERAL1	MRPL37	catalyze; complex; input	->	1	ERAL1_MRPL37
110245	ERAL1	MRPL38	catalyze; complex; input	->	1	ERAL1_MRPL38
110246	ERAL1	MRPL39	catalyze; complex; input	->	1	ERAL1_MRPL39
110247	ERAL1	MRPL4	catalyze; complex; input	->	1	ERAL1_MRPL4
110248	ERAL1	MRPL40	catalyze; complex; input	->	1	ERAL1_MRPL40
110249	ERAL1	MRPL41	catalyze; complex; input	->	1	ERAL1_MRPL41
110250	ERAL1	MRPL42	catalyze; complex; input	->	1	ERAL1_MRPL42
110251	ERAL1	MRPL43	catalyze; complex; input	->	1	ERAL1_MRPL43
110252	ERAL1	MRPL44	catalyze; complex; input	->	1	ERAL1_MRPL44
110253	ERAL1	MRPL45	catalyze; complex; input	->	1	ERAL1_MRPL45
110254	ERAL1	MRPL46	catalyze; complex; input	->	1	ERAL1_MRPL46
110255	ERAL1	MRPL47	catalyze; complex; input	->	1	ERAL1_MRPL47
110256	ERAL1	MRPL48	catalyze; complex; input	->	1	ERAL1_MRPL48
110257	ERAL1	MRPL49	catalyze; complex; input	->	1	ERAL1_MRPL49
110258	ERAL1	MRPL50	catalyze; complex; input	->	1	ERAL1_MRPL50
110259	ERAL1	MRPL51	catalyze; complex; input	->	1	ERAL1_MRPL51
110260	ERAL1	MRPL52	catalyze; complex; input	->	1	ERAL1_MRPL52
110261	ERAL1	MRPL53	catalyze; complex; input	->	1	ERAL1_MRPL53
110262	ERAL1	MRPL54	catalyze; complex; input	->	1	ERAL1_MRPL54
110263	ERAL1	MRPL55	catalyze; complex; input	->	1	ERAL1_MRPL55
110264	ERAL1	MRPL57	catalyze; complex; input	->	1	ERAL1_MRPL57
110265	ERAL1	MRPL58	catalyze; complex; input	->	1	ERAL1_MRPL58
110266	ERAL1	MRPL9	catalyze; complex; input	->	1	ERAL1_MRPL9
110268	ERAL1	MRPS11	complex	-	1	ERAL1_MRPS11
110269	ERAL1	MRPS12	complex	-	1	ERAL1_MRPS12
110270	ERAL1	MRPS14	complex	-	1	ERAL1_MRPS14
110273	ERAL1	MRPS17	complex	-	1	ERAL1_MRPS17
110274	ERAL1	MRPS18A	complex	-	1	ERAL1_MRPS18A
110275	ERAL1	MRPS18B	complex	-	1	ERAL1_MRPS18B
110276	ERAL1	MRPS18C	complex	-	1	ERAL1_MRPS18C
110278	ERAL1	MRPS21	complex	-	1	ERAL1_MRPS21
110279	ERAL1	MRPS22	complex	-	1	ERAL1_MRPS22
110280	ERAL1	MRPS23	complex	-	1	ERAL1_MRPS23
110281	ERAL1	MRPS24	complex	-	1	ERAL1_MRPS24
110282	ERAL1	MRPS25	complex	-	1	ERAL1_MRPS25
110283	ERAL1	MRPS26	complex	-	1	ERAL1_MRPS26
110285	ERAL1	MRPS28	complex	-	1	ERAL1_MRPS28
110286	ERAL1	MRPS30	complex	-	1	ERAL1_MRPS30
110287	ERAL1	MRPS31	complex	-	1	ERAL1_MRPS31
110288	ERAL1	MRPS33	complex	-	1	ERAL1_MRPS33
110290	ERAL1	MRPS35	complex	-	1	ERAL1_MRPS35
110291	ERAL1	MRPS36	complex	-	1	ERAL1_MRPS36
110292	ERAL1	MRPS5	complex	-	1	ERAL1_MRPS5
110294	ERAL1	MRPS7	complex	-	1	ERAL1_MRPS7
110295	ERAL1	MRPS9	complex	-	1	ERAL1_MRPS9
110296	ERAL1	MRRF	complex; input	-	1	ERAL1_MRRF
110297	ERAL1	MTIF2	complex; input	-	1	ERAL1_MTIF2
110298	ERAL1	MTIF3	complex; input	-	1	ERAL1_MTIF3
110299	ERAL1	MTRF1L	complex; input	-	1	ERAL1_MTRF1L
110300	ERAL1	OXA1L	catalyze; complex; input	->	1	ERAL1_OXA1L
110301	ERAL1	PTCD3	complex	-	1	ERAL1_PTCD3
110302	ERAL1	TUFM	complex; input	-	1	ERAL1_TUFM
110423	ERBB2	PSAP	predicted	-	0.64	ERBB2_PSAP
110472	ERBB2	STOM	predicted	-	0.54	ERBB2_STOM
110537	ERBB3	HSPA5	predicted	-	0.64	ERBB3_HSPA5
110630	ERBB3	SLC25A5	predicted	-	0.64	ERBB3_SLC25A5
110898	ERCC1	KAT5	catalyze	->	1	ERCC1_KAT5
111038	ERCC2	POLR1C	complex; input	-	1	ERCC2_POLR1C
111064	ERCC2	RNGTT	complex; input	-	1	ERCC2_RNGTT
111071	ERCC2	RTF1	complex; input	-	1	ERCC2_RTF1
111170	ERCC3	POLR1C	complex; input	-	1	ERCC3_POLR1C
111196	ERCC3	RNGTT	complex; input	-	1	ERCC3_RNGTT
111203	ERCC3	RTF1	complex; input	-	1	ERCC3_RTF1
111284	ERCC4	KAT5	catalyze	->	1	ERCC4_KAT5
111441	ERCC6	POLR1C	complex; input	-	1	ERCC6_POLR1C
111675	EREG	SH3KBP1	complex; input	-	1	EREG_SH3KBP1
111720	ERH	SMAP	predicted	-	0.59	ERH_SMAP
111736	ERI1	EXOSC8	reaction	-	1	ERI1_EXOSC8
111737	ERI1	EXOSC9	reaction	-	1	ERI1_EXOSC9
111745	ERI1	SENP3	catalyze	->	1	ERI1_SENP3
111751	ERLEC1	HSPA5	predicted	-	0.64	ERLEC1_HSPA5
111793	ERLIN2	STOM	predicted	-	0.99	ERLIN2_STOM
111814	ERN1	HSPA5	complex	-	1	ERN1_HSPA5
111849	ERO1A	P4HB	PPrel: activation; catalyze	->	1	ERO1A_P4HB
111859	ERO1B	P4HB	PPrel: activation	->	1	ERO1B_P4HB
111867	ERP29	HSPA5	predicted	-	0.77	ERP29_HSPA5
111985	ESR1	GNAI2	activated by; complex; input	<-	1	ESR1_GNAI2
111989	ESR1	GNAQ	activate	->	1	ESR1_GNAQ
111990	ESR1	GNAS	activate	->	1	ESR1_GNAS
112044	ESR1	KAT5	complex; input	-	1	ESR1_KAT5
112104	ESR1	MPG	activate; complex; input	->	1	ESR1_MPG
112154	ESR1	PIAS1	catalyzed by	<-	1	ESR1_PIAS1
112210	ESR1	RUNX2	reaction	-	1	ESR1_RUNX2
112237	ESR1	SNW1	predicted	-	0.64	ESR1_SNW1
112240	ESR1	SP3	expression regulated by	<-	1	ESR1_SP3
112287	ESR1	USF2	complex; input	-	1	ESR1_USF2
112310	ESR2	GNAQ	activate	->	1	ESR2_GNAQ
112311	ESR2	GNAS	activate	->	1	ESR2_GNAS
112371	ESR2	PIAS1	predicted	-	0.64	ESR2_PIAS1
112480	ESRRA	RUNX2	inhibit	-|	1	ESRRA_RUNX2
112537	ESS2	SYF2	predicted	-	0.64	ESS2_SYF2
112540	ESYT1	ESYT2	complex	-	1	ESYT1_ESYT2
112542	ESYT2	ESYT3	complex	-	1	ESYT2_ESYT3
112571	ETF1	RPL18	complex; input	-	1	ETF1_RPL18
112574	ETF1	RPL21	complex; input	-	1	ETF1_RPL21
112614	ETF1	RPS15A	complex; input	-	1	ETF1_RPS15A
112639	ETF1	RPSA	complex; input	-	1	ETF1_RPSA
112646	ETF1	SP3	expression regulated by	<-	1	ETF1_SP3
112729	ETS1	MMP9	GErel: expression; expression regulates	->	1	ETS1_MMP9
112831	ETS2	MMP9	expression regulates	->	1	ETS2_MMP9
112912	ETV4	MMP9	expression regulates	->	1	ETV4_MMP9
112932	ETV4	USF2	expression regulated by	<-	1	ETV4_USF2
113045	EXO1	KAT5	complex; input	-	1	EXO1_KAT5
113083	EXO1	SP3	expression regulated by	<-	1	EXO1_SP3
113099	EXOC1	MON2	predicted	-	0.65	EXOC1_MON2
113112	EXOC1	RALA	catalyzed by; complex; input	<-	1	EXOC1_RALA
113143	EXOC2	RALA	PPrel: activated by; catalyzed by; complex; input	<-	1	EXOC2_RALA
113144	EXOC2	RALB	PPrel: activated by	<-	1	EXOC2_RALB
113149	EXOC2	TBK1	PPrel: activation	->	1	EXOC2_TBK1
113171	EXOC3	RALA	catalyzed by; complex; input	<-	1	EXOC3_RALA
113174	EXOC3	SNW1	predicted	-	0.73	EXOC3_SNW1
113208	EXOC4	RALA	PPrel: activated by; catalyzed by; complex; input	<-	1	EXOC4_RALA
113239	EXOC5	NSF	predicted	-	0.64	EXOC5_NSF
113249	EXOC5	RALA	PPrel: activated by; catalyzed by; complex; input	<-	1	EXOC5_RALA
113275	EXOC6	RALA	catalyzed by; complex; input	<-	1	EXOC6_RALA
113300	EXOC7	RALA	catalyzed by; complex; input	<-	1	EXOC7_RALA
113323	EXOC8	RALA	catalyzed by; complex; input	<-	1	EXOC8_RALA
113335	EXOSC1	EXOSC8	complex; predicted	-	1	EXOSC1_EXOSC8
113336	EXOSC1	EXOSC9	complex; predicted	-	1	EXOSC1_EXOSC9
113346	EXOSC1	KRR1	catalyze	->	1	EXOSC1_KRR1
113371	EXOSC1	SENP3	catalyze	->	1	EXOSC1_SENP3
113402	EXOSC10	EXOSC8	activate; complex; predicted	->	1	EXOSC10_EXOSC8
113403	EXOSC10	EXOSC9	activate; complex; predicted	->	1	EXOSC10_EXOSC9
113411	EXOSC10	KRR1	activate; catalyze	->	1	EXOSC10_KRR1
113438	EXOSC10	SENP3	activate; catalyze	->	1	EXOSC10_SENP3
113463	EXOSC2	EXOSC8	complex; predicted	-	1	EXOSC2_EXOSC8
113464	EXOSC2	EXOSC9	complex; predicted	-	1	EXOSC2_EXOSC9
113474	EXOSC2	KRR1	catalyze	->	1	EXOSC2_KRR1
113499	EXOSC2	SENP3	catalyze	->	1	EXOSC2_SENP3
113528	EXOSC3	EXOSC8	complex	-	1	EXOSC3_EXOSC8
113529	EXOSC3	EXOSC9	complex; predicted	-	1	EXOSC3_EXOSC9
113539	EXOSC3	KRR1	catalyze	->	1	EXOSC3_KRR1
113564	EXOSC3	SENP3	catalyze	->	1	EXOSC3_SENP3
113592	EXOSC4	EXOSC8	complex; predicted	-	1	EXOSC4_EXOSC8
113593	EXOSC4	EXOSC9	complex; predicted	-	1	EXOSC4_EXOSC9
113605	EXOSC4	KRR1	catalyze	->	1	EXOSC4_KRR1
113631	EXOSC4	SDCBP	predicted	-	0.64	EXOSC4_SDCBP
113632	EXOSC4	SENP3	catalyze	->	1	EXOSC4_SENP3
113659	EXOSC5	EXOSC8	activate; complex; predicted	->	1	EXOSC5_EXOSC8
113660	EXOSC5	EXOSC9	activate; complex; predicted	->	1	EXOSC5_EXOSC9
113670	EXOSC5	KRR1	activate; catalyze	->	1	EXOSC5_KRR1
113697	EXOSC5	SENP3	catalyze	->	1	EXOSC5_SENP3
113724	EXOSC6	EXOSC8	complex	-	1	EXOSC6_EXOSC8
113725	EXOSC6	EXOSC9	complex; predicted	-	1	EXOSC6_EXOSC9
113735	EXOSC6	KRR1	catalyze	->	1	EXOSC6_KRR1
113761	EXOSC6	SENP3	catalyze	->	1	EXOSC6_SENP3
113786	EXOSC7	EXOSC8	complex	-	1	EXOSC7_EXOSC8
113787	EXOSC7	EXOSC9	complex	-	1	EXOSC7_EXOSC9
113797	EXOSC7	KRR1	catalyze	->	1	EXOSC7_KRR1
113822	EXOSC7	SENP3	catalyze	->	1	EXOSC7_SENP3
113847	EXOSC8	EXOSC9	complex	-	1	EXOSC8_EXOSC9
113848	EXOSC8	FBL	catalyze	->	1	EXOSC8_FBL
113849	EXOSC8	FCF1	catalyze	->	1	EXOSC8_FCF1
113850	EXOSC8	FLJ00327	predicted	-	0.66	EXOSC8_FLJ00327
113851	EXOSC8	HBS1L	complex	-	1	EXOSC8_HBS1L
113852	EXOSC8	HEATR1	catalyze	->	1	EXOSC8_HEATR1
113853	EXOSC8	IMP3	catalyze	->	1	EXOSC8_IMP3
113854	EXOSC8	IMP4	catalyze	->	1	EXOSC8_IMP4
113855	EXOSC8	ISG20L2	reaction	-	1	EXOSC8_ISG20L2
113856	EXOSC8	KHSRP	complex; input	-	1	EXOSC8_KHSRP
113857	EXOSC8	KRR1	catalyze	->	1	EXOSC8_KRR1
113858	EXOSC8	LAS1L	catalyze	->	1	EXOSC8_LAS1L
113859	EXOSC8	MPHOSPH10	catalyze	->	1	EXOSC8_MPHOSPH10
113860	EXOSC8	MPHOSPH6	activated by; complex	<-	1	EXOSC8_MPHOSPH6
113861	EXOSC8	MTREX	activated by; complex	<-	1	EXOSC8_MTREX
113862	EXOSC8	NOC4L	catalyze	->	1	EXOSC8_NOC4L
113863	EXOSC8	NOL11	catalyze	->	1	EXOSC8_NOL11
113864	EXOSC8	NOL6	catalyze	->	1	EXOSC8_NOL6
113865	EXOSC8	NOL9	catalyze	->	1	EXOSC8_NOL9
113866	EXOSC8	NOP14	catalyze	->	1	EXOSC8_NOP14
113867	EXOSC8	NOP56	catalyze	->	1	EXOSC8_NOP56
113868	EXOSC8	NOP58	catalyze	->	1	EXOSC8_NOP58
113870	EXOSC8	PDCD11	catalyze	->	1	EXOSC8_PDCD11
113871	EXOSC8	PELP1	catalyze	->	1	EXOSC8_PELP1
113872	EXOSC8	PNPT1	predicted	-	0.92	EXOSC8_PNPT1
113873	EXOSC8	PWP2	catalyze	->	1	EXOSC8_PWP2
113874	EXOSC8	RCL1	catalyze	->	1	EXOSC8_RCL1
113875	EXOSC8	RPA2	predicted	-	0.58	EXOSC8_RPA2
113876	EXOSC8	RPS14	catalyze	->	1	EXOSC8_RPS14
113877	EXOSC8	RPS2	catalyze	->	1	EXOSC8_RPS2
113878	EXOSC8	RPS6	catalyze	->	1	EXOSC8_RPS6
113879	EXOSC8	RPS7	catalyze	->	1	EXOSC8_RPS7
113880	EXOSC8	RPS9	catalyze	->	1	EXOSC8_RPS9
113881	EXOSC8	RRP36	catalyze	->	1	EXOSC8_RRP36
113882	EXOSC8	RRP7A	catalyze	->	1	EXOSC8_RRP7A
113883	EXOSC8	RRP9	catalyze	->	1	EXOSC8_RRP9
113884	EXOSC8	SENP3	catalyze	->	1	EXOSC8_SENP3
113885	EXOSC8	SKIV2L	complex	-	1	EXOSC8_SKIV2L
113886	EXOSC8	SNRPC	predicted	-	0.58	EXOSC8_SNRPC
113887	EXOSC8	SNU13	catalyze	->	1	EXOSC8_SNU13
113888	EXOSC8	TBL3	catalyze	->	1	EXOSC8_TBL3
113889	EXOSC8	TEX10	catalyze	->	1	EXOSC8_TEX10
113890	EXOSC8	TNPO1	complex; input	-	1	EXOSC8_TNPO1
113892	EXOSC8	UTP11	catalyze	->	1	EXOSC8_UTP11
113893	EXOSC8	UTP14A	catalyze	->	1	EXOSC8_UTP14A
113894	EXOSC8	UTP15	catalyze	->	1	EXOSC8_UTP15
113895	EXOSC8	UTP18	catalyze	->	1	EXOSC8_UTP18
113896	EXOSC8	UTP20	catalyze	->	1	EXOSC8_UTP20
113897	EXOSC8	UTP3	catalyze	->	1	EXOSC8_UTP3
113898	EXOSC8	UTP4	catalyze	->	1	EXOSC8_UTP4
113899	EXOSC8	UTP6	catalyze	->	1	EXOSC8_UTP6
113900	EXOSC8	WDR18	catalyze	->	1	EXOSC8_WDR18
113901	EXOSC8	WDR3	catalyze	->	1	EXOSC8_WDR3
113902	EXOSC8	WDR36	catalyze	->	1	EXOSC8_WDR36
113903	EXOSC8	WDR43	catalyze	->	1	EXOSC8_WDR43
113904	EXOSC8	WDR46	catalyze	->	1	EXOSC8_WDR46
113905	EXOSC8	WDR61	complex	-	1	EXOSC8_WDR61
113906	EXOSC8	WDR75	catalyze	->	1	EXOSC8_WDR75
113907	EXOSC8	XRN1	complex; input	-	1	EXOSC8_XRN1
113908	EXOSC8	ZFP36	complex; input	-	1	EXOSC8_ZFP36
113909	EXOSC8	ZFP36L1	complex; input	-	1	EXOSC8_ZFP36L1
113910	EXOSC9	FBL	catalyze	->	1	EXOSC9_FBL
113911	EXOSC9	FCF1	catalyze	->	1	EXOSC9_FCF1
113912	EXOSC9	FLJ00327	predicted	-	0.66	EXOSC9_FLJ00327
113913	EXOSC9	FOXP3	predicted	-	0.54	EXOSC9_FOXP3
113914	EXOSC9	HBS1L	complex	-	1	EXOSC9_HBS1L
113915	EXOSC9	HEATR1	catalyze	->	1	EXOSC9_HEATR1
113916	EXOSC9	IMP3	catalyze	->	1	EXOSC9_IMP3
113917	EXOSC9	IMP4	catalyze	->	1	EXOSC9_IMP4
113918	EXOSC9	ISG20L2	reaction	-	1	EXOSC9_ISG20L2
113919	EXOSC9	KHSRP	complex; input	-	1	EXOSC9_KHSRP
113920	EXOSC9	KRR1	catalyze	->	1	EXOSC9_KRR1
113921	EXOSC9	LAS1L	catalyze	->	1	EXOSC9_LAS1L
113922	EXOSC9	LUM	predicted	-	0.64	EXOSC9_LUM
113923	EXOSC9	MPHOSPH10	catalyze	->	1	EXOSC9_MPHOSPH10
113924	EXOSC9	MPHOSPH6	activated by; complex	<-	1	EXOSC9_MPHOSPH6
113925	EXOSC9	MTREX	activated by; complex	<-	1	EXOSC9_MTREX
113926	EXOSC9	NOC4L	catalyze	->	1	EXOSC9_NOC4L
113927	EXOSC9	NOL11	catalyze	->	1	EXOSC9_NOL11
113928	EXOSC9	NOL6	catalyze	->	1	EXOSC9_NOL6
113929	EXOSC9	NOL9	catalyze	->	1	EXOSC9_NOL9
113930	EXOSC9	NOP14	catalyze	->	1	EXOSC9_NOP14
113931	EXOSC9	NOP56	catalyze	->	1	EXOSC9_NOP56
113932	EXOSC9	NOP58	catalyze	->	1	EXOSC9_NOP58
113934	EXOSC9	PDCD11	catalyze	->	1	EXOSC9_PDCD11
113935	EXOSC9	PELP1	catalyze	->	1	EXOSC9_PELP1
113936	EXOSC9	PWP2	catalyze	->	1	EXOSC9_PWP2
113937	EXOSC9	RCL1	catalyze	->	1	EXOSC9_RCL1
113938	EXOSC9	RPS14	catalyze	->	1	EXOSC9_RPS14
113939	EXOSC9	RPS2	catalyze	->	1	EXOSC9_RPS2
113940	EXOSC9	RPS6	catalyze	->	1	EXOSC9_RPS6
113941	EXOSC9	RPS7	catalyze	->	1	EXOSC9_RPS7
113942	EXOSC9	RPS9	catalyze	->	1	EXOSC9_RPS9
113943	EXOSC9	RRP36	catalyze	->	1	EXOSC9_RRP36
113944	EXOSC9	RRP7A	catalyze	->	1	EXOSC9_RRP7A
113945	EXOSC9	RRP9	catalyze	->	1	EXOSC9_RRP9
113946	EXOSC9	SENP3	catalyze	->	1	EXOSC9_SENP3
113947	EXOSC9	SETX	predicted	-	0.64	EXOSC9_SETX
113948	EXOSC9	SKIV2L	complex	-	1	EXOSC9_SKIV2L
113949	EXOSC9	SNU13	catalyze	->	1	EXOSC9_SNU13
