	Gene1	Gene2	Annotation	Direction	Score
7137	EXOSC4	SENP3	catalyze	->	1
7138	EXOSC4	UTP15	catalyze	->	1
7139	EXOSC4	WDR3	catalyze	->	1
7140	EXOSC5	HEATR1	activate; catalyze	->	1
7141	EXOSC5	NOP14	activate; catalyze	->	1
7142	EXOSC5	PARN	complex; input	-	1
7143	EXOSC5	PDCD11	activate; catalyze	->	1
7144	EXOSC5	SENP3	catalyze	->	1
7145	EXOSC5	UTP15	activate; catalyze	->	1
7146	EXOSC5	WDR3	activate; catalyze	->	1
7147	EXOSC6	HEATR1	catalyze	->	1
7148	EXOSC6	NOP14	catalyze	->	1
7149	EXOSC6	PARN	complex; input	-	1
7150	EXOSC6	PDCD11	catalyze	->	1
7151	EXOSC6	SENP3	catalyze	->	1
7152	EXOSC6	UTP15	catalyze	->	1
7153	EXOSC6	WDR3	catalyze	->	1
7154	EXOSC7	HEATR1	catalyze	->	1
7155	EXOSC7	NOP14	catalyze	->	1
7156	EXOSC7	PARN	complex; input	-	1
7157	EXOSC7	PDCD11	catalyze	->	1
7158	EXOSC7	SENP3	catalyze	->	1
7159	EXOSC7	UTP15	catalyze	->	1
7160	EXOSC7	WDR3	catalyze	->	1
7161	EXOSC8	HEATR1	catalyze	->	1
7162	EXOSC8	NOP14	catalyze	->	1
7163	EXOSC8	PARN	complex; input	-	1
7164	EXOSC8	PDCD11	catalyze	->	1
7165	EXOSC8	SENP3	catalyze	->	1
7166	EXOSC8	UTP15	catalyze	->	1
7167	EXOSC8	WDR3	catalyze	->	1
7168	EXOSC9	HEATR1	catalyze	->	1
7169	EXOSC9	NOP14	catalyze	->	1
7170	EXOSC9	PARN	complex; input	-	1
7171	EXOSC9	PDCD11	catalyze	->	1
7172	EXOSC9	SENP3	catalyze	->	1
7173	EXOSC9	UTP15	catalyze	->	1
7174	EXOSC9	WDR3	catalyze	->	1
7175	EXT1	OSTF1	predicted	-	0.64
7176	EZH1	MTF2	predicted	-	0.54
7177	EZH2	MTF2	complex	-	1
7178	EZH2	NOP2	predicted	-	0.64
7179	EZH2	RPS6KA5	predicted	-	0.64
7180	EZR	PLS3	predicted	-	0.56
7181	F10	ITGAM	complex; input	-	1
7182	F10	ITGB2	complex; input	-	1
7183	F11R	ITGB2	PPrel: binding/association; complex; input	-	1
7184	F12	KRT1	predicted	-	0.64
7185	F13A1	F13B	complex	-	1
7186	F13A1	F2	PPrel: activated by; catalyzed by; inhibited by	-	1
7187	F13A1	FGA	activated by; catalyze	<->	1
7188	F13A1	FGB	activated by; catalyze	<->	1
7189	F13A1	FGG	activated by; catalyze	<->	1
7190	F13A1	ITGA4	complex; input	-	1
7191	F13A1	ITGA9	complex; input	-	1
7192	F13A1	ITGB1	complex; input	-	1
7193	F13A1	NFIC	expression regulated by	<-	1
7194	F13A1	PROC	inhibited by	|-	1
7195	F13A1	SERPINA5	inhibited by	|-	1
7196	F13A1	SERPINC1	inhibited by	|-	1
7197	F13A1	SERPIND1	inhibited by	|-	1
7198	F13A1	SERPINE2	inhibited by	|-	1
7199	F2	GNAQ	complex; input	-	1
7200	F2	GNAS	complex; input	-	1
7201	F2	GNG2	complex; input	-	1
7202	F2	MAP2K1	complex; reaction	-	1
7203	F2R	GNAI2	activate	->	1
7204	F2R	GNAQ	PPrel: activation; activate; catalyze; complex; input	->	1
7205	F2R	GNAS	PPrel: activation	->	1
7206	F2R	GNG2	activate; catalyze; complex; input	->	1
7207	F2R	GZMA	PPrel: activated by	<-	1
7208	F2R	PRTN3	predicted	-	0.64
7209	F2RL1	GNAQ	PPrel: activation; complex; input	->	1
7210	F2RL1	GNG2	complex; input	-	1
7211	F2RL1	GZMA	PPrel: activated by	<-	1
7212	F2RL1	PRTN3	predicted	-	0.64
7213	F2RL2	GNAQ	catalyze; complex; input	->	1
7214	F2RL2	GNG2	activate; catalyze; complex; input	->	1
7215	F2RL2	GZMA	PPrel: activated by	<-	1
7216	F2RL3	GNAQ	PPrel: activation; activate; catalyze; complex; input	->	1
7217	F2RL3	GNAS	PPrel: activation	->	1
7218	F2RL3	GNG2	activate; catalyze; complex; input	->	1
7219	F2RL3	GZMA	PPrel: activated by	<-	1
7220	F5	STX5	input	-	1
7221	F8	STX5	input	-	1
7222	FADD	PEA15	predicted	-	0.98
7223	FAM131B	MAP2K1	complex; input	-	1
7224	FAM13A	RHOG	catalyze	->	1
7225	FAM13B	RHOG	catalyze	->	1
7226	FAM192A	MRPS22	predicted	-	0.78
7227	FAM20A	P4HB	activate	->	1
7228	FAM20C	P4HB	activate; catalyze; catalyzed by; complex; input	<->	1
7229	FAM3C	REEP5	predicted	-	0.58
7230	FAP	ITGB1	predicted	-	0.98
7231	FASLG	ITGB1	predicted	-	0.54
7232	FASLG	ITGB2	predicted	-	0.54
7233	FASLG	OSTF1	predicted	-	0.64
7234	FASLG	PSTPIP1	predicted	-	0.99
7235	FAU	RPL23	catalyze; catalyzed by; complex; input	<->	1
7236	FAU	UPF3B	complex; input	-	1
7237	FBF1	TUBA4A	complex; input	-	1
7238	FBL	HEATR1	activated by; complex; input	<-	1
7239	FBL	NOP14	complex	-	1
7240	FBL	NOP2	predicted	-	0.99
7241	FBL	PDCD11	complex	-	1
7242	FBL	UTP15	activated by; complex; input	<-	1
7243	FBL	WDR3	complex	-	1
7244	FBN1	ITGB1	complex; input	-	1
7245	FBP1	PTPRJ	predicted	-	0.64
7246	FBXL12	HUWE1	catalyze; catalyzed by; input	<->	1
7247	FBXL13	HUWE1	catalyze; catalyzed by; input	<->	1
7248	FBXL14	HUWE1	catalyze; catalyzed by; input	<->	1
7249	FBXL15	HUWE1	catalyze; catalyzed by; input	<->	1
7250	FBXL16	HUWE1	catalyze; catalyzed by; input	<->	1
7251	FBXL18	HUWE1	catalyze; catalyzed by; input	<->	1
7252	FBXL19	HUWE1	catalyze; catalyzed by; input	<->	1
7253	FBXL20	HUWE1	catalyze; catalyzed by; input	<->	1
7254	FBXL21P	HUWE1	catalyze; catalyzed by; input	<->	1
7255	FBXL22	HUWE1	catalyze; catalyzed by; input	<->	1
7256	FBXL3	HUWE1	catalyze; catalyzed by; input	<->	1
7257	FBXL4	HUWE1	catalyze; catalyzed by; input	<->	1
7258	FBXL5	HUWE1	catalyze; catalyzed by; input	<->	1
7259	FBXL7	HUWE1	catalyze; catalyzed by; input	<->	1
7260	FBXL7	PSMC5	catalyzed by	<-	1
7261	FBXL8	HUWE1	catalyze; catalyzed by; input	<->	1
7262	FBXO10	HUWE1	catalyze; catalyzed by; input	<->	1
7263	FBXO11	HUWE1	catalyze; catalyzed by; input	<->	1
7264	FBXO15	HUWE1	catalyze; catalyzed by; input	<->	1
7265	FBXO17	HUWE1	catalyze; catalyzed by; input	<->	1
7266	FBXO2	HUWE1	catalyze; catalyzed by; input	<->	1
7267	FBXO21	HUWE1	catalyze; catalyzed by; input	<->	1
7268	FBXO22	HUWE1	catalyze; catalyzed by; input	<->	1
7269	FBXO27	HUWE1	catalyze; catalyzed by; input	<->	1
7270	FBXO30	HUWE1	catalyze; catalyzed by; input	<->	1
7271	FBXO31	HUWE1	catalyze; catalyzed by; input	<->	1
7272	FBXO32	HUWE1	catalyze; catalyzed by; input	<->	1
7273	FBXO4	HUWE1	catalyze; catalyzed by; input	<->	1
7274	FBXO40	HUWE1	catalyze; catalyzed by; input	<->	1
7275	FBXO41	HUWE1	catalyze; catalyzed by; input	<->	1
7276	FBXO44	HUWE1	catalyze; catalyzed by; input	<->	1
7277	FBXO5	PSMC5	catalyzed by	<-	1
7278	FBXO6	HSPA9	predicted	-	0.64
7279	FBXO6	HUWE1	catalyze; catalyzed by; input	<->	1
7280	FBXO6	MANBA	predicted	-	0.64
7281	FBXO7	HUWE1	catalyze; catalyzed by; input	<->	1
7282	FBXO9	HUWE1	catalyze; catalyzed by; input	<->	1
7283	FBXW10	HUWE1	catalyze; catalyzed by; input	<->	1
7284	FBXW11	HUWE1	catalyze; catalyzed by; input	<->	1
7285	FBXW12	HUWE1	catalyze; catalyzed by; input	<->	1
7286	FBXW2	HUWE1	catalyze; catalyzed by; input	<->	1
7287	FBXW4	HUWE1	catalyze; catalyzed by; input	<->	1
7288	FBXW5	HUWE1	catalyze; catalyzed by; input	<->	1
7289	FBXW7	HUWE1	catalyze; catalyzed by; input	<->	1
7290	FBXW7	MAP2K1	predicted	-	0.64
7291	FBXW7	PSMC5	catalyzed by	<-	1
7292	FBXW7	RCOR1	predicted	-	0.64
7293	FBXW7	RUNX2	complex; input	-	1
7294	FBXW8	HUWE1	catalyze; catalyzed by; input	<->	1
7295	FBXW9	HUWE1	catalyze; catalyzed by; input	<->	1
7296	FCER1A	FCER1G	complex	-	1
7297	FCER1G	FCERI	complex	-	1
7298	FCER1G	FCGR2B	complex; input	-	1
7299	FCER1G	FCGR3A	PPrel: binding/association	-	1
7300	FCER1G	FCGR3B	PPrel: binding/association	-	1
7301	FCER1G	FER	activate	->	1
7302	FCER1G	FGR	predicted	-	0.92
7303	FCER1G	FOS	inhibite	-|	1
7304	FCER1G	FYN	PPrel: activated by, phosphorylation; PPrel: activation; PPrel: binding/association; catalyzed by; complex; input	<->	1
7305	FCER1G	GAB2	activate	->	1
7306	FCER1G	GP6	PPrel: binding/association; complex; input	-	1
7307	FCER1G	GRB2	activate	->	1
7308	FCER1G	HCLS1	activate	->	1
7309	FCER1G	HRAS	activated by; inhibite	<-|	1
7310	FCER1G	IGHE	complex; input	-	1
7311	FCER1G	IGHV	complex	-	1
7312	FCER1G	IGHV1-2	complex	-	1
7313	FCER1G	IGHV1-46	complex	-	1
7314	FCER1G	IGHV1-69	complex	-	1
7315	FCER1G	IGHV2-5	complex	-	1
7316	FCER1G	IGHV2-70	complex	-	1
7317	FCER1G	IGHV3-11	complex	-	1
7318	FCER1G	IGHV3-13	complex	-	1
7319	FCER1G	IGHV3-23	complex	-	1
7320	FCER1G	IGHV3-30	complex	-	1
7321	FCER1G	IGHV3-33	complex	-	1
7322	FCER1G	IGHV3-48	complex	-	1
7323	FCER1G	IGHV3-53	complex	-	1
7324	FCER1G	IGHV3-7	complex	-	1
7325	FCER1G	IGHV3-9	complex	-	1
7326	FCER1G	IGHV4-34	complex	-	1
7327	FCER1G	IGHV4-39	complex	-	1
7328	FCER1G	IGHV4-59	complex	-	1
7329	FCER1G	IGHV7-81	complex	-	1
7330	FCER1G	IGKC	complex	-	1
7331	FCER1G	IGKV1-12	complex	-	1
7332	FCER1G	IGKV1-16	complex	-	1
7333	FCER1G	IGKV1-17	complex	-	1
7334	FCER1G	IGKV1-33	complex	-	1
7335	FCER1G	IGKV1-39	complex	-	1
7336	FCER1G	IGKV1-5	complex	-	1
7337	FCER1G	IGKV1D-12	complex	-	1
7338	FCER1G	IGKV1D-16	complex	-	1
7339	FCER1G	IGKV2-29	complex	-	1
7340	FCER1G	IGKV2-30	complex	-	1
7341	FCER1G	IGKV2D-28	complex	-	1
7342	FCER1G	IGKV2D-30	complex	-	1
7343	FCER1G	IGKV2D-40	complex	-	1
7344	FCER1G	IGKV3-11	complex	-	1
7345	FCER1G	IGKV3-15	complex	-	1
7346	FCER1G	IGKV3-20	complex	-	1
7347	FCER1G	IGKV3D-20	complex	-	1
7348	FCER1G	IGKV4-1	complex	-	1
7349	FCER1G	IGKV5-2	complex	-	1
7350	FCER1G	IGLC1	complex	-	1
7351	FCER1G	IGLC2	complex	-	1
7352	FCER1G	IGLC3	complex	-	1
7353	FCER1G	IGLC6	complex	-	1
7354	FCER1G	IGLC7	complex	-	1
7355	FCER1G	IGLV	complex	-	1
7356	FCER1G	IGLV1-40	complex	-	1
7357	FCER1G	IGLV1-44	complex	-	1
7358	FCER1G	IGLV1-47	complex	-	1
7359	FCER1G	IGLV1-51	complex	-	1
7360	FCER1G	IGLV2-11	complex	-	1
7361	FCER1G	IGLV2-14	complex	-	1
7362	FCER1G	IGLV2-23	complex	-	1
7363	FCER1G	IGLV2-8	complex	-	1
7364	FCER1G	IGLV3-1	complex	-	1
7365	FCER1G	IGLV3-19	complex	-	1
7366	FCER1G	IGLV3-21	complex	-	1
7367	FCER1G	IGLV3-25	complex	-	1
7368	FCER1G	IGLV3-27	complex	-	1
7369	FCER1G	IGLV6-57	complex	-	1
7370	FCER1G	IGLV7-43	complex	-	1
7371	FCER1G	INPP5D	complex; input	-	1
7372	FCER1G	ITGB2	predicted	-	0.98
7373	FCER1G	ITK	activate	->	1
7374	FCER1G	JAK2	complex; predicted; reaction	-	1
7375	FCER1G	JUN	inhibite	-|	1
7376	FCER1G	KLRG1	activate; activated by	<->	1
7377	FCER1G	LAT	activate	->	1
7378	FCER1G	LAT2	activate	->	1
7379	FCER1G	LCP2	activate	->	1
7380	FCER1G	LILRA4	predicted	-	0.64
7381	FCER1G	LY86	predicted	-	0.65
7382	FCER1G	LYN	PPrel: activated by, phosphorylation; catalyzed by; complex; input	<-	1
7383	FCER1G	MAPK8	activated by; inhibit	<-|	1
7384	FCER1G	MPIG6B	inhibited by	|-	1
7385	FCER1G	MS4A2	complex	-	1
7386	FCER1G	MYO1F	predicted	-	0.59
7387	FCER1G	NCF1	predicted	-	0.98
7388	FCER1G	NCF2	predicted	-	0.92
7389	FCER1G	NCR1	PPrel: binding/association	-	1
7390	FCER1G	NCR3	PPrel: binding/association	-	1
7391	FCER1G	NFATC2	activate	->	1
7392	FCER1G	PIK3CA	PPrel: activation; activate	->	1
7393	FCER1G	PIK3CA VARIANT PROTEIN	PPrel: activation	->	1
7394	FCER1G	PIK3CB	PPrel: activation	->	1
7395	FCER1G	PIK3CD	PPrel: activation	->	1
7396	FCER1G	PIK3R1	PPrel: activation; activate	->	1
7397	FCER1G	PIK3R2	PPrel: activation	->	1
7398	FCER1G	PIK3R3	PPrel: activation	->	1
7399	FCER1G	PLA2G4A	activate	->	1
7400	FCER1G	PLCG1	activate	->	1
7401	FCER1G	PLCG2	complex; input	-	1
7402	FCER1G	PLD2	activate	->	1
7403	FCER1G	PTK2	activate	->	1
7404	FCER1G	PTPN11	activate; activated by; inhibited by	->	1
7405	FCER1G	PTPN6	inhibited by	|-	1
7406	FCER1G	PTPRC	predicted	-	0.92
7407	FCER1G	RAF1	inhibite	-|	1
7408	FCER1G	RASA1	complex; input	-	1
7409	FCER1G	SHC1	activate	->	1
7410	FCER1G	SOS1	activate	->	1
7411	FCER1G	SPHK1	activate	->	1
7412	FCER1G	SYK	PPrel: activation; PPrel: binding/association; complex; input; predicted	->	1
7413	FCER1G	TARM1	predicted	-	0.64
7414	FCER1G	V1-11	complex	-	1
7415	FCER1G	V1-13	complex	-	1
7416	FCER1G	V1-16	complex	-	1
7417	FCER1G	V1-20	complex	-	1
7418	FCER1G	V1-3	complex	-	1
7419	FCER1G	V1-5	complex	-	1
7420	FCER1G	V1-7	complex	-	1
7421	FCER1G	V1-9	complex	-	1
7422	FCER1G	V2-11	complex	-	1
7423	FCER1G	V2-15	complex	-	1
7424	FCER1G	V2-17	complex	-	1
7425	FCER1G	V2-19	complex	-	1
7426	FCER1G	V2-8	complex	-	1
7427	FCER1G	V3-2	complex	-	1
7428	FCER1G	V3-3	complex	-	1
7429	FCER1G	V3-4	complex	-	1
7430	FCER1G	V4-1	complex	-	1
7431	FCER1G	V4-2	complex	-	1
7432	FCER1G	V4-6	complex	-	1
7433	FCER1G	V5-1	complex	-	1
7434	FCER1G	V5-4	complex	-	1
7435	FCER1G	V5-6	complex	-	1
7436	FCER1G	VAV1	activate; reaction	->	1
7437	FCER1G	WIPF1	complex; input	-	1
7438	FCER1G	ZAP70	PPrel: activation	->	1
7439	FCF1	HEATR1	activated by; complex; input	<-	1
7440	FCF1	NOP14	activate; complex; input	->	1
7441	FCF1	PDCD11	activate; complex; input	->	1
7442	FCF1	UTP15	activated by; complex; input	<-	1
7443	FCF1	WDR3	activate; complex; input	->	1
7444	FCGR2A	ITGAM	complex; input	-	1
7445	FCGR2A	ITGB2	complex; input	-	1
7446	FCHSD2	WAS	predicted	-	0.64
7447	FCN1	FFAR2	predicted	-	0.64
7448	FCN1	MASP1	complex	-	1
7449	FCN1	MASP2	complex	-	1
7450	FCN1	PTX3	predicted	-	0.64
7451	FDX1	LYRM4	activate; catalyze; catalyzed by; input	<->	1
7452	FDX2	LYRM4	activate; catalyze; catalyzed by; input	<->	1
7453	FEM1B	HTT	predicted	-	0.64
7454	FERMT1	ITGB1	predicted	-	0.99
7455	FERMT1	ITGB2	predicted	-	0.99
7456	FERMT2	ITGB1	predicted	-	1
7457	FERMT2	ITGB2	predicted	-	0.99
7458	FERMT3	ITGB1	predicted	-	0.99
7459	FERMT3	ITGB2	predicted	-	0.99
7460	FFAR1	GNAQ	PPrel: activation; complex; input	->	1
7461	FFAR1	GNG2	complex; input	-	1
7462	FFAR2	GNAI2	PPrel: activation	->	1
7463	FFAR2	GNAQ	complex; input	-	1
7464	FFAR2	GNG2	complex; input	-	1
7465	FFAR3	GNAQ	complex; input	-	1
7466	FFAR3	GNG2	complex; input	-	1
7467	FFAR4	GNAQ	complex; input	-	1
7468	FFAR4	GNG2	complex; input	-	1
7469	FGA	ITGAM	complex; input	-	1
7470	FGA	ITGB1	complex; input	-	1
7471	FGA	ITGB2	complex; input	-	1
7472	FGB	ITGAM	complex; input	-	1
7473	FGB	ITGB1	complex; input	-	1
7474	FGB	ITGB2	complex; input	-	1
7475	FGB	MAP2K1	predicted	-	0.64
7476	FGD1	RHOG	catalyze	->	1
7477	FGD2	RHOG	catalyze	->	1
7478	FGD3	RHOG	catalyze	->	1
7479	FGD4	RHOG	catalyze	->	1
7480	FGFR1OP	NME7	complex; input	-	1
7481	FGFR1OP	TUBA4A	complex	-	1
7482	FGFR2	SH3GLB1	PPrel: binding/association	-	1
7483	FGFR3	SH3GLB1	PPrel: binding/association	-	1
7484	FGFR4	SH3GLB1	PPrel: binding/association	-	1
7485	FGG	ITGAM	complex; input	-	1
7486	FGG	ITGB1	complex; input	-	1
7487	FGG	ITGB2	complex; input	-	1
7488	FGR	GNAI2	PPrel: activated by; activate; activated by; complex; inhibited by; input	->	1
7489	FGR	GNG2	reaction	-	1
7490	FGR	NCF2	predicted	-	0.92
7491	FGR	PTPRC	predicted	-	0.92
7492	FGR	WAS	predicted	-	0.98
7493	FIP1L1	FUS	complex; input	-	1
7494	FIP1L1	GPKOW	complex; input	-	1
7495	FIP1L1	GTF2F1	complex; input	-	1
7496	FIP1L1	GTF2F2	complex; input	-	1
7497	FIP1L1	HNRNPA0	complex; input	-	1
7498	FIP1L1	HNRNPA1	complex; input	-	1
7499	FIP1L1	HNRNPA2B1	complex; input	-	1
7500	FIP1L1	HNRNPA3	complex; input	-	1
7501	FIP1L1	HNRNPC	complex; input	-	1
7502	FIP1L1	HNRNPD	complex; input	-	1
7503	FIP1L1	HNRNPF	complex; input	-	1
7504	FIP1L1	HNRNPH1	complex; input	-	1
7505	FIP1L1	HNRNPH2	complex; input	-	1
7506	FIP1L1	HNRNPK	complex; input	-	1
7507	FIP1L1	HNRNPL	complex; input	-	1
7508	FIP1L1	HNRNPM	complex; input	-	1
7509	FIP1L1	HNRNPR	complex; input	-	1
7510	FIP1L1	HNRNPU	complex; input	-	1
7511	FIP1L1	HNRNPUL1	complex; input	-	1
7512	FIP1L1	HSPA8	complex; input	-	1
7513	FIP1L1	ISY1	complex; input	-	1
7514	FIP1L1	LSM2	complex; input	-	1
7515	FIP1L1	LSM3	input	-	1
7516	FIP1L1	LSM4	input	-	1
7517	FIP1L1	LSM5	input	-	1
7518	FIP1L1	LSM6	input	-	1
7519	FIP1L1	LSM7	input	-	1
7520	FIP1L1	LSM8	input	-	1
7521	FIP1L1	MAGOH	complex; input	-	1
7522	FIP1L1	MAGOHB	complex; input	-	1
7523	FIP1L1	NCBP1	complex; input	-	1
7524	FIP1L1	NCBP2	complex; input	-	1
7525	FIP1L1	NDC1	activated by	<-	1
7526	FIP1L1	NUDT21	catalyzed by; complex; input	<-	1
7527	FIP1L1	NUP107	activated by	<-	1
7528	FIP1L1	NUP133	activated by	<-	1
7529	FIP1L1	NUP153	activated by	<-	1
7530	FIP1L1	NUP155	activated by	<-	1
7531	FIP1L1	NUP160	activated by	<-	1
7532	FIP1L1	NUP188	activated by	<-	1
7533	FIP1L1	NUP205	activated by	<-	1
7534	FIP1L1	NUP210	activated by	<-	1
7535	FIP1L1	NUP214	activated by	<-	1
7536	FIP1L1	NUP35	activated by	<-	1
7537	FIP1L1	NUP37	activated by	<-	1
7538	FIP1L1	NUP42	activated by	<-	1
7539	FIP1L1	NUP43	activated by	<-	1
7540	FIP1L1	NUP50	activated by	<-	1
7541	FIP1L1	NUP54	activated by	<-	1
7542	FIP1L1	NUP58	activated by	<-	1
7543	FIP1L1	NUP62	activated by	<-	1
7544	FIP1L1	NUP85	activated by	<-	1
7545	FIP1L1	NUP88	activated by	<-	1
7546	FIP1L1	NUP93	activated by	<-	1
7547	FIP1L1	NUP98	activated by	<-	1
7548	FIP1L1	NXF1	input	-	1
7549	FIP1L1	PABPN1	complex; input	-	1
7550	FIP1L1	PAPOLA	catalyzed by; complex; input	<-	1
7551	FIP1L1	PCBP1	complex; input	-	1
7552	FIP1L1	PCBP2	complex; input	-	1
7553	FIP1L1	PCF11	catalyzed by; complex; input	<-	1
7554	FIP1L1	PHF5A	complex; input	-	1
7555	FIP1L1	PLRG1	complex; input	-	1
7556	FIP1L1	POLDIP3	complex; input	-	1
7557	FIP1L1	POLR2A	complex; input	-	1
7558	FIP1L1	POLR2B	complex; input	-	1
7559	FIP1L1	POLR2C	complex; input	-	1
7560	FIP1L1	POLR2D	complex; input	-	1
7561	FIP1L1	POLR2E	complex; input	-	1
7562	FIP1L1	POLR2F	complex; input	-	1
7563	FIP1L1	POLR2G	complex; input	-	1
7564	FIP1L1	POLR2H	complex; input	-	1
7565	FIP1L1	POLR2I	complex; input	-	1
7566	FIP1L1	POLR2J	complex; input	-	1
7567	FIP1L1	POLR2K	complex; input	-	1
7568	FIP1L1	POLR2L	complex; input	-	1
7569	FIP1L1	POM121	activated by	<-	1
7570	FIP1L1	POM121C	activated by	<-	1
7571	FIP1L1	PPIE	complex; input	-	1
7572	FIP1L1	PPIH	input	-	1
7573	FIP1L1	PPIL1	complex; input	-	1
7574	FIP1L1	PPP1CA	PPrel: binding/association	-	1
7575	FIP1L1	PPP1CB	PPrel: binding/association	-	1
7576	FIP1L1	PPP1CC	PPrel: binding/association	-	1
7577	FIP1L1	PPWD1	complex; input	-	1
7578	FIP1L1	PQBP1	complex; input	-	1
7579	FIP1L1	PRCC	complex; input	-	1
7580	FIP1L1	PRPF19	complex; input	-	1
7581	FIP1L1	PRPF3	input	-	1
7582	FIP1L1	PRPF31	input	-	1
7583	FIP1L1	PRPF38A	input	-	1
7584	FIP1L1	PRPF4	input	-	1
7585	FIP1L1	PRPF6	complex; input	-	1
7586	FIP1L1	PRPF8	complex; input	-	1
7587	FIP1L1	PTBP1	complex; input	-	1
7588	FIP1L1	PUF60	complex; input	-	1
7589	FIP1L1	RAE1	activated by	<-	1
7590	FIP1L1	RANBP2	activated by	<-	1
7591	FIP1L1	RBM17	complex; input	-	1
7592	FIP1L1	RBM22	complex; input	-	1
7593	FIP1L1	RBM5	complex; input	-	1
7594	FIP1L1	RBM8A	complex; input	-	1
7595	FIP1L1	RBMX	complex; input	-	1
7596	FIP1L1	RNPS1	complex; input	-	1
7597	FIP1L1	SARNP	complex; input	-	1
7598	FIP1L1	SART1	input	-	1
7599	FIP1L1	SEC13	activated by	<-	1
7600	FIP1L1	SEH1L	activated by	<-	1
7601	FIP1L1	SF3A1	complex; input	-	1
7602	FIP1L1	SF3A2	complex; input	-	1
7603	FIP1L1	SF3A3	complex; input	-	1
7604	FIP1L1	SF3B1	complex; input	-	1
7605	FIP1L1	SF3B2	complex; input	-	1
7606	FIP1L1	SF3B3	complex; input	-	1
7607	FIP1L1	SF3B4	complex; input	-	1
7608	FIP1L1	SF3B5	complex; input	-	1
7609	FIP1L1	SF3B6	complex; input	-	1
7610	FIP1L1	SLU7	complex; input	-	1
7611	FIP1L1	SMNDC1	complex; input	-	1
7612	FIP1L1	SNRNP200	complex; input	-	1
7613	FIP1L1	SNRNP27	input	-	1
7614	FIP1L1	SNRNP40	complex; input	-	1
7615	FIP1L1	SNRNP70	input	-	1
7616	FIP1L1	SNRPA	input	-	1
7617	FIP1L1	SNRPA1	complex; input	-	1
7618	FIP1L1	SNRPB	complex; input	-	1
7619	FIP1L1	SNRPB2	complex; input	-	1
7620	FIP1L1	SNRPC	input	-	1
7621	FIP1L1	SNRPD1	complex; input	-	1
7622	FIP1L1	SNRPD2	complex; input	-	1
7623	FIP1L1	SNRPD3	complex; input	-	1
7624	FIP1L1	SNRPE	complex; input	-	1
7625	FIP1L1	SNRPF	complex; input	-	1
7626	FIP1L1	SNRPG	complex; input	-	1
7627	FIP1L1	SNRPN	complex; input	-	1
7628	FIP1L1	SNU13	complex; input	-	1
7629	FIP1L1	SNW1	complex; input	-	1
7630	FIP1L1	SRRM1	complex; input	-	1
7631	FIP1L1	SRRM2	complex; input	-	1
7632	FIP1L1	SRRT	complex; input	-	1
7633	FIP1L1	SRSF1	complex; input	-	1
7634	FIP1L1	SRSF11	complex; input	-	1
7635	FIP1L1	SRSF2	complex; input	-	1
7636	FIP1L1	SRSF3	complex; input	-	1
7637	FIP1L1	SRSF4	complex; input	-	1
7638	FIP1L1	SRSF5	complex; input	-	1
7639	FIP1L1	SRSF6	complex; input	-	1
7640	FIP1L1	SRSF7	complex; input	-	1
7641	FIP1L1	SRSF9	complex; input	-	1
7642	FIP1L1	SSU72	PPrel: binding/association	-	1
7643	FIP1L1	SUGP1	complex; input	-	1
7644	FIP1L1	SYF2	complex; input	-	1
7645	FIP1L1	SYMPK	complex	-	1
7646	FIP1L1	THOC1	complex; input	-	1
7647	FIP1L1	THOC2	complex; input	-	1
7648	FIP1L1	THOC3	complex; input	-	1
7649	FIP1L1	THOC5	complex; input	-	1
7650	FIP1L1	THOC6	complex; input	-	1
7651	FIP1L1	THOC7	complex; input	-	1
7652	FIP1L1	TPR	activated by	<-	1
7653	FIP1L1	TRA2B	complex; input	-	1
7654	FIP1L1	TXNL4A	complex; input	-	1
7655	FIP1L1	U2AF1L4	complex; input	-	1
7656	FIP1L1	U2AF1L5	complex; reaction	-	1
7657	FIP1L1	U2AF2	complex; input	-	1
7658	FIP1L1	U2SURP	complex; input	-	1
7659	FIP1L1	UPF3B	complex; input	-	1
7660	FIP1L1	USP39	input	-	1
7661	FIP1L1	WBP11	complex; input	-	1
7662	FIP1L1	WBP4	input	-	1
7663	FIP1L1	WDR33	PPrel: binding/association; complex	-	1
7664	FIP1L1	WDR82	PPrel: binding/association	-	1
7665	FIP1L1	XAB2	complex; input	-	1
7666	FIP1L1	YBX1	complex; input	-	1
7667	FIP1L1	ZC3H11A	complex; input	-	1
7668	FKBP15	RHOU	predicted	-	0.64
7669	FKBP1A	YKT6	predicted	-	0.58
7670	FLI1	MMP9	expression regulates	->	1
7671	FLI1	PTPRC	predicted	-	0.59
7672	FLJ00323	GINS3	predicted	-	0.66
7673	FLJ00404	GNAQ	complex; input	-	1
7674	FLJ00404	GNAS	complex; input	-	1
7675	FLJ00404	MAP2K1	complex; reaction	-	1
7676	FLNA	ITGAM	complex; input	-	1
7677	FLNA	ITGB1	PPrel: binding/association; complex; input	-	1
7678	FLNA	ITGB2	complex; input	-	1
7679	FLNB	ITGAM	complex; input	-	1
7680	FLNB	ITGB1	PPrel: binding/association; complex; input	-	1
7681	FLNB	ITGB2	complex; input	-	1
7682	FLNC	ITGB1	PPrel: binding/association	-	1
7683	FLT1	GNAI2	reaction	-	1
7684	FLT1	PTPRJ	predicted	-	0.64
7685	FLT3	PTPRJ	predicted	-	0.98
