	Gene1	Gene2	Annotation	Direction	Score	edge
772	CREG1	RBL2	predicted	-	0.64	CREG1_RBL2
773	CREG1	TAL1	predicted	-	0.54	CREG1_TAL1
774	CRK	IGKV3-20	complex; input	-	1	CRK_IGKV3-20
775	CRK	ITGB2	PPrel: activated by	<-	1	CRK_ITGB2
776	CRK	NCK1	predicted	-	0.98	CRK_NCK1
777	CRK	PTPN11	complex; input	-	1	CRK_PTPN11
778	CRK	SRC	activated by; complex; input	<-	1	CRK_SRC
779	CRK	STAT5B	predicted	-	0.98	CRK_STAT5B
780	CRK	ZAP70	predicted	-	0.99	CRK_ZAP70
781	CSNK2A1	DCAF7	predicted	-	0.58	CSNK2A1_DCAF7
782	CSNK2A1	HSP90B1	predicted	-	0.73	CSNK2A1_HSP90B1
783	CSNK2A2	HSP90B1	predicted	-	0.73	CSNK2A2_HSP90B1
784	CSTA	KRT1	predicted	-	0.64	CSTA_KRT1
785	CTSD	HSP90B1	predicted	-	0.78	CTSD_HSP90B1
786	CTSZ	STX5	input	-	1	CTSZ_STX5
787	CTTN	VAMP8	complex; input	-	1	CTTN_VAMP8
788	CUL1	DCUN1D1	catalyze; catalyzed by; complex; inhibit; input	<-	1	CUL1_DCUN1D1
789	CUL1	EIF4A1	predicted	-	0.64	CUL1_EIF4A1
790	CUL1	HSP90B1	predicted	-	0.73	CUL1_HSP90B1
791	CUL1	HUWE1	catalyze; catalyzed by; input	<->	1	CUL1_HUWE1
792	CUL1	RUNX2	complex; input	-	1	CUL1_RUNX2
793	CUL1	SLC25A5	predicted	-	0.64	CUL1_SLC25A5
794	CUL1	TBK1	predicted	-	0.64	CUL1_TBK1
795	CUL4A	DCAF7	complex	-	1	CUL4A_DCAF7
796	CUL4B	DCAF7	complex	-	1	CUL4B_DCAF7
797	CUL5	DCAF7	predicted	-	0.64	CUL5_DCAF7
798	CYCS	SLC25A5	PPrel: activated, indirect effect	<-	1	CYCS_SLC25A5
799	DCAF7	DDB1	complex	-	1	DCAF7_DDB1
800	DCAF7	GPS1	catalyzed by	<-	1	DCAF7_GPS1
801	DCAF7	NEDD8	complex; input	-	1	DCAF7_NEDD8
802	DCAF7	PLK1	predicted	-	0.64	DCAF7_PLK1
803	DCAF7	RBX1	complex	-	1	DCAF7_RBX1
804	DCAF7	RNF169	predicted	-	0.64	DCAF7_RNF169
805	DCAF7	RNF2	predicted	-	0.77	DCAF7_RNF2
806	DCAF7	RYBP	predicted	-	0.64	DCAF7_RYBP
807	DCAF7	SKP1	predicted	-	0.64	DCAF7_SKP1
808	DCAF7	TCP1	complex; input	-	1	DCAF7_TCP1
809	DCAF7	UBE2M	complex; input	-	1	DCAF7_UBE2M
810	DCAF7	VCP	predicted	-	0.64	DCAF7_VCP
811	DCAF7	XPO1	predicted	-	0.73	DCAF7_XPO1
812	DCTN5	RAB1B	complex; input	-	1	DCTN5_RAB1B
813	DDB2	SUMO2	complex	-	1	DDB2_SUMO2
814	DDB2	USP24	complex	-	1	DDB2_USP24
815	DDOST	HSP90B1	predicted	-	0.78	DDOST_HSP90B1
816	DDX17	SUMO2	predicted	-	0.64	DDX17_SUMO2
817	DKFZP434K0126	HSP90B1	predicted	-	0.7	DKFZP434K0126_HSP90B1
818	DKFZP666H126	HSP90B1	predicted	-	0.66	DKFZP666H126_HSP90B1
819	DKFZP686D0638	HSP90B1	predicted	-	0.66	DKFZP686D0638_HSP90B1
820	DNAJB11	HSPA1B	predicted	-	0.99	DNAJB11_HSPA1B
821	DNAJB11	HSPA5	predicted	-	0.99	DNAJB11_HSPA5
822	DNAJB11	HSPA8	predicted	-	0.98	DNAJB11_HSPA8
823	DNAJC3	RPL13	activate	->	1	DNAJC3_RPL13
824	DNAJC5	GAD1	complex	-	1	DNAJC5_GAD1
825	DNAJC5	GAD2	complex	-	1	DNAJC5_GAD2
826	DNAJC5	HSPA8	complex	-	1	DNAJC5_HSPA8
827	DNAJC5	RAB3A	complex	-	1	DNAJC5_RAB3A
828	DNAJC5	RIMS1	catalyze; complex; input	->	1	DNAJC5_RIMS1
829	DNAJC5	SGTA	predicted	-	0.54	DNAJC5_SGTA
830	DNAJC5	SLC32A1	complex	-	1	DNAJC5_SLC32A1
831	DNAJC5	SNAP25	catalyze; complex; input	->	1	DNAJC5_SNAP25
832	DNAJC5	STX1A	catalyze; complex; input	->	1	DNAJC5_STX1A
833	DNAJC5	STXBP1	catalyze; complex; input	->	1	DNAJC5_STXBP1
834	DNAJC5	SYT1	complex	-	1	DNAJC5_SYT1
835	DNAJC5	VAMP2	complex	-	1	DNAJC5_VAMP2
836	DNAJC6	VAMP8	complex; input	-	1	DNAJC6_VAMP8
837	DNM2	VAMP8	complex; input	-	1	DNM2_VAMP8
838	DYNLL1	PIK3C3	complex; input	-	1	DYNLL1_PIK3C3
839	DYNLL2	PIK3C3	complex; input	-	1	DYNLL2_PIK3C3
840	EEA1	PIK3C3	PPrel: binding/association	-	1	EEA1_PIK3C3
841	EEA1	RAB5B	complex	-	1	EEA1_RAB5B
842	EEF1D	HSP90B1	predicted	-	0.73	EEF1D_HSP90B1
843	EGFR	HSP90B1	predicted	-	0.64	EGFR_HSP90B1
844	EGFR	PIK3C3	complex; input	-	1	EGFR_PIK3C3
845	EGR1	EPX	expression regulates	->	1	EGR1_EPX
846	EIF2AK3	HSP90B1	predicted	-	0.99	EIF2AK3_HSP90B1
847	EIF4A1	H2AFX	predicted	-	0.64	EIF4A1_H2AFX
848	EIF4A1	PARN	catalyzed by	<-	1	EIF4A1_PARN
849	EIF4ENIF1	HSP90B1	predicted	-	0.56	EIF4ENIF1_HSP90B1
850	EP300	SSBP2	expression regulates	->	1	EP300_SSBP2
851	EPHX1	MGST2	ECrel: compound	-	1	EPHX1_MGST2
852	EPRS	HSP90B1	predicted	-	1	EPRS_HSP90B1
853	EPRS1	HSP90B1	predicted	-	0.66	EPRS1_HSP90B1
854	EPS15	VAMP8	complex; input	-	1	EPS15_VAMP8
855	EPX	GFER	predicted	-	0.65	EPX_GFER
856	EPX	HIF1A	expression regulated by	<-	1	EPX_HIF1A
857	EPX	NFKB1	expression regulated by	<-	1	EPX_NFKB1
858	EPX	SMAD3	expression regulated by	<-	1	EPX_SMAD3
859	EPX	SMAD4	expression regulated by	<-	1	EPX_SMAD4
860	ERAL1	MRPS10	complex	-	1	ERAL1_MRPS10
861	ERAL1	MRPS15	complex	-	1	ERAL1_MRPS15
862	ERAL1	MRPS16	complex	-	1	ERAL1_MRPS16
863	ERAL1	MRPS2	complex	-	1	ERAL1_MRPS2
864	ERAL1	MRPS27	complex	-	1	ERAL1_MRPS27
865	ERAL1	MRPS34	complex	-	1	ERAL1_MRPS34
866	ERAL1	MRPS6	complex	-	1	ERAL1_MRPS6
867	ERBB2	PIK3C3	complex; input	-	1	ERBB2_PIK3C3
868	ERBB2	STK24	predicted	-	0.64	ERBB2_STK24
869	ERBB3	PIK3C3	complex; input	-	1	ERBB3_PIK3C3
870	ERBB4	PIK3C3	complex; input	-	1	ERBB4_PIK3C3
871	ERLIN1	STOM	predicted	-	0.99	ERLIN1_STOM
872	ETS1	LYZ	expression regulates	->	1	ETS1_LYZ
873	EWSR1	SSBP2	predicted	-	0.64	EWSR1_SSBP2
874	EXOC5	HSP90B1	predicted	-	0.99	EXOC5_HSP90B1
875	EXOC6	RAB27A	predicted	-	0.56	EXOC6_RAB27A
876	EXOC6B	RAB27A	predicted	-	0.56	EXOC6B_RAB27A
877	EXOSC8	PARN	complex; input	-	1	EXOSC8_PARN
878	EXOSC8	TTC37	complex	-	1	EXOSC8_TTC37
879	EXOSC9	PARN	complex; input	-	1	EXOSC9_PARN
880	EXOSC9	TTC37	complex	-	1	EXOSC9_TTC37
881	EXPH5	RAB27A	predicted	-	0.54	EXPH5_RAB27A
882	FAF2	HSP90B1	predicted	-	0.64	FAF2_HSP90B1
883	FAM20A	HSP90B1	activate	->	1	FAM20A_HSP90B1
884	FAM20C	HSP90B1	activate; catalyze; catalyzed by; complex; input	<->	1	FAM20C_HSP90B1
885	FANCC	HSP90B1	predicted	-	0.77	FANCC_HSP90B1
886	FBXO6	HSP90B1	predicted	-	0.64	FBXO6_HSP90B1
887	FBXW7	RCOR1	predicted	-	0.64	FBXW7_RCOR1
888	FCER1G	MYO1F	predicted	-	0.59	FCER1G_MYO1F
889	FCHO1	VAMP8	complex; input	-	1	FCHO1_VAMP8
890	FCHO2	VAMP8	complex; input	-	1	FCHO2_VAMP8
891	FGFR1	PIK3C3	complex; input; reaction	-	1	FGFR1_PIK3C3
892	FGFR2	PIK3C3	complex; input; reaction	-	1	FGFR2_PIK3C3
893	FGFR3	PIK3C3	complex; input; reaction	-	1	FGFR3_PIK3C3
894	FGFR4	PIK3C3	complex; input; reaction	-	1	FGFR4_PIK3C3
895	FLOT2	SELPLG	predicted	-	0.64	FLOT2_SELPLG
896	FLOT2	STAT3	expression regulated by	<-	1	FLOT2_STAT3
897	FNBP1	VAMP8	complex; input	-	1	FNBP1_VAMP8
898	FNBP1L	VAMP8	complex; input	-	1	FNBP1L_VAMP8
899	FRS2	PIK3C3	complex; input	-	1	FRS2_PIK3C3
900	FRS3	PIK3C3	complex; input	-	1	FRS3_PIK3C3
901	G22P1	HSP90B1	predicted	-	0.6	G22P1_HSP90B1
902	G3BP2	STK24	predicted	-	0.97	G3BP2_STK24
903	GAB1	PIK3C3	complex; input	-	1	GAB1_PIK3C3
904	GAB2	PIK3C3	complex; input	-	1	GAB2_PIK3C3
905	GAB3	PIK3C3	complex; input	-	1	GAB3_PIK3C3
906	GABARAP	PIK3C3	PPrel: activated by; activated by	<-	1	GABARAP_PIK3C3
907	GABARAPL1	PIK3C3	PPrel: activated by; activated by	<-	1	GABARAPL1_PIK3C3
908	GABARAPL2	PIK3C3	PPrel: activated by; activated by	<-	1	GABARAPL2_PIK3C3
909	GABRA1	HSP90B1	predicted	-	0.77	GABRA1_HSP90B1
910	GAK	VAMP8	complex; input	-	1	GAK_VAMP8
911	GAPVD1	VAMP8	complex; input	-	1	GAPVD1_VAMP8
912	GART	PPAT	predicted	-	0.64	GART_PPAT
913	GATAD2B	WDR77	input	-	1	GATAD2B_WDR77
914	GDI1	RAB27A	complex	-	1	GDI1_RAB27A
915	GDI2	RAB27A	complex	-	1	GDI2_RAB27A
916	GFI1	RCOR1	predicted	-	0.99	GFI1_RCOR1
917	GFI1B	RCOR1	predicted	-	0.77	GFI1B_RCOR1
918	GGA1	RAB5B	complex	-	1	GGA1_RAB5B
919	GGA1	SORL1	predicted	-	0.64	GGA1_SORL1
920	GGA2	RAB5B	complex	-	1	GGA2_RAB5B
921	GGA2	SORL1	predicted	-	0.77	GGA2_SORL1
922	GGA3	RAB5B	complex	-	1	GGA3_RAB5B
923	GGA3	RABEP1	complex	-	1	GGA3_RABEP1
924	GM2A	HEXA	catalyzed by	<-	1	GM2A_HEXA
925	GM2A	HEXB	catalyzed by	<-	1	GM2A_HEXB
926	GM2A	JUN	expression regulated by	<-	1	GM2A_JUN
927	GM2A	TFAP2A	expression regulated by	<-	1	GM2A_TFAP2A
928	GNA15	GNAQ	catalyze; catalyzed by; input	<->	1	GNA15_GNAQ
929	GNAI2	GNG5	PPrel: binding/association; PPrel: dissociation; complex; input	-	1	GNAI2_GNG5
930	GNAI2	HEBP1	complex; input	-	1	GNAI2_HEBP1
931	GNAI2	HLA-DRA	inhibite	-|	1	GNAI2_HLA-DRA
932	GNAI2	SRC	PPrel: activation; PPrel: activation, indirect effect; activate; activated by; complex; inhibit; input	<-	1	GNAI2_SRC
933	GNAQ	GNG5	complex; input	-	1	GNAQ_GNG5
934	GNAS	GNG5	PPrel: binding/association; PPrel: dissociation; complex	-	1	GNAS_GNG5
935	GNAS	PRKAR1A	activated by	<-	1	GNAS_PRKAR1A
936	GNAS	SRC	PPrel: activation; complex; input	->	1	GNAS_SRC
937	GOLGA2	STK24	predicted	-	0.77	GOLGA2_STK24
938	GPC1	HSP90B1	PPrel: activation, indirect effect	->	1	GPC1_HSP90B1
939	GRAP	PIK3C3	complex; input; reaction	-	1	GRAP_PIK3C3
940	GRB2	PIK3C3	complex; input; reaction	-	1	GRB2_PIK3C3
941	GRP94C	HSP90B1	predicted	-	0.98	GRP94C_HSP90B1
942	GSK3A	HSP90B1	predicted	-	0.66	GSK3A_HSP90B1
943	GSK3A	SORL1	predicted	-	0.96	GSK3A_SORL1
944	GSK3B	HSP90B1	predicted	-	0.99	GSK3B_HSP90B1
945	GSK3B	SORL1	predicted	-	0.96	GSK3B_SORL1
946	GTF3A	POLR3C	complex; input	-	1	GTF3A_POLR3C
947	GTF3C1	POLR3C	complex; input	-	1	GTF3C1_POLR3C
948	GTF3C2	POLR3C	complex; input	-	1	GTF3C2_POLR3C
949	GTF3C3	POLR3C	complex; input	-	1	GTF3C3_POLR3C
950	GTF3C4	POLR3C	complex; input	-	1	GTF3C4_POLR3C
951	GTF3C5	POLR3C	complex; input	-	1	GTF3C5_POLR3C
952	GTF3C6	POLR3C	complex; input	-	1	GTF3C6_POLR3C
953	H2AFX	HSP90B1	predicted	-	0.73	H2AFX_HSP90B1
954	H2AFX	HSPA5	predicted	-	0.64	H2AFX_HSPA5
955	H2AFX	HUWE1	predicted	-	0.73	H2AFX_HUWE1
956	H2AFX	KAT5	complex; input	-	1	H2AFX_KAT5
957	H2AFX	KRR1	predicted	-	0.73	H2AFX_KRR1
958	HAP1	SORL1	predicted	-	0.54	HAP1_SORL1
959	HCK	IGKV3-20	catalyze	->	1	HCK_IGKV3-20
960	HCK	ITGB2	complex; input	-	1	HCK_ITGB2
961	HCK	PTPN11	activate	->	1	HCK_PTPN11
962	HCK	SNCA	activate	->	1	HCK_SNCA
963	HCK	STAT3	activate	->	1	HCK_STAT3
964	HCK	ZAP70	complex	-	1	HCK_ZAP70
965	HDAC1	RCOR1	complex; input	-	1	HDAC1_RCOR1
966	HDAC2	RCOR1	complex; input	-	1	HDAC2_RCOR1
967	HDAC3	RCOR1	predicted	-	0.64	HDAC3_RCOR1
968	HDAC6	HSP90B1	predicted	-	0.77	HDAC6_HSP90B1
969	HEL-S-73	HSP90B1	predicted	-	0.66	HEL-S-73_HSP90B1
970	HIF1A	HSP90B1	expression regulates	->	1	HIF1A_HSP90B1
971	HIP1	VAMP8	complex; input	-	1	HIP1_VAMP8
972	HIP1R	VAMP8	complex; input	-	1	HIP1R_VAMP8
973	HLA-A	VAMP8	input	-	1	HLA-A_VAMP8
974	HLA-B	VAMP8	input	-	1	HLA-B_VAMP8
975	HLA-C	VAMP8	input	-	1	HLA-C_VAMP8
976	HLA-DRA	TLR2	predicted	-	0.64	HLA-DRA_TLR2
977	HLA-E	VAMP8	input	-	1	HLA-E_VAMP8
978	HLA-F	VAMP8	input	-	1	HLA-F_VAMP8
979	HLA-G	VAMP8	input	-	1	HLA-G_VAMP8
980	HLA-H	VAMP8	input	-	1	HLA-H_VAMP8
981	HMG20A	RCOR1	predicted	-	0.64	HMG20A_RCOR1
982	HMG20B	RCOR1	complex; input	-	1	HMG20B_RCOR1
983	HMGA1	NDC1	complex; input	-	1	HMGA1_NDC1
984	HNRNPA1	RBM7	predicted	-	0.98	HNRNPA1_RBM7
985	HNRNPA3	HNRNPAB	predicted	-	0.92	HNRNPA3_HNRNPAB
986	HNRNPA3	HNRNPDL	predicted	-	1	HNRNPA3_HNRNPDL
987	HNRNPA3	HSP90B1	predicted	-	0.59	HNRNPA3_HSP90B1
988	HNRNPA3	PPIE	complex; input	-	1	HNRNPA3_PPIE
989	HNRNPDL	HNRNPH3	predicted	-	0.59	HNRNPDL_HNRNPH3
990	HNRNPDL	NAP1L1	predicted	-	0.59	HNRNPDL_NAP1L1
991	HNRNPDL	NPM1	predicted	-	0.59	HNRNPDL_NPM1
992	HNRNPDL	RASA1	predicted	-	0.65	HNRNPDL_RASA1
993	HNRNPDL	RBMX	predicted	-	0.92	HNRNPDL_RBMX
994	HNRNPDL	SF3B1	predicted	-	0.97	HNRNPDL_SF3B1
995	HNRNPDL	SFPQ	predicted	-	0.97	HNRNPDL_SFPQ
996	HNRNPDL	SRSF11	predicted	-	0.97	HNRNPDL_SRSF11
997	HNRNPDL	SRSF5	predicted	-	0.97	HNRNPDL_SRSF5
998	HNRNPDL	SYNCRIP	predicted	-	0.59	HNRNPDL_SYNCRIP
999	HNRNPDL	TCERG1	predicted	-	0.59	HNRNPDL_TCERG1
1000	HNRNPDL	TIA1	predicted	-	0.97	HNRNPDL_TIA1
1001	HNRNPDL	TRA2A	predicted	-	0.92	HNRNPDL_TRA2A
1002	HNRNPDL	TRA2B	predicted	-	0.92	HNRNPDL_TRA2B
1003	HNRNPDL	U2SURP	predicted	-	0.97	HNRNPDL_U2SURP
1004	HNRNPDL	XPO1	predicted	-	0.97	HNRNPDL_XPO1
1005	HPRT1	PPAT	predicted	-	0.98	HPRT1_PPAT
1006	HRAS	PIK3C3	catalyze; inhibited by	|->	1	HRAS_PIK3C3
1007	HSP90AA1	HSP90B1	predicted	-	1	HSP90AA1_HSP90B1
1008	HSP90AA2P	HSP90B1	predicted	-	1	HSP90AA2P_HSP90B1
1009	HSP90AA4P	HSP90B1	predicted	-	1	HSP90AA4P_HSP90B1
1010	HSP90AA5P	HSP90B1	predicted	-	1	HSP90AA5P_HSP90B1
1011	HSP90AB1	HSP90B1	predicted	-	1	HSP90AB1_HSP90B1
1012	HSP90AB2P	HSP90B1	predicted	-	1	HSP90AB2P_HSP90B1
1013	HSP90AB3P	HSP90B1	predicted	-	1	HSP90AB3P_HSP90B1
1014	HSP90AB4P	HSP90B1	predicted	-	1	HSP90AB4P_HSP90B1
1015	HSP90AF	HSP90B1	predicted	-	0.98	HSP90AF_HSP90B1
1016	HSP90B1	HSP90B2P	predicted	-	1	HSP90B1_HSP90B2P
1017	HSP90B1	HSP90BF	predicted	-	0.98	HSP90B1_HSP90BF
1018	HSP90B1	HSPA1B	predicted	-	0.54	HSP90B1_HSPA1B
1019	HSP90B1	HSPA2	predicted	-	0.66	HSP90B1_HSPA2
1020	HSP90B1	HSPA5	predicted	-	1	HSP90B1_HSPA5
1021	HSP90B1	HSPA8	predicted	-	0.66	HSP90B1_HSPA8
1022	HSP90B1	HSPA9	predicted	-	1	HSP90B1_HSPA9
1023	HSP90B1	HSPD1	predicted	-	1	HSP90B1_HSPD1
1024	HSP90B1	HSPE1	predicted	-	0.97	HSP90B1_HSPE1
1025	HSP90B1	HUWE1	predicted	-	0.73	HSP90B1_HUWE1
1026	HSP90B1	IDH3A	predicted	-	0.66	HSP90B1_IDH3A
1027	HSP90B1	IDH3B	predicted	-	0.66	HSP90B1_IDH3B
1028	HSP90B1	IDH3G	predicted	-	0.66	HSP90B1_IDH3G
1029	HSP90B1	IL6ST	predicted	-	0.65	HSP90B1_IL6ST
1030	HSP90B1	IPO9	predicted	-	0.78	HSP90B1_IPO9
1031	HSP90B1	KPNA1	predicted	-	0.66	HSP90B1_KPNA1
1032	HSP90B1	KPNA2	predicted	-	0.66	HSP90B1_KPNA2
1033	HSP90B1	KPNA3	predicted	-	1	HSP90B1_KPNA3
1034	HSP90B1	KPNA4	predicted	-	1	HSP90B1_KPNA4
1035	HSP90B1	KPNA5	predicted	-	0.66	HSP90B1_KPNA5
1036	HSP90B1	KPNA6	predicted	-	0.66	HSP90B1_KPNA6
1037	HSP90B1	KPNA7	predicted	-	0.66	HSP90B1_KPNA7
1038	HSP90B1	KPNB1	predicted	-	0.98	HSP90B1_KPNB1
1039	HSP90B1	LRP1B	predicted	-	0.54	HSP90B1_LRP1B
1040	HSP90B1	MAP3K5	predicted	-	0.54	HSP90B1_MAP3K5
1041	HSP90B1	MAPK1	predicted	-	0.7	HSP90B1_MAPK1
1042	HSP90B1	MARS	predicted	-	0.73	HSP90B1_MARS
1043	HSP90B1	MBD5	predicted	-	0.99	HSP90B1_MBD5
1044	HSP90B1	MCL1	predicted	-	0.54	HSP90B1_MCL1
1045	HSP90B1	MCM2	predicted	-	0.73	HSP90B1_MCM2
1046	HSP90B1	MCM3	predicted	-	0.73	HSP90B1_MCM3
1047	HSP90B1	MSR1	complex; input	-	1	HSP90B1_MSR1
1048	HSP90B1	MTX1	predicted	-	0.56	HSP90B1_MTX1
1049	HSP90B1	MTX2	predicted	-	0.56	HSP90B1_MTX2
1050	HSP90B1	MTX3	predicted	-	0.56	HSP90B1_MTX3
1051	HSP90B1	NAA16	predicted	-	0.99	HSP90B1_NAA16
1052	HSP90B1	NACAD	predicted	-	0.56	HSP90B1_NACAD
1053	HSP90B1	NFKB1	expression regulated by	<-	1	HSP90B1_NFKB1
1054	HSP90B1	NOS3	complex	-	1	HSP90B1_NOS3
1055	HSP90B1	NPM1	predicted	-	0.65	HSP90B1_NPM1
1056	HSP90B1	NTRK1	predicted	-	0.64	HSP90B1_NTRK1
1057	HSP90B1	NUP62	predicted	-	0.54	HSP90B1_NUP62
1058	HSP90B1	OS9	predicted	-	0.64	HSP90B1_OS9
1059	HSP90B1	P4HB	predicted	-	0.98	HSP90B1_P4HB
1060	HSP90B1	PDCD4	predicted	-	0.65	HSP90B1_PDCD4
1061	HSP90B1	PHAX	predicted	-	0.64	HSP90B1_PHAX
1062	HSP90B1	PHIP	predicted	-	0.65	HSP90B1_PHIP
1063	HSP90B1	PLK-1 DELTA	predicted	-	0.66	HSP90B1_PLK-1 DELTA
1064	HSP90B1	PLK1	predicted	-	0.99	HSP90B1_PLK1
1065	HSP90B1	POLR2E	predicted	-	0.99	HSP90B1_POLR2E
1066	HSP90B1	PPP2R1A	predicted	-	0.56	HSP90B1_PPP2R1A
1067	HSP90B1	PPP2R1B	predicted	-	0.56	HSP90B1_PPP2R1B
1068	HSP90B1	PPP4R1	predicted	-	0.56	HSP90B1_PPP4R1
1069	HSP90B1	PPP4R1L	predicted	-	0.56	HSP90B1_PPP4R1L
1070	HSP90B1	PPP5C	predicted	-	0.99	HSP90B1_PPP5C
1071	HSP90B1	PRKCSH	predicted	-	0.66	HSP90B1_PRKCSH
1072	HSP90B1	PSMA3	predicted	-	0.58	HSP90B1_PSMA3
1073	HSP90B1	PSMC1	predicted	-	0.66	HSP90B1_PSMC1
1074	HSP90B1	PSMC2	predicted	-	0.66	HSP90B1_PSMC2
1075	HSP90B1	PSMC3	predicted	-	0.66	HSP90B1_PSMC3
1076	HSP90B1	PSMC4	predicted	-	0.66	HSP90B1_PSMC4
1077	HSP90B1	PSMC5	predicted	-	0.66	HSP90B1_PSMC5
1078	HSP90B1	PSMC6	predicted	-	0.99	HSP90B1_PSMC6
1079	HSP90B1	PSMD4	predicted	-	0.66	HSP90B1_PSMD4
1080	HSP90B1	PTGES3	predicted	-	0.97	HSP90B1_PTGES3
1081	HSP90B1	RAB7A	predicted	-	0.64	HSP90B1_RAB7A
1082	HSP90B1	RACK1	predicted	-	0.73	HSP90B1_RACK1
1083	HSP90B1	RAD17	predicted	-	0.6	HSP90B1_RAD17
1084	HSP90B1	RANBP2	predicted	-	0.65	HSP90B1_RANBP2
1085	HSP90B1	RBM19	predicted	-	0.66	HSP90B1_RBM19
1086	HSP90B1	RCN1	predicted	-	0.78	HSP90B1_RCN1
1087	HSP90B1	RCN3	predicted	-	0.56	HSP90B1_RCN3
1088	HSP90B1	RICTOR	predicted	-	0.66	HSP90B1_RICTOR
1089	HSP90B1	RIPK2	PPrel: activation	->	1	HSP90B1_RIPK2
1090	HSP90B1	RNF185	predicted	-	0.64	HSP90B1_RNF185
1091	HSP90B1	RPN1	predicted	-	0.99	HSP90B1_RPN1
1092	HSP90B1	RPS15A	predicted	-	0.6	HSP90B1_RPS15A
1093	HSP90B1	RPS27A	predicted	-	0.66	HSP90B1_RPS27A
1094	HSP90B1	SCFD1	predicted	-	0.65	HSP90B1_SCFD1
1095	HSP90B1	SDC1	PPrel: activated, indirect effect	<-	1	HSP90B1_SDC1
1096	HSP90B1	SDC2	PPrel: activated, indirect effect	<-	1	HSP90B1_SDC2
1097	HSP90B1	SDC4	PPrel: activated, indirect effect	<-	1	HSP90B1_SDC4
1098	HSP90B1	SF3B1	predicted	-	0.73	HSP90B1_SF3B1
1099	HSP90B1	SFN	predicted	-	0.64	HSP90B1_SFN
1100	HSP90B1	SLC25A3	predicted	-	0.78	HSP90B1_SLC25A3
1101	HSP90B1	SNW1	predicted	-	0.73	HSP90B1_SNW1
1102	HSP90B1	SRD5A1	predicted	-	0.66	HSP90B1_SRD5A1
1103	HSP90B1	SRD5A2	predicted	-	0.66	HSP90B1_SRD5A2
1104	HSP90B1	SRD5A2L2	predicted	-	0.66	HSP90B1_SRD5A2L2
1105	HSP90B1	SRP72	predicted	-	0.99	HSP90B1_SRP72
1106	HSP90B1	STUB1	predicted	-	0.54	HSP90B1_STUB1
1107	HSP90B1	SYNCRIP	predicted	-	0.59	HSP90B1_SYNCRIP
1108	HSP90B1	TAX1BP1	predicted	-	0.65	HSP90B1_TAX1BP1
1109	HSP90B1	TECR	predicted	-	0.66	HSP90B1_TECR
1110	HSP90B1	TECRL	predicted	-	0.66	HSP90B1_TECRL
1111	HSP90B1	TLR2	predicted	-	0.64	HSP90B1_TLR2
1112	HSP90B1	TLR7	complex; input	-	1	HSP90B1_TLR7
1113	HSP90B1	TLR9	complex; input	-	1	HSP90B1_TLR9
1114	HSP90B1	TMEM30A	predicted	-	0.66	HSP90B1_TMEM30A
1115	HSP90B1	TMEM30B	predicted	-	0.66	HSP90B1_TMEM30B
1116	HSP90B1	TMEM30CP	predicted	-	0.66	HSP90B1_TMEM30CP
1117	HSP90B1	TMEM33	predicted	-	0.56	HSP90B1_TMEM33
1118	HSP90B1	TP53	predicted	-	0.64	HSP90B1_TP53
1119	HSP90B1	TPI1	predicted	-	0.66	HSP90B1_TPI1
1120	HSP90B1	TRA1	predicted	-	0.98	HSP90B1_TRA1
1121	HSP90B1	TRAM1	predicted	-	0.59	HSP90B1_TRAM1
1122	HSP90B1	TRAP1	predicted	-	1	HSP90B1_TRAP1
1123	HSP90B1	TSR1	predicted	-	0.73	HSP90B1_TSR1
1124	HSP90B1	TUFM	predicted	-	0.66	HSP90B1_TUFM
1125	HSP90B1	UBB	predicted	-	0.73	HSP90B1_UBB
1126	HSP90B1	UBXN4	predicted	-	0.98	HSP90B1_UBXN4
1127	HSP90B1	UQCRC2	predicted	-	0.58	HSP90B1_UQCRC2
1128	HSP90B1	USO1	predicted	-	0.73	HSP90B1_USO1
1129	HSP90B1	USP47	predicted	-	0.65	HSP90B1_USP47
1130	HSP90B1	VCP	predicted	-	1	HSP90B1_VCP
1131	HSP90B1	VDAC1	predicted	-	0.99	HSP90B1_VDAC1
1132	HSP90B1	VDAC2	predicted	-	0.66	HSP90B1_VDAC2
1133	HSP90B1	VDAC3	predicted	-	0.66	HSP90B1_VDAC3
1134	HSP90B1	XRCC5	predicted	-	0.98	HSP90B1_XRCC5
1135	HSP90B1	XRCC6	predicted	-	0.6	HSP90B1_XRCC6
1136	HSP90B1	YME1L1	predicted	-	0.65	HSP90B1_YME1L1
1137	HSP90B1	YWHAB	predicted	-	0.64	HSP90B1_YWHAB
1138	HSP90B1	YWHAE	predicted	-	0.98	HSP90B1_YWHAE
1139	HSP90B1	YWHAE/FAM22A FUSION	predicted	-	0.64	HSP90B1_YWHAE/FAM22A FUSION
1140	HSP90B1	YWHAE/FAM22B FUSION	predicted	-	0.64	HSP90B1_YWHAE/FAM22B FUSION
1141	HSP90B1	YWHAG	predicted	-	0.64	HSP90B1_YWHAG
1142	HSP90B1	YWHAH	predicted	-	0.64	HSP90B1_YWHAH
1143	HSP90B1	YWHAQ	predicted	-	0.64	HSP90B1_YWHAQ
1144	HSP90B1	YWHAZ	predicted	-	0.99	HSP90B1_YWHAZ
