nodeLabel	Cluster_R_filtered_25k	Cluster_NR_filtered_25k	distance
MAR03512	0.221384994564466	0.223366091056443	0.0053
MAR03515	0.221384994564466	0.223366091056443	0.0053
MAR03521	0.221384994564466	0.223366091056443	0.0053
MAR03523	0.18400624484833	0.185194413977772	0.0053
MAR04119	0.0050907990039403	0.00263302731290487	0.0053
MAR04128	0.12067490944101	0.12061788486699	0.0053
MAR04702	0.281595456870189	0.284761474075759	0.0053
MAR05017	0.236301074903433	0.238598996088027	0.0053
MAR05321	0.236301074903433	0.238598996088027	0.0053
MAR05955	0.188559766768301	0.18982385536708	0.0053
MAR06714	0.259030791259871	0.261825363108125	0.0053
MAR06718	0.221104225148422	0.223108534953418	0.0053
MAR06854	0.254910577015378	0.257560006409671	0.0053
MAR07186	0.226132340534855	0.228223776572411	0.0053
MAR07187	0.226132340534855	0.228223776572411	0.0053
MAR07955	0.248037221536083	0.250568892639411	0.0053
MAR08091	0.221104225148422	0.223108534953418	0.0053
MAR08327	0.215470789990246	0.217294260835669	0.0053
MAR08409	0.222473711299659	0.224444663979054	0.0053
MAR08499	0.285776842131185	0.289012035672155	0.0053
MAR08830	0.223328910683522	0.225359240445136	0.0053
MAR10139	0.132235694217586	0.132350834742604	0.0053
MAR11289	0.111032753053204	0.110752660748464	0.0053
MAR11321	0.187951741135269	0.189195793481572	0.0053
MAR11758	0.295111007426435	0.298505545645629	0.0053
MAR11851	0.295111007426435	0.298505545645629	0.0053
MAR11909	0.0293916965631004	0.0274204254156432	0.0053
MAR11966	0.300608608667283	0.304207259413468	0.0053
MAR12488	0.314677028184529	0.318490539910014	0.0053
MAR12560	0.319240271985105	0.323218229705187	0.0053
PNO1	0.472584462800953	0.479632558605942	0.0053
SERBP1	0.480230144021721	0.487437182316253	0.0053
SHC1	0.467518390026697	0.474410055656982	0.0053
ASH2L	0.488297706388012	0.495464361502505	0.0052
ATM	0.480887280071015	0.487958318567635	0.0052
CLASP1	0.484487071964611	0.49160116427992	0.0052
COX5A	0.474023656589097	0.480890871868399	0.0052
DCAF7	0.483113495198933	0.490190829566793	0.0052
GNAI3	0.485044731396674	0.492145598163838	0.0052
HCFC1	0.470733080742676	0.477589922719385	0.0052
HNRNPH3	0.486315710704031	0.493468876093679	0.0052
MAPK3	0.481552430931211	0.488704695676951	0.0052
MAR00225	0.0970017791554458	0.0963716369983313	0.0052
MAR00877	0.216529020023198	0.218207164875857	0.0052
MAR01044	0.219822848687947	0.221689202061158	0.0052
MAR01566	0.111634282523375	0.111214338940493	0.0052
MAR01656	0.0951190492649036	0.0943638338545578	0.0052
MAR01697	0.26528638831654	0.267972038030864	0.0052
MAR02046	0.297496936499323	0.300815468605438	0.0052
MAR02058	0.252344098617837	0.254730230013208	0.0052
MAR02404	0.113972924990111	0.113653710617626	0.0052
MAR02527	0.180137832320469	0.181122951392699	0.0052
MAR03020	0.120850205603905	0.12058955579321	0.0052
MAR03024	0.121115944222577	0.120859583967625	0.0052
MAR03070	0.213821976262021	0.215479290481821	0.0052
MAR03073	0.213821976262021	0.215479290481821	0.0052
MAR03074	0.213973965894786	0.215581192546976	0.0052
MAR03077	0.213973965894786	0.215581192546976	0.0052
MAR03120	0.250168646653594	0.252531983709787	0.0052
MAR03331	0.172315242328318	0.17309778230109	0.0052
MAR03335	0.172315242328318	0.17309778230109	0.0052
MAR03339	0.172315242328318	0.17309778230109	0.0052
MAR04102	0.00545237079365499	0.00293628954295583	0.0052
MAR04264	0.186152854236648	0.18723452136185	0.0052
MAR06966	0.180137832320469	0.181122951392699	0.0052
MAR06980	0.204398228567732	0.205847728321582	0.0052
MAR07962	0.219464575758868	0.221320122986068	0.0052
MAR08766	0.246758458687151	0.249135289499723	0.0052
MAR08811	0.223557929525589	0.225411311726883	0.0052
MAR08816	0.22141286497051	0.22330527536553	0.0052
MAR08831	0.223270521129102	0.22512901379575	0.0052
MAR09004	0.135486902793115	0.135537586883237	0.0052
MAR10410	0.113972924990111	0.113653710617626	0.0052
MAR10445	0.217407672838346	0.219197507778888	0.0052
MAR11538	0.029934181872709	0.0279049534703786	0.0052
MAR11908	0.0217289609256012	0.0195638031891024	0.0052
MAR12189	0.284325501196306	0.287478013076766	0.0052
MAR12193	0.284325501196306	0.287478013076766	0.0052
MAR12792	0.325982635682542	0.329955301370219	0.0052
STX4	0.510590154354833	0.518206861322658	0.0052
TRIM25	0.481101439230115	0.488222296438304	0.0052
YWHAG	0.485958975595238	0.493094444006311	0.0052
DARS	0.483955257373102	0.490894365509089	0.0051
GTF2H4	0.479687433003247	0.486636518807719	0.0051
LAMTOR3	0.49138893252069	0.498455917571127	0.0051
MAR00187	0.0941749824404325	0.0932905467012427	0.0051
MAR00993	0.092781912882182	0.0918201473278737	0.0051
MAR01011	0.092781912882182	0.0918201473278737	0.0051
MAR01305	0.176649181614578	0.177374538800475	0.0051
MAR01627	0.26843418279338	0.271104890677826	0.0051
MAR01651	0.240754053623136	0.24283412469475	0.0051
MAR01654	0.118836703116459	0.118405195978424	0.0051
MAR01726	0.278938961304734	0.28184759665824	0.0051
MAR02445	0.092781912882182	0.0918201473278737	0.0051
MAR02564	0.128223413956554	0.128008402349311	0.0051
MAR02584	0.128223413956554	0.128008402349311	0.0051
MAR03025	0.121043706687221	0.120734773911916	0.0051
MAR03445	0.092781912882182	0.0918201473278737	0.0051
MAR03447	0.092781912882182	0.0918201473278737	0.0051
MAR03460	0.092781912882182	0.0918201473278737	0.0051
MAR03462	0.092781912882182	0.0918201473278737	0.0051
MAR03472	0.092781912882182	0.0918201473278737	0.0051
MAR03790	0.2442217217797	0.246385944060644	0.0051
MAR04104	0.00543969291381201	0.00283434792494164	0.0051
MAR04403	0.092781912882182	0.0918201473278737	0.0051
MAR04466	0.092781912882182	0.0918201473278737	0.0051
MAR06608	0.092781912882182	0.0918201473278737	0.0051
MAR06727	0.092781912882182	0.0918201473278737	0.0051
MAR06771	0.092781912882182	0.0918201473278737	0.0051
MAR07698	0.092781912882182	0.0918201473278737	0.0051
MAR07745	0.092781912882182	0.0918201473278737	0.0051
MAR07915	0.0944018965550893	0.0934936406483895	0.0051
MAR08094	0.245003794437226	0.247196661609124	0.0051
MAR08212	0.218046824351702	0.219608806417082	0.0051
MAR08674	0.092781912882182	0.0918201473278737	0.0051
MAR08821	0.223101219234003	0.224831298457149	0.0051
MAR11296	0.116635378878684	0.116267702251638	0.0051
MAR11949	0.033479202987111	0.0313106547212545	0.0051
MAR11951	0.0197145267216341	0.0172916376948277	0.0051
MAR12894	0.129829564407688	0.129641652033087	0.0051
MYO18A	0.466859847033278	0.473562236052334	0.0051
NDUFA9	0.484764974488054	0.491717436095691	0.0051
PML	0.485258412053667	0.492289169079547	0.0051
RFC2	0.485759706408677	0.492828483429658	0.0051
RNASEH2A	0.155961996995333	0.156334832509507	0.0051
TERF2	0.4866354811695	0.493702646066938	0.0051
ARPC1A	0.504723809018068	0.512040211825571	0.005
MAR01723	0.214375676302536	0.215748366426555	0.005
MAR02451	0.206514465866451	0.207795601599516	0.005
MAR04069	0.315816697505187	0.319197716704878	0.005
MAR05187	0.301428294731873	0.304518026494009	0.005
MAR08119	0.094609788355295	0.0936382492092344	0.005
MAR08619	0.250091348599385	0.25226374213887	0.005
MAR08797	0.112626479496772	0.112017351947698	0.005
MAR09085	0.0204653395652745	0.0180074162602982	0.005
MAR10068	0.18877775938389	0.189627337325128	0.005
MAR11890	0.230568319495483	0.232253683314218	0.005
MAR11892	0.243150331538679	0.2451178733528	0.005
MAR12029	0.288410023069366	0.291343843217751	0.005
MAR12241	0.210832106788293	0.212176332124119	0.005
MAR12884	0.134114888950269	0.133829389667698	0.005
RPS6KB2	0.49218613891048	0.499196114506748	0.005
TCEA1	0.485287523914165	0.492147915058831	0.005
ARPC3	0.514342095373361	0.521596375347533	0.0049
CCT5	0.511749714041344	0.518988640378283	0.0049
DYNC1LI2	0.499326641840547	0.506279207379141	0.0049
EXOSC3	0.49555429377944	0.502418875407071	0.0049
EXOSC9	0.490212209448816	0.497071311898175	0.0049
FIP1L1	0.498897853164909	0.505916365531045	0.0049
GSPT1	0.493498651856162	0.50032703115062	0.0049
MAR00618	0.0362433713548034	0.0339203049460531	0.0049
MAR01035	0.0976182468386517	0.0964587155874224	0.0049
MAR01320	0.289248910627341	0.291996830154108	0.0049
MAR02034	0.29333012907384	0.296121051302434	0.0049
MAR04063	0.157072116688442	0.157113615291746	0.0049
MAR04676	0.215837174925054	0.217069899917468	0.0049
MAR05103	0.12894230339443	0.128478185715043	0.0049
MAR06713	0.279664554364951	0.282245373836633	0.0049
MAR08064	0.212554222125194	0.213750014514193	0.0049
MAR08224	0.186857050554438	0.187553608433269	0.0049
MAR08607	0.246026458545145	0.247976837806307	0.0049
MAR08819	0.224430945851813	0.225872117283131	0.0049
MAR08914	0.0976182468386517	0.0964587155874224	0.0049
MAR09260	0.046959304633005	0.04486977888856	0.0049
MAR09368	0.0300349941640374	0.0275854797694484	0.0049
MAR11903	0.11795096809612	0.117227414417998	0.0049
MAR12238	0.207201856109217	0.208303058979965	0.0049
MAR12686	0.0428023571296847	0.0406576243352456	0.0049
NDUFS1	0.496099114081398	0.502998635147357	0.0049
NDUFS3	0.495429547823893	0.502411371113442	0.0049
NEK9	0.496711903639106	0.503615182241119	0.0049
NR1H3	0.405239877431361	0.410375561794333	0.0049
PSMD10	0.490478488038051	0.497333353093005	0.0049
RAB10	0.415215535932365	0.420473237063691	0.0049
SP100	0.495713709391569	0.502663068835382	0.0049
TAF5	0.485128544582433	0.491878884587587	0.0049
CBFA2T3	0.508217977784901	0.51533262415205	0.0048
CCNK	0.500372055566586	0.507257459048502	0.0048
GRSF1	0.493865453549112	0.500684852909717	0.0048
KHDRBS1	0.500961319992851	0.507871005057463	0.0048
MAR00910	0.215752713522169	0.216908087428379	0.0048
MAR01575	0.271696401066329	0.273909294455344	0.0048
MAR01699	0.267044293655925	0.269154777721952	0.0048
MAR01830	0.288198155222673	0.290817961112842	0.0048
MAR02199	0.280714312079766	0.283113719862264	0.0048
MAR02583	0.123715985783562	0.122934786161429	0.0048
MAR03063	0.173528759967415	0.173754251830777	0.0048
MAR03527	0.212232833742313	0.213353353728803	0.0048
MAR03530	0.212232833742313	0.213353353728803	0.0048
MAR03531	0.212232833742313	0.213353353728803	0.0048
MAR03534	0.212232833742313	0.213353353728803	0.0048
MAR04010	0.187902532125399	0.188440920164482	0.0048
MAR04187	0.185851053901507	0.186362369511111	0.0048
MAR04662	0.217927997782949	0.219056482713032	0.0048
MAR04931	0.214577455060596	0.215738099253155	0.0048
MAR06502	0.128688014722243	0.128099598317217	0.0048
MAR07062	0.293830944902211	0.29653760638548	0.0048
MAR08226	0.186939322774332	0.187533976716777	0.0048
MAR08563	0.261116492739238	0.263152793779452	0.0048
MAR08814	0.22418465213894	0.225544867736817	0.0048
MAR08826	0.225856309822001	0.22720476690897	0.0048
MAR09346	0.0525002776637922	0.0503625207241699	0.0048
MAR09943	0.265798686965791	0.267959452311569	0.0048
MAR10126	0.302409997994003	0.305309809202297	0.0048
MAR10423	0.113516253712156	0.112586340099146	0.0048
MAR10449	0.243374461682117	0.245081976672584	0.0048
MAR11359	0.139474602906058	0.139005614896997	0.0048
MAR11370	0.124805053475178	0.124117738807391	0.0048
MAR11494	0.00310007746463516	0	0.0048
MAR12137	0.0524688991009341	0.0503264099497685	0.0048
MAR12138	0.0524544378754074	0.0503007034913293	0.0048
MAR12139	0.0524793594392142	0.0503449545499752	0.0048
MAR12174	0.217439972128855	0.218591402205886	0.0048
MAR12196	0.210444181434426	0.211493790848986	0.0048
MAR12495	0.270282126720352	0.272588066607003	0.0048
NDUFA2	0.500221350012152	0.50712199325583	0.0048
NELFB	0.497024471599699	0.503811575767999	0.0048
PSIP1	0.35112010676009	0.355006218003338	0.0048
PSME3	0.495414930329223	0.502256902674327	0.0048
TIA1	0.500256059853759	0.507189226422557	0.0048
VAMP7	0.520212256904388	0.527508099162407	0.0048
CLTA	0.526544326177593	0.533862359915916	0.0047
COG2	0.519167349027162	0.526316780626922	0.0047
COG4	0.518960025793892	0.526073997770016	0.0047
CWC25	0.508003203782715	0.514840630264727	0.0047
IWS1	0.502212307821021	0.508985621138658	0.0047
LEF1	0.472528439780635	0.478735728389461	0.0047
MAR00275	0.258519594422032	0.260335261864218	0.0047
MAR02048	0.250973402893046	0.252668373214276	0.0047
MAR02052	0.250973402893046	0.252668373214276	0.0047
MAR02059	0.250973402893046	0.252668373214276	0.0047
MAR02061	0.250973402893046	0.252668373214276	0.0047
MAR02063	0.250973402893046	0.252668373214276	0.0047
MAR02064	0.250973402893046	0.252668373214276	0.0047
MAR02076	0.250973402893046	0.252668373214276	0.0047
MAR02078	0.250973402893046	0.252668373214276	0.0047
MAR02079	0.250973402893046	0.252668373214276	0.0047
MAR02100	0.250973402893046	0.252668373214276	0.0047
MAR02102	0.250973402893046	0.252668373214276	0.0047
MAR02116	0.188352567401588	0.188771992708621	0.0047
MAR02408	0.218152161190022	0.219157490114901	0.0047
MAR02569	0.0991055292643816	0.0977314584430218	0.0047
MAR02742	0.193245369960849	0.193746010661102	0.0047
MAR02746	0.193245369960849	0.193746010661102	0.0047
MAR02752	0.193245369960849	0.193746010661102	0.0047
MAR02880	0.193245369960849	0.193746010661102	0.0047
MAR02882	0.193245369960849	0.193746010661102	0.0047
MAR02884	0.193245369960849	0.193746010661102	0.0047
MAR02886	0.193245369960849	0.193746010661102	0.0047
MAR02888	0.193245369960849	0.193746010661102	0.0047
MAR02890	0.193245369960849	0.193746010661102	0.0047
MAR03509	0.251253823892291	0.252925928631328	0.0047
MAR03514	0.251253823892291	0.252925928631328	0.0047
MAR04177	0.186774727736407	0.187134938415521	0.0047
MAR04216	0.231925298888979	0.233305048704314	0.0047
MAR04231	0.208933726687871	0.209773844168232	0.0047
MAR04299	0.220068496289446	0.221121306056564	0.0047
MAR04396	0.109957358904527	0.10876667359075	0.0047
MAR04807	0.0991055292643816	0.0977314584430218	0.0047
MAR05206	0.101030392672107	0.0997356238409561	0.0047
MAR05429	0.295691740829143	0.298307009307087	0.0047
MAR06514	0.127234446334889	0.126377488944988	0.0047
MAR06584	0.19546676669861	0.196015284197699	0.0047
MAR06585	0.191227846033996	0.191729536457869	0.0047
MAR06717	0.250973402893046	0.252668373214276	0.0047
MAR06720	0.250973402893046	0.252668373214276	0.0047
MAR06721	0.250973402893046	0.252668373214276	0.0047
MAR06766	0.267429559629508	0.269427660763322	0.0047
MAR06813	0.246069202274464	0.247614110019941	0.0047
MAR06849	0.250973402893046	0.252668373214276	0.0047
MAR07185	0.256001854555035	0.257783091782571	0.0047
MAR07731	0.188541955769616	0.18904972964931	0.0047
MAR08798	0.113812702980652	0.112766390453066	0.0047
MAR09128	0.00680634026252279	0.00357408456861937	0.0047
MAR09733	0.216009564994761	0.217062507084852	0.0047
MAR09734	0.216009564994761	0.217062507084852	0.0047
MAR09913	0.191066258935649	0.191547032100967	0.0047
MAR09914	0.191066258935649	0.191547032100967	0.0047
MAR09915	0.191066258935649	0.191547032100967	0.0047
MAR09916	0.191066258935649	0.191547032100967	0.0047
MAR09917	0.191066258935649	0.191547032100967	0.0047
MAR09918	0.191066258935649	0.191547032100967	0.0047
MAR10446	0.214847545531217	0.215796891385729	0.0047
MAR11805	0.186258210559428	0.186647524636137	0.0047
MAR11807	0.119718663491402	0.118775421554613	0.0047
MAR12024	0.216050361723988	0.217104086402566	0.0047
MAR12070	0.224246054910511	0.225431266959171	0.0047
MAR12120	0.19546676669861	0.196015284197699	0.0047
MAR12169	0.290456398533754	0.292917418519426	0.0047
MAR12242	0.247404028814301	0.249002473009186	0.0047
MAR12802	0.258928839554488	0.26080438222208	0.0047
MAR12803	0.258928839554488	0.26080438222208	0.0047
POLD1	0.380142757735533	0.384529163318088	0.0047
RFC4	0.509981374672085	0.516869847238255	0.0047
RRAGC	0.511942663725938	0.518929031055468	0.0047
SEC22B	0.518573737565373	0.525730116024948	0.0047
SF3B6	0.507905930791028	0.514744942150697	0.0047
TAOK1	0.501589886021575	0.508429485419795	0.0047
UBE2N	0.502698798735068	0.509422550705662	0.0047
USO1	0.514297182054686	0.521311318088752	0.0047
ACTL6A	0.519967239163587	0.526903531843798	0.0046
BET1	0.513937331953908	0.520874651931056	0.0046
CAPZB	0.522280676279286	0.529310670818393	0.0046
CCT2	0.528248905039814	0.535346321623658	0.0046
CCT6A	0.507510993873276	0.514288007098897	0.0046
DAPK2	0.3733571462652	0.377344698863499	0.0046
EIF6	0.496943340820986	0.503463175585173	0.0046
G3BP1	0.506631804660864	0.513399973354131	0.0046
MAR00063	0.112987562726361	0.111750767160211	0.0046
MAR00101	0.280714312079766	0.28293117552729	0.0046
MAR01450	0.32407961475209	0.327087282985618	0.0046
MAR02355	0.168235920798101	0.168065330993289	0.0046
MAR04129	0.00342046488530219	0	0.0046
MAR04138	0.00436294927370756	0.000937208713856453	0.0046
MAR04140	0.0034373295141289	0	0.0046
MAR04822	0.0102475117287844	0.00699290693598883	0.0046
MAR04943	0.0147981436726381	0.0116106012492699	0.0046
MAR05012	0.0965045156369782	0.0949463788572262	0.0046
MAR05310	0.244339911391946	0.245757146830334	0.0046
MAR05335	0.244315694693242	0.245737797611749	0.0046
MAR05385	0.120882136871378	0.119828340498956	0.0046
MAR06517	0.125811354515023	0.124818430667849	0.0046
MAR06730	0.240129291639479	0.241508373830073	0.0046
MAR08848	0.125811354515023	0.124818430667849	0.0046
MAR08863	0.115125173802977	0.113903007626601	0.0046
MAR09730	0.00404260359449947	0.000648267818794987	0.0046
MAR11277	0.115440959763929	0.114338001138428	0.0046
MAR11857	0.296593160534775	0.299013283219914	0.0046
MAR12254	0.255726498473232	0.257363816330116	0.0046
MAR12477	0.271141973379234	0.273046697871414	0.0046
MAR12481	0.301007547329512	0.303526768373354	0.0046
PDE4A	0.482044163619194	0.488328455866776	0.0046
PSMA2	0.504596827017731	0.511345540758916	0.0046
PTEN	0.509487288298327	0.51622232809035	0.0046
REL	0.452833344921593	0.458502665806338	0.0046
AAAS	0.512609872288682	0.519366487737406	0.0045
ARHGEF2	0.397234460732065	0.40159412302769	0.0045
MAR00139	0.222514312437093	0.2233026305716	0.0045
MAR01080	0.152270418543834	0.151725493547545	0.0045
MAR01562	0.12805436975097	0.12693522249479	0.0045
MAR02031	0.294193449701074	0.296483325279658	0.0045
MAR02047	0.299818297473312	0.302213046276094	0.0045
MAR02053	0.295512127975459	0.297833222223593	0.0045
MAR02363	0.170793513656436	0.17064238972725	0.0045
MAR02557	0.152532042488378	0.15194701366678	0.0045
MAR03072	0.243691154006646	0.245039336726775	0.0045
MAR03076	0.24384295951398	0.245140303839251	0.0045
MAR03498	0.221413735827202	0.222309756161992	0.0045
MAR03505	0.221413735827202	0.222309756161992	0.0045
MAR03522	0.222514312437093	0.2233026305716	0.0045
MAR03525	0.222514312437093	0.2233026305716	0.0045
MAR03953	0.098634994532418	0.0969907407489235	0.0045
MAR03970	0.187558683063602	0.187715170850115	0.0045
MAR04510	0.188263350659495	0.188436332035111	0.0045
MAR04681	0.205802000375544	0.206275496590249	0.0045
MAR04706	0.186528585207859	0.186601010604846	0.0045
MAR05193	0.302682184976303	0.305172550681844	0.0045
MAR05364	0.302682184976303	0.305172550681844	0.0045
MAR05375	0.302682184976303	0.305172550681844	0.0045
MAR05379	0.302682184976303	0.305172550681844	0.0045
MAR06483	0.302682184976303	0.305172550681844	0.0045
MAR06767	0.267386944286897	0.269096764381153	0.0045
MAR06861	0.171260465158294	0.171011846394619	0.0045
MAR07652	0.187398216807482	0.187574391785951	0.0045
MAR07654	0.226295335105581	0.22716367176873	0.0045
MAR08227	0.186659616473326	0.186819484679389	0.0045
MAR08860	0.0956243741310885	0.0938459649686172	0.0045
MAR09678	0.0968797339418208	0.0952633491802371	0.0045
MAR09706	0.00465394859668801	0.00114630925787715	0.0045
MAR10030	0.0461237912545274	0.0434613678162258	0.0045
MAR10460	0.208086947635135	0.208616649986622	0.0045
MAR12002	0.225159498364713	0.226080339275046	0.0045
MAR12003	0.225159498364713	0.226080339275046	0.0045
MAR12239	0.243054795777643	0.244296550373902	0.0045
NDUFV1	0.515046042889626	0.521765077782755	0.0045
PDS5B	0.513604981371801	0.520391621166088	0.0045
PSMA7	0.509857266846778	0.51643948402951	0.0045
RCN3	0.196723069892711	0.197051160420611	0.0045
TCP1	0.524219723865329	0.531230562520347	0.0045
BCLAF1	0.514597619057829	0.521259254457166	0.0044
HSP90B1	0.522031123773393	0.528846077840032	0.0044
KIF2A	0.52163881978105	0.528366630663163	0.0044
MAR00184	0.269695085751527	0.271287286070384	0.0044
MAR01512	0.116465725707628	0.115023167330485	0.0044
MAR01553	0.116465725707628	0.115023167330485	0.0044
MAR01727	0.275183215085743	0.277002218290494	0.0044
MAR02122	0.191820117211993	0.191967645411605	0.0044
MAR02279	0.191820117211993	0.191967645411605	0.0044
MAR02349	0.170822745896691	0.170415226205621	0.0044
MAR03327	0.174910222475727	0.174714450069792	0.0044
MAR03374	0.0939393323254905	0.0920919897305845	0.0044
MAR03376	0.0939393323254905	0.0920919897305845	0.0044
MAR04546	0.236985012162708	0.237979389256154	0.0044
MAR04547	0.236985012162708	0.237979389256154	0.0044
MAR04896	0.130486662860489	0.129287535116992	0.0044
MAR06395	0.23381193667793	0.234697249455304	0.0044
MAR06924	0.21044040047577	0.210862925306279	0.0044
MAR07957	0.295667239623924	0.297864860802942	0.0044
MAR08228	0.186639292441125	0.186576584198703	0.0044
MAR08235	0.188787760728854	0.188841767441526	0.0044
MAR08915	0.129702802090484	0.128544543742208	0.0044
MAR09427	0.0312085668325898	0.0280386104211824	0.0044
MAR09900	0.214778014999568	0.215329567340215	0.0044
MAR09989	0.120956859485129	0.119569897315224	0.0044
MAR10450	0.269064593915008	0.27076645683713	0.0044
MAR10488	0.158062853998862	0.157419125065485	0.0044
MAR11406	0.222229845517807	0.222976917567634	0.0044
MAR11465	0.119291296628543	0.117850353198854	0.0044
MAR11531	0.127070139184676	0.125817949306039	0.0044
MAR11532	0.127070139184676	0.125817949306039	0.0044
MAR11889	0.0143174572084287	0.0108176650433766	0.0044
MAR12197	0.246951449421801	0.248196920981204	0.0044
MAR12255	0.261568863342295	0.263082297451812	0.0044
MAR13041	0.0557790693065294	0.0531043413006524	0.0044
MTDH	0.415688012135934	0.42031812418828	0.0044
MTOR	0.523168286952964	0.529916571294839	0.0044
NUP188	0.516853610240797	0.523564731307834	0.0044
PSMB4	0.513441935964493	0.520066430012116	0.0044
RPL30	0.516281380910172	0.52288950834986	0.0044
STAT5A	0.34938357391424	0.352615894121346	0.0044
THOC7	0.520592920470012	0.527271046470949	0.0044
TLR1	0.395780232212101	0.399951436593749	0.0044
UPF2	0.516561080384049	0.523151943981951	0.0044
ZNF446	0.458368331108263	0.463875121638843	0.0044
ALX1	0.383289481667669	0.387159936393248	0.0043
CTCF	0.534496659381649	0.541298886818208	0.0043
CTR9	0.519428871781406	0.52601839075208	0.0043
DDX17	0.528183777986532	0.534851274640705	0.0043
EXOSC4	0.519613886617175	0.52621560052794	0.0043
HGS	0.540878732356326	0.547934666644713	0.0043
ITGAX	0.495896466810507	0.501931285889817	0.0043
MAR00054	0.125203407487727	0.123788143580669	0.0043
MAR00171	0.269828592551592	0.271405064729715	0.0043
MAR01802	0.292626540163345	0.294661965907587	0.0043
MAR02283	0.287678427018814	0.289575060802916	0.0043
MAR02509	0.126680667948768	0.125319963929626	0.0043
MAR02594	0.193704605621726	0.193640177870829	0.0043
MAR02598	0.193704605621726	0.193640177870829	0.0043
MAR03022	0.118047327244491	0.116463756581361	0.0043
MAR03330	0.210823624101009	0.211206264664909	0.0043
MAR03333	0.210823624101009	0.211206264664909	0.0043
MAR03334	0.210823624101009	0.211206264664909	0.0043
MAR03337	0.210823624101009	0.211206264664909	0.0043
MAR03338	0.210823624101009	0.211206264664909	0.0043
MAR03341	0.210823624101009	0.211206264664909	0.0043
MAR03776	0.192155372585647	0.192072590393565	0.0043
MAR03908	0.209301263468383	0.209640986882987	0.0043
MAR03991	0.234158385295024	0.234959895403691	0.0043
MAR04252	0.190652669253596	0.190612667010385	0.0043
MAR04479	0.128617660897067	0.127295493208534	0.0043
MAR04602	0.187328584198256	0.187240308765952	0.0043
MAR04846	0.214091754249488	0.214549209152614	0.0043
MAR04906	0.192156456192539	0.192042455131863	0.0043
MAR05307	0.242634072401032	0.243559411623866	0.0043
MAR06573	0.218646492606949	0.219187504496179	0.0043
MAR08050	0.145664676233425	0.144618584313921	0.0043
MAR08792	0.19006510466258	0.18996566696634	0.0043
MAR08864	0.115568141196139	0.113939445885566	0.0043
MAR09707	0.00750427120502712	0.00369951790577912	0.0043
MAR10364	0.204648186403473	0.2048421705831	0.0043
MAR11276	0.116204344340531	0.114565581828423	0.0043
PAF1	0.42117751460496	0.425781851935319	0.0043
PRKAA1	0.51082387349467	0.51718379352881	0.0043
SSRP1	0.516089771711294	0.52263667514222	0.0043
TRAM1	0.520896301984921	0.527453978431858	0.0043
AP2A2	0.541567922560476	0.548495330008799	0.0042
ARCN1	0.534841355074401	0.541610263757018	0.0042
CAPZA1	0.541550397405876	0.548344586311953	0.0042
ERCC1	0.527532527916395	0.534047394788052	0.0042
MAR00283	0.246368026812343	0.247226838420054	0.0042
MAR00848	0.21673659963807	0.216986706753142	0.0042
MAR03162	0.221127790559342	0.221493619925011	0.0042
MAR03483	0.248201290904387	0.249102642051571	0.0042
MAR03529	0.242102384558322	0.242912458681227	0.0042
MAR03533	0.242102384558322	0.242912458681227	0.0042
MAR03826	0.221127790559342	0.221493619925011	0.0042
MAR03982	0.165962331122157	0.165227109208101	0.0042
MAR04059	0.223580210064207	0.224027966730906	0.0042
MAR04180	0.216690598882673	0.216992254589859	0.0042
MAR04417	0.190708545669177	0.190430876182758	0.0042
MAR04527	0.0952482973990562	0.0930859628762471	0.0042
MAR06556	0.18698888709588	0.186698671213462	0.0042
MAR06558	0.187225191590396	0.186933227393879	0.0042
MAR06583	0.187225191590396	0.186933227393879	0.0042
MAR06591	0.187441999412972	0.187205580548052	0.0042
MAR06719	0.275378298102799	0.276819877950917	0.0042
MAR08092	0.275378298102799	0.276819877950917	0.0042
MAR08106	0.260813844499598	0.261968978234199	0.0042
MAR09434	0.00422052099342866	0.000276589934167124	0.0042
MAR09493	0.188738858159349	0.188408799921212	0.0042
MAR09929	0.112414708809176	0.110658398495434	0.0042
MAR09972	0.131609973838656	0.130127779338161	0.0042
MAR11763	0.297382939979468	0.299301696079196	0.0042
MAR12289	0.270476029081826	0.271798128367428	0.0042
MAR13003	0.283333954098557	0.284955907996579	0.0042
PARK7	0.530695358432171	0.537348573514912	0.0042
PSMB2	0.52610336878407	0.53260422088574	0.0042
PSMD5	0.522881008114473	0.529413887101807	0.0042
SUPT6H	0.5225187444724	0.529039125598904	0.0042
BANF1	0.527837368518312	0.534219523835466	0.0041
CAPZA2	0.544633501835207	0.551433271342316	0.0041
CCT3	0.545354791340479	0.552168733315994	0.0041
CUL2	0.531119746386417	0.537603624436351	0.0041
KRBA2	0.551371853366282	0.558284501393289	0.0041
MAR00196	0.246319594534081	0.247082516384034	0.0041
MAR01135	0.128692367085872	0.127017130257124	0.0041
MAR01173	0.120519925744031	0.118680680152466	0.0041
MAR01215	0.120519555639809	0.118680485940665	0.0041
MAR01283	0.125120112473942	0.123409198152414	0.0041
MAR01702	0.287909136589822	0.289519454125268	0.0041
MAR02779	0.236228590577362	0.236725039710504	0.0041
MAR03871	0.218411578818093	0.218608758048846	0.0041
MAR03898	0.168788013098835	0.167972861472514	0.0041
MAR04186	0.215720913165042	0.215922786731041	0.0041
MAR04262	0.22307283806689	0.22331320943051	0.0041
