accession	gene_name	IDHwt_1.raw	IDHwt_2.raw	IDHwt_3.raw	IDHwt_4.raw	mIDH1_1.raw	mIDH1_2.raw	mIDH1_3.raw	mIDH1_4.raw	mIDH2_1.raw	mIDH2_2.raw	mIDH2_3.raw	mIDH2_4.raw	IDH2_vs_IDH1_ratio	IDH2_vs_IDH1_t.test	IDH2_vs_IDH1_logFC	IDH2_vs_IDH1_p.value
Q8NFQ8	TOR1AIP2	888425.81	1129847	1178789.88	1322488.5	813969.25	798734.12	1150257.88	1263767.75	814077.38	1295986.88	456683.94	1367073	1.07424657147465	0.928296653278748	0.103325172667442	0.0323132152745686
Q8WWH5	TRUB1	2089183	3020825	2966360	2853201	82200.41	2106238.25	1994146.38	2146725.25	607431.62	204355.92	626152.62	599516.44	0.294349961993687	0.11982441738042	-1.76439565351672	0.92145467399137
P32942	ICAM3	1131620.38	1180351	1374303.88	909152.19	11889083	9346426	7536841	10718791	12514628	14634468	10442539	10620877	1.15301543960377	0.158854136098886	0.205411831715316	0.799001472926619
P29083	GTF2E1	877424.62	1360915.25	1794608.88	1621928.38	945291.62	1309733.5	1219542.25	1782149.38	1175961	1829375.88	1242170.75	2520144.5	1.21439769072233	0.342496224664595	0.280240952464663	0.465344211372638
Q1ED39	KNOP1	821004.12	1763032.62	2287621	1956954.75	1946312.25	2028841	2398280	2613192.75	1236972.12	1455813.75	1143134.5	2153752	0.608247633168373	0.039960419105941	-0.717269293571409	1.39836996553006
Q8NEM2	SHCBP1	1895941.62	2545025.5	2930017.25	2008921.25	124807.95	1560955.12	1733847.62	1322321.88	1148735.75	1895877.5	1182463.25	1911644.88	1.067653489415	0.446183337836314	0.0944434913911696	0.350486651938462
Q9HD45	TM9SF3	7162921	5897058.5	5433485.5	5260847	5105310	4703348	4114567.5	5120193	5006812.5	4825010.5	4330047.5	4270100.5	0.933364992438313	0.627566209657047	-0.0994867374875697	0.20234044837789
O43237	DYNC1LI2	153166.34	751896.44	798960.44	834978.38	2057936.62	2158837.25	2208587.5	2300113.75	2377992.25	2152848.25	1966504.5	2263045.25	1.01109778708838	0.934668815091399	0.0159225324785135	0.0293422471569239
P52788	SMS	4011680.75	4087916.25	3456473.75	4000525.5	4219948.5	4229595.5	4086738.75	4036825.25	2368116.75	2801191.5	1939204.12	2778651.75	0.619593388447362	0.0027550126846642	-0.690606345377529	2.55987639722345
Q15293	RCN1	3084326.25	2990225.5	3066778.5	3430528.75	2493992.5	2196227.5	1436097	2332176	963598.19	2113077.5	929570.94	1944968.12	0.64229398064903	0.165025774749149	-0.638694318804742	0.782448219682329
O60244	MED14	2082659.25	2547143.25	2290618.75	1961559.12	1124365.25	1622740	1878392.5	1750624.25	2037372.38	1543444.5	1827192.62	1807279.75	1.07740288348642	0.328171004659454	0.107557831423849	0.483899793400798
Q9H098	FAM107B	2907605	2284665.25	1907926	1607817.88	999834.56	1450707.88	815799.25	1278084.75	1958256.5	1448554.5	1742505.25	1105043.38	1.40086601662813	0.119629264355077	0.486318978331439	0.922162567895393
Q96PU8	QKI	10729044	9383124	8581290	9728942	10038237	9225936	9291744	10376237	9797290	9137737	8210779	9143496	0.945745006164258	0.177723438601938	-0.0804768414832693	0.75025529259862
P69905	HBA1	3085365	8409400	6508145	18088712	10809734	6123211.5	43069408	10408058	12565708	5464514.5	7484093	12689383	0.944952283442123	0.42003421059208	-0.081686614420828	0.376715336110915
A0A804CD06	PTPA	5590056	4923126	4410359.5	4691457	5273313	5482143	5924881.5	6305662	7582511	6222512.5	6576332.5	6378050.5	1.13564961660247	0.0521398939065837	0.183517786988086	1.28282985686221
Q9UHG3	PCYOX1	3435144.75	2887999.25	2805857	3078450.75	2422466.75	2372112	1996263.38	2176402.75	2899461	2114521.25	2865524.5	1863711.62	1.09487294726262	0.529051025016541	0.130763464357027	0.276502439846725
Q9BZL6	PRKD2	709339.88	121344.22	632733.88	513496.69	1437627.5	1000509.88	1121050.62	1270342.62	1319364.75	1107146.62	848965.88	1096868.12	0.921644630893077	0.429209293180676	-0.117717513513966	0.367330883319802
Q9Y399	MRPS2	6861546	7120104	7602964.5	7116946.5	4944687.5	3812244.25	4776491.5	4584103.5	5325581.5	6608610	4673324.5	4985723	1.10156507145112	0.140007018191845	0.13955472017452	0.853850193710356
Q96P63	SERPINB12	6092	1275716.62	316158.09	80560.63	147633.91	6722118	220274.5	221106.8	2035843.25	121485.57	18679386	96689.15	4.88767607508519	0.518673186651865	2.28914867542801	0.285106202729624
Q9BUL8	PDCD10	5288206.5	6502919.5	3649649.25	4473576	6089744.5	7571763.5	5405792	6353246	8032485.5	5628827.5	6468961	6547005.5	1.04604809430659	0.657610536528093	0.0649491841111601	0.182031236953179
P21291	CSRP1	5502260.5	6245027.5	6500652.5	6959704	5808781.5	4374494.5	3549087.25	4274144	4666604.5	5324839	3417725.25	4712958	1.08451318667094	0.964338437952425	0.117047594945747	0.0157705221756862
Q9UGU0	TCF20	25277.65	580666.12	924865.69	679067.88	1758482.75	1706653.38	3317912.5	1015900.69	364651.47	742516.88	845790.94	1170593.62	0.458368087258956	0.0909532953708862	-1.12542149135959	1.04118156119132
Q9Y3C6	PPIL1	5258999.5	5695956.5	5356471	5814563.5	6049208.5	5315647.5	5178197.5	4422338.5	4938846	5482544.5	6974021	5044823	1.00319449162819	0.548136409442493	0.00460133167911042	0.261111349369526
C9JT21	TSFM	559544	252295.33	470581.81	518157.5	172720.47	88315.53	273789.62	284983.56	202471	336490.28	172483.17	219084.42	0.944111744484878	0.65466089885797	-0.0829704686972204	0.183983597549573
C9JL73	ATP6V1B1	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	52326.1	43880.19	38979.94	58703.39	57829.88	64536.61	1.21128535358759	0.232556046825437	0.276538773959162	0.63347236366148
P35612	ADD2	1743361	1827144.62	1550985.38	1546549.75	28643.31	53056.38	837049.31	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.408300892086501	0.0506392977440546	0.389019671196715
A0A8V8TNE2	UBE2T	5351848.5	5611886.5	4905696	3851108.75	4594066	4079239	4078971	4018874.75	5099174	5858698.5	4611960.5	4646380.5	1.19457019370671	0.0513875809091669	0.25649162996605	1.28914182641929
Q53QZ3	ARHGAP15	3320573	3185224.25	3395505.25	2709697.75	3774915.25	3942950.5	3191719.25	3671056.5	2884786.75	3037390.75	2700608	3306905.75	0.79535320557723	0.0194927131721	-0.33033241087801	1.71012770764157
Q8IUF1	ZNG1B	2717901.25	2184468.25	2328950.25	1765498.62	1633293.62	2271652.5	1421010	1661083.25	2340352.5	1958486.62	1974072.5	2112080.25	1.240341621874	0.155155310028387	0.310737530535245	0.809233356550555
K7EP90	RBM42	3271431.75	3249856.5	4395155.5	4014603.5	3381249.25	2833505.5	4155854	3383821.5	2012209.5	2559031	2439526.5	2523439.5	0.733616274449162	0.0222479871416093	-0.446902451037997	1.65270927514757
A6NHL2	TUBAL3	5387774.5	5021471	5867517.5	6226734	6802109	5607830	6886859	6963291	5058944.5	6647406	4443616.5	6523332.5	0.846103007911188	0.216907700441977	-0.241094781475762	0.663725029820312
E9PK59	SCYL1	161247.45	830273.81	1161113.25	1090528.75	1504824.25	1356481.75	1799777.12	1569641.88	869836.88	1068095.25	883330.69	1487360.75	0.63472025954633	0.0366880507433776	-0.655807202352462	1.43547536193943
Q96AT1	KIAA1143	2927761	2807148.75	2533300.75	3148048.75	2134061	1968493.62	2569239	2233236	2042052.25	2632872.75	2101541.75	2646218.75	1.08406057568331	0.55727572887435	0.116445374584952	0.253929871434163
M0QYM7	TUBB4A	599494.38	638826.94	609634.94	901979.62	678446.44	577574.25	802372.31	839174	622372.94	722118.75	451635.06	778104.5	0.907938051162575	0.42062760894513	-0.139334229452068	0.376102224709607
G3XAG1	ZNF512	1166709.88	2570388.75	4153929	2662533.25	4581165	4155004.25	6460516	3528425	1904011.25	2530512.25	2986608.25	3027307.75	0.631526283674048	0.0388415762969616	-0.663085315685133	1.4107031535534
A0A2R8Y7R9	PPFIA1	748882.94	823635.81	1100513.88	912177.25	1311085.12	1288644	1041718.12	1341726.75	801540.75	1140298.62	841032.94	1255047.38	0.762130002221154	0.131121530841844	-0.391890984881827	0.882325989026602
Q01650	SLC7A5	12184228	12688782	9664153	10283502	9501138	11440032	9084361	13248506	10939640	9762988	9835959	10830331	0.98687370380929	0.663856893891988	-0.0190626287939169	0.1779255304081
Q96DF8	ESS2	408464.69	1235905.75	1436578	1515705.88	1231678.75	1696721.12	2260561.25	1365246.25	941823.25	1041272.19	123777.14	1311378.25	0.647654008148362	0.0631022630191765	-0.626704797265813	1.19995506549252
P24666	ACP1	6248369	5351418.5	5297671	5134660	6410936	6441080.5	6296075.5	6852460.5	9147734	7110479	6301808	7180994	1.11200238499538	0.2200836917942	0.1531598823216	0.657412137483867
O94788	ALDH1A2	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	2380101.25	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.396717577058747	0.0506392977440546	0.401518557149971
H7BZ37	BCOR	23383.25	30678.97	49763.07	45901.79	10246.3	1277261	2973517.75	829253.88	81603.09	103923.41	218827.27	229672.53	0.153215475980877	0.172437254461334	-2.70636606659827	0.763368900581457
O60293	ZFC3H1	666339.31	568168.06	817958.81	557278.81	26463.04	498795.78	905339.81	428566.72	25089.89	57622.22	57829.88	23958.08	0.0891906994298346	0.0997483560939592	-3.48696291220786	1.00109425298663
F8VQE1	LIMA1	967053.38	1594145.25	1740561	1744251.88	1629094.88	1770681.25	2147679.5	1743197.12	23922.33	508057.41	40042.12	850580.81	0.155981360846022	0.0016846759603448	-2.68055445183579	2.77348362130158
P49137	MAPKAPK2	1664589.25	2276348.5	1730389.62	1878939.38	1915795.88	1965917.38	1291355.75	1360748.25	2628510.5	2231989.5	1870289.38	1568661.62	1.25201392602638	0.182049948564629	0.324250609313236	0.739809439433146
O00442	RTCA	2222869.25	1735768.25	1984485.88	2054952	2966725.25	2797577	2457209	2894703.75	2764182.25	2765231.5	2621385.75	2499881.25	0.946117775375011	0.412389449514167	-0.079908309448117	0.384692454146016
Q8IX90	SKA3	537897.75	619125.25	858527.31	1089487.75	1350769.12	1022625.12	1506474.12	2106160.5	455213.97	491197.19	187020.78	1043691.38	0.331232268485479	0.0179010452389114	-1.59408486855891	1.74712160990064
A0A2R8Y6I6	DYRK1A	1166845.12	2113983.5	2848151	2126785.5	2091679.75	2220426.25	2250777.75	2109895.5	1090494.75	2011557.62	1424064.62	1959664.88	0.781403714400668	0.0879759265569564	-0.355859981502087	1.05563615050636
Q6P9B9	INTS5	2227888.75	978654.56	1498681.62	2112164.25	1336797.25	788052.94	1349596.12	1541523.88	958953.75	1389982.88	1068935.38	1169857.5	0.833382372440861	0.591830400883182	-0.262949510159006	0.227802729954866
Q00403	GTF2B	3468781.5	3256723	2928424.25	3734229	2999611	3711406.25	2877945	4527298	3675869.25	3295329.75	2957444.75	4816501.5	1.0387693460332	0.786495242005469	0.0548753459883995	0.104303900347777
D6RDK6	OCIAD1	23383.25	643160.69	1069165.12	1024373.69	853431.94	705150.12	691065.5	1079382.5	306789.25	1124512.38	57829.88	896969.69	0.772342355846185	0.426278960428834	-0.372687602838858	0.370306102011908
E5RIA4	DNPEP	3971570.5	2401783.75	2253519	1587953.75	4410831.5	3755623	3143784.75	3810639	5171702	3860952.75	4601715	3637529.25	1.11847405627772	0.267795531179808	0.161531792549414	0.572196674523947
P20138	CD33	1601276.75	1858276.25	1718987.88	1590624.88	3436496.25	2938828.25	2336215.75	3456436.25	2698255	3387698	1817674.38	3169828.5	0.920436834234869	0.555716184716754	-0.119609376096469	0.255146954607781
P29084	GTF2E2	1145787	1649717.38	3139081	2066342.25	1365933.88	2094110.5	2083391.38	2075827.12	1522009.25	1872722.38	1152244.75	1848900.88	0.810467189930031	0.261495132315982	-0.303174312455279	0.582536391033742
Q9Y320	TMX2	8522667	8233913.5	7122283.5	8038797.5	5384120	5951842.5	5981843.5	6704441	6117949.5	6397022	4840320.5	5935133.5	1.01000503951587	0.689570071439191	0.0143624914586716	0.161421595923005
Q86TX2	ACOT1	3700074	2749097.25	2396420.5	2108524.5	4207901.5	3695464	2209343.25	3153764.75	4400246.5	3724321.5	3579835.25	3578782.75	1.06642032506215	0.341098963320185	0.0927761823389692	0.467119600513469
K7ES61	MRPL4	5205075.5	5055818.5	4740768	5187225	3273170.75	3183579.25	3442509.25	2880781.75	2703497	2825620.5	4087553.75	2495918.5	0.85633135865567	0.684176929931337	-0.223758937295532	0.164831574074424
Q9Y371	SH3GLB1	2408849	2066817.25	2110032.25	2233199	2571619.5	1877394.25	1975424	2093340.25	2316759.75	2401442.75	1798265.62	2336113.75	1.14355937432354	0.701008766904797	0.193531273330134	0.154276550657352
Q9Y679	AUP1	3620163.75	2534863.5	2499623	3364761.5	4049841.5	2834019.25	3948730.5	3773099.75	3806807.5	3736626.5	4014476.5	4051285.5	1.01287955663102	0.441254985479135	0.0184626308202284	0.35531037473988
Q9BRX2	PELO	867615.44	759198.19	1103703.25	1330681.12	1607252.12	1379627.62	1641866.62	1711463	2324956	1865656.62	1677760.62	1734565.62	1.10806114768216	0.119675405629296	0.148037497834439	0.921995091840444
Q9NRX1	PNO1	4305542	4920915.5	4794865	5338233.5	4925903	5504540.5	5370064.5	4392319.5	4521390	3876152.5	5974533.5	3752501	0.815614705465999	0.410238209185389	-0.294040307625529	0.386963892320719
O00264	PGRMC1	2804590.75	2492235.25	2395095.25	2392032	3241437.25	3458167.25	4035091.75	3306550.25	4074210	4124904.75	5003870	3313572.75	1.21204096845138	0.17948132036407	0.277438464473172	0.745980744216295
O15126	SCAMP1	2942246	2959405.5	2772112.25	2645210.75	3006279.75	2726325.25	1787057	3231535.75	2559654	3115958	2727288.25	3071470.75	1.01153995434885	0.627574140097829	0.0165533053658444	0.202334960311681
Q96S52	PIGS	3784106.5	2489697.25	1927378.75	1581498.62	4229540.5	4114826.25	2755273.25	3872391	4277921	3754539.25	4705808	3545565.25	1.00566442586747	0.473469292570089	0.00814898118590766	0.324708182447018
H0YMI4	USP3	2036985.5	2050018.5	2398286.25	1990371.25	2983381	2195888.5	2540444.5	2459717.5	2309768.75	2499344.25	2204687	2561298.75	0.96179143795741	0.451905329415284	-0.0562040117506487	0.344952536911769
Q9P0J0	NDUFA13	8213654	5412563.5	6591611.5	6521259.5	4781737.5	4603689	5365890	4432039	4692988.5	5861896	5928526.5	4374513.5	1.12460360751853	0.397185048361023	0.169416579895271	0.401007108455913
Q99747	NAPG	2970027.75	2672282	2269107.5	2558691.5	3167042.75	2310528.5	3405209	2789107.5	3383938	3214348.25	2832696.75	3006069.25	1.0443688018112	0.510437535323505	0.062631266110258	0.292057397013199
O94761	RECQL4	86773.94	1116851.38	1441911.5	998226.75	1203218.25	1657236.5	1613369.88	1753675.25	1459313.38	1799806.75	1663306.38	2006428.25	1.05885965097396	0.335218088163455	0.0825113766178604	0.474672555144294
Q9NQT5	EXOSC3	1691878.75	2462721.75	2182618.5	2365880	2803785	2961497.25	3327588.5	2681328.75	2755956.75	2741592.5	2503292.25	3247899	0.953561163462552	0.555016183157715	-0.0686026158206595	0.255694353537451
Q8NBU5	ATAD1	4991570	5261854.5	4849193	5867475	2816567	2602138.25	2525561	3119494.75	2609433.75	3278373.75	2753990.5	3451387.5	1.11324827088537	0.335088246738666	0.154775370966055	0.474840804829781
Q66LE6	PPP2R2D	273617.34	284178.78	262976.12	230292.16	211857.38	201837.91	120264.23	221726.45	190959.11	169484.17	238789.38	218113.58	0.988826075346422	0.601983965566406	-0.016211307271122	0.220415076447776
P06702	S100A9	5738289.5	4476209.5	3232179.5	3728020	48531.84	4188200.25	194075.11	53320.41	1752609.38	29902.57	18099092	473836.75	8.99954101836606	0.434217351704268	3.16985142506316	0.362292825748375
A0A8V8TM04	FLI1	2284158.75	2872976.5	3111849	3084921.75	2477032	2113740	1868858.5	2521380.75	1837553.25	2022432.62	2151745.25	2027925.5	0.882282570338932	0.233955325924297	-0.180687310376415	0.630867063772911
Q8NG31	KNL1	1397137.38	1566164.12	1766286.5	1056906.62	1333310.5	316771.94	1333882.12	752777.38	83463.78	816130.44	286106.72	1169006.88	0.52837522837245	0.361449823658846	-0.920365264074673	0.441951982796964
Q8N2K0	ABHD12	1517559.12	986755.94	1088719	1330090.5	1847316.25	1738195.75	1356076.88	2199679.75	2221039.25	1686040.38	1833679.5	1601978.62	0.981650564828677	0.827888453435243	-0.0267185307391058	0.082028174472351
Q8WVT3	TRAPPC12	2130951.25	1892829.88	1903964.25	1809554.38	2643427.75	1713859.62	2229133.5	2168541.5	2036393.5	2014925.38	1545421.62	1842633.75	0.877181494767121	0.1989226586703	-0.189052717998188	0.701315744904701
O60573	EIF4E2	1739906.62	1769162.75	1805609.25	1835640.62	1339985.75	1480014.5	2037440.5	1951380.25	2354054.75	1991600	2105896.75	2078962.75	1.2195797350334	0.0819540924023444	0.286384083330326	1.08642935492594
O60828	PQBP1	7114535.5	4353776.5	3476957	4412252	4095752	4667406.5	4880257.5	3674855.25	6201015.5	3710108.5	5950309.5	4287323	1.16825828267285	0.349457232294145	0.224359265603045	0.456605967028943
A0A8V8TMB9	NCF2	123720.37	12671.55	69240.16	12534.04	221271.44	1410309	79783.28	208924.25	5155461	3035823	4668506.5	2169896.75	17.9088951356068	0.0117030191039724	4.16260442989135	1.93170208602699
P10398	ARAF	624533.62	789908	718208.12	677880.25	714805.94	765592.88	828989.44	754703.69	680422.12	895183.5	725187.06	701069.44	0.938143601810534	0.788462569386334	-0.0921193216530444	0.103218919069157
Q9BYN8	MRPS26	3155509.25	5129983	6506549.5	4094167.75	2442417.25	2512470.5	3008611.25	2531330.5	2268961.25	2524313.75	2848184.75	3254896.5	1.06516860994318	0.704040681334544	0.0910818186906519	0.152402245447865
E7ESL0	MRPL22	4798388.5	5364312.5	6437311	5329580.5	3603992.75	4026329.5	3332950.25	3294549.5	3669528.75	3358174	3682201.5	3609386	1.04929718321168	0.937582674893786	0.0694233376150811	0.0279904263553621
A0A7I2V2K5	NACA	37042048	36267996	36416124	37719268	34745620	29550522	31952490	34912420	34246708	35459680	32043820	31496928	0.993889152181374	0.75340368935254	-0.0088431369788342	0.122972257425124
Q58A45	PAN3	3144741.5	2046074.5	2592405.25	2407776	3881996.25	4608876	2155356.25	3871476.75	46289.43	171698.86	83506.06	168462.55	0.0324975156294476	0.00654323236738991	-4.94352675858976	2.18420765648854
Q9H4Z3	PCIF1	1893504.38	1804952.25	1601639.25	1554055.75	3085763.5	2546011.5	2132883.25	2814718	2411411	2413587.75	2328403	1942513	0.884173320067726	0.174953122490907	-0.177598893265266	0.757078302003771
Q9HBR0	SLC38A10	1335396.88	1182848.88	1525371.38	1510705.88	863973.19	705649.69	519840.16	726055.38	29454.58	976244.88	474884.59	732579.19	0.843374662352771	0.52387031617959	-0.245754415749693	0.280776209081414
P16219	ACADS	4176617.75	2653928	2488724.25	1800334.75	1603988.12	916558.31	1076753	1085799	838960	914570	454943.56	166166.73	0.598322518949833	0.0467069426783939	-0.741004732436244	1.33061855963062
Q8N3D4	EHBP1L1	687702.88	44340.52	379389.97	45495.16	26422.43	304782.12	916479.56	707973.5	424670.41	760991.25	583720.88	828939.69	1.32777552989536	0.502963025798511	0.409011269215584	0.298463939957766
P61601	NCALD	10117.59	291545.94	23952.76	45901.79	1986318.12	1405186.75	1122487	1699616.62	1880370.12	1697042.75	1579234.88	1674339.75	1.08586022953202	0.479982867986341	0.118838413328032	0.318774263607284
Q9NWS0	PIH1D1	1136989.12	1601857.88	1723087.62	1525051.12	2098408	1957047	1779648.75	2115268.25	1321199.38	1712014.25	1225742.38	1586561.62	0.716999942053358	0.0108750727731388	-0.479955092556189	1.96356782817867
Q9UMY1	NOL7	3400818.25	4920142	3737979.25	4915370.5	4312723	4528789.5	6758414.5	3314172.5	4250319	3714599	4965481.5	4044234.25	0.938137366202898	0.56645934608682	-0.0921289109207141	0.246831253326992
Q9H871	RMND5A	1879851.25	1946809.25	2043997.75	2287690.25	2163390.5	2106841	1975049.38	2095371.25	1801405.25	2360354.25	1670875.75	2494515	0.99037346340609	0.987946516346076	-0.013955436156403	0.00526656582177303
Q6NUK1	SLC25A24	9210046	5512698	4450880	6437794.5	7611921.5	5395097.5	9114550	6239750.5	6020883.5	6914177	4795958.5	5401192	0.824599044794015	0.22332242152686	-0.278235304861647	0.651067671659636
E7EQY4	MTA3	347602.28	462667.72	374434.97	508216.03	28643.31	53056.38	292889.94	59457.47	38979.94	58703.39	160686.98	64536.61	1.09533181914938	0.701290273847793	0.131367985190206	0.154102184263238
Q10472	GALNT1	2864735.5	2492772	2497980.25	2590694.5	2811914.5	2651335.75	2317486.5	2775676	2302904.25	2356649.25	1855706.25	2395735.5	0.858585482148624	0.0509276795512817	-0.219966316475328	1.29304611139563
Q8NEZ5	FBXO22	3191613.75	3450023.25	3210406	2895297.5	3511919.75	3740242	2770920	3632501.75	3665453.75	3599846.5	3249500.25	3557876.75	1.00186183723903	0.683700821701106	0.00268356594466138	0.165133898145827
Q9Y296	TRAPPC4	5302306	4630226.5	3994273.25	4526966	5026795	4390091	4638889.5	4413273	5904511	4972502.5	4975599.5	4364307	1.0989751896301	0.276856115792879	0.136158816494924	0.557745878416223
P0C0S8	H2AC11	22350000	1105764.12	54453.56	68403.38	28643.31	2803571.25	405489.81	40023.99	68323472	58703.39	176965136	55058.34	153.490588596807	0.243085334581915	7.26200638803485	0.614241241495086
A0A7I2V2D8	HGS	2019878.25	1989141.62	1839823.25	2117747.75	1946592	2217095.25	2016793.75	1956907	1711685.88	1618207.88	1271961.88	1677161.12	0.829294707207129	0.0113109838824292	-0.270043210210608	1.94649961646046
Q15654	TRIP6	5267058.5	3900860.25	3823355.75	4251348.5	2197057.75	2335366	2197960.75	2193545.5	1426775.88	2078383.5	2262696	2099812.25	0.950666248617611	0.248950500493438	-0.0729891533546062	0.603886996276171
Q9BUI4	POLR3C	5073809	5312306	4695708	4731870.5	3048237.75	3489704.25	3535399	2948589.5	3467025.25	3410249	4000002.5	3243337.5	1.05190199760108	0.2626588498524	0.0730002995341788	0.580607961785247
J3KMZ8	DPF2	4520921	4394864	4230949	4460158	5224282.5	4563099	4539654.5	3500147.25	3747080.25	3501506.25	3849805.75	3113599	0.796307018530162	0.0790897399549193	-0.32860332151458	1.10187985240591
Q9UMZ2	SYNRG	2112071.25	1785317.12	1999194.25	2071369.25	2244574.75	1752744.38	1928009.88	2129780.25	1359903	2502164.25	1514529.5	2451590	0.977408730598889	0.868803232818266	-0.0329661035261575	0.0610785717417364
P43007	SLC1A4	2907186.5	2822131.75	2668734.75	3269335.75	1305923.12	1440930.12	1334942	2086225.75	1715285.25	1944683.12	1944022.38	2244401.5	1.40089504555419	0.107643986662409	0.486348873734178	0.96801022624251
Q15427	SF3B4	9338438	9937039	7550714.5	8806883	5983933.5	5865989	5965363	4624919	6016764	5424151.5	6686221.5	4814132	0.96699984076207	0.817565052184039	-0.0484124427569011	0.0874776812602619
P16591	FER	21474.25	30678.97	49763.07	45901.79	2111804	1292711	1423207.62	1810225.12	1462834.12	2016066.62	1513005.88	1592335.38	0.960385296278035	0.954659290278849	-0.0583147791461342	0.0201515967440073
O15111	CHUK	2656263.75	2659246.75	2746913.5	2949846.5	2282209.5	2193639.75	2217154.5	2348248.5	2213889.75	2538766.75	2248830.75	2405679.25	1.0344817623113	0.327334307159959	0.0489082110220094	0.485008474895338
U3KQ93	UBA2	369793.47	801287.75	843723.38	952270.19	1198224.38	1479129.75	563585.31	1233107.25	589162.94	1079016.62	447145.59	1682672.25	0.686117656438336	0.639621581765487	-0.54347210186325	0.194076890949048
P15309	ACP3	2140805.75	2083690.12	2000383.12	1948834	28616.46	2678966.75	10697.33	35689.66	20725.57	16765.96	33041.93	64536.61	0.83611793092166	0.396534681335494	-0.25822165215461	0.401718822838317
Q8N2G8	GHDC	2503667.75	2498287	2327617.75	2103680	3169772.5	2958990.75	2578252.75	2514085.5	2568681.5	2628732	2065251.12	2417178.5	0.900422746444147	0.105685303263697	-0.15132559232934	0.975985402051627
P51970	NDUFA8	3434404.75	3290231.5	2909097.25	3484434.75	2668410	2644311.5	2859326.75	2982350.5	2641623.25	2916491.75	2268320	2959598.75	1.00549560360305	0.630295340263886	0.00790677366320822	0.200455903575895
A0A0A0MQR2	RTF2	2502991.25	2179157.75	2638674.5	2752397	1700167.88	1575378.88	1632111.75	1500452	1089099.62	1753013.5	1719577.12	1607793.12	1.03737489016453	0.730952614978277	0.0529373545580248	0.13611077587453
Q9NQT4	EXOSC5	1932412.38	1883587.88	1936746.88	1708431.25	2506325	2304414	3262520.25	2400219.25	3224909.5	2605258.75	3384557.25	2570106	1.18824328344741	0.320780216167908	0.248830246820554	0.493792424284556
O75935	DCTN3	4454231	4625820.5	4359576.5	4559116	4295201	4911565.5	3600734	4613107.5	6534374.5	5438426	5868670	5260999.5	1.26927530630534	0.0119456463312476	0.344005024233198	1.92279034733726
D6RAA6	TMEM33	10007727	11474552	8101230.5	8110087.5	10292737	13627968	9845230	11418119	15390502	10730942	14672923	13232401	1.2853166176405	0.149613666724379	0.362123788551102	0.825028733263761
Q8ND82	ZNF280C	345582.38	902631.44	834294	1128600	1571229.5	1312028.12	1569872.62	692410.25	474420	603829.69	1072108.62	616516.69	0.423451912504107	0.0589510023819456	-1.2397299494878	1.2295088059167
A0A087X2D5	MRPL45	6706201	6511765	7491977.5	7586240	5755871.5	4206412.5	5254301	5119660	5077530.5	4731448	4189435	4714230	0.910517978619738	0.326639162923923	-0.135240590689685	0.485931746047301
Q8NI60	COQ8A	4602469.5	3725172	3960912.75	4044312.25	2258672.5	1964350.25	2174734.75	2755887.25	2148281.75	1827768.5	1900610	1553976.12	0.840973610082854	0.0875881892913255	-0.249867565750524	1.05755445172481
B4E0T2	PEX5	54240.35	411401.75	1110464.62	612300.38	562536.62	2079087	1462972.62	2185711	1680409.88	2485814.5	1333927.12	2546574.25	1.17621520441827	0.39548613126713	0.234152044819304	0.402868741546236
A0A8V8TN35	SGPL1	1632829.5	1644764.62	1746520.75	1851244.5	1043002.5	1127323.25	902075.75	1238038.62	736281.31	1795470.25	1104991.62	1098425.75	1.0152473056176	0.673886779950642	0.0218311984739767	0.171413063365354
M0R1T5	CHMP2A	3121157.75	4631217	4769897.5	4504420.5	6113042	5884181.5	5389621	6993297	5318684.5	7638278	6694469.5	7756459	1.19467204224377	0.3017327514866	0.256614628276749	0.520377546908478
Q13405	MRPL49	2652476	3829011	3531691.75	2963971.25	2251170.25	2376820.75	2465332.25	1543438.88	1654063.5	1696336.12	1779474.88	2118029.75	0.751041002456573	0.206720417533513	-0.413036422266323	0.68461662649694
P30038	ALDH4A1	1479923.75	588719.25	809664.12	1084922.38	2236244.5	1725082	1853759.5	1919062.12	2905929.75	2584798.5	2664418	2026727.75	1.39132379653825	0.0375728546870587	0.476458210892459	1.42512580712617
Q9BV86	NTMT1	2685839.5	1152593.25	1186478.38	817796.56	1186202.25	1672845.88	2052116.62	489374.69	4027615.5	1503563.62	4242416	1716097	2.0089597092582	0.128061310342531	1.00644863035479	0.892582058722853
O43427	FIBP	1440780.75	1001300.25	1446600.12	1278176	1926827.88	2138651.5	1780145.88	2127123	2406791	1978549.38	2263364.5	2109529.75	1.07867470017298	0.172258326642225	0.109259851660361	0.763819775937787
O95571	ETHE1	4678209	3477202.75	4195181.5	4637645	7688632.5	6074955.5	4448449.5	7254319.5	10371161	8923945	7807889.5	9720695	1.39877375176069	0.0226096457896543	0.48416262897213	1.64570624140535
A0A087WY55	VTA1	9546011	9934225	9734733	10008355	9126938	9561285	7623141	9409320	7843453	9504913	8696073	9367467	0.974497657509946	0.899455368484384	-0.0372693773393902	0.0460203817368252
