nodeLabel	mIDH1_filtered_25k	mIDH2_filtered_25k	distance
MAR12120	0.196996887764981	0.196096303270967	0.0034
MAR12862	0.321143917987	0.322077087924443	0.0034
PSMC2	0.656967989063371	0.662683740471211	0.0034
RRP9	0.3966936951064	0.398725234618466	0.0034
ZNF639	0.520074046547915	0.523767140238585	0.0034
COPS4	0.584838585162515	0.589404026330435	0.0033
DAP	0.0481473650915073	0.0449948198360056	0.0033
DDX17	0.526994139911119	0.530604092434126	0.0033
ITPR2	0.434744026798308	0.437155440672529	0.0033
LILRA5	0.424571869363847	0.426833969838289	0.0033
MAR00760	0.217789653660377	0.217111013720631	0.0033
MAR00951	0.257240849718835	0.25712225879835	0.0033
MAR00955	0.257240849718835	0.25712225879835	0.0033
MAR00960	0.233122508875629	0.232696126094709	0.0033
MAR01163	0.167105879432065	0.165665580422565	0.0033
MAR01177	0.167105879432065	0.165665580422565	0.0033
MAR01182	0.167105879432065	0.165665580422565	0.0033
MAR01206	0.167104627643193	0.16566425983039	0.0033
MAR01224	0.167104627643193	0.16566425983039	0.0033
MAR01477	0.282847547053789	0.283001257032063	0.0033
MAR01478	0.282847547053789	0.283001257032063	0.0033
MAR01479	0.282847547053789	0.283001257032063	0.0033
MAR01536	0.283035741261934	0.28320653254802	0.0033
MAR01538	0.283035741261934	0.28320653254802	0.0033
MAR01539	0.283035741261934	0.28320653254802	0.0033
MAR01607	0.101849179052489	0.0994313259511242	0.0033
MAR01637	0.212666437887181	0.211810787962486	0.0033
MAR01653	0.212666437887181	0.211810787962486	0.0033
MAR01726	0.280198945713754	0.280370055426421	0.0033
MAR01848	0.272135888725319	0.27225890298057	0.0033
MAR02047	0.299946684329033	0.300353505784922	0.0033
MAR02409	0.181928693923644	0.180738417326359	0.0033
MAR02593	0.19628602022651	0.195327800177935	0.0033
MAR03508	0.185650040162448	0.184440222372811	0.0033
MAR03513	0.185650040162448	0.184440222372811	0.0033
MAR03526	0.132797897620354	0.130942549768827	0.0033
MAR03527	0.214092546221298	0.213383614254502	0.0033
MAR03530	0.214092546221298	0.213383614254502	0.0033
MAR03531	0.214092546221298	0.213383614254502	0.0033
MAR03534	0.214092546221298	0.213383614254502	0.0033
MAR03841	0.215344203328199	0.214565946385164	0.0033
MAR04138	0.00612239692356896	0.00233465675293493	0.0033
MAR04652	0.195327525960188	0.19425287060424	0.0033
MAR04663	0.192785099101414	0.191697253017523	0.0033
MAR04830	0.0134515273816384	0.00977410476843476	0.0033
MAR04848	0.118278102980235	0.116147306108923	0.0033
MAR04932	0.279091979071329	0.279300196641362	0.0033
MAR06514	0.129042632418107	0.126999320817298	0.0033
MAR06767	0.267929287469154	0.267973574993621	0.0033
MAR06817	0.251368522627752	0.251117413867416	0.0033
MAR06846	0.243125525012131	0.242737688679827	0.0033
MAR08224	0.188881720301146	0.187793585913271	0.0033
MAR08743	0.195327525960188	0.19425287060424	0.0033
MAR09641	0.0957071012804668	0.0932571379805782	0.0033
MAR09687	0.00728891494095852	0.00359016887158931	0.0033
MAR09711	0.00752124568652083	0.00388407385047285	0.0033
MAR10014	0.261814798342473	0.261752113268307	0.0033
MAR10444	0.265988685304877	0.265894421429331	0.0033
MAR11545	0.279873722466298	0.280107994036429	0.0033
MAR12035	0.199087301254833	0.198064498279895	0.0033
MAR12992	0.257531135655497	0.257449081786002	0.0033
KLRF1	0.40095074971212	0.402655363907683	0.0032
MAR00060	0.0991045558069626	0.0966158341127441	0.0032
MAR00198	0.260725925487042	0.260442024757849	0.0032
MAR00224	0.260725306029718	0.260480134320889	0.0032
MAR00235	0.260742649744944	0.260514358995739	0.0032
MAR00253	0.26074760467702	0.260477550967901	0.0032
MAR00257	0.260865230125282	0.260628592503749	0.0032
MAR00269	0.260800239440112	0.260547929336088	0.0032
MAR00273	0.260865230125282	0.260628592503749	0.0032
MAR00287	0.260756894677449	0.260446546804325	0.0032
MAR00719	0.214185731447049	0.213336617047006	0.0032
MAR00980	0.214185731447049	0.213336617047006	0.0032
MAR00988	0.214185731447049	0.213336617047006	0.0032
MAR00989	0.214185731447049	0.213336617047006	0.0032
MAR00990	0.214185731447049	0.213336617047006	0.0032
MAR00998	0.215878036599339	0.21497259534167	0.0032
MAR00999	0.215878036599339	0.21497259534167	0.0032
MAR01000	0.215878036599339	0.21497259534167	0.0032
MAR01017	0.215878036599339	0.21497259534167	0.0032
MAR01018	0.215878036599339	0.21497259534167	0.0032
MAR01079	0.214185731447049	0.213336617047006	0.0032
MAR01088	0.214185731447049	0.213336617047006	0.0032
MAR01091	0.214185731447049	0.213336617047006	0.0032
MAR01097	0.214185731447049	0.213336617047006	0.0032
MAR01098	0.214185731447049	0.213336617047006	0.0032
MAR01102	0.238241819435266	0.237671667662642	0.0032
MAR01240	0.120480151821291	0.118191755578742	0.0032
MAR01253	0.215878036599339	0.21497259534167	0.0032
MAR01254	0.215878036599339	0.21497259534167	0.0032
MAR01259	0.215878036599339	0.21497259534167	0.0032
MAR01260	0.215878036599339	0.21497259534167	0.0032
MAR01269	0.120480151821291	0.118191755578742	0.0032
MAR01270	0.215878036599339	0.21497259534167	0.0032
MAR01271	0.215878036599339	0.21497259534167	0.0032
MAR01276	0.215878036599339	0.21497259534167	0.0032
MAR01277	0.215878036599339	0.21497259534167	0.0032
MAR01291	0.215878036599339	0.21497259534167	0.0032
MAR01294	0.215878036599339	0.21497259534167	0.0032
MAR01296	0.215878036599339	0.21497259534167	0.0032
MAR01364	0.215878036599339	0.21497259534167	0.0032
MAR01366	0.215878036599339	0.21497259534167	0.0032
MAR01393	0.215878036599339	0.21497259534167	0.0032
MAR01480	0.104076818300327	0.101571809052962	0.0032
MAR01519	0.238999537389703	0.238496788248106	0.0032
MAR01535	0.239202859424124	0.238684950998593	0.0032
MAR01547	0.239202859424124	0.238684950998593	0.0032
MAR01552	0.239202859424124	0.238684950998593	0.0032
MAR02146	0.214843203328506	0.21399306644441	0.0032
MAR02304	0.261880523781306	0.261721405828943	0.0032
MAR02339	0.108532357084494	0.10612211699866	0.0032
MAR02341	0.217731479250546	0.216903024304487	0.0032
MAR02443	0.256887460725521	0.25662452453259	0.0032
MAR02446	0.214185731447049	0.213336617047006	0.0032
MAR02461	0.214185731447049	0.213336617047006	0.0032
MAR02462	0.214185731447049	0.213336617047006	0.0032
MAR02463	0.214185731447049	0.213336617047006	0.0032
MAR02548	0.214185731447049	0.213336617047006	0.0032
MAR02556	0.215878036599339	0.21497259534167	0.0032
MAR02561	0.215878036599339	0.21497259534167	0.0032
MAR02568	0.215878036599339	0.21497259534167	0.0032
MAR02572	0.215878036599339	0.21497259534167	0.0032
MAR02578	0.215878036599339	0.21497259534167	0.0032
MAR02586	0.215878036599339	0.21497259534167	0.0032
MAR03446	0.214185731447049	0.213336617047006	0.0032
MAR03450	0.214185731447049	0.213336617047006	0.0032
MAR03461	0.214185731447049	0.213336617047006	0.0032
MAR03464	0.214185731447049	0.213336617047006	0.0032
MAR03468	0.214185731447049	0.213336617047006	0.0032
MAR03471	0.214185731447049	0.213336617047006	0.0032
MAR03743	0.214185731447049	0.213336617047006	0.0032
MAR03750	0.214185731447049	0.213336617047006	0.0032
MAR03771	0.214185731447049	0.213336617047006	0.0032
MAR03772	0.214185731447049	0.213336617047006	0.0032
MAR03776	0.193674896582853	0.192447115379915	0.0032
MAR03794	0.214185731447049	0.213336617047006	0.0032
MAR03809	0.214185731447049	0.213336617047006	0.0032
MAR03922	0.214185731447049	0.213336617047006	0.0032
MAR04072	0.214185731447049	0.213336617047006	0.0032
MAR04241	0.214185731447049	0.213336617047006	0.0032
MAR04310	0.214185731447049	0.213336617047006	0.0032
MAR04317	0.214185731447049	0.213336617047006	0.0032
MAR04318	0.214185731447049	0.213336617047006	0.0032
MAR04320	0.214185731447049	0.213336617047006	0.0032
MAR04331	0.214185731447049	0.213336617047006	0.0032
MAR04401	0.214185731447049	0.213336617047006	0.0032
MAR04426	0.214185731447049	0.213336617047006	0.0032
MAR04585	0.214185731447049	0.213336617047006	0.0032
MAR04587	0.214185731447049	0.213336617047006	0.0032
MAR04594	0.214185731447049	0.213336617047006	0.0032
MAR04602	0.188925289418274	0.187633679782889	0.0032
MAR04638	0.194673819310002	0.193462866359463	0.0032
MAR04647	0.117394617541382	0.115100757315105	0.0032
MAR04792	0.214185731447049	0.213336617047006	0.0032
MAR04813	0.114990748158534	0.112630918487863	0.0032
MAR04829	0.00696530416710451	0.00308821956245297	0.0032
MAR04895	0.0423737272203515	0.038985339436905	0.0032
MAR04906	0.193684123390138	0.192426612839509	0.0032
MAR05088	0.0962424518909578	0.0936503719145068	0.0032
MAR05193	0.304355196825162	0.304714014950086	0.0032
MAR05336	0.214185731447049	0.213336617047006	0.0032
MAR05364	0.304355196825162	0.304714014950086	0.0032
MAR05375	0.304355196825162	0.304714014950086	0.0032
MAR05379	0.304355196825162	0.304714014950086	0.0032
MAR05415	0.214185731447049	0.213336617047006	0.0032
MAR05416	0.214185731447049	0.213336617047006	0.0032
MAR05417	0.214185731447049	0.213336617047006	0.0032
MAR05418	0.214185731447049	0.213336617047006	0.0032
MAR05419	0.214185731447049	0.213336617047006	0.0032
MAR05425	0.288525577917088	0.28874696037223	0.0032
MAR05521	0.212645991885173	0.211780949468463	0.0032
MAR05955	0.189188525793527	0.187953299373444	0.0032
MAR06398	0.214185731447049	0.213336617047006	0.0032
MAR06399	0.214185731447049	0.213336617047006	0.0032
MAR06404	0.214185731447049	0.213336617047006	0.0032
MAR06409	0.214185731447049	0.213336617047006	0.0032
MAR06483	0.304355196825162	0.304714014950086	0.0032
MAR06519	0.214185731447049	0.213336617047006	0.0032
MAR06523	0.214185731447049	0.213336617047006	0.0032
MAR06680	0.215878036599339	0.21497259534167	0.0032
MAR06710	0.214185731447049	0.213336617047006	0.0032
MAR06711	0.214185731447049	0.213336617047006	0.0032
MAR06722	0.214185731447049	0.213336617047006	0.0032
MAR06735	0.214185731447049	0.213336617047006	0.0032
MAR06737	0.214185731447049	0.213336617047006	0.0032
MAR06739	0.214185731447049	0.213336617047006	0.0032
MAR06744	0.214185731447049	0.213336617047006	0.0032
MAR06757	0.214185731447049	0.213336617047006	0.0032
MAR06769	0.114990748158534	0.112630918487863	0.0032
MAR06788	0.214185731447049	0.213336617047006	0.0032
MAR06798	0.214185731447049	0.213336617047006	0.0032
MAR06799	0.214185731447049	0.213336617047006	0.0032
MAR06800	0.214185731447049	0.213336617047006	0.0032
MAR06801	0.214185731447049	0.213336617047006	0.0032
MAR06802	0.214185731447049	0.213336617047006	0.0032
MAR06818	0.214185731447049	0.213336617047006	0.0032
MAR06819	0.214185731447049	0.213336617047006	0.0032
MAR06823	0.214185731447049	0.213336617047006	0.0032
MAR06827	0.214185731447049	0.213336617047006	0.0032
MAR06828	0.214185731447049	0.213336617047006	0.0032
MAR06830	0.214185731447049	0.213336617047006	0.0032
MAR06832	0.215948301246246	0.215016285988148	0.0032
MAR06835	0.214185731447049	0.213336617047006	0.0032
MAR06836	0.214185731447049	0.213336617047006	0.0032
MAR06837	0.214185731447049	0.213336617047006	0.0032
MAR06840	0.214185731447049	0.213336617047006	0.0032
MAR06841	0.214185731447049	0.213336617047006	0.0032
MAR06842	0.214185731447049	0.213336617047006	0.0032
MAR06843	0.214185731447049	0.213336617047006	0.0032
MAR06848	0.214185731447049	0.213336617047006	0.0032
MAR06855	0.214185731447049	0.213336617047006	0.0032
MAR06885	0.214185731447049	0.213336617047006	0.0032
MAR06925	0.214185731447049	0.213336617047006	0.0032
MAR06927	0.214185731447049	0.213336617047006	0.0032
MAR06929	0.214185731447049	0.213336617047006	0.0032
MAR06930	0.214185731447049	0.213336617047006	0.0032
MAR06938	0.214185731447049	0.213336617047006	0.0032
MAR06939	0.214185731447049	0.213336617047006	0.0032
MAR06956	0.214185731447049	0.213336617047006	0.0032
MAR06957	0.214185731447049	0.213336617047006	0.0032
MAR06960	0.214185731447049	0.213336617047006	0.0032
MAR06968	0.214185731447049	0.213336617047006	0.0032
MAR06984	0.214185731447049	0.213336617047006	0.0032
MAR06985	0.214185731447049	0.213336617047006	0.0032
MAR07140	0.214185731447049	0.213336617047006	0.0032
MAR07256	0.214185731447049	0.213336617047006	0.0032
MAR07619	0.214185731447049	0.213336617047006	0.0032
MAR07658	0.261156987356461	0.260961051496656	0.0032
MAR07696	0.214185731447049	0.213336617047006	0.0032
MAR07908	0.263685365675463	0.263443423655636	0.0032
MAR08069	0.214185731447049	0.213336617047006	0.0032
MAR08105	0.263685365675463	0.263443423655636	0.0032
MAR08108	0.263685365675463	0.263443423655636	0.0032
MAR08225	0.0983048595105984	0.0957329167596473	0.0032
MAR08427	0.214185731447049	0.213336617047006	0.0032
MAR08437	0.214185731447049	0.213336617047006	0.0032
MAR08484	0.214185731447049	0.213336617047006	0.0032
MAR08608	0.214185731447049	0.213336617047006	0.0032
MAR08640	0.214185731447049	0.213336617047006	0.0032
MAR08641	0.214185731447049	0.213336617047006	0.0032
MAR08652	0.214185731447049	0.213336617047006	0.0032
MAR08675	0.214185731447049	0.213336617047006	0.0032
MAR08702	0.140718673790525	0.138792219046333	0.0032
MAR08794	0.258332637224698	0.257984544099902	0.0032
MAR09730	0.00584262025920859	0.00203411559557175	0.0032
MAR09799	0.214185731447049	0.213336617047006	0.0032
MAR09800	0.214185731447049	0.213336617047006	0.0032
MAR09833	0.141781305817506	0.13987531185885	0.0032
MAR09900	0.215298894181541	0.214398731040245	0.0032
MAR10429	0.00840033935242622	0.00450423938735239	0.0032
MAR11372	0.0999697719967718	0.0974993143037755	0.0032
MAR11529	0.248541489847032	0.248064779342425	0.0032
MAR11530	0.248541489847032	0.248064779342425	0.0032
MAR12496	0.313267519122708	0.313788979821727	0.0032
MAR12686	0.0436500588580684	0.0402669240764231	0.0032
MAR00127	0.136812726693317	0.134673288118954	0.0031
MAR00194	0.26076989958865	0.260422642811146	0.0031
MAR00202	0.260800858548739	0.260459466087126	0.0031
MAR00207	0.26076989958865	0.260422642811146	0.0031
MAR00211	0.26076989958865	0.260422642811146	0.0031
MAR00215	0.26076989958865	0.260422642811146	0.0031
MAR00221	0.125311533460327	0.123057079177214	0.0031
MAR00231	0.260767422560686	0.260421996697446	0.0031
MAR00239	0.26076989958865	0.260422642811146	0.0031
MAR00243	0.26076989958865	0.260422642811146	0.0031
MAR00247	0.26076989958865	0.260422642811146	0.0031
MAR00261	0.26076989958865	0.260422642811146	0.0031
MAR00265	0.260772995808772	0.260422642811146	0.0031
MAR00277	0.260800858548739	0.260459466087126	0.0031
MAR00281	0.26076989958865	0.260422642811146	0.0031
MAR00289	0.241202677577212	0.24052876153585	0.0031
MAR00291	0.26076989958865	0.260422642811146	0.0031
MAR00295	0.260772376570511	0.26044590080713	0.0031
MAR00299	0.26076989958865	0.260422642811146	0.0031
MAR00303	0.26079342905512	0.260448484777019	0.0031
MAR00307	0.26076989958865	0.260422642811146	0.0031
MAR00311	0.26076989958865	0.260422642811146	0.0031
MAR00317	0.260772376570511	0.260425227234456	0.0031
MAR00321	0.260768041821999	0.260427811607377	0.0031
MAR00325	0.26076989958865	0.260422642811146	0.0031
MAR00329	0.26076989958865	0.260422642811146	0.0031
MAR00331	0.244551743494268	0.243947441862176	0.0031
MAR00335	0.260772995808772	0.260422642811146	0.0031
MAR00339	0.260774234276651	0.2604239350291	0.0031
MAR00343	0.26076989958865	0.260422642811146	0.0031
MAR00347	0.26076989958865	0.260422642811146	0.0031
MAR00351	0.26076989958865	0.260422642811146	0.0031
MAR00355	0.26076989958865	0.260422642811146	0.0031
MAR00359	0.26076989958865	0.260422642811146	0.0031
MAR00363	0.26076989958865	0.260422642811146	0.0031
MAR00367	0.26076989958865	0.260422642811146	0.0031
MAR00371	0.26076989958865	0.260422642811146	0.0031
MAR00375	0.26076989958865	0.260422642811146	0.0031
MAR00379	0.260772995808772	0.260422642811146	0.0031
MAR00383	0.26076989958865	0.260422642811146	0.0031
MAR00387	0.26076989958865	0.260422642811146	0.0031
MAR00391	0.26076989958865	0.260422642811146	0.0031
MAR00395	0.26076989958865	0.260422642811146	0.0031
MAR00399	0.260665204960289	0.260283655863345	0.0031
MAR00403	0.26076989958865	0.260422642811146	0.0031
MAR00407	0.26076989958865	0.260422642811146	0.0031
MAR00411	0.260768041821999	0.260409073762016	0.0031
MAR00415	0.260772995808772	0.260422642811146	0.0031
MAR00419	0.26076989958865	0.260422642811146	0.0031
MAR00423	0.26076989958865	0.260422642811146	0.0031
MAR00427	0.26076989958865	0.260422642811146	0.0031
MAR00431	0.260668923339848	0.260319224538076	0.0031
MAR00435	0.26076989958865	0.260422642811146	0.0031
MAR00439	0.26076989958865	0.260422642811146	0.0031
MAR00963	0.238264555189667	0.237626401410265	0.0031
MAR01101	0.238264555189667	0.237626401410265	0.0031
MAR01106	0.239381875280811	0.238732901205668	0.0031
MAR01229	0.238264555189667	0.237626401410265	0.0031
MAR01246	0.239806618991934	0.239153054768059	0.0031
MAR01464	0.103717127991491	0.101047123366131	0.0031
MAR01484	0.238155241336936	0.237498191034966	0.0031
MAR01500	0.238155241336936	0.237498191034966	0.0031
MAR01509	0.238155241336936	0.237498191034966	0.0031
MAR01533	0.238155241336936	0.237498191034966	0.0031
MAR01570	0.238155241336936	0.237498191034966	0.0031
MAR01806	0.240540366204177	0.239824203084808	0.0031
MAR01976	0.248131513278773	0.247515395440463	0.0031
MAR02206	0.241884548484456	0.241260955814459	0.0031
MAR02377	0.111084198842729	0.108509521754574	0.0031
MAR02379	0.111084198842729	0.108509521754574	0.0031
MAR02386	0.260781045643979	0.260447192798371	0.0031
MAR02941	0.265676906732783	0.26541243877548	0.0031
MAR03099	0.15831869441376	0.156522531239086	0.0031
MAR03894	0.238264555189667	0.237626401410265	0.0031
MAR04787	0.160563578358081	0.158783237384707	0.0031
MAR04806	0.217840962912051	0.216821353055386	0.0031
MAR05017	0.23884410366862	0.238131126629858	0.0031
MAR05321	0.23884410366862	0.238131126629858	0.0031
MAR05328	0.200612189921774	0.199409387298104	0.0031
MAR05385	0.122676423799923	0.120302251570547	0.0031
MAR05506	0.225960225827943	0.225092012193246	0.0031
MAR05565	0.225960225827943	0.225092012193246	0.0031
MAR06549	0.189212912481096	0.187760055158431	0.0031
MAR06581	0.222486176466882	0.221560203886438	0.0031
MAR06743	0.247089688578321	0.246573387824731	0.0031
MAR06764	0.288443616279886	0.288407353333772	0.0031
MAR08227	0.188556094629717	0.187195466547181	0.0031
MAR08391	0.228264039725009	0.227377370662762	0.0031
MAR08392	0.228264039725009	0.227377370662762	0.0031
MAR08393	0.228264039725009	0.227377370662762	0.0031
MAR08394	0.228264039725009	0.227377370662762	0.0031
MAR08396	0.228264039725009	0.227377370662762	0.0031
MAR08397	0.228264039725009	0.227377370662762	0.0031
MAR08603	0.234544841044406	0.233819896711415	0.0031
MAR09241	0.00841725167588831	0.00451448412609924	0.0031
MAR09260	0.0485128518732588	0.0451122605173307	0.0031
MAR09945	0.268023145153006	0.267795848410476	0.0031
MAR10395	0.115308143316899	0.112788840646365	0.0031
MAR11534	0.243213876360832	0.242597331783394	0.0031
MAR11535	0.243213876360832	0.242597331783394	0.0031
MAR11562	0.243484925414933	0.242810763158466	0.0031
MAR12006	0.114151264180465	0.111679413962684	0.0031
MAR12793	0.292471331286218	0.292499885688821	0.0031
MAR13006	0.138743243053759	0.136689032949253	0.0031
THBS4	0.0494876534822007	0.0461043747381781	0.0031
ZNF208	0.0481084960226943	0.0447500910474871	0.0031
CREB3	0.49172334915835	0.494422792471028	0.003
FCGBP	0.142305384698971	0.140154793594718	0.003
MAR00039	0.257382578197466	0.256738836863471	0.003
MAR00187	0.096722135610676	0.0938432603925278	0.003
MAR00227	0.241983711589415	0.241251996299808	0.003
MAR01016	0.215693089361011	0.21458512154624	0.003
MAR01105	0.239414596045903	0.238627844793397	0.003
MAR01146	0.220645492794528	0.219577362679494	0.003
MAR01230	0.239414596045903	0.238627844793397	0.003
MAR01340	0.0987928670442486	0.095971513738664	0.003
MAR01821	0.103452224234547	0.100698978185079	0.003
MAR02055	0.296968434096058	0.296953840381129	0.003
MAR02298	0.265564057313503	0.265156450183049	0.003
MAR02365	0.290828904320807	0.290667823008863	0.003
MAR03529	0.243788493647969	0.242962688122749	0.003
MAR03533	0.243788493647969	0.242962688122749	0.003
MAR04128	0.122892290598778	0.120421762748952	0.003
MAR04187	0.188025515107205	0.186466015358922	0.003
MAR04280	0.221204377607323	0.220144170150806	0.003
MAR04892	0.108971152053945	0.106349353463336	0.003
MAR05103	0.130914452951182	0.128554727825377	0.003
MAR06395	0.233142325610093	0.232273342286652	0.003
MAR06507	0.188430313391008	0.186875137504423	0.003
MAR06542	0.218896100799847	0.217807905013719	0.003
MAR06556	0.188673241357772	0.187093270146083	0.003
MAR06580	0.226693411058303	0.225675244208633	0.003
MAR07185	0.257403538655246	0.256797284143317	0.003
MAR08066	0.187348819778072	0.185710959785713	0.003
MAR08389	0.256604711260713	0.25602743742869	0.003
MAR08390	0.256604711260713	0.25602743742869	0.003
MAR08402	0.228248227173596	0.227274529639018	0.003
MAR08792	0.191750001964189	0.19027574821955	0.003
MAR09894	0.239840684941178	0.239008848337052	0.003
MAR11859	0.296968434096058	0.296953840381129	0.003
MAR12991	0.281794740847419	0.28161649319177	0.003
MYB	0.490017866067381	0.492695537954614	0.003
NFYB	0.505221536595509	0.50817836621239	0.003
TADA1	0.432393052441298	0.434323460627697	0.003
CLN3	0.0491084330318226	0.0454956778985481	0.0029
DOCK11	0.0470513228740697	0.0433881397172842	0.0029
MAR00228	0.241166805966712	0.240174692210046	0.0029
MAR00618	0.0376492809802656	0.0338403082302102	0.0029
MAR00941	0.277435926932675	0.277051035640862	0.0029
MAR01013	0.244979155644628	0.244035207419621	0.0029
MAR01173	0.121896320821665	0.119290932904567	0.0029
MAR01215	0.121896145002699	0.119290745531525	0.0029
MAR01546	0.263466480230979	0.262852869904775	0.0029
MAR01551	0.263466480230979	0.262852869904775	0.0029
MAR01651	0.24236185008416	0.241389309021568	0.0029
MAR01656	0.0979643540683292	0.094958718304658	0.0029
MAR01820	0.199812774435219	0.198214376437952	0.0029
MAR01977	0.24882833345794	0.247945572466841	0.0029
MAR02438	0.238449230887893	0.237504335678169	0.0029
MAR02447	0.238449230887893	0.237504335678169	0.0029
MAR02942	0.238449230887893	0.237504335678169	0.0029
MAR02943	0.238449230887893	0.237504335678169	0.0029
MAR02944	0.238449230887893	0.237504335678169	0.0029
MAR02945	0.238449230887893	0.237504335678169	0.0029
MAR02948	0.238449230887893	0.237504335678169	0.0029
MAR02951	0.238449230887893	0.237504335678169	0.0029
MAR02954	0.238449230887893	0.237504335678169	0.0029
MAR02956	0.238449230887893	0.237504335678169	0.0029
MAR02957	0.238449230887893	0.237504335678169	0.0029
MAR02961	0.238449230887893	0.237504335678169	0.0029
MAR02963	0.238449230887893	0.237504335678169	0.0029
MAR02965	0.238449230887893	0.237504335678169	0.0029
MAR02966	0.238449230887893	0.237504335678169	0.0029
MAR02967	0.238449230887893	0.237504335678169	0.0029
MAR02970	0.238449230887893	0.237504335678169	0.0029
MAR02971	0.238449230887893	0.237504335678169	0.0029
MAR02972	0.238449230887893	0.237504335678169	0.0029
MAR02974	0.238449230887893	0.237504335678169	0.0029
MAR02975	0.238449230887893	0.237504335678169	0.0029
MAR02976	0.238449230887893	0.237504335678169	0.0029
MAR02977	0.238449230887893	0.237504335678169	0.0029
MAR02978	0.238449230887893	0.237504335678169	0.0029
MAR02979	0.238449230887893	0.237504335678169	0.0029
MAR02980	0.238449230887893	0.237504335678169	0.0029
MAR02983	0.238449230887893	0.237504335678169	0.0029
MAR02985	0.238449230887893	0.237504335678169	0.0029
MAR02988	0.238449230887893	0.237504335678169	0.0029
MAR02998	0.238449230887893	0.237504335678169	0.0029
MAR03015	0.245484410110915	0.244587526272796	0.0029
MAR03480	0.28090718028422	0.280503946180084	0.0029
MAR03839	0.24504050087391	0.244144102176161	0.0029
MAR03880	0.24551010869357	0.244584613851043	0.0029
MAR03991	0.233537282012079	0.232501653489262	0.0029
MAR04078	0.254249956107086	0.253502951051731	0.0029
MAR04140	0.00537881278789959	0.00107673860398275	0.0029
MAR04177	0.189007075816205	0.187340203487477	0.0029
MAR04212	0.194081294259929	0.19245790491704	0.0029
MAR04227	0.238449230887893	0.237504335678169	0.0029
MAR04381	0.106472470537105	0.103590978404022	0.0029
MAR04605	0.238449230887893	0.237504335678169	0.0029
MAR04688	0.238449230887893	0.237504335678169	0.0029
MAR04759	0.205970092943077	0.204550187504262	0.0029
MAR04853	0.00850631527526864	0.0043054238374296	0.0029
MAR05125	0.190109986552663	0.188464649772146	0.0029
MAR05187	0.303397111406471	0.303343245770459	0.0029
MAR05388	0.238449230887893	0.237504335678169	0.0029
MAR06307	0.240081072970863	0.239174292984939	0.0029
MAR06502	0.130682589044529	0.128207969568012	0.0029
MAR06558	0.188981589343158	0.18734581026615	0.0029
MAR06583	0.188981589343158	0.18734581026615	0.0029
MAR06591	0.189248954183298	0.187619133291978	0.0029
MAR06953	0.238449230887893	0.237504335678169	0.0029
MAR06954	0.238449230887893	0.237504335678169	0.0029
MAR06958	0.238449230887893	0.237504335678169	0.0029
MAR06959	0.238449230887893	0.237504335678169	0.0029
MAR06961	0.238449230887893	0.237504335678169	0.0029
MAR06962	0.238449230887893	0.237504335678169	0.0029
MAR06963	0.238449230887893	0.237504335678169	0.0029
MAR06964	0.238449230887893	0.237504335678169	0.0029
MAR06973	0.238449230887893	0.237504335678169	0.0029
MAR06983	0.238449230887893	0.237504335678169	0.0029
MAR07132	0.238449230887893	0.237504335678169	0.0029
MAR07134	0.238449230887893	0.237504335678169	0.0029
MAR07139	0.238449230887893	0.237504335678169	0.0029
MAR07620	0.238449230887893	0.237504335678169	0.0029
MAR07993	0.255514701880722	0.25474085906359	0.0029
MAR08557	0.28945728861245	0.289179351397395	0.0029
MAR08683	0.238449230887893	0.237504335678169	0.0029
MAR08786	0.238449230887893	0.237504335678169	0.0029
MAR10460	0.208671977103532	0.207250506426172	0.0029
MAR11426	0.0346887571800698	0.0308300342151798	0.0029
MAR12125	0.171070709402282	0.169144177219067	0.0029
PITPNM1	0.473819607652486	0.476197560062658	0.0029
SUPT5H	0.62250133930009	0.626996069802812	0.0029
CDKN1A	0.458889720589332	0.460852615763502	0.0028
CSNK1A1	0.416577119817024	0.418000867423606	0.0028
IFNAR1	0.24011723839522	0.239026313253423	0.0028
MAR00855	0.218251578674247	0.21677376308516	0.0028
MAR00967	0.250241286533365	0.249284724950365	0.0028
MAR01014	0.245300903083503	0.244262396398959	0.0028
MAR01040	0.245573986370001	0.244551116400752	0.0028
MAR01063	0.245573986370001	0.244551116400752	0.0028
MAR01073	0.245573986370001	0.244551116400752	0.0028
MAR01074	0.245573986370001	0.244551116400752	0.0028
MAR01099	0.245573986370001	0.244551116400752	0.0028
MAR01103	0.245573986370001	0.244551116400752	0.0028
MAR01130	0.245573986370001	0.244551116400752	0.0028
MAR01147	0.245573986370001	0.244551116400752	0.0028
MAR01148	0.245573986370001	0.244551116400752	0.0028
MAR01149	0.245573986370001	0.244551116400752	0.0028
MAR01153	0.245573986370001	0.244551116400752	0.0028
MAR01154	0.245573986370001	0.244551116400752	0.0028
MAR01155	0.245573986370001	0.244551116400752	0.0028
MAR01156	0.245573986370001	0.244551116400752	0.0028
MAR01161	0.205390215157562	0.203798596223779	0.0028
MAR01167	0.205390215157562	0.203798596223779	0.0028
MAR01174	0.205390215157562	0.203798596223779	0.0028
MAR01175	0.205390215157562	0.203798596223779	0.0028
MAR01179	0.205390215157562	0.203798596223779	0.0028
MAR01180	0.205390215157562	0.203798596223779	0.0028
MAR01184	0.205390215157562	0.203798596223779	0.0028
