A	B	nOverlap
morphogenesis of a branching epithelium	embryo development ending in birth or egg hatching	5
morphogenesis of a branching epithelium	positive regulation of cation transmembrane transport	2
morphogenesis of a branching epithelium	gastrulation	2
morphogenesis of a branching epithelium	developmental cell growth	2
morphogenesis of a branching epithelium	carboxylic acid metabolic process	2
morphogenesis of a branching epithelium	outflow tract morphogenesis	2
morphogenesis of a branching epithelium	Wnt signaling pathway	2
morphogenesis of a branching epithelium	cell-cell signaling by wnt	2
morphogenesis of a branching epithelium	positive regulation of cytoskeleton organization	2
morphogenesis of a branching epithelium	regulation of MAPK cascade	3
morphogenesis of a branching epithelium	regulation of cell size	2
morphogenesis of a branching epithelium	branching morphogenesis of an epithelial tube	6
morphogenesis of a branching epithelium	oxoacid metabolic process	2
morphogenesis of a branching epithelium	cardiac ventricle development	2
morphogenesis of a branching epithelium	regulation of pathway-restricted SMAD protein phosphorylation	2
morphogenesis of a branching epithelium	regulation of morphogenesis of a branching structure	3
morphogenesis of a branching epithelium	cardiac chamber development	2
morphogenesis of a branching epithelium	organic acid metabolic process	2
morphogenesis of a branching epithelium	ear morphogenesis	2
morphogenesis of a branching epithelium	regulation of striated muscle cell differentiation	2
morphogenesis of a branching epithelium	anterior/posterior pattern specification	2
morphogenesis of a branching epithelium	muscle structure development	4
morphogenesis of a branching epithelium	positive regulation of ion transmembrane transport	2
morphogenesis of a branching epithelium	regulation of ion transmembrane transport	2
morphogenesis of a branching epithelium	positive regulation of angiogenesis	3
morphogenesis of a branching epithelium	positive regulation of vasculature development	3
morphogenesis of a branching epithelium	metal ion transport	2
morphogenesis of a branching epithelium	cellular response to growth factor stimulus	5
morphogenesis of a branching epithelium	skeletal system development	3
morphogenesis of a branching epithelium	positive regulation of fibroblast proliferation	2
morphogenesis of a branching epithelium	pathway-restricted SMAD protein phosphorylation	2
morphogenesis of a branching epithelium	peptide secretion	2
morphogenesis of a branching epithelium	ear development	2
morphogenesis of a branching epithelium	connective tissue development	3
morphogenesis of a branching epithelium	regulation of BMP signaling pathway	2
morphogenesis of a branching epithelium	gland development	4
morphogenesis of a branching epithelium	axon extension	2
morphogenesis of a branching epithelium	amide transport	2
morphogenesis of a branching epithelium	positive regulation of protein phosphorylation	4
morphogenesis of a branching epithelium	regulation of developmental growth	2
morphogenesis of a branching epithelium	epithelial tube morphogenesis	7
morphogenesis of a branching epithelium	positive regulation of supramolecular fiber organization	2
morphogenesis of a branching epithelium	positive regulation of oxidoreductase activity	2
morphogenesis of a branching epithelium	negative regulation of cellular senescence	2
morphogenesis of a branching epithelium	calcium ion transmembrane transport	2
morphogenesis of a branching epithelium	negative regulation of transport	2
morphogenesis of a branching epithelium	regulation of cation transmembrane transport	2
morphogenesis of a branching epithelium	response to growth factor	5
morphogenesis of a branching epithelium	cytokine receptor binding	2
alcohol biosynthetic process	lipid homeostasis	2
alcohol biosynthetic process	alcohol metabolic process	6
alcohol biosynthetic process	lipid biosynthetic process	4
alcohol biosynthetic process	organic hydroxy compound biosynthetic process	6
alcohol biosynthetic process	steroid biosynthetic process	3
alcohol biosynthetic process	carboxylic acid metabolic process	3
alcohol biosynthetic process	small molecule catabolic process	2
alcohol biosynthetic process	sterol metabolic process	3
alcohol biosynthetic process	oxoacid metabolic process	3
alcohol biosynthetic process	polyol biosynthetic process	3
alcohol biosynthetic process	organic acid metabolic process	3
alcohol biosynthetic process	regulation of lipid metabolic process	2
alcohol biosynthetic process	cholesterol biosynthetic process	3
alcohol biosynthetic process	secondary alcohol biosynthetic process	3
alcohol biosynthetic process	skeletal system development	2
alcohol biosynthetic process	fatty acid metabolic process	2
alcohol biosynthetic process	regulation of lipid biosynthetic process	2
alcohol biosynthetic process	carboxylic acid catabolic process	2
alcohol biosynthetic process	negative regulation of lipid biosynthetic process	2
alcohol biosynthetic process	vesicle organization	2
alcohol biosynthetic process	organic acid catabolic process	2
alcohol biosynthetic process	carbon-carbon lyase activity	2
alcohol biosynthetic process	lipid binding	2
alcohol biosynthetic process	carboxy-lyase activity	2
lipid homeostasis	alcohol metabolic process	4
lipid homeostasis	lipid biosynthetic process	2
lipid homeostasis	organic hydroxy compound biosynthetic process	2
lipid homeostasis	regulation of intracellular transport	2
lipid homeostasis	triglyceride metabolic process	2
lipid homeostasis	regulation of lipid localization	4
lipid homeostasis	lipoprotein transport	2
lipid homeostasis	carboxylic acid metabolic process	2
lipid homeostasis	endocytosis	2
lipid homeostasis	regulation of lipid transport	3
lipid homeostasis	lipoprotein localization	2
lipid homeostasis	sterol metabolic process	2
lipid homeostasis	oxoacid metabolic process	2
lipid homeostasis	regulation of lipid storage	2
lipid homeostasis	organic acid metabolic process	2
lipid homeostasis	regulation of lipid metabolic process	2
lipid homeostasis	regulation of protein exit from endoplasmic reticulum	2
lipid homeostasis	negative regulation of lipid storage	2
lipid homeostasis	acylglycerol metabolic process	2
lipid homeostasis	neutral lipid metabolic process	2
lipid homeostasis	vesicle organization	3
lipid homeostasis	vesicle budding from membrane	2
lipid homeostasis	transport vesicle	2
lipid homeostasis	lipid binding	2
heart contraction	regulation of muscle system process	6
heart contraction	positive regulation of neutrophil migration	2
heart contraction	regulation of heart contraction	7
heart contraction	body fluid secretion	2
heart contraction	embryonic organ development	3
heart contraction	embryonic morphogenesis	2
heart contraction	regulation of cardiac muscle contraction	4
heart contraction	potassium ion transmembrane transport	2
heart contraction	thyroid gland development	2
heart contraction	inorganic cation transmembrane transport	3
heart contraction	regulation of GTPase activity	2
heart contraction	regulation of blood circulation	7
heart contraction	cardiac ventricle morphogenesis	2
heart contraction	regulation of ubiquitin-protein transferase activity	2
heart contraction	heart process	8
heart contraction	regulation of striated muscle contraction	4
heart contraction	inorganic ion transmembrane transport	3
heart contraction	artery morphogenesis	2
heart contraction	pattern specification process	2
heart contraction	behavior	2
heart contraction	regionalization	2
heart contraction	regulation of potassium ion transmembrane transport	2
heart contraction	chordate embryonic development	3
heart contraction	regulation of transmembrane transport	3
heart contraction	muscle contraction	6
heart contraction	cardiac septum morphogenesis	2
heart contraction	potassium ion transport	2
heart contraction	embryonic organ morphogenesis	2
heart contraction	muscle organ development	2
heart contraction	cell surface receptor signaling pathway involved in cell-cell signaling	2
heart contraction	regulation of neutrophil migration	2
heart contraction	cardiac septum development	2
heart contraction	regulation of heart rate by cardiac conduction	2
heart contraction	response to mechanical stimulus	2
heart contraction	embryo development ending in birth or egg hatching	3
heart contraction	positive regulation of cation transmembrane transport	2
heart contraction	developmental cell growth	2
heart contraction	endocytosis	2
heart contraction	outflow tract morphogenesis	2
heart contraction	Wnt signaling pathway	2
heart contraction	cell-cell signaling by wnt	2
heart contraction	positive regulation of cytoskeleton organization	2
heart contraction	regulation of smooth muscle contraction	2
heart contraction	rhythmic process	2
heart contraction	cardiac chamber morphogenesis	2
heart contraction	cardiac ventricle development	2
heart contraction	cardiac muscle cell action potential	2
heart contraction	cardiac chamber development	2
heart contraction	regulation of striated muscle cell differentiation	2
heart contraction	muscle structure development	4
heart contraction	positive regulation of ion transmembrane transport	2
heart contraction	regulation of potassium ion transport	2
heart contraction	regulation of neuron differentiation	2
heart contraction	regulation of ion transmembrane transport	3
heart contraction	metal ion transport	5
heart contraction	cellular response to growth factor stimulus	2
heart contraction	skeletal system development	2
heart contraction	regulation of metal ion transport	3
heart contraction	regulation of cardiac muscle cell contraction	2
heart contraction	connective tissue development	2
heart contraction	smooth muscle contraction	2
heart contraction	gland development	3
heart contraction	cardiac muscle cell action potential involved in contraction	2
heart contraction	positive regulation of neutrophil chemotaxis	2
heart contraction	regulation of developmental growth	4
heart contraction	epithelial tube morphogenesis	2
heart contraction	positive regulation of supramolecular fiber organization	2
heart contraction	regulation of actin filament-based movement	2
heart contraction	calcium ion transmembrane transport	2
heart contraction	negative regulation of transport	3
heart contraction	cardiac muscle contraction	4
heart contraction	regulation of cation transmembrane transport	3
heart contraction	response to growth factor	2
heart contraction	positive regulation of cell development	2
heart contraction	transport vesicle	3
heart contraction	T-tubule	2
heart contraction	presynapse	2
heart contraction	synaptic vesicle	2
heart contraction	rough endoplasmic reticulum	2
heart contraction	dendrite	2
heart contraction	exocytic vesicle	2
heart contraction	sarcolemma	2
heart contraction	dendritic tree	2
heart contraction	transport vesicle membrane	2
heart contraction	lipid binding	3
heart contraction	phospholipid binding	2
regulation of muscle system process	regulation of heart contraction	6
regulation of muscle system process	body fluid secretion	3
regulation of muscle system process	embryonic organ development	4
regulation of muscle system process	embryonic morphogenesis	3
regulation of muscle system process	regulation of cardiac muscle contraction	4
regulation of muscle system process	potassium ion transmembrane transport	2
regulation of muscle system process	thyroid gland development	2
regulation of muscle system process	lipid biosynthetic process	2
regulation of muscle system process	inorganic cation transmembrane transport	3
regulation of muscle system process	regulation of endocytosis	2
regulation of muscle system process	regulation of blood circulation	6
regulation of muscle system process	cardiac ventricle morphogenesis	2
regulation of muscle system process	heart process	6
regulation of muscle system process	regulation of striated muscle contraction	4
regulation of muscle system process	inorganic ion transmembrane transport	3
regulation of muscle system process	artery morphogenesis	2
regulation of muscle system process	pattern specification process	3
regulation of muscle system process	behavior	2
regulation of muscle system process	regionalization	3
regulation of muscle system process	regulation of potassium ion transmembrane transport	2
regulation of muscle system process	chordate embryonic development	3
regulation of muscle system process	regulation of transmembrane transport	3
regulation of muscle system process	muscle contraction	8
regulation of muscle system process	cardiac septum morphogenesis	2
regulation of muscle system process	potassium ion transport	2
regulation of muscle system process	embryonic organ morphogenesis	3
regulation of muscle system process	muscle organ development	3
regulation of muscle system process	cell surface receptor signaling pathway involved in cell-cell signaling	2
regulation of muscle system process	cardiac septum development	2
regulation of muscle system process	regulation of heart rate by cardiac conduction	2
regulation of muscle system process	response to mechanical stimulus	3
regulation of muscle system process	embryo development ending in birth or egg hatching	3
regulation of muscle system process	positive regulation of cation transmembrane transport	2
regulation of muscle system process	developmental cell growth	2
regulation of muscle system process	endocytosis	2
regulation of muscle system process	outflow tract morphogenesis	2
regulation of muscle system process	Wnt signaling pathway	2
regulation of muscle system process	cell-cell signaling by wnt	2
regulation of muscle system process	positive regulation of cytoskeleton organization	2
regulation of muscle system process	regulation of smooth muscle contraction	3
regulation of muscle system process	phasic smooth muscle contraction	2
regulation of muscle system process	cardiac chamber morphogenesis	2
regulation of muscle system process	regulation of MAPK cascade	2
regulation of muscle system process	cardiac ventricle development	2
regulation of muscle system process	neuromuscular process	2
regulation of muscle system process	cardiac muscle cell action potential	2
regulation of muscle system process	cardiac chamber development	2
regulation of muscle system process	ear morphogenesis	2
regulation of muscle system process	regulation of striated muscle cell differentiation	2
regulation of muscle system process	muscle structure development	5
regulation of muscle system process	positive regulation of ion transmembrane transport	2
regulation of muscle system process	regulation of potassium ion transport	2
regulation of muscle system process	regulation of neuron differentiation	3
regulation of muscle system process	regulation of ion transmembrane transport	3
regulation of muscle system process	metal ion transport	4
regulation of muscle system process	cellular response to growth factor stimulus	3
regulation of muscle system process	skeletal system development	3
regulation of muscle system process	regulation of metal ion transport	3
regulation of muscle system process	regulation of cardiac muscle cell contraction	2
regulation of muscle system process	ear development	2
regulation of muscle system process	connective tissue development	2
regulation of muscle system process	smooth muscle contraction	4
regulation of muscle system process	gland development	3
regulation of muscle system process	cardiac muscle cell action potential involved in contraction	2
regulation of muscle system process	positive regulation of protein phosphorylation	2
regulation of muscle system process	regulation of developmental growth	3
regulation of muscle system process	cellular response to tumor necrosis factor	2
regulation of muscle system process	epithelial tube morphogenesis	2
regulation of muscle system process	positive regulation of supramolecular fiber organization	2
regulation of muscle system process	regulation of protein ubiquitination	2
regulation of muscle system process	relaxation of muscle	2
regulation of muscle system process	regulation of actin filament-based movement	2
regulation of muscle system process	calcium ion transmembrane transport	2
regulation of muscle system process	positive regulation of mitotic cell cycle	2
regulation of muscle system process	negative regulation of transport	4
regulation of muscle system process	positive regulation of neuron differentiation	2
regulation of muscle system process	cardiac muscle contraction	4
regulation of muscle system process	regulation of cation transmembrane transport	3
regulation of muscle system process	response to growth factor	3
regulation of muscle system process	positive regulation of cell development	2
regulation of muscle system process	transport vesicle	2
regulation of muscle system process	T-tubule	2
regulation of muscle system process	presynapse	2
regulation of muscle system process	rough endoplasmic reticulum	2
regulation of muscle system process	dendrite	2
regulation of muscle system process	sarcolemma	2
regulation of muscle system process	dendritic tree	2
regulation of muscle system process	neuronal cell body	2
regulation of muscle system process	cell body	2
regulation of muscle system process	lipid binding	3
regulation of muscle system process	phospholipid binding	2
positive regulation of neutrophil migration	heart process	2
positive regulation of neutrophil migration	regulation of neutrophil migration	3
positive regulation of neutrophil migration	metal ion transport	2
positive regulation of neutrophil migration	positive regulation of neutrophil chemotaxis	2
positive regulation of neutrophil migration	transport vesicle	2
regulation of heart contraction	body fluid secretion	2
regulation of heart contraction	embryonic organ development	3
regulation of heart contraction	embryonic morphogenesis	2
regulation of heart contraction	regulation of cardiac muscle contraction	4
regulation of heart contraction	potassium ion transmembrane transport	2
regulation of heart contraction	thyroid gland development	2
regulation of heart contraction	inorganic cation transmembrane transport	3
regulation of heart contraction	regulation of GTPase activity	2
regulation of heart contraction	regulation of blood circulation	7
regulation of heart contraction	cardiac ventricle morphogenesis	2
regulation of heart contraction	heart process	7
regulation of heart contraction	regulation of striated muscle contraction	4
regulation of heart contraction	inorganic ion transmembrane transport	3
regulation of heart contraction	artery morphogenesis	2
regulation of heart contraction	pattern specification process	2
regulation of heart contraction	behavior	2
regulation of heart contraction	regionalization	2
regulation of heart contraction	regulation of potassium ion transmembrane transport	2
regulation of heart contraction	chordate embryonic development	3
regulation of heart contraction	regulation of transmembrane transport	3
regulation of heart contraction	muscle contraction	6
regulation of heart contraction	cardiac septum morphogenesis	2
regulation of heart contraction	potassium ion transport	2
regulation of heart contraction	embryonic organ morphogenesis	2
regulation of heart contraction	muscle organ development	2
regulation of heart contraction	cell surface receptor signaling pathway involved in cell-cell signaling	2
regulation of heart contraction	cardiac septum development	2
regulation of heart contraction	regulation of heart rate by cardiac conduction	2
regulation of heart contraction	response to mechanical stimulus	2
regulation of heart contraction	embryo development ending in birth or egg hatching	3
regulation of heart contraction	positive regulation of cation transmembrane transport	2
regulation of heart contraction	developmental cell growth	2
regulation of heart contraction	outflow tract morphogenesis	2
regulation of heart contraction	Wnt signaling pathway	2
regulation of heart contraction	cell-cell signaling by wnt	2
regulation of heart contraction	positive regulation of cytoskeleton organization	2
regulation of heart contraction	regulation of smooth muscle contraction	2
regulation of heart contraction	cardiac chamber morphogenesis	2
regulation of heart contraction	cardiac ventricle development	2
regulation of heart contraction	cardiac muscle cell action potential	2
regulation of heart contraction	cardiac chamber development	2
regulation of heart contraction	regulation of striated muscle cell differentiation	2
regulation of heart contraction	muscle structure development	4
regulation of heart contraction	positive regulation of ion transmembrane transport	2
regulation of heart contraction	regulation of potassium ion transport	2
regulation of heart contraction	regulation of neuron differentiation	2
regulation of heart contraction	regulation of ion transmembrane transport	3
regulation of heart contraction	metal ion transport	4
regulation of heart contraction	cellular response to growth factor stimulus	2
regulation of heart contraction	skeletal system development	2
regulation of heart contraction	regulation of metal ion transport	3
regulation of heart contraction	regulation of cardiac muscle cell contraction	2
regulation of heart contraction	connective tissue development	2
regulation of heart contraction	smooth muscle contraction	2
regulation of heart contraction	gland development	3
regulation of heart contraction	cardiac muscle cell action potential involved in contraction	2
regulation of heart contraction	regulation of developmental growth	4
regulation of heart contraction	epithelial tube morphogenesis	2
regulation of heart contraction	positive regulation of supramolecular fiber organization	2
regulation of heart contraction	regulation of actin filament-based movement	2
regulation of heart contraction	calcium ion transmembrane transport	2
regulation of heart contraction	negative regulation of transport	3
regulation of heart contraction	cardiac muscle contraction	4
regulation of heart contraction	regulation of cation transmembrane transport	3
regulation of heart contraction	response to growth factor	2
regulation of heart contraction	positive regulation of cell development	2
regulation of heart contraction	transport vesicle	2
regulation of heart contraction	T-tubule	2
regulation of heart contraction	rough endoplasmic reticulum	2
regulation of heart contraction	dendrite	2
regulation of heart contraction	sarcolemma	2
regulation of heart contraction	dendritic tree	2
regulation of heart contraction	lipid binding	2
regulation of heart contraction	phospholipid binding	2
body fluid secretion	embryonic organ development	3
body fluid secretion	embryonic morphogenesis	2
body fluid secretion	regulation of blood circulation	2
body fluid secretion	heart process	2
body fluid secretion	pattern specification process	2
body fluid secretion	behavior	2
body fluid secretion	regionalization	2
body fluid secretion	chordate embryonic development	2
body fluid secretion	muscle contraction	3
body fluid secretion	embryonic organ morphogenesis	2
body fluid secretion	response to mechanical stimulus	2
body fluid secretion	embryo development ending in birth or egg hatching	2
body fluid secretion	regulation of smooth muscle contraction	2
body fluid secretion	phasic smooth muscle contraction	2
body fluid secretion	ear morphogenesis	2
body fluid secretion	muscle structure development	2
body fluid secretion	skeletal system development	2
body fluid secretion	ear development	2
body fluid secretion	smooth muscle contraction	3
body fluid secretion	gland development	4
body fluid secretion	negative regulation of transport	3
alcohol metabolic process	lipid biosynthetic process	6
alcohol metabolic process	organic hydroxy compound biosynthetic process	6
alcohol metabolic process	glycoside metabolic process	2
alcohol metabolic process	triglyceride metabolic process	2
alcohol metabolic process	regulation of lipid localization	2
alcohol metabolic process	retinol metabolic process	2
alcohol metabolic process	tertiary alcohol metabolic process	2
alcohol metabolic process	steroid biosynthetic process	4
alcohol metabolic process	carboxylic acid metabolic process	4
alcohol metabolic process	endocytosis	2
alcohol metabolic process	small molecule catabolic process	2
alcohol metabolic process	sterol metabolic process	4
alcohol metabolic process	oxoacid metabolic process	4
alcohol metabolic process	regulation of lipid storage	2
alcohol metabolic process	polyol biosynthetic process	3
alcohol metabolic process	organic acid metabolic process	4
alcohol metabolic process	regulation of lipid metabolic process	3
alcohol metabolic process	cholesterol biosynthetic process	3
alcohol metabolic process	primary alcohol metabolic process	3
alcohol metabolic process	secondary alcohol biosynthetic process	3
alcohol metabolic process	skeletal system development	2
alcohol metabolic process	negative regulation of lipid storage	2
alcohol metabolic process	acylglycerol metabolic process	2
alcohol metabolic process	fatty acid metabolic process	3
alcohol metabolic process	regulation of lipid biosynthetic process	2
alcohol metabolic process	neutral lipid metabolic process	2
alcohol metabolic process	carboxylic acid catabolic process	2
alcohol metabolic process	negative regulation of lipid biosynthetic process	2
alcohol metabolic process	vesicle organization	3
alcohol metabolic process	quinone metabolic process	2
alcohol metabolic process	organic acid catabolic process	2
alcohol metabolic process	carbon-carbon lyase activity	2
alcohol metabolic process	aldo-keto reductase (NADP) activity	2
alcohol metabolic process	lipid binding	3
alcohol metabolic process	carboxy-lyase activity	2
embryonic organ development	embryonic morphogenesis	11
embryonic organ development	thyroid gland development	3
embryonic organ development	lipid biosynthetic process	2
embryonic organ development	axis specification	3
embryonic organ development	biomineralization	2
embryonic organ development	tripartite regional subdivision	2
embryonic organ development	anterior/posterior axis specification, embryo	2
embryonic organ development	regulation of blood circulation	3
embryonic organ development	axonogenesis	2
embryonic organ development	cardiac ventricle morphogenesis	2
embryonic organ development	heart process	3
embryonic organ development	axon development	2
embryonic organ development	heart trabecula morphogenesis	2
embryonic organ development	mesoderm development	2
embryonic organ development	morphogenesis of a branching structure	5
embryonic organ development	craniofacial suture morphogenesis	2
embryonic organ development	artery morphogenesis	3
embryonic organ development	epithelial cell differentiation	6
embryonic organ development	pattern specification process	8
embryonic organ development	behavior	3
embryonic organ development	ventricular trabecula myocardium morphogenesis	2
embryonic organ development	blastoderm segmentation	2
embryonic organ development	venous blood vessel development	2
embryonic organ development	cell migration involved in heart development	2
embryonic organ development	regionalization	7
embryonic organ development	chordate embryonic development	9
embryonic organ development	muscle contraction	4
embryonic organ development	cardiac septum morphogenesis	3
embryonic organ development	embryonic organ morphogenesis	10
embryonic organ development	muscle organ development	4
embryonic organ development	cell surface receptor signaling pathway involved in cell-cell signaling	2
embryonic organ development	cardiac septum development	4
embryonic organ development	atrial cardiac muscle tissue development	2
embryonic organ development	response to mechanical stimulus	3
embryonic organ development	cell morphogenesis involved in differentiation	3
embryonic organ development	embryo development ending in birth or egg hatching	9
embryonic organ development	gastrulation	2
embryonic organ development	carboxylic acid metabolic process	3
embryonic organ development	cochlea development	2
embryonic organ development	outflow tract morphogenesis	4
embryonic organ development	Wnt signaling pathway	2
embryonic organ development	cell-cell signaling by wnt	2
embryonic organ development	regulation of smooth muscle contraction	2
embryonic organ development	phasic smooth muscle contraction	2
embryonic organ development	muscle cell fate commitment	2
embryonic organ development	cardiac chamber morphogenesis	3
embryonic organ development	regulation of MAPK cascade	3
embryonic organ development	branching morphogenesis of an epithelial tube	3
embryonic organ development	fatty acid biosynthetic process	2
embryonic organ development	placenta development	3
embryonic organ development	oxoacid metabolic process	3
embryonic organ development	cardiac ventricle development	3
embryonic organ development	embryonic cranial skeleton morphogenesis	3
embryonic organ development	cardiac chamber development	4
embryonic organ development	organic acid metabolic process	3
embryonic organ development	ear morphogenesis	5
embryonic organ development	regulation of striated muscle cell differentiation	4
embryonic organ development	anterior/posterior pattern specification	5
embryonic organ development	muscle structure development	6
embryonic organ development	trabecula morphogenesis	2
embryonic organ development	cochlea morphogenesis	2
embryonic organ development	regulation of neuron differentiation	2
embryonic organ development	metal ion transport	2
embryonic organ development	cellular response to growth factor stimulus	4
embryonic organ development	skeletal system development	8
embryonic organ development	ear development	5
embryonic organ development	cell fate specification	2
embryonic organ development	connective tissue development	2
embryonic organ development	smooth muscle contraction	3
embryonic organ development	fatty acid metabolic process	2
embryonic organ development	gland development	5
embryonic organ development	cardiac atrium morphogenesis	2
embryonic organ development	aorta morphogenesis	2
embryonic organ development	positive regulation of protein phosphorylation	4
embryonic organ development	regulation of developmental growth	2
embryonic organ development	epithelial tube morphogenesis	6
embryonic organ development	regulation of cardiocyte differentiation	2
embryonic organ development	negative regulation of transport	4
embryonic organ development	positive regulation of neuron differentiation	2
embryonic organ development	response to growth factor	4
embryonic organ development	external side of plasma membrane	2
embryonic organ development	cytokine receptor binding	3
embryonic organ development	E-box binding	2
embryonic morphogenesis	response to BMP	4
embryonic morphogenesis	cellular response to BMP stimulus	4
embryonic morphogenesis	thyroid gland development	3
embryonic morphogenesis	lipid biosynthetic process	2
embryonic morphogenesis	inorganic cation transmembrane transport	2
embryonic morphogenesis	axis specification	5
embryonic morphogenesis	biomineralization	2
embryonic morphogenesis	tripartite regional subdivision	2
embryonic morphogenesis	mesodermal cell fate specification	2
embryonic morphogenesis	anterior/posterior axis specification, embryo	2
embryonic morphogenesis	regulation of blood circulation	3
embryonic morphogenesis	axonogenesis	3
embryonic morphogenesis	cardiac ventricle morphogenesis	2
embryonic morphogenesis	heart process	2
embryonic morphogenesis	axon development	3
embryonic morphogenesis	heart trabecula morphogenesis	2
embryonic morphogenesis	mesoderm development	6
embryonic morphogenesis	morphogenesis of a branching structure	7
embryonic morphogenesis	craniofacial suture morphogenesis	2
embryonic morphogenesis	mesoderm formation	4
embryonic morphogenesis	inorganic ion transmembrane transport	2
embryonic morphogenesis	artery morphogenesis	3
embryonic morphogenesis	cerebellum morphogenesis	2
embryonic morphogenesis	neuromuscular process controlling balance	2
embryonic morphogenesis	epithelial cell differentiation	10
embryonic morphogenesis	pattern specification process	10
embryonic morphogenesis	behavior	3
embryonic morphogenesis	mesoderm morphogenesis	4
embryonic morphogenesis	negative regulation of ERK1 and ERK2 cascade	2
embryonic morphogenesis	mesodermal cell fate commitment	2
embryonic morphogenesis	ventricular trabecula myocardium morphogenesis	2
embryonic morphogenesis	blastoderm segmentation	2
embryonic morphogenesis	venous blood vessel development	2
embryonic morphogenesis	cell migration involved in heart development	2
embryonic morphogenesis	regionalization	9
embryonic morphogenesis	chordate embryonic development	10
embryonic morphogenesis	regulation of transmembrane transport	2
embryonic morphogenesis	hindbrain morphogenesis	2
embryonic morphogenesis	muscle contraction	3
embryonic morphogenesis	cardiac septum morphogenesis	3
embryonic morphogenesis	embryonic organ morphogenesis	10
embryonic morphogenesis	muscle organ development	4
embryonic morphogenesis	cell surface receptor signaling pathway involved in cell-cell signaling	6
embryonic morphogenesis	cardiac septum development	4
embryonic morphogenesis	atrial cardiac muscle tissue development	2
embryonic morphogenesis	response to mechanical stimulus	3
embryonic morphogenesis	cell morphogenesis involved in differentiation	4
embryonic morphogenesis	embryo development ending in birth or egg hatching	10
embryonic morphogenesis	positive regulation of cation transmembrane transport	2
embryonic morphogenesis	gastrulation	7
embryonic morphogenesis	developmental cell growth	2
embryonic morphogenesis	carboxylic acid metabolic process	3
embryonic morphogenesis	cochlea development	2
embryonic morphogenesis	outflow tract morphogenesis	4
embryonic morphogenesis	Wnt signaling pathway	6
embryonic morphogenesis	cell-cell signaling by wnt	6
embryonic morphogenesis	positive regulation of cytoskeleton organization	3
embryonic morphogenesis	phasic smooth muscle contraction	2
embryonic morphogenesis	tooth mineralization	2
embryonic morphogenesis	muscle cell fate commitment	2
embryonic morphogenesis	cardiac chamber morphogenesis	3
embryonic morphogenesis	regulation of MAPK cascade	6
embryonic morphogenesis	regulation of cell size	2
embryonic morphogenesis	biomineral tissue development	2
embryonic morphogenesis	branching morphogenesis of an epithelial tube	5
embryonic morphogenesis	fatty acid biosynthetic process	2
embryonic morphogenesis	placenta development	2
embryonic morphogenesis	oxoacid metabolic process	3
embryonic morphogenesis	formation of primary germ layer	5
embryonic morphogenesis	cardiac ventricle development	3
embryonic morphogenesis	neuromuscular process	2
embryonic morphogenesis	learning or memory	2
embryonic morphogenesis	embryonic cranial skeleton morphogenesis	3
embryonic morphogenesis	regulation of pathway-restricted SMAD protein phosphorylation	2
embryonic morphogenesis	regulation of morphogenesis of a branching structure	2
embryonic morphogenesis	cardiac chamber development	4
embryonic morphogenesis	organic acid metabolic process	3
embryonic morphogenesis	ear morphogenesis	5
embryonic morphogenesis	regulation of striated muscle cell differentiation	4
embryonic morphogenesis	anterior/posterior pattern specification	7
embryonic morphogenesis	muscle structure development	6
embryonic morphogenesis	trabecula morphogenesis	2
embryonic morphogenesis	positive regulation of ion transmembrane transport	2
embryonic morphogenesis	cochlea morphogenesis	2
embryonic morphogenesis	regulation of neuron differentiation	3
embryonic morphogenesis	regulation of ion transmembrane transport	2
embryonic morphogenesis	positive regulation of angiogenesis	2
embryonic morphogenesis	positive regulation of vasculature development	2
embryonic morphogenesis	metal ion transport	3
embryonic morphogenesis	cellular response to growth factor stimulus	7
embryonic morphogenesis	skeletal system development	8
embryonic morphogenesis	regulation of metal ion transport	2
embryonic morphogenesis	pathway-restricted SMAD protein phosphorylation	2
embryonic morphogenesis	ear development	5
embryonic morphogenesis	cell fate specification	3
embryonic morphogenesis	connective tissue development	3
embryonic morphogenesis	smooth muscle contraction	2
embryonic morphogenesis	regulation of BMP signaling pathway	2
embryonic morphogenesis	fatty acid metabolic process	2
embryonic morphogenesis	gland development	7
embryonic morphogenesis	axon extension	2
embryonic morphogenesis	cardiac atrium morphogenesis	2
embryonic morphogenesis	aorta morphogenesis	2
embryonic morphogenesis	positive regulation of protein phosphorylation	5
embryonic morphogenesis	regulation of developmental growth	3
embryonic morphogenesis	epithelial tube morphogenesis	8
embryonic morphogenesis	positive regulation of supramolecular fiber organization	3
embryonic morphogenesis	positive regulation of oxidoreductase activity	2
embryonic morphogenesis	gastrulation with mouth forming second	2
embryonic morphogenesis	regulation of cardiocyte differentiation	2
embryonic morphogenesis	calcium ion transmembrane transport	2
embryonic morphogenesis	positive regulation of mitotic cell cycle	2
embryonic morphogenesis	negative regulation of transport	3
embryonic morphogenesis	positive regulation of neuron differentiation	3
embryonic morphogenesis	negative regulation of MAPK cascade	3
embryonic morphogenesis	regulation of cation transmembrane transport	2
embryonic morphogenesis	regulation of osteoblast proliferation	2
embryonic morphogenesis	response to growth factor	7
embryonic morphogenesis	lens development in camera-type eye	2
embryonic morphogenesis	negative regulation of epithelial cell apoptotic process	2
embryonic morphogenesis	neuronal cell body	2
embryonic morphogenesis	early endosome	2
