A	B	nOverlap
regulation of natural killer cell mediated cytotoxicity	cell killing	4
regulation of natural killer cell mediated cytotoxicity	regulation of response to wounding	2
regulation of natural killer cell mediated cytotoxicity	response to wounding	2
embryonic heart tube morphogenesis	heart morphogenesis	5
embryonic heart tube morphogenesis	anterior/posterior axis specification	2
embryonic heart tube morphogenesis	appendage development	2
embryonic heart tube morphogenesis	limb development	2
embryonic heart tube morphogenesis	embryonic organ morphogenesis	5
embryonic heart tube morphogenesis	mesoderm development	3
embryonic heart tube morphogenesis	heart development	5
embryonic heart tube morphogenesis	negative regulation of DNA-binding transcription factor activity	2
embryonic heart tube morphogenesis	morphogenesis of an epithelium	5
embryonic heart tube morphogenesis	regulation of cell development	2
embryonic heart tube morphogenesis	specification of symmetry	5
embryonic heart tube morphogenesis	determination of bilateral symmetry	5
embryonic heart tube morphogenesis	negative regulation of cellular component organization	2
embryonic heart tube morphogenesis	cell surface receptor signaling pathway involved in cell-cell signaling	2
embryonic heart tube morphogenesis	appendage morphogenesis	2
embryonic heart tube morphogenesis	limb morphogenesis	2
embryonic heart tube morphogenesis	somite development	2
embryonic heart tube morphogenesis	anterior/posterior pattern specification	4
embryonic heart tube morphogenesis	axis specification	2
embryonic heart tube morphogenesis	embryo development ending in birth or egg hatching	4
embryonic heart tube morphogenesis	epithelial tube morphogenesis	5
embryonic heart tube morphogenesis	somitogenesis	2
embryonic heart tube morphogenesis	chordate embryonic development	4
embryonic heart tube morphogenesis	gastrulation	2
embryonic heart tube morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
gastrulation with mouth forming second	skin development	2
gastrulation with mouth forming second	response to growth factor	2
gastrulation with mouth forming second	mesonephros development	2
gastrulation with mouth forming second	heart morphogenesis	3
gastrulation with mouth forming second	nephron tubule morphogenesis	2
gastrulation with mouth forming second	anterior/posterior axis specification	3
gastrulation with mouth forming second	appendage development	3
gastrulation with mouth forming second	limb development	3
gastrulation with mouth forming second	embryonic organ morphogenesis	2
gastrulation with mouth forming second	renal tubule morphogenesis	2
gastrulation with mouth forming second	nephron epithelium morphogenesis	2
gastrulation with mouth forming second	mesoderm development	2
gastrulation with mouth forming second	outflow tract morphogenesis	2
gastrulation with mouth forming second	nephron morphogenesis	2
gastrulation with mouth forming second	heart development	3
gastrulation with mouth forming second	cell growth	2
gastrulation with mouth forming second	morphogenesis of an epithelium	3
gastrulation with mouth forming second	regulation of cell development	2
gastrulation with mouth forming second	specification of symmetry	2
gastrulation with mouth forming second	determination of bilateral symmetry	2
gastrulation with mouth forming second	plasma membrane bounded cell projection morphogenesis	2
gastrulation with mouth forming second	respiratory system development	2
gastrulation with mouth forming second	cell projection morphogenesis	2
gastrulation with mouth forming second	appendage morphogenesis	3
gastrulation with mouth forming second	limb morphogenesis	3
gastrulation with mouth forming second	endothelial cell differentiation	2
gastrulation with mouth forming second	nephron epithelium development	2
gastrulation with mouth forming second	anterior/posterior pattern specification	3
gastrulation with mouth forming second	axis specification	3
gastrulation with mouth forming second	embryo development ending in birth or egg hatching	3
gastrulation with mouth forming second	kidney epithelium development	2
gastrulation with mouth forming second	kidney morphogenesis	2
gastrulation with mouth forming second	epithelial tube morphogenesis	3
gastrulation with mouth forming second	cell part morphogenesis	2
gastrulation with mouth forming second	chordate embryonic development	3
gastrulation with mouth forming second	gastrulation	3
gastrulation with mouth forming second	I-SMAD binding	2
gastrulation with mouth forming second	SMAD binding	2
gastrulation with mouth forming second	DNA-binding transcription activator activity, RNA polymerase II-specific	2
negative regulation of leukocyte mediated cytotoxicity	regulation of natural killer cell mediated immunity	3
negative regulation of leukocyte mediated cytotoxicity	regulation of response to biotic stimulus	3
negative regulation of leukocyte mediated cytotoxicity	negative regulation of cell killing	3
negative regulation of leukocyte mediated cytotoxicity	negative regulation of response to wounding	2
negative regulation of leukocyte mediated cytotoxicity	negative regulation of lymphocyte mediated immunity	3
negative regulation of leukocyte mediated cytotoxicity	response to peptide	3
negative regulation of leukocyte mediated cytotoxicity	regulation of innate immune response	3
negative regulation of leukocyte mediated cytotoxicity	wound healing	2
negative regulation of leukocyte mediated cytotoxicity	regulation of wound healing	2
negative regulation of leukocyte mediated cytotoxicity	negative regulation of response to biotic stimulus	3
negative regulation of leukocyte mediated cytotoxicity	cell killing	3
negative regulation of leukocyte mediated cytotoxicity	regulation of response to wounding	2
negative regulation of leukocyte mediated cytotoxicity	response to wounding	2
negative regulation of ossification	response to growth factor	2
negative regulation of ossification	mesonephros development	2
negative regulation of ossification	heart morphogenesis	2
negative regulation of ossification	ERBB signaling pathway	2
negative regulation of ossification	heart development	2
negative regulation of ossification	cell growth	2
negative regulation of ossification	negative regulation of bone mineralization	2
negative regulation of ossification	epidermal growth factor receptor signaling pathway	2
negative regulation of ossification	regulation of lipid metabolic process	2
negative regulation of ossification	regulation of epithelial cell migration	2
negative regulation of ossification	negative regulation of cellular component organization	2
negative regulation of ossification	cell surface receptor signaling pathway involved in cell-cell signaling	2
negative regulation of ossification	multicellular organismal homeostasis	2
negative regulation of ossification	kidney epithelium development	2
negative regulation of ossification	ubiquitin protein ligase binding	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	response to growth factor	3
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	mesonephros development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	heart morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	nephron tubule morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	appendage development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	limb development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	renal tubule morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	nephron epithelium morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	mesoderm development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	outflow tract morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	nephron morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	heart development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	cell growth	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	morphogenesis of an epithelium	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	wound healing	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	regulation of cell development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	plasma membrane bounded cell projection morphogenesis	3
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	negative regulation of cellular component organization	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	respiratory system development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	cell projection morphogenesis	3
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	ovarian follicle development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	appendage morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	limb morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	endothelial cell differentiation	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	nephron epithelium development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	response to wounding	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	embryo development ending in birth or egg hatching	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	kidney epithelium development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	kidney morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	epithelial tube morphogenesis	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	cell part morphogenesis	3
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	chordate embryonic development	2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	DNA-binding transcription activator activity, RNA polymerase II-specific	2
skin development	vesicle-mediated transport in synapse	2
skin development	response to growth factor	4
skin development	mesonephros development	3
skin development	heart morphogenesis	4
skin development	nephron tubule morphogenesis	3
skin development	anterior/posterior axis specification	2
skin development	hindbrain development	2
skin development	positive regulation of DNA metabolic process	3
skin development	appendage development	5
skin development	limb development	5
skin development	embryonic organ morphogenesis	3
skin development	cytokine-mediated signaling pathway	2
skin development	ERBB signaling pathway	2
skin development	regulation of system process	2
skin development	renal tubule morphogenesis	3
skin development	nephron epithelium morphogenesis	3
skin development	carboxylic acid metabolic process	3
skin development	heart valve formation	2
skin development	epithelial cell proliferation involved in prostate gland development	2
skin development	regulation of animal organ morphogenesis	2
skin development	synaptic vesicle cycle	2
skin development	outflow tract morphogenesis	2
skin development	nephron morphogenesis	3
skin development	response to fatty acid	2
skin development	response to peptide	2
skin development	heart development	4
skin development	cell growth	3
skin development	vitamin metabolic process	2
skin development	neuron migration	2
skin development	oxoacid metabolic process	3
skin development	regulation of endocrine process	2
skin development	morphogenesis of an epithelium	6
skin development	wound healing	2
skin development	epidermal growth factor receptor signaling pathway	2
skin development	regulation of cell development	3
skin development	organic acid metabolic process	3
skin development	telencephalon cell migration	2
skin development	specification of symmetry	2
skin development	determination of bilateral symmetry	2
skin development	myeloid leukocyte differentiation	3
skin development	regulation of lipid metabolic process	3
skin development	myeloid dendritic cell differentiation	2
skin development	plasma membrane bounded cell projection morphogenesis	3
skin development	negative regulation of cellular component organization	3
skin development	respiratory system development	3
skin development	cell projection morphogenesis	3
skin development	smooth muscle cell differentiation	2
skin development	cell surface receptor signaling pathway involved in cell-cell signaling	4
skin development	multicellular organismal homeostasis	4
skin development	appendage morphogenesis	4
skin development	limb morphogenesis	4
skin development	forebrain cell migration	2
skin development	monocarboxylic acid metabolic process	3
skin development	regulation of hair follicle development	2
skin development	trachea development	2
skin development	renal vesicle morphogenesis	2
skin development	nephron tubule formation	2
skin development	renal vesicle development	2
skin development	seminiferous tubule development	2
skin development	somite development	2
skin development	endothelial cell differentiation	2
skin development	nephron epithelium development	3
skin development	anterior/posterior pattern specification	3
skin development	axis specification	2
skin development	response to wounding	2
skin development	embryo development ending in birth or egg hatching	4
skin development	kidney epithelium development	3
skin development	regulation of canonical Wnt signaling pathway	3
skin development	regulation of transcription regulatory region DNA binding	2
skin development	kidney morphogenesis	3
skin development	epithelial tube morphogenesis	4
skin development	regulation of hormone metabolic process	2
skin development	regulation of hormone levels	3
skin development	somitogenesis	2
skin development	cell part morphogenesis	3
skin development	calcium ion transport	2
skin development	negative regulation of neuron death	3
skin development	chordate embryonic development	4
skin development	cellular response to oxidative stress	2
skin development	cellular chemical homeostasis	2
skin development	gastrulation	2
skin development	spermatogenesis	3
skin development	membrane raft	2
skin development	membrane microdomain	2
skin development	cell cortex	2
skin development	myofibril	2
skin development	contractile fiber	2
skin development	neuronal cell body	2
skin development	Z disc	2
skin development	I-SMAD binding	2
skin development	SMAD binding	2
skin development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
vesicle-mediated transport in synapse	heart morphogenesis	2
vesicle-mediated transport in synapse	hindbrain development	2
vesicle-mediated transport in synapse	appendage development	2
vesicle-mediated transport in synapse	limb development	2
vesicle-mediated transport in synapse	embryonic organ morphogenesis	2
vesicle-mediated transport in synapse	regulation of protein binding	2
vesicle-mediated transport in synapse	carboxylic acid metabolic process	2
vesicle-mediated transport in synapse	regulated exocytosis	5
vesicle-mediated transport in synapse	synaptic vesicle cycle	8
vesicle-mediated transport in synapse	response to peptide	2
vesicle-mediated transport in synapse	heart development	2
vesicle-mediated transport in synapse	synaptic vesicle fusion to presynaptic active zone membrane	2
vesicle-mediated transport in synapse	vesicle fusion to plasma membrane	2
vesicle-mediated transport in synapse	neuron migration	2
vesicle-mediated transport in synapse	oxoacid metabolic process	2
vesicle-mediated transport in synapse	synaptic vesicle transport	3
vesicle-mediated transport in synapse	morphogenesis of an epithelium	2
vesicle-mediated transport in synapse	regulation of cell development	2
vesicle-mediated transport in synapse	organic acid metabolic process	2
vesicle-mediated transport in synapse	telencephalon cell migration	2
vesicle-mediated transport in synapse	specification of symmetry	2
vesicle-mediated transport in synapse	determination of bilateral symmetry	2
vesicle-mediated transport in synapse	myeloid leukocyte differentiation	2
vesicle-mediated transport in synapse	plasma membrane bounded cell projection morphogenesis	2
vesicle-mediated transport in synapse	negative regulation of cellular component organization	2
vesicle-mediated transport in synapse	cell projection morphogenesis	2
vesicle-mediated transport in synapse	cell surface receptor signaling pathway involved in cell-cell signaling	3
vesicle-mediated transport in synapse	multicellular organismal homeostasis	2
vesicle-mediated transport in synapse	appendage morphogenesis	2
vesicle-mediated transport in synapse	limb morphogenesis	2
vesicle-mediated transport in synapse	forebrain cell migration	2
vesicle-mediated transport in synapse	monocarboxylic acid metabolic process	2
vesicle-mediated transport in synapse	synaptic vesicle localization	3
vesicle-mediated transport in synapse	anterior/posterior pattern specification	2
vesicle-mediated transport in synapse	synaptic vesicle exocytosis	5
vesicle-mediated transport in synapse	embryo development ending in birth or egg hatching	2
vesicle-mediated transport in synapse	regulation of canonical Wnt signaling pathway	2
vesicle-mediated transport in synapse	regulation of transcription regulatory region DNA binding	2
vesicle-mediated transport in synapse	epithelial tube morphogenesis	2
vesicle-mediated transport in synapse	regulation of hormone levels	2
vesicle-mediated transport in synapse	exocytic process	3
vesicle-mediated transport in synapse	cell part morphogenesis	2
vesicle-mediated transport in synapse	calcium ion transport	2
vesicle-mediated transport in synapse	negative regulation of neuron death	2
vesicle-mediated transport in synapse	chordate embryonic development	2
vesicle-mediated transport in synapse	cellular chemical homeostasis	2
vesicle-mediated transport in synapse	regulation of membrane potential	3
vesicle-mediated transport in synapse	memory	3
vesicle-mediated transport in synapse	membrane raft	4
vesicle-mediated transport in synapse	membrane microdomain	4
vesicle-mediated transport in synapse	cell cortex	2
vesicle-mediated transport in synapse	integral component of synaptic membrane	2
vesicle-mediated transport in synapse	myofibril	2
vesicle-mediated transport in synapse	contractile fiber	2
vesicle-mediated transport in synapse	intrinsic component of synaptic membrane	2
vesicle-mediated transport in synapse	neuronal cell body	2
vesicle-mediated transport in synapse	Z disc	2
vesicle-mediated transport in synapse	side of membrane	3
vesicle-mediated transport in synapse	calcium channel activity	2
vesicle-mediated transport in synapse	ion channel activity	3
vesicle-mediated transport in synapse	channel activity	3
vesicle-mediated transport in synapse	passive transmembrane transporter activity	3
vesicle-mediated transport in synapse	cation channel activity	3
vesicle-mediated transport in synapse	calcium ion transmembrane transporter activity	2
vesicle-mediated transport in synapse	ion transmembrane transporter activity	3
vesicle-mediated transport in synapse	gated channel activity	2
vesicle-mediated transport in synapse	SNARE binding	2
vesicle-mediated transport in synapse	transmembrane transporter activity	5
vesicle-mediated transport in synapse	metal ion transmembrane transporter activity	2
vesicle-mediated transport in synapse	inorganic molecular entity transmembrane transporter activity	3
regulation of natural killer cell mediated immunity	regulation of response to biotic stimulus	4
regulation of natural killer cell mediated immunity	negative regulation of cell killing	3
regulation of natural killer cell mediated immunity	negative regulation of response to wounding	2
regulation of natural killer cell mediated immunity	regulated exocytosis	2
regulation of natural killer cell mediated immunity	negative regulation of lymphocyte mediated immunity	3
regulation of natural killer cell mediated immunity	response to peptide	3
regulation of natural killer cell mediated immunity	regulation of innate immune response	4
regulation of natural killer cell mediated immunity	wound healing	2
regulation of natural killer cell mediated immunity	regulation of wound healing	2
regulation of natural killer cell mediated immunity	negative regulation of response to biotic stimulus	3
regulation of natural killer cell mediated immunity	cell killing	4
regulation of natural killer cell mediated immunity	regulation of response to wounding	2
regulation of natural killer cell mediated immunity	response to wounding	2
response to growth factor	positive regulation of neuron projection development	3
response to growth factor	mesonephros development	5
response to growth factor	heart morphogenesis	6
response to growth factor	regulation of response to biotic stimulus	2
response to growth factor	nephron tubule morphogenesis	4
response to growth factor	cell-cell junction assembly	2
response to growth factor	regulation of hydrogen peroxide-induced cell death	3
response to growth factor	anterior/posterior axis specification	2
response to growth factor	hindbrain development	2
response to growth factor	positive regulation of DNA metabolic process	2
response to growth factor	appendage development	4
response to growth factor	limb development	4
response to growth factor	embryonic organ morphogenesis	4
response to growth factor	cytokine-mediated signaling pathway	2
response to growth factor	regulation of system process	4
response to growth factor	renal tubule morphogenesis	4
response to growth factor	nephron epithelium morphogenesis	4
response to growth factor	regulation of protein binding	2
response to growth factor	regulation of I-kappaB kinase/NF-kappaB signaling	2
response to growth factor	peptidyl-serine modification	6
response to growth factor	mesoderm development	3
response to growth factor	carboxylic acid metabolic process	2
response to growth factor	regulation of response to reactive oxygen species	3
response to growth factor	heart valve formation	2
response to growth factor	epithelial cell proliferation involved in prostate gland development	2
response to growth factor	regulation of hydrogen peroxide-mediated programmed cell death	2
response to growth factor	regulation of animal organ morphogenesis	5
response to growth factor	JNK cascade	3
response to growth factor	outflow tract morphogenesis	5
response to growth factor	nephron morphogenesis	4
response to growth factor	response to peptide	4
response to growth factor	cell death in response to hydrogen peroxide	3
response to growth factor	vascular endothelial growth factor receptor signaling pathway	3
response to growth factor	heart development	8
response to growth factor	cell growth	6
response to growth factor	I-kappaB kinase/NF-kappaB signaling	2
response to growth factor	regulation of innate immune response	2
response to growth factor	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	2
response to growth factor	regulation of axonogenesis	2
response to growth factor	response to reactive oxygen species	4
response to growth factor	SMAD protein complex assembly	2
response to growth factor	dorsal/ventral axis specification	2
response to growth factor	chemical homeostasis within a tissue	2
response to growth factor	midbrain dopaminergic neuron differentiation	2
response to growth factor	neuron migration	3
response to growth factor	regulation of cell shape	2
response to growth factor	oxoacid metabolic process	2
response to growth factor	regulation of kidney development	2
response to growth factor	vasculogenesis	2
response to growth factor	morphogenesis of an epithelium	7
response to growth factor	wound healing	5
response to growth factor	regulation of cell development	5
response to growth factor	organic acid metabolic process	2
response to growth factor	regulation of oxidative stress-induced cell death	4
response to growth factor	specification of symmetry	2
response to growth factor	determination of bilateral symmetry	2
response to growth factor	myeloid leukocyte differentiation	3
response to growth factor	regulation of epithelial cell migration	4
response to growth factor	hydrogen peroxide-mediated programmed cell death	2
response to growth factor	programmed cell death in response to reactive oxygen species	2
response to growth factor	regulation of vascular endothelial growth factor signaling pathway	2
response to growth factor	plasma membrane bounded cell projection morphogenesis	6
response to growth factor	negative regulation of cellular component organization	6
response to growth factor	peptidyl-serine phosphorylation	5
response to growth factor	cellular response to reactive oxygen species	3
response to growth factor	respiratory system development	6
response to growth factor	cell projection morphogenesis	6
response to growth factor	regulation of endothelial cell differentiation	2
response to growth factor	ventricular cardiac muscle tissue morphogenesis	2
response to growth factor	ovarian follicle development	2
response to growth factor	smooth muscle cell differentiation	3
response to growth factor	regulation of wound healing	2
response to growth factor	hippocampus development	2
response to growth factor	cell surface receptor signaling pathway involved in cell-cell signaling	4
response to growth factor	multicellular organismal homeostasis	4
response to growth factor	appendage morphogenesis	4
response to growth factor	limb morphogenesis	4
response to growth factor	adult behavior	2
response to growth factor	p38MAPK cascade	4
response to growth factor	trachea development	2
response to growth factor	renal vesicle morphogenesis	2
response to growth factor	nephron tubule formation	2
response to growth factor	renal vesicle development	2
response to growth factor	activation of protein kinase activity	2
response to growth factor	endothelial cell differentiation	4
response to growth factor	nephron epithelium development	4
response to growth factor	anterior/posterior pattern specification	3
response to growth factor	regulation of response to wounding	2
response to growth factor	axis specification	3
response to growth factor	response to wounding	6
response to growth factor	embryo development ending in birth or egg hatching	5
response to growth factor	kidney epithelium development	5
response to growth factor	regulation of canonical Wnt signaling pathway	4
response to growth factor	kidney morphogenesis	4
response to growth factor	regulation of cellular response to oxidative stress	4
response to growth factor	regulation of response to oxidative stress	4
response to growth factor	negative regulation of cysteine-type endopeptidase activity	2
response to growth factor	regulation of cellular response to vascular endothelial growth factor stimulus	2
response to growth factor	dendrite development	2
response to growth factor	epithelial tube morphogenesis	5
response to growth factor	positive regulation of MAP kinase activity	2
response to growth factor	lung alveolus development	2
response to growth factor	cell part morphogenesis	6
response to growth factor	calcium ion transport	2
response to growth factor	regulation of phosphatidylinositol 3-kinase signaling	3
response to growth factor	chordate embryonic development	5
response to growth factor	cellular response to oxidative stress	4
response to growth factor	regulation of membrane potential	3
response to growth factor	gastrulation	2
response to growth factor	spermatogenesis	3
response to growth factor	neuron projection membrane	3
response to growth factor	dendrite membrane	2
response to growth factor	membrane raft	4
response to growth factor	membrane microdomain	4
response to growth factor	actin cytoskeleton	4
response to growth factor	lateral plasma membrane	2
response to growth factor	cell projection membrane	4
response to growth factor	receptor complex	3
response to growth factor	cell cortex	2
response to growth factor	integral component of synaptic membrane	2
response to growth factor	intrinsic component of synaptic membrane	2
response to growth factor	neuronal cell body	2
response to growth factor	side of membrane	2
response to growth factor	leading edge membrane	3
response to growth factor	actin binding	2
response to growth factor	calmodulin binding	2
response to growth factor	I-SMAD binding	3
response to growth factor	protein phosphatase binding	3
response to growth factor	actin filament binding	2
response to growth factor	SMAD binding	5
response to growth factor	R-SMAD binding	3
response to growth factor	phosphotransferase activity, alcohol group as acceptor	6
response to growth factor	protein kinase activity	6
response to growth factor	phosphatase binding	3
response to growth factor	co-SMAD binding	2
response to growth factor	transmembrane transporter binding	3
response to growth factor	ubiquitin protein ligase binding	2
response to growth factor	bHLH transcription factor binding	2
response to growth factor	protein serine/threonine kinase activity	3
response to growth factor	DNA-binding transcription activator activity, RNA polymerase II-specific	5
response to growth factor	protein serine kinase activity	3
positive regulation of neuron projection development	positive regulation of DNA metabolic process	2
positive regulation of neuron projection development	regulation of system process	2
positive regulation of neuron projection development	peptidyl-serine modification	3
positive regulation of neuron projection development	positive regulation of neuron projection regeneration	2
positive regulation of neuron projection development	regulation of animal organ morphogenesis	2
positive regulation of neuron projection development	vascular endothelial growth factor receptor signaling pathway	2
positive regulation of neuron projection development	cell growth	3
positive regulation of neuron projection development	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	2
positive regulation of neuron projection development	regulation of axonogenesis	3
positive regulation of neuron projection development	response to reactive oxygen species	2
positive regulation of neuron projection development	neuron migration	3
positive regulation of neuron projection development	regulation of cell shape	3
positive regulation of neuron projection development	morphogenesis of an epithelium	3
positive regulation of neuron projection development	regulation of cell development	3
positive regulation of neuron projection development	regulation of lipid metabolic process	2
positive regulation of neuron projection development	regulation of epithelial cell migration	2
positive regulation of neuron projection development	plasma membrane bounded cell projection morphogenesis	3
positive regulation of neuron projection development	negative regulation of cellular component organization	2
positive regulation of neuron projection development	peptidyl-serine phosphorylation	3
positive regulation of neuron projection development	cell projection morphogenesis	3
positive regulation of neuron projection development	multicellular organismal homeostasis	3
positive regulation of neuron projection development	p38MAPK cascade	2
positive regulation of neuron projection development	activation of protein kinase activity	2
positive regulation of neuron projection development	endothelial cell differentiation	2
positive regulation of neuron projection development	response to wounding	2
positive regulation of neuron projection development	embryo development ending in birth or egg hatching	3
positive regulation of neuron projection development	negative regulation of cysteine-type endopeptidase activity	2
positive regulation of neuron projection development	epithelial tube morphogenesis	2
positive regulation of neuron projection development	positive regulation of MAP kinase activity	2
positive regulation of neuron projection development	cell part morphogenesis	3
positive regulation of neuron projection development	establishment of cell polarity	2
positive regulation of neuron projection development	chordate embryonic development	3
positive regulation of neuron projection development	regulation of membrane potential	2
positive regulation of neuron projection development	membrane raft	2
positive regulation of neuron projection development	membrane microdomain	2
positive regulation of neuron projection development	receptor complex	2
positive regulation of neuron projection development	neuronal cell body	2
positive regulation of neuron projection development	calmodulin-dependent protein kinase activity	2
positive regulation of neuron projection development	ion channel activity	2
positive regulation of neuron projection development	channel activity	2
positive regulation of neuron projection development	passive transmembrane transporter activity	2
positive regulation of neuron projection development	cation channel activity	2
positive regulation of neuron projection development	voltage-gated cation channel activity	2
positive regulation of neuron projection development	phosphotransferase activity, alcohol group as acceptor	2
positive regulation of neuron projection development	protein kinase activity	2
positive regulation of neuron projection development	ion transmembrane transporter activity	2
positive regulation of neuron projection development	gated channel activity	2
positive regulation of neuron projection development	protein serine/threonine kinase activity	2
positive regulation of neuron projection development	transmembrane transporter activity	2
positive regulation of neuron projection development	inorganic molecular entity transmembrane transporter activity	2
mesonephros development	heart morphogenesis	5
mesonephros development	nephron tubule morphogenesis	5
mesonephros development	anterior/posterior axis specification	2
mesonephros development	appendage development	3
mesonephros development	limb development	3
mesonephros development	embryonic organ morphogenesis	2
mesonephros development	renal tubule morphogenesis	5
mesonephros development	nephron epithelium morphogenesis	5
mesonephros development	mesoderm development	2
mesonephros development	heart valve formation	2
mesonephros development	epithelial cell proliferation involved in prostate gland development	2
mesonephros development	regulation of animal organ morphogenesis	4
mesonephros development	outflow tract morphogenesis	4
mesonephros development	nephron morphogenesis	5
mesonephros development	heart development	5
mesonephros development	cell growth	4
mesonephros development	SMAD protein complex assembly	2
mesonephros development	dorsal/ventral axis specification	2
mesonephros development	neuron migration	2
mesonephros development	regulation of kidney development	3
mesonephros development	vasculogenesis	2
mesonephros development	morphogenesis of an epithelium	5
mesonephros development	wound healing	2
mesonephros development	regulation of cell development	3
mesonephros development	myeloid leukocyte differentiation	2
mesonephros development	regulation of epithelial cell migration	2
mesonephros development	plasma membrane bounded cell projection morphogenesis	3
mesonephros development	negative regulation of cellular component organization	4
mesonephros development	respiratory system development	3
mesonephros development	cell projection morphogenesis	3
mesonephros development	regulation of endothelial cell differentiation	2
mesonephros development	ovarian follicle development	2
mesonephros development	smooth muscle cell differentiation	3
mesonephros development	cell surface receptor signaling pathway involved in cell-cell signaling	2
mesonephros development	multicellular organismal homeostasis	3
mesonephros development	appendage morphogenesis	3
mesonephros development	limb morphogenesis	3
mesonephros development	trachea development	2
mesonephros development	renal vesicle morphogenesis	2
mesonephros development	nephron tubule formation	2
mesonephros development	renal vesicle development	2
mesonephros development	endothelial cell differentiation	3
mesonephros development	nephron epithelium development	5
mesonephros development	anterior/posterior pattern specification	2
mesonephros development	axis specification	3
mesonephros development	response to wounding	2
mesonephros development	embryo development ending in birth or egg hatching	4
mesonephros development	kidney epithelium development	6
mesonephros development	regulation of canonical Wnt signaling pathway	2
mesonephros development	kidney morphogenesis	5
mesonephros development	epithelial tube morphogenesis	5
mesonephros development	positive regulation of MAP kinase activity	2
mesonephros development	cell part morphogenesis	3
mesonephros development	chordate embryonic development	4
mesonephros development	gastrulation	2
mesonephros development	spermatogenesis	2
mesonephros development	I-SMAD binding	3
mesonephros development	SMAD binding	3
mesonephros development	R-SMAD binding	2
mesonephros development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
heart morphogenesis	nephron tubule morphogenesis	4
heart morphogenesis	anterior/posterior axis specification	4
heart morphogenesis	hindbrain development	2
heart morphogenesis	appendage development	6
heart morphogenesis	limb development	6
heart morphogenesis	embryonic organ morphogenesis	8
heart morphogenesis	ERBB signaling pathway	2
heart morphogenesis	renal tubule morphogenesis	4
heart morphogenesis	nephron epithelium morphogenesis	4
heart morphogenesis	mesoderm development	5
heart morphogenesis	carboxylic acid metabolic process	2
heart morphogenesis	heart valve formation	2
heart morphogenesis	epithelial cell proliferation involved in prostate gland development	2
heart morphogenesis	regulation of animal organ morphogenesis	4
heart morphogenesis	synaptic vesicle cycle	2
heart morphogenesis	outflow tract morphogenesis	5
heart morphogenesis	nephron morphogenesis	4
heart morphogenesis	heart development	11
heart morphogenesis	cell growth	4
heart morphogenesis	regulation of axonogenesis	2
heart morphogenesis	negative regulation of DNA-binding transcription factor activity	2
heart morphogenesis	SMAD protein complex assembly	2
