Gene1	Gene2	Annotation	Direction	Score	weight	Scaled_weight
CCAR1	SRSF9	complex; input	-	1	3120.59863198515	0.729316084381965
HNRNPL	PRPF6	complex; input	-	1	3120.29137868775	0.729307158982736
RPS5	RRP9	activate	->	1	3120.02345324887	0.729299375300873
CRKL	PTPN11	complex; inhibited by; input	|-	1	3119.57379590956	0.729286310501164
CDK9	INTS4	catalyze; complex; input	->	1	3119.55848725443	0.729285865674848
HSP90AA1	NUDCD2	predicted	-	0.98	3119.43919577157	0.729282399326219
ELAVL1	PRPF4	complex; input	-	1	3119.22758161618	0.729276249957236
HNRNPUL1	RBM4	predicted	-	0.64	3119.12426523831	0.729273247499289
NEK9	NUP93	catalyze	->	1	3118.82462941417	0.729264539276111
DYNC1H1	TMED9	complex; input	-	1	3118.01372859179	0.729240968120132
NUDT21	RBM22	complex; input	-	1	3117.78767959135	0.72923439626559
RPS11	SSR4	complex; input	-	1	3117.48650347487	0.729225639522652
FMR1	SERBP1	predicted	-	0.98	3116.48401865508	0.729196486023308
RPS17	XPO1	predicted	-	0.73	3116.35414991051	0.729192708593366
EEF1A1	RPL7	catalyzed by; complex; input	<-	1	3116.2664621376	0.729190157972106
CTNNBL1	USP39	complex; input	-	1	3115.99844222211	0.729182361488173
POLR2J	PRPF19	complex; input	-	1	3115.92770523561	0.729180303694236
FAF1	VCP	predicted	-	0.99	3115.889489803	0.729179191958152
RDX	SLC9A3R1	PPrel: binding/association	-	1	3115.41544560994	0.729165400269186
CCT6A	TCP1	complex	-	1	3115.27430437675	0.729161293546209
PSMD2	USP14	complex; input	-	1	3115.0494968805	0.729154752039403
GTF2F2	SRSF2	complex; input	-	1	3114.90467069529	0.729150537599486
HSPA8	YWHAG	predicted	-	0.64	3114.29251266829	0.729132721644843
IKBKB	RAB8B	predicted	-	0.97	3114.06230311663	0.729126020829952
GPKOW	SNRNP70	input	-	1	3113.956485586	0.729122940584426
NRAS	TPR	PPrel: indirect effect	-	1	3113.8781428609	0.729120660036365
PRPF4	RBM17	complex; input	-	1	3113.8445220994	0.729119681322122
PHAX	RPRD1A	complex; input	-	1	3113.65696349071	0.729114221219696
DDX17	RBM4	predicted	-	0.64	3113.117065554	0.729098502173495
ACTB	RHOG	activated by	<-	1	3113.0686134229	0.729097091363777
DDX5	U2AF2	complex; input	-	1	3113.06846626186	0.729097087078768
DHX15	SF3B5	complex	-	1	3113.02290142782	0.729095760320111
RPL5	RPL9	catalyze; catalyzed by; complex; input	<->	1	3112.75645962924	0.729088001668368
AGO2	RAN	input	-	1	3112.73223454925	0.729087296213235
POLR2B	SRRM1	complex; input	-	1	3112.67436641005	0.729085611021104
SNRPF	SRRT	complex; input	-	1	3112.41710069545	0.729078118744501
DYNC1H1	KIF2A	complex; input	-	1	3112.28999089432	0.72907441673315
CPSF2	SRRM2	complex; input	-	1	3111.99552092826	0.72906583985722
EIF3F	RPS12	complex; input	-	1	3111.86724399483	0.729062103346882
PSMD1	PSMD9	complex	-	1	3111.77576150959	0.729059438508296
CHERP	SF3B5	complex	-	1	3111.62125044278	0.729054937501061
NFKB1	RAN	activated by	<-	1	3111.45670846283	0.729050144041097
BCAS2	SRSF3	complex; input	-	1	3111.44672724742	0.72904985325878
CAMK2G	PPID	PPrel: activation, indirect effect	->	1	3111.43925851906	0.729049635672029
EP300	POLR2L	complex; input; reaction	-	1	3111.38707792768	0.729048115478279
COPS5	CUL3	catalyze	->	1	3110.77630658582	0.729030319786764
CLASP1	HSP90AA1	complex	-	1	3110.71245367479	0.729028459139677
SNRPD1	SRRM1	complex; input	-	1	3110.46773387261	0.729021327753418
RPS20	SRPRB	complex; input	-	1	3110.381984383	0.729018828792519
GRSF1	RPS9	activate	->	1	3110.31411120515	0.729016850744522
ATP5B	ATP5H	predicted	-	0.98	3110.18459223811	0.72901307601537
PRPF4B	SNRPD1	predicted	-	0.64	3109.75183864517	0.729000462609696
CDC42	RANGAP1	complex; input; reaction	-	1	3109.67016051048	0.728998081752141
ARL1	VTI1A	complex; input	-	1	3109.66818416147	0.728998024142246
CD2BP2	SF3A1	complex; input	-	1	3109.47170157541	0.728992296559565
GTF2B	MAPK1	expression regulates	->	1	3109.43943407126	0.728991355908285
NSF	VCP	predicted	-	0.98	3109.26126008704	0.728986161665277
PCF11	PTBP1	complex; input	-	1	3109.08282765451	0.728980959589508
EIF2S3	RPL19	catalyzed by	<-	1	3108.93140750191	0.728976544804139
CRKL	NRAS	catalyze	->	1	3108.88593453705	0.72897521895858
POLR2E	SF3B3	complex; input	-	1	3108.84206831326	0.728973939942051
CCT8	TUBB4B	complex; input	-	1	3108.61840153257	0.728967418163002
DYNC1H1	NUMA1	complex; input	-	1	3108.45858531606	0.728962757880686
RPL5	UPF1	complex; input	-	1	3107.91451971855	0.728946890990334
POLR2D	SF3A3	complex; input	-	1	3107.8475257601	0.728944937015858
RPS4X	TRAM1	complex; input	-	1	3107.36222959626	0.728930781402367
RPL35A	RPL7	catalyze; catalyzed by; complex; input	<->	1	3107.32659324872	0.728929741837904
MAGOH	RAE1	activated by; catalyzed by; complex; input	<-	1	3107.22563268097	0.728926796605507
DYNLL1	GALNT2	complex; input	-	1	3107.1723521433	0.72892524226143
PQBP1	SRSF1	complex; input	-	1	3106.8256191872	0.72891512642863
ARPC3	ARPC5	complex	-	1	3106.34855811113	0.728901206465575
GNB4	RAC2	PPrel: activation	->	1	3106.23120167903	0.728897781844326
DDX17	RBM15	predicted	-	0.64	3106.14715711133	0.728895329229346
POLR2H	SART1	complex; input	-	1	3106.05607121654	0.728892671057211
NUP85	NXF1	activate; catalyze; complex; input	->	1	3105.98440354049	0.728890579514816
IPO11	RPL12	predicted	-	0.77	3105.96535802062	0.728890023684124
CWC22	SART1	complex; input	-	1	3105.91764622648	0.728888631232528
LSM6	PCBP1	complex; input	-	1	3105.9072782726	0.728888328644684
DYNC1H1	NUP62	input	-	1	3105.70282923995	0.728882361610867
NXF1	THOC3	catalyzed by; complex; input	<-	1	3105.69481891571	0.72888212781416
EIF4A2	RPS9	complex; input	-	1	3105.58990928896	0.728879065769428
EIF2S1	RPL27	catalyzed by	<-	1	3105.16781196826	0.728866744778576
ARFGAP2	COPB1	complex; input	-	1	3105.07312100485	0.728863980526065
ACTR1A	BET1	complex; input	-	1	3105.06021906729	0.728863603881559
RFC2	RPA3	complex; input	-	1	3104.77841573862	0.72885537684493
SF3B2	SRSF3	complex; input	-	1	3104.60990032185	0.728850456807058
ASNA1	STX5	catalyze; catalyzed by; complex; input	<->	1	3104.46792797338	0.728846311523061
FIP1L1	NUP50	activated by	<-	1	3104.31535991638	0.728841856656079
RPS17	SRP68	complex; input	-	1	3104.3046141484	0.728841542879872
HNRNPA3	LSM3	complex; input	-	1	3104.25595774195	0.728840122100199
CLTC	IDH3A	predicted	-	0.66	3104.18912315852	0.728838170476745
LUC7L3	XPO1	predicted	-	0.59	3103.88284361341	0.728829226330786
SRSF1	WBP11	complex; input	-	1	3103.87102327385	0.728828881128955
EP300	SMC3	reaction	-	1	3103.79851112826	0.728826763451595
RPS27	TBL3	activate	->	1	3103.72019406598	0.728824476189259
CSTF3	SF3B5	complex; input	-	1	3103.69827851417	0.728823836131727
RBM8A	THOC5	complex; input	-	1	3103.46344519154	0.728816977392528
EML4	NUP160	complex; input	-	1	3103.44380335389	0.728816403693006
CPSF2	SNRNP70	input	-	1	3103.34775661749	0.728813598304079
RBMX	SRSF1	complex; input	-	1	3103.03391152089	0.728804430728572
NUP153	SNRPD1	activate	->	1	3102.71269135262	0.728795046763246
ATP6V1A	RPN1	predicted	-	0.78	3102.52994981635	0.728789707809843
DDX21	HEXIM1	predicted	-	0.64	3102.44781325268	0.728787308016044
RPL14	RPLP0	catalyze; catalyzed by; complex; input	<->	1	3102.27230265048	0.728782179888863
SRRM2	USP39	complex; input	-	1	3102.14932396943	0.72877858648397
GNAI2	STRN	activate; complex; input	->	1	3101.9692792614	0.728773325367741
HNRNPF	PRPF40A	complex; input	-	1	3101.75586862314	0.728767088864629
EIF3H	EIF4A1	complex; input	-	1	3101.6021462212	0.728762596366112
NUP214	NUP93	catalyze; catalyzed by; complex; input	<->	1	3101.06267160187	0.728746828594091
RPTOR	TSC2	activated by	<-	1	3101.02500842733	0.728745727671843
ADRM1	PSMD7	complex; input; predicted	-	1	3101.02360480648	0.728745686642717
HNRNPA3	PRPF8	complex; input	-	1	3101.00221911714	0.728745061517079
EXOSC6	RPS2	catalyze	->	1	3100.8089329685	0.728739411369104
DDX21	EP300	complex; input	-	1	3100.77839240271	0.728738518573914
RPL13	RPS3	catalyze; catalyzed by; complex; input	<->	1	3100.46295142986	0.728729296744232
CSNK2A2	DDX41	predicted	-	0.64	3100.34910312462	0.728725968190065
RPL32	SRP14	complex; input	-	1	3100.27942428947	0.72872393094725
BCAS2	ELAVL1	complex; input	-	1	3100.18948761822	0.728721301345973
DHX38	POLR2B	complex; input	-	1	3099.83699935639	0.728710994429852
CUL4A	DCAF11	complex	-	1	3099.50553966888	0.728701301329469
NELFB	SUPT16H	complex; input	-	1	3099.43458451062	0.728699226204966
CRNKL1	XAB2	complex; input	-	1	3099.4257855814	0.728698968871899
EMG1	EXOSC4	catalyzed by	<-	1	3099.08793360557	0.728689087516408
COPS6	PSMD11	predicted	-	1	3099.02281539192	0.728687182841883
POLR2C	RNPS1	complex; input	-	1	3098.81571415264	0.728681124970237
LSM6	SNRPA1	complex; input	-	1	3098.73512560404	0.728678767583352
PUF60	SNRNP40	complex; input	-	1	3098.42286054174	0.728669632585377
RPS5	SEC11A	catalyzed by	<-	1	3098.397906422	0.728668902538165
EIF3L	EIF4G1	complex; input	-	1	3098.3909771976	0.728668699818653
NDUFA9	NDUFS1	complex; input	-	1	3098.3160700649	0.728666508326927
NELFA	SSRP1	complex; input	-	1	3097.87851872908	0.728653706215775
MLST8	PRKAA1	catalyzed by	<-	1	3097.75546094315	0.728650105399433
DHX38	SNRPD1	complex; input	-	1	3097.63946746633	0.728646711162167
EEF1A1	RPL22	catalyzed by; complex; input	<-	1	3097.56599318775	0.728644561069176
ATG12	TRIM25	complex; input	-	1	3097.46655978501	0.728641651247759
KPNA3	NUP98	catalyzed by	<-	1	3097.30426039916	0.728636901514076
LIG3	RPA1	catalyze	->	1	3096.96221316986	0.728626890598021
NCBP1	SRSF3	complex; input	-	1	3096.80764792459	0.728622366474957
HNRNPR	SYF2	complex; input	-	1	3096.73258118398	0.728620169190805
FUBP1	ROCK1	predicted	-	0.65	3096.480279709	0.728612783665174
HNRNPH2	PPIL1	complex; input	-	1	3096.38136034	0.728609887871686
NCBP2	RPL13A	complex; input	-	1	3096.05287970635	0.728600271173332
PRKACB	SLC9A3R1	PPrel: activation, phosphorylation	->	1	3096.05227478161	0.728600253462431
PAFAH1B1	RCC2	complex; input	-	1	3095.94970666164	0.728597250437516
EIF3G	RPS12	complex; input	-	1	3095.8991693672	0.728595770752531
PAPOLA	SRSF6	catalyze; complex; input	->	1	3095.85148438018	0.728594374558307
EP300	POLR2A	complex; input; reaction	-	1	3095.75272581385	0.728591482885061
RBBP6	SKP1	catalyze; catalyzed by; input	<->	1	3095.69215203712	0.728589709225483
PPP2CA	SOD1	predicted	-	0.64	3095.52151889072	0.728584712733056
SYMPK	YBX1	complex; input	-	1	3095.34834640878	0.728579641602013
GLE1	RANBP2	reaction	-	1	3095.29779096119	0.728578161097939
EXOSC3	RPS2	catalyze	->	1	3095.25591232792	0.728576934673966
CPSF7	POLR2B	complex; input	-	1	3095.15984379322	0.728574121225427
AGO2	RPL10A	predicted	-	0.56	3095.06088364519	0.72857122300223
RPL27	SSR4	complex; input	-	1	3094.99754832554	0.728569368066593
FDPS	NRAS	PPrel: activation, indirect effect	->	1	3094.9154653879	0.728566964002887
PHF5A	SART1	complex; input	-	1	3094.85955829017	0.728565326546619
BCAS2	RBM17	complex; input	-	1	3094.8392834127	0.728564732710859
RPS3A	RPS9	catalyze; catalyzed by; complex; input; reaction	<->	1	3094.53878419388	0.728555930860862
CDC42	NUP107	complex; input; reaction	-	1	3094.40312171639	0.72855195692398
SNW1	U2AF2	complex; input	-	1	3094.16192122907	0.728544891050639
NCBP2	RPL10	complex; input	-	1	3094.08452089814	0.728542623521673
DHX9	KAT8	predicted	-	0.56	3093.83455383322	0.728535300070462
RPL10A	UPF3B	complex; input	-	1	3093.67382847659	0.728530590880335
EP300	PRMT5	complex; expression regulates; input	->	1	3093.62194954776	0.728529070795768
CHMP4A	PIK3R4	reaction	-	1	3093.61777287744	0.728528948415647
SNRNP70	USP39	complex; input	-	1	3093.52892074903	0.728526344930828
NR3C1	PAF1	expression regulates	->	1	3093.39278955842	0.728522355961937
ELAVL1	SF3B2	complex; input	-	1	3093.37739638821	0.728521904894252
DDX5	PCBP2	complex; input	-	1	3093.36118482074	0.72852142984256
EIF3E	RPSA	complex; input	-	1	3093.19584144159	0.728516584601201
CPSF7	SNRPD1	complex; input	-	1	3092.96562762542	0.728509837957741
COX4I1	SCO1	activated by	<-	1	3092.92102563508	0.728508530794255
EMC2	EMC3	predicted	-	0.73	3092.78047149891	0.728504411410055
NCOR1	POLR2B	input	-	1	3092.75686220466	0.728503719446534
ARCN1	COPA	complex	-	1	3092.6914691919	0.728501802818704
CRNKL1	PPIE	complex; input	-	1	3092.42178583822	0.728493898142021
EIF2S2	RPS8	catalyzed by; complex; input	<-	1	3092.40260443517	0.728493335890519
PPP2R1A	YWHAB	activate; inhibited by	|->	1	3092.27172009933	0.728489499273356
UQCRB	UQCRC2	complex	-	1	3092.17594333364	0.728486691662742
NUP54	SUMO3	catalyze	->	1	3091.95718802852	0.728480278719581
ANAPC1	PSMD8	catalyzed by	<-	1	3091.70235567194	0.728472807583838
RPS9	SRP19	complex; input	-	1	3091.64313101661	0.728471071156335
COPS5	RPS23	predicted	-	0.64	3091.56935906326	0.728468908165205
GNB1	SHC1	reaction	-	1	3091.46354798859	0.728465805698036
RPS7	UTP18	activate; activated by; complex; input	<->	1	3090.97407375222	0.728451452531558
CDC5L	SYMPK	complex; input	-	1	3090.85938353212	0.728448089068109
ACTR1A	YWHAG	complex	-	1	3090.84509929492	0.728447670152599
RB1	USP7	predicted	-	0.64	3090.74927753624	0.728444859926516
EXOSC4	NOP14	catalyze	->	1	3090.56701668168	0.72843951440524
RPL9	RPS26	catalyze; catalyzed by; complex; input	<->	1	3090.56483455134	0.728439450403717
CDK9	INTS7	catalyze; complex; input	->	1	3090.55374256815	0.728439125076982
NR3C1	STAT3	predicted	-	0.54	3090.50560446981	0.72843771317794
FMR1	STAU1	predicted	-	0.64	3090.4137554993	0.728435019170181
ACTR1A	TUBGCP3	complex; input	-	1	3090.30534135396	0.728431839188843
STX16-NPEPL1	VPS18	predicted	-	0.99	3090.30072966296	0.7284317039172
DHX16	HNRNPH1	complex; input	-	1	3090.29928564622	0.728431661560783
DNAJC8	PRPF19	complex; input	-	1	3090.19509763407	0.728428605428399
DDX5	NCBP2	complex; input	-	1	3090.02439521979	0.728423598015646
HNRNPF	PRPF6	complex; input	-	1	3089.939776234	0.728421115685821
EIF4A3	EIF4E	complex	-	1	3089.90148843214	0.728419992476391
PSMD11	UBQLN1	predicted	-	0.98	3089.71867464512	0.728414629266535
ARPC2	CYFIP1	PPrel: activated by; complex; input	<-	1	3089.32151096392	0.728402976578083
DYNLL1	XPO1	complex; input	-	1	3089.25203456956	0.728400938003158
RPL22	RPL35A	catalyze; catalyzed by; complex; input	<->	1	3088.6797717461	0.728384144934974
DDX5	PDCD4	predicted	-	0.98	3088.25172286338	0.728371581794651
CUL4B	ERCC4	complex; input	-	1	3088.08946302775	0.728366819049101
RBM17	SF3B2	complex	-	1	3088.03894826383	0.728365336259138
CWC27	POLR2C	complex; input	-	1	3088.01838496309	0.728364732645373
NUP160	SRSF1	activate; input	->	1	3087.82275603152	0.728358989965675
POLR2B	PPIH	complex; input	-	1	3087.52773051115	0.72835032881486
RPN2	RPS17	complex; input	-	1	3087.47950045828	0.728348912832332
POLR2C	WDR33	complex; input	-	1	3087.45783041268	0.728348276615877
SNAP29	VAMP2	predicted	-	0.99	3087.34072558353	0.728344838427737
HTT	USP9X	predicted	-	0.77	3087.33729423613	0.728344737681693
GTF2H2	SUPT5H	complex; input	-	1	3087.19826101548	0.728340655503914
HNRNPA3	SF3A3	complex; input	-	1	3087.14215437526	0.728339008095348
NFKB1	PPP2CA	PPrel: activation	->	1	3086.69782145876	0.728325960491972
AP2S1	EPN1	complex; inhibited by; input	|-	1	3086.68346362322	0.728325538850326
RAN	XPO1	PPrel: binding/association; catalyzed by; complex; input	<-	1	3086.673804666	0.728325255197928
CIAO1	GTF3C5	predicted	-	0.73	3086.67305503745	0.72832523318372
PPP2CA	UPF3B	complex; input	-	1	3086.57932343118	0.728322480542215
NOL11	RPS27L	reaction	-	1	3086.52191820688	0.728320794666147
EXOSC8	NOL11	catalyze	->	1	3085.91882836964	0.728303081234372
RPS26	UPF1	complex; input	-	1	3085.75741405023	0.728298339725682
PPWD1	SRSF2	complex; input	-	1	3085.72315114534	0.728297333228782
PSMD11	TRAF2	catalyze	->	1	3085.70657880265	0.728296846400563
REPS1	VAMP8	complex; input	-	1	3085.63433945158	0.728294724270858
ELAVL1	NCBP1	complex; input	-	1	3085.60337260374	0.72829381456215
PPIH	SNRPD1	complex; input	-	1	3085.33892488988	0.728286045547174
HTT	NCOR1	complex	-	1	3085.29596667893	0.728284783446605
EP300	HNRNPA1	expression regulates	->	1	3084.54928135464	0.728262843226838
AP2B1	STAM	complex; input	-	1	3084.22478442154	0.72825330671923
DHX9	RBM22	complex; input	-	1	3084.2016394458	0.728252626482673
DDX24	RPL4	predicted	-	0.73	3084.05805303029	0.728248406328365
ARHGDIA	RDX	predicted	-	0.78	3083.93671568349	0.728244839944185
NUDC	RPS27	complex; input	-	1	3083.68475269743	0.728237433723268
HSP90AA1	KPNA3	predicted	-	0.66	3083.48706508766	0.728231622453595
CDK1	TUBG1	complex; input	-	1	3083.32661359871	0.728226905511427
RNF2	TUBB4B	predicted	-	0.64	3083.15823873185	0.728221955374374
INTS6	SUPT5H	activated by	<-	1	3083.15191883242	0.728221769567221
NDUFA2	NDUFB5	complex	-	1	3083.06797187012	0.728219301462376
POLR2E	TIAL1	activate; complex; inhibit; input	-	1	3083.05963036705	0.72821905621214
ADSL	HSPA8	predicted	-	0.66	3082.89805739606	0.728214305641311
EIF3C	EIF4A2	complex; input	-	1	3082.59789138125	0.72820547949485
NUDT21	SNRPA	input	-	1	3082.55396165188	0.728204187703486
ARPC5	SCARB2	complex; input	-	1	3082.37486814764	0.728198921114896
CPSF1	DDX39A	complex; input	-	1	3082.26230697976	0.728195610880885
NCBP1	SARNP	complex; input	-	1	3082.16199154342	0.728192660671299
DNM2	HCLS1	PPrel: activated by	<-	1	3082.11028016194	0.728191139836805
NCBP2	RPLP2	complex; input	-	1	3081.92476155473	0.728185683514662
NDUFA2	NDUFC2	complex	-	1	3081.76126767806	0.728180874693673
ERLIN1	UBB	catalyze; complex; input	->	1	3081.70556983475	0.728179236403062
CAB39	PRKAA1	PPrel: activation, phosphorylation; catalyze	->	1	3081.62094468848	0.728176747191077
EIF3F	RPS3	complex; input	-	1	3080.87378109386	0.728154766731363
HNRNPH2	SF3B3	complex; input	-	1	3080.71841496098	0.728150195417592
G3BP1	USP10	predicted	-	0.58	3080.5828465366	0.728146206420395
PSMC5	PSMD7	complex; predicted	-	1	3080.49554167109	0.728143637448576
NCBP1	RBM17	complex; input	-	1	3080.27834063179	0.728137245927036
IKBKB	RBCK1	complex; input	-	1	3080.19093393211	0.728134673704414
GTF2F1	POLR2C	catalyze; catalyzed by; complex; input	<->	1	3079.62453482273	0.728118003823864
CHMP2A	VPS4A	catalyzed by; complex; input; reaction	<-	1	3079.40832078824	0.728111639548136
HNRNPA2B1	HNRNPR	complex; input	-	1	3079.21360699879	0.728105907751251
PRCC	SF3B6	complex; input	-	1	3078.96807862812	0.728098679606999
NR3C1	POU2F1	activated by; inhibit	<-|	1	3078.94664762863	0.728098048669438
DCTN2	PCNT	complex	-	1	3078.90967027333	0.728096960030355
CPSF1	DHX15	complex; input	-	1	3078.89418672207	0.728096504179943
NELFB	POLR2D	complex; input	-	1	3078.5224330757	0.728085558712213
METTL3	POLR2G	catalyze	->	1	3078.32474544556	0.728079737696812
EIF4A3	ZC3H11A	complex; input	-	1	3077.61364877377	0.728058795993145
CHERP	CPSF1	complex; input	-	1	3077.50790232702	0.728055681360892
RPS25	SRP72	complex; input	-	1	3077.46137972549	0.728054311060666
NDUFA3	NDUFA6	complex	-	1	3077.37225212479	0.728051685793395
NUP88	RANGAP1	complex	-	1	3076.99741182467	0.728040643981975
PIK3R1	PIP4K2B	ECrel: compound	-	1	3076.96464684769	0.728039678747823
EIF3B	EIF4A1	complex; input	-	1	3076.58126760308	0.728028383889715
HNRNPR	RBM8A	complex; input	-	1	3076.33574011871	0.728021149586893
EXOC5	RAB10	activated by	<-	1	3076.31277146048	0.728020472801234
PABPC1	STAU1	predicted	-	0.64	3075.45882688455	0.727995307211548
PWP2	RPS14	activated by; complex; input	<-	1	3075.32724584477	0.727991428921206
DIS3	LAS1L	activate	->	1	3075.10104808944	0.727984761459064
RPL38	RPS18	catalyze; catalyzed by; complex; input	<->	1	3075.05081823636	0.727983280804687
TBCE	TUBB4B	complex; input	-	1	3074.98936536784	0.727981469290109
PSMD11	SKP1	catalyze	->	1	3074.97199892602	0.72798095735362
AGO2	EIF4G1	predicted	-	0.64	3074.93916581522	0.727979989475178
DDX23	POLR2D	complex; input	-	1	3074.84447704676	0.727977198112561
RPL26	RPL37	catalyze; catalyzed by; complex; input	<->	1	3074.72211328875	0.727973590782135
CWC15	FIP1L1	complex; input	-	1	3074.60128503617	0.727970028578125
CTNNBL1	HNRNPUL1	complex; input	-	1	3074.57629271961	0.727969291748455
PCBP2	SNW1	complex; input	-	1	3074.57432768049	0.727969233814431
RANBP2	ZC3H15	predicted	-	0.65	3074.40702665428	0.727964301246718
ACTR3	CAPZA1	predicted	-	0.99	3074.36751885444	0.727963136391626
PSMA4	PSMC2	complex; predicted	-	1	3074.23476105057	0.72795922202694
EXOC4	EXOC5	PPrel: binding/association; complex; input	-	1	3074.06586805717	0.72795424197164
KIF5B	RANBP2	predicted	-	0.64	3074.05118868034	0.727953809115962
HNRNPD	PPIL1	complex; input	-	1	3073.78493089559	0.727945957525127
EIF4G1	UPF3B	complex; input	-	1	3073.56112821808	0.727939357353283
COPB1	GBF1	complex; input	-	1	3073.38553927263	0.727934178717683
POU2F1	TAF5	complex; input	-	1	3073.29886529399	0.727931622337487
NCBP2	RPS14	complex; input	-	1	3073.19344486902	0.727928512948565
CAPZA2	COG2	input	-	1	3072.91955906167	0.727920434153081
POLR2E	POLR2G	catalyze; catalyzed by; complex; input; reaction	<->	1	3072.91091464202	0.72792017915736
POLR1C	POLR2B	predicted	-	0.98	3072.5370254156	0.727909149372673
GPKOW	POLR2H	complex; input	-	1	3072.16575746482	0.727898195587799
ISY1	POLR2E	complex; input	-	1	3072.09018608463	0.727895965788972
CWC22	GPKOW	complex; input	-	1	3072.02884283588	0.727894155763116
ARID1A	GTF2B	complex; input	-	1	3071.89083975969	0.727890083640331
EIF4H	RPS8	complex; input	-	1	3071.87756534667	0.727889691936231
EIF3C	RPS3A	complex; input	-	1	3071.62858251867	0.727882344586284
NCBP1	PARN	predicted	-	0.64	3071.49771480448	0.727878482511316
NCBP2	SNW1	complex; input	-	1	3071.25780334628	0.727871401987518
EIF2S1	RPS12	catalyzed by; complex; input	<-	1	3071.17444661659	0.727868941745
SRRM1	SRSF9	complex; input	-	1	3070.86718110981	0.727859872342393
RPS3	YWHAE	predicted	-	0.77	3070.5877242143	0.72785162296466
TRAF2	UBE2N	PPrel: activated, ubiquitination	<-	1	3070.39801491501	0.727846022447166
CSNK1D	TRAPPC10	catalyze	->	1	3070.38519409872	0.727845643943981
KPNA4	NUP93	catalyzed by	<-	1	3070.36137579426	0.72784494076271
EIF4A3	RNPS1	complex; input	-	1	3070.27720515044	0.727842455772174
PSMC1	PSMD5	complex; predicted	-	1	3070.13833182727	0.727838355632106
RFC4	UBB	activated by; catalyze; complex; input	<->	1	3070.12609718753	0.72783799440383
BAX	EP300	expression regulated by	<-	1	3069.80081308964	0.727828389848594
CPSF1	CSTF3	activated by; complex; input	<-	1	3069.67179158034	0.727824579991558
ALYREF	SF3B5	complex; input	-	1	3069.58853025087	0.727822121295081
CAND1	RPS7	predicted	-	0.64	3069.42025415235	0.727817151919671
AP1M1	AP2M1	predicted	-	0.66	3069.36425041262	0.72781549800817
PRKAG1	RRAGA	catalyze	->	1	3069.13576733327	0.72780875009619
ACTR8	COPS4	activate	->	1	3069.09094044504	0.727807426140975
AGO2	YBX1	predicted	-	0.64	3068.76318456416	0.72779774533407
NUP214	SET	complex; input	-	1	3068.62375923885	0.727793626865194
SMC1A	TERF2	complex; input	-	1	3068.49956507196	0.727789958150196
POLDIP3	U2AF2	complex; input	-	1	3068.47374075036	0.727789195277074
SHC1	VAV3	catalyze; catalyzed by; complex; input	<->	1	3068.313452114	0.727784460066488
ACTR3	UBB	complex; input	-	1	3068.1084823198	0.727778404534836
DYNC1H1	RAB18	activated by	<-	1	3067.71490293523	0.72776677567544
LSM3	SF3B1	complex; input	-	1	3067.69521193611	0.727766193837842
LEO1	NELFB	complex; input	-	1	3067.60077638061	0.727763403365985
CTBP1	EP300	activated by; inhibite	<-|	1	3067.3903192582	0.727757184269161
UPF3B	YBX1	complex; input	-	1	3067.38791474028	0.727757113212175
AP2A1	HGS	complex; input	-	1	3067.21804700603	0.727752093233772
HSP90AB1	PLIN3	complex; input	-	1	3067.15572060192	0.727750251276871
GEMIN5	SNRPA1	predicted	-	0.64	3067.14040274507	0.727749798576452
MATR3	SMAP	predicted	-	0.59	3067.01374342042	0.727746055229257
EIF3D	EIF4A1	complex; input	-	1	3066.92688419045	0.727743488062774
IWS1	NELFA	complex; input	-	1	3066.86040766698	0.727741523267909
CDC40	SNRPB	complex; input	-	1	3066.84052466151	0.727740935593117
DYNC1H1	NUP188	input	-	1	3066.74925026182	0.72773823777985
CTNNBL1	SUGP1	complex; input	-	1	3066.16360040958	0.727720925714894
PPM1A	PRKAA1	catalyze	->	1	3065.94564561678	0.727714482031889
DDX46	POLR2L	complex; input	-	1	3065.75008068499	0.727708699899752
CCAR1	LSM3	complex; input	-	1	3065.54521426608	0.727702642361434
PCBP1	SNRNP40	complex; input	-	1	3065.34802434148	0.72769681142114
CSTF2	XAB2	complex; input	-	1	3065.26895817233	0.727694473315442
EIF3G	RPS3	complex; input	-	1	3065.06474471876	0.727688434137012
NUDT21	PQBP1	complex; input	-	1	3064.99234308527	0.727686292916118
ARHGDIA	PRKACB	PPrel: activated by	<-	1	3064.76919388999	0.727679693137431
CENPC	DYNC1H1	complex; input	-	1	3064.50157546517	0.727671777519384
PRPF8	SF3B1	complex; input	-	1	3064.47979460709	0.727671133254722
PIN1	XRCC6	predicted	-	0.64	3064.43554378992	0.727669824328103
CDC27	UBB	catalyze; complex; input	->	1	3064.3385773168	0.727666956021246
DHX36	PHB	predicted	-	0.64	3064.18445716995	0.727662396899198
POLR2D	RNMT	complex; input	-	1	3063.62524088992	0.727645852455653
NUP153	SRSF9	activate; input	->	1	3063.21087099818	0.727633591352221
CDC42	PPP1CC	complex; input; reaction	-	1	3063.09380961208	0.727630127234061
CDC5L	UPF3B	complex; input	-	1	3062.93950088289	0.727625560678272
RPL37A	RPS5	catalyze; catalyzed by; complex; input	<->	1	3062.71565567279	0.727618935876494
SRSF1	SRSF3	complex; input	-	1	3062.63129093352	0.727616438937665
EXOSC4	WDR18	catalyze	->	1	3062.43656647636	0.727610675425363
