source	target	Annotation	Direction	Score
H2AFX	KAT5	complex; input	-	1
H2AFX	MCM2	predicted	-	1
H2AFX	NBN	activated by; complex; input	<-	1
H2AFX	PARP1	predicted	-	0.99
H2AFX	PRKDC	predicted	-	0.64
H2AFX	RPA1	complex; input	-	1
H2AFX	RPA3	complex; input	-	1
H2AFX	SLC25A6	predicted	-	0.64
H2AFX	SSRP1	predicted	-	0.58
H2AFX	SUPT16H	predicted	-	0.73
H2AFX	TDP1	predicted	-	0.64
H2AFX	TERF2	predicted	-	0.64
H2AFX	TOP3A	input	-	1
H2AFY	HDAC6	PPrel: binding/association	-	1
H2AFY	SUZ12	predicted	-	0.64
HAUS5	HSP90AA1	complex	-	1
HAUS5	NME7	complex; input	-	1
HAUS5	TUBA4A	complex	-	1
HAX1	HSPA9	predicted	-	0.64
HCK	ITGAM	complex; input	-	1
HCK	ITGB2	complex; input	-	1
HCK	PTPRC	PPrel: activated by, dephosphorylation	<-	1
HCK	WAS	predicted	-	0.54
HDAC6	HSP90AA1	complex; input	-	1
HDAC6	NR3C1	complex; input	-	1
HDAC6	RUNX2	complex; input	-	1
HDAC6	TARDBP	predicted	-	0.64
HEATR1	IMP3	activate; complex; input	->	1
HEATR1	MPHOSPH10	activate; complex; input	->	1
HEATR1	NCL	reaction	-	1
HEATR1	NOL11	complex; input	-	1
HEATR1	NOL6	activate; complex; input	->	1
HEATR1	NOP14	activate; complex; input	->	1
HEATR1	PDCD11	activate; complex; input	->	1
HEATR1	RCL1	activate; complex; input	->	1
HEATR1	RPS27	reaction	-	1
HEATR1	RRP7A	activate; complex; input	->	1
HEATR1	RRP9	activate; complex; input	->	1
HEATR1	TBL3	activate; complex; input	->	1
HEATR1	UTP15	complex; input	-	1
HEATR1	WDR3	activate; complex; input	->	1
HEATR1	WDR36	activate; complex; input	->	1
HEATR1	WDR46	activate; complex; input	->	1
HEATR1	WDR75	complex; input	-	1
HIRA	HIRIP3	predicted	-	0.77
HIRA	HMGA1	complex; input	-	1
HIRA	NFU1	predicted	-	0.77
HMG20A	HMG20B	predicted	-	1
HMG20A	KDM1A	predicted	-	0.64
HMG20A	RCOR1	predicted	-	0.64
HMG20A	RNF2	predicted	-	0.54
HMG20B	KDM1A	complex	-	1
HMG20B	RCOR1	complex; input	-	1
HMGA1	NDC1	complex; input	-	1
HMGA1	NUP188	complex; input	-	1
HMGA1	NUP214	complex; input	-	1
HMGA1	NUP43	complex; input	-	1
HMGA1	NUP85	complex; input	-	1
HMGA1	PARP1	predicted	-	0.64
HMGA1	RAE1	complex; input	-	1
HMGA1	RCC1	predicted	-	0.58
HMGB3	TERF2IP	predicted	-	0.64
HNRNPD	HNRNPH1	complex; input	-	1
HNRNPD	HNRNPL	complex; input	-	1
HNRNPD	HNRNPM	complex; input	-	1
HNRNPD	HNRNPU	complex; input	-	1
HNRNPD	NUDT21	complex; input	-	1
HNRNPD	POLR2G	complex; input	-	1
HNRNPD	PPWD1	complex; input	-	1
HNRNPD	PQBP1	complex; input	-	1
HNRNPD	PRCC	complex; input	-	1
HNRNPD	PRPF4	complex; input	-	1
HNRNPD	PSMB1	catalyzed by	<-	1
HNRNPD	PSMC5	catalyzed by	<-	1
HNRNPD	SART1	complex; input	-	1
HNRNPD	SFPQ	predicted	-	0.98
HNRNPD	SMNDC1	complex; input	-	1
HNRNPD	SNRNP40	complex; input	-	1
HNRNPD	SNRPE	complex; input	-	1
HNRNPD	SNW1	complex; input	-	1
HNRNPD	SRSF1	complex; input	-	1
HNRNPD	SRSF11	complex; input	-	1
HNRNPD	SRSF3	complex; input	-	1
HNRNPD	SRSF4	complex; input	-	1
HNRNPD	SRSF6	complex; input	-	1
HNRNPD	SUGP1	complex; input	-	1
HNRNPD	SYF2	complex; input	-	1
HNRNPD	U2SURP	complex; input	-	1
HNRNPD	UPF3B	complex; input	-	1
HNRNPDL	HNRNPH3	predicted	-	0.59
HNRNPDL	SFPQ	predicted	-	0.97
HNRNPDL	SRSF11	predicted	-	0.97
HNRNPDL	SYNCRIP	predicted	-	0.59
HNRNPDL	TCERG1	predicted	-	0.59
HNRNPDL	U2SURP	predicted	-	0.97
HNRNPH1	HNRNPH3	predicted	-	0.98
HNRNPH1	HNRNPL	complex; input	-	1
HNRNPH1	HNRNPM	complex; input	-	1
HNRNPH1	HNRNPU	complex; input	-	1
HNRNPH1	NUDT21	complex; input	-	1
HNRNPH1	POLR2G	activated by; complex; inhibited by; input	-	1
HNRNPH1	PPWD1	complex; input	-	1
HNRNPH1	PQBP1	complex; input	-	1
HNRNPH1	PRCC	complex; input	-	1
HNRNPH1	PRPF4	complex; input	-	1
HNRNPH1	SART1	complex; input	-	1
HNRNPH1	SFPQ	predicted	-	0.92
HNRNPH1	SMNDC1	complex; input	-	1
HNRNPH1	SNRNP40	complex; input	-	1
HNRNPH1	SNRPE	complex; input	-	1
HNRNPH1	SNW1	complex; input	-	1
HNRNPH1	SRSF1	complex; input	-	1
HNRNPH1	SRSF11	complex; input	-	1
HNRNPH1	SRSF3	complex; input	-	1
HNRNPH1	SRSF4	complex; input	-	1
HNRNPH1	SRSF6	complex; input	-	1
HNRNPH1	SUGP1	complex; input	-	1
HNRNPH1	SYF2	complex; input	-	1
HNRNPH1	TARDBP	predicted	-	0.59
HNRNPH1	TIAL1	complex; input	-	1
HNRNPH1	U2SURP	complex; input	-	1
HNRNPH1	UPF3B	complex; input	-	1
HNRNPH3	HNRNPU	predicted	-	0.64
HNRNPH3	PCNP	predicted	-	0.59
HNRNPH3	RBM4	predicted	-	0.64
HNRNPH3	SRSF11	predicted	-	0.98
HNRNPH3	TCERG1	predicted	-	0.59
HNRNPH3	U2SURP	predicted	-	0.59
HNRNPH3	ZNF638	predicted	-	0.65
HNRNPL	HNRNPLL	predicted	-	0.98
HNRNPL	HNRNPM	complex; input	-	1
HNRNPL	HNRNPU	complex; input	-	1
HNRNPL	NUDT21	complex; input	-	1
HNRNPL	POLR2G	complex; input	-	1
HNRNPL	PPWD1	complex; input	-	1
HNRNPL	PQBP1	complex; input	-	1
HNRNPL	PRCC	complex; input	-	1
HNRNPL	PRPF4	complex; input	-	1
HNRNPL	SART1	complex; input	-	1
HNRNPL	SMNDC1	complex; input	-	1
HNRNPL	SNRNP40	complex; input	-	1
HNRNPL	SNRPE	complex; input	-	1
HNRNPL	SNW1	complex; input	-	1
HNRNPL	SRSF1	complex; input	-	1
HNRNPL	SRSF11	complex; input	-	1
HNRNPL	SRSF3	complex; input	-	1
HNRNPL	SRSF4	complex; input	-	1
HNRNPL	SRSF6	complex; input	-	1
HNRNPL	SUGP1	complex; input	-	1
HNRNPL	SYF2	complex; input	-	1
HNRNPL	U2SURP	complex; input	-	1
HNRNPL	UPF3B	complex; input	-	1
HNRNPM	HNRNPU	complex; input	-	1
HNRNPM	NUDT21	complex; input	-	1
HNRNPM	POLR2G	activated by; complex; inhibited by; input	-	1
HNRNPM	PPWD1	complex; input	-	1
HNRNPM	PQBP1	complex; input	-	1
HNRNPM	PRCC	complex; input	-	1
HNRNPM	PRPF4	complex; input	-	1
HNRNPM	RBM4	predicted	-	0.97
HNRNPM	SART1	complex; input	-	1
HNRNPM	SFPQ	predicted	-	1
HNRNPM	SMNDC1	complex; input	-	1
HNRNPM	SNRNP40	complex; input	-	1
HNRNPM	SNRPE	complex; input	-	1
HNRNPM	SNW1	complex; input	-	1
HNRNPM	SRSF1	complex; input	-	1
HNRNPM	SRSF11	complex; input	-	1
HNRNPM	SRSF3	complex; input	-	1
HNRNPM	SRSF4	complex; input	-	1
HNRNPM	SRSF6	complex; input	-	1
HNRNPM	SUGP1	complex; input	-	1
HNRNPM	SYF2	complex; input	-	1
HNRNPM	TIAL1	complex; input	-	1
HNRNPM	U2SURP	complex; input	-	1
HNRNPM	UPF3B	complex; input	-	1
HNRNPU	NR3C1	predicted	-	0.64
HNRNPU	NUDT21	complex; input	-	1
HNRNPU	POLR2G	complex; input	-	1
HNRNPU	PPWD1	complex; input	-	1
HNRNPU	PQBP1	complex; input	-	1
HNRNPU	PRCC	complex; input	-	1
HNRNPU	PRPF4	complex; input	-	1
HNRNPU	SART1	complex; input	-	1
HNRNPU	SMNDC1	complex; input	-	1
HNRNPU	SNRNP40	complex; input	-	1
HNRNPU	SNRPE	complex; input	-	1
HNRNPU	SNW1	complex; input	-	1
HNRNPU	SRSF1	complex; input	-	1
HNRNPU	SRSF11	complex; input	-	1
HNRNPU	SRSF3	complex; input	-	1
HNRNPU	SRSF4	complex; input	-	1
HNRNPU	SRSF6	complex; input	-	1
HNRNPU	SUGP1	complex; input	-	1
HNRNPU	SYF2	complex; input	-	1
HNRNPU	SYNCRIP	predicted	-	0.98
HNRNPU	U2SURP	complex; input	-	1
HNRNPU	UPF3B	complex; input	-	1
HOOK3	VPS41	predicted	-	0.64
HSCB	HSPA9	predicted	-	0.64
HSCB	ISCA2	activate	->	1
HSP90AA1	NCL	complex; input	-	1
HSP90AA1	NME7	complex; input	-	1
HSP90AA1	NR3C1	complex; input	-	1
HSP90AA1	NUDCD2	predicted	-	0.98
HSP90AA1	PSMC5	predicted	-	0.66
HSP90AA1	SUGT1	PPrel: binding/association	-	1
HSP90AA1	TMEM30A	predicted	-	0.66
HSP90AA1	TRAP1	predicted	-	1
HSP90AA1	TUBA4A	complex	-	1
HSP90AA1	TUFM	predicted	-	0.66
HSPA9	MCM2	predicted	-	0.73
HSPA9	MTX1	complex; input	-	1
HSPA9	NFU1	predicted	-	0.99
HSPA9	PFAS	predicted	-	0.73
HSPA9	PMPCA	catalyzed by	<-	1
HSPA9	PMPCB	catalyzed by	<-	1
HSPA9	SDHA	predicted	-	0.73
HSPA9	TIMM44	complex	-	1
HSPA9	TIMM50	complex	-	1
HTT	RHOG	activated by; catalyze	<->	1
HTT	SH3GLB1	predicted	-	0.54
HUWE1	NUDT21	predicted	-	0.64
HUWE1	POLB	predicted	-	0.64
HUWE1	RBCK1	catalyze; catalyzed by; input	<->	1
HUWE1	RPL18	predicted	-	0.73
HUWE1	RPL23	predicted	-	0.73
IDH2	TRAP1	predicted	-	0.73
IMP3	MPHOSPH10	complex	-	1
IMP3	NCL	activated by	<-	1
IMP3	NOL11	activated by; complex; input	<-	1
IMP3	NOL6	activated by; complex; input	<-	1
IMP3	NOP14	complex	-	1
IMP3	PDCD11	complex	-	1
IMP3	RCL1	complex	-	1
IMP3	RPS27	activated by	<-	1
IMP3	RRP7A	activated by; complex; input	<-	1
IMP3	RRP9	complex	-	1
IMP3	TBL3	complex	-	1
IMP3	UTP15	activated by; complex; input	<-	1
IMP3	WDR3	complex	-	1
IMP3	WDR36	complex	-	1
IMP3	WDR46	complex	-	1
IMP3	WDR75	activated by; complex; input	<-	1
INTS1	INTS10	complex	-	1
INTS1	INTS4	complex	-	1
INTS1	PHAX	complex; input	-	1
INTS1	POLR2G	catalyzed by; complex; input	<-	1
INTS1	SUPT5H	activated by	<-	1
INTS10	INTS4	complex	-	1
INTS10	PHAX	complex; input	-	1
INTS10	POLR2G	catalyzed by; complex; input	<-	1
INTS10	SUPT5H	activated by	<-	1
INTS4	PHAX	complex; input	-	1
INTS4	POLR2G	catalyzed by; complex; input	<-	1
INTS4	SUPT5H	activated by	<-	1
IQGAP1	MAP2K1	activate; reaction	->	1
IQGAP1	RCC2	predicted	-	0.64
IQGAP1	RPA3	predicted	-	0.64
IQGAP1	SYNCRIP	predicted	-	0.65
ITGAM	ITGB1	complex	-	1
ITGAM	ITGB2	complex	-	1
ITGAM	MMP9	complex; input	-	1
ITGB1	NOLC1	input	-	1
ITGB1	PRKCB	PPrel: binding/association	-	1
ITGB2	MMP9	complex; input	-	1
ITGB2	NCF1	predicted	-	0.98
ITGB2	PRKCB	predicted	-	1
ITGB2	WAS	predicted	-	1
IWS1	LEO1	complex; input	-	1
IWS1	PAF1	complex; input	-	1
IWS1	POLR2G	complex; input	-	1
IWS1	SSRP1	complex; input	-	1
IWS1	SUPT16H	complex; input	-	1
IWS1	SUPT5H	complex; input	-	1
IWS1	SUPT6H	complex; input	-	1
KAT5	NBN	complex; input	-	1
KAT5	PRMT1	complex; input	-	1
KAT5	RFC2	complex; input	-	1
KAT5	RFC4	complex; input	-	1
KAT5	RPA1	complex; input	-	1
KAT5	RPA3	complex; input	-	1
KAT5	TAF15	predicted	-	0.64
KAT5	TOP3A	catalyzed by; complex; input	<-	1
KAT8	KMT2A	predicted	-	0.64
KAT8	PAF1	predicted	-	0.64
KAT8	PRKDC	predicted	-	0.64
KAT8	RUNX2	predicted	-	0.64
KDM1A	MTF2	predicted	-	0.64
KDM1A	PKN1	complex; input	-	1
KDM1A	PRKCB	predicted	-	0.64
KDM1A	RCOR1	complex; input	-	1
KDM1A	RNF2	predicted	-	0.54
KDM1A	SFPQ	predicted	-	0.64
KDM1A	SRSF3	predicted	-	0.58
KHSRP	PARN	complex; input	-	1
KHSRP	SUZ12	predicted	-	0.98
KHSRP	TARDBP	predicted	-	0.98
KMT2A	NR3C1	predicted	-	0.98
KMT2A	PAF1	predicted	-	0.64
KMT2A	PRMT1	complex; input	-	1
LEO1	PAF1	complex; predicted	-	1
LEO1	POLR2G	complex; input	-	1
LEO1	SSRP1	complex; input	-	1
LEO1	SUPT16H	complex; input	-	1
LEO1	SUPT5H	complex; input	-	1
LEO1	SUPT6H	complex; input	-	1
LYAR	NOP2	predicted	-	0.58
LYAR	PWP1	predicted	-	0.58
LYAR	TMA16	predicted	-	0.58
MAFG	PARP1	predicted	-	0.64
MAK16	NOC3L	predicted	-	1
MAK16	NOP2	predicted	-	0.64
MAK16	RPL7	predicted	-	0.66
MAK16	RPL7A	predicted	-	0.64
MAK16	RPL7L1	predicted	-	0.66
MAK16	WDR12	predicted	-	0.56
MAK16	WDR74	predicted	-	1
MAP2K1	PSMC5	predicted	-	0.56
MAP2K1	PTPRJ	predicted	-	0.98
MAP2K1	TAB1	PPrel: activated, indirect effect	<-	1
MCM2	MCM3	complex; predicted	-	1
MCM2	MCM4	complex; predicted	-	1
MCM2	PRKDC	predicted	-	0.58
MCM2	RFC2	activated by	<-	1
MCM2	RFC4	activated by	<-	1
MCM2	RPA1	activated by; complex; input; predicted	<-	1
MCM2	RPA3	complex; input	-	1
MCM2	RPL7	predicted	-	0.84
MCM2	S100A8	predicted	-	0.64
MCM2	S100A9	predicted	-	0.64
MCM2	SLC25A5	predicted	-	0.58
MCM2	SLC25A6	predicted	-	0.64
MCM2	SRSF3	predicted	-	0.58
MCM2	SSRP1	predicted	-	0.58
MCM3	MCM4	complex; predicted	-	1
MCM3	RFC4	predicted	-	0.98
MCM3	RPA1	complex; input; predicted	-	1
MCM3	RPA3	complex; input	-	1
MCM3	SSRP1	predicted	-	0.58
MCM3	SUPT16H	predicted	-	0.73
MCM4	RPA1	complex; input; predicted	-	1
MCM4	RPA3	complex; input	-	1
MCM4	SSRP1	predicted	-	0.98
MCM4	SUPT16H	predicted	-	1
MED12	WBP2	predicted	-	0.64
METTL3	POLR2G	catalyze	->	1
MIS12	NUP43	complex; input	-	1
MIS12	NUP85	complex; input	-	1
MIS12	RCC2	complex; input	-	1
MIS12	RPS27	complex; input	-	1
MMP8	MMP9	predicted	-	0.92
MMP9	NCF1	ECrel: activated	<-	1
MMP9	NCF2	ECrel: activated	<-	1
MPG	RPA1	predicted	-	0.64
MPG	RPA3	predicted	-	0.64
MPHOSPH10	NCL	activated by	<-	1
MPHOSPH10	NOL11	activated by; complex; input	<-	1
MPHOSPH10	NOL6	activated by; complex; input	<-	1
MPHOSPH10	NOP14	complex	-	1
MPHOSPH10	PDCD11	complex	-	1
MPHOSPH10	RCL1	complex	-	1
MPHOSPH10	RPS27	activated by	<-	1
MPHOSPH10	RRP7A	activated by; complex; input	<-	1
MPHOSPH10	RRP9	complex	-	1
MPHOSPH10	TBL3	complex	-	1
MPHOSPH10	UTP15	activated by; complex; input	<-	1
MPHOSPH10	WDR3	complex	-	1
MPHOSPH10	WDR36	complex	-	1
MPHOSPH10	WDR46	complex	-	1
MPHOSPH10	WDR75	activated by; complex; input	<-	1
MRPL1	MRPL13	complex	-	1
MRPL1	MRPL14	complex	-	1
MRPL1	MRPL16	complex	-	1
MRPL1	MRPL17	complex	-	1
MRPL1	MRPL18	complex	-	1
MRPL1	MRPL19	complex	-	1
MRPL1	MRPL2	complex	-	1
MRPL1	MRPL23	complex	-	1
MRPL1	MRPL27	complex	-	1
MRPL1	MRPL30	complex	-	1
MRPL1	MRPL33	complex	-	1
MRPL1	MRPL34	complex	-	1
MRPL1	MRPL37	complex	-	1
MRPL1	MRPL38	complex	-	1
MRPL1	MRPL39	complex	-	1
MRPL1	MRPL40	complex	-	1
MRPL1	MRPL42	complex	-	1
MRPL1	MRPL43	complex	-	1
MRPL1	MRPL45	complex	-	1
MRPL1	MRPL46	complex	-	1
MRPL1	MRPL53	complex	-	1
MRPL1	MRPL55	complex	-	1
MRPL1	MRPL57	complex	-	1
MRPL1	MRPS10	catalyzed by; complex; input	<-	1
MRPL1	MRPS14	catalyzed by; complex; input	<-	1
MRPL1	MRPS16	catalyzed by; complex; input	<-	1
MRPL1	MRPS18B	catalyzed by; complex; input	<-	1
MRPL1	MRPS2	catalyzed by; complex; input	<-	1
MRPL1	MRPS22	catalyzed by; complex; input	<-	1
MRPL1	MRPS23	catalyzed by; complex; input	<-	1
MRPL1	MRPS24	catalyzed by; complex; input	<-	1
MRPL1	MRPS26	catalyzed by; complex; input	<-	1
MRPL1	MRPS27	catalyzed by; complex; input	<-	1
MRPL1	MRPS28	catalyzed by; complex; input	<-	1
MRPL1	MRPS31	catalyzed by; complex; input	<-	1
MRPL1	MRPS34	catalyzed by; complex; input	<-	1
MRPL1	MRPS35	catalyzed by; complex; input	<-	1
MRPL1	MRPS5	catalyzed by; complex; input	<-	1
MRPL1	MRPS6	catalyzed by; complex; input	<-	1
MRPL1	MRPS7	catalyzed by; complex; input	<-	1
MRPL1	MRPS9	catalyzed by; complex; input	<-	1
MRPL1	MTIF2	catalyzed by; input	<-	1
MRPL1	PTCD3	catalyzed by; complex; input	<-	1
MRPL1	TUFM	complex; input	-	1
MRPL13	MRPL14	complex	-	1
MRPL13	MRPL16	complex	-	1
MRPL13	MRPL17	complex	-	1
MRPL13	MRPL18	complex	-	1
MRPL13	MRPL19	complex	-	1
MRPL13	MRPL2	complex	-	1
MRPL13	MRPL23	complex	-	1
MRPL13	MRPL27	complex	-	1
MRPL13	MRPL30	complex	-	1
MRPL13	MRPL33	complex	-	1
MRPL13	MRPL34	complex	-	1
MRPL13	MRPL37	complex	-	1
MRPL13	MRPL38	complex	-	1
MRPL13	MRPL39	complex	-	1
MRPL13	MRPL40	complex	-	1
MRPL13	MRPL42	complex	-	1
MRPL13	MRPL43	complex	-	1
MRPL13	MRPL45	complex	-	1
MRPL13	MRPL46	complex	-	1
MRPL13	MRPL53	complex	-	1
MRPL13	MRPL55	complex	-	1
MRPL13	MRPL57	complex	-	1
MRPL13	MRPS10	catalyzed by; complex; input	<-	1
MRPL13	MRPS14	catalyzed by; complex; input	<-	1
MRPL13	MRPS16	catalyzed by; complex; input	<-	1
MRPL13	MRPS18B	catalyzed by; complex; input	<-	1
MRPL13	MRPS2	catalyzed by; complex; input	<-	1
MRPL13	MRPS22	catalyzed by; complex; input	<-	1
MRPL13	MRPS23	catalyzed by; complex; input	<-	1
MRPL13	MRPS24	catalyzed by; complex; input	<-	1
MRPL13	MRPS26	catalyzed by; complex; input	<-	1
MRPL13	MRPS27	catalyzed by; complex; input	<-	1
MRPL13	MRPS28	catalyzed by; complex; input	<-	1
MRPL13	MRPS31	catalyzed by; complex; input	<-	1
MRPL13	MRPS34	catalyzed by; complex; input	<-	1
MRPL13	MRPS35	catalyzed by; complex; input	<-	1
MRPL13	MRPS5	catalyzed by; complex; input	<-	1
MRPL13	MRPS6	catalyzed by; complex; input	<-	1
MRPL13	MRPS7	catalyzed by; complex; input	<-	1
MRPL13	MRPS9	catalyzed by; complex; input	<-	1
MRPL13	MTIF2	catalyzed by; input	<-	1
MRPL13	PTCD3	catalyzed by; complex; input	<-	1
MRPL13	RPL18	predicted	-	0.64
MRPL13	RPL7	predicted	-	0.98
MRPL13	TUFM	complex; input	-	1
MRPL14	MRPL16	complex	-	1
MRPL14	MRPL17	complex	-	1
MRPL14	MRPL18	complex	-	1
MRPL14	MRPL19	complex	-	1
MRPL14	MRPL2	complex	-	1
MRPL14	MRPL23	complex	-	1
MRPL14	MRPL27	complex	-	1
MRPL14	MRPL30	complex	-	1
MRPL14	MRPL33	complex	-	1
MRPL14	MRPL34	complex	-	1
MRPL14	MRPL37	complex	-	1
MRPL14	MRPL38	complex	-	1
MRPL14	MRPL39	complex	-	1
MRPL14	MRPL40	complex	-	1
MRPL14	MRPL42	complex	-	1
MRPL14	MRPL43	complex	-	1
MRPL14	MRPL45	complex	-	1
MRPL14	MRPL46	complex	-	1
MRPL14	MRPL53	complex	-	1
MRPL14	MRPL55	complex	-	1
MRPL14	MRPL57	complex	-	1
MRPL14	MRPS10	catalyzed by; complex; input	<-	1
MRPL14	MRPS14	catalyzed by; complex; input	<-	1
MRPL14	MRPS16	catalyzed by; complex; input	<-	1
MRPL14	MRPS18B	catalyzed by; complex; input	<-	1
MRPL14	MRPS2	catalyzed by; complex; input	<-	1
MRPL14	MRPS22	catalyzed by; complex; input	<-	1
MRPL14	MRPS23	catalyzed by; complex; input	<-	1
MRPL14	MRPS24	catalyzed by; complex; input	<-	1
MRPL14	MRPS26	catalyzed by; complex; input	<-	1
MRPL14	MRPS27	catalyzed by; complex; input	<-	1
MRPL14	MRPS28	catalyzed by; complex; input	<-	1
MRPL14	MRPS31	catalyzed by; complex; input	<-	1
MRPL14	MRPS34	catalyzed by; complex; input	<-	1
MRPL14	MRPS35	catalyzed by; complex; input	<-	1
MRPL14	MRPS5	catalyzed by; complex; input	<-	1
MRPL14	MRPS6	catalyzed by; complex; input	<-	1
MRPL14	MRPS7	catalyzed by; complex; input	<-	1
MRPL14	MRPS9	catalyzed by; complex; input	<-	1
MRPL14	MTIF2	catalyzed by; input	<-	1
MRPL14	PTCD3	catalyzed by; complex; input	<-	1
MRPL14	TUFM	complex; input	-	1
MRPL16	MRPL17	complex	-	1
MRPL16	MRPL18	complex	-	1
MRPL16	MRPL19	complex	-	1
MRPL16	MRPL2	complex	-	1
MRPL16	MRPL23	complex	-	1
MRPL16	MRPL27	complex	-	1
MRPL16	MRPL30	complex	-	1
MRPL16	MRPL33	complex	-	1
MRPL16	MRPL34	complex	-	1
MRPL16	MRPL37	complex	-	1
MRPL16	MRPL38	complex	-	1
MRPL16	MRPL39	complex	-	1
MRPL16	MRPL40	complex	-	1
MRPL16	MRPL42	complex	-	1
MRPL16	MRPL43	complex	-	1
MRPL16	MRPL45	complex	-	1
MRPL16	MRPL46	complex	-	1
MRPL16	MRPL53	complex	-	1
MRPL16	MRPL55	complex	-	1
MRPL16	MRPL57	complex	-	1
MRPL16	MRPS10	catalyzed by; complex; input	<-	1
MRPL16	MRPS14	catalyzed by; complex; input	<-	1
MRPL16	MRPS16	catalyzed by; complex; input	<-	1
MRPL16	MRPS18B	catalyzed by; complex; input	<-	1
MRPL16	MRPS2	catalyzed by; complex; input	<-	1
MRPL16	MRPS22	catalyzed by; complex; input	<-	1
MRPL16	MRPS23	catalyzed by; complex; input	<-	1
MRPL16	MRPS24	catalyzed by; complex; input	<-	1
MRPL16	MRPS26	catalyzed by; complex; input	<-	1
MRPL16	MRPS27	catalyzed by; complex; input	<-	1
MRPL16	MRPS28	catalyzed by; complex; input	<-	1
MRPL16	MRPS31	catalyzed by; complex; input	<-	1
MRPL16	MRPS34	catalyzed by; complex; input	<-	1
MRPL16	MRPS35	catalyzed by; complex; input	<-	1
MRPL16	MRPS5	catalyzed by; complex; input	<-	1
MRPL16	MRPS6	catalyzed by; complex; input	<-	1
MRPL16	MRPS7	catalyzed by; complex; input	<-	1
MRPL16	MRPS9	catalyzed by; complex; input	<-	1
MRPL16	MTIF2	catalyzed by; input	<-	1
MRPL16	PTCD3	catalyzed by; complex; input	<-	1
MRPL16	TUFM	complex; input	-	1
MRPL17	MRPL18	complex	-	1
MRPL17	MRPL19	complex	-	1
MRPL17	MRPL2	complex	-	1
MRPL17	MRPL23	complex	-	1
MRPL17	MRPL27	complex	-	1
MRPL17	MRPL30	complex	-	1
MRPL17	MRPL33	complex	-	1
MRPL17	MRPL34	complex	-	1
MRPL17	MRPL37	complex	-	1
MRPL17	MRPL38	complex	-	1
MRPL17	MRPL39	complex	-	1
MRPL17	MRPL40	complex	-	1
MRPL17	MRPL42	complex	-	1
MRPL17	MRPL43	complex	-	1
MRPL17	MRPL45	complex	-	1
MRPL17	MRPL46	complex	-	1
MRPL17	MRPL53	complex	-	1
MRPL17	MRPL55	complex	-	1
MRPL17	MRPL57	complex	-	1
MRPL17	MRPS10	catalyzed by; complex; input	<-	1
MRPL17	MRPS14	catalyzed by; complex; input	<-	1
MRPL17	MRPS16	catalyzed by; complex; input	<-	1
MRPL17	MRPS18B	catalyzed by; complex; input	<-	1
MRPL17	MRPS2	catalyzed by; complex; input	<-	1
MRPL17	MRPS22	catalyzed by; complex; input	<-	1
MRPL17	MRPS23	catalyzed by; complex; input	<-	1
MRPL17	MRPS24	catalyzed by; complex; input	<-	1
MRPL17	MRPS26	catalyzed by; complex; input	<-	1
MRPL17	MRPS27	catalyzed by; complex; input	<-	1
MRPL17	MRPS28	catalyzed by; complex; input	<-	1
MRPL17	MRPS31	catalyzed by; complex; input	<-	1
MRPL17	MRPS34	catalyzed by; complex; input	<-	1
MRPL17	MRPS35	catalyzed by; complex; input	<-	1
MRPL17	MRPS5	catalyzed by; complex; input	<-	1
MRPL17	MRPS6	catalyzed by; complex; input	<-	1
MRPL17	MRPS7	catalyzed by; complex; input	<-	1
MRPL17	MRPS9	catalyzed by; complex; input	<-	1
MRPL17	MTIF2	catalyzed by; input	<-	1
MRPL17	PTCD3	catalyzed by; complex; input	<-	1
MRPL17	TUFM	complex; input	-	1
MRPL18	MRPL19	complex	-	1
MRPL18	MRPL2	complex	-	1
MRPL18	MRPL23	complex	-	1
MRPL18	MRPL27	complex	-	1
MRPL18	MRPL30	complex	-	1
MRPL18	MRPL33	complex	-	1
MRPL18	MRPL34	complex	-	1
MRPL18	MRPL37	complex	-	1
MRPL18	MRPL38	complex	-	1
MRPL18	MRPL39	complex	-	1
MRPL18	MRPL40	complex	-	1
MRPL18	MRPL42	complex	-	1
MRPL18	MRPL43	complex	-	1
MRPL18	MRPL45	complex	-	1
MRPL18	MRPL46	complex	-	1
MRPL18	MRPL53	complex	-	1
MRPL18	MRPL55	complex	-	1
MRPL18	MRPL57	complex	-	1
MRPL18	MRPS10	catalyzed by; complex; input	<-	1
MRPL18	MRPS14	catalyzed by; complex; input	<-	1
MRPL18	MRPS16	catalyzed by; complex; input	<-	1
MRPL18	MRPS18B	catalyzed by; complex; input	<-	1
MRPL18	MRPS2	catalyzed by; complex; input	<-	1
MRPL18	MRPS22	catalyzed by; complex; input	<-	1
MRPL18	MRPS23	catalyzed by; complex; input	<-	1
MRPL18	MRPS24	catalyzed by; complex; input	<-	1
MRPL18	MRPS26	catalyzed by; complex; input	<-	1
MRPL18	MRPS27	catalyzed by; complex; input	<-	1
MRPL18	MRPS28	catalyzed by; complex; input	<-	1
MRPL18	MRPS31	catalyzed by; complex; input	<-	1
MRPL18	MRPS34	catalyzed by; complex; input	<-	1
MRPL18	MRPS35	catalyzed by; complex; input	<-	1
MRPL18	MRPS5	catalyzed by; complex; input	<-	1
MRPL18	MRPS6	catalyzed by; complex; input	<-	1
MRPL18	MRPS7	catalyzed by; complex; input	<-	1
MRPL18	MRPS9	catalyzed by; complex; input	<-	1
