source	target	Annotation	Direction	Score
GINS2	GINS3	complex; input; predicted	-	1
GINS2	MCM2	complex; input; predicted	-	1
GINS3	GINS4	complex; input; predicted	-	1
GINS3	HCC5	predicted	-	0.66
GINS3	MCM2	complex; input; predicted	-	1
GINS3	MCM3	complex; input; predicted	-	1
GINS3	MCM4	complex; input; predicted	-	1
GINS3	MCM5	complex; input; predicted	-	1
GINS3	MCM6	complex; input; predicted	-	1
GINS3	MCM7	complex; input; predicted	-	1
GINS3	MCM8	predicted	-	0.66
GINS3	MCM9	predicted	-	0.66
GINS3	MCMDC2	predicted	-	0.66
GINS4	MCM2	complex; input; predicted	-	1
GIP	GNG2	complex	-	1
GIPR	GNG2	complex	-	1
GJB2	SLC35E1	predicted	-	0.64
GLE1	MAGOH	activate	->	1
GLE1	MAGOHB	activate	->	1
GLE1	NCBP1	activate	->	1
GLE1	NCBP2	activate	->	1
GLE1	NDC1	reaction	-	1
GLE1	NUP107	reaction	-	1
GLE1	NUP133	reaction	-	1
GLE1	NUP153	reaction	-	1
GLE1	NUP155	reaction	-	1
GLE1	NUP160	reaction	-	1
GLE1	NUP188	reaction	-	1
GLE1	NUP205	reaction	-	1
GLE1	NUP210	reaction	-	1
GLE1	NUP214	reaction	-	1
GLE1	NUP35	reaction	-	1
GLE1	NUP37	reaction	-	1
GLE1	NUP42	reaction	-	1
GLE1	NUP43	reaction	-	1
GLE1	NUP50	reaction	-	1
GLE1	NUP54	reaction	-	1
GLE1	NUP58	reaction	-	1
GLE1	NUP62	reaction	-	1
GLE1	NUP85	reaction	-	1
GLE1	NUP88	reaction	-	1
GLE1	NUP93	reaction	-	1
GLE1	NUP98	reaction	-	1
GLE1	NXF1	activate	->	1
GLE1	NXF2	activate	->	1
GLE1	NXT1	activate	->	1
GLE1	POLDIP3	activate	->	1
GLE1	POM121	reaction	-	1
GLE1	POM121C	reaction	-	1
GLE1	RAE1	reaction	-	1
GLE1	RANBP2	reaction	-	1
GLE1	RBM8A	activate	->	1
GLE1	RNPS1	activate	->	1
GLE1	SEC13	reaction	-	1
GLE1	SEH1L	reaction	-	1
GLE1	SRRM1	activate	->	1
GLE1	TPR	reaction	-	1
GLE1	UPF3B	activate	->	1
GLI2	MAP2K1	activated by	<-	1
GLI2	RUNX2	complex; input	-	1
GLI3	RUNX2	complex; input	-	1
GLP1R	GNG2	complex	-	1
GLP2R	GNG2	complex	-	1
GLTSCR2	RICTOR	predicted	-	0.66
GMFG	ITGB2	predicted	-	0.59
GMPS	MCM2	predicted	-	0.58
GNA11	GNAQ	catalyze; catalyzed by; input	<->	1
GNA11	GNG2	complex; input	-	1
GNA12	GNG2	complex; input	-	1
GNA13	GNAQ	complex	-	1
GNA13	GNG2	complex; input	-	1
GNA14	GNAQ	catalyze; catalyzed by; input	<->	1
GNA14	GNG2	complex; input	-	1
GNA15	GNAQ	catalyze; catalyzed by; input	<->	1
GNA15	GNG2	complex; input	-	1
GNAI1	GNAQ	activated by	<-	1
GNAI1	GNG2	PPrel: binding/association; PPrel: dissociation; activated by; catalyze; complex; inhibite; input; reaction	<-	1
GNAI1	PSAP	complex; input	-	1
GNAI2	GNG2	PPrel: binding/association; PPrel: dissociation; activated by; catalyze; complex; inhibit; input; reaction	<-	1
GNAI2	PSAP	complex; input	-	1
GNAI3	GNG2	PPrel: binding/association; PPrel: dissociation; activated by; catalyze; complex; inhibit; input; reaction	<-	1
GNAI3	PSAP	complex; input	-	1
GNAL	GNG2	complex; input	-	1
GNAO1	GNG2	PPrel: binding/association; activated by; catalyze; complex; inhibit; input; reaction	<-	1
GNAQ	GNAS	complex	-	1
GNAQ	GNB1	activate; complex; input	->	1
GNAQ	GNB2	complex	-	1
GNAQ	GNB3	complex	-	1
GNAQ	GNB4	complex	-	1
GNAQ	GNB5	complex	-	1
GNAQ	GNG12	complex; input	-	1
GNAQ	GNG13	complex	-	1
GNAQ	GNG2	complex; input	-	1
GNAQ	GNG3	complex; input	-	1
GNAQ	GNG4	complex; input	-	1
GNAQ	GNG5	complex; input	-	1
GNAQ	GNG7	complex; input	-	1
GNAQ	GNG8	complex; input	-	1
GNAQ	GNGT1	activate; complex; input	->	1
GNAQ	GNGT2	complex; input	-	1
GNAQ	GNRH1	complex; input	-	1
GNAQ	GNRH2	complex; input	-	1
GNAQ	GNRHR	PPrel: activated by; complex; input	<-	1
GNAQ	GNRHR2	complex; input	-	1
GNAQ	GPR132	complex; input	-	1
GNAQ	GPR143	complex; input	-	1
GNAQ	GPR17	complex; input	-	1
GNAQ	GPR39	complex; input	-	1
GNAQ	GPR4	complex; input	-	1
GNAQ	GPR65	complex; input	-	1
GNAQ	GPR68	complex; input	-	1
GNAQ	GPRC6A	complex; input	-	1
GNAQ	GRK2	complex; input	-	1
GNAQ	GRK5	complex; input	-	1
GNAQ	GRM1	PCrel: activated by; PPrel: activated by; complex; input	<-	1
GNAQ	GRM2	complex; input	-	1
GNAQ	GRM3	complex; input	-	1
GNAQ	GRM4	complex; input	-	1
GNAQ	GRM5	PCrel: activated by; PPrel: activated by; complex; input	<-	1
GNAQ	GRM6	complex; input	-	1
GNAQ	GRM7	complex; input	-	1
GNAQ	GRM8	complex; input	-	1
GNAQ	GRP	complex; input	-	1
GNAQ	GRPR	PPrel: activated by; complex; input	<-	1
GNAQ	HCRT	complex; input	-	1
GNAQ	HCRTR1	complex; input	-	1
GNAQ	HCRTR2	complex; input	-	1
GNAQ	HRAS	PPrel: activation	->	1
GNAQ	HRH1	PPrel: activated by; complex; input	<-	1
GNAQ	HTR2A	PPrel: activated by; complex; input	<-	1
GNAQ	HTR2B	PPrel: activated by; complex; input	<-	1
GNAQ	HTR2C	PPrel: activated by; complex; input	<-	1
GNAQ	IQSEC1	predicted	-	0.64
GNAQ	KALRN	complex; input	-	1
GNAQ	KCNJ12	PPrel: inhibition	-|	1
GNAQ	KCNJ14	PPrel: inhibition	-|	1
GNAQ	KCNJ2	PPrel: inhibition	-|	1
GNAQ	KCNJ4	PPrel: inhibition	-|	1
GNAQ	KCNK2	PPrel: inhibition, indirect effect	-|	1
GNAQ	KISS1	complex; input	-	1
GNAQ	KISS1R	PPrel; complex; input	-	1
GNAQ	KNG1	complex; input	-	1
GNAQ	KRAS	PPrel: activation	->	1
GNAQ	LHCGR	PPrel: activated by	<-	1
GNAQ	LPAR1	PPrel: activated by; complex; input	<-	1
GNAQ	LPAR2	PPrel: activated by; activated by; complex; input	<-	1
GNAQ	LPAR3	PPrel: activated by; activated by; complex; input	<-	1
GNAQ	LPAR4	PPrel: activated by; complex; input	<-	1
GNAQ	LPAR5	PPrel: activated by; complex; input	<-	1
GNAQ	LPAR6	complex; input	-	1
GNAQ	LRP5	activated by	<-	1
GNAQ	LRP5L	activated by	<-	1
GNAQ	LRP6	activated by	<-	1
GNAQ	LTB4R	complex; input	-	1
GNAQ	LTB4R2	PPrel: activated by; complex; input	<-	1
GNAQ	MAPK14	activate; catalyze	->	1
GNAQ	MAPK8	activate	->	1
GNAQ	MCHR1	complex; input	-	1
GNAQ	MCHR2	complex; input	-	1
GNAQ	MLN	complex; input	-	1
GNAQ	MLNR	complex; input	-	1
GNAQ	MRAS	PPrel: activation	->	1
GNAQ	MT-RNR2	complex; input	-	1
GNAQ	MTNR1B	PPrel: activated by	<-	1
GNAQ	NMB	complex; input	-	1
GNAQ	NMBR	complex; input	-	1
GNAQ	NMS	complex; input	-	1
GNAQ	NMU	complex; input	-	1
GNAQ	NMUR1	complex; input	-	1
GNAQ	NMUR2	complex; input	-	1
GNAQ	NPFF	complex; input	-	1
GNAQ	NPFFR1	complex; input	-	1
GNAQ	NPFFR2	complex; input	-	1
GNAQ	NPS	complex; input	-	1
GNAQ	NPSR1	complex; input	-	1
GNAQ	NRAS	PPrel: activation	->	1
GNAQ	NTS	complex; input	-	1
GNAQ	NTSR1	PPrel: activated by; complex; input	<-	1
GNAQ	NTSR2	complex; input	-	1
GNAQ	OPN4	complex; input	-	1
GNAQ	OXT	complex; input	-	1
GNAQ	OXTR	PPrel: activated by; complex; input	<-	1
GNAQ	P2RY1	PPrel: activated by; complex; input	<-	1
GNAQ	P2RY10	complex; input	-	1
GNAQ	P2RY11	complex; input	-	1
GNAQ	P2RY2	PPrel: activated by; complex; input	<-	1
GNAQ	P2RY6	complex; input	-	1
GNAQ	PIK3CA	complex; input	-	1
GNAQ	PIK3R1	complex; input	-	1
GNAQ	PLA2G10	PPrel: activation	->	1
GNAQ	PLA2G12A	PPrel: activation	->	1
GNAQ	PLA2G12B	PPrel: activation	->	1
GNAQ	PLA2G1B	PPrel: activation	->	1
GNAQ	PLA2G2A	PPrel: activation	->	1
GNAQ	PLA2G2D	PPrel: activation	->	1
GNAQ	PLA2G2E	PPrel: activation	->	1
GNAQ	PLA2G2F	PPrel: activation	->	1
GNAQ	PLA2G3	PPrel: activation	->	1
GNAQ	PLA2G4A	PPrel: activation	->	1
GNAQ	PLA2G4B	PPrel: activation	->	1
GNAQ	PLA2G4C	PPrel: activation	->	1
GNAQ	PLA2G4D	PPrel: activation	->	1
GNAQ	PLA2G4E	PPrel: activation	->	1
GNAQ	PLA2G4F	PPrel: activation	->	1
GNAQ	PLA2G5	PPrel: activation	->	1
GNAQ	PLA2G6	PPrel: activation	->	1
GNAQ	PLCB1	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; catalyzed by; complex; input	<->	1
GNAQ	PLCB2	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; catalyzed by; complex; input	<->	1
GNAQ	PLCB3	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; catalyzed by; complex; input	<->	1
GNAQ	PLCB4	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; catalyze; catalyzed by; complex; input	<->	1
GNAQ	PLCG1	PPrel: activation; activate	->	1
GNAQ	PLCG1 VARIANT PROTEIN	PPrel: activation	->	1
GNAQ	PLCG2	PPrel: activation	->	1
GNAQ	PMCH	complex; input	-	1
GNAQ	PRKAA1	PPrel: activation	->	1
GNAQ	PRKAA2	PPrel: activation	->	1
GNAQ	PRKAB1	PPrel: activation	->	1
GNAQ	PRKAB2	PPrel: activation	->	1
GNAQ	PRKACA	activated by	<-	1
GNAQ	PRKAG1	PPrel: activation	->	1
GNAQ	PRKAG2	PPrel: activation	->	1
GNAQ	PRKAG3	PPrel: activation	->	1
GNAQ	PROK1	complex; input	-	1
GNAQ	PROK2	complex; input	-	1
GNAQ	PROKR1	complex; input	-	1
GNAQ	PROKR2	complex; input	-	1
GNAQ	PTAFR	PPrel: activated by; complex; input	<-	1
GNAQ	PTGER1	PPrel: activated by; complex; input	<-	1
GNAQ	PTGER3	PPrel: activated by	<-	1
GNAQ	PTGFR	PPrel: activated by; complex; input	<-	1
GNAQ	PTGIR	predicted	-	0.64
GNAQ	PTH1R	PPrel: activated by	<-	1
GNAQ	QRFP	complex; input	-	1
GNAQ	QRFPR	complex; input	-	1
GNAQ	RAC1	reaction	-	1
GNAQ	RGS1	complex; input	-	1
GNAQ	RGS13	complex; input	-	1
GNAQ	RGS16	complex; input	-	1
GNAQ	RGS17	complex; input	-	1
GNAQ	RGS18	activated by; complex; input	<-	1
GNAQ	RGS19	activated by; complex; input	<-	1
GNAQ	RGS2	PPrel: inhibited, indirect effect; activated by; complex; input	-	1
GNAQ	RGS21	complex; input	-	1
GNAQ	RGS3	activated by; complex; input	<-	1
GNAQ	RGS4	complex; input	-	1
GNAQ	RGS5	complex; input	-	1
GNAQ	RIC8B	predicted	-	0.64
GNAQ	RRAS	PPrel: activation	->	1
GNAQ	RRAS2	PPrel: activation	->	1
GNAQ	S1PR1	predicted	-	0.64
GNAQ	S1PR2	PPrel: activated by; complex; input	<-	1
GNAQ	S1PR3	PPrel: activated by; complex; input	<-	1
GNAQ	SAA1	complex; input	-	1
GNAQ	SLC9A3R1	complex; input	-	1
GNAQ	TAC1	complex; input	-	1
GNAQ	TAC3	complex; input	-	1
GNAQ	TACR1	PPrel: activated by; complex; input	<-	1
GNAQ	TACR2	PPrel: activated by; complex; input	<-	1
GNAQ	TACR3	PPrel: activated by; complex; input	<-	1
GNAQ	TBXA2R	PPrel: activated by; complex; inhibite; inhibited by; input	-|	1
GNAQ	TRH	complex; input	-	1
GNAQ	TRHR	PPrel: activated by; complex; input	<-	1
GNAQ	TRIO	activate; complex; input	->	1
GNAQ	TRPC6	activate	->	1
GNAQ	TSHR	PPrel: activated by	<-	1
GNAQ	TUB	complex	-	1
GNAQ	UTS2	complex; input	-	1
GNAQ	UTS2B	complex; input	-	1
GNAQ	UTS2R	complex; input	-	1
GNAQ	VAV1	activate	->	1
GNAQ	WNT1	activated by	<-	1
GNAQ	WNT10A	activated by	<-	1
GNAQ	WNT10B	activated by	<-	1
GNAQ	WNT11	activated by	<-	1
GNAQ	WNT16	activated by	<-	1
GNAQ	WNT2	activated by	<-	1
GNAQ	WNT2B	activated by	<-	1
GNAQ	WNT3	activated by	<-	1
GNAQ	WNT3A	activated by	<-	1
GNAQ	WNT4	activated by	<-	1
GNAQ	WNT5A	activated by	<-	1
GNAQ	WNT5B	activated by	<-	1
GNAQ	WNT6	activated by	<-	1
GNAQ	WNT7A	activated by	<-	1
GNAQ	WNT7B	activated by	<-	1
GNAQ	WNT8A	activated by	<-	1
GNAQ	WNT8B	activated by	<-	1
GNAQ	WNT9A	activated by	<-	1
GNAQ	WNT9B	activated by	<-	1
GNAQ	WUGSC:H_GS165O14.2	complex	-	1
GNAQ	XCL1	complex; input	-	1
GNAQ	XCL2	complex; input	-	1
GNAQ	XCR1	complex; input	-	1
GNAS	GNG2	PPrel: binding/association; PPrel: dissociation; complex; input	-	1
GNAT1	GNG2	catalyze; complex; input	->	1
GNAT2	GNG2	catalyze; complex; input	->	1
GNAT3	GNG2	catalyze; complex; input; reaction	->	1
GNAT3	PSAP	complex; input	-	1
GNAZ	GNG2	activated by; catalyze; complex; inhibit; input; reaction	<-	1
GNB1	GNG2	catalyzed by; complex; input	<-	1
GNB1	PSAP	complex; input	-	1
GNB2	GNG2	catalyzed by; complex; input	<-	1
GNB3	GNG2	catalyzed by; complex; input	<-	1
GNB4	GNG2	catalyzed by; complex; input	<-	1
GNB5	GNG2	complex	-	1
GNG12	GNG2	catalyze; catalyzed by; input	<->	1
GNG12	PLS3	predicted	-	0.59
GNG2	GNG3	catalyze; catalyzed by; input	<->	1
GNG2	GNG4	catalyze; catalyzed by; input	<->	1
GNG2	GNG5	catalyze; catalyzed by; input	<->	1
GNG2	GNG7	catalyze; catalyzed by; input	<->	1
GNG2	GNG8	catalyze; catalyzed by; input	<->	1
GNG2	GNGT1	catalyzed by	<-	1
GNG2	GNGT2	catalyze; catalyzed by; input	<->	1
GNG2	GNRH1	complex; input	-	1
GNG2	GNRH2	complex; input	-	1
GNG2	GNRHR	complex; input	-	1
GNG2	GNRHR2	complex; input	-	1
GNG2	GPBAR1	complex	-	1
GNG2	GPER1	complex; input	-	1
GNG2	GPHA2	complex	-	1
GNG2	GPHB5	complex	-	1
GNG2	GPR132	complex; input	-	1
GNG2	GPR143	complex; input	-	1
GNG2	GPR15	complex	-	1
GNG2	GPR150	complex	-	1
GNG2	GPR17	complex; input	-	1
GNG2	GPR176	complex	-	1
GNG2	GPR18	complex; input	-	1
GNG2	GPR183	complex; input	-	1
GNG2	GPR20	complex	-	1
GNG2	GPR25	complex	-	1
GNG2	GPR27	complex	-	1
GNG2	GPR31	complex; input	-	1
GNG2	GPR32	complex	-	1
GNG2	GPR37	complex; input	-	1
GNG2	GPR37L1	complex; input	-	1
GNG2	GPR39	complex; input	-	1
GNG2	GPR4	complex; input	-	1
GNG2	GPR45	complex; input	-	1
GNG2	GPR50	complex; input	-	1
GNG2	GPR55	complex; input	-	1
GNG2	GPR65	complex; input	-	1
GNG2	GPR68	complex; input	-	1
GNG2	GPR83	complex	-	1
GNG2	GPR84	complex	-	1
GNG2	GPRC6A	complex; input	-	1
GNG2	GPSM1	inhibited by	|-	1
GNG2	GPSM2	inhibited by	|-	1
GNG2	GPSM3	inhibited by	|-	1
GNG2	GRIK3	catalyzed by; complex; input	<-	1
GNG2	GRK2	activated by	<-	1
GNG2	GRM1	complex; input	-	1
GNG2	GRM2	PCrel: activated by; complex; input	<-	1
GNG2	GRM3	PCrel: activated by; complex; input	<-	1
GNG2	GRM4	PCrel: activated by; complex; input	<-	1
GNG2	GRM5	complex; input	-	1
GNG2	GRM6	complex; input	-	1
GNG2	GRM7	PCrel: activated by; complex; input	<-	1
GNG2	GRM8	PCrel: activated by; complex; input	<-	1
GNG2	GRP	complex; input	-	1
GNG2	GRPR	complex; input	-	1
GNG2	HCAR1	complex; input	-	1
GNG2	HCAR2	complex; input	-	1
GNG2	HCAR3	complex; input	-	1
GNG2	HCK	reaction	-	1
GNG2	HCRT	complex; input	-	1
GNG2	HCRTR1	complex; input	-	1
GNG2	HCRTR2	complex; input	-	1
GNG2	HDAC5	complex; input	-	1
GNG2	HEBP1	complex; input	-	1
GNG2	HLA-DRA	activate	->	1
GNG2	HLA-DRB1	activate	->	1
GNG2	HRAS	PPrel: activation; activate	->	1
GNG2	HRH1	complex; input	-	1
GNG2	HRH2	complex; input	-	1
GNG2	HRH3	complex; input	-	1
GNG2	HRH4	complex; input	-	1
GNG2	HTR1A	PPrel: activated by; complex; input	<-	1
GNG2	HTR1B	PPrel: activated by; complex; input	<-	1
GNG2	HTR1D	PPrel: activated by; complex; input	<-	1
GNG2	HTR1E	PPrel: activated by; complex; input	<-	1
GNG2	HTR1F	PPrel: activated by; complex; input	<-	1
GNG2	HTR2A	complex; input	-	1
GNG2	HTR2B	complex; input	-	1
GNG2	HTR2C	complex; input	-	1
GNG2	HTR4	complex; input	-	1
GNG2	HTR5A	PPrel: activated by; complex; input	<-	1
GNG2	HTR6	complex; input	-	1
GNG2	HTR7	PPrel: activated by; complex; input	<-	1
GNG2	IAPP	complex	-	1
GNG2	INSL3	complex	-	1
GNG2	INSL5	complex; input	-	1
GNG2	JAK2	reaction	-	1
GNG2	KCNJ10	complex; input	-	1
GNG2	KCNJ12	complex; input	-	1
GNG2	KCNJ15	complex; input	-	1
GNG2	KCNJ16	complex; input	-	1
GNG2	KCNJ2	complex; input	-	1
GNG2	KCNJ3	PCrel: activation; PPrel: activation; catalyze; complex; input	->	1
GNG2	KCNJ4	complex; input	-	1
GNG2	KCNJ5	PPrel: activation; catalyze; complex; input	->	1
GNG2	KCNJ6	PPrel: activation; catalyze; complex; input	->	1
GNG2	KCNJ9	PPrel: activation; catalyze; complex; input	->	1
GNG2	KISS1	complex; input	-	1
GNG2	KISS1R	complex; input	-	1
GNG2	KNG1	complex; input	-	1
GNG2	KRAS	PPrel: activation	->	1
GNG2	LCK	activate; reaction	->	1
GNG2	LHB	complex	-	1
GNG2	LHCGR	complex	-	1
GNG2	LPAR1	activated by; complex; input	<-	1
GNG2	LPAR2	complex; input	-	1
GNG2	LPAR3	complex; input	-	1
GNG2	LPAR4	complex; input	-	1
GNG2	LPAR5	complex; input	-	1
GNG2	LPAR6	complex; input	-	1
GNG2	LRP5	activated by	<-	1
GNG2	LRP5L	activated by	<-	1
GNG2	LRP6	activated by	<-	1
GNG2	LTB4R	complex; input	-	1
GNG2	LTB4R2	complex; input	-	1
GNG2	LYN	reaction	-	1
GNG2	MAPK1	PPrel: activation; PPrel: activation, indirect effect	->	1
GNG2	MAPK10	PPrel: activation	->	1
GNG2	MAPK11	PPrel: activation; activate	->	1
GNG2	MAPK12	PPrel: activation	->	1
GNG2	MAPK13	PPrel: activation	->	1
GNG2	MAPK14	PPrel: activation; activate	->	1
GNG2	MAPK3	PPrel: activation; PPrel: activation, indirect effect	->	1
GNG2	MAPK8	PPrel: activation	->	1
GNG2	MAPK9	PPrel: activation	->	1
GNG2	MC1R	complex	-	1
GNG2	MC2R	complex	-	1
GNG2	MC3R	complex	-	1
GNG2	MC4R	complex	-	1
GNG2	MC5R	complex	-	1
GNG2	MCHR1	complex; input	-	1
GNG2	MCHR2	complex; input	-	1
GNG2	MLN	complex; input	-	1
GNG2	MLNR	complex; input	-	1
GNG2	MRAS	PPrel: activation	->	1
GNG2	MRGPRX1	predicted	-	0.64
GNG2	MT-RNR2	complex; input	-	1
GNG2	MTNR1A	PPrel: activated by; complex; input	<-	1
GNG2	MTNR1B	PPrel: activated by; complex; input	<-	1
GNG2	NMB	complex; input	-	1
GNG2	NMBR	complex; input	-	1
GNG2	NMS	complex; input	-	1
GNG2	NMU	complex; input	-	1
GNG2	NMUR1	complex; input	-	1
GNG2	NMUR2	complex; input	-	1
GNG2	NOS3	activate	->	1
GNG2	NPB	complex; input	-	1
GNG2	NPBWR1	complex; input	-	1
GNG2	NPBWR2	complex; input	-	1
GNG2	NPFF	complex; input	-	1
GNG2	NPFFR1	complex; input	-	1
GNG2	NPFFR2	complex; input	-	1
GNG2	NPS	complex; input	-	1
GNG2	NPSR1	complex; input	-	1
GNG2	NPW	complex; input	-	1
GNG2	NPY	complex; input	-	1
GNG2	NPY1R	complex; input	-	1
GNG2	NPY2R	complex; input	-	1
GNG2	NPY4R	complex; input	-	1
GNG2	NPY5R	complex; input	-	1
GNG2	NRAS	PPrel: activation	->	1
GNG2	NTS	complex; input	-	1
GNG2	NTSR1	complex; input	-	1
GNG2	NTSR2	complex; input	-	1
GNG2	OPN1LW	catalyzed by; complex; input	<-	1
GNG2	OPN1MW3	complex; reaction	-	1
GNG2	OPN1SW	catalyzed by; complex; input	<-	1
GNG2	OPN4	complex; input	-	1
GNG2	OPRD1	complex; input	-	1
GNG2	OPRK1	complex; input	-	1
GNG2	OPRL1	complex; input	-	1
GNG2	OPRM1	PPrel: activated by; catalyzed by; complex; input	<-	1
GNG2	OXER1	complex; input	-	1
GNG2	OXGR1	complex; input	-	1
GNG2	OXT	complex; input	-	1
GNG2	OXTR	complex; input	-	1
GNG2	P2RY1	complex; input	-	1
GNG2	P2RY10	complex; input	-	1
GNG2	P2RY11	complex; input	-	1
GNG2	P2RY12	complex; input	-	1
GNG2	P2RY13	complex; input	-	1
GNG2	P2RY14	complex; input	-	1
GNG2	P2RY2	complex; input	-	1
GNG2	P2RY4	complex; input	-	1
GNG2	P2RY6	complex; input	-	1
GNG2	PAK1	complex; input	-	1
GNG2	PDC	inhibited by	|-	1
GNG2	PDCL	complex; input	-	1
GNG2	PDYN	catalyzed by; complex; input	<-	1
GNG2	PENK	complex; input	-	1
GNG2	PF4	activated by; complex; input	<-	1
GNG2	PIK3CA	PPrel: activation; complex; input	->	1
GNG2	PIK3CA VARIANT PROTEIN	PPrel: activation	->	1
GNG2	PIK3CB	PPrel: activation; activate	->	1
GNG2	PIK3CD	PPrel: activation	->	1
GNG2	PIK3CG	PPrel: activation; complex; input	->	1
GNG2	PIK3R1	PPrel: activation; activate; complex; input	->	1
GNG2	PIK3R2	PPrel: activation	->	1
GNG2	PIK3R3	PPrel: activation	->	1
GNG2	PIK3R5	PPrel: activation; complex; input	->	1
GNG2	PIK3R6	PPrel: activation; complex; input	->	1
GNG2	PLCB1	PPrel: activation; activate; complex; input	->	1
GNG2	PLCB2	PPrel: activation; activate; complex; input	->	1
GNG2	PLCB3	PPrel: activation; activate; complex; input	->	1
GNG2	PLCB4	PPrel: activation	->	1
GNG2	PMCH	complex; input	-	1
GNG2	PNOC	complex; input	-	1
GNG2	POMC	catalyzed by; complex; input	<-	1
GNG2	PPBP	complex; input	-	1
GNG2	PPY	complex; input	-	1
GNG2	PREX1	PPrel: activation	->	1
GNG2	PRKAA1	PPrel: activation	->	1
GNG2	PRKAA2	PPrel: activation	->	1
GNG2	PRKAB1	PPrel: activation	->	1
GNG2	PRKAB2	PPrel: activation	->	1
GNG2	PRKACA	PPrel: activated by, phosphorylation; activated by	<-	1
GNG2	PRKACB	PPrel: activated by, phosphorylation	<-	1
GNG2	PRKACG	PPrel: activated by, phosphorylation	<-	1
GNG2	PRKAG1	PPrel: activation	->	1
GNG2	PRKAG2	PPrel: activation	->	1
GNG2	PRKAG3	PPrel: activation	->	1
GNG2	PRKCA	PPrel: activated by, phosphorylation	<-	1
GNG2	PRKCB	PPrel: activated by, phosphorylation	<-	1
GNG2	PRKCE	PPrel: activation	->	1
GNG2	PRKCG	PPrel: activated by, phosphorylation	<-	1
GNG2	PROK1	complex; input	-	1
GNG2	PROK2	complex; input	-	1
GNG2	PROKR1	complex; input	-	1
GNG2	PROKR2	complex; input	-	1
GNG2	PSAP	complex; input	-	1
GNG2	PTAFR	complex; input	-	1
GNG2	PTGDR	complex	-	1
GNG2	PTGDR2	complex; input	-	1
GNG2	PTGER1	PPrel: activated by; complex; input	<-	1
GNG2	PTGER2	PPrel: activated by; complex	<-	1
GNG2	PTGER3	PPrel: activated by; complex; input	<-	1
GNG2	PTGER4	PPrel: activated by; complex	<-	1
GNG2	PTGFR	complex; input	-	1
GNG2	PTGIR	complex; input	-	1
GNG2	PTH	complex	-	1
GNG2	PTH1R	complex	-	1
GNG2	PTH2	complex	-	1
GNG2	PTH2R	complex	-	1
GNG2	PTHLH	complex	-	1
GNG2	PTK2	activate	->	1
GNG2	PTPN11	activate	->	1
GNG2	PTPN6	activate	->	1
GNG2	PXN	activate	->	1
GNG2	PYY	complex; input	-	1
GNG2	QRFP	complex; input	-	1
GNG2	QRFPR	complex; input	-	1
GNG2	RAC1	PPrel: activation; activate	->	1
GNG2	RAC2	PPrel: activation	->	1
GNG2	RAC3	PPrel: activation	->	1
GNG2	RACK1	complex; input	-	1
GNG2	RAMP1	complex	-	1
GNG2	RAMP2	complex	-	1
GNG2	RAMP3	complex	-	1
GNG2	RAP1GAP	catalyze	->	1
GNG2	RASD1	PPrel: activated by; PPrel: inhibited, indirect effect	-	1
GNG2	RASGRF1	PPrel: activation	->	1
GNG2	RASGRF2	PPrel: activation	->	1
GNG2	RGS1	activate; inhibited by	|->	1
GNG2	RHO	catalyzed by; complex; input	<-	1
GNG2	RHOA	PPrel: activation, indirect effect	->	1
GNG2	RLN2	complex	-	1
GNG2	RLN3	complex; input	-	1
GNG2	RRAS	PPrel: activation	->	1
GNG2	RRAS2	PPrel: activation	->	1
GNG2	RXFP1	complex	-	1
GNG2	RXFP2	complex	-	1
GNG2	RXFP3	complex; input	-	1
GNG2	RXFP4	complex; input	-	1
GNG2	S1PR1	complex; input	-	1
GNG2	S1PR2	complex; input	-	1
GNG2	S1PR3	complex; input	-	1
GNG2	S1PR4	complex; input	-	1
GNG2	S1PR5	complex; input	-	1
GNG2	SAA1	complex; input	-	1
GNG2	SCN1A	PPrel: inhibition	-|	1
GNG2	SCT	complex	-	1
GNG2	SCTR	complex	-	1
GNG2	SLC9A3R1	input	-	1
GNG2	SMO	activated by	<-	1
GNG2	SRC	activate; reaction	->	1
GNG2	SST	complex; input	-	1
GNG2	SSTR1	complex; input	-	1
GNG2	SSTR2	complex; input	-	1
GNG2	SSTR3	complex; input	-	1
GNG2	SSTR4	complex; input	-	1
GNG2	SSTR5	complex; input	-	1
GNG2	STRN	activate; complex; input	->	1
GNG2	SUCNR1	complex; input	-	1
GNG2	TAAR1	complex	-	1
GNG2	TAC1	complex; input	-	1
GNG2	TAC3	complex; input	-	1
GNG2	TACR1	complex; input	-	1
GNG2	TACR2	complex; input	-	1
GNG2	TACR3	complex; input	-	1
GNG2	TAS1R1	complex; input	-	1
GNG2	TAS1R2	complex; input	-	1
GNG2	TAS1R3	complex; input	-	1
GNG2	TAS2R1	complex; input	-	1
GNG2	TAS2R10	complex; input	-	1
GNG2	TAS2R13	complex; input	-	1
GNG2	TAS2R14	complex; input	-	1
GNG2	TAS2R16	complex; input	-	1
GNG2	TAS2R19	complex; input	-	1
