ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050862	positive regulation of T cell receptor signaling pathway	4/325	12/5738	0.00347829783313998	0.00347829783313998	0.0670644021571088	BCL10/CARD11/CCR7/LCK	4
BP	GO:0002709	regulation of T cell mediated immunity	8/325	46/5738	0.00382533125514455	0.00382533125514455	0.0729622670748234	GATA3/B2M/FOXP3/FCGR2B/NOD2/KLRD1/IL6/KLRC1	8
BP	GO:0046637	regulation of alpha-beta T cell differentiation	9/325	56/5738	0.00383119940879498	0.00383119940879498	0.0729622670748234	GATA3/FOXP3/IRF4/GLI3/JUNB/IFNG/NFKBIZ/IL2RG/CD86	9
BP	GO:0002706	regulation of lymphocyte mediated immunity	12/325	89/5738	0.0040952951680897	0.0040952951680897	0.0770464143585106	GATA3/B2M/FOXP3/NCR1/LTA/FCGR2B/RASGRP1/NOD2/KLRD1/CD40/IL6/KLRC1	12
BP	GO:0038061	NIK/NF-kappaB signaling	12/325	89/5738	0.0040952951680897	0.0040952951680897	0.0770464143585106	CHUK/EDA/EDAR/TLR6/NR3C2/NOD2/NFKB2/CD27/TLR3/BIRC3/TNFRSF10A/CD86	12
BP	GO:0032609	interferon-gamma production	11/325	78/5738	0.00415843729355232	0.00415843729355232	0.0772973941297559	GATA3/CD274/EBI3/FOXP3/JAK2/LTA/RASGRP1/NOD2/PDCD1LG2/TLR3/CCR7	11
BP	GO:0032649	regulation of interferon-gamma production	11/325	78/5738	0.00415843729355232	0.00415843729355232	0.0772973941297559	GATA3/CD274/EBI3/FOXP3/JAK2/LTA/RASGRP1/NOD2/PDCD1LG2/TLR3/CCR7	11
BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	5/325	20/5738	0.0043252976020777	0.0043252976020777	0.0790458290193682	IRAK2/IRF1/TLR6/IRAK4/TLR5	5
BP	GO:0045061	thymic T cell selection	5/325	20/5738	0.0043252976020777	0.0043252976020777	0.0790458290193682	GATA3/CD3G/CARD11/GLI3/CCR7	5
BP	GO:0002708	positive regulation of lymphocyte mediated immunity	9/325	57/5738	0.00432889161974499	0.00432889161974499	0.0790458290193682	GATA3/B2M/FOXP3/LTA/RASGRP1/NOD2/KLRD1/CD40/IL6	9
BP	GO:0062207	regulation of pattern recognition receptor signaling pathway	8/325	47/5738	0.00438857709926581	0.00438857709926581	0.0796670598075399	IRF1/LILRA2/TLR6/IRF4/NOD2/TLR5/TLR3/BIRC3	8
BP	GO:0050727	regulation of inflammatory response	20/325	188/5738	0.0045327393355472	0.0045327393355472	0.0818056811537864	IL16/ETS1/GATA3/FOXP3/JAK2/LTA/IL6ST/FCGR2B/PIK3CG/IL2RA/NOD2/PDE2A/PLCG1/GPSM3/TLR3/BIRC3/IFNG/CCR7/NFKBIZ/IL6	20
BP	GO:0043535	regulation of blood vessel endothelial cell migration	10/325	68/5738	0.00455990210162786	0.00455990210162786	0.0818202086869519	NOS3/SP1/ETS1/STAT5A/PDGFB/ITGB1BP1/PRKCA/PLCG1/FBXW7/CD40	10
BP	GO:0090520	sphingolipid mediated signaling pathway	4/325	13/5738	0.00480258653569389	0.00480258653569389	0.0855084829820998	S1PR2/S1PR3/PIK3CG/KLF14	4
BP	GO:0070527	platelet aggregation	7/325	38/5738	0.00482816798895829	0.00482816798895829	0.0855084829820998	JAK2/BLK/PRKCA/IL6ST/PIK3CG/MYH9/IL6	7
BP	GO:0002444	myeloid leukocyte mediated immunity	9/325	58/5738	0.00487563628804343	0.00487563628804343	0.0855084829820998	LAT2/CX3CR1/BLK/FCGR2B/RASGRP1/PIK3CG/IRAK4/IL6/PTAFR	9
BP	GO:0070227	lymphocyte apoptotic process	9/325	58/5738	0.00487563628804343	0.00487563628804343	0.0855084829820998	BCL10/CD3G/CD274/BLK/IL2RA/BCL11B/CD27/FASLG/GLI3	9
BP	GO:0032612	interleukin-1 production	10/325	69/5738	0.00507234214126568	0.00507234214126568	0.0874756548221784	IL16/CX3CR1/LILRA2/JAK2/TLR6/S1PR3/NOD2/IFNG/CCR7/IL6	10
BP	GO:0032652	regulation of interleukin-1 production	10/325	69/5738	0.00507234214126568	0.00507234214126568	0.0874756548221784	IL16/CX3CR1/LILRA2/JAK2/TLR6/S1PR3/NOD2/IFNG/CCR7/IL6	10
BP	GO:0034341	response to interferon-gamma	10/325	69/5738	0.00507234214126568	0.00507234214126568	0.0874756548221784	RAB20/IRF1/JAK2/PARP14/CCL2/FASLG/IFITM1/TLR3/IFNG/CD40	10
BP	GO:0010594	regulation of endothelial cell migration	14/325	115/5738	0.00515573999664115	0.00515573999664115	0.0884226650194519	NOS3/SP1/ETS1/GATA3/FLT4/STAT5A/MET/PDGFB/ITGB1BP1/PRKCA/PIK3CG/PLCG1/FBXW7/CD40	14
BP	GO:0032874	positive regulation of stress-activated MAPK cascade	12/325	92/5738	0.0053768239273859	0.0053768239273859	0.0914832488197952	MAP3K5/MAP2K7/FLT4/EDAR/HIPK2/FCGR2B/RASGRP1/NOD2/CD27/TLR3/CCR7/SDCBP	12
BP	GO:0034694	response to prostaglandin	5/325	21/5738	0.00541824409295105	0.00541824409295105	0.0914832488197952	PPP1R9B/GNG2/YY1/CCR7/PRKAA1	5
BP	GO:0050852	T cell receptor signaling pathway	11/325	81/5738	0.00557211204159304	0.00557211204159304	0.0914832488197952	BCL10/GATA3/CD3G/CARD11/ITK/FOXP3/PLCG1/CCR7/NFKBIZ/LCP2/LCK	11
BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	17/325	153/5738	0.00557577275939482	0.00557577275939482	0.0914832488197952	CD24/MAP3K5/MAP2K7/IGF2/PDGFB/TLR6/MAP2K1/RASGRP1/PIK3CG/NOD2/CALM1/IFNG/EPHA4/CD40/FLT3/IQGAP1/ARHGEF5	17
BP	GO:0032613	interleukin-10 production	7/325	39/5738	0.00560556383591697	0.00560556383591697	0.0914832488197952	CD274/FOXP3/IRF4/FCGR2B/NOD2/PDCD1LG2/IL6	7
BP	GO:0032653	regulation of interleukin-10 production	7/325	39/5738	0.00560556383591697	0.00560556383591697	0.0914832488197952	CD274/FOXP3/IRF4/FCGR2B/NOD2/PDCD1LG2/IL6	7
BP	GO:0050766	positive regulation of phagocytosis	7/325	39/5738	0.00560556383591697	0.00560556383591697	0.0914832488197952	IL2RB/FCGR2B/IL15RA/NOD2/CCL2/IFNG/IL2RG	7
BP	GO:0070231	T cell apoptotic process	7/325	39/5738	0.00560556383591697	0.00560556383591697	0.0914832488197952	BCL10/CD274/IL2RA/BCL11B/CD27/FASLG/GLI3	7
BP	GO:0032755	positive regulation of interleukin-6 production	10/325	70/5738	0.00562890318696231	0.00562890318696231	0.0914832488197952	IL16/BCL10/POU2F2/LILRA2/TLR6/NOD2/TLR3/IFNG/IL6/PTAFR	10
BP	GO:1901216	positive regulation of neuron death	10/325	70/5738	0.00562890318696231	0.00562890318696231	0.0914832488197952	MAP3K5/MAP2K7/PAK3/TLR6/FCGR2B/FASLG/FBXW7/IFNG/PICALM/NR3C1	10
BP	GO:0071260	cellular response to mechanical stimulus	8/325	49/5738	0.00570441341761379	0.00570441341761379	0.0922276050906966	BCL10/IRF1/MAPK3/PDE2A/TLR5/TLR3/CD40/TNFRSF10A	8
BP	GO:0030099	myeloid cell differentiation	23/325	232/5738	0.0058182357141045	0.0058182357141045	0.0932573961172741	ARNT/LEF1/ETS1/GATA3/B2M/JAK2/HIPK2/RCOR1/HCLS1/PRKCA/IRF4/SP3/GPR68/IL5/FBXW7/TLR3/JUNB/IFNG/CCR7/MYH9/CAMK4/SMAP1/ACVR2A	23
BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	12/325	93/5738	0.0058686233355878	0.0058686233355878	0.0932573961172741	MAP3K5/MAP2K7/FLT4/EDAR/HIPK2/FCGR2B/RASGRP1/NOD2/CD27/TLR3/CCR7/SDCBP	12
BP	GO:0046006	regulation of activated T cell proliferation	6/325	30/5738	0.00588462881426271	0.00588462881426271	0.0932573961172741	CD24/IGF2/CD274/FOXP3/IL2RA/PDCD1LG2	6
BP	GO:0043087	regulation of GTPase activity	26/325	273/5738	0.00588827641812019	0.00588827641812019	0.0932573961172741	CHN1/USP6NL/MET/ITGB1BP1/EVI5/RASGRP2/TBC1D13/SYNGAP1/ARHGEF10/IQSEC1/TBC1D9/RASGRP1/RASA2/RGS9/SIPA1/CCL2/PLXNC1/PLXNA4/EPHA4/CCR7/CD40/PICALM/RASA3/IQGAP1/PIP5K1A/ARHGEF5	26
BP	GO:0010631	epithelial cell migration	20/325	193/5738	0.00608198924575086	0.00608198924575086	0.0958364215106561	NOS3/SP1/ETS1/GATA3/FLT4/EVL/STAT5A/MET/PDGFB/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/FBXW7/IFNG/CD40/PTPRG/MYH9/PTPRR	20
BP	GO:0043408	regulation of MAPK cascade	39/325	459/5738	0.00612405086271572	0.00612405086271572	0.0960118340996739	CD24/CBLC/RAP1B/CD44/MAP3K5/MAP2K7/IGF2/FLT4/FOXO1/EDAR/PDGFB/PAK3/JAK2/TLR6/MAPK3/KL/ITGB1BP1/HIPK2/MAP2K1/PRKCA/SYNGAP1/FCGR2B/RASGRP1/PIK3CG/NOD2/CCL2/CD27/FBXW7/TLR3/EPHA4/CCR7/CD40/FLT3/SDCBP/GRAP2/IL6/PTPRR/IQGAP1/ARHGEF5	39
BP	GO:0002705	positive regulation of leukocyte mediated immunity	10/325	71/5738	0.00623208524277458	0.00623208524277458	0.0972145960377797	GATA3/B2M/FOXP3/LTA/RASGRP1/NOD2/KLRD1/CD40/IL6/PTAFR	10
BP	GO:0045637	regulation of myeloid cell differentiation	15/325	130/5738	0.00636900839629173	0.00636900839629173	0.0974290304103567	ARNT/LEF1/ETS1/B2M/RCOR1/HCLS1/PRKCA/GPR68/IL5/FBXW7/TLR3/IFNG/CAMK4/SMAP1/ACVR2A	15
BP	GO:0001911	negative regulation of leukocyte mediated cytotoxicity	4/325	14/5738	0.00642763334673003	0.00642763334673003	0.0974290304103567	CX3CR1/FCGR2B/KLRD1/KLRC1	4
BP	GO:0032693	negative regulation of interleukin-10 production	4/325	14/5738	0.00642763334673003	0.00642763334673003	0.0974290304103567	CD274/FOXP3/FCGR2B/PDCD1LG2	4
BP	GO:0035739	CD4-positive, alpha-beta T cell proliferation	4/325	14/5738	0.00642763334673003	0.00642763334673003	0.0974290304103567	CARD11/CD274/FOXP3/IL2RA	4
BP	GO:2000561	regulation of CD4-positive, alpha-beta T cell proliferation	4/325	14/5738	0.00642763334673003	0.00642763334673003	0.0974290304103567	CARD11/CD274/FOXP3/IL2RA	4
BP	GO:0031341	regulation of cell killing	8/325	50/5738	0.00646553450366456	0.00646553450366456	0.0974290304103567	B2M/CX3CR1/NCR1/FCGR2B/RASGRP1/KLRD1/IFNG/KLRC1	8
BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	8/325	50/5738	0.00646553450366456	0.00646553450366456	0.0974290304103567	JAK2/HCLS1/IL6ST/PARP14/IFNG/CD40/FLT3/IL6	8
BP	GO:0072539	T-helper 17 cell differentiation	5/325	22/5738	0.00669278417913479	0.00669278417913479	0.100366237194348	FOXP3/IRF4/JUNB/NFKBIZ/IL6	5
BP	GO:0090132	epithelium migration	20/325	195/5738	0.00681262288006868	0.00681262288006868	0.101672190654466	NOS3/SP1/ETS1/GATA3/FLT4/EVL/STAT5A/MET/PDGFB/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/FBXW7/IFNG/CD40/PTPRG/MYH9/PTPRR	20
BP	GO:0002831	regulation of response to biotic stimulus	18/325	169/5738	0.00684560683027258	0.00684560683027258	0.101675620964361	STAT2/IRF1/CD274/LILRA2/FOXP3/PAK3/NCR1/MAPK3/PRKCA/FCGR2B/LY96/RASGRP1/NOD2/KLRD1/PARP14/SIGIRR/BIRC3/KLRC1	18
BP	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	6/325	31/5738	0.00695738246166783	0.00695738246166783	0.102380802485255	CARD11/FOXP3/IFNG/NFKBIZ/IL2RG/CD86	6
BP	GO:0045621	positive regulation of lymphocyte differentiation	12/325	95/5738	0.00695904776472343	0.00695904776472343	0.102380802485255	LEF1/GATA3/FOXP3/IL15RA/RASGRP1/IL2RA/CD27/GLI3/IFNG/NFKBIZ/IL2RG/CD86	12
BP	GO:0090130	tissue migration	20/325	196/5738	0.00720399451814094	0.00720399451814094	0.105484507616671	NOS3/SP1/ETS1/GATA3/FLT4/EVL/STAT5A/MET/PDGFB/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/FBXW7/IFNG/CD40/PTPRG/MYH9/PTPRR	20
BP	GO:0042093	T-helper cell differentiation	8/325	51/5738	0.00730123539848572	0.00730123539848572	0.106255190045485	LEF1/GATA3/FOXP3/IRF4/JUNB/NFKBIZ/IL6/CD86	8
BP	GO:0002449	lymphocyte mediated immunity	15/325	132/5738	0.00732508651619091	0.00732508651619091	0.106255190045485	BCL10/GATA3/B2M/FOXP3/NCR1/LTA/FCGR2B/RASGRP1/NOD2/KLRD1/CD27/CD40/IL6/CD70/KLRC1	15
BP	GO:0001667	ameboidal-type cell migration	25/325	264/5738	0.00737872055568711	0.00737872055568711	0.106535358231194	NOS3/SP1/ETS1/GATA3/FLT4/EVL/STAT5A/MET/PDGFB/PAK3/ITGB1BP1/ITGB7/PRKCA/IQSEC1/CAP1/PIK3CG/PLCG1/FBXW7/IFNG/CD40/PTPRG/MYH9/PTPRR/IQGAP1/PIP5K1A	25
BP	GO:0051092	positive regulation of NF-kappaB transcription factor activity	13/325	108/5738	0.00760290587588827	0.00760290587588827	0.108459741169603	TRIM25/BCL10/CHUK/IRAK2/CARD11/CX3CR1/EDA/TLR6/PRKCH/NOD2/PRKCB/TLR3/CD40	13
BP	GO:0032611	interleukin-1 beta production	9/325	62/5738	0.00761682346430136	0.00761682346430136	0.108459741169603	CX3CR1/LILRA2/JAK2/TLR6/S1PR3/NOD2/IFNG/CCR7/IL6	9
BP	GO:0032651	regulation of interleukin-1 beta production	9/325	62/5738	0.00761682346430136	0.00761682346430136	0.108459741169603	CX3CR1/LILRA2/JAK2/TLR6/S1PR3/NOD2/IFNG/CCR7/IL6	9
BP	GO:0009615	response to virus	18/325	171/5738	0.00771837964969471	0.00771837964969471	0.109403997053351	TRIM25/STAT2/IFNAR1/POU2F2/GATA3/CHUK/IRF1/FOXP3/JAK2/IL10RB/MX1/PIM2/IFITM1/TLR3/BIRC3/IFNG/CD40/IL6	18
BP	GO:1904019	epithelial cell apoptotic process	11/325	85/5738	0.00801820004354877	0.00801820004354877	0.112647531787442	LEF1/GATA3/MAP3K5/JAK2/PIK3CG/CCL2/PLCG1/FASLG/CD40/PRKAA1/IL6	11
BP	GO:0002683	negative regulation of immune system process	22/325	225/5738	0.00811985381451942	0.00811985381451942	0.112647531787442	STAT2/IRF1/CD274/CX3CR1/FOXP3/BLK/PAG1/FCGR2B/IL2RA/NOD2/GPR68/KLRD1/PARP14/CCL2/PLCG1/GLI3/FBXW7/PDCD1LG2/TLR3/PLCL2/KLRC1/CD86	22
BP	GO:0030335	positive regulation of cell migration	28/325	308/5738	0.00814661685203444	0.00814661685203444	0.112647531787442	NOS3/LEF1/SP1/ETS1/GATA3/FLT4/CD274/CX3CR1/STAT5A/MET/PDGFB/PAK3/JAK2/MAPK3/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/GPSM3/CMKLR1/IFNG/EPHA4/CCR7/CD40/SDCBP/IL6/PTAFR	28
BP	GO:0032633	interleukin-4 production	5/325	23/5738	0.0081633463701682	0.0081633463701682	0.112647531787442	LEF1/GATA3/FOXP3/IRF4/CD86	5
BP	GO:0032673	regulation of interleukin-4 production	5/325	23/5738	0.0081633463701682	0.0081633463701682	0.112647531787442	LEF1/GATA3/FOXP3/IRF4/CD86	5
BP	GO:0050798	activated T cell proliferation	6/325	32/5738	0.00816494063057499	0.00816494063057499	0.112647531787442	CD24/IGF2/CD274/FOXP3/IL2RA/PDCD1LG2	6
BP	GO:0070098	chemokine-mediated signaling pathway	8/325	52/5738	0.00821589484532888	0.00821589484532888	0.112848970185724	CCR8/CCR3/GPR35/CX3CR1/CCL2/CXCR5/CMKLR1/CCR7	8
BP	GO:0001914	regulation of T cell mediated cytotoxicity	4/325	15/5738	0.00837988845886386	0.00837988845886386	0.113274140859577	B2M/FCGR2B/KLRD1/KLRC1	4
BP	GO:0002920	regulation of humoral immune response	4/325	15/5738	0.00837988845886386	0.00837988845886386	0.113274140859577	LTA/FCGR2B/NOD2/CCR7	4
BP	GO:1902004	positive regulation of amyloid-beta formation	4/325	15/5738	0.00837988845886386	0.00837988845886386	0.113274140859577	SP1/IFNG/EPHA4/PICALM	4
BP	GO:0032872	regulation of stress-activated MAPK cascade	15/325	134/5738	0.00839281104707278	0.00839281104707278	0.113274140859577	MAP3K5/MAP2K7/FLT4/FOXO1/EDAR/MAPK3/HIPK2/MAP2K1/FCGR2B/RASGRP1/NOD2/CD27/TLR3/CCR7/SDCBP	15
BP	GO:0001892	embryonic placenta development	9/325	63/5738	0.00845702076574031	0.00845702076574031	0.113646635854036	ARNT/LEF1/IGF2/EOMES/PDGFB/NCOA1/MAP2K1/SP3/JUNB	9
BP	GO:0001910	regulation of leukocyte mediated cytotoxicity	7/325	42/5738	0.00850242645095401	0.00850242645095401	0.113764317621885	B2M/CX3CR1/NCR1/FCGR2B/RASGRP1/KLRD1/KLRC1	7
BP	GO:0043534	blood vessel endothelial cell migration	11/325	86/5738	0.00874370463469546	0.00874370463469546	0.115992734897512	NOS3/SP1/ETS1/STAT5A/PDGFB/ITGB1BP1/PRKCA/PLCG1/FBXW7/CD40/MYH9	11
BP	GO:0045582	positive regulation of T cell differentiation	11/325	86/5738	0.00874370463469546	0.00874370463469546	0.115992734897512	LEF1/GATA3/FOXP3/RASGRP1/IL2RA/CD27/GLI3/IFNG/NFKBIZ/IL2RG/CD86	11
BP	GO:0043406	positive regulation of MAP kinase activity	12/325	98/5738	0.00888745882701807	0.00888745882701807	0.117398056353309	CD24/MAP3K5/MAP2K7/PDGFB/TLR6/RASGRP1/PIK3CG/NOD2/EPHA4/CD40/FLT3/ARHGEF5	12
BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	20/325	200/5738	0.00895718101947848	0.00895718101947848	0.117505166916839	TRIM25/BCL10/CHUK/IRAK2/CARD11/CX3CR1/EDA/JAK2/TLR6/HIPK2/PRKCH/HCLS1/NOD2/PRKCB/IL5/CRTC3/TLR3/CD40/IL6/ARHGEF5	20
BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	15/325	135/5738	0.00897127444263356	0.00897127444263356	0.117505166916839	MAP3K5/MAP2K7/FLT4/FOXO1/EDAR/MAPK3/HIPK2/MAP2K1/FCGR2B/RASGRP1/NOD2/CD27/TLR3/CCR7/SDCBP	15
BP	GO:0040017	positive regulation of locomotion	29/325	325/5738	0.00917961548765165	0.00917961548765165	0.119174641803728	NOS3/LEF1/IL16/SP1/ETS1/GATA3/FLT4/CD274/CX3CR1/STAT5A/MET/PDGFB/PAK3/JAK2/MAPK3/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/GPSM3/CMKLR1/IFNG/EPHA4/CCR7/CD40/SDCBP/IL6/PTAFR	29
BP	GO:0002526	acute inflammatory response	8/325	53/5738	0.0092139092340624	0.0092139092340624	0.119174641803728	GATA3/KL/IL6ST/FCGR2B/PIK3CG/SIGIRR/CCR7/IL6	8
BP	GO:0007260	tyrosine phosphorylation of STAT protein	8/325	53/5738	0.0092139092340624	0.0092139092340624	0.119174641803728	JAK2/HCLS1/IL6ST/PARP14/IFNG/CD40/FLT3/IL6	8
BP	GO:0019724	B cell mediated immunity	9/325	64/5738	0.00936583900304882	0.00936583900304882	0.120138578599352	BCL10/B2M/FOXP3/LTA/FCGR2B/NOD2/CD27/CD40/CD70	9
BP	GO:2000106	regulation of leukocyte apoptotic process	9/325	64/5738	0.00936583900304882	0.00936583900304882	0.120138578599352	BCL10/CD3G/CD274/BLK/HCLS1/NOD2/BCL11B/CD27/CCR7	9
BP	GO:0045622	regulation of T-helper cell differentiation	6/325	33/5738	0.00951610903932532	0.00951610903932532	0.120571452446704	GATA3/FOXP3/IRF4/JUNB/NFKBIZ/CD86	6
BP	GO:0072538	T-helper 17 type immune response	6/325	33/5738	0.00951610903932532	0.00951610903932532	0.120571452446704	FOXP3/JAK2/IRF4/JUNB/NFKBIZ/IL6	6
BP	GO:0097028	dendritic cell differentiation	6/325	33/5738	0.00951610903932532	0.00951610903932532	0.120571452446704	BLK/IRF4/FCGR2B/CCR7/FLT3/CAMK4	6
BP	GO:0060326	cell chemotaxis	18/325	175/5738	0.00973374369086493	0.00973374369086493	0.122827600104239	CCR8/LEF1/IL16/CCR3/CX3CR1/MET/PDGFB/MAPK3/PIK3CG/NOD2/CCL2/CXCR5/GPSM3/CMKLR1/CCR7/IL6/PIP5K1A/ARHGEF5	18
BP	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	5/325	24/5738	0.0098438244239913	0.0098438244239913	0.123214933049025	FOXP3/IFNG/NFKBIZ/IL2RG/CD86	5
BP	GO:0071320	cellular response to cAMP	5/325	24/5738	0.0098438244239913	0.0098438244239913	0.123214933049025	RAP1B/CPS1/PIK3CG/PDE2A/PTAFR	5
BP	GO:0045860	positive regulation of protein kinase activity	25/325	271/5738	0.0101720726190991	0.0101720726190991	0.126812268669301	CD24/MAP3K5/MAP2K7/IGF2/PDGFB/JAK2/TLR6/ITGB1BP1/MAP2K1/RASGRP1/PIK3CG/NOD2/CALM1/FBXW7/TLR3/IFNG/EPHA4/CCR7/CD40/FLT3/LCP2/TNFRSF10A/IQGAP1/ARHGEF5/CD86	25
BP	GO:0042100	B cell proliferation	9/325	65/5738	0.0103466432964169	0.0103466432964169	0.128472636131088	LEF1/CARD11/BLK/FCGR2B/RASGRP1/IL5/CD40/CD70/PLCL2	9
BP	GO:0001829	trophectodermal cell differentiation	4/325	16/5738	0.0106833311715466	0.0106833311715466	0.130564208971782	EOMES/SP3/TEAD4/JUNB	4
BP	GO:0031342	negative regulation of cell killing	4/325	16/5738	0.0106833311715466	0.0106833311715466	0.130564208971782	CX3CR1/FCGR2B/KLRD1/KLRC1	4
BP	GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	4/325	16/5738	0.0106833311715466	0.0106833311715466	0.130564208971782	JAK2/NOD2/CCL2/IFNG	4
BP	GO:0060438	trachea development	4/325	16/5738	0.0106833311715466	0.0106833311715466	0.130564208971782	LEF1/EDA/MAPK3/MAP2K1	4
BP	GO:0010942	positive regulation of cell death	31/325	358/5738	0.0108857231154752	0.0108857231154752	0.132515985418107	BCL10/RBM10/MAP3K5/MAP2K7/CD274/FOXO1/RARB/PAK3/JAK2/TLR6/LTA/BLK/STK17B/NCOA1/FCGR2B/UBB/CCL2/PLCG1/FASLG/ID3/FBXW7/TLR3/IFNG/CD40/MAP3K9/PICALM/LCK/IL6/TNFRSF10A/NR3C1/APBB1	31
BP	GO:0034109	homotypic cell-cell adhesion	7/325	44/5738	0.0109646130791755	0.0109646130791755	0.132954950536548	JAK2/BLK/PRKCA/IL6ST/PIK3CG/MYH9/IL6	7
BP	GO:0051090	regulation of DNA-binding transcription factor activity	28/325	316/5738	0.0113719022467641	0.0113719022467641	0.136824723483098	TRIM25/BCL10/RNF2/CHUK/IRAK2/CARD11/CX3CR1/EDA/EOMES/FOXP3/JAK2/TLR6/MAPK3/HIPK2/PRKCH/HCLS1/NOD2/SIGIRR/PRKCB/IL5/ID3/GLI3/CMKLR1/CRTC3/TLR3/CD40/IL6/ARHGEF5	28
BP	GO:2000147	positive regulation of cell motility	28/325	316/5738	0.0113719022467641	0.0113719022467641	0.136824723483098	NOS3/LEF1/SP1/ETS1/GATA3/FLT4/CD274/CX3CR1/STAT5A/MET/PDGFB/PAK3/JAK2/MAPK3/ITGB1BP1/PRKCA/IQSEC1/PIK3CG/PLCG1/GPSM3/CMKLR1/IFNG/EPHA4/CCR7/CD40/SDCBP/IL6/PTAFR	28
BP	GO:0002377	immunoglobulin production	8/325	55/5738	0.0114775819485461	0.0114775819485461	0.137373313601789	B2M/FOXP3/FCGR2B/IL5/YY1/CD40/IL6/CD86	8
BP	GO:0006935	chemotaxis	30/325	345/5738	0.0115060049032356	0.0115060049032356	0.137373313601789	CCR8/CHN1/LEF1/IL16/L1CAM/GATA3/CCR3/CX3CR1/MET/PDGFB/MAPK3/MAP2K1/PIK3CG/NOD2/BCL11B/CCL2/PLXNC1/CXCR5/PLXNA4/GLI3/GPSM3/CMKLR1/EPHA4/CCR7/IL6/NCAM1/PTAFR/PIP5K1A/ARHGEF5/ETV1	30
BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	5/325	25/5738	0.0117474643166735	0.0117474643166735	0.13813106965658	LTA/FCGR2B/NOD2/PLCG1/CCR7	5
BP	GO:0032620	interleukin-17 production	5/325	25/5738	0.0117474643166735	0.0117474643166735	0.13813106965658	FOXP3/JAK2/NOD2/IFNG/IL6	5
BP	GO:0032660	regulation of interleukin-17 production	5/325	25/5738	0.0117474643166735	0.0117474643166735	0.13813106965658	FOXP3/JAK2/NOD2/IFNG/IL6	5
BP	GO:0032689	negative regulation of interferon-gamma production	5/325	25/5738	0.0117474643166735	0.0117474643166735	0.13813106965658	GATA3/CD274/FOXP3/NOD2/PDCD1LG2	5
BP	GO:0043065	positive regulation of apoptotic process	28/325	317/5738	0.0118396541395164	0.0118396541395164	0.138689732105	BCL10/RBM10/MAP3K5/MAP2K7/CD274/FOXO1/RARB/PAK3/JAK2/LTA/BLK/STK17B/NCOA1/UBB/CCL2/PLCG1/FASLG/ID3/FBXW7/TLR3/IFNG/CD40/MAP3K9/LCK/IL6/TNFRSF10A/NR3C1/APBB1	28
BP	GO:0002573	myeloid leukocyte differentiation	15/325	140/5738	0.0123547297439595	0.0123547297439595	0.143850497305606	LEF1/GATA3/HCLS1/PRKCA/IRF4/SP3/GPR68/IL5/FBXW7/TLR3/JUNB/IFNG/CCR7/MYH9/CAMK4	15
BP	GO:0032732	positive regulation of interleukin-1 production	7/325	45/5738	0.0123728988272522	0.0123728988272522	0.143850497305606	IL16/LILRA2/JAK2/TLR6/NOD2/IFNG/IL6	7
BP	GO:0042330	taxis	30/325	347/5738	0.0124226869596203	0.0124226869596203	0.143890431437236	CCR8/CHN1/LEF1/IL16/L1CAM/GATA3/CCR3/CX3CR1/MET/PDGFB/MAPK3/MAP2K1/PIK3CG/NOD2/BCL11B/CCL2/PLXNC1/CXCR5/PLXNA4/GLI3/GPSM3/CMKLR1/EPHA4/CCR7/IL6/NCAM1/PTAFR/PIP5K1A/ARHGEF5/ETV1	30
BP	GO:0002275	myeloid cell activation involved in immune response	8/325	56/5738	0.0127519790385046	0.0127519790385046	0.146069474401049	LAT2/CX3CR1/LILRA2/BLK/RASGRP1/PIK3CG/IFNG/PTAFR	8
BP	GO:1990868	response to chemokine	8/325	56/5738	0.0127519790385046	0.0127519790385046	0.146069474401049	CCR8/CCR3/GPR35/CX3CR1/CCL2/CXCR5/CMKLR1/CCR7	8
BP	GO:1990869	cellular response to chemokine	8/325	56/5738	0.0127519790385046	0.0127519790385046	0.146069474401049	CCR8/CCR3/GPR35/CX3CR1/CCL2/CXCR5/CMKLR1/CCR7	8
BP	GO:0001913	T cell mediated cytotoxicity	4/325	17/5738	0.013359295808161	0.013359295808161	0.147580308440782	B2M/FCGR2B/KLRD1/KLRC1	4
BP	GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	4/325	17/5738	0.013359295808161	0.013359295808161	0.147580308440782	LILRA2/PRKCA/LY96/SIGIRR	4
