ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0031348	negative regulation of defense response	16/345	112/6032	0.00057069641473997	0.00057069641473997	0.0121272988132244	PRKCD/MAPK7/KLF4/NOD2/PPARG/GPS2/NLRP3/CRK/TEK/ELANE/TNFAIP3/PTPN2/TYRO3/ZFP36/NLRP12/NDFIP1	16
BP	GO:0002532	production of molecular mediator involved in inflammatory response	9/345	43/6032	0.000587939964562624	0.000587939964562624	0.0123225773394632	NOD2/PYCARD/TLR4/IL17RA/CARD9/IL4R/GPSM3/PER1/ADCY7	9
BP	GO:0007034	vacuolar transport	9/345	43/6032	0.000587939964562624	0.000587939964562624	0.0123225773394632	TSG101/CLU/VPS25/ADRB2/IGF2R/CHMP1A/PINK1/SORT1/NDFIP1	9
BP	GO:0051248	negative regulation of protein metabolic process	43/345	455/6032	0.000613410682529369	0.000613410682529369	0.0127689570648971	PRKCD/TSG101/PRKAR2B/KLF4/APLP2/PYCARD/SIRT7/CLU/RGS14/PPARG/VPS25/JUN/SPI1/PTPN6/RASSF2/GPS2/SPOCK1/TSPO/LILRB2/GRIN2C/TRIB1/PTPN22/YWHAB/NOCT/SMPD1/MLXIPL/CDKN2B/MICAL1/PFDN1/ZGPAT/PRDX3/ZC3H12D/TNFAIP3/BST2/PTPN2/DUSP1/BAX/PSEN1/STYXL1/ZFP36/NLRP12/TOB1/CDKN1A	43
BP	GO:0001933	negative regulation of protein phosphorylation	24/345	206/6032	0.000627052280434315	0.000627052280434315	0.0129647295819527	PRKCD/TSG101/PRKAR2B/PYCARD/RGS14/PPARG/VPS25/JUN/PTPN6/RASSF2/TRIB1/PTPN22/SMPD1/MLXIPL/CDKN2B/MICAL1/ZGPAT/TNFAIP3/PTPN2/DUSP1/BAX/PSEN1/NLRP12/CDKN1A	24
BP	GO:0052548	regulation of endopeptidase activity	21/345	170/6032	0.000631607188494285	0.000631607188494285	0.0129712617234397	BID/NCSTN/KLF4/APLP2/PYCARD/F3/PPARG/SPOCK1/NLRP3/AKIRIN2/CARD9/NLRP1/MICAL1/PRDX3/CFLAR/BST2/MTCH1/BAX/CASP1/CTSH/NLRP12	21
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	22/345	182/6032	0.000636620711950274	0.000636620711950274	0.0129870625237856	TNFSF13B/ZBTB16/SMARCD3/NOD2/PTAFR/PYCARD/CD4/LGALS1/PTPN6/IRAK1/LILRB2/ANXA1/NLRP3/BCL6/PTPN22/IL4R/TYK2/SIRPB1/ELANE/ZBTB7B/IL21/HLX	22
BP	GO:0002313	mature B cell differentiation involved in immune response	6/345	20/6032	0.000654716356541159	0.000654716356541159	0.0132426952990853	LGALS1/SPI1/BCL6/NKX2-3/IL21/PLCG2	6
BP	GO:0051250	negative regulation of lymphocyte activation	14/345	92/6032	0.00065780708675195	0.00065780708675195	0.0132426952990853	PTPN6/CEBPB/TYROBP/LILRB2/ANXA1/BCL6/PTPN22/IL4R/ZBTB7B/TNFAIP3/PTPN2/HLX/TYRO3/NDFIP1	14
BP	GO:1902532	negative regulation of intracellular signal transduction	31/345	298/6032	0.000773359745321949	0.000773359745321949	0.0153533147928902	BID/PRKCD/MAPK7/HOMER3/PYCARD/TLR4/CLU/RGS14/PLEK/PPARG/SPI1/PTPN6/P2RX7/RASSF2/GPS2/NLRP3/BCL6/PTPN22/ZNF385A/SMPD1/TANK/IGF1R/PER1/TNFAIP3/PTPN2/DUSP1/ARHGAP24/PINK1/CARD19/NLRP12/MCL1	31
BP	GO:0045064	T-helper 2 cell differentiation	5/345	14/6032	0.000774688549603625	0.000774688549603625	0.0153533147928902	ANXA1/NLRP3/BCL6/IL4R/HLX	5
BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	8/345	36/6032	0.000777700585914372	0.000777700585914372	0.0153533147928902	BID/PLAGL2/RIPK3/NACC2/PTPN2/BAX/STYXL1/MCL1	8
BP	GO:0045859	regulation of protein kinase activity	40/345	420/6032	0.000824163751328961	0.000824163751328961	0.0161662889683758	AZU1/PRKCD/TSG101/RAP2C/CCND3/PRKAR2B/NOD2/PYCARD/RALB/TLR4/CD4/CLU/RGS14/FCGR1A/PPARG/VPS25/PTPN6/P2RX7/RASSF2/TNFRSF10B/RIPK3/ADRB2/IRAK1/EREG/TRIB1/PTPN22/VLDLR/SMPD1/ELANE/CDKN2B/UNC119/ZGPAT/C5AR1/TNFAIP3/PTPN2/DUSP1/PINK1/IQGAP1/PSEN1/CDKN1A	40
BP	GO:0071345	cellular response to cytokine stimulus	43/345	462/6032	0.000842870095633523	0.000842870095633523	0.0163730545084232	GFI1/TNFSF13B/FOS/TLR2/KLF4/NFIL3/PYCARD/TLR4/CD4/F3/CCL24/PPARG/SPI1/PTPN6/PDE1B/TNIP2/GPS2/CEBPB/CXCR4/IRAK1/EREG/LILRB2/KLF2/IFNGR2/IL17RA/ZFAND6/NFKBIA/IL4R/TANK/TYK2/IRF5/IFNGR1/CCL26/IL13RA1/TNFAIP3/PTPN2/ILK/DUSP1/CASP1/ZFP36/RAB43/NLRP12/IRF3	43
BP	GO:0002285	lymphocyte activation involved in immune response	16/345	116/6032	0.000845406082461065	0.000845406082461065	0.0163730545084232	TNFSF13/TLR4/LGALS1/SPI1/ANXA1/NLRP3/BCL6/IL4R/RAB27A/NKX2-3/ZBTB7B/IL21/PLCG2/HLX/PSEN1/NDFIP1	16
BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	6/345	21/6032	0.00087301287358306	0.00087301287358306	0.016696371207276	NOD2/TLR4/NFKBIA/PTPN22/TNFAIP3/IRF3	6
BP	GO:0072665	protein localization to vacuole	6/345	21/6032	0.00087301287358306	0.00087301287358306	0.016696371207276	TSG101/CLU/VPS25/TNFAIP3/GLMP/SORT1	6
BP	GO:2000377	regulation of reactive oxygen species metabolic process	12/345	74/6032	0.000888913911309321	0.000888913911309321	0.0168948855192952	PRKCD/TLR4/RIPK3/TYROBP/TSPO/ITGAM/RAB27A/RAC1/CFLAR/PLCG2/PINK1/CDKN1A	12
BP	GO:0050866	negative regulation of cell activation	16/345	117/6032	0.000929458774589659	0.000929458774589659	0.0175564435200269	PRKCD/SPI1/PTPN6/CEBPB/TYROBP/LILRB2/ANXA1/BCL6/PTPN22/IL4R/ZBTB7B/TNFAIP3/PTPN2/HLX/TYRO3/NDFIP1	16
BP	GO:0030041	actin filament polymerization	10/345	55/6032	0.000953981822758097	0.000953981822758097	0.017909106611287	PRKCD/PYCARD/CCL24/PFN1/RAC1/PSTPIP1/CDC42EP3/CCL26/BAIAP2L1/FLII	10
BP	GO:0032570	response to progesterone	7/345	29/6032	0.000983145625255494	0.000983145625255494	0.0182328825047383	FOS/TLR2/TSPO/IGF1R/FOSL1/TXNIP/FOSB	7
BP	GO:0042092	type 2 immune response	7/345	29/6032	0.000983145625255494	0.000983145625255494	0.0182328825047383	NOD2/ANXA1/NLRP3/BCL6/IL4R/HLX/NDFIP1	7
BP	GO:1901222	regulation of NIK/NF-kappaB signaling	11/345	65/6032	0.00100497613079609	0.00100497613079609	0.0185254636158798	TLR2/NOD2/TLR4/SPI1/RASSF2/IRAK1/NLRP3/NFKBIA/PTPN22/ILK/NLRP12	11
BP	GO:0050777	negative regulation of immune response	14/345	96/6032	0.00101478351947672	0.00101478351947672	0.0185942369437052	NOD2/PPARG/SPI1/PTPN6/ANXA1/BCL6/IL4R/CRK/ZBTB7B/TNFAIP3/PTPN2/HLX/TYRO3/NDFIP1	14
BP	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	10/345	56/6032	0.00110364916529986	0.00110364916529986	0.0201021812251047	BID/PYCARD/F3/PPARG/NLRP1/CFLAR/MTCH1/BAX/CTSH/NLRP12	10
BP	GO:0002695	negative regulation of leukocyte activation	15/345	108/6032	0.00113474264112276	0.00113474264112276	0.0203455806180802	SPI1/PTPN6/CEBPB/TYROBP/LILRB2/ANXA1/BCL6/PTPN22/IL4R/ZBTB7B/TNFAIP3/PTPN2/HLX/TYRO3/NDFIP1	15
BP	GO:0043549	regulation of kinase activity	45/345	497/6032	0.00113689233715134	0.00113689233715134	0.0203455806180802	AZU1/PRKCD/TSG101/RAP2C/CCND3/PRKAR2B/NOD2/PYCARD/RALB/TLR4/CD4/CLU/RGS14/FCGR1A/PPARG/VPS25/PTPN6/P2RX7/RASSF2/TNFRSF10B/RIPK3/ADRB2/IRAK1/EREG/IRS2/TRIB1/PTPN22/VLDLR/TEK/SMPD1/IGF1R/ELANE/CDKN2B/UNC119/ZGPAT/PRDX3/C5AR1/TNFAIP3/PTPN2/DUSP1/PINK1/IQGAP1/PSEN1/TYRO3/CDKN1A	45
BP	GO:0032481	positive regulation of type I interferon production	8/345	38/6032	0.00113695891689272	0.00113695891689272	0.0203455806180802	TLR2/TLR4/IRAK1/PTPN22/IRF5/PLCG2/TLR8/IRF3	8
BP	GO:0016064	immunoglobulin mediated immune response	11/345	66/6032	0.00114568077049341	0.00114568077049341	0.0203824602192432	PRKCD/TNFSF13/NOD2/CLU/FCGR1A/PTPN6/CARD9/BCL6/IL4R/TLR8/NDFIP1	11
BP	GO:0002683	negative regulation of immune system process	25/345	228/6032	0.00118630742832568	0.00118630742832568	0.0209832412177837	HOXA7/NOD2/TLR4/PPARG/SPI1/PTPN6/GPS2/CEBPB/TYROBP/LILRB2/TSC22D3/ANXA1/TRIB1/BCL6/PTPN22/IL4R/CRK/ZBTB7B/TNFAIP3/BST2/PTPN2/DUSP1/HLX/TYRO3/NDFIP1	25
BP	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	13/345	87/6032	0.00121151091824875	0.00121151091824875	0.0213058816657539	BID/PYCARD/F3/PPARG/NLRP3/CARD9/NLRP1/CFLAR/MTCH1/BAX/CASP1/CTSH/NLRP12	13
BP	GO:0006469	negative regulation of protein kinase activity	18/345	143/6032	0.00122489418628131	0.00122489418628131	0.0214181497715474	PRKCD/TSG101/PRKAR2B/PYCARD/RGS14/PPARG/VPS25/PTPN6/TRIB1/PTPN22/SMPD1/CDKN2B/ZGPAT/TNFAIP3/PTPN2/DUSP1/PSEN1/CDKN1A	18
BP	GO:0009952	anterior/posterior pattern specification	21/345	179/6032	0.00124230372305886	0.00124230372305886	0.0215991442759097	HOXA10/HOXA7/HOXB7/PBX3/HOXB3/HOXA2/HOXA4/ZBTB16/HOXA5/HOXB4/HOXB6/HOXA3/HOXB5/HOXB8/HOXB2/HOXB9/TAF10/HOXA9/HOXA6/PSEN1/MESP2	21
BP	GO:0070663	regulation of leukocyte proliferation	20/345	167/6032	0.00125145131566255	0.00125145131566255	0.0216352600334881	BID/TNFSF13B/PYCARD/TLR4/PTPN6/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ANXA1/BCL6/PTPN22/TYK2/ZBTB7B/TNFAIP3/IL21/BST2/CDKN1A/NDFIP1	20
BP	GO:1903038	negative regulation of leukocyte cell-cell adhesion	12/345	77/6032	0.00127534860612771	0.00127534860612771	0.0218187048419311	KLF4/PTPN6/CEBPB/LILRB2/ANXA1/BCL6/PTPN22/IL4R/ZBTB7B/PTPN2/HLX/NDFIP1	12
BP	GO:0007159	leukocyte cell-cell adhesion	26/345	242/6032	0.00128323406432434	0.00128323406432434	0.0218187048419311	TNFSF13B/ZBTB16/SMARCD3/KLF4/NOD2/PTAFR/PYCARD/CD4/LGALS1/PTPN6/CEBPB/IRAK1/LILRB2/ANXA1/NLRP3/BCL6/PTPN22/IL4R/TYK2/SIRPB1/ELANE/ZBTB7B/IL21/PTPN2/HLX/NDFIP1	26
BP	GO:0031400	negative regulation of protein modification process	30/345	294/6032	0.00128345322599595	0.00128345322599595	0.0218187048419311	PRKCD/TSG101/PRKAR2B/PYCARD/SIRT7/RGS14/PPARG/VPS25/JUN/SPI1/PTPN6/RASSF2/GPS2/TSPO/TRIB1/PTPN22/YWHAB/SMPD1/MLXIPL/CDKN2B/MICAL1/ZGPAT/TNFAIP3/PTPN2/DUSP1/BAX/PSEN1/STYXL1/NLRP12/CDKN1A	30
BP	GO:0002698	negative regulation of immune effector process	11/345	67/6032	0.00130222740089655	0.00130222740089655	0.0220155571643284	NOD2/SPI1/PTPN6/ANXA1/BCL6/IL4R/CRK/ZBTB7B/BST2/HLX/NDFIP1	11
BP	GO:0007009	plasma membrane organization	9/345	48/6032	0.00135760425802144	0.00135760425802144	0.0228256540084923	PRKCD/CLU/P2RX7/NDRG1/S100A10/CXCR4/SMPD1/CHMP1A/BAIAP2L1	9
BP	GO:0010950	positive regulation of endopeptidase activity	15/345	110/6032	0.00137284182696484	0.00137284182696484	0.0228309564701761	BID/NCSTN/PYCARD/F3/PPARG/NLRP3/AKIRIN2/CARD9/NLRP1/CFLAR/MTCH1/BAX/CASP1/CTSH/NLRP12	15
BP	GO:0043409	negative regulation of MAPK cascade	15/345	110/6032	0.00137284182696484	0.00137284182696484	0.0228309564701761	PRKCD/TLR4/RGS14/PPARG/PTPN6/P2RX7/GPS2/PTPN22/SMPD1/IGF1R/PER1/PTPN2/DUSP1/PINK1/NLRP12	15
BP	GO:0045862	positive regulation of proteolysis	22/345	193/6032	0.00140152034634529	0.00140152034634529	0.0231819041071168	BID/NCSTN/PYCARD/F3/CLU/PPARG/S100A10/TRIB1/NLRP3/AKIRIN2/CARD9/NLRP1/TANK/ANTXR1/CFLAR/MTCH1/BAX/PINK1/PSEN1/CASP1/CTSH/NLRP12	22
BP	GO:0050871	positive regulation of B cell activation	10/345	58/6032	0.00146066470322504	0.00146066470322504	0.0238960900402654	TNFSF13B/TNFSF13/NOD2/TLR4/TNIP2/IRS2/AKIRIN2/BCL6/IL21/CDKN1A	10
BP	GO:0071346	cellular response to interferon-gamma	10/345	58/6032	0.00146066470322504	0.00146066470322504	0.0238960900402654	TLR2/TLR4/CCL24/PPARG/IFNGR2/IFNGR1/CCL26/PTPN2/CASP1/RAB43	10
BP	GO:0002821	positive regulation of adaptive immune response	11/345	68/6032	0.00147593497307522	0.00147593497307522	0.0238960900402654	TNFSF13B/TNFSF13/NOD2/PYCARD/CD4/FCGR1A/P2RX7/NLRP3/AKIRIN2/CARD9/TYK2	11
BP	GO:0019724	B cell mediated immunity	11/345	68/6032	0.00147593497307522	0.00147593497307522	0.0238960900402654	PRKCD/TNFSF13/NOD2/CLU/FCGR1A/PTPN6/CARD9/BCL6/IL4R/TLR8/NDFIP1	11
BP	GO:0015918	sterol transport	7/345	31/6032	0.00150041812658406	0.00150041812658406	0.0241646287755118	CLU/VAPA/PPARG/GPS2/TSPO/NFKBIA/RXRA	7
BP	GO:0072593	reactive oxygen species metabolic process	14/345	100/6032	0.00152236407447643	0.00152236407447643	0.0243897071617689	PRKCD/TLR4/P2RX7/RIPK3/TYROBP/TSPO/ITGAM/RAB27A/RAC1/PRDX3/CFLAR/PLCG2/PINK1/CDKN1A	14
BP	GO:0060216	definitive hemopoiesis	5/345	16/6032	0.00153696550008618	0.00153696550008618	0.0244953876576236	HOXB3/HOXB4/TEK/HOXA9/MEIS1	5
BP	GO:0045089	positive regulation of innate immune response	12/345	79/6032	0.00160324367943422	0.00160324367943422	0.0254193039329985	NOD2/PYCARD/TLR4/SPI1/EREG/TYROBP/AKIRIN2/CARD9/IL21/PLCG2/TLR8/IRF3	12
BP	GO:0038061	NIK/NF-kappaB signaling	13/345	90/6032	0.00166604960970466	0.00166604960970466	0.0256504269171813	TLR2/NOD2/TLR4/SPI1/RASSF2/TNFRSF10B/RIPK3/IRAK1/NLRP3/NFKBIA/PTPN22/ILK/NLRP12	13
BP	GO:0034341	response to interferon-gamma	11/345	69/6032	0.0016681867796991	0.0016681867796991	0.0256504269171813	TLR2/TLR4/CCL24/PPARG/IFNGR2/IFNGR1/CCL26/BST2/PTPN2/CASP1/RAB43	11
BP	GO:0002444	myeloid leukocyte mediated immunity	10/345	59/6032	0.00167148204356717	0.00167148204356717	0.0256504269171813	AZU1/PTAFR/FCGR1A/SPI1/TYROBP/ITGAM/CARD9/PRAM1/IL4R/ELANE	10
BP	GO:0002831	regulation of response to biotic stimulus	20/345	171/6032	0.00167559668534076	0.00167559668534076	0.0256504269171813	NOD2/PYCARD/TLR4/PPARG/SPI1/PTPN6/EREG/TYROBP/TRIB1/AKIRIN2/CARD9/PTPN22/CRK/TNFAIP3/IL21/PLCG2/PTPN2/TLR8/TYRO3/IRF3	20
BP	GO:0032509	endosome transport via multivesicular body sorting pathway	4/345	10/6032	0.00167649849131904	0.00167649849131904	0.0256504269171813	TSG101/VPS25/CHMP1A/SORT1	4
BP	GO:0036257	multivesicular body organization	4/345	10/6032	0.00167649849131904	0.00167649849131904	0.0256504269171813	TSG101/VPS25/RAB27A/CHMP1A	4
BP	GO:1902563	regulation of neutrophil activation	4/345	10/6032	0.00167649849131904	0.00167649849131904	0.0256504269171813	PTAFR/SPI1/ITGAM/PRAM1	4
BP	GO:0008285	negative regulation of cell population proliferation	40/345	436/6032	0.00169279180860935	0.00169279180860935	0.0257708603698737	ZNF503/ZBTB16/BTG1/TSG101/TLR2/KLF4/KLF11/PPARGC1A/PPARG/JUN/PTPN6/NDRG1/CEBPB/SIX5/EREG/TYROBP/TSPO/LILRB2/EAF2/ABCC8/TRIB1/NACC2/S100A11/BCL6/CD33/SSTR4/CDKN2B/FOSL1/VDR/ZBTB7B/ATOH8/TNFAIP3/PTPN2/ILK/DUSP1/BAX/TNFRSF8/TOB1/CDKN1A/NDFIP1	40
BP	GO:0019221	cytokine-mediated signaling pathway	30/345	301/6032	0.00186158725461686	0.00186158725461686	0.0280732435389136	GFI1/TNFSF13B/PYCARD/CD4/F3/CCL24/PPARG/SPI1/PTPN6/TNIP2/GPS2/CXCR4/IRAK1/EREG/LILRB2/IFNGR2/IL17RA/NFKBIA/IL4R/TANK/TYK2/IRF5/IFNGR1/CCL26/IL13RA1/TNFAIP3/PTPN2/ILK/CASP1/IRF3	30
BP	GO:0002335	mature B cell differentiation	6/345	24/6032	0.0018715495692609	0.0018715495692609	0.0280732435389136	LGALS1/SPI1/BCL6/NKX2-3/IL21/PLCG2	6
BP	GO:0043331	response to dsRNA	6/345	24/6032	0.0018715495692609	0.0018715495692609	0.0280732435389136	NOD2/RALB/P2RX7/CARD9/NFKBIA/IRF3	6
BP	GO:0050670	regulation of lymphocyte proliferation	18/345	149/6032	0.00196410025124336	0.00196410025124336	0.0293177891161205	BID/TNFSF13B/PYCARD/TLR4/PTPN6/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ANXA1/BCL6/PTPN22/TYK2/ZBTB7B/IL21/CDKN1A/NDFIP1	18
BP	GO:0010629	negative regulation of gene expression	42/345	468/6032	0.00198571397668911	0.00198571397668911	0.029496528003246	ZNF503/PRKCD/ZC3H7A/HOMER3/KLF4/NOD2/PYCARD/TLR4/PPARG/SPI1/TERF2/ACVR1B/PTPN6/TYROBP/TSPO/KLF2/ANXA1/NLRP3/AKIRIN2/BCL6/CD33/PTPN22/MBD2/ANXA4/RAC1/NOCT/ELANE/ZBTB7B/ATOH8/ZC3H12D/TNFAIP3/CHMP1A/BST2/ADCY7/TLR8/PINK1/PSEN1/ZFP36/NLRP12/TOB1/CDKN1A/NDFIP1	42
BP	GO:0042110	T cell activation	33/345	343/6032	0.00200878290398422	0.00200878290398422	0.0296950516241146	BID/TNFSF13B/ZBTB16/SMARCD3/CCND3/NCSTN/NOD2/PYCARD/CD4/LGALS1/SPI1/PTPN6/P2RX7/CEBPB/RIPK3/LILRB2/ANXA1/NLRP3/BCL6/PTPN22/IL4R/RAB27A/NKX2-3/TYK2/SIRPB1/ZBTB7B/IL21/PTPN2/ELF4/BAX/HLX/PSEN1/NDFIP1	33
BP	GO:0050678	regulation of epithelial cell proliferation	26/345	250/6032	0.00205048371319449	0.00205048371319449	0.030165770011419	BID/TCF7L2/HOXA5/NOD2/F3/JAG1/CCL24/PPARG/JUN/EREG/IRS2/EAF2/TEK/NKX2-3/CDKN2B/CCL26/VDR/ATOH8/ZNF703/C5AR1/TNFAIP3/CFLAR/GPBAR1/BAX/HLX/ZFP36	26
BP	GO:0045623	negative regulation of T-helper cell differentiation	5/345	17/6032	0.00207652180037168	0.00207652180037168	0.0302578890911302	ANXA1/BCL6/IL4R/ZBTB7B/HLX	5
BP	GO:1900017	positive regulation of cytokine production involved in inflammatory response	5/345	17/6032	0.00207652180037168	0.00207652180037168	0.0302578890911302	NOD2/TLR4/IL17RA/CARD9/GPSM3	5
BP	GO:0050673	epithelial cell proliferation	29/345	290/6032	0.00210234728500528	0.00210234728500528	0.0304890174981809	BID/TCF7L2/HOXA5/NCSTN/NOD2/F3/JAG1/CCL24/PPARG/JUN/CEBPB/EREG/IRS2/EAF2/TEK/NKX2-3/CDKN2B/CCL26/VDR/ATOH8/ZNF703/C5AR1/TNFAIP3/CFLAR/GPBAR1/BAX/HLX/PSEN1/ZFP36	29
BP	GO:0050868	negative regulation of T cell activation	11/345	71/6032	0.00211417534200179	0.00211417534200179	0.0305159271062522	PTPN6/CEBPB/LILRB2/ANXA1/BCL6/PTPN22/IL4R/ZBTB7B/PTPN2/HLX/NDFIP1	11
BP	GO:0034340	response to type I interferon	7/345	33/6032	0.00220847066560591	0.00220847066560591	0.0314896217720305	PTPN6/IRAK1/SMPD1/TANK/TYK2/PTPN2/IRF3	7
BP	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	7/345	33/6032	0.00220847066560591	0.00220847066560591	0.0314896217720305	PRKCD/TSG101/VPS25/PTPN6/ZGPAT/PTPN2/PSEN1	7
BP	GO:0032102	negative regulation of response to external stimulus	20/345	175/6032	0.00221628171169032	0.00221628171169032	0.0314896217720305	PRKCD/MAPK7/USF1/KLF4/NOD2/PPARG/GPS2/ABCC8/TRIB1/NLRP3/CRK/TEK/ELANE/TNFAIP3/PTPN2/DUSP1/TYRO3/ZFP36/NLRP12/NDFIP1	20
BP	GO:0071901	negative regulation of protein serine/threonine kinase activity	12/345	82/6032	0.00222279683096686	0.00222279683096686	0.0314896217720305	PRKCD/PRKAR2B/PYCARD/RGS14/PPARG/PTPN6/PTPN22/SMPD1/CDKN2B/TNFAIP3/DUSP1/CDKN1A	12
BP	GO:0032273	positive regulation of protein polymerization	8/345	42/6032	0.00224658704447982	0.00224658704447982	0.0316799832078721	PYCARD/CCL24/PFN1/RAC1/CDC42EP3/CCL26/BAIAP2L1/PINK1	8
BP	GO:0032944	regulation of mononuclear cell proliferation	18/345	151/6032	0.0022819566842483	0.0022819566842483	0.031905214635364	BID/TNFSF13B/PYCARD/TLR4/PTPN6/CEBPB/RIPK3/TYROBP/IRS2/LILRB2/ANXA1/BCL6/PTPN22/TYK2/ZBTB7B/IL21/CDKN1A/NDFIP1	18
BP	GO:0051345	positive regulation of hydrolase activity	38/345	415/6032	0.00228887878926899	0.00228887878926899	0.031905214635364	BID/ABR/PRKCD/NCSTN/PTAFR/PYCARD/F3/CCL24/RGS14/PLEK/PPARG/GMIP/S100A10/RIPK3/ADAP1/NLRP3/AKIRIN2/CARD9/CD33/CRK/TBC1D8/RASGRP4/ASAP2/TBC1D10B/NLRP1/TANK/CCL26/ANTXR1/ARAP1/C5AR1/CFLAR/MTCH1/ARHGAP24/BAX/PINK1/CASP1/CTSH/NLRP12	38
BP	GO:0010934	macrophage cytokine production	6/345	25/6032	0.002345971664365	0.002345971664365	0.031905214635364	NOD2/PYCARD/TLR4/P2RX7/CARD9/PLCG2	6
BP	GO:0010935	regulation of macrophage cytokine production	6/345	25/6032	0.002345971664365	0.002345971664365	0.031905214635364	NOD2/PYCARD/TLR4/P2RX7/CARD9/PLCG2	6
BP	GO:0032620	interleukin-17 production	6/345	25/6032	0.002345971664365	0.002345971664365	0.031905214635364	NOD2/TLR4/CARD9/TYK2/ZBTB7B/IL21	6
BP	GO:0032660	regulation of interleukin-17 production	6/345	25/6032	0.002345971664365	0.002345971664365	0.031905214635364	NOD2/TLR4/CARD9/TYK2/ZBTB7B/IL21	6
BP	GO:0097242	amyloid-beta clearance	6/345	25/6032	0.002345971664365	0.002345971664365	0.031905214635364	CLU/ITGAM/IFNGR1/IGF1R/C5AR1/IDE	6
BP	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	6/345	25/6032	0.002345971664365	0.002345971664365	0.031905214635364	ANXA1/BCL6/IL4R/ZBTB7B/HLX/NDFIP1	6
BP	GO:0002312	B cell activation involved in immune response	9/345	52/6032	0.00243373563562866	0.00243373563562866	0.0326632940571215	TNFSF13/TLR4/LGALS1/SPI1/BCL6/NKX2-3/IL21/PLCG2/NDFIP1	9
BP	GO:0008064	regulation of actin polymerization or depolymerization	9/345	52/6032	0.00243373563562866	0.00243373563562866	0.0326632940571215	PRKCD/PYCARD/CCL24/PLEK/PFN1/CDC42EP3/CCL26/BAIAP2L1/FLII	9
BP	GO:0030832	regulation of actin filament length	9/345	52/6032	0.00243373563562866	0.00243373563562866	0.0326632940571215	PRKCD/PYCARD/CCL24/PLEK/PFN1/CDC42EP3/CCL26/BAIAP2L1/FLII	9
BP	GO:0002829	negative regulation of type 2 immune response	4/345	11/6032	0.00251662532790501	0.00251662532790501	0.0334820587103884	ANXA1/BCL6/HLX/NDFIP1	4
BP	GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	4/345	11/6032	0.00251662532790501	0.00251662532790501	0.0334820587103884	TLR2/TLR4/PDE1B/PTPN2	4
BP	GO:0009299	mRNA transcription	8/345	43/6032	0.00262570637703233	0.00262570637703233	0.0346907798938776	PPARG/S100A10/EREG/TAF8/RXRA/VDR/C5AR1/TAF10	8
BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	16/345	129/6032	0.002630150632477	0.002630150632477	0.0346907798938776	BID/KLF4/PYCARD/F3/PPARG/NLRP3/CARD9/NLRP1/MICAL1/PRDX3/CFLAR/MTCH1/BAX/CASP1/CTSH/NLRP12	16
BP	GO:0061082	myeloid leukocyte cytokine production	7/345	34/6032	0.00264728705338735	0.00264728705338735	0.0347669458513532	NOD2/PYCARD/TLR4/P2RX7/CARD9/BCL6/PLCG2	7
BP	GO:0072666	establishment of protein localization to vacuole	5/345	18/6032	0.00274221262548894	0.00274221262548894	0.0358597035640862	TSG101/CLU/VPS25/TNFAIP3/SORT1	5
BP	GO:0050900	leukocyte migration	23/345	217/6032	0.00287989139736443	0.00287989139736443	0.0374777649535647	ARTN/HOXA7/AZU1/NOD2/PTAFR/PYCARD/C3AR1/ITGA7/CCL24/SPI1/RIPK3/CXCR4/IL17RA/ANXA1/CRK/GPSM3/RAC1/NKX2-3/ELANE/CCL26/C5AR1/DUSP1/NLRP12	23
BP	GO:0030838	positive regulation of actin filament polymerization	6/345	26/6032	0.00290553226762992	0.00290553226762992	0.0374777649535647	PYCARD/CCL24/PFN1/CDC42EP3/CCL26/BAIAP2L1	6
BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	6/345	26/6032	0.00290553226762992	0.00290553226762992	0.0374777649535647	NOD2/PYCARD/TLR4/P2RX7/CARD9/PLCG2	6
BP	GO:0042129	regulation of T cell proliferation	14/345	107/6032	0.00291493727416614	0.00291493727416614	0.0374777649535647	BID/TNFSF13B/PYCARD/PTPN6/CEBPB/RIPK3/LILRB2/ANXA1/BCL6/PTPN22/TYK2/ZBTB7B/IL21/NDFIP1	14
BP	GO:0051047	positive regulation of secretion	18/345	155/6032	0.00304825098525308	0.00304825098525308	0.0390278159618176	TCF7L2/TSG101/TLR2/PTAFR/P2RY2/TLR4/PPARG/P2RX7/S100A10/IRS2/ITGAM/CD33/IL4R/RAB27A/SSTR4/SCT/PINK1/RAB3D	18
