nodeLabel	Cluster_IDH2_R_25k	Cluster_IDH2_NR_25k	distance
MAR00704	0.033523301774237	0.0368726576047101	0.0073
MAR01802	0.289645648094834	0.294394632491588	0.0073
MAR02779	0.233397416055659	0.237785318665195	0.0073
MAR02941	0.26398158137693	0.268468465179505	0.0073
MAR04316	0.233397416055659	0.237785318665195	0.0073
MAR04892	0.102514197304109	0.106274830712628	0.0073
MAR05533	0.19670506579084	0.200959665332688	0.0073
MAR06866	0.185442448124435	0.189631968631573	0.0073
MAR07703	0.21227758901835	0.216617310649299	0.0073
MAR08095	0.122646130811318	0.126557660645927	0.0073
MAR08499	0.283968009419939	0.288678411815512	0.0073
MAR08529	0.281343642500948	0.285963764682124	0.0073
MAR08593	0.132985347787167	0.136853236054471	0.0073
MAR09086	0.037458312509879	0.0408351814144916	0.0073
MAR10083	0.0483031513571292	0.0518152343067382	0.0073
MAR10084	0.0483031513571292	0.0518152343067382	0.0073
MAR10086	0.0483031513571292	0.0518152343067382	0.0073
MAR10088	0.0483031513571292	0.0518152343067382	0.0073
MAR10091	0.0483031513571292	0.0518152343067382	0.0073
MAR10235	0.0463220807339695	0.0497416941119482	0.0073
MAR10377	0.244409526282902	0.248862607240441	0.0073
MAR11188	0.23813608909413	0.242530410248305	0.0073
MAR11756	0.220979560050815	0.225343921146454	0.0073
MAR12281	0.206809418780104	0.211097602670306	0.0073
MAR13056	0.0268282882233269	0.0301888145258078	0.0073
XPO1	0.790464525328904	0.797689160170346	0.0073
ZNF250	0.0512682941264115	0.0547306639055581	0.0073
MAR02408	0.215492876375074	0.219621036014025	0.0072
MAR03023	0.117140390124427	0.120778657870379	0.0072
MAR03330	0.206763895288943	0.21094237878878	0.0072
MAR03333	0.206763895288943	0.21094237878878	0.0072
MAR03334	0.206763895288943	0.21094237878878	0.0072
MAR03337	0.206763895288943	0.21094237878878	0.0072
MAR03338	0.206763895288943	0.21094237878878	0.0072
MAR03341	0.206763895288943	0.21094237878878	0.0072
MAR03384	0.277122663856511	0.281533993879051	0.0072
MAR03389	0.277122663856511	0.281533993879051	0.0072
MAR03501	0.180212802729533	0.184224256206922	0.0072
MAR03988	0.183288524993974	0.18728938036058	0.0072
MAR04987	0.296242922430238	0.300884876626101	0.0072
MAR05086	0.296242922430238	0.300884876626101	0.0072
MAR05187	0.299498643624002	0.304132088635446	0.0072
MAR05256	0.296242922430238	0.300884876626101	0.0072
MAR05528	0.196613698209479	0.200727383561893	0.0072
MAR05537	0.196613698209479	0.200727383561893	0.0072
MAR08607	0.242987511343547	0.247280949998691	0.0072
MAR08643	0.279673912007262	0.284114372962117	0.0072
MAR08807	0.189168125978644	0.19318890305096	0.0072
MAR08965	0.0538075364033435	0.0571806635065004	0.0072
MAR09107	0.0548918767689513	0.0582108556000722	0.0072
MAR09462	0.052867463397958	0.0562195745964073	0.0072
MAR09610	0.221402808655193	0.225622214059247	0.0072
MAR09822	0.111024977836612	0.114686213749757	0.0072
MAR09843	0.0332707335711308	0.0365953205461247	0.0072
MAR10021	0.217748977600246	0.221896260766211	0.0072
MAR10320	0.0232939279996343	0.0265270790183887	0.0072
MAR12282	0.24335257033388	0.247665260046674	0.0072
MTDH	0.444889341769683	0.450198006998477	0.0072
MAR00218	0.294649416398746	0.299051613168375	0.0071
MAR02046	0.296568437692707	0.300941951480985	0.0071
MAR02782	0.199699945875573	0.203706038871567	0.0071
MAR03063	0.169643490401271	0.173446300053009	0.0071
MAR03483	0.245375058768103	0.249542187315054	0.0071
MAR03523	0.181280151236887	0.18515398823972	0.0071
MAR04123	0.147948077828652	0.151624573657834	0.0071
MAR04128	0.117714980763733	0.121327045422722	0.0071
MAR04846	0.211718137071227	0.215661790318884	0.0071
MAR04931	0.21404460870813	0.218062303980946	0.0071
MAR06498	0.124768534536715	0.128277275411309	0.0071
MAR06767	0.265240478998326	0.269561987721339	0.0071
MAR07735	0.142260482278939	0.145923109361113	0.0071
MAR08853	0.19635595932143	0.200224170440297	0.0071
MAR08859	0.147948077828652	0.151624573657834	0.0071
MAR09234	0.0381391929154218	0.0412946207328207	0.0071
MAR09556	0.231723760146061	0.235818386680725	0.0071
MAR10005	0.12653572997867	0.130138914668567	0.0071
MAR10375	0.133610166984859	0.137281244014459	0.0071
MAR12677	0.0636778196720033	0.0669099972172345	0.0071
MAR12685	0.0636778196720033	0.0669099972172345	0.0071
ATP1B3	0.338285070957641	0.342718106171543	0.007
MAR00698	0.0474028646049977	0.0504345563935581	0.007
MAR01390	0.155055870640751	0.158665997274977	0.007
MAR01574	0.292449506110646	0.296699299381004	0.007
MAR01647	0.0977479068315834	0.101071975044098	0.007
MAR01735	0.293876454376104	0.298103831965242	0.007
MAR02054	0.29731213224155	0.301669422583732	0.007
MAR03332	0.236465243473414	0.24045879988465	0.007
MAR03336	0.236465243473414	0.24045879988465	0.007
MAR03340	0.236465243473414	0.24045879988465	0.007
MAR04381	0.10125410818356	0.104571653683144	0.007
MAR05178	0.325944367445461	0.330400888976298	0.007
MAR05366	0.325944367445461	0.330400888976298	0.007
MAR06322	0.325944367445461	0.330400888976298	0.007
MAR06517	0.121148125324804	0.124537308068389	0.007
MAR06764	0.285758207558281	0.289952016939418	0.007
MAR08411	0.133679252943845	0.137159122612089	0.007
MAR08812	0.192222723381004	0.195986019868164	0.007
MAR08816	0.218869499903234	0.222705817685926	0.007
MAR08848	0.121148125324804	0.124537308068389	0.007
MAR09845	0.00990512999571818	0.0127490358538992	0.007
MAR10558	0.0147281309655509	0.0176142214962555	0.007
MAR12141	0.0276974939298353	0.0307037418611245	0.007
MAR13014	0.152395017426767	0.156015037396131	0.007
DDX54	0.354344995975588	0.358810158900709	0.0069
MAR01601	0.10299442035907	0.106208297191625	0.0069
MAR01699	0.265014342863772	0.26901733808384	0.0069
MAR02047	0.298069122204363	0.302262682606399	0.0069
MAR02410	0.245193701305166	0.249137444216772	0.0069
MAR03024	0.117328630112891	0.120617997628257	0.0069
MAR03025	0.117242839969348	0.120493351583964	0.0069
MAR03498	0.21850398766831	0.22227790080694	0.0069
MAR03505	0.21850398766831	0.22227790080694	0.0069
MAR03849	0.270286339789284	0.274351645834811	0.0069
MAR04092	0.0329884563298007	0.0358231464213561	0.0069
MAR04726	0.107150152621393	0.110321118300946	0.0069
MAR06514	0.123991858159597	0.127242151899028	0.0069
MAR07186	0.224075231023917	0.22787864558697	0.0069
MAR07187	0.224075231023917	0.22787864558697	0.0069
MAR08118	0.0936780664199126	0.0967881735322777	0.0069
MAR08820	0.193069190085286	0.196676436516951	0.0069
MAR08834	0.101953806502913	0.105147767799997	0.0069
MAR08992	0.092779926360003	0.095974806314394	0.0069
MAR09004	0.132151813970909	0.135499621839068	0.0069
MAR09066	0.0339039273494971	0.0367261051337735	0.0069
MAR09424	0.0434298909615464	0.046378359843924	0.0069
MAR09694	0.0306479115435362	0.033498618086828	0.0069
MAR10132	0.0470783409098514	0.0499743085849385	0.0069
MAR10376	0.107150152621393	0.110321118300946	0.0069
MAR10448	0.312034206864406	0.316226528716612	0.0069
MAR11366	0.126740889431256	0.130016004024585	0.0069
MAR11896	0.157712497366858	0.161153542423406	0.0069
MAR12288	0.203388568372184	0.207132037538995	0.0069
MAR12797	0.249972745947774	0.253903487467327	0.0069
MAR00139	0.219571889785599	0.22320732007716	0.0068
MAR00225	0.0932719509064363	0.0963007536221701	0.0068
MAR01702	0.285421253951521	0.289343967602562	0.0068
MAR01720	0.216312468636018	0.219978952036487	0.0068
MAR02116	0.18479960089428	0.188234051562475	0.0068
MAR02199	0.279673912007262	0.283637117174022	0.0068
MAR02784	0.193247717688395	0.196781553143205	0.0068
MAR02953	0.263841097833378	0.267717874723287	0.0068
MAR03019	0.118426167535809	0.121573858081672	0.0068
MAR03020	0.117297602223627	0.120356105135356	0.0068
MAR03062	0.207935254137765	0.211499525650885	0.0068
MAR03065	0.207935254137765	0.211499525650885	0.0068
MAR03522	0.219571889785599	0.22320732007716	0.0068
MAR03525	0.219571889785599	0.22320732007716	0.0068
MAR04516	0.215090589709187	0.218752132577534	0.0068
MAR06505	0.103732653456499	0.106790282062125	0.0068
MAR06765	0.224985220717419	0.228638301284535	0.0068
MAR06898	0.167089315887896	0.170477406832923	0.0068
MAR08016	0.131375775124294	0.134613379359052	0.0068
MAR08215	0.096637794456253	0.0995806585880423	0.0068
MAR08829	0.221923889440493	0.225502237938053	0.0068
MAR09044	0.0241131947318964	0.0267577056690498	0.0068
MAR09251	0	0.00247252170759745	0.0068
MAR09288	0.0337573533114136	0.0364169419055566	0.0068
MAR10001	0.150810060291516	0.154054501537516	0.0068
MAR10399	0.150168247236374	0.153489753064004	0.0068
MAR10400	0.150562485364667	0.15384771216851	0.0068
MAR10491	0.0431070447275354	0.0459041076813241	0.0068
MAR11274	0.109586333238576	0.112660138712108	0.0068
MAR11368	0.298262965149193	0.302311534662476	0.0068
MAR11423	0.00133473326341387	0.0038690774458565	0.0068
MAR11795	0.28698047605633	0.290980880936142	0.0068
MAR12033	0.131589633240246	0.134711502215234	0.0068
NR2C2	0.0688783202605677	0.0717609406031376	0.0068
SCG2	0.337329037772755	0.341562260633877	0.0068
HSD17B10	0.398345722918529	0.402699878335306	0.0067
LTB	0.362734612679968	0.366991209713174	0.0067
MAPK10	0.298188302596264	0.302019171144845	0.0067
MAR00101	0.279673912007262	0.283445379593896	0.0067
MAR01020	0.180849370488525	0.184198164219268	0.0067
MAR01392	0.193347467787927	0.196719397489905	0.0067
MAR02283	0.285532154977016	0.289407366533629	0.0067
MAR03058	0.16571801906925	0.168886701184058	0.0067
MAR03327	0.17110971150867	0.174411315196158	0.0067
MAR03503	0.248204986978465	0.251793746172135	0.0067
MAR04299	0.216659526541229	0.220089832791931	0.0067
MAR07185	0.253776876823766	0.257394506403745	0.0067
MAR07955	0.246943067101645	0.250606962527058	0.0067
MAR08766	0.247576527763084	0.251225269001402	0.0067
MAR08808	0.191936992185438	0.195302263916697	0.0067
MAR08817	0.191288009641005	0.194694177599432	0.0067
MAR09021	0.0315955253769916	0.034115670332654	0.0067
MAR09062	0.0270484060700087	0.0295299216154262	0.0067
MAR09186	0.119392421771045	0.122357960180088	0.0067
MAR09227	0.0455471297334215	0.0482050562356839	0.0067
MAR09397	0.0395622495957398	0.0421967429671799	0.0067
MAR09433	0.0489958451886173	0.0516457627347305	0.0067
MAR10201	0.0541576425768701	0.0568270131698441	0.0067
MAR10369	0.117877198327068	0.120803141418052	0.0067
MAR10997	0.197619210186981	0.201008917988791	0.0067
MAR12698	0.0571190851521148	0.0597498504808053	0.0067
MAR13051	0.0127999091424037	0.0152113519603114	0.0067
MAR01820	0.195325937946614	0.198604913625329	0.0066
MAR02058	0.25210718895081	0.255558399275182	0.0066
MAR03064	0.237636600726503	0.241015541547841	0.0066
MAR03524	0.24927322126172	0.252723723194203	0.0066
MAR03870	0.241385257434619	0.24488460172505	0.0066
MAR04590	0.239600638023069	0.24302755316912	0.0066
MAR04591	0.239600638023069	0.24302755316912	0.0066
MAR04756	0.132295454564332	0.135213085119852	0.0066
MAR05303	0.138794940534088	0.141780320029826	0.0066
MAR08386	0.0270325950395359	0.0294150479868459	0.0066
MAR08830	0.221329367790877	0.224706922687028	0.0066
MAR09493	0.184956313116346	0.188130358805537	0.0066
MAR12229	0.0256508607402625	0.0280432928161977	0.0066
MAR12290	0.239292897529443	0.242675836304655	0.0066
MAR13049	0.0130101183127209	0.0152880111712913	0.0066
MED7	0.51925656587777	0.524153612127818	0.0066
OSBP	0.0783435575440563	0.0809374435387253	0.0066
RMDN3	0.076530824627475	0.0791358146704803	0.0066
MAR00089	0.120777881110809	0.123450155533399	0.0065
MAR00349	0.24061497607184	0.24395300908909	0.0065
MAR01731	0.106619998163233	0.109202742562898	0.0065
MAR04890	0.128560942072591	0.131280235788755	0.0065
MAR07654	0.22342921345563	0.226670093034852	0.0065
MAR08064	0.210859073096566	0.214026651098197	0.0065
MAR08811	0.22163836183061	0.224818481986587	0.0065
MAR08821	0.220989380281238	0.224210166107467	0.0065
MAR08831	0.221249352738236	0.224514673743753	0.0065
MAR09188	0.145127711978873	0.147905322248276	0.0065
MAR09436	0.0406198044065377	0.0429507685145545	0.0065
MAR09474	0.258520705660077	0.261905968178383	0.0065
MAR09949	0.240130390792187	0.243482359525002	0.0065
MAR10174	0.138582329314885	0.141427441763817	0.0065
MAR10189	0.0552286274297467	0.0576285184395459	0.0065
MAR10398	0.1155539958871	0.118212826670258	0.0065
MAR11387	0.0359871662637438	0.0382383261494306	0.0065
MAR11860	0.0381973646556715	0.0405601485672657	0.0065
MAR11877	0.136383256478594	0.139219133821758	0.0065
MAR11960	0.13210889897762	0.134938189273643	0.0065
MAR12230	0.0332338466591257	0.0355516258625607	0.0065
MAR12371	0.36035265020254	0.364272681308873	0.0065
MAR12538	0.302317322119003	0.305946241272005	0.0065
MAR12542	0.302317322119003	0.305946241272005	0.0065
MAR13062	0.0270318922834768	0.0292367363283989	0.0065
MAR00184	0.26919873328295	0.27249836382858	0.0064
MAR02365	0.288087859554528	0.291554429221432	0.0064
MAR02403	0.290358000716625	0.293705211472725	0.0064
MAR03057	0.204009172034036	0.206939654854434	0.0064
MAR03060	0.204009172034036	0.206939654854434	0.0064
MAR03326	0.209400281599348	0.212464405522248	0.0064
MAR03329	0.209400281599348	0.212464405522248	0.0064
MAR03528	0.172369073710057	0.175174325805667	0.0064
MAR03532	0.172369073710057	0.175174325805667	0.0064
MAR04116	0.206730197878836	0.209726774378427	0.0064
MAR04121	0.211421260523638	0.214421762469223	0.0064
MAR04692	0.140094333847671	0.142822978250931	0.0064
MAR04880	0.240208326409568	0.243310003395856	0.0064
MAR08018	0.185344079523609	0.188246103585978	0.0064
MAR08094	0.244607716769312	0.247759818491106	0.0064
MAR09106	0.0389111266485183	0.0411125759325522	0.0064
MAR09248	0	0.0018939680387936	0.0064
MAR09249	0	0.0018939680387936	0.0064
MAR09386	0.0293244598122729	0.0313832631184851	0.0064
MAR09432	0.0361388540633254	0.0382585525357789	0.0064
MAR09494	0.214657050079242	0.217647059355528	0.0064
MAR09572	0.293734398605722	0.297200516640804	0.0064
MAR09858	0.048368721823446	0.0506209370082648	0.0064
MAR10247	0.0362175847475806	0.0383626320504216	0.0064
MAR10365	0.231940999213504	0.235110815603868	0.0064
MAR11911	0.0300556864288958	0.0321193510065914	0.0064
MAR12201	0.031222192165212	0.0333614922375915	0.0064
MAR12639	0.0592086887593084	0.0614529325881237	0.0064
MAR13063	0.0288019136786753	0.0309707456310393	0.0064
PEPD	0.21118891916328	0.214244652946674	0.0064
SNORD111B	0.147015674029973	0.149645292569267	0.0064
ZNF578	0.276031827372074	0.27939628558291	0.0064
MAR00171	0.269444604561205	0.272589481551379	0.0063
MAR00174	0.266147030037224	0.269269696939934	0.0063
MAR01669	0.101818247712132	0.104095971660271	0.0063
MAR02036	0.252147989509677	0.255173858803968	0.0063
MAR02331	0.101207827025085	0.103470876044023	0.0063
MAR02479	0.101207827025085	0.103470876044023	0.0063
MAR02481	0.101207827025085	0.103470876044023	0.0063
MAR02511	0.175396599783632	0.178162684056524	0.0063
MAR04662	0.215656517641732	0.218620968104236	0.0063
MAR04847	0.0954359818108236	0.0977457145049598	0.0063
MAR05420	0.12839795414384	0.130806284636868	0.0063
MAR07968	0.253210861754585	0.256279475731839	0.0063
MAR08809	0.192905581799563	0.195723192099207	0.0063
MAR09063	0.0301662431378887	0.0321577934531	0.0063
MAR09250	0.00267942269661544	0.00457780927897701	0.0063
MAR09339	0.00271275049040719	0.00452175294901191	0.0063
MAR09384	0.00156681404246354	0.00344483475537718	0.0063
MAR09411	0.045504929824902	0.0475272755180836	0.0063
MAR11901	0.0257055262451437	0.0276713432644992	0.0063
MAR12114	0.0384239918322934	0.040433102217135	0.0063
MAR12759	0.155938068252919	0.158595744869103	0.0063
MAR12784	0.155938068252919	0.158595744869103	0.0063
MAR12968	0.155938068252919	0.158595744869103	0.0063
MAR12969	0.155938068252919	0.158595744869103	0.0063
S100A10	0.317395870209281	0.320755807797708	0.0063
TAF4	0.320849197459013	0.324226900165839	0.0063
ZNF555	0.403495550589656	0.407312800751241	0.0063
HIF1A	0.416756238298604	0.420459922514417	0.0062
MAR00146	0.283907834476419	0.287062827021235	0.0062
MAR00154	0.214395902913976	0.217103637973189	0.0062
MAR00275	0.256170552239585	0.259176575416682	0.0062
MAR01723	0.213796940682915	0.216486931428727	0.0062
MAR02453	0.169472479065712	0.172022100887787	0.0062
MAR03328	0.239101626211954	0.241980824295377	0.0062
MAR04010	0.185023878569234	0.187644574477822	0.0062
MAR05485	0.2118102273958	0.214601597500093	0.0062
MAR07934	0.289672027259632	0.292804050372641	0.0062
MAR08130	0.185938527971555	0.188484507808143	0.0062
MAR09070	0.0254515320390217	0.0273182809551726	0.0062
MAR10442	0.0517463009068454	0.053732884075996	0.0062
MAR11763	0.296893158822689	0.300064603357515	0.0062
MAR13040	0.0169430399468934	0.0187202744457416	0.0062
MAR13055	0.0169430399468934	0.0187202744457416	0.0062
ZNF576	0.240925314539341	0.24377968160512	0.0062
ATP2A2	0.280665927789459	0.283655279716388	0.0061
F2RL2	0.295105983952833	0.29806548488552	0.0061
MAR00777	0.334807249846634	0.337990519958444	0.0061
MAR00872	0.334623040522646	0.337858365090746	0.0061
MAR01689	0.246145453972849	0.248924323972214	0.0061
MAR02041	0.252777837382496	0.255585202853813	0.0061
MAR02657	0.206773001232841	0.209288586713664	0.0061
MAR03022	0.113974981774282	0.116126581701989	0.0061
MAR03059	0.23371015215973	0.236456082187913	0.0061
MAR03067	0.17162769357701	0.174038418190228	0.0061
MAR03527	0.210660241779215	0.213227881360447	0.0061
MAR03530	0.210660241779215	0.213227881360447	0.0061
MAR03531	0.210660241779215	0.213227881360447	0.0061
MAR03534	0.210660241779215	0.213227881360447	0.0061
MAR04719	0.199410593672176	0.202006431522172	0.0061
MAR04722	0.199410593672176	0.202006431522172	0.0061
MAR07659	0.0974176250082524	0.0994205973426756	0.0061
MAR08225	0.0930868258425318	0.0951186430703316	0.0061
MAR08756	0.140271984380545	0.142516475139051	0.0061
MAR08819	0.222607152077892	0.225239182386165	0.0061
MAR08826	0.223977647879445	0.226657473823484	0.0061
MAR09071	0.0325475657334779	0.0342068411613415	0.0061
MAR09177	0.0974176250082524	0.0994205973426756	0.0061
MAR09262	0.0416321875429046	0.0434220222365813	0.0061
MAR10068	0.186156643981142	0.188660025994789	0.0061
MAR10428	0.039335311361682	0.0410143068542213	0.0061
MAR10441	0.0412370639940199	0.0429298009547995	0.0061
MAR10482	0.135367449010714	0.137589855333193	0.0061
MAR11223	0.21436666378308	0.216912620724671	0.0061
MAR11569	0.0974176250082524	0.0994205973426756	0.0061
MAR11570	0.097447439852646	0.0995073703337055	0.0061
MAR11574	0.0974176250082524	0.0994205973426756	0.0061
MAR11575	0.0974176250082524	0.0994205973426756	0.0061
MAR11576	0.0974764201055635	0.0995547413383907	0.0061
MAR11579	0.097447439852646	0.0995073703337055	0.0061
MAR11580	0.097447439852646	0.0995073703337055	0.0061
MAR11758	0.296382327415522	0.299382336883054	0.0061
MAR11851	0.296382327415522	0.299382336883054	0.0061
MAR11858	0.0397214194804603	0.0414387601121336	0.0061
MAR11892	0.243354645605155	0.246091704612109	0.0061
MAR12145	0.285492342059046	0.288479163554891	0.0061
MAR12731	0.0974594467229811	0.0995200985389944	0.0061
MAR01046	0.221143136042078	0.223641467937714	0.006
MAR01593	0.122338603185034	0.124324889943041	0.006
MAR02363	0.168076937500532	0.170371364272267	0.006
MAR02509	0.123175817700504	0.12517427066594	0.006
MAR02510	0.213688062637499	0.216215057175187	0.006
MAR02513	0.213688062637499	0.216215057175187	0.006
MAR02527	0.178802443071657	0.18111185843822	0.006
MAR04184	0.259939596431062	0.262683995396146	0.006
MAR04809	0.121515269176015	0.123543550552418	0.006
MAR05555	0.211908386898422	0.214381216416506	0.006
MAR06520	0.243109539965209	0.24573946887057	0.006
MAR06740	0.223849561451355	0.226397611142745	0.006
MAR06966	0.178802443071657	0.18111185843822	0.006
MAR07798	0.126017601892329	0.128102499664767	0.006
MAR07984	0.221754761840738	0.224237710685772	0.006
MAR08101	0.137807378314337	0.139890803887553	0.006
MAR08212	0.216949176522858	0.219461227801131	0.006
MAR08810	0.19309038385016	0.195415327411554	0.006
MAR08854	0.141255944805563	0.143331510386599	0.006
MAR09011	0.0654525120648247	0.0672169635693809	0.006
MAR09012	0.0654525120648247	0.0672166626755717	0.006
MAR09048	0.0654525120648247	0.067127568008235	0.006
MAR10002	0.146418034455302	0.148512598081025	0.006
MAR11227	0.145284611740765	0.147455287979824	0.006
MAR11229	0.145284611740765	0.147455287979824	0.006
MAR11232	0.145284611740765	0.147455287979824	0.006
MAR11282	0.145284611740765	0.147455287979824	0.006
MAR11284	0.145284611740765	0.147455287979824	0.006
MAR11287	0.145284611740765	0.147455287979824	0.006
MAR12090	0.135435940341522	0.137442717725547	0.006
MAR12514	0.260405972899515	0.263045286362413	0.006
MAR13045	0.0142327315323591	0.0157607997123077	0.006
MAR01562	0.124939224557859	0.126802391647753	0.0059
MAR01607	0.0969754164699898	0.0986776359484871	0.0059
MAR01691	0.27041341233927	0.273040957088729	0.0059
MAR02122	0.189040227413029	0.191305272595433	0.0059
MAR02279	0.189040227413029	0.191305272595433	0.0059
MAR02442	0.207763640649449	0.210075669275994	0.0059
MAR03529	0.240361230967565	0.242743700333159	0.0059
MAR03533	0.240361230967565	0.242743700333159	0.0059
MAR03869	0.241123130031856	0.243613263583431	0.0059
MAR04153	0.0352082806078315	0.0366173165645493	0.0059
MAR04252	0.187635685747819	0.189886936317727	0.0059
MAR05334	0.270997512642129	0.273595873718079	0.0059
MAR06518	0.245953611988245	0.24844430875258	0.0059
MAR06573	0.215858235283647	0.218176724616651	0.0059
MAR06861	0.168412621255048	0.170530051784478	0.0059
MAR07592	0.259394336960433	0.261880415414304	0.0059
MAR07969	0.13606286353145	0.138060056738499	0.0059
MAR08019	0.253337350206889	0.25581534508081	0.0059
MAR09287	0.0415625820977817	0.0430320767446494	0.0059
MAR09821	0.141223913680426	0.143116907160696	0.0059
MAR10524	0.0224226705760104	0.023826348143597	0.0059
MAR10630	0.0204167733610677	0.0217822282223631	0.0059
MAR11303	0.192094677769303	0.194250379938884	0.0059
MAR12814	0.14937933373303	0.151435438948588	0.0059
MAR12974	0.14937933373303	0.151435438948588	0.0059
ELANE	0.353788558420089	0.356598457977123	0.0058
MAR00608	0.0568247366706462	0.0582237387237405	0.0058
MAR01682	0.290782039415115	0.293339276389564	0.0058
MAR01687	0.290931150486612	0.293431263196338	0.0058
MAR02349	0.168609259456201	0.170612835613476	0.0058
MAR02355	0.166508979409665	0.168421458171144	0.0058
MAR02495	0.278019760956885	0.280468257895446	0.0058
MAR02512	0.243388537123201	0.245731665429228	0.0058
MAR03066	0.209918859999647	0.212091575795168	0.0058
MAR03069	0.209918859999647	0.212091575795168	0.0058
MAR04146	0.0395823960647051	0.0408439965361537	0.0058
MAR04417	0.187537873208199	0.189624812917163	0.0058
MAR06584	0.193389763438153	0.195473534547708	0.0058
MAR06585	0.189128625718157	0.191142664531473	0.0058
MAR06736	0.25059329412576	0.25302094462962	0.0058
MAR07768	0.145591080719953	0.147364046477178	0.0058
MAR09072	0.0410392196341771	0.0424139659062572	0.0058
MAR09381	0.0287672354397294	0.0300784962654507	0.0058
MAR09385	0.00142804004951604	0.00257164495783962	0.0058
MAR09823	0.117572143895813	0.11926333082975	0.0058
MAR09937	0.293282601746859	0.29584776224822	0.0058
MAR09977	0.147488876010662	0.149314266091415	0.0058
MAR10190	0.0193846973515374	0.0205766419161034	0.0058
MAR10205	0.0409911363440405	0.0423704046190411	0.0058
MAR10246	0.0608861715970631	0.0622454063829426	0.0058
MAR10434	0.0506903516658172	0.0520010312619152	0.0058
MAR10511	0.0161473190788009	0.0173245208834288	0.0058
MAR11270	0.106982983722972	0.108660116509299	0.0058
MAR12120	0.193389763438153	0.195473534547708	0.0058
MAR12202	0.0379803839534417	0.0392852752377639	0.0058
MAR13052	0.0506997644199608	0.0520084577145624	0.0058
UNCX	0.386693753676118	0.389667933804377	0.0058
LCK	0.472456271732709	0.475765571175795	0.0057
MAR00063	0.109658314879678	0.111232015256853	0.0057
MAR00575	0.0298518429549597	0.0309177047027724	0.0057
MAR02290	0.267245303764816	0.269548301009628	0.0057
MAR02293	0.28292949936364	0.28525373594019	0.0057
MAR04693	0.232354882967789	0.234509065689573	0.0057
MAR04920	0.0486082732921883	0.0498048629781845	0.0057
MAR04995	0.252944007335364	0.255242868152313	0.0057
MAR05028	0.341524206194618	0.344263202856078	0.0057
MAR05108	0.341524206194618	0.344263202856078	0.0057
MAR05184	0.341524206194618	0.344263202856078	0.0057
MAR07652	0.184887640059679	0.186827293807065	0.0057
MAR08814	0.222791348080184	0.224930860539141	0.0057
MAR08984	0.238328033565175	0.240552158810238	0.0057
MAR09087	0.0654525120648247	0.0667920219333833	0.0057
MAR09691	0.0648736217441722	0.0661738764437043	0.0057
MAR09802	0.214875709990682	0.216966948111543	0.0057
MAR09852	0.0183370543440044	0.0194467813120133	0.0057
MAR09900	0.213403349367232	0.215389194601888	0.0057
MAR10029	0.0385571408653493	0.0397278981893366	0.0057
MAR10370	0.128477833328496	0.130048192582413	0.0057
MAR10486	0.146007859016994	0.147763991711819	0.0057
MAR10487	0.146007859016994	0.147763991711819	0.0057
MAR11653	0.0958420535822168	0.0972210521693849	0.0057
MAR11654	0.0958420535822168	0.0972210521693849	0.0057
MAR11655	0.0958420535822168	0.0972210521693849	0.0057
MAR11656	0.0958420535822168	0.0972210521693849	0.0057
MAR11657	0.0958420535822168	0.0972210521693849	0.0057
MAR11658	0.0958420535822168	0.0972210521693849	0.0057
MAR11659	0.0958420535822168	0.0972210521693849	0.0057
MAR11660	0.0958420535822168	0.0972210521693849	0.0057
MAR11661	0.0958420535822168	0.0972210521693849	0.0057
MAR11662	0.0958420535822168	0.0972210521693849	0.0057
MAR11663	0.0958420535822168	0.0972210521693849	0.0057
MAR11664	0.0958420535822168	0.0972210521693849	0.0057
MAR11665	0.0958420535822168	0.0972210521693849	0.0057
MAR11666	0.0958420535822168	0.0972210521693849	0.0057
MAR11667	0.0958420535822168	0.0972210521693849	0.0057
MAR11668	0.0958420535822168	0.0972210521693849	0.0057
MAR11669	0.0958420535822168	0.0972210521693849	0.0057
MAR11670	0.0958420535822168	0.0972210521693849	0.0057
MAR11671	0.0958420535822168	0.0972210521693849	0.0057
MAR11672	0.0958420535822168	0.0972210521693849	0.0057
MAR11673	0.0958420535822168	0.0972210521693849	0.0057
MAR11674	0.0958420535822168	0.0972210521693849	0.0057
MAR11675	0.0958420535822168	0.0972210521693849	0.0057
MAR11676	0.0958420535822168	0.0972210521693849	0.0057
MAR11677	0.0958420535822168	0.0972210521693849	0.0057
MAR11678	0.0958420535822168	0.0972210521693849	0.0057
MAR11679	0.0958420535822168	0.0972210521693849	0.0057
MAR12292	0.203863134021514	0.205829046464488	0.0057
MED24	0.32096392496229	0.323597292706267	0.0057
STK26	0.0647336667514488	0.0659617167279867	0.0057
MAR00272	0.240247277112411	0.242256703847227	0.0056
MAR00617	0.0466954434097651	0.0477275578226115	0.0056
MAR00618	0.0326156456968438	0.0335382143954203	0.0056
MAR00650	0.0483675244789181	0.0493995779784604	0.0056
MAR01305	0.175845364211092	0.177612685037678	0.0056
MAR01696	0.260936808074053	0.263110309866298	0.0056
MAR01834	0.246330931894979	0.248412194736415	0.0056
MAR02039	0.130488950802525	0.131948342443233	0.0056
MAR02569	0.097316328890445	0.0986171355752795	0.0056
MAR03068	0.23961984820008	0.241607793865057	0.0056
MAR04807	0.097316328890445	0.0986171355752795	0.0056
