tf	confidence	target	mor
FOXA1	A	KRT7	1
FOXA1	A	MUC4	1
FOXA1	A	MYC	1
FOXA1	A	NF1	1
FOXA1	A	PDX1	1
FOXA1	A	RET	1
FOXA1	A	RPRM	-1
FOXA1	A	SCGB1A1	1
FOXA1	A	SFTPB	1
FOXA1	A	TFF1	1
FOXA1	A	TTR	1
FOXA1	A	UGT2B15	1
FOXA1	A	UGT2B17	1
FOXA2	B	APOA1	1
FOXA2	B	CDH1	1
FOXA2	B	CFTR	-1
FOXA2	B	CYP7A1	1
FOXA2	B	G6PC	1
FOXA2	B	HHEX	1
FOXA2	B	MUC4	1
FOXA2	B	PDX1	1
FOXA2	B	TTR	1
FOXA2	B	TCF7L2	1
FOXA2	B	WWC1	1
FOXL2	A	AMH	1
FOXL2	A	ATF3	1
FOXL2	A	BCL2A1	1
FOXL2	A	CCL20	1
FOXL2	A	CCL3	1
FOXL2	A	CCL3L1	1
FOXL2	A	CCL3L3	1
FOXL2	A	CH25H	1
FOXL2	A	CXCL2	1
FOXL2	A	CXCL3	1
FOXL2	A	CYP17A1	1
FOXL2	A	CYP19A1	-1
FOXL2	A	FOS	1
FOXL2	A	FSHB	1
FOXL2	A	IER3	1
FOXL2	A	IFNL1	1
FOXL2	A	IL11	1
FOXL2	A	NR5A2	1
FOXL2	A	PPARGC1A	1
FOXL2	A	PTGS2	1
FOXL2	A	SIRT1	1
FOXL2	A	SOD2	1
FOXL2	A	TNFAIP3	1
FOXM1	A	AURKB	1
FOXM1	A	BIRC5	1
FOXM1	A	BMI1	1
FOXM1	A	BRCA2	1
FOXM1	A	CCNB1	1
FOXM1	A	CCND1	1
FOXM1	A	CCND2	1
FOXM1	A	CDC25A	1
FOXM1	A	CDC25B	1
FOXM1	A	CDC25C	1
FOXM1	A	CDC6	1
FOXM1	A	CDK1	1
FOXM1	A	CDKN1A	1
FOXM1	A	CDKN1B	1
FOXM1	A	CDX2	1
FOXM1	A	CENPA	1
FOXM1	A	CENPB	1
FOXM1	A	CENPF	1
FOXM1	A	CKS1B	1
FOXM1	A	CYP7A1	1
FOXM1	A	ESR1	1
FOXM1	A	FOS	1
FOXM1	A	FOXF1	1
FOXM1	A	ITGB1	1
FOXM1	A	LAMA2	1
FOXM1	A	LAMA4	1
FOXM1	A	MMP2	1
FOXM1	A	MYC	1
FOXM1	A	ONECUT1	1
FOXM1	A	PECAM1	1
FOXM1	A	PLK1	1
FOXM1	A	SKP2	1
FOXM1	A	VEGFA	1
FOXM1	A	XRCC1	1
FOXO1	A	ABCB1	1
FOXO1	A	AGRP	1
FOXO1	A	ALPI	1
FOXO1	A	ANGPT2	1
FOXO1	A	BCL2L11	1
FOXO1	A	CAV1	1
FOXO1	A	CCNB1	-1
FOXO1	A	CCNB2	-1
FOXO1	A	CCND1	-1
FOXO1	A	CCND2	-1
FOXO1	A	CCNG2	1
FOXO1	A	CDKN1A	1
FOXO1	A	CDKN1B	1
FOXO1	A	CDKN1C	1
FOXO1	A	CDKN2B	1
FOXO1	A	CDKN2D	1
FOXO1	A	CNOT8	1
FOXO1	A	CNR1	-1
FOXO1	A	DAAM1	1
FOXO1	A	DAPK1	1
FOXO1	A	DUSP4	-1
FOXO1	A	EIF4EBP1	1
FOXO1	A	G6PC	1
FOXO1	A	IGFBP1	1
FOXO1	A	IL1B	1
FOXO1	A	KLF2	1
FOXO1	A	MCM5	-1
FOXO1	A	NOS3	1
FOXO1	A	PCK1	1
FOXO1	A	PCK2	1
FOXO1	A	PDK4	1
FOXO1	A	PPARG	1
FOXO1	A	PRL	1
FOXO1	A	RAG1	1
FOXO1	A	RPS6KA3	1
FOXO1	A	SCP2	1
FOXO1	A	SELENOP	1
FOXO1	A	SELL	1
FOXO1	A	TIMP3	-1
FOXO1	A	TMEM47	1
FOXO1	A	TNFSF10	1
FOXO1	A	TRIM63	1
FOXO1	A	TXNIP	-1
FOXO3	A	ABCB1	1
FOXO3	A	AR	1
FOXO3	A	BCL2L11	1
FOXO3	A	BCL6	1
FOXO3	A	BNIP3L	1
FOXO3	A	CAT	1
FOXO3	A	CBLB	1
FOXO3	A	CCND1	-1
FOXO3	A	CCND2	-1
FOXO3	A	CCNG2	1
FOXO3	A	CDKN1A	1
FOXO3	A	CDKN2B	1
FOXO3	A	CDKN2D	1
FOXO3	A	CITED2	1
FOXO3	A	DUSP5	1
FOXO3	A	DUSP6	1
FOXO3	A	ESR1	1
FOXO3	A	FASLG	1
FOXO3	A	FBXO32	1
FOXO3	A	FOXO1	1
FOXO3	A	G6PC	1
FOXO3	A	GADD45A	1
FOXO3	A	GALT	1
FOXO3	A	HBP1	1
FOXO3	A	ID1	1
FOXO3	A	JAK1	1
FOXO3	A	KLF4	1
FOXO3	A	NOS3	1
FOXO3	A	PIK3CA	1
FOXO3	A	PINK1	1
FOXO3	A	PLAU	-1
FOXO3	A	PRDX3	1
FOXO3	A	RBL2	1
FOXO3	A	SIRT1	1
FOXO3	A	SOD2	1
FOXO3	A	STK11	1
FOXO3	A	TNFSF10	1
FOXO3	A	TXNIP	1
FOXO4	A	BCL2L11	1
FOXO4	A	BCL6	1
FOXO4	A	CDKN1A	1
FOXO4	A	CDKN1B	1
FOXO4	A	G6PC	1
FOXO4	A	GADD45A	1
FOXO4	A	IGFBP1	1
FOXO4	A	PCK2	1
FOXO4	A	PPARGC1A	1
FOXO4	A	RBL2	1
FOXO4	A	SCP2	1
FOXO4	A	SOD2	1
FOXO4	A	SPRY2	1
FOXO4	A	TNFSF10	1
FOXP1	B	CDKN1A	-1
FOXP1	B	CSF1R	-1
FOXP1	B	IL2	-1
FOXP1	B	KLK3	-1
FOXP1	B	RAG1	-1
FOXP1	B	SFTPC	-1
FOXP1	B	TCF4	-1
FOXP1	B	ACSL3	-1
FOXP1	B	ACTR3	-1
FOXP1	B	ADGRL2	-1
FOXP1	B	AFF1	-1
FOXP1	B	AFF3	-1
FOXP1	B	AGAP1	-1
FOXP1	B	AMPD3	-1
FOXP1	B	ANGPT1	-1
FOXP1	B	ANKRD28	-1
FOXP1	B	AP3B1	-1
FOXP1	B	ARHGAP32	-1
FOXP1	B	ARID1A	-1
FOXP1	B	ARID5B	-1
FOXP1	B	AUTS2	-1
FOXP1	B	AZIN1	-1
FOXP1	B	BACH1	-1
FOXP1	B	BACH2	-1
FOXP1	B	BBC3	-1
FOXP1	B	BCAS3	-1
FOXP1	B	BCL11A	-1
FOXP1	B	BIRC6	-1
FOXP1	B	BNC2	-1
FOXP1	B	CAB39	-1
FOXP1	B	CACNA2D3	-1
FOXP1	B	CADM1	-1
FOXP1	B	CAMK2D	-1
FOXP1	B	CASZ1	-1
FOXP1	B	CDK6	-1
FOXP1	B	CEP112	-1
FOXP1	B	CHD2	-1
FOXP1	B	CHD9	-1
FOXP1	B	CHN1	-1
FOXP1	B	CHN2	-1
FOXP1	B	CLASP2	-1
FOXP1	B	CREB5	-1
FOXP1	B	CRYBG1	-1
FOXP1	B	CUL3	-1
FOXP1	B	DIP2B	-1
FOXP1	B	DLGAP1	-1
FOXP1	B	DOCK4	-1
FOXP1	B	DST	-1
FOXP1	B	EFNA5	-1
FOXP1	B	EGLN3	-1
FOXP1	B	EIF3H	-1
FOXP1	B	EIF4G3	-1
FOXP1	B	ELF2	-1
FOXP1	B	EPB41L2	-1
FOXP1	B	EPRS1	-1
FOXP1	B	ERC2	-1
FOXP1	B	FAM13A	-1
FOXP1	B	FAT1	-1
FOXP1	B	FCHSD2	-1
FOXP1	B	FNDC3B	-1
FOXP1	B	FOCAD	-1
FOXP1	B	FOXN3	-1
FOXP1	B	GBE1	-1
FOXP1	B	GLIS3	-1
FOXP1	B	GPBP1L1	-1
FOXP1	B	GSE1	-1
FOXP1	B	GTDC1	-1
FOXP1	B	HECTD1	-1
FOXP1	B	HIVEP2	-1
FOXP1	B	IGF1R	-1
FOXP1	B	ITGA4	-1
FOXP1	B	ITPR1	-1
FOXP1	B	JADE2	-1
FOXP1	B	KDM4C	-1
FOXP1	B	KIAA1217	-1
FOXP1	B	LAMC1	-1
FOXP1	B	LARGE1	-1
FOXP1	B	LIMCH1	-1
FOXP1	B	LIMS1	-1
FOXP1	B	LNX1	-1
FOXP1	B	LRIG1	-1
FOXP1	B	LSAMP	-1
FOXP1	B	LTBP1	-1
FOXP1	B	MAD1L1	-1
FOXP1	B	MAGI1	-1
FOXP1	B	MALAT1	-1
FOXP1	B	MAML3	-1
FOXP1	B	MAP2	-1
FOXP1	B	MCTP1	-1
FOXP1	B	MCTP2	-1
FOXP1	B	MECOM	-1
FOXP1	B	MIPOL1	-1
FOXP1	B	MIR99AHG	-1
FOXP1	B	MPZL1	-1
FOXP1	B	MSI2	-1
FOXP1	B	MTA3	-1
FOXP1	B	NAV2	-1
FOXP1	B	NCOR2	-1
FOXP1	B	NPAS3	-1
FOXP1	B	NRP2	-1
FOXP1	B	NRXN3	-1
FOXP1	B	NUP98	-1
FOXP1	B	PACS1	-1
FOXP1	B	PARP1	-1
FOXP1	B	PDE4B	-1
FOXP1	B	PDS5B	-1
FOXP1	B	PHLPP1	-1
FOXP1	B	PHTF2	-1
FOXP1	B	PIK3R1	-1
FOXP1	B	PIP4K2A	-1
FOXP1	B	PLCB1	-1
FOXP1	B	PMAIP1	-1
FOXP1	B	POU2F1	-1
FOXP1	B	PPP1R12A	-1
FOXP1	B	PREX1	-1
FOXP1	B	PRKCB	-1
FOXP1	B	PRPF31	-1
FOXP1	B	PTCH1	-1
FOXP1	B	PVT1	-1
FOXP1	B	RABGAP1L	-1
FOXP1	B	RAD51B	-1
FOXP1	B	RAPGEF1	-1
FOXP1	B	RAPGEF4	-1
FOXP1	B	RAPGEF5	-1
FOXP1	B	RBPJ	-1
FOXP1	B	RBPMS	-1
FOXP1	B	RERE	-1
FOXP1	B	RFTN1	-1
FOXP1	B	RIN2	-1
FOXP1	B	ROCK1	-1
FOXP1	B	ROR2	-1
FOXP1	B	RPTOR	-1
FOXP1	B	RUNX1	-1
FOXP1	B	SDK2	-1
FOXP1	B	SEPTIN9	-1
FOXP1	B	SHANK2	-1
FOXP1	B	SLC22A23	-1
FOXP1	B	SMARCC1	-1
FOXP1	B	SND1	-1
FOXP1	B	SNX25	-1
FOXP1	B	SORL1	-1
FOXP1	B	SPAG9	-1
FOXP1	B	SPIDR	-1
FOXP1	B	SSBP2	-1
FOXP1	B	STAG1	-1
FOXP1	B	STAG2	-1
FOXP1	B	STAT3	-1
FOXP1	B	STIM2	-1
FOXP1	B	SVIL	-1
FOXP1	B	TBC1D2B	-1
FOXP1	B	TBXAS1	-1
FOXP1	B	TCF12	-1
FOXP1	B	TENM4	-1
FOXP1	B	THADA	-1
FOXP1	B	TPD52	-1
FOXP1	B	TPP2	-1
FOXP1	B	TRAPPC9	-1
FOXP1	B	TXNRD1	-1
FOXP1	B	U2SURP	-1
FOXP1	B	UBE3C	-1
FOXP1	B	UST	-1
FOXP1	B	UTRN	-1
FOXP1	B	VGLL4	-1
FOXP1	B	VPS13A	-1
FOXP1	B	VPS13C	-1
FOXP1	B	VPS41	-1
FOXP1	B	WNK1	-1
FOXP1	B	XXYLT1	-1
FOXP1	B	YPEL3	-1
FOXP1	B	ZBTB16	-1
FOXP1	B	ZFAT	-1
FOXP1	B	ZFP36L1	-1
FOXP1	B	ZMYM2	-1
FOXP1	B	ZNF608	-1
GATA1	A	AGGF1	1
GATA1	A	ALAS2	1
GATA1	A	CCR3	1
GATA1	A	COPS5	1
GATA1	A	CYBB	1
GATA1	A	EPO	1
GATA1	A	GFI1B	1
GATA1	A	GP6	1
GATA1	A	HBB	1
GATA1	A	HBG1	1
GATA1	A	HEMGN	-1
GATA1	A	NFE2	1
GATA1	A	PF4	1
GATA1	A	TBXA2R	1
GATA1	A	WT1	1
GATA2	A	ACKR1	1
GATA2	A	ADH1A	1
GATA2	A	AMOTL1	1
GATA2	A	ANGPT2	1
GATA2	A	APEX1	-1
GATA2	A	AR	1
GATA2	A	ARRDC4	1
GATA2	A	CCM2	-1
GATA2	A	CCRL2	1
GATA2	A	CTSH	1
GATA2	A	CYBB	-1
GATA2	A	DPYSL2	1
GATA2	A	EFCAB2	-1
GATA2	A	ELMO1	1
GATA2	A	EPO	-1
GATA2	A	FCER1A	1
GATA2	A	FDPS	1
GATA2	A	FOXO3	1
GATA2	A	GATA1	1
GATA2	A	GPR146	1
GATA2	A	GULP1	-1
GATA2	A	HMGB1	1
GATA2	A	HTR5A	1
GATA2	A	ICAM4	1
GATA2	A	IL1RL1	1
GATA2	A	LYL1	1
GATA2	A	MS4A2	1
GATA2	A	MYC	1
GATA2	A	NOS3	1
GATA2	A	PECAM1	1
GATA2	A	PLSCR2	1
GATA2	A	PNPLA8	-1
GATA2	A	PPARG	-1
GATA2	A	PPP1R15A	1
GATA2	A	PSD4	1
GATA2	A	SGK1	-1
GATA2	A	TGFB2	-1
GATA2	A	TNFAIP8L1	1
GATA2	A	VWA5A	1
GATA2	A	WT1	1
GATA3	A	ABCC2	1
GATA3	A	ANXA2P3	1
GATA3	A	APBA1	1
GATA3	A	ARNT2	1
GATA3	A	ATP2B1	1
GATA3	A	ATXN10	1
GATA3	A	BCAS3	1
GATA3	A	BLCAP	1
GATA3	A	BPIFB1	1
GATA3	A	CD40LG	1
GATA3	A	CD8A	1
GATA3	A	CD8B	1
GATA3	A	CDH1	1
GATA3	A	CDX2	1
GATA3	A	EDN1	1
GATA3	A	EGFR	1
GATA3	A	EPHA7	1
GATA3	A	EPO	-1
GATA3	A	EPOR	1
GATA3	A	ERG	1
GATA3	A	ESR1	1
GATA3	A	FBXO11	1
GATA3	A	FN1	1
GATA3	A	FNDC3B	1
GATA3	A	FOXC1	-1
GATA3	A	GALNT10	1
GATA3	A	GCNT4	1
GATA3	A	GREB1	1
GATA3	A	GRM7	1
GATA3	A	IFNG	1
GATA3	A	IL12RB2	-1
GATA3	A	IL13	1
GATA3	A	IL2RA	1
GATA3	A	IL4	1
GATA3	A	IL4R	1
GATA3	A	IL5	1
GATA3	A	ITPK1	1
GATA3	A	KMT2E	1
GATA3	A	MAF	1
GATA3	A	MDM2	1
GATA3	A	MYC	1
GATA3	A	MYRIP	1
GATA3	A	NCOA3	1
GATA3	A	NETO1	1
GATA3	A	NFKB1	1
GATA3	A	NRCAM	1
GATA3	A	PDE3A	1
GATA3	A	PDE7B	1
GATA3	A	PPARG	1
GATA3	A	RBMS1	1
GATA3	A	RHOH	1
GATA3	A	RPL29P19	1
GATA3	A	SEPTIN7	1
GATA3	A	SH3KBP1	1
GATA3	A	SLC24A3	1
GATA3	A	SLCO4C1	1
GATA3	A	SLIT2	1
GATA3	A	SPEF2	1
GATA3	A	SST	1
GATA3	A	ST8SIA6	1
GATA3	A	SVIL	1
GATA3	A	TCF7L2	1
GATA3	A	TEK	1
GATA3	A	TET2	1
GATA3	A	TFF1	1
GATA3	A	TGFBR3	1
GATA3	A	TLR5	1
GATA3	A	UST	1
GATA3	A	VAPB	1
GATA3	A	ZEB1	1
GATA3	A	ZNF217	1
GATA3	A	ZNF507	1
GATA3	A	ZXDC	1
GLI2	A	BCL2	1
GLI2	A	CCND1	1
GLI2	A	COL5A2	1
GLI2	A	EFEMP1	-1
GLI2	A	FAS	-1
GLI2	A	FGF13	1
GLI2	A	FOXA2	1
GLI2	A	FOXE1	1
GLI2	A	FST	1
GLI2	A	GLI1	1
GLI2	A	IFNGR1	-1
GLI2	A	LUM	-1
GLI2	A	PCNA	1
GLI2	A	PTCH1	1
GLI2	A	UGCG	-1
GLI2	A	WNT2B	1
HIF1A	A	ABCA1	1
HIF1A	A	ABCB1	1
HIF1A	A	ABCG2	1
HIF1A	A	ADAM17	1
HIF1A	A	ADIPOQ	1
HIF1A	A	ADM	1
HIF1A	A	ADORA2B	1
HIF1A	A	AGT	1
HIF1A	A	ALAS2	1
HIF1A	A	ALDOA	1
HIF1A	A	ANGPT2	1
HIF1A	A	ANKRD37	1
HIF1A	A	APH1A	1
HIF1A	A	APLN	1
HIF1A	A	AQP1	1
HIF1A	A	AURKA	1
HIF1A	A	BAX	1
HIF1A	A	BCL2L1	1
HIF1A	A	BHLHE40	1
HIF1A	A	BHLHE41	1
HIF1A	A	BIRC5	1
HIF1A	A	BNIP3	1
HIF1A	A	BNIP3L	1
HIF1A	A	CA9	1
HIF1A	A	CCL2	1
HIF1A	A	CCN2	1
HIF1A	A	CCND1	-1
HIF1A	A	CD36	1
HIF1A	A	CDH13	1
HIF1A	A	CDKN1A	1
HIF1A	A	CDKN1B	1
HIF1A	A	CEACAM5	1
HIF1A	A	CITED2	1
HIF1A	A	COX4I1	1
HIF1A	A	COX4I2	1
HIF1A	A	CP	1
HIF1A	A	CXCL12	1
HIF1A	A	CXCR4	1
HIF1A	A	CYGB	1
HIF1A	A	DDIT4	1
HIF1A	A	E2F3	1
HIF1A	A	EDN1	1
HIF1A	A	EDNRB	1
HIF1A	A	EGLN1	1
HIF1A	A	EGLN3	1
HIF1A	A	ENG	1
HIF1A	A	ENO1	1
HIF1A	A	ENO2	1
HIF1A	A	EPO	1
HIF1A	A	ERCC6	1
HIF1A	A	ERRFI1	1
HIF1A	A	ETS1	1
HIF1A	A	FAM162A	1
HIF1A	A	FECH	1
HIF1A	A	FGF2	1
HIF1A	A	FHL1	1
HIF1A	A	FLT1	1
HIF1A	A	FOXM1	1
HIF1A	A	FURIN	1
HIF1A	A	GAPDH	1
HIF1A	A	GBE1	1
HIF1A	A	GCK	1
HIF1A	A	GFPT1	1
HIF1A	A	GPX3	1
HIF1A	A	GRIN1	1
HIF1A	A	GYS1	1
HIF1A	A	HEY1	1
HIF1A	A	HK1	1
HIF1A	A	HK2	1
HIF1A	A	HMGCR	1
HIF1A	A	HMOX1	1
HIF1A	A	HSP90B1	1
HIF1A	A	HSPA1B	1
HIF1A	A	ID2	1
HIF1A	A	IGFBP1	1
HIF1A	A	IL1B	1
HIF1A	A	IL20	1
HIF1A	A	ILK	1
HIF1A	A	ITGB1	1
HIF1A	A	ITGB2	1
HIF1A	A	KDM3A	1
HIF1A	A	KDM4B	1
HIF1A	A	KITLG	1
HIF1A	A	KLK3	1
HIF1A	A	LDHA	1
HIF1A	A	LEP	1
HIF1A	A	LGALS1	1
HIF1A	A	LOX	1
HIF1A	A	MCL1	1
HIF1A	A	MET	1
HIF1A	A	MIF	1
HIF1A	A	MMP14	1
HIF1A	A	MUC1	1
HIF1A	A	MUC5AC	1
HIF1A	A	NAMPT	1
HIF1A	A	NOS2	1
HIF1A	A	NOS3	1
HIF1A	A	NPM1	1
HIF1A	A	NPPB	1
HIF1A	A	NR3C1	1
HIF1A	A	NR4A1	1
HIF1A	A	NR4A3	1
HIF1A	A	NT5E	1
HIF1A	A	NTN1	1
HIF1A	A	NTRK1	1
HIF1A	A	PDK3	1
HIF1A	A	PFKFB3	1
HIF1A	A	PFKFB4	1
HIF1A	A	PFKL	1
HIF1A	A	PFKP	1
HIF1A	A	PGAM1	1
HIF1A	A	PGK1	1
HIF1A	A	PKM	1
HIF1A	A	PLA2G4A	1
HIF1A	A	PLAUR	1
HIF1A	A	PMAIP1	1
HIF1A	A	POLI	1
HIF1A	A	PPIA	1
HIF1A	A	PPP1R10	1
HIF1A	A	PPP1R3C	1
HIF1A	A	PPP5C	1
HIF1A	A	PTGS2	1
HIF1A	A	RNF7	1
HIF1A	A	RORA	1
HIF1A	A	SERPINE1	1
HIF1A	A	SLC11A1	1
HIF1A	A	SLC16A4	1
HIF1A	A	SLC2A1	1
HIF1A	A	SOCS1	1
HIF1A	A	SPHK1	1
HIF1A	A	STC2	1
HIF1A	A	TERT	1
HIF1A	A	TF	1
HIF1A	A	TFF3	1
HIF1A	A	TFRC	1
HIF1A	A	TGFB3	1
HIF1A	A	TIMP1	1
HIF1A	A	TLR2	1
HIF1A	A	TLR4	1
HIF1A	A	TLR6	1
HIF1A	A	TP53	1
HIF1A	A	TUBB3	1
HIF1A	A	TWIST1	1
HIF1A	A	VEGFA	1
HIF1A	A	VEGFB	1
HIF1A	A	VEGFD	1
HIF1A	A	VHL	1
HIF1A	A	ZNF217	1
HNF1A	A	AKR1C4	1
HNF1A	A	ALB	1
HNF1A	A	APOH	1
HNF1A	A	CDH17	1
HNF1A	A	CRP	1
HNF1A	A	CYP3A4	1
HNF1A	A	CYP7A1	1
HNF1A	A	FGL1	1
HNF1A	A	G6PC	1
HNF1A	A	HNF4A	1
HNF1A	A	IGF1	1
HNF1A	A	IGFBP1	1
HNF1A	A	INS	1
HNF1A	A	MIA2	1
HNF1A	A	MTTP	1
HNF1A	A	PDX1	1
HNF1A	A	PROC	-1
HNF1A	A	SLC22A10	1
HNF1A	A	SLC22A9	1
HNF1A	A	SLC2A2	1
HNF1A	A	UGT1A1	1
HNF1A	A	UGT1A10	1
HNF1A	A	UGT1A6	1
HNF1A	A	UGT1A8	1
HNF1A	A	UGT1A9	1
HNF1A	A	UGT2B17	1
HNF1A	A	UGT2B7	1
HNF4A	A	ABCC2	1
HNF4A	A	ABCC6	1
HNF4A	A	ABCG5	-1
HNF4A	A	ABCG8	-1
HNF4A	A	ACAT2	1
HNF4A	A	ACOT13	1
HNF4A	A	ADAMTS1	1
HNF4A	A	AFP	1
HNF4A	A	AKR1C4	1
HNF4A	A	ALDH6A1	1
HNF4A	A	ALDOB	1
HNF4A	A	ANK3	1
HNF4A	A	APOA1	1
HNF4A	A	APOA2	1
HNF4A	A	APOA4	1
HNF4A	A	APOB	1
HNF4A	A	APOC3	1
HNF4A	A	BPHL	1
HNF4A	A	C1QTNF5	1
HNF4A	A	C3	1
HNF4A	A	CDKN1A	1
HNF4A	A	CEACAM1	1
HNF4A	A	CEBPA	1
HNF4A	A	CLDN4	1
HNF4A	A	CYP26A1	1
HNF4A	A	CYP27A1	1
HNF4A	A	CYP2B6	1
HNF4A	A	CYP2C8	1
HNF4A	A	CYP2C9	1
HNF4A	A	CYP2D6	1
HNF4A	A	CYP3A4	1
HNF4A	A	CYP7A1	-1
HNF4A	A	CYP8B1	1
HNF4A	A	DSC2	1
HNF4A	A	EBP	1
HNF4A	A	EFHD1	1
HNF4A	A	EPHX1	1
HNF4A	A	EPHX2	1
HNF4A	A	EPO	1
HNF4A	A	EPS15L1	1
HNF4A	A	F10	1
HNF4A	A	F2	1
HNF4A	A	FABP2	1
HNF4A	A	G6PC	1
HNF4A	A	G6PC3	1
HNF4A	A	GFER	-1
HNF4A	A	GH1	-1
HNF4A	A	GHR	1
HNF4A	A	GPR39	1
HNF4A	A	GUCY2C	1
HNF4A	A	HNF1A	1
HNF4A	A	LDLR	1
HNF4A	A	LIPC	1
HNF4A	A	MME	1
HNF4A	A	MYC	1
HNF4A	A	NELL2	1
HNF4A	A	NPC1L1	1
HNF4A	A	NR1I2	1
HNF4A	A	PCK1	1
HNF4A	A	PCK2	1
HNF4A	A	PCSK9	1
HNF4A	A	PKLR	1
HNF4A	A	PPARA	1
HNF4A	A	PROS1	1
HNF4A	A	PROZ	1
HNF4A	A	PRPF3	1
HNF4A	A	RNASE2	1
HNF4A	A	SELENOP	1
HNF4A	A	SERPINA1	1
HNF4A	A	SERPINC1	1
HNF4A	A	SHBG	1
HNF4A	A	SLC22A6	1
HNF4A	A	SLC26A3	1
HNF4A	A	SLC2A2	1
HNF4A	A	SOAT2	1
HNF4A	A	SULT2A1	1
HNF4A	A	TASP1	1
HNF4A	A	TBP	1
HNF4A	A	TCF7L2	1
HNF4A	A	TGFA	1
HNF4A	A	UGT1A6	1
HNF4A	A	UGT1A9	1
HNF4A	A	UGT2B7	1
HNF4A	A	VEGFD	1
HSF1	B	BAG3	-1
HSF1	B	HSPA1A	1
HSF1	B	HSPA1B	1
HSF1	B	HSPA4	1
HSF1	B	NAT1	1
HSF1	B	DNAH17	1
HSF1	B	HPCAL1	1
HSF1	B	HSPA6	1
HSF1	B	MKNK2	1
HSF1	B	NADK	1
HSF1	B	STIP1	1
HSF1	B	UBB	1
IRF1	A	CASP7	1
IRF1	A	CCL5	1
IRF1	A	CD40	1
IRF1	A	CDK2	-1
IRF1	A	CEACAM1	1
IRF1	A	CIITA	1
IRF1	A	CXCL10	1
IRF1	A	CYBB	1
IRF1	A	DDX58	1
IRF1	A	DST	-1
IRF1	A	EIF2AK2	1
IRF1	A	FOXP3	-1
IRF1	A	HLA-A	1
IRF1	A	HLA-G	1
IRF1	A	IFIT3	1
IRF1	A	IFNA1	1
IRF1	A	IFNB1	1
IRF1	A	IL10	1
IRF1	A	IL12A	1
IRF1	A	IL12B	1
IRF1	A	IL15	1
IRF1	A	IL27	1
IRF1	A	IL4	1
IRF1	A	IL5	1
IRF1	A	IRF2	1
IRF1	A	OGN	1
IRF1	A	PSMB9	1
IRF1	A	SOCS1	1
IRF1	A	TAP1	1
IRF1	A	TAP2	1
IRF1	A	TNFSF10	1
IRF1	A	TP53	1
IRF9	B	IFIT3	1
IRF9	B	IL27	-1
IRF9	B	IRF7	1
IRF9	B	PML	1
IRF9	B	ADAR	1
IRF9	B	ISG15	1
IRF9	B	KSR1	1
IRF9	B	MX1	1
IRF9	B	OAS2	1
IRF9	B	OAS3	1
IRF9	B	RSAD2	1
IRF9	B	SAMD9L	1
JUN	A	ABCB1	1
JUN	A	ACTA1	1
JUN	A	APP	1
JUN	A	ATF3	1
JUN	A	BATF3	1
JUN	A	BDKRB1	1
JUN	A	BRCA1	1
JUN	A	CCL2	1
JUN	A	CCL4	1
JUN	A	CCL5	1
JUN	A	CCND1	1
JUN	A	CCND2	1
JUN	A	CD44	1
JUN	A	CD82	1
JUN	A	CDKN1A	-1
JUN	A	CHGA	1
JUN	A	CREM	1
JUN	A	CSF2	1
JUN	A	CSTA	1
JUN	A	CTSL	1
JUN	A	CXCL8	1
JUN	A	CYP11A1	1
JUN	A	CYP19A1	-1
JUN	A	CYP2J2	1
JUN	A	DDIT3	1
JUN	A	EDN1	1
JUN	A	EGFR	1
JUN	A	ELN	1
JUN	A	ETS1	1
JUN	A	ETS2	1
JUN	A	EZR	1
JUN	A	F3	1
JUN	A	FAS	1
JUN	A	FASLG	1
JUN	A	FOS	1
JUN	A	FOSL1	1
JUN	A	GCLC	1
JUN	A	GJA1	1
JUN	A	GNRHR	1
JUN	A	HEY1	1
JUN	A	ICAM1	1
JUN	A	IER5	1
JUN	A	IFNB1	1
JUN	A	IFNG	1
JUN	A	IGF1	1
JUN	A	IL12A	1
JUN	A	IL12B	1
JUN	A	IL1A	1
JUN	A	IL1B	1
JUN	A	IL2	-1
JUN	A	IL24	1
JUN	A	IL5	1
JUN	A	IL5RA	1
JUN	A	IL6	1
JUN	A	ITGAX	1
JUN	A	IVL	1
JUN	A	KRT16	1
JUN	A	LBP	-1
JUN	A	MAT2A	1
JUN	A	MGP	1
JUN	A	MMP1	1
JUN	A	MMP12	1
JUN	A	MMP13	1
JUN	A	MMP2	1
JUN	A	MMP3	1
JUN	A	MMP7	1
JUN	A	MMP9	1
JUN	A	MYB	1
JUN	A	MYC	-1
JUN	A	NAT1	1
JUN	A	NFKB2	1
JUN	A	NGF	1
JUN	A	NOS2	1
JUN	A	NOX5	1
JUN	A	NPY	1
JUN	A	NQO1	-1
JUN	A	NR3C1	1
JUN	A	NTRK1	1
JUN	A	NTS	1
JUN	A	OXTR	1
JUN	A	PDHA1	1
JUN	A	PENK	1
JUN	A	PGR	-1
JUN	A	PLA2G4A	1
JUN	A	PLAT	1
JUN	A	PLAUR	1
JUN	A	POLD2	1
JUN	A	PPARA	1
JUN	A	PPARD	1
JUN	A	PTGS2	1
JUN	A	PTN	1
JUN	A	PTX3	1
JUN	A	RARB	1
JUN	A	RELB	1
JUN	A	REN	1
JUN	A	RHOB	1
JUN	A	RUNX2	1
JUN	A	SELE	1
JUN	A	SERPINE1	1
