ID,NAME,EQUATION,GENE ASSOCIATION,SUBSYSTEM
MAR07344,NA,"keratan sulfate I biosynthesis, precursor 9[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 10[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07345,NA,"keratan sulfate I biosynthesis, precursor 10[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 11[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07346,NA,"keratan sulfate I biosynthesis, precursor 11[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 12[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07347,NA,"keratan sulfate I biosynthesis, precursor 12[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 13[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07348,NA,"keratan sulfate I biosynthesis, precursor 13[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 14[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07349,NA,"keratan sulfate I biosynthesis, precursor 14[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 15[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07350,NA,"keratan sulfate I biosynthesis, precursor 15[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 16[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07351,NA,"keratan sulfate I biosynthesis, precursor 16[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 17[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07352,NA,"keratan sulfate I biosynthesis, precursor 17[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 18[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07353,NA,"keratan sulfate I biosynthesis, precursor 18[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 19[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07354,NA,"keratan sulfate I biosynthesis, precursor 19[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 20[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07355,NA,"keratan sulfate I biosynthesis, precursor 20[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 21[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07356,NA,"keratan sulfate I biosynthesis, precursor 21[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 22[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07357,NA,"keratan sulfate I biosynthesis, precursor 22[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 23[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07358,NA,"keratan sulfate I biosynthesis, precursor 23[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 24[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07359,NA,"keratan sulfate I biosynthesis, precursor 24[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 25[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07360,NA,"keratan sulfate I biosynthesis, precursor 25[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 26[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07361,NA,"keratan sulfate I biosynthesis, precursor 26[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 27[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07362,NA,"keratan sulfate I biosynthesis, precursor 27[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 28[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07363,NA,"keratan sulfate I biosynthesis, precursor 28[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 29[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07364,NA,"keratan sulfate I biosynthesis, precursor 29[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 30[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07365,NA,"keratan sulfate I biosynthesis, precursor 30[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 31[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07366,NA,"keratan sulfate I biosynthesis, precursor 31[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 32[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07367,NA,"keratan sulfate I biosynthesis, precursor 32[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 33[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07368,NA,"keratan sulfate I biosynthesis, precursor 33[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate I biosynthesis, precursor 34[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07369,NA,"keratan sulfate I biosynthesis, precursor 34[g] + PAPS[g] => H+[g] + keratan sulfate I biosynthesis, precursor 35[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07370,NA,"keratan sulfate I biosynthesis, precursor 35[g] + UDP-galactose[g] => H+[g] + keratan sulfate I biosynthesis, precursor 36[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07371,NA,"keratan sulfate I biosynthesis, precursor 36[g] + PAPS[g] => H+[g] + keratan sulfate I[g] + PAP[g]",ENSG00000122863 or ENSG00000147119 or ENSG00000175264,Keratan sulfate biosynthesis
MAR07442,NA,"CMP-N-acetylneuraminate[g] + core 2[g] => CMP[g] + H+[g] + keratan sulfate II biosynthesis, precursor 1[g]",ENSG00000008513 or ENSG00000110080 or ENSG00000157350,Keratan sulfate biosynthesis
MAR07443,NA,"keratan sulfate II biosynthesis, precursor 1[g] + UDP-galactose[g] => H+[g] + keratan sulfate II biosynthesis, precursor 2[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07444,NA,"keratan sulfate II biosynthesis, precursor 2[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate II biosynthesis, precursor 3[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07445,NA,"keratan sulfate II biosynthesis, precursor 3[g] + UDP-galactose[g] => H+[g] + keratan sulfate II biosynthesis, precursor 4[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07446,NA,"keratan sulfate II biosynthesis, precursor 4[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate II biosynthesis, precursor 5[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07447,NA,"keratan sulfate II biosynthesis, precursor 5[g] + PAPS[g] => H+[g] + keratan sulfate II biosynthesis, precursor 6[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07448,NA,"keratan sulfate II biosynthesis, precursor 6[g] + UDP-galactose[g] => H+[g] + keratan sulfate II biosynthesis, precursor 7[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07449,NA,"keratan sulfate II biosynthesis, precursor 7[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate II biosynthesis, precursor 8[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07450,NA,"keratan sulfate II biosynthesis, precursor 8[g] + PAPS[g] => H+[g] + keratan sulfate II biosynthesis, precursor 9[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07451,NA,"keratan sulfate II biosynthesis, precursor 9[g] + UDP-galactose[g] => H+[g] + keratan sulfate II biosynthesis, precursor 10[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07452,NA,"keratan sulfate II biosynthesis, precursor 10[g] + PAPS[g] => H+[g] + keratan sulfate II (core 2-linked)[g] + PAP[g]",ENSG00000122863 or ENSG00000147119 or ENSG00000175264,Keratan sulfate biosynthesis
MAR07471,NA,"core 4[g] + 2 UDP-galactose[g] => 2 H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 1[g] + 2 UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07472,NA,"CMP-N-acetylneuraminate[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 1[g] => CMP[g] + H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 2[g]",ENSG00000008513 or ENSG00000110080 or ENSG00000157350,Keratan sulfate biosynthesis
MAR07473,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 2[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 3[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07474,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 3[g] + UDP-galactose[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 4[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07475,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 4[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 5[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07476,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 5[g] + PAPS[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 6[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07477,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 6[g] + UDP-galactose[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 7[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07478,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 7[g] + UDP-N-acetylglucosamine[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 8[g] + UDP[g]",ENSG00000156966 or ENSG00000170340 or ENSG00000174684 or ENSG00000175711 or ENSG00000176383 or ENSG00000177191 or ENSG00000179913,Keratan sulfate biosynthesis
MAR07479,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 8[g] + PAPS[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 9[g] + PAP[g]",ENSG00000135702 or ENSG00000140835 or ENSG00000175040 or ENSG00000183196,Keratan sulfate biosynthesis
MAR07480,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 9[g] + UDP-galactose[g] => H+[g] + keratan sulfate II (core 4-linked), biosynthesis, precursor 10[g] + UDP[g]",ENSG00000086062 or ENSG00000117411 or ENSG00000158470 or ENSG00000158850,Keratan sulfate biosynthesis
MAR07481,NA,"keratan sulfate II (core 4-linked), biosynthesis, precursor 10[g] + PAPS[g] => H+[g] + keratan sulfate II (core 4-linked)[g] + PAP[g]",ENSG00000122863 or ENSG00000147119 or ENSG00000175264,Keratan sulfate biosynthesis
MAR07373,NA,"H2O[e] + keratan sulfate I[e] => 6-deoxy-L-galactose[e] + keratan sulfate I, degradation product 1[e]",ENSG00000001036 or ENSG00000179163,Keratan sulfate degradation
MAR07375,NA,"H2O[l] + keratan sulfate I[l] => 6-deoxy-L-galactose[l] + keratan sulfate I, degradation product 1[l]",ENSG00000001036 or ENSG00000179163,Keratan sulfate degradation
MAR07376,NA,"H2O[l] + keratan sulfate I, degradation product 1[l] => [protein]-L-asparagine[l] + keratan sulfate I, degradation product 2[l]",ENSG00000038002,Keratan sulfate degradation
MAR07377,NA,"H2O[l] + keratan sulfate I, degradation product 2[l] => keratan sulfate I, degradation product 3[l] + N-acetylglucosamine[l]",ENSG00000167280,Keratan sulfate degradation
MAR07378,NA,"H2O[l] + keratan sulfate I, degradation product 3[l] => keratan sulfate I, degradation product 4[l] + N-acetylneuraminate[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07379,NA,"H2O[l] + keratan sulfate I, degradation product 4[l] => H+[l] + keratan sulfate I, degradation product 5[l] + sulfate[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07380,NA,"2 H2O[l] + keratan sulfate I, degradation product 5[l] => 2 galactose[l] + keratan sulfate I, degradation product 6[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07381,NA,"H2O[l] + keratan sulfate I, degradation product 6[l] => H+[l] + keratan sulfate I, degradation product 7[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07382,NA,"3 H2O[l] + keratan sulfate I, degradation product 6[l] => H+[l] + keratan sulfate I, degradation product 8[l] + 2 N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07383,NA,"2 H2O[l] + keratan sulfate I, degradation product 7[l] => keratan sulfate I, degradation product 8[l] + 2 N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07384,NA,"H2O[l] + keratan sulfate I, degradation product 8[l] => galactose[l] + keratan sulfate I, degradation product 9[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07385,NA,"H2O[l] + keratan sulfate I, degradation product 9[l] => H+[l] + keratan sulfate I, degradation product 10[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07386,NA,"H2O[l] + keratan sulfate I, degradation product 10[l] => keratan sulfate I, degradation product 11[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07387,NA,"2 H2O[l] + keratan sulfate I, degradation product 9[l] => H+[l] + keratan sulfate I, degradation product 11[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07388,NA,"H2O[l] + keratan sulfate I, degradation product 11[l] => galactose[l] + keratan sulfate I, degradation product 12[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07389,NA,"H2O[l] + keratan sulfate I, degradation product 12[l] => H+[l] + keratan sulfate I, degradation product 13[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07390,NA,"H2O[l] + keratan sulfate I, degradation product 13[l] => keratan sulfate I, degradation product 14[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07391,NA,"2 H2O[l] + keratan sulfate I, degradation product 12[l] => H+[l] + keratan sulfate I, degradation product 14[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07392,NA,"H2O[l] + keratan sulfate I, degradation product 14[l] => galactose[l] + keratan sulfate I, degradation product 15[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07393,NA,"H2O[l] + keratan sulfate I, degradation product 15[l] => H+[l] + keratan sulfate I, degradation product 16[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07394,NA,"H2O[l] + keratan sulfate I, degradation product 16[l] => keratan sulfate I, degradation product 17[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07395,NA,"2 H2O[l] + keratan sulfate I, degradation product 15[l] => H+[l] + keratan sulfate I, degradation product 17[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07396,NA,"H2O[l] + keratan sulfate I, degradation product 17[l] => galactose[l] + keratan sulfate I, degradation product 18[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07397,NA,"H2O[l] + keratan sulfate I, degradation product 18[l] => H+[l] + keratan sulfate I, degradation product 19[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07398,NA,"2 H2O[l] + keratan sulfate I, degradation product 18[l] => H+[l] + keratan sulfate I, degradation product 20[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07399,NA,"H2O[l] + keratan sulfate I, degradation product 19[l] => keratan sulfate I, degradation product 20[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07400,NA,"H2O[l] + keratan sulfate I, degradation product 20[l] => galactose[l] + keratan sulfate I, degradation product 21[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07401,NA,"H2O[l] + keratan sulfate I, degradation product 21[l] => H+[l] + keratan sulfate I, degradation product 22[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07402,NA,"H2O[l] + keratan sulfate I, degradation product 22[l] => keratan sulfate I, degradation product 23[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07403,NA,"2 H2O[l] + keratan sulfate I, degradation product 21[l] => H+[l] + keratan sulfate I, degradation product 23[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07404,NA,"H2O[l] + keratan sulfate I, degradation product 23[l] => galactose[l] + keratan sulfate I, degradation product 24[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07405,NA,"H2O[l] + keratan sulfate I, degradation product 24[l] => H+[l] + keratan sulfate I, degradation product 25[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07406,NA,"H2O[l] + keratan sulfate I, degradation product 25[l] => keratan sulfate I, degradation product 26[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07407,NA,"2 H2O[l] + keratan sulfate I, degradation product 24[l] => H+[l] + keratan sulfate I, degradation product 26[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07408,NA,"H2O[l] + keratan sulfate I, degradation product 26[l] => galactose[l] + keratan sulfate I, degradation product 27[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07409,NA,"H2O[l] + keratan sulfate I, degradation product 27[l] => H+[l] + keratan sulfate I, degradation product 28[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07410,NA,"H2O[l] + keratan sulfate I, degradation product 28[l] => keratan sulfate I, degradation product 29[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07411,NA,"2 H2O[l] + keratan sulfate I, degradation product 27[l] => H+[l] + keratan sulfate I, degradation product 29[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07412,NA,"H2O[l] + keratan sulfate I, degradation product 29[l] => galactose[l] + keratan sulfate I, degradation product 30[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07413,NA,"H2O[l] + keratan sulfate I, degradation product 30[l] => H+[l] + keratan sulfate I, degradation product 31[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07414,NA,"H2O[l] + keratan sulfate I, degradation product 31[l] => keratan sulfate I, degradation product 32[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07415,NA,"2 H2O[l] + keratan sulfate I, degradation product 30[l] => H+[l] + keratan sulfate I, degradation product 32[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07416,NA,"H2O[l] + keratan sulfate I, degradation product 32[l] => galactose[l] + keratan sulfate I, degradation product 33[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07417,NA,"H2O[l] + keratan sulfate I, degradation product 33[l] => H+[l] + keratan sulfate I, degradation product 34[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07418,NA,"2 H2O[l] + keratan sulfate I, degradation product 33[l] => H+[l] + keratan sulfate I, degradation product 35[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07419,NA,"H2O[l] + keratan sulfate I, degradation product 34[l] => keratan sulfate I, degradation product 35[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07420,NA,"H2O[l] + keratan sulfate I, degradation product 35[l] => galactose[l] + keratan sulfate I, degradation product 36[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07421,NA,"H2O[l] + keratan sulfate I, degradation product 36[l] => H+[l] + keratan sulfate I, degradation product 37[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07422,NA,"H2O[l] + keratan sulfate I, degradation product 37[l] => keratan sulfate I, degradation product 38[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07423,NA,"2 H2O[l] + keratan sulfate I, degradation product 36[l] => H+[l] + keratan sulfate I, degradation product 38[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07424,NA,"H2O[l] + keratan sulfate I, degradation product 38[l] => galactose[l] + keratan sulfate I, degradation product 39[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07425,NA,"H2O[l] + keratan sulfate I, degradation product 39[l] => keratan sulfate I, degradation product 40[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07426,NA,"H2O[l] + keratan sulfate I, degradation product 40[l] => galactose[l] + keratan sulfate I, degradation product 41[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07427,NA,"H2O[l] + keratan sulfate I, degradation product 41[l] => (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine[l] + N-acetylglucosamine[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
MAR07455,NA,"H2O[l] + keratan sulfate II (core 2-linked)[l] => keratan sulfate II (core 2-linked), degradation product 1[l] + N-acetylneuraminate[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07456,NA,"H2O[l] + keratan sulfate II (core 2-linked), degradation product 1[l] => H+[l] + keratan sulfate II (core 2-linked), degradation product 2[l] + sulfate[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07457,NA,"2 H2O[l] + keratan sulfate II (core 2-linked), degradation product 2[l] => 2 galactose[l] + keratan sulfate II (core 2-linked), degradation product 3[l]",ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386,Keratan sulfate degradation
MAR07458,NA,"H2O[l] + keratan sulfate II (core 2-linked), degradation product 3[l] => H+[l] + keratan sulfate II (core 2-linked), degradation product 4[l] + sulfate[l]",ENSG00000135677,Keratan sulfate degradation
MAR07459,NA,"2 H2O[l] + keratan sulfate II (core 2-linked), degradation product 3[l] => H+[l] + keratan sulfate II (core 2-linked), degradation product 5[l] + N-acetylglucosamine[l] + sulfate[l]",ENSG00000049860 or ENSG00000169660 or ENSG00000213614,Keratan sulfate degradation
