tf	target	mor	likelihood	weight_corr
SORBS1	CSF1	0.999938865520435	0.99462847737056	0.842282025454663
GATA3	GIMAP4	0.992600938414466	0.958622771813752	0.842274236634213
TCEAL4	MAP2K1	-0.993615242934668	0.997896485362514	0.842273604432126
NLRP1	SIGLEC9	0.999991254548002	0.998807750624181	0.842272510794774
SIGLEC9	NLRP1	0.999991254548002	0.998807750624181	0.842272510794774
GRHL1	RPS6KA6	0.0777195270572624	0.17090588716552	0.842271292731626
CASZ1	RUSC1	0.829057269142706	0.947472029561137	0.842267699159291
RUSC1	CASZ1	0.938456415777073	0.957524138845613	0.842267699159291
RAB4B	ZNF813	-0.999998973915836	0.999767776927062	0.842265700088093
ZNF146	ZNF341	-0.996235892877592	0.974502881040722	0.842254230957363
ZNF341	ZNF146	-0.996235892877592	0.974502881040722	0.842254230957363
TAF8	ASB13	-0.00332281543668746	0.0664162275656522	0.842253260478332
TRIP4	LZTS2	-0.878959103899547	0.822885572733299	0.842247595614214
ZNF519	VPS4A	-0.997206623413508	0.996296178509277	0.842246779528491
PRDX4	NUP37	0.999180527441832	0.980809472346395	0.842230477330611
NHLH2	PWRN1	-0.00338093288618078	0.0958659379935501	0.842227586610176
FBXW7	MCAT	-0.980424477710251	0.917946500090493	0.842220674604916
PSMC3	PARK7	0.998234183119321	0.998903076897337	0.842220335639535
PARK7	PSMC3	0.999997571672259	0.997493235736555	0.842220335639535
PALB2	GTF3C3	0.999915079536834	0.985389332686817	0.842215669029966
ZCCHC9	ERLEC1	0.98367316219275	0.977656269897552	0.842215411014158
MRPL12	CHID1	0.998182505714331	0.999431204275044	0.842211356156073
TCEA2	LZTS2	0.989634475605475	0.997022313617149	0.842206571640447
LZTS2	TCEA2	0.999857151443661	0.997396548226375	0.842206571640447
ZBTB33	XPO1	0.999542604882315	0.998459441784916	0.842204881491985
OR1C1	SALL1	-0.00665675564531293	0.366341828116379	0.842201209929089
OLIG1	IPO7	-0.983809482201333	0.945367588882901	0.842196756622613
IPO7	OLIG1	-0.996620246117092	0.955799667020659	0.842196756622613
SIGIRR	KIF14	-0.999994760014342	0.997465662233017	0.842195407979575
POU2F1	FEV	0.0323642132766216	0.575957342202025	0.842185933184398
PDZD8	ABL2	0.992354050327548	0.880613730716937	0.842177959611837
ANP32A	COPS3	0.977047831187854	0.92846563723265	0.842163477210704
COPS3	ANP32A	0.992227888928332	0.947104732061192	0.842163477210704
STMN3	ABCD4	0.999900772213622	0.993580857412127	0.842153099584404
GNG10	UBE2D1	0.995648456685128	0.943278897758158	0.842149355516574
UBE2D1	GNG10	0.995633938895815	0.94328979356255	0.842149355516574
NOLC1	ITPKA	0.377372190910481	0.379722971201325	0.842133196744764
TFAM	TMX1	0.999957240698004	0.999944851636023	0.842130801660681
DR1	TMPO	0.991410197609462	0.987265530027827	0.84212402591842
TMPO	DR1	0.991410197609462	0.987265530027827	0.84212402591842
LHX6	ZNF99	0.449403716411376	0.454027862291126	0.842121330646691
ZNF99	LHX6	0.449517372293008	0.454027862291126	0.842121330646691
ZC3H7B	UBE2B	-0.998359445652689	0.977803662570818	0.842115012301081
BRMS1L	LIMK1	-0.969535861292833	0.858993697217692	0.842113404768475
ZMAT2	ZFAND5	0.862117926831487	0.82638243463504	0.842112113608528
SMC3	NUP155	0.999995447942722	0.999050522986105	0.842102350458046
MYO10	NAA40	-0.866987173548712	0.44855007475452	0.842100793287365
ZNF131	COX11	0.999219317675501	0.995770334153782	0.842097182261612
DNAJB6	CNTNAP4	-0.0443271133380534	0.185470551138659	0.842093751316372
MAFB	PSAP	0.999996722367442	0.999996161256529	0.842092275415551
RPS3	CX3CL1	-0.0285537934592287	0.366341828116379	0.842092140634872
CX3CL1	RPS3	-0.0285537934592287	0.366341828116379	0.842092140634872
PCBD1	TTC21A	-0.334812469807064	0.916732428057381	0.842090659307572
ZNF654	GNE	0.611009390443827	0.878203473418235	0.842090594742896
PKDREJ	GALR2	0.0666048886161155	0.658487850508436	0.842077120660818
GALR2	PKDREJ	0.0666048886161155	0.658487850508436	0.842077120660818
ZNF561	RNASET2	-0.949170630145236	0.917542931928374	0.842070312355404
FRY	RGS10	-0.641850313683775	0.849196617716603	0.842069393129705
MYO9A	TAF10	-0.999999195040579	0.999851791585786	0.842068824019297
IL10RB	NCF2	0.999999118765618	0.99988060358322	0.842064188742341
CEBPG	DDX10	-0.000382029495701789	0.254095206657247	0.842059618265549
KAT2B	ZNF324	-0.98904457350937	0.977989079159889	0.842054782106582
ZNF641	RP1L1	-0.00171773352980585	0.17090588716552	0.842052663698816
FOXO4	LAPTM4A	0.0830797052320278	0.970757178013882	0.842050959437496
PPP1R10	PMS2	0.0578484793707295	0.485961315254846	0.842046100766711
ZDHHC9	PLBD1	-0.99917037258912	0.987644538615941	0.842043189161235
C1QBP	DKC1	0.979903289283166	0.999286285082215	0.842038152905751
ZRANB2	SCAI	0.997763630808361	0.997465370948167	0.842004518996908
SCAI	ZRANB2	0.999684398646414	0.997526017127342	0.842004518996908
NFAT5	BIRC6	0.999806018872143	0.998808029228334	0.842001422989257
CYSLTR2	CR1L	-0.232353966972705	0.366341828116379	0.841988593772113
IRF2BP2	RHOBTB1	0.468606309552492	0.864197255446928	0.841979853569608
RHOBTB1	IRF2BP2	0.874994323186366	0.908441479513764	0.841979853569608
PHF5A	XRCC6	0.995962815996328	0.997035434949179	0.841978783484643
MAPK8	CHD9	0.999954186592039	0.997574023663453	0.841971945907323
CHKA	NCOR2	0.118772855235054	0.612891430571146	0.841963076841894
LRPPRC	MDN1	0.998417533618582	0.998685158463733	0.84196016251319
DACH1	ZNF776	-0.0133898585463266	0.917824213452783	0.841951157770409
GTF2I	SCFD2	0.900420398253138	0.747989858069924	0.841950244594534
TAF12	ZNF346	-0.984714722525395	0.995794039817696	0.841949117711485
TFAP4	IMPDH2	0.98914148351133	0.985283425792188	0.841932911231728
ZFPL1	PDCL	-0.994772012508694	0.991122068601041	0.841930153956479
PDCL	ZFPL1	-0.999110434456149	0.992430984545445	0.841930153956479
PAFAH1B2	IL21	-0.003016928443917	0.0683489932699232	0.841927901555317
ACTL6A	NUP54	0.999886408865562	0.993636148352448	0.841926800997673
CNOT4	TAS2R50	0.949504973820564	0.875808045447211	0.841921844736538
ASXL2	REL	0.999049244933894	0.999311555687476	0.841915511870165
TXN	SNRPD1	0.999920578784994	0.993643220273105	0.841914253882724
BDP1	CUL5	0.999484020969238	0.999877309659141	0.841905475352122
BCL6	IGF2	0.0075297186220258	0.688983180227318	0.841904291960498
IGF2	BCL6	0.00271781657795076	0.617429902587703	0.841904291960498
WNT1	AMIGO2	0.814737154149956	0.6063104047362	0.841902474570738
HEXIM2	LUZP1	-0.873905661010547	0.949948514759465	0.841897702129451
ZNF813	ATP6V0C	-0.999991767362043	0.999946954729532	0.841896236685104
RUVBL2	BCS1L	0.997030254038375	0.997373853012664	0.841890828458778
RUVBL1	PAAF1	0.991617979914923	0.994113405270892	0.841888975357268
SMARCD3	SMARCB1	-0.305263271908815	0.324251571999803	0.841888930992696
ZNF749	OR8K1	0.0283146394515101	0.0621085901267295	0.841884918260592
NF1	ALMS1	0.999996168832841	0.999354014038538	0.841882684603444
ZNF24	TAF6	-0.999511507831908	0.997041869368583	0.841881192674169
CDX2	OR6M1	0.0593587996239623	0.679104454360442	0.841879607515088
TCEAL3	NUCB2	0.78652413289108	0.979511759359104	0.841876487167843
GTF2F1	SGTB	-0.790155438151173	0.916792292514152	0.84187348584539
OPRD1	TERC	0.024794592447239	0.147717763198905	0.841873103009684
TERC	OPRD1	0.024794592447239	0.147717763198905	0.841873103009684
TAF2	HSPA14	0.974515868013029	0.949013837498911	0.841870982443385
CPS1	COPS3	0.0737897880707802	0.147717763198905	0.84186986326195
HOXB3	LMLN	0.28562202595345	0.963506221503473	0.841868718231689
ZNF277	MED4	0.992673539061729	0.9885317156049	0.84186229915204
MED4	ZNF277	0.998877418444407	0.969388397802227	0.84186229915204
ARHGEF33	ATXN7	0.690131827376142	0.410535615338013	0.841859720421724
TYK2	RCN2	-0.999999406699096	0.999332062275122	0.841855385205433
DNAJB6	UBE2G1	0.773545910601114	0.540277543326796	0.841847668432133
TSHZ1	GNL2	-0.183217050218077	0.782168580400411	0.84184386665111
RNF20	GOLGA5	0.943086088652404	0.965450486575204	0.841841954921655
RALGPS2	SIPA1	-0.97015761388806	0.965914775447903	0.841828615958514
SIPA1	RALGPS2	-0.97015761388806	0.965914775447903	0.841828615958514
NACC2	DKC1	-0.995641559506525	0.996697924320096	0.84180372902188
DMRT3	BCL2L11	-0.000354044230297194	0.133344602427541	0.841801135318663
IL15RA	ST3GAL6	-0.975637108036268	0.967620528693245	0.84180079248373
POLR2L	NDUFS7	0.99167820161988	0.991198265185499	0.841798409464666
MRGPRX1	GRM7	0.0448230128275275	0.147717763198905	0.841794919995072
GRM7	MRGPRX1	0.0448230128275275	0.147717763198905	0.841794919995072
ZNF696	LCP1	-0.995781289284918	0.991763955986328	0.841791929778376
RHEB	EIF2S2	0.999903813888869	0.999360499475614	0.841785200303623
BCL6	NADK	0.999993065472021	0.999966411302711	0.841778192758284
ZNF641	CBX7	0.780610441467849	0.864520052654973	0.841777075828638
PKDREJ	MSRB3	0.851319041421276	0.780357462149713	0.841765839792492
MCM2	DTL	0.993893827217204	0.999745123136847	0.841760996749782
ZNF615	TMPRSS11D	0.963547846284398	0.938318747455766	0.841757868192411
TOP2B	NGLY1	0.999774450599153	0.996768380852017	0.841750797843154
ZNF513	ZNF746	0.983472327588248	0.979510406195746	0.841750237014842
IFT27	RIC8B	0.994793436632714	0.990284281331478	0.841747914755496
RIC8B	IFT27	0.994793436632714	0.99028432820463	0.841747914755496
GFI1	ASAP3	-0.937529838140401	0.963546627319278	0.841744819463353
ASAP3	GFI1	-0.984206242493562	0.9706411006132	0.841744819463353
ZNF556	TSKU	0.554699089927325	0.810669249628038	0.841743105491457
HNRNPK	ZNF589	-0.134059204192773	0.756779325927895	0.841706432595291
HOXD10	OR51B5	-0.000120039919758004	0.83210710951697	0.841698371883353
ZNF493	PRKCI	0.999228231742796	0.997493492016755	0.841695266890182
PRKCI	ZNF493	0.999919632417487	0.997548575704132	0.841695266890182
TIPIN	DNAJC9	0.998991183714505	0.993934462307831	0.841695007466349
ZNF598	DEAF1	0.999834575933536	0.999368441932881	0.841684482297644
DRD4	ATPAF2	0.993972565544068	0.892753672602046	0.841680209785693
RERGL	CDK9	0.0256432190965307	0.0683489932699232	0.841661165580618
ECM1	HOXA10	-0.222564479935507	0.953561620358656	0.841652383241682
ZNF765	STUB1	-0.999723784310611	0.999700012390105	0.841650087461151
TRADD	TOPBP1	-0.999955552047625	0.993168192638	0.841646094230426
TAF3	PIN4	0.609985532332645	0.823625503690283	0.841644737374042
SSX7	TCEA2	0.00751333012627683	0.0431744244362291	0.841641760794946
TCEA2	SSX7	0.00751333012627683	0.0431744244362291	0.841641760794946
CASK	HEATR6	-0.246739859165091	0.823941565978014	0.841638385119177
NFKBIZ	ECE1	0.663964930985267	0.485961315254846	0.841635639092647
OPTN	CEACAM1	0.996947038947101	0.989482113621818	0.841634618470326
CEACAM1	OPTN	0.996947038947101	0.989482113621818	0.841634618470326
TIAL1	ANKRD28	0.674002452960394	0.485961315254846	0.841631018781157
GZMB	S1PR5	0.999999967808731	0.999985726816818	0.841628975948729
S1PR5	GZMB	0.999999967808731	0.999985726875031	0.841628975948729
DDX20	NAA25	0.955231412495788	0.911330305010941	0.841614053597085
P2RY8	ARHGEF7	0.202195989020948	0.938347104031783	0.841610197253839
TGIF2LY	PLXDC1	-0.00100227106399412	0.0621085901267295	0.841602145609742
NACA	C11orf1	0.953980920567819	0.925457975607802	0.841599544264334
IGBP1	MRPL45	0.999292480575824	0.98887584515345	0.841597832887872
ZNF608	RBPMS	0.857804413007432	0.622378904060269	0.841597725392643
RBPMS	ZNF608	0.671900145979437	0.540277543326796	0.841597725392643
YWHAE	C2orf78	-0.00443413336246618	0.277351424152632	0.841589758815137
CCNA2	FBXO5	0.999999840524505	0.999899431888114	0.841587078353918
CDCA7L	PATZ1	0.937870532735837	0.99119245165949	0.841576055359305
YAF2	GSK3B	0.965096764956162	0.995741229052041	0.841571332269972
ELF2	PLCD4	0.832622750466534	0.82638243463504	0.841570958777096
LTB	TIAM1	0.999518167725362	0.99143350330742	0.841570068467556
TIAM1	LTB	0.999518167725362	0.99143350330742	0.841570068467556
CBFA2T3	ARHGAP5	0.994435039533262	0.99683166030644	0.841559140988778
ARHGAP5	CBFA2T3	0.99900904596958	0.996983457152716	0.841559140988778
FOXA2	PFN3	-0.0173601073171598	0.254095206657247	0.841549627987149
FOXA2	SPRR2B	-0.0762473764439559	0.485821477137523	0.841549627987149
FOXA2	SNORD28	-0.00035811520492786	0.415022956613895	0.841549627987149
FOXA2	CXorf58	0.21203565715872	0.298358031811235	0.841549627987149
FOXA2	IQCF2	0.0888640394406357	0.454027862291126	0.841549627987149
FOXA2	MUC16	-0.000247924646481513	0.133344602427541	0.841549627987149
FOXA2	SNORA11	-0.00107241553366471	0.0621085901267295	0.841549627987149
FOXA2	CETN1	0.00408044280145892	0.254095206657247	0.841549627987149
FOXA2	PDILT	0.00699279674562365	0.213818927951243	0.841549627987149
CBFB	ECM1	-0.851339485637839	0.921370120231163	0.841546308246043
AEBP2	PRKCI	0.999902471023554	0.999706498285428	0.841543316555215
MNAT1	NUP35	0.956547683681979	0.98658813577362	0.8415429153918
ANK1	ALAS2	0.999999995890124	0.999997966050609	0.84154275214494
CENPK	CEP152	0.995961266475685	0.994287744607232	0.841536471800955
BMI1	GRN	-0.928484733762279	0.981186234529136	0.841536361772611
GRN	BMI1	-0.994904792868009	0.986331392577466	0.841536361772611
PLEKHG7	CAMK4	-0.00128731427521363	0.18862437609299	0.841535445307964
CAMK4	PLEKHG7	-0.00128731427521363	0.18862437609299	0.841535445307964
TAF6	STUB1	0.999771229279077	0.999645646789227	0.841527203686563
CAND1	EXOC5	0.999629848339183	0.999997579258121	0.8415128260655
BBX	DDHD1	0.998043812246617	0.979899320947728	0.84149494744529
ZNF705D	CARD8	0.422328878335941	0.814728544394812	0.84149324877083
CARD8	ZNF705D	0.381933543043524	0.75519990417456	0.84149324877083
C1QBP	KPNB1	0.532915112271706	0.946617252431548	0.841487130072857
ESF1	PMS1	0.993664511887863	0.996973010453466	0.841472642538074
MGLL	OR5A2	-0.0307300967131438	0.106134431428373	0.841464869395746
OR5A2	MGLL	-0.0307300967131438	0.106134431428373	0.841464869395746
ZNF174	TFB1M	0.293797776908565	0.298358031811235	0.841459763251232
ZCRB1	PSMA4	0.99997582021184	0.999876503966132	0.841452646415426
OR52N4	ITSN1	0.0814148011289037	0.0683489932699232	0.841446308303807
ITSN1	OR52N4	0.0814148011289037	0.0683489932699232	0.841446308303807
NANOG	KDM4A	0.559774711024754	0.679104454360442	0.841441949887018
KDM4A	NANOG	0.333920105293132	0.6063104047362	0.841441949887018
NEO1	TAF8	0.00175240335600738	0.0203200969911422	0.841441706579516
VGLL2	SMARCD1	-0.000654749217121977	0.185470551138659	0.841438670658535
SMARCD1	VGLL2	-0.000654749217121977	0.185470551138659	0.841438670658535
MZF1	GNG7	0.12755745714239	0.924688027278659	0.841434077363727
TTF2	PALB2	0.995406311871741	0.995556123856305	0.841434050187627
ARL2BP	OR4Q3	0.065144436230647	0.324725133751023	0.841429741565155
OR4Q3	ARL2BP	0.065144436230647	0.324725133751023	0.841429741565155
TRIM32	NR6A1	0.524656973815874	0.359256802036917	0.84142967317038
DACH1	GAB1	-0.00339740909909829	0.883778910501405	0.841419702860388
SORCS1	SLC35D3	-0.440652914433607	0.836011377988334	0.841395151577899
ZDHHC19	RCAN3	0.00502688751191104	0.0300261181608274	0.841393698809262
RHPN1	CACNB3	0.999986880103635	0.997124422865651	0.841389319980495
CACNB3	RHPN1	0.999986880103635	0.997124422865651	0.841389319980495
IFT27	ZNF445	0.988522219423603	0.987967410759466	0.841387894906324
PIGU	FLT4	-0.995874010424027	0.975564811059371	0.841382469836084
FLT4	PIGU	-0.995874010424027	0.975564811059371	0.841382469836084
CAND1	TRPV1	-0.00059265363048458	0.929033386434186	0.841382068974081
HEYL	SNORA29	0.0943227570766421	0.213818927951243	0.841372285726356
SSX2	AGAP2	-0.00105638108555604	0.0203200969911422	0.841371692043811
AGAP2	SSX2	-0.00400161898576538	0.0323068151759407	0.841371692043811
IL15RA	TRIB3	0.0612957781619639	0.635698198813097	0.841368507129964
TRIB3	IL15RA	0.0612957781619639	0.635731703404763	0.841368507129964
ELOF1	PPP2R5E	-0.994066349576297	0.997082098514596	0.841364693268633
KIF26A	LBP	0.989805915076378	0.973467645845647	0.841362906306377
LBP	KIF26A	0.989805915076378	0.973467645845647	0.841362906306377
SFMBT2	TLR7	0.159777644019876	0.869985792722184	0.841361258367275
CEP57	GPSM3	-0.999976493950127	0.998250504392615	0.84135673263159
RBM15	OR12D3	0.0643087758704694	0.658487850508436	0.841351210896503
OR12D3	RBM15	0.0643087758704694	0.658487850508436	0.841351210896503
SFMBT2	LRRC36	0.496297613683294	0.6063104047362	0.841345844107055
PRDM9	OR2F2	-0.000704184604288355	0.656633157288337	0.841336521901843
OR2F2	PRDM9	-0.00272420157062508	0.755422474382063	0.841336521901843
ZNF581	MRPS18A	0.813007158074325	0.575957342202025	0.841331683079062
ZCCHC24	PLAGL1	-0.996862902810888	0.981707121352337	0.841321737906736
PLAGL1	ZCCHC24	-0.996862902810888	0.981707121352337	0.841321737906736
TAF9	COX11	0.954659342469821	0.958616683231203	0.841321656753176
DNMT3B	TCEA2	0.988300613273682	0.951049115219088	0.841320613383664
TCEA2	DNMT3B	0.947161231621575	0.941996049089989	0.841320613383664
OR2K2	PDCD4	-0.00142898635567805	0.366341828116379	0.841306731909786
PDCD4	OR2K2	-0.00142898635567805	0.366341828116379	0.841306731909786
FBXW7	NCOA1	0.998334084216254	0.986400606653552	0.841306477104704
IRF6	TNFRSF1B	0.0181306930824179	0.938801078994601	0.841306392001133
TNFRSF1B	IRF6	0.0602780988506309	0.950506746716586	0.841306392001133
MCM8	KIF20B	0.998687870784766	0.999654059245335	0.841303839706442
ZNF26	GRXCR1	0.080694765267529	0.683354842310835	0.841301064181956
ZNF26	TNFSF11	-0.135444596064628	0.776921931430861	0.841301064181956
MN1	SPRY1	0.999972595201286	0.999200372456053	0.84129723755788
MLLT3	FZD6	0.991897512083414	0.989579536279813	0.841295938368534
FLI1	LUZP1	0.411179340064222	0.884899829685156	0.841292314133535
VAPA	OR51B5	-0.953697761139623	0.68100010511478	0.841277300225045
MAZ	JMJD8	0.999915126309795	0.999871342058513	0.841267417819622
ADNP2	VGLL2	-0.000140153222382909	0.900922223766516	0.841267258812071
VGLL2	ADNP2	-0.000299736810517885	0.879421202429251	0.841267258812071
RBM39	FNBP4	0.989773498392359	0.997970761395602	0.841263252345471
ZNF230	ZNF711	0.320013122760501	0.755397395447985	0.841263145358558
IRF9	HMOX1	0.996789226822601	0.974940637142864	0.84126152084338
NBN	RBM27	0.99999958613758	0.999973307174102	0.841254100167855
EXT2	BSPRY	0.638047002588034	0.612891430571146	0.841253102633592
PBRM1	PARP10	-0.939976345088561	0.870409183191679	0.841250707236932
MNDA	SIRPD	0.999257804398036	0.999761112813098	0.841249611354501
ATOH8	NACC2	0.964286960548818	0.983104062091692	0.841247681637138
NACC2	ATOH8	0.87889508096173	0.980983832365543	0.841247681637138
CENPI	RRM2	0.999998904747719	0.999589199757765	0.841246547596801
NKX3-1	ZNF711	0.997751874078306	0.973347247376376	0.841235666882756
ZNF711	NKX3-1	0.997751874078306	0.973347247376376	0.841235666882756
SSX4	RGR	-0.232375835843731	0.969802078382389	0.841231692170024
ZNF276	PPP1R8	-0.997138293238495	0.989054785413068	0.841230212376948
SMARCB1	MYOD1	0.077410201223742	0.0933122227561397	0.841210182738017
TRIM27	OS9	0.816095184019905	0.802216673060899	0.841208169305811
IRS2	SV2A	-0.999922279408804	0.986874116851517	0.841203003991509
SCML2	SRA1	-0.99950948616285	0.998801521702254	0.841198141055299
SRA1	SCML2	-0.995767353559905	0.997223198293077	0.841198141055299
CACNA1I	KLF9	0.546745305362759	0.941365835498207	0.841192991986661
U2AF1	DHX15	0.91722914078097	0.834422126995741	0.841188405841745
ZNF90	P2RX6	-0.000324545905284971	0.648935988332221	0.841182865593299
TCEAL2	CCL4L2	0.113405013367466	0.359256802036917	0.84115646318377
TRIM22	SPRY2	-0.903164252415594	0.823246748308978	0.841151724320541
SPRY2	TRIM22	-0.973977669370383	0.850562297126573	0.841151724320541
LZTFL1	GMIP	-0.999951667658043	0.99946323560346	0.841143299914867
PPP1R10	FOXD4L1	0.30043320863309	0.359256802036917	0.84114314766457
TCF12	LUZP1	0.998911834925703	0.986581343726882	0.841132752376554
OR51E1	SIN3A	0.0229648025102597	0.946407321034267	0.841114119789897
EAF2	GPR12	-0.711483794818051	0.892656630562216	0.841110744403108
USP16	DFFA	-0.885725855763008	0.879643683810694	0.841103708298721
DFFA	USP16	-0.994779475342155	0.904792591283564	0.841103708298721
ZNF813	ZNF675	0.999910220201191	0.999436773789707	0.841099780683354
ZNF675	ZNF813	0.999910220201191	0.999436770386079	0.841099780683354
BUB1B	NCAPG	0.999999999192008	0.999998838016376	0.841093040664026
POGK	GNB3	-0.559925340018771	0.868750574257347	0.841091798830411
GNB3	POGK	-0.887451368788327	0.911540469269199	0.841091798830411
HNRNPD	ABCC3	-0.724882931611597	0.991751882800341	0.841086543174458
TP53BP1	CYSLTR2	0.327282401654189	0.962741457940257	0.841080324062829
PADI4	FOLR3	0.988562173883542	0.987720412433211	0.841079621288313
CALCOCO1	SET	-0.998007959114532	0.983651552510962	0.841078473313178
SET	CALCOCO1	-0.998007959114532	0.983651635344278	0.841078473313178
PPP2R2A	ZCCHC10	0.996986888800036	0.993666636900239	0.841073838255002
NPR3	ZNF10	0.0843016871728986	0.556860761340295	0.841071752495446
KLF13	GAS5	-0.992686930976076	0.992247622311766	0.841067032397556
P2RY1	TRRAP	0.951331151103142	0.892753672602046	0.841060911347797
ELAVL2	EID2B	-0.0114985181062044	0.254516994713749	0.841055317191249
OR9A4	CLEC4D	0.650732942172115	0.234846527611783	0.841043007730873
E2F8	DCLRE1B	0.99848958555107	0.992613428541047	0.841037218514836
CHD1	PPM1A	0.990594456836468	0.988416766112424	0.841036157162529
MLX	SIRPD	0.999548955186655	0.999677802101498	0.841034658992547
DAPK1	AMELY	0.0325930888741116	0.76142398755282	0.841031187438377
DAPK1	IQCJ	0.11295242209863	0.234846527611783	0.841030826541938
GPSM3	TOLLIP	0.99999965587333	0.999803966231079	0.841030625754749
IPO8	RTKN	-0.922742966046527	0.940332505734553	0.84102290947847
RTKN	IPO8	-0.922742966046527	0.940332861822196	0.84102290947847
NFKB1	MYD88	0.999318788560693	0.991689887431386	0.841014821139689
TAF9	FKBP3	0.999539310760761	0.994947461368508	0.841010516802881
SOHLH1	FMN2	-0.000278908622333505	0.133344602427541	0.841007053278308
FMN2	SOHLH1	-0.00220099347924443	0.147717763198905	0.841007053278308
ZNF131	ZNF189	0.994020795039249	0.989727018009616	0.841004135629673
ZNF189	ZNF131	0.994020795039249	0.989727018009616	0.841004135629673
ITGA9	ELMO1	0.999615122985956	0.987345406013401	0.841002583857984
ELMO1	ITGA9	0.999615122985956	0.987345343505812	0.841002583857984
TCEAL6	STAM	-0.000160667980926159	0.572017029143149	0.841002150556976
CD86	CD1D	0.999559486403762	0.999956153088867	0.841001161177775
RALGAPB	RPLP2	-0.999994236865849	0.999710876433128	0.841000289725672
CBX7	WDR12	-0.98929544943309	0.94921328622345	0.840995745141643
CEBPZ	CPSF3	0.999250023719605	0.99514709958394	0.840991961153731
NFKBIZ	TNFAIP3	0.990665261698405	0.977859338959321	0.840987341764269
PKNOX2	RBM38	0.847087183398821	0.983630440194842	0.840984619174792
MBD3	FBXW9	0.991070773214851	0.991449874276343	0.840982828951109
XBP1	KIF9	0.042785641213391	0.813167280448085	0.840978237007841
PHOX2B	SOX13	0.0474468006790829	0.213818927951243	0.840975597324433
SOX13	PHOX2B	0.0474468006790829	0.213818927951243	0.840975597324433
NRIP2	NKTR	0.987206036171248	0.984970310984691	0.840968626551029
ZNF674	LPP	0.991605789184735	0.986797594512369	0.840954965551337
LPP	ZNF674	0.998354505351345	0.989091652204768	0.840954965551337
HNRNPD	PARP10	-0.897281155242797	0.976901455375707	0.840947630476544
SMARCAD1	TIA1	0.998438150646964	0.999548310804934	0.840946038398571
IRS2	RILPL1	0.973451636685328	0.938775082565332	0.840941086253036
ATOH1	ROPN1L	-0.0349021869539619	0.485821477137523	0.840931272356512
ATN1	DYRK1B	0.91447299364182	0.967586723731822	0.840930808348392
DYRK1B	ATN1	0.91447299364182	0.967586723731822	0.840930808348392
SSBP2	KDSR	0.839386596730122	0.923513581450698	0.840930434925307
RGS2	AQP9	0.999998650355662	0.999555096744611	0.840930343911996
RGS2	TNFSF8	0.99824930753736	0.866516057547376	0.840929389793352
TNFSF8	RGS2	0.99824930753736	0.866516057547376	0.840929389793352
IL1RAP	SULT2B1	0.0252587800836944	0.324725133751023	0.840911329643709
IL1RAP	TRIM52	0.496748441816516	0.834338477136274	0.840911329643709
IL1RAP	C16orf92	0.0104876247330572	0.147717763198905	0.840911329643709
IL1RAP	TTYH2	0.0461204127941709	0.65940389015474	0.840910511929776
SETD2	PIK3C2A	0.995204376689375	0.990484918893475	0.840898861307382
WDR77	ALCAM	-0.153653495182434	0.573628429117334	0.840888200792202
OR8H2	TM9SF1	0.0249013465592814	0.882053143935134	0.840885467556326
HDAC9	ZFYVE16	0.0181377700534569	0.907452027926874	0.840879257332594
ZNF329	LRRC1	0.978495685598482	0.802216673060899	0.840878580446058
TRIO	ZNF626	0.821999370638482	0.913111148381924	0.840875110864829
MYSM1	MED13L	0.919402255743091	0.875808045447211	0.840862990099626
MED13L	MYSM1	0.919402255743091	0.875808045447211	0.840862990099626
ZNF100	GTF3C3	0.956916124748487	0.977463414326933	0.84086275809845
ANXA1	SPAG16	-0.997552688193263	0.976815265307982	0.84085752879979
ANXA1	TPI1P2	0.0776088796595751	0.932524231886709	0.84085752879979
ANXA1	KRTAP26-1	0.0394070903554216	0.685998686392635	0.84085752879979
ZNF765	ZNF776	0.999965555939983	0.999214396703485	0.840845010346483
PIAS3	HDAC11	0.932901114384646	0.952434688789826	0.840841166296864
HDAC11	PIAS3	0.932901114384646	0.952436465801941	0.840841166296864
FST	UBL3	-0.252532172855182	0.890957516216848	0.840836233497334
CD86	MPEG1	0.999918811586629	1	0.840832732566286
LBX1	TRAPPC6A	-0.016233787764274	0.688395048536616	0.840829103303079
CNOT1	TOPBP1	0.997938238809322	0.999588120823153	0.840828433787101
LHX5	OR6C76	-6.40917798984495e-05	0.213818927951243	0.840827088347929
MLLT3	ARHGEF12	0.965590749698504	0.983639515155995	0.84082148389519
KRBA2	MAPK14	-0.77154868855631	0.918055131633498	0.840821411150531
PPARD	SUZ12	-0.987165503385488	0.961060679036461	0.840817087599828
SUZ12	PPARD	-0.978204724534874	0.983520244640519	0.840817087599828
ZNF436	MYO9A	0.958048191376777	0.981454269299577	0.840803294774291
MYO9A	ZNF436	0.988560521999426	0.984883287640578	0.840803294774291
BRWD1	SOS1	0.997718048194721	0.999778555470534	0.840790474697119
SOS1	BRWD1	0.999996318213566	0.999708765256158	0.840790474697119
HMGA2	RHOH	0.028577573868674	0.969350914935498	0.840786463203991
RHOH	HMGA2	0.0887708599171526	0.975280924806672	0.840786463203991
GEM	TMEM47	0.999971239075521	0.998547769839569	0.840772019591804
GMPS	SMC3	0.999404506992139	0.992143627122253	0.840764794722087
SMC3	GMPS	0.999404506992139	0.992143627122253	0.840764794722087
