node	layer	module	flow	log_flow	nodeLabel	DNA_methylation_logFC	DNA_methylation_P.Value	GRN_logFC	GRN_AveExpr	GRN_t	GRN_P.Value	GRN_adj.P.Val	GRN_B	GRN_eigenvalue	GRN_Page_Rank	GRN_degree	GRN_closeness	GRN_betweenness	GRN_size	GRN_nes	GRN_pval	GRN_pval.fdr	GRN_TF	Metabolism_pvalue	Metabolism_mean.diff
37765	4	2388	9.52E-06	11.5616704301611	ADPRH	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37917	4	2389	9.52E-06	11.5616704301611	ALG11	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
38398	4	2390	9.52E-06	11.5616704301611	ATIC	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39505	4	2391	9.52E-06	11.5616704301611	CHDH	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39691	4	2392	9.52E-06	11.5616704301611	CLYBL	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39729	4	2393	9.52E-06	11.5616704301611	CNP	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39938	4	2394	9.52E-06	11.5616704301611	CRLS1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40168	4	2395	9.52E-06	11.5616704301611	CYP39A1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40174	4	2396	9.52E-06	11.5616704301611	CYP46A1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40582	4	2397	9.52E-06	11.5616704301611	DOLPP1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40924	4	2398	9.52E-06	11.5616704301611	ENPP6	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40978	4	2399	9.52E-06	11.5616704301611	EPRS1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
41695	4	2400	9.52E-06	11.5616704301611	GCNT2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
41738	4	2401	9.52E-06	11.5616704301611	GFUS	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42344	4	2402	9.52E-06	11.5616704301611	HIRIP3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42873	4	2403	9.52E-06	11.5616704301611	IL4I1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
43011	4	2404	9.52E-06	11.5616704301611	ISYNA1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
46729	4	2405	9.52E-06	11.5616704301611	MAR03787	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
46936	4	2414	9.52E-06	11.5616704301611	MAR04042	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
47023	4	2406	9.52E-06	11.5616704301611	MAR04158	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
47122	4	2418	9.52E-06	11.5616704301611	MAR04299	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
47123	4	2417	9.52E-06	11.5616704301611	MAR04300	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
47171	4	2413	9.52E-06	11.5616704301611	MAR04370	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
47374	4	2415	9.52E-06	11.5616704301611	MAR04629	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
47435	4	2416	9.52E-06	11.5616704301611	MAR04699	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
47698	4	2407	9.52E-06	11.5616704301611	MAR05122	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
49155	4	2408	9.52E-06	11.5616704301611	MAR07132	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
50380	4	2409	9.52E-06	11.5616704301611	MAR09199	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
50476	4	2410	9.52E-06	11.5616704301611	MAR09527	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
50531	4	2411	9.52E-06	11.5616704301611	MAR09586	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
50630	4	2412	9.52E-06	11.5616704301611	MAR09910	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52192	4	2421	9.52E-06	11.5616704301611	MVK	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52314	4	2428	9.52E-06	11.5616704301611	NANS	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52776	4	2427	9.52E-06	11.5616704301611	NTPCR	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53394	4	2424	9.52E-06	11.5616704301611	PAH	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53395	4	2431	9.52E-06	11.5616704301611	PAICS	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53665	4	2434	9.52E-06	11.5616704301611	PEPD	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53733	4	2419	9.52E-06	11.5616704301611	PGS1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53769	4	2420	9.52E-06	11.5616704301611	PHOSPHO1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54022	4	2422	9.52E-06	11.5616704301611	PMVK	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54154	4	2430	9.52E-06	11.5616704301611	PPCS	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54573	4	2423	9.52E-06	11.5616704301611	QDPR	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55853	4	2435	9.52E-06	11.5616704301611	SLC25A26	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55914	4	2429	9.52E-06	11.5616704301611	SLC35A1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55915	4	2433	9.52E-06	11.5616704301611	SLC35A2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55921	4	2432	9.52E-06	11.5616704301611	SLC35D1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57195	4	2426	9.52E-06	11.5616704301611	TPK1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57621	4	2425	9.52E-06	11.5616704301611	UMPS	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
33164	1	1298	9.52E-06	11.5617502297383	frag_707767	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
6974	1	696	9.52E-06	11.5617754309278	frag_234924	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
39249	3	2	9.52E-06	11.5622312620555	CD72	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
8160	1	263	9.52E-06	11.5625496268191	frag_251396	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
40338	3	163	9.51E-06	11.5628460177882	DENND4A	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56298	2	900	9.51E-06	11.5630163246775	SPHK1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
31967	1	1149	9.51E-06	11.5630951802829	frag_687206	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40885	3	1605	9.51E-06	11.5631992792043	ELP1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40889	3	1605	9.51E-06	11.5631992792043	ELP5	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40890	3	1605	9.51E-06	11.5631992792043	ELP6	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
28163	1	211	9.51E-06	11.5634853441619	frag_610042	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
4029	1	469	9.51E-06	11.563576860156	frag_170333	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
57343	3	2	9.51E-06	11.5636904778704	TRPV6	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53333	3	29	9.50E-06	11.5639545837289	OTUB1	0.3309893	8.88E-08	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
30768	1	541	9.50E-06	11.5645619761447	frag_662032	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
11427	1	453	9.49E-06	11.5648305253958	frag_288834	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
18270	1	50	9.49E-06	11.5649832620418	frag_410110	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
17917	1	865	9.49E-06	11.5653109345114	frag_401337	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
20084	1	1173	9.49E-06	11.5655417393732	frag_434219	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
116	1	115	9.49E-06	11.5656250108239	frag_101064	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
54258	3	20	9.48E-06	11.566257678647	PRC1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
38763	3	1422	9.48E-06	11.5663526133531	BTN1A1	0.3105259	1.16E-06	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
27217	1	33	9.48E-06	11.5664486120535	frag_598731	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52062	2	1594	9.48E-06	11.566502417553	MRPS33	0	1	0.2693483	3.547766	1.142676	0.2599763	0.4973857	-5.319567	-40.54598	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
19468	1	1311	9.48E-06	11.5665425098073	frag_426168	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
7084	1	1358	9.48E-06	11.5665762729526	frag_235596	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
17605	1	1220	9.48E-06	11.5666068717876	frag_394140	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40808	3	1032	9.48E-06	11.5666332508451	EIF2B1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40809	3	1032	9.48E-06	11.5666332508451	EIF2B2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40811	3	1032	9.48E-06	11.5666332508451	EIF2B4	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
48646	4	1212	9.47E-06	11.5669540758748	MAR06396	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
40887	3	1605	9.47E-06	11.5673679232998	ELP3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
35436	1	82	9.47E-06	11.5673911545073	frag_771447	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
38361	2	1339	9.47E-06	11.5674038263026	ASTN2	0	1	-2.216927	-0.8468782	-3.017683	0.004419186	0.09181617	-2.047141	-11.35088	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
53980	3	546	9.47E-06	11.5674608513683	PLPP1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53981	3	546	9.47E-06	11.5674608513683	PLPP2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53982	3	546	9.47E-06	11.5674608513683	PLPP3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
28853	1	38	9.47E-06	11.5678168035097	frag_618721	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
55150	2	946	9.46E-06	11.568042904193	RPAP1	0	1	0.2868434	4.957453	1.642293	0.1083803	0.3078132	-4.689443	-9.859491	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
18053	1	652	9.46E-06	11.5681612576431	frag_40706	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
27124	1	33	9.46E-06	11.5684624880925	frag_598616	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
10514	1	103	9.46E-06	11.5685671472763	frag_280155	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
19968	1	106	9.46E-06	11.5686549002865	frag_432877	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57041	2	647	9.46E-06	11.5687045951652	TMEM30A	0	1	0.255491	1.960001	0.8660989	0.3916087	0.6239349	-5.57756	-12.1867	-8.847671	2	0	11700	0	0	1	1	Gene	NA	NA
30329	1	463	9.46E-06	11.5689012842332	frag_652182	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
17743	1	137	9.46E-06	11.5689361847219	frag_397199	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
19579	1	1137	9.45E-06	11.5691762907928	frag_428363	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
18423	1	175	9.45E-06	11.5692334170259	frag_411130	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
48727	4	1479	9.45E-06	11.5694503148483	MAR06532	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
28463	1	311	9.45E-06	11.5695709515563	frag_612838	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
47188	4	1856	9.45E-06	11.5695773012599	MAR04396	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
38749	2	1404	9.44E-06	11.5700303508311	BTAF1	0	1	0.3684793	7.60999	3.029442	0.00428202	0.09059357	-2.01996	-39.78209	-8.847671	2	0	8	0	0	1	1	Gene	NA	NA
55902	4	595	9.44E-06	11.5702993137793	SLC2A9	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37796	2	2363	9.44E-06	11.5703681545068	AGBL4	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
2891	1	357	9.44E-06	11.5703893372226	frag_151345	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
30029	1	1440	9.44E-06	11.5704285264296	frag_64677	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57789	2	491	9.44E-06	11.5705079687236	VDAC3	0	1	0.3704259	5.800976	2.538271	0.01514323	0.1456932	-3.097208	-9.51469	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
49972	4	765	9.44E-06	11.5705651710833	MAR08378	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
58252	2	67	9.44E-06	11.570571527103	ZNF428	0	1	0.6682574	-0.1682449	2.823789	0.007367652	0.1098294	-2.485931	-39.97326	-8.232486	1	1	0	11	0.9491237	0.3425577	0.5912582	TF	NA	NA
14282	1	192	9.44E-06	11.5709815757372	frag_337610	0.3617406	1.61E-09	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54356	2	1017	9.43E-06	11.5712242935418	PROX2	0	1	0.5839549	-7.195825	1.51225	0.1383426	0.3526888	-4.8729	-17.07124	-5.471561	3	0.05555556	986	19	1.246218	0.2126842	0.5178958	TF	NA	NA
41525	2	649	9.43E-06	11.571572044403	FUT2	0	1	1.057032	-0.08223558	2.022663	0.04983836	0.2373169	-4.079884	-40.50506	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
11967	1	331	9.43E-06	11.5715879505356	frag_296325	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
27717	1	62	9.43E-06	11.5716706665039	frag_602849	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
27718	1	62	9.43E-06	11.5716706665039	frag_602850	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
27719	1	62	9.43E-06	11.5716706665039	frag_602851	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42536	4	130	9.43E-06	11.5718456651388	HSD17B1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
23985	1	161	9.43E-06	11.5721002632889	frag_517876	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53545	3	184	9.42E-06	11.572475913917	PCGF5	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
32807	1	136	9.42E-06	11.573071513821	frag_699247	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
43590	2	858	9.42E-06	11.5731724081162	LIMCH1	0	1	-2.28942	-1.723272	-2.422882	0.02002479	0.1615212	-3.331394	-10.24055	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
16530	1	992	9.41E-06	11.5733721026268	frag_377696	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37466	2	1193	9.40E-06	11.5743998852631	A4GALT	0	1	-3.154313	-0.7733898	-2.747919	0.008956897	0.1179229	-2.652583	-4.03473	-8.847671	2	0	4475.074	0	0	1	1	Gene	NA	NA
27262	1	33	9.40E-06	11.5745445185701	frag_598789	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54807	2	872	9.40E-06	11.5748689561126	RDH16	0	1	0.2351946	-2.513275	0.4559489	0.6508961	0.8164861	-5.833018	-40.37367	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
40392	4	1680	9.40E-06	11.5752892858169	DHTKD1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52867	4	1680	9.40E-06	11.5752892858169	OGDH	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52868	4	1680	9.40E-06	11.5752892858169	OGDHL	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
16923	1	110	9.39E-06	11.5754457574354	frag_383953	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
16924	1	110	9.39E-06	11.5754457574354	frag_383954	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
16925	1	110	9.39E-06	11.5754457574354	frag_383955	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
16926	1	110	9.39E-06	11.5754457574354	frag_383957	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
11350	1	551	9.39E-06	11.5755490208248	frag_287759	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
11352	1	551	9.39E-06	11.5755490208248	frag_287779	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
11353	1	551	9.39E-06	11.5755490208248	frag_287780	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
13418	1	276	9.39E-06	11.5758003041278	frag_3282	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
58025	2	1015	9.39E-06	11.5758791093554	ZBTB20	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39554	3	733	9.39E-06	11.5761059752887	CHRNA5	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52157	4	1846	9.39E-06	11.576119823233	MTR	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42507	3	163	9.39E-06	11.5763520711811	HPS1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42509	3	163	9.39E-06	11.5763520711811	HPS4	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
9374	1	61	9.38E-06	11.5764895277133	frag_268154	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
28090	1	444	9.38E-06	11.5764895277133	frag_60974	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
43129	2	306	9.38E-06	11.5766643059372	KCNAB3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
8425	1	455	9.38E-06	11.5769894320597	frag_255238	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
53993	2	835	9.38E-06	11.577090722446	PLS3	0	1	-3.842838	-1.653947	-4.001394	0.000265233	0.04533715	0.410053	-4.898326	-8.847671	2	0	4700.858	0	0	1	1	Gene	NA	NA
9916	1	122	9.38E-06	11.5771067166028	frag_275899	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
43706	3	1070	9.38E-06	11.5772826692134	LRRC49	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
10571	1	103	9.38E-06	11.5773573251296	frag_280235	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
10573	1	103	9.38E-06	11.5773573251296	frag_280237	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
37242	1	1237	9.38E-06	11.5773573251296	frag_95981	0.3547885	4.07E-08	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
9035	1	411	9.37E-06	11.5775023868451	frag_265890	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
42137	3	718	9.37E-06	11.5776848104877	GUCY2F	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
49222	4	1444	9.37E-06	11.5778704687107	MAR07221	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
57552	2	591	9.37E-06	11.5781180666385	UBP1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
