""	"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0051707"	"BP"	"GO:0051707"	"response to other organism"	65	-0.253594983804629	-1.58291700704337	0.0413088379171649	0.0413088379171649	0.911109209028426	358	"tags=60%, list=44%, signal=36%"	"SMPDL3B/NLRP7/SUSD4/TRIB1/MALT1/ARMC5/MCOLN2/ZNFX1/GATA1/PRDX2/TUBB/LCN2/CHIT1/S100A14/MID2/PI3/CLEC4D/CXCL5/EDNRB/PF4V1/IFIT1/CRISP3/PRKD1/EREG/PF4/LTF/PLSCR4/NFIB/ALPL/KIR3DL1/GJB6/CR1/CLEC4E/MAOB/SYT11/TRIM14/TMF1/REL/DEFA1B"
"GO:0043001"	"BP"	"GO:0043001"	"Golgi to plasma membrane protein transport"	3	-0.740883059951216	-1.53237719764628	0.0414318859794498	0.0414318859794498	0.911109209028426	35	"tags=67%, list=4%, signal=64%"	"SEC16A/PKDCC"
"GO:0061951"	"BP"	"GO:0061951"	"establishment of protein localization to plasma membrane"	3	-0.740883059951216	-1.53237719764628	0.0414318859794498	0.0414318859794498	0.911109209028426	35	"tags=67%, list=4%, signal=64%"	"SEC16A/PKDCC"
"GO:0007589"	"BP"	"GO:0007589"	"body fluid secretion"	5	0.586935028755952	1.63354120038745	0.0428372739916551	0.0428372739916551	0.911109209028426	68	"tags=60%, list=8%, signal=55%"	"AGR2/ERBB4/NPR3"
"GO:0010498"	"BP"	"GO:0010498"	"proteasomal protein catabolic process"	15	-0.413721031803358	-1.60709002882126	0.0428476380572189	0.0428476380572189	0.911109209028426	193	"tags=53%, list=24%, signal=41%"	"ANKRD9/FHIT/PBK/UBXN2A/RHBDD1/OSBPL7/TMF1/UCHL5"
"GO:0072028"	"BP"	"GO:0072028"	"nephron morphogenesis"	10	0.403162448616463	1.60083039396062	0.043054154053145	0.043054154053145	0.911109209028426	65	"tags=50%, list=8%, signal=47%"	"ERBB4/SALL1/HOXA11/GREM1/KIF26B"
"GO:0062012"	"BP"	"GO:0062012"	"regulation of small molecule metabolic process"	8	0.452707070526029	1.60509823219078	0.0432157610422625	0.0432157610422625	0.911109209028426	162	"tags=75%, list=20%, signal=61%"	"ARV1/RGN/SLC4A1/IRS1/AVPR1A/IGF2"
"GO:0051179"	"BP"	"GO:0051179"	"localization"	217	-0.188145074462614	-1.47208523032476	0.0439571544058205	0.0439571544058205	0.911109209028426	349	"tags=50%, list=43%, signal=39%"	"MALT1/AP3B2/CRYM/KCNJ2/SLC2A4/TWF1/CAV2/MTX3/SDC4/LAPTM4B/RTN2/PDZK1P1/LEPROTL1/ARHGEF16/ABLIM3/MCOLN2/CYP4F2/MAP2K1/GATA1/TUBB/NMUR1/LCN2/TMC8/SLC22A18/RHCG/FBN2/HBZ/ASTN2/TTN/CTTNBP2NL/ABCB5/CACNA2D1/MID2/LIN7A/RAB6C/NCS1/NBL1/CNNM1/HBA2/PKIA/PMP2/TRPM2/SHISA9/EDNRB/PTGES2/ABCC1/IFIT1/NUP62/CYB5R2/RIC3/SLC47A2/PRKD1/KEL/FERMT2/BEST3/LTF/SLC7A3/ALOX15/PLSCR4/SLC25A29/TINF2/PLEKHA1/PXK/COL1A1/ABCG2/XKR5/RAPGEF6/PLA2R1/CACNA1E/STAC3/OSBPL10/ANO5/HEPACAM/LDLRAP1/SLC25A23/GJB6/RHBDD1/HBM/CR1/SPTBN2/KCNH2/MAOB/SYT11/WNK2/TRIM14/HSPA4/HOOK1/OSBPL7/PARD3/RYR3/SLC4A11/SLC7A10/TMF1/KIF5A/PKP2/PKHD1/GULP1/ANK1/AQP10/SEC16A/PKDCC/RAB3IP/MYC/CLCN5/ACHE/ATP1B2/CTAGE4/HBA1/FRMD6"
"GO:0031123"	"BP"	"GO:0031123"	"RNA 3'-end processing"	3	-0.73469731898718	-1.5195831564322	0.0452436194895592	0.0452436194895592	0.911109209028426	37	"tags=67%, list=5%, signal=64%"	"CPEB3/TOE1"
"GO:0042733"	"BP"	"GO:0042733"	"embryonic digit morphogenesis"	3	0.735095066041957	1.58210119370878	0.0453514739229025	0.0453514739229025	0.911109209028426	10	"tags=67%, list=1%, signal=66%"	"SALL1/HOXA11"
"GO:0002761"	"BP"	"GO:0002761"	"regulation of myeloid leukocyte differentiation"	5	-0.617361820178021	-1.56634975662003	0.045887310753863	0.045887310753863	0.911109209028426	186	"tags=80%, list=23%, signal=62%"	"PPARGC1B/PF4/LTF/MYC"
"GO:0010038"	"BP"	"GO:0010038"	"response to metal ion"	15	-0.408988640740516	-1.5887071623365	0.04604125083167	0.04604125083167	0.911109209028426	284	"tags=67%, list=35%, signal=44%"	"TTN/IGFBP2/TRPM2/CPNE5/ALOX15/PKLR/SLC25A23/MAOB/SYT11/RYR3"
"GO:0007189"	"BP"	"GO:0007189"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway"	6	0.523916932753367	1.59124929068479	0.046414757512645	0.046414757512645	0.911109209028426	103	"tags=67%, list=13%, signal=59%"	"ADRA2C/RXFP2/PTGER3/S1PR1"
"GO:0001837"	"BP"	"GO:0001837"	"epithelial to mesenchymal transition"	11	0.377101314944265	1.57272543391188	0.0466339410939691	0.0466339410939691	0.911109209028426	223	"tags=73%, list=28%, signal=53%"	"HPN/GREM1/AKNA/FOXC1/PTK2/FAM83D/S100A4/PHLDB2"
"GO:0051099"	"BP"	"GO:0051099"	"positive regulation of binding"	6	0.523153942428035	1.58893192367853	0.046712288009521	0.046712288009521	0.911109209028426	387	"tags=100%, list=48%, signal=52%"	"FOXC1/IRF4/CLIC2/LRRK2/PLCL1/ADD2"
"GO:0006935"	"BP"	"GO:0006935"	"chemotaxis"	36	-0.301447313839157	-1.58590246660204	0.0478463329452852	0.0478463329452852	0.911109209028426	325	"tags=61%, list=40%, signal=38%"	"PROK2/ARHGEF16/MAP2K1/NOVA2/S100A14/ISL2/CMTM5/NBL1/MMP28/CXCL5/CRMP1/TRPM2/EDNRB/ABCC1/PF4V1/PRKD1/PF4/NFIB/KIF5A/FZD3/PLEKHG5/DEFA1B"
"GO:0042330"	"BP"	"GO:0042330"	"taxis"	36	-0.301447313839157	-1.58590246660204	0.0478463329452852	0.0478463329452852	0.911109209028426	325	"tags=61%, list=40%, signal=38%"	"PROK2/ARHGEF16/MAP2K1/NOVA2/S100A14/ISL2/CMTM5/NBL1/MMP28/CXCL5/CRMP1/TRPM2/EDNRB/ABCC1/PF4V1/PRKD1/PF4/NFIB/KIF5A/FZD3/PLEKHG5/DEFA1B"
"GO:0007167"	"BP"	"GO:0007167"	"enzyme-linked receptor protein signaling pathway"	45	0.176315789473684	1.49085293479483	0.0478677110530896	0.0478677110530896	0.911109209028426	671	"tags=100%, list=83%, signal=18%"	"AGR2/ERBB4/ANGPT2/GREM1/FOXC1/PTK2/IRS1/SMAD9/NGFR/MAGI2/IGF2/GFRA1/SLA/FRK/NKX3-1/TGFA/FLT1/F3/EPHA2/XDH/GDF1/SNX25/EXT1/GDF11/FAM83A/RBM4/F7/GUCY2C/SLC2A4/AGTR2/CAV2/LEPROTL1/FBN2/ACVRL1/FGF17/SPRED3/ESM1/IGFBP2/NBL1/NUP62/PRKD1/EREG/FERMT2/PLEKHA1/COL1A1"
"GO:0001217"	"MF"	"GO:0001217"	"DNA-binding transcription repressor activity"	8	0.447860955263335	1.58791605955075	0.047982205274865	0.047982205274865	0.911109209028426	99	"tags=62%, list=12%, signal=55%"	"SALL1/MLX/CDX2/ASCL3/ZBTB49"
"GO:0001227"	"MF"	"GO:0001227"	"DNA-binding transcription repressor activity, RNA polymerase II-specific"	8	0.447860955263335	1.58791605955075	0.047982205274865	0.047982205274865	0.911109209028426	99	"tags=62%, list=12%, signal=55%"	"SALL1/MLX/CDX2/ASCL3/ZBTB49"
"GO:0001934"	"BP"	"GO:0001934"	"positive regulation of protein phosphorylation"	32	0.216041397153946	1.53510738351411	0.0482936252414681	0.0482936252414681	0.911109209028426	638	"tags=100%, list=79%, signal=22%"	"ERBB4/ADRA2C/GREM1/PDCD10/CARD10/PTK2/IGF2/GFRA1/CD36/NKX3-1/TGFA/FLT1/NCKAP1L/CLEC6A/LRRK2/GDF1/GDF11/EPO/CARD14/WNK4/MALT1/SDC4/MAP2K1/GATA1/ACVRL1/FGF17/LIMCH1/EDNRB/PRKD1/EREG/FERMT2/LTF"
"GO:0043549"	"BP"	"GO:0043549"	"regulation of kinase activity"	32	0.216041397153946	1.53510738351411	0.0482936252414681	0.0482936252414681	0.911109209028426	638	"tags=100%, list=79%, signal=22%"	"ERBB4/ADRA2C/GREM1/PTPRQ/PDCD10/CARD10/PTK2/RGN/IRS1/LDB2/IGF2/TNXB/TGFA/FLT1/EPHA2/NCKAP1L/LRRK2/EPO/CARD14/WNK4/TRIB1/MALT1/SDC4/MAP2K1/TTN/PKIA/NUP62/PTPRH/PRKD1/EREG/FERMT2/LTF"
"GO:0060993"	"BP"	"GO:0060993"	"kidney morphogenesis"	12	0.367140138767154	1.59297871790426	0.0482985729967069	0.0482985729967069	0.911109209028426	92	"tags=50%, list=11%, signal=45%"	"ERBB4/SALL1/HOXA11/GREM1/KIF26B/WNT7B"
"GO:0033002"	"BP"	"GO:0033002"	"muscle cell proliferation"	11	0.373639943088316	1.55828955862229	0.0483870967741935	0.0483870967741935	0.911109209028426	103	"tags=55%, list=13%, signal=48%"	"ERBB4/SIX5/NPR3/FOXC1/TP73/S1PR1"
"GO:0042325"	"BP"	"GO:0042325"	"regulation of phosphorylation"	53	0.159957439009445	1.47643707938859	0.0485629335976214	0.0485629335976214	0.911109209028426	643	"tags=96%, list=80%, signal=21%"	"ERBB4/ADRA2C/GREM1/PTPRQ/PDCD10/CARD10/PTK2/RGN/SLC4A1/IRS1/LDB2/IGF2/GFRA1/DMD/TNXB/CD36/NKX3-1/TGFA/FLT1/EPHA2/NCKAP1L/CLEC6A/XDH/TLR8/LRRK2/GDF1/SNX25/GDF11/EPO/CARD14/WNK4/TRIB1/MALT1/TWF1/SDC4/MAP2K1/GATA1/TTN/ACVRL1/FGF17/LIMCH1/PKIA/EDNRB/NUP62/PTPRH/PRKD1/PPARGC1B/EREG/FERMT2/LTF/PBK"
"GO:0044403"	"BP"	"GO:0044403"	"biological process involved in symbiotic interaction"	13	-0.425427653886819	-1.56785949558653	0.0486252201002303	0.0486252201002303	0.911109209028426	344	"tags=77%, list=43%, signal=45%"	"ST6GALNAC1/CAV2/MID2/IFIT1/PF4/LTF/CR1/TRIM14/GYPA/DEFA1B"
"GO:0034704"	"CC"	"GO:0034704"	"calcium channel complex"	4	-0.666666666666667	-1.55145969925748	0.0487649402390438	0.0487649402390438	0.911109209028426	272	"tags=100%, list=34%, signal=67%"	"CACNA1E/STAC3/RYR3"
"GO:0086065"	"BP"	"GO:0086065"	"cell communication involved in cardiac conduction"	4	-0.666666666666667	-1.55145969925748	0.0487649402390438	0.0487649402390438	0.911109209028426	272	"tags=100%, list=34%, signal=67%"	"DSG2/PKP2/ATP1B2"
"GO:0001525"	"BP"	"GO:0001525"	"angiogenesis"	28	0.227209268528032	1.5212671830783	0.0490081680280047	0.0490081680280047	0.911109209028426	168	"tags=46%, list=21%, signal=38%"	"CCL11/SLC12A6/ANGPT2/GREM1/PDCD10/FOXC1/CARD10/PTK2/S1PR1/TNFSF12/E2F2/NGFR/CALD1"
"GO:0061326"	"BP"	"GO:0061326"	"renal tubule development"	11	0.373229938747988	1.55657960899206	0.0490883590462833	0.0490883590462833	0.911109209028426	92	"tags=55%, list=11%, signal=49%"	"SALL1/HOXA11/GREM1/KIF26B/PROM1/WNT7B"
"GO:0072080"	"BP"	"GO:0072080"	"nephron tubule development"	11	0.373229938747988	1.55657960899206	0.0490883590462833	0.0490883590462833	0.911109209028426	92	"tags=55%, list=11%, signal=49%"	"SALL1/HOXA11/GREM1/KIF26B/PROM1/WNT7B"
"GO:0046364"	"BP"	"GO:0046364"	"monosaccharide biosynthetic process"	3	0.728179551122194	1.56721734410199	0.0493827160493827	0.0493827160493827	0.911109209028426	221	"tags=100%, list=27%, signal=73%"	"G6PC2/RGN/ALDOC"
"GO:0043296"	"CC"	"GO:0043296"	"apical junction complex"	7	-0.534990805496136	-1.55310292697455	0.0496885197270839	0.0496885197270839	0.911109209028426	62	"tags=43%, list=8%, signal=40%"	"PARD3/FRMD6/MPDZ"
"GO:0001892"	"BP"	"GO:0001892"	"embryonic placenta development"	5	0.570728528163807	1.5884357199947	0.0497913769123783	0.0497913769123783	0.911109209028426	162	"tags=80%, list=20%, signal=64%"	"PCDH12/CDX2/WNT7B/IGF2"
