""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"IDH1_AVG"	"IDH2_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg00408720"	0.0739576401176837	0.716387581473	3.71912372030459	0.00046975174260662	0.427422019100883	-0.706012827755175	0.670164056399448	0.744121696517131	0.0739576401176836	"6"	28113406	"R"	"II"	"ZNF192"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr6:28109365-28109939"	"rs1225715;rs540087075"	"35;2"
"cg13675329"	0.0524187355073202	0.889186360379922	3.71837485956852	0.000470864379462924	0.427422019100883	-0.70825260070881	0.856424650687847	0.908843386195167	0.0524187355073209	"4"	69216485	"F"	"II"	"YTHDC1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr4:69215304-69215921"	"rs555321035"	"20"
"cg15121978"	0.0824874701629658	0.856136151128971	3.71826104649518	0.000471033700706963	0.427422019100883	-0.70859298158669	0.804581482277118	0.887068952440084	0.0824874701629661	"6"	143188930	"F"	"II"	"HIVEP2"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs139014912;rs187630815;rs191166524"	"0;1;2"
"cg22146312"	-0.0128088191059114	0.0448364770779192	-3.71802748324899	0.000471381358617537	0.427422019100883	-0.709291480042687	0.0528419890191139	0.0400331699132025	-0.0128088191059114	"19"	47852819	"R"	"II"	"DHX34"	"5'UTR"	"island"	"5'UTR-island"	"chr19:47852300-47852978"	""	""
"cg01720935"	0.0640967160677343	0.814425103864169	3.71767745246162	0.000471902838322047	0.427422019100883	-0.710338239604987	0.774364656321835	0.83846137238957	0.0640967160677347	"13"	50937070	"R"	"II"	"DLEU1"	"Body"	"opensea"	"Body-opensea"	""	"rs149207423;rs549478591"	"51;40"
"cg14355192"	-0.0271118467944587	0.127752260907396	-3.71693594666932	0.000473009368080191	0.427487027514515	-0.7125555032942	0.144697165153933	0.117585318359474	-0.0271118467944587	"9"	36258114	"F"	"II"	"GNE"	"5'UTR"	"shore"	"5'UTR-shore"	"chr9:36258170-36258886"	""	""
"cg05845367"	0.0848651922705712	0.824821265271829	3.71683976769143	0.000473153075461379	0.427487027514515	-0.712843080106605	0.771780520102722	0.856645712373293	0.0848651922705711	"15"	67294415	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs388061"	"13"
"cg22521992"	0.0352958548321383	0.914351014355745	3.71626439266926	0.000474013655428112	0.427731881840099	-0.714563369005901	0.892291105085659	0.927586959917797	0.0352958548321385	"15"	72824997	"R"	"II"	"ARIH1"	"Body"	"opensea"	"Body-opensea"	""	"rs71397249;rs545231858;rs113180370;rs553679255"	"38;13;4;2"
"cg27334616"	0.0752708537417295	0.882322480395992	3.71384518422193	0.0004776484657151	0.427960763629296	-0.721794722635623	0.835278196807411	0.910549050549141	0.0752708537417294	"8"	9640218	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs561282434;rs529923520"	"0;20"
"cg10423169"	0.0877384929008568	0.881142963819726	3.71363497305692	0.000477965561447207	0.427960763629296	-0.722422941028053	0.82630640575669	0.914044898657547	0.087738492900857	"7"	120900904	"F"	"II"	"CPED1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg06925625"	0.0244640161501634	0.882234161368812	3.71358306906683	0.000478043887727101	0.427960763629296	-0.722578053419464	0.866944151274959	0.891408167425123	0.0244640161501639	"13"	113887609	"R"	"I"	"CUL4A"	"Body"	"opensea"	"Body-opensea"	""	"rs144303533;rs571800452;rs539198540;rs147786184;rs369257799"	"32;28;21;19;17"
"cg23868577"	0.0457635796315566	0.927460718982753	3.71357276674109	0.000478059436026164	0.427960763629296	-0.722608841233966	0.89885848171303	0.944622061344586	0.0457635796315566	"7"	139073261	"R"	"II"	"C7orf55-LUC7L2"	"Body"	"opensea"	"Body-opensea"	""	"rs191073626;rs569274754"	"48;2"
"cg09964361"	0.0584665383540379	0.870738961480559	3.71241923282015	0.000479803419987743	0.427960763629296	-0.726055779059624	0.834197375009285	0.892663913363323	0.0584665383540384	"5"	110558627	"R"	"II"	"CAMK4"	"TSS1500"	"shore"	"TSS1500-shore"	"chr5:110559569-110560446"	""	""
"cg22332971"	0.0296505176776074	0.948551280055062	3.71229106277702	0.000479997571180576	0.427960763629296	-0.726438731633058	0.930019706506557	0.959670224184165	0.0296505176776073	"5"	102294301	"F"	"II"	"PAM"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg01990267"	0.0461083682898366	0.924727543920113	3.71186986453916	0.000480636129864762	0.427960763629296	-0.727697152402119	0.895909813738965	0.942018182028802	0.0461083682898367	"4"	57369993	"R"	"II"	"ARL9"	"TSS1500"	"shore"	"TSS1500-shore"	"chr4:57371582-57372022"	"rs564219288"	"43"
"cg23914026"	0.0361953330367767	0.938781840535712	3.71171487684352	0.000480871304116226	0.427960763629296	-0.728160190244952	0.916159757387727	0.952355090424503	0.0361953330367768	"8"	59506823	"F"	"II"	"NSMAF"	"Body"	"opensea"	"Body-opensea"	""	"rs147647770;rs531464901"	"0;31"
"cg07162537"	0.0843704663348919	0.850412506664653	3.71151835071936	0.000481169666194369	0.427960763629296	-0.728747310833788	0.797680965205345	0.882051431540237	0.0843704663348919	"10"	7984701	"R"	"II"	"TAF3"	"Body"	"opensea"	"Body-opensea"	""	"rs377565403"	"20"
"cg19778737"	0.0456540206347449	0.945137142805293	3.71147873678724	0.000481229828755115	0.427960763629296	-0.728865654971155	0.916603379908578	0.962257400543323	0.045654020634745	"11"	8908333	"R"	"II"	"ST5"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs190530705;rs560232780;rs56336128;rs542611295;rs183017334"	"39;37;36;31;1"
"cg11672225"	-0.0134990056246356	0.0432758046019076	-3.71130786376265	0.000481489420010447	0.427960763629296	-0.729376118794973	0.0517126831173048	0.0382136774926692	-0.0134990056246356	"22"	31556238	"R"	"I"	"RNF185"	"1stExon"	"island"	"1stExon-island"	"chr22:31556124-31556466"	"rs572782608"	"20"
"cg12062051"	0.0272469204080775	0.951967334197066	3.71104349289505	0.000481891318052064	0.427960763629296	-0.730165869268313	0.934938008942018	0.962184929350095	0.0272469204080775	"8"	121752032	"R"	"II"	"SNTB1"	"Body"	"opensea"	"Body-opensea"	""	"rs187439648;rs555624000"	"47;21"
"cg00168502"	0.0487739267230566	0.932509761350151	3.71066110763544	0.000482473190805932	0.427960763629296	-0.731308102798203	0.902026057148241	0.950799983871297	0.0487739267230568	"5"	178310723	"F"	"II"	"ZNF354B"	"Body"	"opensea"	"Body-opensea"	""	"rs199750749;rs145421371;rs147959779;rs571224209"	"0;1;8;16"
"cg13823218"	0.0515594133869897	0.908084924730473	3.71062662966934	0.000482525688731155	0.427960763629296	-0.731411089434263	0.875860291363604	0.927419704750594	0.0515594133869894	"3"	182665652	"F"	"II"	"DCUN1D1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg20552752"	-0.0143072605946557	0.0759459832849011	-3.71018429372403	0.000483199697819046	0.428035283965836	-0.732732308546606	0.0848880211565609	0.0705807605619052	-0.0143072605946557	"15"	90895281	"F"	"II"	"ZNF774"	"TSS200"	"shore"	"TSS200-shore"	"chr15:90895472-90895990"	"rs555323811;rs573661356;rs187671840"	"33;35;46"
"cg02295477"	0.163219681091795	0.331449266228957	3.70952803659883	0.00048420133093493	0.428399489502391	-0.73469231881391	0.229436965546585	0.39265664663838	0.163219681091795	"20"	30944844	"R"	"II"	"ASXL1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr20:30945647-30947033"	"rs367588832"	"9"
"cg12488096"	0.0502595360449521	0.852363862739163	3.70809118660158	0.000486401317410503	0.429821765383681	-0.738982965363503	0.820951652711068	0.87121118875602	0.0502595360449525	"10"	71927914	"F"	"II"	"SAR1A"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr10:71930007-71930587"	""	""
"cg01077393"	0.0321165269359284	0.945958214578573	3.70629980284931	0.00048915754822391	0.431731523210339	-0.744330914380801	0.925885385243618	0.958001912179547	0.0321165269359288	"16"	68596030	"R"	"II"	"ZFP90"	"Body"	"opensea"	"Body-opensea"	""	"rs575230342;rs372361760;rs560717841"	"24;2;1"
"cg14836889"	-0.0284378193843923	0.447162190682877	-3.70576751282932	0.000489979410689321	0.43186730780482	-0.745919701771982	0.464935827798122	0.43649800841373	-0.0284378193843922	"9"	130987358	"F"	"II"	"DNM1"	"Body"	"opensea"	"Body-opensea"	""	"rs117142616"	"0"
"cg07355551"	-0.012149838869564	0.0606635671096794	-3.70542953911246	0.000490501932643838	0.43186730780482	-0.74692842024789	0.0682572164031569	0.0561073775335929	-0.012149838869564	"20"	2489285	"R"	"II"	"ZNF343"	"5'UTR"	"island"	"5'UTR-island"	"chr20:2489190-2489644"	"rs528953591"	"30"
"cg25214575"	0.0737872196059556	0.898804940521926	3.7048572233236	0.000491387974838035	0.432054802933464	-0.748636432392525	0.852687928268203	0.926475147874159	0.0737872196059558	"18"	65145334	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg21731966"	0.0414219860587727	0.932769616093864	3.70452311517805	0.000491905939529953	0.432054802933464	-0.749633467837601	0.906880874807131	0.948302860865904	0.0414219860587726	"20"	10429742	"R"	"II"	"SLX4IP"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs77250983;rs535207450"	"32;2"
"cg21075894"	0.0338419953657837	0.901154981384838	3.70317379786626	0.000494003098521645	0.433372132979873	-0.753659513922361	0.880003734281223	0.913845729647006	0.0338419953657838	"5"	101607651	"F"	"II"	"SLCO4C1"	"Body"	"opensea"	"Body-opensea"	""	"rs553231573;rs111328668;rs17148608"	"26;40;41"
"cg14390275"	-0.171861257392103	0.737914439859331	-3.70240941200556	0.000495194931950178	0.433380105992243	-0.755939873444719	0.845327725729395	0.673466468337293	-0.171861257392102	"16"	62630151	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs534187569;rs554497688;rs574128059;rs116306934"	"44;25;2;1"
"cg25217164"	0.0217658720338649	0.929910555676503	3.70224595134014	0.000495450157623762	0.433380105992243	-0.756427482156386	0.916306885655338	0.938072757689202	0.0217658720338647	"5"	6625918	"F"	"II"	"NSUN2"	"Body"	"opensea"	"Body-opensea"	""	"rs574432855;rs543266859"	"7;39"
"cg05760733"	0.0505683029435624	0.881847903970186	3.70200754296354	0.00049582263169792	0.433380105992243	-0.757138639389232	0.850242714630459	0.900811017574022	0.0505683029435627	"12"	121786189	"R"	"I"	"ANAPC5"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr12:121789970-121790274"	"rs11616052"	"18"
"cg15923930"	-0.0431031472419273	0.860660190137513	-3.70125778119759	0.000496995760366122	0.433380105992243	-0.759374953476018	0.887599657163718	0.844496509921791	-0.0431031472419274	"12"	112444175	"F"	"II"	"TMEM116"	"Body"	"opensea"	"Body-opensea"	""	"rs141875921;rs552565438"	"0;40"
"cg13228934"	0.0599181992247315	0.673310685616378	3.70085776189214	0.000497622744941746	0.433380105992243	-0.760567980217358	0.63586181110092	0.695780010325652	0.0599181992247316	"10"	74518031	"R"	"II"	"CCDC109A"	"Body"	"opensea"	"Body-opensea"	""	"rs528684236;rs186348727;rs79667506;rs189652495"	"49;34;27;2"
"cg14981483"	-0.170610933401306	0.460302272493841	-3.70056220491277	0.000498086483263901	0.433380105992243	-0.761449406649866	0.566934105869657	0.396323172468351	-0.170610933401306	"12"	115358648	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg18462606"	0.0285087449232009	0.948992556636294	3.70049392934808	0.000498193668630185	0.433380105992243	-0.761653015850743	0.931174591059294	0.959683335982495	0.0285087449232013	"15"	52433022	"F"	"II"	"GNB5"	"Body"	"opensea"	"Body-opensea"	""	"rs562543696;rs190976474;rs139767569"	"10;35;41"
"cg05711023"	0.0403223126101377	0.94487477791633	3.69963127861564	0.000499549842481732	0.433870894281459	-0.764225391905917	0.919673332534994	0.959995645145132	0.040322312610138	"3"	156511814	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs62277147"	"39"
"cg08166758"	0.0344420305299777	0.925754755835365	3.69906532201907	0.000500441503016163	0.433870894281459	-0.76591284803762	0.904228486754129	0.938670517284107	0.0344420305299775	"2"	68982638	"R"	"II"	"ARHGAP25"	"Body"	"opensea"	"Body-opensea"	""	"rs4380277;rs144534664"	"41;2"
"cg01075775"	0.0561387749215932	0.920977251760641	3.69899528668419	0.000500551949091013	0.433870894281459	-0.766121654658753	0.885890517434646	0.942029292356239	0.0561387749215932	"12"	69238251	"R"	"II"	"MDM2"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs141938174"	"2"
"cg08684663"	0.0343209526051553	0.909883271518973	3.69815866330956	0.000501873114492126	0.434266938413381	-0.768615819993449	0.88843267614075	0.922753628745906	0.0343209526051557	"12"	10325221	"F"	"II"	"OLR1"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs34401616"	"4"
"cg11948516"	-0.0447414586349298	0.878801424191611	-3.69794818818872	0.000502206014520801	0.434266938413381	-0.769243241302632	0.906764835838442	0.862023377203513	-0.0447414586349296	"5"	121725927	"F"	"II"	"SNCAIP"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs148427858;rs561110105;rs528511966;rs186910386"	"1;10;28;41"
"cg00836542"	0.0463977356270309	0.896903160816797	3.69545022026495	0.000506173131042208	0.43633603730305	-0.776687993440444	0.867904576049902	0.914302311676934	0.0463977356270312	"14"	74083501	"R"	"II"	"ACOT6"	"TSS200"	"shelf"	"TSS200-shelf"	"chr14:74079183-74079657"	"rs10136341;rs147983231;rs557959107"	"47;39;34"
"cg15927878"	-0.0125736718905445	0.0544262526870645	-3.69524707983533	0.000506497061940897	0.43633603730305	-0.777293285310851	0.0622847976186549	0.0497111257281104	-0.0125736718905445	"14"	21151904	"F"	"II"	"ANG"	"TSS1500"	"shore"	"TSS1500-shore"	"chr14:21152483-21152740"	"rs79163862"	"24"
"cg12511887"	-0.0223760136712363	0.0668336339154369	-3.69474173362843	0.000507303756179253	0.43633603730305	-0.778798964943736	0.0808186424599595	0.0584426287887232	-0.0223760136712363	"5"	148929595	"F"	"I"	"CSNK1A1"	"Body"	"shore"	"Body-shore"	"chr5:148930249-148931244"	""	""
"cg25838204"	0.0435034008366239	0.932337945253375	3.69468129736361	0.000507400314113164	0.43633603730305	-0.778979026618935	0.905148319730485	0.948651720567109	0.0435034008366242	"14"	31633801	"F"	"II"	"HECTD1"	"Body"	"opensea"	"Body-opensea"	""	"rs560644748;rs56112971;rs185468667;rs564859858;rs368762482"	"0;7;13;28;39"
"cg25627341"	0.0560396249982682	0.641454866061531	3.69400888578066	0.000508475801713775	0.43633603730305	-0.78098226707255	0.606430100437613	0.662469725435881	0.0560396249982683	"8"	18992572	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs187439011;rs142666472;rs555571477"	"0;1;32"
"cg13910689"	0.0623943919268715	0.905866145688367	3.69379345694112	0.000508820830428612	0.43633603730305	-0.781624023911777	0.866869650734073	0.929264042660944	0.0623943919268716	"17"	66968123	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs764426"	"43"
"cg14062041"	0.0248284943192245	0.933827511124793	3.69374539544199	0.000508897835831082	0.43633603730305	-0.781767194795669	0.918309702175278	0.943138196494502	0.0248284943192244	"3"	150835055	"R"	"II"	"MED12L"	"Body"	"opensea"	"Body-opensea"	""	"rs577479219;rs546363141"	"2;1"
"cg26870639"	0.0940514335444693	0.852967503488274	3.69334845227632	0.000509534255425972	0.43633603730305	-0.782949610157001	0.794185357522981	0.88823679106745	0.0940514335444694	"2"	61297060	"F"	"II"	"KIAA1841"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr2:61292868-61293585"	"rs575127959"	"3"
"cg23992493"	0.092471857323618	0.816292352262638	3.693050991465	0.000510011674217314	0.43633603730305	-0.783835637356706	0.758497441435376	0.850969298758994	0.0924718573236181	"17"	21220479	"F"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr17:21219991-21220412"	"rs141540832;rs1626102;rs1673835"	"24;37;43"
"cg24100524"	0.013078918404007	0.0253783716228315	3.69227115000822	0.000511265338599506	0.436804206401016	-0.786158297627021	0.0172040476203271	0.0302829660243342	0.0130789184040071	"4"	87515704	"R"	"I"	"PTPN13"	"1stExon"	"island"	"1stExon-island"	"chr4:87515183-87515735"	""	""
"cg16516670"	0.0584024506201644	0.733421915372461	3.69099477529798	0.000513323592846482	0.436804206401016	-0.789959186281863	0.696920383734858	0.755322834355023	0.0584024506201646	"8"	71382800	"F"	"II"	"LOC101926892"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	""	""
"cg09879615"	0.0623685852981311	0.885376071383204	3.69062800001735	0.000513916512521142	0.436804206401016	-0.791051252867343	0.846395705571872	0.908764290870003	0.0623685852981313	"13"	95670208	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs142323099;rs557527522"	"34;33"
"cg21757973"	-0.0897105878820627	0.065132249136472	-3.69033392240904	0.000514392384515296	0.436804206401016	-0.791926816522249	0.121201366562761	0.0314907786806985	-0.0897105878820627	"10"	25171393	"F"	"II"	"PRTFDC1"	"Body"	"opensea"	"Body-opensea"	""	"rs562679591;rs576268115;rs542168881"	"1;30;43"
"cg21354676"	-0.166606613732117	0.650635113283737	-3.68997795018741	0.000514968977834224	0.436804206401016	-0.792986604430753	0.75476424686631	0.588157633134193	-0.166606613732117	"13"	80613372	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs141443717;rs535147669"	"0;1"
"cg16174038"	0.0524161016800107	0.929918886629117	3.68957236856907	0.000515626681090342	0.436804206401016	-0.794194013022855	0.89715882307911	0.949574924759121	0.0524161016800109	"18"	46593941	"R"	"II"	"DYM"	"Body"	"opensea"	"Body-opensea"	""	"rs140654336"	"49"
"cg19251811"	-0.157868249202377	0.458791996145221	-3.68950646421573	0.000515733629479418	0.436804206401016	-0.794390201489862	0.557459651896707	0.39959140269433	-0.157868249202377	"2"	144995735	"R"	"II"	"GTDC1"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs532063796"	"51"
"cg13620370"	0.00844138831682566	0.0228376809694195	3.68916555911636	0.000516287183207624	0.436804206401016	-0.795404996958958	0.0175618132714034	0.0260032015882291	0.00844138831682566	"5"	176924665	"F"	"I"	"PDLIM7"	"TSS200"	"island"	"TSS200-island"	"chr5:176923804-176925339"	"rs534133086;rs552800488"	"11;24"
"cg22883321"	0.0423481745008195	0.927605841728221	3.68900993395813	0.00051654007275277	0.436804206401016	-0.795868238302595	0.901138232665209	0.943486407166028	0.04234817450082	"10"	93941256	"F"	"II"	"CPEB3"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg19410626"	-0.0402046494283336	0.493575726412051	-3.68839222388464	0.000517545016270008	0.436804206401016	-0.797706828351536	0.51870363230476	0.478498982876426	-0.0402046494283336	"14"	52456145	"R"	"I"	"C14orf166"	"TSS200"	"island"	"TSS200-island"	"chr14:52456128-52456593"	"rs559354370;rs28376820"	"16;4"
"cg10207408"	-0.170447487475999	0.394998054480172	-3.68838257850969	0.000517560723021017	0.436804206401016	-0.797735535972142	0.501527734152672	0.331080246676672	-0.170447487475999	"14"	44974981	"R"	"II"	"FSCB"	"1stExon"	"opensea"	"1stExon-opensea"	""	"rs1959379;rs140508672"	"17;1"
"cg07625120"	0.0302425406053267	0.900431411695311	3.68822279614413	0.000517820982711437	0.436804206401016	-0.798211091188942	0.881529823816981	0.911772364422308	0.0302425406053271	"6"	139266399	"R"	"II"	"REPS1"	"Body"	"opensea"	"Body-opensea"	""	"rs147632182;rs142283202"	"11;1"
"cg14744155"	0.0784055332243814	0.889803260979979	3.68787626403708	0.00051838585816283	0.436804206401016	-0.799242421333513	0.840799802714741	0.919205335939122	0.0784055332243817	"10"	90971685	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr10:90967555-90967900"	"rs184768107;rs562036523;rs529328790"	"47;35;4"
"cg21551646"	-0.0180783034901879	0.0842002934194887	-3.68741494812337	0.000519138755917266	0.436931146495616	-0.800615274689571	0.0954992331008562	0.0774209296106682	-0.0180783034901879	"2"	55921064	"F"	"II"	"PNPT1"	"TSS200"	"island"	"TSS200-island"	"chr2:55920780-55921143"	"rs116703681"	"37"
"cg20568147"	0.0296893816142932	0.947316690239613	3.68607576992413	0.000521330316952829	0.43697098801243	-0.804600019343058	0.92876082673068	0.958450208344973	0.0296893816142938	"21"	47914614	"R"	"II"	"DIP2A"	"Body"	"shelf"	"Body-shelf"	"chr21:47918497-47918728"	"rs184150709"	"1"
"cg08256027"	-0.0225550851936954	0.0830932543898697	-3.68603150511269	0.000521402907169197	0.43697098801243	-0.804731715125686	0.0971901826359294	0.074635097442234	-0.0225550851936954	"6"	144334733	"R"	"II"	"PLAGL1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs139978452"	"24"
"cg06348427"	0.0304567134786957	0.800702508832546	3.68573681245211	0.000521886422683481	0.43697098801243	-0.805608454658825	0.781667062908361	0.812123776387057	0.0304567134786961	"16"	239291	"F"	"I"	"LUC7L"	"3'UTR"	"shelf"	"3'UTR-shelf"	"chr16:236022-237283"	"rs144081652;rs569057444"	"30;33"
"cg23282852"	-0.0424583014282996	0.0975843968301987	-3.68572763950541	0.000521901480035738	0.43697098801243	-0.805635744398982	0.124120835222886	0.0816625337945864	-0.0424583014282996	"6"	52255402	"R"	"II"	"PAQR8"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs561959620;rs73740363"	"32;1"
"cg25579085"	0.0278993958542011	0.933655631602212	3.68549098074434	0.000522290098160158	0.43697098801243	-0.806339795898817	0.916218509193336	0.944117905047537	0.0278993958542015	"10"	93665240	"F"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr10:93668002-93668771"	"rs113008102;rs568502201"	"27;39"
"cg23710137"	0.0847122065737665	0.883902084874027	3.68518076872896	0.000522799917842464	0.43697098801243	-0.807262624667098	0.830956955765423	0.915669162339189	0.0847122065737668	"8"	8247802	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr8:8243559-8243984"	"rs543233738;rs73661387"	"2;1"
"cg19391380"	-0.128509199879726	0.761097470385494	-3.68391697197116	0.000524881839372873	0.438028456326007	-0.811021726467566	0.841415720310323	0.712906520430597	-0.128509199879726	"8"	97939240	"F"	"II"	"CPQ"	"Body"	"opensea"	"Body-opensea"	""	"rs140360905"	"8"
"cg15354877"	0.0526715244728437	0.907392187155435	3.6834578314779	0.000525640170015226	0.438028456326007	-0.812387225812798	0.874472484359908	0.927144008832752	0.052671524472844	"12"	76102490	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs537805366"	"19"
"cg17630127"	0.0445679501074291	0.906378669048335	3.68331494673286	0.000525876376755795	0.438028456326007	-0.81281214902855	0.878523700231191	0.923091650338621	0.0445679501074295	"11"	60196778	"F"	"II"	"MS4A5"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs571896967;rs532088287;rs79901553;rs566010971"	"12;13;14;15"
"cg13131061"	0.0261169169599262	0.763230164075997	3.68238049413805	0.000527423652994174	0.438813455072959	-0.815590862294164	0.746907090976043	0.773024007935969	0.026116916959926	"2"	225268095	"R"	"I"	"FAM124B"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs547032904;rs62184731;rs11381840;rs574633580"	"51;34;32;1"
"cg22137614"	0.0239579262886811	0.945939840790281	3.68191799186378	0.000528191080132132	0.438948568665271	-0.81696601481304	0.930966136859855	0.954924063148537	0.0239579262886815	"6"	17909196	"R"	"II"	"KIF13A"	"Body"	"opensea"	"Body-opensea"	""	"rs540816238;rs142963483"	"48;28"
"cg24771840"	-0.211927690632795	0.426847729863487	-3.6801445192977	0.000531143710110237	0.440057967740943	-0.822238097985942	0.559302536508984	0.347374845876189	-0.211927690632795	"18"	47717446	"F"	"II"	"MYO5B"	"Body"	"shelf"	"Body-shelf"	"chr18:47719866-47721742"	"rs559890291;rs115679150"	"4;11"
"cg02354293"	0.0590960755077832	0.642663944611561	3.68006235205262	0.000531280891412256	0.440057967740943	-0.82248232333015	0.605728897419196	0.664824972926979	0.0590960755077833	"3"	148538682	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs188060216"	"1"
"cg05425602"	0.0896621251156895	0.869447806065797	3.67991045036498	0.000531534586279039	0.440057967740943	-0.82293381142555	0.813408977868491	0.90307110298418	0.0896621251156897	"8"	135812896	"F"	"II"	"MIR30B"	"TSS200"	"opensea"	"TSS200-opensea"	""	""	""
"cg17825601"	0.0383612881911842	0.93559603466564	3.67966051206203	0.00053195226693463	0.440057967740943	-0.823676663382135	0.911620229546149	0.949981517737334	0.0383612881911848	"10"	63711277	"F"	"II"	"ARID5B"	"Body"	"opensea"	"Body-opensea"	""	"rs541451560;rs74657789"	"6;32"
"cg09239016"	0.0430049947483271	0.88571188704105	3.67915698367715	0.000532794684917212	0.440252860037303	-0.825173128814046	0.858833765323345	0.901838760071673	0.0430049947483275	"15"	86130320	"R"	"II"	"AKAP13"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg12398079"	-0.126924493774928	0.202329274157314	-3.67878328984873	0.000533420711050659	0.440268705854996	-0.826283651763158	0.281657082766645	0.154732588991716	-0.126924493774928	"5"	93222917	"F"	"II"	"FAM172A"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg04974775"	0.207159551302688	0.792145500343675	3.67836174775437	0.000534127739351996	0.440351296331971	-0.82753628618998	0.662670780779495	0.869830332082183	0.207159551302688	"5"	114516854	"R"	"II"	"TRIM36"	"TSS1500"	"shore"	"TSS1500-shore"	"chr5:114514716-114516220"	"rs541671221"	"19"
"cg23322133"	0.0707147614216156	0.873902320036973	3.67798902691707	0.00053475362955407	0.440366882506071	-0.828643773805142	0.829705594148464	0.900420355570079	0.0707147614216157	"1"	10167313	"R"	"II"	"UBE4B"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg07346700"	0.0246772556347538	0.951074923182825	3.67748781820653	0.000535596389186773	0.440560821721785	-0.830132938704208	0.935651638411104	0.960328894045858	0.0246772556347538	"16"	71748967	"R"	"II"	"PHLPP2"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs12918681;rs139663675;rs571426077;rs532349010"	"33;16;9;4"
"cg26537719"	0.0534685950048495	0.907146833972658	3.67675866346004	0.000536824699622439	0.441071101643692	-0.832299146914258	0.873728962094627	0.927197557099477	0.0534685950048496	"11"	122874364	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs567312330;rs528794949;rs546868306"	"0;15;38"
"cg20290145"	0.0572938533864117	0.898639541974635	3.67539903598092	0.00053912228734811	0.442457783199962	-0.836337703894017	0.862830883608128	0.92012473699454	0.0572938533864117	"1"	53459976	"F"	"II"	"SCP2"	"Body"	"opensea"	"Body-opensea"	""	"rs114498258;rs549060858;rs566067567;rs192953502"	"0;13;23;49"
"cg20887670"	0.113885168918972	0.816949559356579	3.67339987967301	0.000542517690380292	0.444741290229617	-0.84227424682142	0.745771328782222	0.859656497701194	0.113885168918972	"16"	22089022	"R"	"II"	"C16orf52"	"Body"	"opensea"	"Body-opensea"	""	"rs556725863"	"11"
"cg18739791"	0.0559049393680985	0.907402045558989	3.67180286212711	0.000545244786098242	0.446294465523953	-0.847015231669265	0.872461458453928	0.928366397822026	0.0559049393680989	"5"	134169007	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs114467198"	"34"
