""	"seqnames"	"start"	"end"	"width"	"strand"	"value"	"area"	"cluster"	"indexStart"	"indexEnd"	"L"	"clusterL"	"p.value"	"fwer"	"p.valueArea"	"fwerArea"
"DMR_944"	"chr3"	64210991	64211690	699	"*"	-1.25038124013384	10.0030499210708	285038	91617	91624	8	8	0.0019919093104456	0.468	0.0142048513374248	0.964
"DMR_945"	"chr15"	52404887	52405162	275	"*"	-1.25037641818846	10.0030113455077	139172	45085	45092	8	11	0.0019919093104456	0.468	0.0142048513374248	0.964
"DMR_946"	"chr5"	92918517	92918943	426	"*"	-1.25029710008507	10.0023768006806	330275	103884	103891	8	8	0.0019919093104456	0.468	0.0142048513374248	0.964
"DMR_947"	"chr8"	110703888	110704289	401	"*"	-1.24839747612396	9.98717980899165	404687	130161	130168	8	8	0.0020072908495224	0.468	0.0142894498023472	0.964
"DMR_948"	"chr19"	56151707	56152354	647	"*"	-1.24743936272103	9.97951490176821	212067	70834	70841	8	9	0.0020226723885992	0.468	0.0143279036500392	0.964
"DMR_949"	"chr12"	113916473	113917994	1521	"*"	-1.03557547118367	12.426905654204	103961	34344	34355	12	12	0.0020149816190608	0.472	0.00593727408364481	0.812
"DMR_950"	"chr17"	32907002	32908285	1283	"*"	-1.0346293642076	12.4155523704912	174230	56603	56614	12	13	0.002038053927676	0.472	0.00594496485318321	0.812
"DMR_951"	"chr1"	217310887	217311608	721	"*"	-1.13560932270233	11.3560932270233	35893	12199	12208	10	10	0.0019688370018304	0.472	0.00848291880085521	0.88
"DMR_952"	"chr14"	37051417	37052039	622	"*"	-1.19745670579997	10.7771103521998	122321	39567	39575	9	9	0.0020534354667528	0.472	0.0104056111854552	0.932
"DMR_953"	"chr7"	75677766	75678527	761	"*"	-1.26920345937974	7.61522075627845	378794	122837	122842	6	20	0.0021995600879824	0.472	0.0351006721732577	0.988
"DMR_954"	"chr15"	74422402	74423453	1051	"*"	-0.84663994764597	13.5462391623355	143640	46383	46398	16	18	0.0015150815990648	0.476	0.00416839708981281	0.712
"DMR_955"	"chr10"	133999287	134000524	1237	"*"	-0.927001906991545	12.9780266978816	62292	18910	18923	14	15	0.00173042314614	0.476	0.00493747404365281	0.752
"DMR_956"	"chr2"	74740561	74741941	1380	"*"	-1.03086066014754	12.3703279217704	225272	74765	74776	12	12	0.0020611262362912	0.476	0.00600649100949041	0.812
"DMR_957"	"chr14"	58332480	58333384	904	"*"	-1.10775755181063	12.185333069917	124341	40366	40376	11	11	0.001884238536908	0.476	0.00643717410364081	0.832
"DMR_958"	"chr12"	131199936	131201268	1332	"*"	-1.10723645924729	12.1796010517202	107874	35376	35386	11	12	0.001884238536908	0.476	0.00645255564271761	0.832
"DMR_959"	"chr2"	74726478	74727010	532	"*"	-1.13079669447475	11.3079669447475	225259	74728	74737	10	10	0.002038053927676	0.476	0.00865211573070001	0.884
"DMR_960"	"chr20"	36888587	36889389	802	"*"	-1.19400433327251	10.7460389994526	253343	82396	82404	9	9	0.0021072708535216	0.476	0.0105286634980696	0.932
"DMR_961"	"chr12"	123464511	123464823	312	"*"	-1.18822327165439	10.6940094448895	106216	35061	35069	9	18	0.0021457247012136	0.476	0.0107209327365296	0.932
"DMR_962"	"chr7"	142493674	142494706	1032	"*"	-0.97344044466532	12.6547257806492	387140	125721	125733	13	19	0.0016458246812176	0.48	0.00545275560272561	0.788
"DMR_963"	"chr1"	166135963	166136996	1033	"*"	-0.972235379829254	12.6390599377803	28192	10127	10139	13	13	0.0016612062202944	0.48	0.00548351868087921	0.788
"DMR_964"	"chr1"	26372290	26373407	1117	"*"	-1.10508023485955	12.155882583455	8990	2242	2252	11	11	0.0019226923846	0.48	0.00649100949040961	0.836
"DMR_965"	"chr5"	149546331	149546946	615	"*"	-1.24488217216677	9.95905737733413	337749	106819	106826	8	8	0.0020841985449064	0.484	0.014458646732192	0.964
"DMR_966"	"chr19"	39440462	39441002	540	"*"	-1.2550901074926	8.78563075244822	206665	68095	68101	7	8	0.0021687970098288	0.484	0.0226416255210496	0.98
"DMR_967"	"chr8"	24813653	24815371	1718	"*"	-0.869216878974829	13.0382531846224	394822	127427	127441	15	15	0.001691969298448	0.488	0.00486056634826881	0.748
"DMR_968"	"chr3"	111804830	111805231	401	"*"	-1.18277317695724	10.6449585926152	288498	92349	92357	9	12	0.002191869318444	0.488	0.0109285835140664	0.932
"DMR_969"	"chr19"	12624466	12624832	366	"*"	-1.2414503795434	9.93160303634722	201472	65627	65634	8	9	0.0021226523925984	0.488	0.01461246212296	0.964
"DMR_970"	"chr1"	24513473	24514557	1084	"*"	-0.80007269426856	13.6012358025655	8345	1991	2007	17	17	0.00153815390768	0.492	0.00409918016396721	0.708
"DMR_971"	"chr12"	5018229	5019499	1270	"*"	-0.861472481382235	12.9220872207335	88477	28267	28281	15	15	0.0017381139156784	0.492	0.00499900019996001	0.752
"DMR_972"	"chr13"	28491326	28492669	1343	"*"	-1.1212768636105	11.212768636105	110449	36191	36200	10	10	0.0021764877793672	0.492	0.00889052958639041	0.888
"DMR_973"	"chr12"	113572818	113573611	793	"*"	-1.12035903015604	11.2035903015604	103796	34276	34285	10	19	0.0021764877793672	0.492	0.00890591112546721	0.888
"DMR_974"	"chr14"	105941177	105942243	1066	"*"	-1.23595455969217	9.88763647753734	134386	43398	43405	8	8	0.0022072508575208	0.492	0.0148585667481888	0.968
"DMR_975"	"chr5"	78985425	78985592	167	"*"	-1.23578067207312	9.88624537658498	329042	103556	103563	8	8	0.0022072508575208	0.492	0.014881639056804	0.968
"DMR_976"	"chr3"	138327370	138327850	480	"*"	-1.02606035896592	12.312724307591	292927	93705	93716	12	13	0.0021380339316752	0.496	0.00616799716979681	0.82
"DMR_977"	"chr3"	46607350	46608348	998	"*"	-1.11783928052043	11.1783928052043	281437	89945	89954	10	10	0.0022610862442896	0.496	0.00899820035992801	0.888
"DMR_978"	"chr16"	56677205	56677657	452	"*"	-1.24837571163635	8.73862998145443	158757	51405	51411	7	9	0.0022610862442896	0.496	0.0230261639979696	0.98
"DMR_979"	"chr11"	63997306	63997720	414	"*"	-1.24827190871986	8.73790336103905	73838	23373	23379	7	13	0.0022610862442896	0.496	0.0230261639979696	0.98
"DMR_980"	"chr1"	220921184	220922217	1033	"*"	-0.962035771713587	12.5064650322766	36308	12321	12333	13	13	0.0017765677633704	0.5	0.00573731407564641	0.804
"DMR_981"	"chr1"	78956268	78957682	1414	"*"	-0.957472858626025	12.4471471621383	19026	5931	5943	13	13	0.001807330841524	0.5	0.00588343869687601	0.808
"DMR_982"	"chr9"	22009316	22009648	332	"*"	-1.23504524794271	9.88036198354165	412776	131713	131720	8	8	0.002230323166136	0.5	0.0149431652131112	0.968
"DMR_983"	"chr15"	44068668	44069152	484	"*"	-1.23422332985392	9.87378663883138	137980	44504	44511	8	19	0.002230323166136	0.5	0.0149893098303416	0.968
"DMR_984"	"chr7"	43151828	43152542	714	"*"	-1.09581256790168	12.0539382469185	375303	122125	122135	11	11	0.0020841985449064	0.504	0.00668327872886961	0.844
"DMR_985"	"chr12"	7052531	7053030	499	"*"	-1.23005885246495	9.84047081971964	89142	28616	28623	8	14	0.0022533954747512	0.504	0.015112362142956	0.968
"DMR_986"	"chr4"	101111037	101112395	1358	"*"	-0.819566956643704	13.1130713062993	312023	98966	98981	16	16	0.0017073508375248	0.508	0.00477596788334641	0.744
"DMR_987"	"chr14"	62583787	62584600	813	"*"	-1.02197309177168	12.2636771012601	125145	40688	40699	12	15	0.0021995600879824	0.508	0.00632950333010321	0.828
"DMR_988"	"chr5"	50265407	50266394	987	"*"	-1.02185023762335	12.2622028514802	325504	102477	102488	12	12	0.0021995600879824	0.508	0.00632950333010321	0.828
"DMR_989"	"chr6"	117585741	117587155	1414	"*"	-1.02052287308805	12.2462744770567	359875	118451	118462	12	12	0.0022072508575208	0.508	0.00634488486918001	0.828
"DMR_990"	"chr10"	106399877	106400880	1003	"*"	-1.09312069699508	12.0243276669458	57664	17883	17893	11	11	0.0021303431621368	0.508	0.00673711411563841	0.848
"DMR_991"	"chr19"	1275121	1275466	345	"*"	-1.24316120971314	8.70212846799198	196898	63723	63729	7	12	0.0023379939396736	0.508	0.0232953409318136	0.98
"DMR_992"	"chr5"	157098338	157098619	281	"*"	-1.25404331488939	7.52425988933636	338979	107168	107173	6	8	0.0024918093304416	0.508	0.0363081229907865	0.988
"DMR_993"	"chr5"	134181226	134181494	268	"*"	-1.25280766031655	7.5168459618993	334486	105420	105425	6	14	0.00249950009998	0.508	0.0364004122252473	0.988
"DMR_994"	"chr7"	5534951	5535934	983	"*"	-1.0180404719001	12.2164856628012	370251	120714	120725	12	15	0.0022380139356744	0.512	0.00639102948641041	0.828
"DMR_995"	"chr9"	35161637	35162499	862	"*"	-1.16960401652768	10.5264361487491	413612	131890	131898	9	9	0.0024764277913648	0.512	0.0115515358466768	0.944
"DMR_996"	"chr4"	682831	683240	409	"*"	-1.22654158671601	9.81233269372808	301309	96114	96121	8	9	0.0022995400919816	0.512	0.0152046513774168	0.968
"DMR_997"	"chr21"	43185884	43186522	638	"*"	-1.23956578436844	8.67696049057906	263124	84933	84939	7	10	0.002422592404596	0.512	0.0236568071001184	0.98
"DMR_998"	"chr13"	20806477	20806746	269	"*"	-1.23913449430448	8.67394146013136	109197	35814	35820	7	8	0.002422592404596	0.512	0.0236721886391952	0.98
"DMR_999"	"chr6"	30139880	30140417	537	"*"	-0.899614348702269	12.5946008818318	349290	110631	110644	14	22	0.0020303631581376	0.516	0.00559118945441681	0.792
"DMR_1000"	"chr10"	102995645	102996798	1153	"*"	-1.09291765720012	12.0220942292013	56668	17406	17416	11	12	0.002153415470752	0.516	0.00675249565471521	0.852
"DMR_1001"	"chr6"	28921288	28922226	938	"*"	-1.08463830441343	11.9310213485477	348888	109928	109938	11	11	0.0022226323965976	0.516	0.00694476489317521	0.852
"DMR_1002"	"chr7"	156810485	156811517	1032	"*"	-1.1112165596167	11.112165596167	389561	126482	126491	10	10	0.0023610662482888	0.516	0.00917508805931122	0.892
"DMR_1003"	"chr2"	74776718	74776845	127	"*"	-1.25155241932021	7.50931451592124	225290	74804	74809	6	17	0.0025302631781336	0.516	0.0364927014597081	0.992
"DMR_1004"	"chr7"	97501417	97502088	671	"*"	-1.07928733818137	11.8721607199951	380696	123706	123716	11	12	0.0022764677833664	0.52	0.00706781720578961	0.852
"DMR_1005"	"chr4"	122301573	122302331	758	"*"	-1.07790052101034	11.8569057311137	313670	99565	99575	11	11	0.0022841585529048	0.52	0.00711396182302001	0.856
"DMR_1006"	"chr8"	74005267	74005813	546	"*"	-1.10980930089855	11.0980930089855	400841	129026	129035	10	13	0.002384138556904	0.52	0.00921354190700321	0.892
"DMR_1007"	"chr2"	176980673	176981654	981	"*"	-1.07417993760025	11.8159793136027	236787	77698	77708	11	12	0.0023226124005968	0.524	0.00719856028794241	0.856
"DMR_1008"	"chr8"	91803321	91803798	477	"*"	-1.22218041875429	9.77744335003428	402151	129435	129442	8	8	0.002384138556904	0.524	0.0154353744635688	0.968
"DMR_1009"	"chr19"	9473565	9474128	563	"*"	-1.22214114668008	9.77712917344061	200462	64942	64949	8	11	0.002384138556904	0.524	0.0154353744635688	0.968
"DMR_1010"	"chr15"	50473854	50474388	534	"*"	-1.21833148640731	9.74665189125849	138820	44961	44968	8	12	0.0024149016350576	0.524	0.0155891898543368	0.968
"DMR_1011"	"chr1"	183155056	183155644	588	"*"	-1.21631946803278	9.73055574426226	30770	10871	10878	8	10	0.0024379739436728	0.524	0.0157583867841816	0.968
"DMR_1012"	"chr8"	1712650	1713012	362	"*"	-1.23420730565126	8.63945113955879	391296	126633	126639	7	11	0.0025302631781336	0.524	0.0239644378816544	0.98
"DMR_1013"	"chr16"	1429719	1430216	497	"*"	-1.23352531791126	8.63467722537883	150193	48471	48477	7	9	0.0025302631781336	0.524	0.0240336548075	0.98
"DMR_1014"	"chr19"	36359211	36359327	116	"*"	-1.24725432085842	7.48352592515055	205873	67553	67558	6	9	0.0026379339516712	0.524	0.0369156937843201	0.992
"DMR_1015"	"chr5"	33936171	33936756	585	"*"	-0.944010853541145	12.2721410960349	324058	101951	101963	13	13	0.001961146232292	0.528	0.00629874025194961	0.824
"DMR_1016"	"chr14"	104551867	104552397	530	"*"	-1.16563226675981	10.4906904008383	133647	43233	43241	9	9	0.0025533354867488	0.528	0.011689969698368	0.952
"DMR_1017"	"chr2"	26401598	26402318	720	"*"	-1.1644713321624	10.4802419894616	217579	72278	72286	9	9	0.0025610262562872	0.528	0.01172842354606	0.952
"DMR_1018"	"chr8"	11561283	11561724	441	"*"	-1.21433512940473	9.71468103523785	392815	126870	126877	8	8	0.0024533554827496	0.528	0.0158352944795656	0.968
"DMR_1019"	"chr12"	125002940	125003786	846	"*"	-1.212361950199	9.69889560159201	106768	35223	35230	8	8	0.0024533554827496	0.528	0.0159506560226416	0.968
"DMR_1020"	"chr2"	172952883	172953925	1042	"*"	-1.21228179623405	9.69825436987237	236094	77466	77473	8	8	0.0024533554827496	0.528	0.0159506560226416	0.968
"DMR_1021"	"chr19"	45737603	45738115	512	"*"	-1.23219426025867	8.6253598218107	208451	69132	69138	7	11	0.0025533354867488	0.528	0.0241259440419608	0.98
"DMR_1022"	"chr2"	228736089	228736459	370	"*"	-1.22982961850921	8.60880732956444	243308	79746	79752	7	13	0.0025687170258256	0.528	0.0243335948194976	0.98
"DMR_1023"	"chr17"	46809935	46810934	999	"*"	-1.07127697910602	11.7840467701662	178374	58637	58647	11	11	0.002384138556904	0.532	0.00731392183101841	0.86
"DMR_1024"	"chr4"	56502544	56503185	641	"*"	-1.06769440093113	11.7446384102424	308437	97892	97902	11	19	0.0023995200959808	0.532	0.00739852029594081	0.864
"DMR_1025"	"chr1"	75593476	75594261	785	"*"	-1.06739464405805	11.7413410846385	18665	5775	5785	11	13	0.0024149016350576	0.532	0.00740621106547921	0.864
"DMR_1026"	"chr6"	46703422	46704077	655	"*"	-1.06483054177363	11.7131359595099	354113	116686	116696	11	21	0.0024302831741344	0.532	0.00746773722178641	0.868
"DMR_1027"	"chr10"	23632529	23633828	1299	"*"	-1.06235813841788	11.6859395225967	45571	14403	14413	11	11	0.0024533554827496	0.532	0.00756002645624721	0.868
"DMR_1028"	"chr8"	109095782	109096406	624	"*"	-1.06145567545154	11.6760124299669	404531	130089	130099	11	15	0.0024841185609032	0.532	0.00759078953440081	0.868
"DMR_1029"	"chr7"	95225339	95226433	1094	"*"	-1.06133511856866	11.6746863042553	380480	123618	123628	11	11	0.0024841185609032	0.532	0.00759078953440081	0.868
"DMR_1030"	"chr15"	78933106	78933902	796	"*"	-1.21121146836455	9.68969174691643	144822	46939	46946	8	8	0.002461046252288	0.532	0.0160121821789488	0.968
"DMR_1031"	"chr7"	128550410	128550946	536	"*"	-1.21075914331067	9.68607314648537	384763	125013	125020	8	10	0.0024687370218264	0.532	0.0160198729484872	0.968
"DMR_1032"	"chr1"	115880850	115881259	409	"*"	-1.21052346976842	9.68418775814739	23160	7720	7727	8	9	0.0024687370218264	0.532	0.016035254487564	0.968
"DMR_1033"	"chr20"	58179025	58179540	515	"*"	-1.1618815433958	10.4569338905622	258048	83734	83742	9	9	0.0026071708735176	0.536	0.0118514758586744	0.952
"DMR_1034"	"chr4"	8271196	8271507	311	"*"	-1.20869112768023	9.66952902144182	304211	96814	96821	8	8	0.00249950009998	0.536	0.0160967806438712	0.968
"DMR_1035"	"chr1"	46668472	46668882	410	"*"	-1.20802417602426	9.66419340819408	14574	4506	4513	8	8	0.0025071908695184	0.536	0.0161275437220248	0.968
"DMR_1036"	"chr8"	21645524	21646309	785	"*"	-1.20540570682052	9.64324565456418	393985	127162	127169	8	9	0.002537953947672	0.536	0.0162813591127928	0.968
"DMR_1037"	"chr11"	123066529	123067275	746	"*"	-1.24034442742091	7.44206656452544	84679	27381	27386	6	9	0.002807130881516	0.536	0.0374386661129313	0.992
"DMR_1038"	"chr17"	7348316	7348829	513	"*"	-1.00977081762227	12.1172498114673	169613	54918	54929	12	12	0.0023687570178272	0.54	0.00657560795533201	0.84
"DMR_1039"	"chr17"	46688182	46688845	663	"*"	-0.936373770196505	12.1728590125546	178311	58578	58590	13	13	0.0020841985449064	0.544	0.00646024641225601	0.832
"DMR_1040"	"chr11"	7272867	7273735	868	"*"	-1.15985115579223	10.4386604021301	65629	20569	20577	9	10	0.0026379339516712	0.544	0.0118899297063664	0.952
"DMR_1041"	"chr16"	3068085	3068529	444	"*"	-1.19894810041294	9.59158480330352	151197	48977	48984	8	10	0.0026225524125944	0.544	0.0165812991247904	0.968
"DMR_1042"	"chr19"	45579986	45580221	235	"*"	-1.23551369677196	7.41308218063175	208383	69089	69094	6	10	0.0029148016550536	0.544	0.0377924415116977	0.992
"DMR_1043"	"chr17"	46800444	46801314	870	"*"	-1.00126252693422	12.0151503232106	178366	58625	58636	12	13	0.0024533554827496	0.548	0.00676787719379201	0.852
"DMR_1044"	"chr2"	219823559	219824401	842	"*"	-1.05647600402795	11.6212360443074	241936	79306	79316	11	11	0.0025840985649024	0.548	0.00775998646424561	0.868
"DMR_1045"	"chr10"	5488225	5488628	403	"*"	-1.15776514601296	10.4198863141167	42754	13742	13750	9	11	0.0026456247212096	0.548	0.0120052912494424	0.952
"DMR_1046"	"chr5"	43191687	43192428	741	"*"	-1.19551305109934	9.56410440879471	325303	102345	102352	8	8	0.0026840785689016	0.548	0.016765877593712	0.968
"DMR_1047"	"chr14"	31343146	31343600	454	"*"	-1.23358816626022	7.4015289975613	121620	39277	39282	6	15	0.0029301831941304	0.548	0.0379154938243121	0.992
"DMR_1048"	"chr19"	41698526	41699364	838	"*"	-0.99698241217364	11.9637889460837	207362	68470	68481	12	12	0.0025071908695184	0.552	0.00687554796732961	0.852
"DMR_1049"	"chr17"	259147	260292	1145	"*"	-0.875704949035087	12.2598692864912	166990	53801	53814	14	15	0.002230323166136	0.556	0.00632950333010321	0.828
"DMR_1050"	"chr11"	24518149	24518726	577	"*"	-0.99453610860415	11.9344333032498	68547	21457	21468	12	12	0.0025302631781336	0.556	0.00693707412363681	0.852
"DMR_1051"	"chr1"	119531625	119532352	727	"*"	-0.993240454508192	11.9188854540983	23729	7860	7871	12	12	0.0025456447172104	0.556	0.00696014643225201	0.852
"DMR_1052"	"chr2"	27603741	27604131	390	"*"	-1.09812775225916	10.9812775225916	218027	72523	72532	10	13	0.0026225524125944	0.556	0.00961346192300002	0.916
"DMR_1053"	"chr4"	174447847	174448841	994	"*"	-1.15699019740357	10.4129117766321	317964	100914	100922	9	9	0.0026610062602864	0.556	0.012036054327596	0.956
"DMR_1054"	"chr12"	6308654	6309464	810	"*"	-1.22330095925181	8.56310671476266	88743	28315	28321	7	10	0.0027148416470552	0.556	0.0247950409918016	0.98
"DMR_1055"	"chr9"	34380890	34381797	907	"*"	-1.2204362809053	8.54305396633712	413425	131824	131830	7	8	0.0027609862642856	0.556	0.0249257840739544	0.98
"DMR_1056"	"chr12"	96251548	96252338	790	"*"	-1.21639801393198	8.51478609752388	100674	33088	33094	7	16	0.0028148216510544	0.556	0.025148816390568	0.98
"DMR_1057"	"chr1"	43424882	43425412	530	"*"	-1.1553047653595	10.3977428882355	13613	4050	4058	9	15	0.0026840785689016	0.56	0.012151415870672	0.956
"DMR_1058"	"chr20"	2821765	2822144	379	"*"	-1.15421700675774	10.3879530608197	248152	80784	80792	9	23	0.00269176933844	0.56	0.0122206327965176	0.956
"DMR_1059"	"chr10"	124907457	124908083	626	"*"	-1.1906990812497	9.52559264999757	60286	18570	18577	8	8	0.0027763678033624	0.56	0.017073508375248	0.968
"DMR_1060"	"chr5"	140624869	140625389	520	"*"	-1.04477832449423	11.4925615694366	336051	106200	106210	11	13	0.0027840585729008	0.564	0.00809068955439681	0.872
"DMR_1061"	"chr16"	1384311	1384991	680	"*"	-1.09476851432437	10.9476851432437	150156	48447	48456	10	11	0.0026763877993632	0.564	0.00971344192699921	0.916
"DMR_1062"	"chr2"	3642263	3642967	704	"*"	-1.09445467068986	10.9445467068986	213853	71650	71659	10	14	0.0026840785689016	0.564	0.00972882346607602	0.916
"DMR_1063"	"chr16"	57318603	57319093	490	"*"	-1.15030414276932	10.3527372849239	159004	51499	51507	9	10	0.002730223186132	0.564	0.0123590666482088	0.96
"DMR_1064"	"chr1"	205424972	205425944	972	"*"	-1.1498111155941	10.3483000403469	33880	11651	11659	9	9	0.0027379139556704	0.564	0.0123898297263624	0.96
"DMR_1065"	"chr3"	169378675	169379554	879	"*"	-1.18550611777905	9.48404894223237	296161	94740	94747	8	10	0.0028225124205928	0.564	0.0173042314614	0.968
"DMR_1066"	"chr16"	2038931	2040415	1484	"*"	-0.925072772975477	12.0259460486812	150628	48681	48693	13	14	0.0022457047052128	0.568	0.00672942334610001	0.844
"DMR_1067"	"chr6"	84417445	84418724	1279	"*"	-0.921412568585105	11.9783633916064	356676	117370	117382	13	13	0.0022995400919816	0.568	0.00684478488917601	0.852
"DMR_1068"	"chr5"	167718982	167719742	760	"*"	-1.14951775076851	10.3456597569166	339966	107406	107414	9	9	0.0027456047252088	0.568	0.0124052112654392	0.96
"DMR_1069"	"chr13"	25745768	25746120	352	"*"	-1.20733033832156	8.45131236825094	110011	36021	36027	7	13	0.0029301831941304	0.568	0.0257794594927168	0.98
"DMR_1070"	"chr17"	4890500	4890696	196	"*"	-1.20498910595691	8.43492374169834	168886	54392	54398	7	14	0.0029455647332072	0.568	0.0259486564225616	0.98
"DMR_1071"	"chr2"	196521297	196521556	259	"*"	-1.20387255242249	8.4271078669574	238538	78319	78325	7	14	0.002999400119976	0.568	0.0260640179656376	0.98
"DMR_1072"	"chr7"	150497065	150497460	395	"*"	-1.20381661541887	8.42671630793209	388074	125980	125986	7	13	0.002999400119976	0.568	0.0260640179656376	0.98
"DMR_1073"	"chr15"	63674108	63674449	341	"*"	-1.20312809595876	8.4218966717113	140889	45624	45630	7	8	0.002999400119976	0.568	0.026110162582868	0.98
"DMR_1074"	"chr20"	13200685	13201225	540	"*"	-0.78108530353495	12.4973648565592	249539	81170	81185	16	26	0.0020457446972144	0.572	0.00576038638426161	0.804
"DMR_1075"	"chr1"	32670241	32671490	1249	"*"	-0.804806342035682	12.0720951305352	10812	2994	3008	15	19	0.0023303031701352	0.572	0.00664482488117761	0.84
"DMR_1076"	"chr3"	238048	238618	570	"*"	-0.920787822343928	11.9702416904711	274836	88004	88016	13	15	0.00230723086152	0.572	0.00684478488917601	0.852
"DMR_1077"	"chr17"	7165255	7165909	654	"*"	-1.0913196465074	10.913196465074	169497	54777	54786	10	11	0.0027532954947472	0.572	0.00986725731776722	0.92
"DMR_1078"	"chr11"	8190152	8190837	685	"*"	-1.09129174787434	10.9129174787434	65840	20609	20618	10	12	0.0027532954947472	0.572	0.00986725731776722	0.92
"DMR_1079"	"chr2"	9613721	9614537	816	"*"	-1.09018203401935	10.9018203401935	214755	71725	71734	10	13	0.0027840585729008	0.572	0.00990571116545922	0.92
"DMR_1080"	"chr6"	110299618	110300573	955	"*"	-1.08764481207714	10.8764481207714	359003	118160	118169	10	15	0.002807130881516	0.572	0.00997492809130482	0.924
"DMR_1081"	"chr8"	145137100	145137385	285	"*"	-1.08655779472556	10.8655779472556	410617	131247	131256	10	18	0.002807130881516	0.572	0.00999800039992002	0.924
"DMR_1082"	"chr7"	155166205	155167511	1306	"*"	-1.08505441577271	10.8505441577271	389045	126383	126392	10	10	0.0028378939596696	0.572	0.0100672173257656	0.928
"DMR_1083"	"chr1"	77332813	77333198	385	"*"	-1.14721535681935	10.3249382113742	18815	5854	5862	9	9	0.002768677033824	0.572	0.0125128820389768	0.96
"DMR_1084"	"chr5"	131991491	131992114	623	"*"	-1.14418269587125	10.2976442628413	333913	105176	105184	9	9	0.0027994401119776	0.572	0.0126282435820528	0.96
"DMR_1085"	"chr8"	127569494	127570165	671	"*"	-1.14337872652583	10.2904085387325	406794	130570	130578	9	18	0.0028148216510544	0.572	0.0126590066602064	0.96
"DMR_1086"	"chr6"	106546323	106546824	501	"*"	-1.20210526099157	8.414736826941	358290	117967	117973	7	14	0.0030224724285912	0.572	0.0262024518173288	0.98
"DMR_1087"	"chr13"	112547341	112548065	724	"*"	-1.19951783020864	8.39662481146049	118724	38148	38154	7	8	0.00305323550674481	0.572	0.02634088566902	0.98
"DMR_1088"	"chr21"	36041334	36041699	365	"*"	-1.19949576699516	8.39647036896613	261740	84630	84636	7	8	0.00305323550674481	0.572	0.02634088566902	0.98
"DMR_1089"	"chr12"	86229804	86230557	753	"*"	-1.22695637889125	7.36173827334748	99404	32751	32756	6	10	0.0030455447372064	0.572	0.0384230846138465	0.992
"DMR_1090"	"chr17"	72931569	72931903	334	"*"	-1.0387478850567	11.4262267356237	183363	60190	60200	11	11	0.002922492424592	0.576	0.00835986648824081	0.872
"DMR_1091"	"chr19"	44952417	44952808	391	"*"	-1.03804261588857	11.4184687747742	208162	68994	69004	11	11	0.0029301831941304	0.576	0.00836755725777921	0.872
"DMR_1092"	"chr10"	118892211	118893602	1391	"*"	-1.03665480996343	11.4032029095978	59138	18233	18243	11	11	0.0029686370418224	0.576	0.00840601110547121	0.872
"DMR_1093"	"chr12"	58004015	58005343	1328	"*"	-1.08376325688483	10.8376325688483	96755	31832	31841	10	15	0.0028609662682848	0.576	0.0101748880993032	0.928
"DMR_1094"	"chr3"	9811407	9811990	583	"*"	-1.08360800358424	10.8360800358424	275748	88250	88259	10	11	0.0028609662682848	0.576	0.01019026963838	0.928
"DMR_1095"	"chr10"	43725275	43725741	466	"*"	-1.17923666704454	9.43389333635632	47756	14864	14871	8	9	0.002960946272284	0.576	0.0175964807038592	0.968
"DMR_1096"	"chr19"	58739861	58740861	1000	"*"	-0.864831087149773	12.1076352200968	212635	71378	71391	14	18	0.0023995200959808	0.58	0.00659098949440881	0.84
"DMR_1097"	"chr4"	85416865	85418584	1719	"*"	-0.984637729931567	11.8156527591788	310764	98572	98583	12	12	0.0026763877993632	0.58	0.00720625105748081	0.856
"DMR_1098"	"chr7"	94285270	94285642	372	"*"	-1.08112385234734	10.8112385234734	380381	123473	123482	10	60	0.0029071108855152	0.58	0.0102825588728408	0.928
"DMR_1099"	"chr8"	6420242	6421171	929	"*"	-1.1388021567366	10.2492194106294	391816	126690	126698	9	9	0.0028994201159768	0.58	0.0128205128205128	0.96
"DMR_1100"	"chr12"	41086680	41087584	904	"*"	-1.13717966292081	10.2346169662873	92831	29679	29687	9	9	0.0029301831941304	0.58	0.0128897297463584	0.96
"DMR_1101"	"chr2"	17699620	17700224	604	"*"	-1.13634067445969	10.2270660701372	216128	71897	71905	9	9	0.0029301831941304	0.58	0.0129358743635888	0.96
"DMR_1102"	"chr14"	37125155	37125997	842	"*"	-1.17823001823458	9.42584014587662	122341	39577	39584	8	9	0.0029840185808992	0.58	0.017611862242936	0.968
"DMR_1103"	"chr2"	220107847	220108496	649	"*"	-1.17765424419636	9.42123395357087	242066	79412	79419	8	8	0.0029917093504376	0.58	0.017650316090628	0.968
"DMR_1104"	"chr1"	91195159	91196145	986	"*"	-1.19775641581658	8.38429491071609	20176	6231	6237	7	9	0.003114761663052	0.58	0.0264793195207112	0.98
"DMR_1105"	"chr1"	901449	902025	576	"*"	-1.19685098547986	8.377956898359	68	30	36	7	12	0.0031224524325904	0.58	0.0265485364465568	0.98
"DMR_1106"	"chr6"	117197545	117198704	1159	"*"	-0.911018800490638	11.8432444063783	359858	118438	118450	13	13	0.0024379739436728	0.584	0.00714472490117361	0.856
"DMR_1107"	"chr2"	207139066	207139471	405	"*"	-0.982850598262636	11.7942071791516	240042	78889	78900	12	12	0.0027148416470552	0.584	0.00729854029194161	0.86
