"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"1227"	"mIDH2"	"GO:0060043"	"regulation of cardiac muscle cell proliferation"	"3/72"	"50/18903"	0.000913355251329905	0.000913355251329905	0.100404101239083	"HEY2/MAPK14/SAV1"	3
"1228"	"mIDH2"	"GO:0030656"	"regulation of vitamin metabolic process"	"2/72"	"12/18903"	0.00092124119636157	0.00092124119636157	0.100404101239083	"CYP27B1/SNAI1"	2
"1229"	"mIDH2"	"GO:0042362"	"fat-soluble vitamin biosynthetic process"	"2/72"	"13/18903"	0.00108605876850369	0.00108605876850369	0.109912413714735	"CYP27B1/SNAI1"	2
"1230"	"mIDH2"	"GO:1904951"	"positive regulation of establishment of protein localization"	"6/72"	"310/18903"	0.0011679339361596	0.0011679339361596	0.110318531794443	"ABLIM3/ANG/MAPK14/NKX6-1/PPIA/SH3GLB1"	6
"1231"	"mIDH2"	"GO:0032768"	"regulation of monooxygenase activity"	"3/72"	"57/18903"	0.00133777426016584	0.00133777426016584	0.111494994067073	"ACVR2A/CYP27B1/TERF2"	3
"1232"	"mIDH2"	"GO:0051932"	"synaptic transmission, GABAergic"	"3/72"	"57/18903"	0.00133777426016584	0.00133777426016584	0.111494994067073	"GABRA6/GABRB2/KIF5B"	3
"1233"	"mIDH2"	"GO:0070365"	"hepatocyte differentiation"	"2/72"	"16/18903"	0.00165855412696417	0.00165855412696417	0.115087111955722	"CPS1/SMARCB1"	2
"1234"	"mIDH2"	"GO:0000018"	"regulation of DNA recombination"	"4/72"	"133/18903"	0.00166463531294981	0.00166463531294981	0.115087111955722	"KPNA2/PIAS4/PPP4C/TERF2"	4
"1235"	"mIDH2"	"GO:0051090"	"regulation of DNA-binding transcription factor activity"	"7/72"	"454/18903"	0.00168976846832016	0.00168976846832016	0.115087111955722	"IKBKE/NKX6-1/PIAS4/PPIA/SAV1/SFRP5/SMARCB1"	7
"1236"	"mIDH2"	"GO:0060038"	"cardiac muscle cell proliferation"	"3/72"	"62/18903"	0.00170578594614907	0.00170578594614907	0.115087111955722	"HEY2/MAPK14/SAV1"	3
"1237"	"mIDH2"	"GO:0048524"	"positive regulation of viral process"	"3/72"	"64/18903"	0.00186897293654859	0.00186897293654859	0.115507825703376	"ATG12/KPNA2/PPIA"	3
"1238"	"mIDH2"	"GO:0003198"	"epithelial to mesenchymal transition involved in endocardial cushion formation"	"2/72"	"17/18903"	0.00187507131621009	0.00187507131621009	0.115507825703376	"HEY2/SNAI1"	2
"1239"	"mIDH2"	"GO:0071826"	"ribonucleoprotein complex subunit organization"	"5/72"	"242/18903"	0.00229892445635952	0.00229892445635952	0.127845349784271	"EIF4H/KIF5B/SNIP1/SRSF10/STRAP"	5
"1240"	"mIDH2"	"GO:0055021"	"regulation of cardiac muscle tissue growth"	"3/72"	"69/18903"	0.00231859202604497	0.00231859202604497	0.127845349784271	"HEY2/MAPK14/SAV1"	3
"1241"	"mIDH2"	"GO:0060340"	"positive regulation of type I interferon-mediated signaling pathway"	"2/72"	"19/18903"	0.00234604765205906	0.00234604765205906	0.127845349784271	"IKBKE/TRIM56"	2
"1242"	"mIDH2"	"GO:0033002"	"muscle cell proliferation"	"5/72"	"247/18903"	0.00251158998153545	0.00251158998153545	0.131579763513373	"ANG/HEY2/MAPK14/MEF2D/SAV1"	5
"1243"	"mIDH2"	"GO:0009110"	"vitamin biosynthetic process"	"2/72"	"20/18903"	0.00260031330568775	0.00260031330568775	0.131579763513373	"CYP27B1/SNAI1"	2
"1244"	"mIDH2"	"GO:0060337"	"type I interferon signaling pathway"	"3/72"	"75/18903"	0.00293991092814338	0.00293991092814338	0.139510350146821	"IKBKE/METTL3/TRIM56"	3
"1245"	"mIDH2"	"GO:0003007"	"heart morphogenesis"	"5/72"	"258/18903"	0.00302938105021618	0.00302938105021618	0.139510350146821	"GNG5/HEY2/SAV1/SNAI1/TAB1"	5
"1246"	"mIDH2"	"GO:0060420"	"regulation of heart growth"	"3/72"	"76/18903"	0.00305243671012176	0.00305243671012176	0.139510350146821	"HEY2/MAPK14/SAV1"	3
"1247"	"mIDH2"	"GO:0071357"	"cellular response to type I interferon"	"3/72"	"77/18903"	0.0031675801821872	0.0031675801821872	0.140248780434999	"IKBKE/METTL3/TRIM56"	3
"1248"	"mIDH2"	"GO:0051091"	"positive regulation of DNA-binding transcription factor activity"	"5/72"	"266/18903"	0.00345162250232145	0.00345162250232145	0.148194063417055	"IKBKE/NKX6-1/PPIA/SAV1/SMARCB1"	5
"1249"	"mIDH2"	"GO:0014855"	"striated muscle cell proliferation"	"3/72"	"81/18903"	0.00365471669960038	0.00365471669960038	0.152298720670654	"HEY2/MAPK14/SAV1"	3
"1250"	"mIDH2"	"GO:0001959"	"regulation of cytokine-mediated signaling pathway"	"4/72"	"167/18903"	0.00379126878622266	0.00379126878622266	0.153475121391149	"IKBKE/METTL3/PIAS4/TRIM56"	4
"1251"	"mIDH2"	"GO:0034340"	"response to type I interferon"	"3/72"	"83/18903"	0.00391448347671967	0.00391448347671967	0.154061250282593	"IKBKE/METTL3/TRIM56"	3
"1252"	"mIDH2"	"GO:0060759"	"regulation of response to cytokine stimulus"	"4/72"	"179/18903"	0.00484822809338319	0.00484822809338319	0.162523851701177	"IKBKE/METTL3/PIAS4/TRIM56"	4
"1253"	"mIDH2"	"GO:0001942"	"hair follicle development"	"3/72"	"91/18903"	0.00506479901379139	0.00506479901379139	0.162523851701177	"PIAS4/SAV1/SNAI1"	3
"1254"	"mIDH2"	"GO:0003272"	"endocardial cushion formation"	"2/72"	"28/18903"	0.00507253835768816	0.00507253835768816	0.162523851701177	"HEY2/SNAI1"	2
"1255"	"mIDH2"	"GO:0007214"	"gamma-aminobutyric acid signaling pathway"	"2/72"	"28/18903"	0.00507253835768816	0.00507253835768816	0.162523851701177	"GABRA6/GABRB2"	2
"1256"	"mIDH2"	"GO:0010894"	"negative regulation of steroid biosynthetic process"	"2/72"	"28/18903"	0.00507253835768816	0.00507253835768816	0.162523851701177	"CYP27B1/SNAI1"	2
"1257"	"mIDH2"	"GO:0007219"	"Notch signaling pathway"	"4/72"	"183/18903"	0.00524041099594343	0.00524041099594343	0.162523851701177	"HEY2/METTL3/ONECUT1/SNAI1"	4
"1258"	"mIDH2"	"GO:0016032"	"viral process"	"6/72"	"421/18903"	0.00533737212829784	0.00533737212829784	0.162523851701177	"ATG12/HCFC2/KPNA2/PPIA/SMARCB1/ZDHHC20"	6
"1259"	"mIDH2"	"GO:0055017"	"cardiac muscle tissue growth"	"3/72"	"93/18903"	0.00538083910665637	0.00538083910665637	0.162523851701177	"HEY2/MAPK14/SAV1"	3
"1260"	"mIDH2"	"GO:0022404"	"molting cycle process"	"3/72"	"94/18903"	0.00554321225159637	0.00554321225159637	0.162523851701177	"PIAS4/SAV1/SNAI1"	3
"1261"	"mIDH2"	"GO:0022405"	"hair cycle process"	"3/72"	"94/18903"	0.00554321225159637	0.00554321225159637	0.162523851701177	"PIAS4/SAV1/SNAI1"	3
"1262"	"mIDH2"	"GO:1903312"	"negative regulation of mRNA metabolic process"	"3/72"	"94/18903"	0.00554321225159637	0.00554321225159637	0.162523851701177	"IKBKE/MAPK14/SRSF10"	3
"1263"	"mIDH2"	"GO:0097193"	"intrinsic apoptotic signaling pathway"	"5/72"	"298/18903"	0.0055706707171491	0.0055706707171491	0.162523851701177	"IKBKE/PIAS4/PPIA/SNAI1/TNFRSF10B"	5
"1264"	"mIDH2"	"GO:0098773"	"skin epidermis development"	"3/72"	"95/18903"	0.00570850663957467	0.00570850663957467	0.162523851701177	"PIAS4/SAV1/SNAI1"	3
"1265"	"mIDH2"	"GO:0060045"	"positive regulation of cardiac muscle cell proliferation"	"2/72"	"30/18903"	0.0058088627259908	0.0058088627259908	0.162523851701177	"HEY2/MAPK14"	2
"1266"	"mIDH2"	"GO:0003309"	"type B pancreatic cell differentiation"	"2/72"	"31/18903"	0.00619425972679819	0.00619425972679819	0.162523851701177	"NKX6-1/ONECUT1"	2
"1267"	"mIDH2"	"GO:0032148"	"activation of protein kinase B activity"	"2/72"	"31/18903"	0.00619425972679819	0.00619425972679819	0.162523851701177	"ANG/PPIA"	2
"1268"	"mIDH2"	"GO:0045939"	"negative regulation of steroid metabolic process"	"2/72"	"31/18903"	0.00619425972679819	0.00619425972679819	0.162523851701177	"CYP27B1/SNAI1"	2
"1269"	"mIDH2"	"GO:0061311"	"cell surface receptor signaling pathway involved in heart development"	"2/72"	"31/18903"	0.00619425972679819	0.00619425972679819	0.162523851701177	"HEY2/SNAI1"	2
"1270"	"mIDH2"	"GO:0003180"	"aortic valve morphogenesis"	"2/72"	"32/18903"	0.00659102612973129	0.00659102612973129	0.163111683819878	"HEY2/SNAI1"	2
"1271"	"mIDH2"	"GO:0032770"	"positive regulation of monooxygenase activity"	"2/72"	"32/18903"	0.00659102612973129	0.00659102612973129	0.163111683819878	"CYP27B1/TERF2"	2
"1272"	"mIDH2"	"GO:1903955"	"positive regulation of protein targeting to mitochondrion"	"2/72"	"32/18903"	0.00659102612973129	0.00659102612973129	0.163111683819878	"ABLIM3/SH3GLB1"	2
"1273"	"mIDH2"	"GO:2001020"	"regulation of response to DNA damage stimulus"	"5/72"	"312/18903"	0.00673812570282832	0.00673812570282832	0.163111683819878	"PIAS4/PPP4C/SMARCB1/SNAI1/TERF2"	5
"1274"	"mIDH2"	"GO:0008630"	"intrinsic apoptotic signaling pathway in response to DNA damage"	"3/72"	"102/18903"	0.006948505092394	0.006948505092394	0.163111683819878	"IKBKE/PIAS4/SNAI1"	3
"1275"	"mIDH2"	"GO:0060419"	"heart growth"	"3/72"	"102/18903"	0.006948505092394	0.006948505092394	0.163111683819878	"HEY2/MAPK14/SAV1"	3
"1276"	"mIDH2"	"GO:0046620"	"regulation of organ growth"	"3/72"	"103/18903"	0.00713765094873019	0.00713765094873019	0.163111683819878	"HEY2/MAPK14/SAV1"	3
"1277"	"mIDH2"	"GO:0070167"	"regulation of biomineral tissue development"	"3/72"	"103/18903"	0.00713765094873019	0.00713765094873019	0.163111683819878	"ACVR2A/CYP27B1/HEY2"	3
"1278"	"mIDH2"	"GO:0045648"	"positive regulation of erythrocyte differentiation"	"2/72"	"34/18903"	0.00741830874154333	0.00741830874154333	0.164028175870639	"ACVR2A/MAPK14"	2
"1279"	"mIDH2"	"GO:0060317"	"cardiac epithelial to mesenchymal transition"	"2/72"	"34/18903"	0.00741830874154333	0.00741830874154333	0.164028175870639	"HEY2/SNAI1"	2
"1280"	"mIDH2"	"GO:0110149"	"regulation of biomineralization"	"3/72"	"105/18903"	0.00752506676078154	0.00752506676078154	0.164028175870639	"ACVR2A/CYP27B1/HEY2"	3
"1281"	"mIDH2"	"GO:0003279"	"cardiac septum development"	"3/72"	"107/18903"	0.00792472385516929	0.00792472385516929	0.165152335400302	"HEY2/SAV1/TAB1"	3
"1282"	"mIDH2"	"GO:0051341"	"regulation of oxidoreductase activity"	"3/72"	"108/18903"	0.00812917034139088	0.00812917034139088	0.165152335400302	"ACVR2A/CYP27B1/TERF2"	3
"1283"	"mIDH2"	"GO:1903749"	"positive regulation of establishment of protein localization to mitochondrion"	"2/72"	"36/18903"	0.00828999876565093	0.00828999876565093	0.165152335400302	"ABLIM3/SH3GLB1"	2
"1284"	"mIDH2"	"GO:0006766"	"vitamin metabolic process"	"3/72"	"110/18903"	0.00854735186871989	0.00854735186871989	0.165152335400302	"CYP27B1/PIAS4/SNAI1"	3
"1285"	"mIDH2"	"GO:0048638"	"regulation of developmental growth"	"5/72"	"332/18903"	0.0086899084257514	0.0086899084257514	0.165152335400302	"HEY2/LIMK1/MAPK14/NKX6-1/SAV1"	5
"1286"	"mIDH2"	"GO:0006282"	"regulation of DNA repair"	"4/72"	"212/18903"	0.00873320970252232	0.00873320970252232	0.165152335400302	"PIAS4/PPP4C/SMARCB1/TERF2"	4
"1287"	"mIDH2"	"GO:0003176"	"aortic valve development"	"2/72"	"37/18903"	0.0087422762981215	0.0087422762981215	0.165152335400302	"HEY2/SNAI1"	2
"1288"	"mIDH2"	"GO:0009303"	"rRNA transcription"	"2/72"	"37/18903"	0.0087422762981215	0.0087422762981215	0.165152335400302	"ANG/SMARCB1"	2
"1289"	"mIDH2"	"GO:0035883"	"enteroendocrine cell differentiation"	"2/72"	"37/18903"	0.0087422762981215	0.0087422762981215	0.165152335400302	"NKX6-1/ONECUT1"	2
"1290"	"mIDH2"	"GO:0055023"	"positive regulation of cardiac muscle tissue growth"	"2/72"	"37/18903"	0.0087422762981215	0.0087422762981215	0.165152335400302	"HEY2/MAPK14"	2
"1291"	"mIDH2"	"GO:0003203"	"endocardial cushion morphogenesis"	"2/72"	"38/18903"	0.0092053923601021	0.0092053923601021	0.167212660144365	"HEY2/SNAI1"	2
"1292"	"mIDH2"	"GO:0045746"	"negative regulation of Notch signaling pathway"	"2/72"	"38/18903"	0.0092053923601021	0.0092053923601021	0.167212660144365	"HEY2/METTL3"	2
"1293"	"mIDH2"	"GO:1902229"	"regulation of intrinsic apoptotic signaling pathway in response to DNA damage"	"2/72"	"38/18903"	0.0092053923601021	0.0092053923601021	0.167212660144365	"PIAS4/SNAI1"	2
"1294"	"mIDH2"	"GO:0042303"	"molting cycle"	"3/72"	"115/18903"	0.00964745132496075	0.00964745132496075	0.170658871422207	"PIAS4/SAV1/SNAI1"	3
"1295"	"mIDH2"	"GO:0042633"	"hair cycle"	"3/72"	"115/18903"	0.00964745132496075	0.00964745132496075	0.170658871422207	"PIAS4/SAV1/SNAI1"	3
"1296"	"mIDH2"	"GO:0001824"	"blastocyst development"	"3/72"	"116/18903"	0.00987691388097322	0.00987691388097322	0.170658871422207	"DAD1/EMG1/SMARCB1"	3
"1297"	"mIDH2"	"GO:0002065"	"columnar/cuboidal epithelial cell differentiation"	"3/72"	"116/18903"	0.00987691388097322	0.00987691388097322	0.170658871422207	"NKX6-1/ONECUT1/SAV1"	3
"1298"	"mIDH2"	"GO:0002183"	"cytoplasmic translational initiation"	"2/72"	"40/18903"	0.0101637935596954	0.0101637935596954	0.173499887525047	"EIF4H/METTL3"	2
"1299"	"mIDH2"	"GO:0043414"	"macromolecule methylation"	"5/72"	"348/18903"	0.010510444660846	0.010510444660846	0.175604508698911	"EMG1/HCFC2/METTL3/NELFE/SMARCB1"	5
"1300"	"mIDH2"	"GO:0060421"	"positive regulation of heart growth"	"2/72"	"41/18903"	0.0106589066572816	0.0106589066572816	0.175604508698911	"HEY2/MAPK14"	2
"1301"	"mIDH2"	"GO:1905314"	"semi-lunar valve development"	"2/72"	"41/18903"	0.0106589066572816	0.0106589066572816	0.175604508698911	"HEY2/SNAI1"	2
"1302"	"mIDH2"	"GO:0050999"	"regulation of nitric-oxide synthase activity"	"2/72"	"42/18903"	0.0111645141995935	0.0111645141995935	0.181610673244643	"ACVR2A/TERF2"	2
"1303"	"mIDH2"	"GO:0030278"	"regulation of ossification"	"3/72"	"122/18903"	0.0113205032456092	0.0113205032456092	0.181610673244643	"ACVR2A/CYP27B1/MAPK14"	3
"1304"	"mIDH2"	"GO:0019221"	"cytokine-mediated signaling pathway"	"6/72"	"496/18903"	0.0114938251012057	0.0114938251012057	0.181610673244643	"CCL16/CCR10/IKBKE/METTL3/PIAS4/TRIM56"	6
"1305"	"mIDH2"	"GO:0060412"	"ventricular septum morphogenesis"	"2/72"	"43/18903"	0.0116805313724129	0.0116805313724129	0.181610673244643	"HEY2/SAV1"	2
"1306"	"mIDH2"	"GO:1904037"	"positive regulation of epithelial cell apoptotic process"	"2/72"	"43/18903"	0.0116805313724129	0.0116805313724129	0.181610673244643	"PIAS4/SAV1"	2
"1307"	"mIDH2"	"GO:0035329"	"hippo signaling"	"2/72"	"44/18903"	0.0122068738396185	0.0122068738396185	0.181610673244643	"MAPK14/SAV1"	2
"1308"	"mIDH2"	"GO:0045663"	"positive regulation of myoblast differentiation"	"2/72"	"44/18903"	0.0122068738396185	0.0122068738396185	0.181610673244643	"MAPK14/SMARCB1"	2
"1309"	"mIDH2"	"GO:1903214"	"regulation of protein targeting to mitochondrion"	"2/72"	"44/18903"	0.0122068738396185	0.0122068738396185	0.181610673244643	"ABLIM3/SH3GLB1"	2
"1310"	"mIDH2"	"GO:0022618"	"ribonucleoprotein complex assembly"	"4/72"	"234/18903"	0.0122136692916235	0.0122136692916235	0.181610673244643	"EIF4H/SNIP1/SRSF10/STRAP"	4
"1311"	"mIDH2"	"GO:0008544"	"epidermis development"	"5/72"	"362/18903"	0.0123052699850754	0.0123052699850754	0.181610673244643	"CYP27B1/HEY2/PIAS4/SAV1/SNAI1"	5
"1312"	"mIDH2"	"GO:0050714"	"positive regulation of protein secretion"	"3/72"	"129/18903"	0.0131510299017038	0.0131510299017038	0.192092091673287	"ANG/NKX6-1/PPIA"	3
"1313"	"mIDH2"	"GO:0045088"	"regulation of innate immune response"	"4/72"	"240/18903"	0.0132969323032661	0.0132969323032661	0.192139840828401	"ATG12/IKBKE/METTL3/TRIM56"	4
"1314"	"mIDH2"	"GO:0034968"	"histone lysine methylation"	"3/72"	"130/18903"	0.0134255215675417	0.0134255215675417	0.192139840828401	"HCFC2/NELFE/SMARCB1"	3
"1315"	"mIDH2"	"GO:0032984"	"protein-containing complex disassembly"	"4/72"	"242/18903"	0.0136712147602432	0.0136712147602432	0.192343494024894	"ATG12/KIF5B/SMARCB1/SPTBN1"	4
"1316"	"mIDH2"	"GO:0031018"	"endocrine pancreas development"	"2/72"	"47/18903"	0.0138470167689541	0.0138470167689541	0.192343494024894	"NKX6-1/ONECUT1"	2
"1317"	"mIDH2"	"GO:0045646"	"regulation of erythrocyte differentiation"	"2/72"	"47/18903"	0.0138470167689541	0.0138470167689541	0.192343494024894	"ACVR2A/MAPK14"	2
"1318"	"mIDH2"	"GO:0048565"	"digestive tract development"	"3/72"	"132/18903"	0.0139843029735267	0.0139843029735267	0.192364555977178	"CPS1/SAV1/SFRP5"	3
"1319"	"mIDH2"	"GO:0003197"	"endocardial cushion development"	"2/72"	"48/18903"	0.0144138265331302	0.0144138265331302	0.193008769146829	"HEY2/SNAI1"	2
"1320"	"mIDH2"	"GO:0060976"	"coronary vasculature development"	"2/72"	"48/18903"	0.0144138265331302	0.0144138265331302	0.193008769146829	"HEY2/TAB1"	2
"1321"	"mIDH2"	"GO:0001649"	"osteoblast differentiation"	"4/72"	"246/18903"	0.0144398091033326	0.0144398091033326	0.193008769146829	"ACVR2A/MAPK14/MEF2D/SNAI1"	4
"1322"	"mIDH2"	"GO:2000779"	"regulation of double-strand break repair"	"3/72"	"135/18903"	0.0148470458531777	0.0148470458531777	0.196597380407055	"PIAS4/PPP4C/SMARCB1"	3
"1323"	"mIDH2"	"GO:0008089"	"anterograde axonal transport"	"2/72"	"49/18903"	0.0149905470013871	0.0149905470013871	0.196659612708255	"KIF5B/TERF2"	2
"1324"	"mIDH2"	"GO:0007498"	"mesoderm development"	"3/72"	"136/18903"	0.0151411977487344	0.0151411977487344	0.196813637564428	"ACVR2A/PPP2CA/SNAI1"	3
"1325"	"mIDH2"	"GO:0090102"	"cochlea development"	"2/72"	"50/18903"	0.0155770966576394	0.0155770966576394	0.197894142071906	"GABRB2/HEY2"	2
"1326"	"mIDH2"	"GO:1903747"	"regulation of establishment of protein localization to mitochondrion"	"2/72"	"50/18903"	0.0155770966576394	0.0155770966576394	0.197894142071906	"ABLIM3/SH3GLB1"	2
"1327"	"mIDH2"	"GO:0048762"	"mesenchymal cell differentiation"	"4/72"	"252/18903"	0.0156433407997405	0.0156433407997405	0.197894142071906	"HEY2/PPP2CA/RADIL/SNAI1"	4
"1328"	"mIDH2"	"GO:0000387"	"spliceosomal snRNP assembly"	"2/72"	"51/18903"	0.0161733944478135	0.0161733944478135	0.201010054725365	"SRSF10/STRAP"	2
"1329"	"mIDH2"	"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"2/72"	"51/18903"	0.0161733944478135	0.0161733944478135	0.201010054725365	"NDUFB3/NDUFB4"	2
"1330"	"mIDH2"	"GO:0034341"	"response to interferon-gamma"	"3/72"	"140/18903"	0.0163507715683454	0.0163507715683454	0.201447492274534	"CCL16/CYP27B1/KIF5B"	3
"1331"	"mIDH2"	"GO:0032259"	"methylation"	"5/72"	"390/18903"	0.0164992136912724	0.0164992136912724	0.20147206298516	"EMG1/HCFC2/METTL3/NELFE/SMARCB1"	5
"1332"	"mIDH2"	"GO:0001889"	"liver development"	"3/72"	"141/18903"	0.0166614252991058	0.0166614252991058	0.20147206298516	"CPS1/ONECUT1/SMARCB1"	3
"1333"	"mIDH2"	"GO:0046622"	"positive regulation of organ growth"	"2/72"	"52/18903"	0.0167793597775902	0.0167793597775902	0.20147206298516	"HEY2/MAPK14"	2
"1334"	"mIDH2"	"GO:0038061"	"NIK/NF-kappaB signaling"	"3/72"	"142/18903"	0.0169753899546907	0.0169753899546907	0.202113002025773	"IKBKE/PPP4C/TNFRSF10B"	3
"1335"	"mIDH2"	"GO:0055123"	"digestive system development"	"3/72"	"143/18903"	0.017292668611247	0.017292668611247	0.202887920901918	"CPS1/SAV1/SFRP5"	3
"1336"	"mIDH2"	"GO:0010656"	"negative regulation of muscle cell apoptotic process"	"2/72"	"53/18903"	0.0173949125101585	0.0173949125101585	0.202887920901918	"GRIA4/HEY2"	2
"1337"	"mIDH2"	"GO:0018022"	"peptidyl-lysine methylation"	"3/72"	"144/18903"	0.0176132641585358	0.0176132641585358	0.202887920901918	"HCFC2/NELFE/SMARCB1"	3
"1338"	"mIDH2"	"GO:0061008"	"hepaticobiliary system development"	"3/72"	"144/18903"	0.0176132641585358	0.0176132641585358	0.202887920901918	"CPS1/ONECUT1/SMARCB1"	3
"1339"	"mIDH2"	"GO:0060078"	"regulation of postsynaptic membrane potential"	"3/72"	"145/18903"	0.0179371793016712	0.0179371793016712	0.204952829711794	"GABRA6/GABRB2/RGS7BP"	3
"1340"	"mIDH2"	"GO:0003179"	"heart valve morphogenesis"	"2/72"	"55/18903"	0.0186544619105556	0.0186544619105556	0.209765294332563	"HEY2/SNAI1"	2
"1341"	"mIDH2"	"GO:0072132"	"mesenchyme morphogenesis"	"2/72"	"55/18903"	0.0186544619105556	0.0186544619105556	0.209765294332563	"HEY2/SNAI1"	2
"1342"	"mIDH2"	"GO:0032147"	"activation of protein kinase activity"	"3/72"	"148/18903"	0.0189288666237992	0.0189288666237992	0.211174923129994	"ANG/PPIA/TNFRSF10B"	3
"1343"	"mIDH2"	"GO:0035196"	"miRNA processing"	"2/72"	"57/18903"	0.0199514106199337	0.0199514106199337	0.22084373926341	"METTL3/SNIP1"	2
"1344"	"mIDH2"	"GO:0001961"	"positive regulation of cytokine-mediated signaling pathway"	"2/72"	"58/18903"	0.020613714171068	0.020613714171068	0.224664447564838	"IKBKE/TRIM56"	2
"1345"	"mIDH2"	"GO:0051898"	"negative regulation of protein kinase B signaling"	"2/72"	"58/18903"	0.020613714171068	0.020613714171068	0.224664447564838	"PPP2CA/SFRP5"	2
"1346"	"mIDH2"	"GO:0010257"	"NADH dehydrogenase complex assembly"	"2/72"	"59/18903"	0.0212851337872423	0.0212851337872423	0.225057266909883	"NDUFB3/NDUFB4"	2
"1347"	"mIDH2"	"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	"2/72"	"59/18903"	0.0212851337872423	0.0212851337872423	0.225057266909883	"NDUFB3/NDUFB4"	2
"1348"	"mIDH2"	"GO:0045604"	"regulation of epidermal cell differentiation"	"2/72"	"59/18903"	0.0212851337872423	0.0212851337872423	0.225057266909883	"CYP27B1/HEY2"	2
"1349"	"mIDH2"	"GO:1903078"	"positive regulation of protein localization to plasma membrane"	"2/72"	"59/18903"	0.0212851337872423	0.0212851337872423	0.225057266909883	"KIF5B/SPTBN1"	2
"1350"	"mIDH2"	"GO:0045860"	"positive regulation of protein kinase activity"	"5/72"	"420/18903"	0.0219517257671693	0.0219517257671693	0.227649484127616	"ANG/PPIA/PPP2CA/TAB1/TNFRSF10B"	5
"1351"	"mIDH2"	"GO:0051353"	"positive regulation of oxidoreductase activity"	"2/72"	"60/18903"	0.0219655924721335	0.0219655924721335	0.227649484127616	"CYP27B1/TERF2"	2
"1352"	"mIDH2"	"GO:0090316"	"positive regulation of intracellular protein transport"	"3/72"	"157/18903"	0.022083829569211	0.022083829569211	0.227649484127616	"ABLIM3/MAPK14/SH3GLB1"	3
"1353"	"mIDH2"	"GO:0030865"	"cortical cytoskeleton organization"	"2/72"	"61/18903"	0.0226550136693121	0.0226550136693121	0.227649484127616	"RHOBTB2/RTKN"	2
"1354"	"mIDH2"	"GO:0048255"	"mRNA stabilization"	"2/72"	"61/18903"	0.0226550136693121	0.0226550136693121	0.227649484127616	"IKBKE/MAPK14"	2
"1355"	"mIDH2"	"GO:0060113"	"inner ear receptor cell differentiation"	"2/72"	"61/18903"	0.0226550136693121	0.0226550136693121	0.227649484127616	"GABRB2/HEY2"	2
"1356"	"mIDH2"	"GO:0070918"	"small regulatory ncRNA processing"	"2/72"	"61/18903"	0.0226550136693121	0.0226550136693121	0.227649484127616	"METTL3/SNIP1"	2
"1357"	"mIDH2"	"GO:0035904"	"aorta development"	"2/72"	"62/18903"	0.0233533212600842	0.0233533212600842	0.231903699603069	"HEY2/TAB1"	2
"1358"	"mIDH2"	"GO:0002181"	"cytoplasmic translation"	"3/72"	"161/18903"	0.0235728046545998	0.0235728046545998	0.231903699603069	"DRG1/EIF4H/METTL3"	3
"1359"	"mIDH2"	"GO:0001503"	"ossification"	"5/72"	"429/18903"	0.0237917978427887	0.0237917978427887	0.231903699603069	"ACVR2A/CYP27B1/MAPK14/MEF2D/SNAI1"	5
"1360"	"mIDH2"	"GO:0050792"	"regulation of viral process"	"3/72"	"162/18903"	0.0239533960817675	0.0239533960817675	0.231903699603069	"ATG12/KPNA2/PPIA"	3
"1361"	"mIDH2"	"GO:0051055"	"negative regulation of lipid biosynthetic process"	"2/72"	"63/18903"	0.0240604395613437	0.0240604395613437	0.231903699603069	"CYP27B1/SNAI1"	2
"1362"	"mIDH2"	"GO:0098781"	"ncRNA transcription"	"2/72"	"63/18903"	0.0240604395613437	0.0240604395613437	0.231903699603069	"ANG/SMARCB1"	2
"1363"	"mIDH2"	"GO:0030856"	"regulation of epithelial cell differentiation"	"3/72"	"164/18903"	0.0247245943329242	0.0247245943329242	0.232113163484313	"CYP27B1/HEY2/NKX6-1"	3
"1364"	"mIDH2"	"GO:0090092"	"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"4/72"	"290/18903"	0.0247317798805742	0.0247317798805742	0.232113163484313	"ACVR2A/ONECUT1/SFRP5/STRAP"	4
"1365"	"mIDH2"	"GO:0051445"	"regulation of meiotic cell cycle"	"2/72"	"64/18903"	0.0247762933234338	0.0247762933234338	0.232113163484313	"METTL3/RAD1"	2
"1366"	"mIDH2"	"GO:0098930"	"axonal transport"	"2/72"	"64/18903"	0.0247762933234338	0.0247762933234338	0.232113163484313	"KIF5B/TERF2"	2
"1367"	"mIDH2"	"GO:0003170"	"heart valve development"	"2/72"	"65/18903"	0.0255008077280191	0.0255008077280191	0.232113163484313	"HEY2/SNAI1"	2
"1368"	"mIDH2"	"GO:0060760"	"positive regulation of response to cytokine stimulus"	"2/72"	"65/18903"	0.0255008077280191	0.0255008077280191	0.232113163484313	"IKBKE/TRIM56"	2
"1369"	"mIDH2"	"GO:0003205"	"cardiac chamber development"	"3/72"	"167/18903"	0.0259064206121598	0.0259064206121598	0.232113163484313	"HEY2/SAV1/TAB1"	3
"1370"	"mIDH2"	"GO:0016571"	"histone methylation"	"3/72"	"167/18903"	0.0259064206121598	0.0259064206121598	0.232113163484313	"HCFC2/NELFE/SMARCB1"	3
